osmid,ref,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,bridge,access
231934802,B 243,Osteroder Straße,primary,50,False,True,20.882,,"LINESTRING (10.3359169 51.6529233, 10.3359946 51.6527418)",,
214337207,,Heidestraße,residential,50,False,True,18.204,2,"LINESTRING (10.3359169 51.6529233, 10.3360614 51.6529475, 10.3361016 51.6529547, 10.3361709 51.6529676)",,
4824847,,Beethovenstraße,residential,30,False,False,43.352999999999994,,"LINESTRING (10.3479929 51.6538161, 10.3480402 51.6537766, 10.3480541 51.6537662, 10.3483902 51.6535141)",,
25597142,,Amtmann-Lueder-Straße,residential,30,False,False,87.507,,"LINESTRING (10.3479929 51.6538161, 10.3479527 51.6538493, 10.3478949 51.6539071, 10.3477479 51.6540745, 10.3473789 51.6545041)",,
238346811,L 521,Juesholzstraße,secondary,30,False,False,201.739,2,"LINESTRING (10.3479929 51.6538161, 10.3486745 51.6544362, 10.3496585 51.6553073)",,
4815421,,Herzog-Heinrich-Straße,residential,30,False,False,80.958,,"LINESTRING (10.3496585 51.6553073, 10.3495249 51.6553636, 10.3486025 51.655622)",,
238346811,L 521,Juesholzstraße,secondary,30,False,True,201.739,2,"LINESTRING (10.3496585 51.6553073, 10.3486745 51.6544362, 10.3479929 51.6538161)",,
"[25596516, 25596135, 384529714, 1199694548, 384529717, 143855614]",,"['Fabrikstraße', 'Crausestraße']",residential,30,False,False,240.06900000000002,2,"LINESTRING (10.3498079 51.6600481, 10.3497788 51.6600834, 10.3496189 51.6602435, 10.3493796 51.6604047, 10.3491396 51.660558, 10.3488466 51.6607028, 10.348686 51.6607569, 10.3486462 51.6607712, 10.348586 51.6607931, 10.3482544 51.6609238, 10.3480928 51.6609907, 10.3479246 51.6610645, 10.347653 51.6608364, 10.3473811 51.6605823)",yes,
269616775,,Sägemühlenstraße,residential,30,False,False,202.984,2,"LINESTRING (10.3498079 51.6600481, 10.3492328 51.6598246, 10.347413 51.6590071, 10.3473997 51.6590003)",,
4810451,,Sieberstraße,residential,30,False,False,90.636,2,"LINESTRING (10.3452304 51.6585796, 10.345154 51.6585423, 10.3447108 51.6583225, 10.3443885 51.6581239, 10.3442715 51.6580271)",,
"[238315805, 201673829, 201673830]",,"['Sieberstraße', 'Sägemühlenstraße']",residential,30,False,True,164.374,2,"LINESTRING (10.3452304 51.6585796, 10.3453511 51.658538, 10.3456818 51.6585091, 10.3458255 51.6585206, 10.346287 51.6586392, 10.346469 51.6586744, 10.3466279 51.6587087, 10.3469379 51.6587963, 10.3473997 51.6590003)",,
269610730,,Fabrikstraße,residential,30,False,True,42.733999999999995,2,"LINESTRING (10.3452304 51.6585796, 10.3452764 51.6586177, 10.3455057 51.6588076, 10.3456087 51.6588838)",,
4810451,,Sieberstraße,residential,30,False,False,62.575,2,"LINESTRING (10.3442715 51.6580271, 10.3441235 51.6579422, 10.3439087 51.6578189, 10.3438775 51.6578055, 10.3435691 51.6576732)",,
4810451,,Sieberstraße,residential,30,False,True,90.63600000000001,2,"LINESTRING (10.3442715 51.6580271, 10.3443885 51.6581239, 10.3447108 51.6583225, 10.345154 51.6585423, 10.3452304 51.6585796)",,
25596143,,Am Spritzenhaus,residential,30,False,False,75.23899999999999,,"LINESTRING (10.3442715 51.6580271, 10.3442939 51.6579966, 10.3442985 51.657991, 10.3443086 51.6579703, 10.344338 51.6579251, 10.3443283 51.6578667, 10.3442642 51.6577945, 10.3441066 51.6576388, 10.3440862 51.6576109, 10.3440471 51.6575575, 10.3440215 51.6574825, 10.3439909 51.6574094)",,
4810451,,Sieberstraße,residential,30,False,False,231.85699999999997,2,"LINESTRING (10.3435691 51.6576732, 10.3430292 51.6575284, 10.3424437 51.6573691, 10.3421828 51.6572769, 10.3420247 51.6572136, 10.3414818 51.6570041, 10.3410776 51.6568828, 10.3405568 51.6567606)",,
4810451,,Sieberstraße,residential,30,False,True,62.575,2,"LINESTRING (10.3435691 51.6576732, 10.3438775 51.6578055, 10.3439087 51.6578189, 10.3441235 51.6579422, 10.3442715 51.6580271)",,
4810451,,Sieberstraße,residential,30,False,True,231.85700000000003,2,"LINESTRING (10.3405568 51.6567606, 10.3410776 51.6568828, 10.3414818 51.6570041, 10.3420247 51.6572136, 10.3421828 51.6572769, 10.3424437 51.6573691, 10.3430292 51.6575284, 10.3435691 51.6576732)",,
"[4811283, 161024270]",,Reckengasse,"['residential', 'living_street']",30,False,False,70.84199999999998,"['2', '1']","LINESTRING (10.3405568 51.6567606, 10.3405813 51.6567273, 10.340594 51.6567131, 10.3406077 51.6566978, 10.3406899 51.656596, 10.3407615 51.6565138, 10.3409794 51.6563163, 10.3410535 51.6562511, 10.3410984 51.6562219)",,
49962163,,Sieberstraße,residential,30,False,False,154.15300000000005,2,"LINESTRING (10.3405568 51.6567606, 10.3402458 51.6567193, 10.3399943 51.6567054, 10.3397959 51.6566945, 10.3397163 51.6566902, 10.3396156 51.6566847, 10.3395092 51.6566847, 10.3393616 51.6566835, 10.339197 51.6566917, 10.3390842 51.6567089, 10.3388534 51.6567439, 10.3386732 51.6567726, 10.3384781 51.6568019, 10.3383815 51.6568504)",,
25596139,,Marktplatz,living_street,,False,True,5.144,2,"LINESTRING (10.3410984 51.6562219, 10.341169 51.6562368)",,
"[4811285, 25919572, 161024269]",,Brauhausstraße,"['living_street', 'residential']",30,False,False,113.233,"['2', '1']","LINESTRING (10.3410984 51.6562219, 10.3411379 51.6561874, 10.3411771 51.6561268, 10.3413021 51.655852, 10.3413649 51.6557127, 10.3415348 51.6553525, 10.3415703 51.655281, 10.341587 51.6552524)",,
