osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,tunnel,bridge,width
23544999,False,,,Weintorstraße,living_street,,True,51.828,"LINESTRING (8.2776631 49.9982193, 8.2771503 49.9980072, 8.2771137 49.9979805, 8.2770852 49.9979466)",,,
1116037410,False,4,L 431,Rheinstraße,secondary,30,False,121.34,"LINESTRING (8.2776631 49.9982193, 8.2781617 49.9974602, 8.2783234 49.997214)",,,
825253688,False,4,L 431,Rheinstraße,secondary,30,True,15.023,"LINESTRING (8.2784039 49.9970892, 8.2783234 49.997214)",,,
4611331,False,,,Lauterenstraße,residential,30,True,119.953,"LINESTRING (8.2786366 49.9985355, 8.2794317 49.9975855)",,,
38290605,True,,,Weintorstraße,residential,30,False,77.962,"LINESTRING (8.2786366 49.9985355, 8.2776631 49.9982193)",,,
"[4611331, 730799981]",False,,,Lauterenstraße,residential,30,False,127.966,"LINESTRING (8.2786366 49.9985355, 8.2786031 49.9985784, 8.277834 49.9995642)",,,
4611331,False,,,Lauterenstraße,residential,30,False,119.953,"LINESTRING (8.2794317 49.9975855, 8.2786366 49.9985355)",,,
148492691,True,,,Holzstraße,residential,30,False,88.381,"LINESTRING (8.2794317 49.9975855, 8.2805296 49.9979511)",,,
48066658,True,,,Uferstraße,residential,30,False,108.728,"LINESTRING (8.2805296 49.9979511, 8.281351 49.9971281)",,,
38290605,True,,,Weintorstraße,residential,30,False,79.915,"LINESTRING (8.2796213 49.9988759, 8.2786366 49.9985355)",,,
48066658,True,,,Uferstraße,residential,30,False,121.613,"LINESTRING (8.2796213 49.9988759, 8.2805296 49.9979511)",,,
31260589,False,,,Fischtorplatz,residential,30,True,68.161,"LINESTRING (8.2787024 49.9998175, 8.277834 49.9995642)",,,
48066658,True,,,Uferstraße,residential,30,False,123.597,"LINESTRING (8.2787024 49.9998175, 8.2796213 49.9988759)",,,
31260589,False,,,Fischtorplatz,residential,30,False,68.161,"LINESTRING (8.277834 49.9995642, 8.2787024 49.9998175)",,,
23438616,False,,,Fischtorplatz,residential,30,False,69.949,"LINESTRING (8.277834 49.9995642, 8.2771135 49.999351, 8.2769455 49.9993005)",,,
"[4611331, 730799981]",False,,,Lauterenstraße,residential,30,True,127.966,"LINESTRING (8.277834 49.9995642, 8.2786031 49.9985784, 8.2786366 49.9985355)",,,
127772847,False,2,,Große Bleiche,secondary,30,True,131.454,"LINESTRING (8.2694082 50.0047084, 8.2695495 50.004825, 8.2701313 50.0053051, 8.270258 50.0054097, 8.2705384 50.0056411)",,,
23438616,False,,,Fischtorplatz,residential,30,True,69.949,"LINESTRING (8.2769455 49.9993005, 8.2771135 49.999351, 8.277834 49.9995642)",,,
138313949,False,4,L 431,Rheinstraße,secondary,30,False,55.352999999999994,"LINESTRING (8.2769455 49.9993005, 8.2770464 49.9991537, 8.2772503 49.9988429)",,,
"[138313952, 501340291]",False,4,L 431,Rheinstraße,secondary,30,True,40.059,"LINESTRING (8.2769455 49.9993005, 8.2768466 49.9994633, 8.2767382 49.9996352)",,,
173662874,True,,,Fischtorplatz,residential,30,False,131.271,"LINESTRING (8.2784057 50.00013, 8.2783369 50.0001095, 8.2769087 49.9996848, 8.2767382 49.9996352)",,,
"[186382051, 848333868]",True,,,Uferstraße,residential,30,False,40.708,"LINESTRING (8.2784057 50.00013, 8.2784719 50.0000603, 8.2786356 49.9998878, 8.2787024 49.9998175)",,,
"[237193763, 23645284, 237193764, 23611363]",True,,,"['Stadionerhofstraße', 'Klarastraße']",residential,30,False,113.01900000000002,"LINESTRING (8.2713161 50.0016831, 8.2712598 50.0016656, 8.2712384 50.001659, 8.2709412 50.001558, 8.2707524 50.0014988, 8.2706871 50.0014753, 8.2706548 50.0014588, 8.2706078 50.0014211, 8.2705112 50.0012956, 8.2704723 50.0013039, 8.2704442 50.0013116, 8.2704232 50.0013185, 8.2702449 50.0014143, 8.2701546 50.0014508, 8.2700653 50.0014869)",building_passage,,
"[917062752, 178013959]",False,"['2', '3']",,Schusterstraße,tertiary,30,False,53.413000000000004,"LINESTRING (8.2713161 50.0016831, 8.2712182 50.001813, 8.2710932 50.001979, 8.2710248 50.0020597, 8.2709748 50.00211)",,,
"[24281832, 24281826, 237501229, 178013959]",False,2,,"['Quintinsstraße', 'Schusterstraße']",tertiary,"['50', '30']",True,334.503,"LINESTRING (8.2713161 50.0016831, 8.2713511 50.0016312, 8.2713694 50.0015936, 8.2713849 50.0015564, 8.2714706 50.0012542, 8.2714974 50.0011714, 8.2715186 50.0011027, 8.2715458 50.0010401, 8.2715935 50.0009718, 8.2717292 50.0008102, 8.2718572 50.0006669, 8.2719456 50.0005668, 8.2722655 50.0006015, 8.2724465 50.0006228, 8.2725641 50.0006294, 8.2729293 50.0006599, 8.2730917 50.000678, 8.273208 50.0006982, 8.2735283 50.0007785, 8.2746268 50.0010712)",,,
24281817,False,3,,Flachsmarktstraße,tertiary,30,False,7.841,"LINESTRING (8.2695599 50.0035769, 8.2696207 50.0035182)",,,
20891173,False,1,,Petersstraße,residential,30,True,83.063,"LINESTRING (8.2695599 50.0035769, 8.2696493 50.0036394, 8.2702101 50.0041948)",,,
24317164,False,,,Petersplatz,residential,30,False,23.076,"LINESTRING (8.2702101 50.0041948, 8.2699276 50.0042953)",,,
20891173,False,1,,Petersstraße,residential,30,False,83.063,"LINESTRING (8.2702101 50.0041948, 8.2696493 50.0036394, 8.2695599 50.0035769)",,,
"[20891216, 74877130]",False,,,Mitternacht,"['residential', 'living_street']",30,True,89.14999999999999,"LINESTRING (8.2702101 50.0041948, 8.2706142 50.0041642, 8.2712418 50.0040566, 8.2714213 50.0040147)",,,
24317164,False,,,Petersplatz,residential,30,True,32.058,"LINESTRING (8.2695751 50.0044736, 8.2699276 50.0042953)",,,
20891575,False,,,Bauerngasse,residential,30,True,8.674,"LINESTRING (8.2717283 50.0028366, 8.2716641 50.0027704)",,,
1134576758,False,,,Mitternachtsgasse,living_street,,False,31.418,"LINESTRING (8.2717283 50.0028366, 8.2720089 50.0026191)",,,
"[936458583, 20891575]",False,,,Bauerngasse,residential,30,False,159.07899999999998,"LINESTRING (8.2717283 50.0028366, 8.2718023 50.0028935, 8.2719143 50.0029622, 8.2720008 50.002999, 8.2721766 50.0030561, 8.2729171 50.0032731, 8.2731007 50.0033282, 8.2734161 50.0034229, 8.2735755 50.0034708, 8.2736794 50.0035015)",,,
"[1127968459, 23645548]",False,,,Mitternachtsgasse,living_street,,False,111.864,"LINESTRING (8.2717283 50.0028366, 8.2716878 50.0028745, 8.2716577 50.0029155, 8.2716378 50.0029601, 8.2716019 50.0032436, 8.2715698 50.0034718, 8.2715357 50.0036139, 8.2714643 50.0038198)",,,
23429748,False,,,Scharngasse,residential,50,False,20.284,"LINESTRING (8.2766556 49.9986854, 8.2765511 49.998855)",,,
23429749,False,,,Heugasse,residential,50,False,4.595,"LINESTRING (8.2766556 49.9986854, 8.2765968 49.9986687)",,,
921989725,False,2,,Heugasse,residential,50,True,45.974,"LINESTRING (8.2766556 49.9986854, 8.2772503 49.9988429)",,,
397826106,False,,,Scharngasse,residential,50,True,53.559,"LINESTRING (8.2762636 49.9992998, 8.2765511 49.998855)",,,
23429750,False,,,Liebfrauenstraße,residential,50,False,23.283,"LINESTRING (8.2759513 49.9984783, 8.2758579 49.9986789)",,,
23429749,False,,,Heugasse,residential,50,True,50.797,"LINESTRING (8.2759513 49.9984783, 8.2760262 49.9985063, 8.2765968 49.9986687)",,,
23429752,False,,,Grebenstraße,residential,50,False,127.293,"LINESTRING (8.2759513 49.9984783, 8.2755237 49.9983163, 8.2754514 49.9982884, 8.2751311 49.9981675, 8.2744195 49.9978944)",,,
23429752,False,,,Grebenstraße,residential,50,True,127.293,"LINESTRING (8.2744195 49.9978944, 8.2751311 49.9981675, 8.2754514 49.9982884, 8.2755237 49.9983163, 8.2759513 49.9984783)",,,
23429750,False,,,Liebfrauenstraße,residential,50,True,23.283,"LINESTRING (8.2758579 49.9986789, 8.2759513 49.9984783)",,,
23429751,False,,,Heugasse,residential,50,True,53.277,"LINESTRING (8.2758579 49.9986789, 8.2765511 49.998855)",,,
23429750,False,,,Liebfrauenstraße,residential,50,False,43.041,"LINESTRING (8.2758579 49.9986789, 8.27571 49.9990005, 8.2756872 49.9990501)",,,
23429748,False,,,Scharngasse,residential,50,True,20.284,"LINESTRING (8.2765511 49.998855, 8.2766556 49.9986854)",,,
23429751,False,,,Heugasse,residential,50,False,53.277,"LINESTRING (8.2765511 49.998855, 8.2758579 49.9986789)",,,
397826106,False,,,Scharngasse,residential,50,False,53.559,"LINESTRING (8.2765511 49.998855, 8.2762636 49.9992998)",,,
23429763,False,,,Schlossergasse,living_street,,True,66.696,"LINESTRING (8.2770852 49.9979466, 8.2775077 49.9974118)",,,
23429761,True,,,Gallusgasse,living_street,,False,87.622,"LINESTRING (8.2770852 49.9979466, 8.2767258 49.9984423, 8.2766233 49.9986226, 8.2765968 49.9986687)",,,
23544999,False,,,Weintorstraße,living_street,,False,51.828,"LINESTRING (8.2770852 49.9979466, 8.2771137 49.9979805, 8.2771503 49.9980072, 8.2776631 49.9982193)",,,
23544999,False,,,Weintorstraße,living_street,,True,47.799,"LINESTRING (8.2770852 49.9979466, 8.2770598 49.9979161, 8.2770106 49.9978859, 8.2765172 49.9977343)",,,
23545002,False,,,Augustinergäßchen,living_street,,False,24.668,"LINESTRING (8.2760067 49.9968273, 8.2758627 49.9968155, 8.2757925 49.9968222, 8.2756767 49.9968587)",,,
24350249,True,,,Kappelhofgasse,living_street,,False,30.863,"LINESTRING (8.2760067 49.9968273, 8.2763192 49.9969212, 8.276399 49.9969432)",,,
23544998,True,,,Weintorstraße,living_street,,False,111.398,"LINESTRING (8.2765172 49.9977343, 8.2763924 49.9975047, 8.2762307 49.9973472, 8.2760248 49.9971921, 8.276006 49.9970966, 8.2759942 49.9969727, 8.2760067 49.9968273)",,,
23544999,False,,,Weintorstraße,living_street,,False,47.799,"LINESTRING (8.2765172 49.9977343, 8.2770106 49.9978859, 8.2770598 49.9979161, 8.2770852 49.9979466)",,,
"[775984584, 23545004]",False,,,Himmelgasse,living_street,,False,187.14400000000003,"LINESTRING (8.2765172 49.9977343, 8.2763168 49.9977527, 8.2762448 49.9977563, 8.2757038 49.9975569, 8.2755579 49.9975441, 8.2753589 49.9975549, 8.2752663 49.9975519, 8.2749352 49.9975236, 8.2746975 49.9974851, 8.2744268 49.9974137, 8.2740574 49.9973016)",,,
23429763,False,,,Schlossergasse,living_street,,False,66.696,"LINESTRING (8.2775077 49.9974118, 8.2770852 49.9979466)",,,
23645548,False,,,Mitternachtsgasse,living_street,,False,21.889,"LINESTRING (8.2714643 50.0038198, 8.2714213 50.0040147)",,,
"[1127968459, 23645548]",False,,,Mitternachtsgasse,living_street,,True,111.864,"LINESTRING (8.2714643 50.0038198, 8.2715357 50.0036139, 8.2715698 50.0034718, 8.2716019 50.0032436, 8.2716378 50.0029601, 8.2716577 50.0029155, 8.2716878 50.0028745, 8.2717283 50.0028366)",,,
"[154907433, 154907434, 23643767]",False,,,Reichklarastraße,living_street,,True,111.685,"LINESTRING (8.2714643 50.0038198, 8.2713544 50.0037806, 8.2712352 50.0037202, 8.2710909 50.0036387, 8.2710167 50.0035901, 8.2707142 50.0032987, 8.270466 50.0030635)",,,
20891575,False,,,Bauerngasse,residential,30,False,49.233999999999995,"LINESTRING (8.2712469 50.0024264, 8.2713328 50.0024612, 8.2713948 50.0024991, 8.2714416 50.002533, 8.271548 50.0026423, 8.2716641 50.0027704)",,,
20891575,False,,,Bauerngasse,residential,30,True,35.718,"LINESTRING (8.2712469 50.0024264, 8.2711872 50.0024049, 8.2711488 50.0023882, 8.27097 50.0023118, 8.2708295 50.00225)",,,
463739685,False,3,,Flachsmarkt,tertiary,30,False,18.713,"LINESTRING (8.2708295 50.00225, 8.2709748 50.00211)",,,
20891575,False,,,Bauerngasse,residential,30,False,35.717999999999996,"LINESTRING (8.2708295 50.00225, 8.27097 50.0023118, 8.2711488 50.0023882, 8.2711872 50.0024049, 8.2712469 50.0024264)",,,
"[73556472, 917062753, 24281817]",False,"['4', '3']",,"['Flachsmarkt', 'Flachsmarktstraße']",tertiary,30,True,88.72900000000001,"LINESTRING (8.2708295 50.00225, 8.2707174 50.0023528, 8.2706747 50.0023894, 8.2706289 50.0024346, 8.2705865 50.0024806, 8.2704927 50.0025925, 8.270419 50.0026841, 8.27034 50.0027754, 8.2701898 50.0029327)",,,
24281817,False,3,,Flachsmarktstraße,tertiary,30,True,5.799,"LINESTRING (8.2701898 50.0029327, 8.2701475 50.0029772)",,,
23643767,False,,,Reichklarastraße,living_street,,False,24.763,"LINESTRING (8.2701898 50.0029327, 8.2702752 50.0029672, 8.2704222 50.0030272, 8.270466 50.0030635)",,,
"[73556472, 24281817, 917062753]",False,"['4', '3']",,"['Flachsmarkt', 'Flachsmarktstraße']",tertiary,30,False,88.729,"LINESTRING (8.2701898 50.0029327, 8.27034 50.0027754, 8.270419 50.0026841, 8.2704927 50.0025925, 8.2705865 50.0024806, 8.2706289 50.0024346, 8.2706747 50.0023894, 8.2707174 50.0023528, 8.2708295 50.00225)",,,
"[154907433, 154907434, 23643767]",False,,,Reichklarastraße,living_street,,False,111.685,"LINESTRING (8.270466 50.0030635, 8.2707142 50.0032987, 8.2710167 50.0035901, 8.2710909 50.0036387, 8.2712352 50.0037202, 8.2713544 50.0037806, 8.2714643 50.0038198)",,,
23643767,False,,,Reichklarastraße,living_street,,True,24.762999999999998,"LINESTRING (8.270466 50.0030635, 8.2704222 50.0030272, 8.2702752 50.0029672, 8.2701898 50.0029327)",,,
23645546,False,,,Hintere Flachsmarktstraße,residential,30,False,63.020999999999994,"LINESTRING (8.270466 50.0030635, 8.2705456 50.0030397, 8.2707767 50.002967, 8.2709132 50.0029126, 8.2709521 50.0028862, 8.2709825 50.0028529, 8.2710479 50.0027634, 8.2710696 50.0027467, 8.2710912 50.0027378, 8.2711355 50.0027296)",,,
"[23643768, 152675049]",False,1,,Zeughausgasse,"['residential', 'living_street']",30,False,135.395,"LINESTRING (8.273031 50.0046355, 8.2729276 50.0045941, 8.2716922 50.0040622, 8.2716181 50.004036, 8.2715515 50.0040216, 8.2714905 50.004016, 8.2714213 50.0040147)",,,
"[910878099, 1058659277]",True,4,B 40,Rheinstraße,primary,30,False,108.119,"LINESTRING (8.273031 50.0046355, 8.273443 50.0042133, 8.273522 50.0041264, 8.2736319 50.0040078, 8.2737264 50.0038987, 8.2738043 50.0038003)",,,
"[23645348, 23645286]",False,,,"['Altenauergasse', 'Hintere Christofsgasse']",residential,30,"[False, True]",142.35799999999998,"LINESTRING (8.2733816 50.0012617, 8.2733692 50.0013059, 8.2733556 50.0013463, 8.2733364 50.0013915, 8.273271 50.0015473, 8.27324 50.0016303, 8.2732311 50.0016762, 8.2732291 50.0017058, 8.2732396 50.0017384, 8.273257 50.0017608, 8.2732746 50.0017782, 8.2733001 50.0017918, 8.2733237 50.0018, 8.2733619 50.0018075, 8.273406 50.0018138, 8.2734424 50.0018145, 8.2735261 50.0018107, 8.2736254 50.0018052, 8.2736933 50.0018031, 8.2737514 50.0018083, 8.2738238 50.00182, 8.2739267 50.0018433, 8.2743854 50.0019432)",,,
23655147,True,,,Altenauergasse,residential,30,False,61.731,"LINESTRING (8.2733816 50.0012617, 8.2733936 50.0012156, 8.2734147 50.001129, 8.2734258 50.0011136, 8.2734431 50.0011028, 8.2734716 50.0010956, 8.2734892 50.0010934, 8.2735071 50.0010928, 8.2735302 50.0010943, 8.2735525 50.0010983, 8.273591 50.0011129, 8.2736198 50.0011348, 8.2736357 50.0011616, 8.2736369 50.0011903, 8.2736231 50.0012176, 8.2735961 50.0012405, 8.2735587 50.0012563, 8.2735154 50.0012632, 8.2734537 50.0012642, 8.2733816 50.0012617)",,,
23645546,False,,,Hintere Flachsmarktstraße,residential,30,True,63.021,"LINESTRING (8.2711355 50.0027296, 8.2710912 50.0027378, 8.2710696 50.0027467, 8.2710479 50.0027634, 8.2709825 50.0028529, 8.2709521 50.0028862, 8.2709132 50.0029126, 8.2707767 50.002967, 8.2705456 50.0030397, 8.270466 50.0030635)",,,
23645547,True,1,,Hintere Flachsmarktstraße,residential,30,False,34.967,"LINESTRING (8.2711355 50.0027296, 8.2711276 50.0027139, 8.2711302 50.0026917, 8.2712469 50.0024264)",,,
1134576758,False,,,Mitternachtsgasse,living_street,,True,31.418,"LINESTRING (8.2720089 50.0026191, 8.2717283 50.0028366)",,,
23645560,False,,,Karmeliterstraße,living_street,,False,98.13600000000001,"LINESTRING (8.2727729 50.002509, 8.2731185 50.0025889, 8.2738438 50.0027013, 8.2739867 50.0027214, 8.2740161 50.0027247, 8.2740498 50.0027247, 8.2740993 50.0027207)",,,
23645560,False,,,Karmeliterstraße,living_street,,True,98.136,"LINESTRING (8.2740993 50.0027207, 8.2740498 50.0027247, 8.2740161 50.0027247, 8.2739867 50.0027214, 8.2738438 50.0027013, 8.2731185 50.0025889, 8.2727729 50.002509)",,,
45397901,False,,,Karmeliterstraße,residential,30,False,32.728,"LINESTRING (8.2740993 50.0027207, 8.2741175 50.0027377, 8.2741507 50.0027508, 8.2742458 50.0027772, 8.2745061 50.002849)",,,
442102213,False,,,Löhrstraße,residential,30,True,82.7,"LINESTRING (8.2740993 50.0027207, 8.2740892 50.0027045, 8.2740898 50.0026822, 8.2740991 50.0026562, 8.274184 50.0025161, 8.2742069 50.002457, 8.2743751 50.0020635, 8.2743938 50.0020342, 8.2744176 50.0020128)",,,
45397901,False,,,Karmeliterstraße,residential,30,True,32.728,"LINESTRING (8.2745061 50.002849, 8.2742458 50.0027772, 8.2741507 50.0027508, 8.2741175 50.0027377, 8.2740993 50.0027207)",,,
"[661090672, 910878097, 910878098, 661090674, 202739574]",True,"['4', '3']",L 431,Rheinstraße,secondary,30,False,84.337,"LINESTRING (8.2745061 50.002849, 8.2745814 50.0027538, 8.2746343 50.0026915, 8.2748236 50.0024648, 8.274872 50.0024119, 8.2748889 50.0023919, 8.2749186 50.0023587, 8.2750718 50.0021835)",,,
23429750,False,,,Liebfrauenstraße,residential,50,True,43.041,"LINESTRING (8.2756872 49.9990501, 8.27571 49.9990005, 8.2758579 49.9986789)",,,
4611329,False,8,L 431,Rheinstraße,secondary,30,True,88.103,"LINESTRING (8.2755477 50.0014526, 8.2754112 50.0016607, 8.2750718 50.0021835)",,,
139791332,False,4,L 431,Rheinstraße,secondary,30,False,13.285,"LINESTRING (8.2755477 50.0014526, 8.2755928 50.0013877, 8.2756224 50.0013432)",,,
139850977,True,2,,Quintinsstraße,tertiary,50,False,78.44399999999999,"LINESTRING (8.2755477 50.0014526, 8.2754181 50.0014124, 8.2753196 50.001378, 8.2752323 50.0013385, 8.2750919 50.0012799, 8.274914 50.001195, 8.2746268 50.0010712)",,,
127772847,False,2,,Große Bleiche,secondary,30,False,131.454,"LINESTRING (8.2705384 50.0056411, 8.270258 50.0054097, 8.2701313 50.0053051, 8.2695495 50.004825, 8.2694082 50.0047084)",,,
"[152675048, 40345430]",False,,,"['Platz der Mainzer Republik', 'Deutschhausplatz']",living_street,,True,81.909,"LINESTRING (8.2705384 50.0056411, 8.2705793 50.0055998, 8.2707416 50.0054498, 8.2709593 50.0052556, 8.2709662 50.0052481, 8.2709107 50.0049937)",,,
"[127772869, 153245706, 128002797, 31395863]",True,"['2', '3']",B 40,Rheinstraße,primary,30,False,216.13400000000001,"LINESTRING (8.2745134 50.0035959, 8.2743613 50.0037478, 8.2734142 50.0046934, 8.2733183 50.0047943, 8.2732531 50.0048722, 8.2732273 50.0049322, 8.2732243 50.0049693, 8.2732271 50.0050063, 8.2732358 50.005043, 8.2732502 50.005079, 8.2732702 50.0051138, 8.2732956 50.0051471, 8.2733358 50.0051873, 8.2733838 50.0052237, 8.2734432 50.0052581)",,yes,
73556474,False,1,,Ottiliengasse,residential,20,True,24.236,"LINESTRING (8.2706895 50.0019922, 8.2708895 50.0020754, 8.2709748 50.00211)",,,
131430581,True,1,,Ottiliengasse,residential,20,False,88.25,"LINESTRING (8.2706895 50.0019922, 8.2706378 50.0020125, 8.2701798 50.0022292, 8.2698121 50.0024046, 8.2696773 50.0024432)",,,
463739685,False,3,,Flachsmarkt,tertiary,30,True,18.713,"LINESTRING (8.2709748 50.00211, 8.2708295 50.00225)",,,
73556474,False,1,,Ottiliengasse,residential,20,False,24.236,"LINESTRING (8.2709748 50.00211, 8.2708895 50.0020754, 8.2706895 50.0019922)",,,
"[917062752, 178013959]",False,"['2', '3']",,Schusterstraße,tertiary,30,True,53.413,"LINESTRING (8.2709748 50.00211, 8.2710248 50.0020597, 8.2710932 50.001979, 8.2712182 50.001813, 8.2713161 50.0016831)",,,
"[24281832, 24281826, 237501229, 178013959]",False,2,,"['Quintinsstraße', 'Schusterstraße']",tertiary,"['50', '30']",False,334.503,"LINESTRING (8.2746268 50.0010712, 8.2735283 50.0007785, 8.273208 50.0006982, 8.2730917 50.000678, 8.2729293 50.0006599, 8.2725641 50.0006294, 8.2724465 50.0006228, 8.2722655 50.0006015, 8.2719456 50.0005668, 8.2718572 50.0006669, 8.2717292 50.0008102, 8.2715935 50.0009718, 8.2715458 50.0010401, 8.2715186 50.0011027, 8.2714974 50.0011714, 8.2714706 50.0012542, 8.2713849 50.0015564, 8.2713694 50.0015936, 8.2713511 50.0016312, 8.2713161 50.0016831)",,,
"[73811145, 139791329]",True,1,,Quintinsstraße,tertiary,50,False,77.475,"LINESTRING (8.2746268 50.0010712, 8.2748109 50.0011076, 8.2750167 50.0011554, 8.2750727 50.0011739, 8.2753681 50.0012632, 8.2754106 50.0012763, 8.2756224 50.0013432)",,,
23545002,False,,,Augustinergäßchen,living_street,,True,24.668,"LINESTRING (8.2756767 49.9968587, 8.2757925 49.9968222, 8.2758627 49.9968155, 8.2760067 49.9968273)",,,
24317164,False,,,Petersplatz,residential,30,False,32.058,"LINESTRING (8.2699276 50.0042953, 8.2695751 50.0044736)",,,
24317164,False,,,Petersplatz,residential,30,True,23.076,"LINESTRING (8.2699276 50.0042953, 8.2702101 50.0041948)",,,
20891265,True,,,Petersstraße,residential,30,False,107.125,"LINESTRING (8.2709107 50.0049937, 8.2704822 50.0048099, 8.2704281 50.0047893, 8.2703598 50.0047484, 8.2702891 50.0046881, 8.2699276 50.0042953)",,,
23643769,False,1,,Deutschhausplatz,living_street,,True,51.574,"LINESTRING (8.2709107 50.0049937, 8.2710778 50.0048376, 8.2711115 50.0048061, 8.2712157 50.0047088, 8.271261 50.0046697, 8.2713254 50.0046142)",,,
"[152675048, 40345430]",False,,,"['Platz der Mainzer Republik', 'Deutschhausplatz']",living_street,,False,81.909,"LINESTRING (8.2709107 50.0049937, 8.2709662 50.0052481, 8.2709593 50.0052556, 8.2707416 50.0054498, 8.2705793 50.0055998, 8.2705384 50.0056411)",,,
"[344123625, 127772858]",True,1,L 431,Rheinstraße,secondary,30,False,92.508,"LINESTRING (8.2748528 50.0028062, 8.2747564 50.0029529, 8.2747256 50.0030445, 8.2747039 50.0031277, 8.2746835 50.003313, 8.274681 50.0033387, 8.2746709 50.0033859, 8.2746571 50.0034261, 8.274639 50.003462, 8.2746102 50.0034979, 8.2745627 50.0035499, 8.2745134 50.0035959)",,,
"[213119897, 936459707, 401810766, 1207420967]",True,3,L 431,Rheinstraße,secondary,30,False,75.723,"LINESTRING (8.2740639 50.0034678, 8.274283 50.0031544, 8.2743314 50.0030877, 8.2743626 50.0030448, 8.2744664 50.002901, 8.2745061 50.002849)",,,
442722757,False,,,Löhrstraße,residential,30,True,20.81,"LINESTRING (8.2744814 50.0019058, 8.2745947 50.0017334)",,,
442102212,False,,,Löhrstraße,residential,30,False,8.59,"LINESTRING (8.2744814 50.0019058, 8.2744514 50.0019068, 8.2744235 50.001914, 8.2744007 50.0019266, 8.2743854 50.0019432)",,,
442102212,False,,,Löhrstraße,residential,30,True,23.967,"LINESTRING (8.2744814 50.0019058, 8.2745108 50.0019111, 8.2745358 50.0019223, 8.2745538 50.0019381, 8.2745627 50.0019568, 8.2745617 50.0019764, 8.2745508 50.0019947, 8.2745312 50.0020097, 8.2745051 50.0020198, 8.2744753 50.0020239, 8.274445 50.0020214, 8.2744176 50.0020128)",,,
24350249,True,,,Kappelhofgasse,living_street,,False,95.242,"LINESTRING (8.276399 49.9969432, 8.2766464 49.9970156, 8.2767557 49.9970516, 8.2770126 49.9971736, 8.2775077 49.9974118)",,,
825253688,False,4,L 431,Rheinstraße,secondary,30,False,15.023,"LINESTRING (8.2783234 49.997214, 8.2784039 49.9970892)",,,
148492691,True,,,Holzstraße,residential,30,False,89.38,"LINESTRING (8.2783234 49.997214, 8.2784022 49.9972339, 8.2794317 49.9975855)",,,
1116037410,False,4,L 431,Rheinstraße,secondary,30,True,121.34,"LINESTRING (8.2783234 49.997214, 8.2781617 49.9974602, 8.2776631 49.9982193)",,,
24281817,False,3,,Flachsmarktstraße,tertiary,30,False,5.799,"LINESTRING (8.2701475 50.0029772, 8.2701898 50.0029327)",,,
24281817,False,3,,Flachsmarktstraße,tertiary,30,True,70.967,"LINESTRING (8.2701475 50.0029772, 8.2696207 50.0035182)",,,
