osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,bridge,geometry,tunnel
"[330433656, 13270002, 9886822, 297549210]",True,"['2', '3']",L 712,Auf der Freiheit,secondary,50,False,145.34199999999998,yes,"LINESTRING (8.6671661 52.1164782, 8.6674303 52.1164608, 8.6676945 52.1164605, 8.667723 52.116461, 8.6679471 52.1164659, 8.6680268 52.1164661, 8.6681646 52.116468, 8.6682527 52.1164694, 8.6685508 52.1164726, 8.6688195 52.1164716, 8.6690256 52.1164667, 8.669105 52.1164646, 8.6692927 52.1164659)",
18443223,True,1,,Auf der Freiheit,secondary_link,50,False,11.6,,"LINESTRING (8.6692927 52.1164659, 8.6693009 52.1165701)",
"[57838621, 705001877]",False,2,,Abteistraße,residential,30,False,128.269,,"LINESTRING (8.6692927 52.1164659, 8.6692905 52.1163736, 8.6692906 52.1163427, 8.6692915 52.1163024, 8.669293 52.1162415, 8.669294 52.1161971, 8.6692993 52.1159747, 8.6693057 52.1157022, 8.6693024 52.1156321, 8.6692837 52.1154836, 8.6692872 52.1153527, 8.6693261 52.1153209)",
57838623,True,2,L 712,Auf der Freiheit,secondary,50,False,106.935,,"LINESTRING (8.6692927 52.1164659, 8.6699083 52.1164832, 8.6706315 52.1165173, 8.6708546 52.1165329)",
"[297549217, 369709330, 700703996, 369709326]",True,"['4', '2']",L 712,Berliner Straße,secondary,50,False,202.891,,"LINESTRING (8.6734983 52.1174954, 8.6736624 52.1175344, 8.6738623 52.1175765, 8.6741532 52.117621, 8.6744337 52.1176428, 8.6746872 52.1176449, 8.6749229 52.117638, 8.6752256 52.1176117, 8.6755067 52.1175801, 8.6757249 52.1175393, 8.6758928 52.1174915, 8.676096 52.1174213, 8.676124 52.1174081, 8.6761529 52.1173944, 8.6761654 52.1173886, 8.6761839 52.1173785, 8.6763055 52.1173126)",
"[710569224, 18459930, 710569222, 710569223]",False,,,Petersilienstraße,living_street,,False,96.112,,"LINESTRING (8.6734983 52.1174954, 8.6735907 52.1173829, 8.6737319 52.1172109, 8.6738572 52.1170583, 8.6739291 52.1169726, 8.6739743 52.1169221, 8.6740391 52.1168569, 8.6741712 52.1167374)",
9886827,True,2,L 778,Lübberstraße,secondary_link,50,False,15.628,,"LINESTRING (8.6763055 52.1173126, 8.6764112 52.1173217, 8.6764919 52.117378)",
"[154206889, 4992710]",True,2,L 712,Berliner Straße,secondary,50,False,106.30199999999999,,"LINESTRING (8.6763055 52.1173126, 8.6764174 52.117255, 8.6764248 52.117251, 8.676447 52.117239, 8.6764666 52.1172284, 8.6764849 52.1172178, 8.6768301 52.1170183, 8.6773906 52.1166291)",
"[57838624, 9886818, 9886824]",True,2,L 712,Auf der Freiheit,secondary,50,False,150.80100000000002,yes,"LINESTRING (8.6693009 52.1165701, 8.6691084 52.1165665, 8.6681901 52.1165463, 8.6680256 52.1165422, 8.6677264 52.1165446, 8.66741 52.1165558, 8.6670974 52.1165854)",
"[706824672, 154206882]",True,2,L 712,Berliner Straße,secondary,50,False,132.051,,"LINESTRING (8.6759423 52.1175818, 8.675833 52.1176155, 8.6756913 52.1176503, 8.6755219 52.1176781, 8.6753677 52.1176933, 8.6752954 52.1177003, 8.6749622 52.1177175, 8.6745593 52.117722, 8.6743167 52.1177104, 8.6740468 52.1176825)",
9195811,True,2,L 712,Berliner Straße,secondary,50,False,36.156,,"LINESTRING (8.6763993 52.1174178, 8.6763091 52.1174542, 8.6762861 52.117463, 8.6762729 52.1174676, 8.6762358 52.1174804, 8.6759423 52.1175818)",
1203333638,True,2,L 778,Lübberstraße,secondary,50,False,13.782,,"LINESTRING (8.6763993 52.1174178, 8.6763196 52.1173601, 8.6763055 52.1173126)",
13092673,True,3,L 778,Lübberstraße,secondary,50,False,14.048,,"LINESTRING (8.6774127 52.1179061, 8.6775288 52.1180104)",
769501049,True,1,,Jahnstraße,tertiary,50,False,45.843999999999994,,"LINESTRING (8.6774127 52.1179061, 8.6774826 52.1179083, 8.6775259 52.1179031, 8.6776241 52.1178782, 8.6776891 52.11783, 8.6778825 52.1176515)",
"[175224064, 184965679]",True,2,L 712,Auf der Freiheit,secondary,50,False,63.015,yes,"LINESTRING (8.6640651 52.1173964, 8.6642089 52.1173488, 8.6644769 52.1172541, 8.6648644 52.1171132)",
179296792,True,2,,Jahnstraße,tertiary,50,False,6.663,,"LINESTRING (8.6776111 52.1179782, 8.6775288 52.1180104)",
179296827,True,1,L 712,Lübberstraße,secondary_link,50,False,57.005,,"LINESTRING (8.6767584 52.1176153, 8.6766099 52.1176043, 8.6764974 52.1175816, 8.6764317 52.1175681, 8.6763719 52.1175604, 8.6761418 52.1175506, 8.6759423 52.1175818)",
305625807,True,2,L 778,Lübberstraße,secondary,50,False,33.013,,"LINESTRING (8.6767584 52.1176153, 8.6765479 52.11751, 8.6764479 52.1174554, 8.6763993 52.1174178)",
"[135179520, 704648652, 704648653, 704648654, 13267383, 13267384]",False,,,Bielefelder Straße,"['residential', 'living_street']",30,False,159.336,yes,"LINESTRING (8.6644685 52.1137006, 8.6645764 52.1137491, 8.664894 52.1138918, 8.6650568 52.1139793, 8.6652464 52.1141032, 8.6654247 52.1142325, 8.6655593 52.1143388, 8.6656993 52.1144626, 8.6657407 52.1145005, 8.6660109 52.1147574)",
704408578,False,,,Bielefelder Straße,living_street,,False,38.183,,"LINESTRING (8.6660109 52.1147574, 8.6661422 52.114881, 8.6663172 52.1150447)",
"[135179520, 704648652, 704648653, 704648654, 13267383, 13267384]",False,,,Bielefelder Straße,"['living_street', 'residential']",30,True,159.33599999999998,yes,"LINESTRING (8.6660109 52.1147574, 8.6657407 52.1145005, 8.6656993 52.1144626, 8.6655593 52.1143388, 8.6654247 52.1142325, 8.6652464 52.1141032, 8.6650568 52.1139793, 8.664894 52.1138918, 8.6645764 52.1137491, 8.6644685 52.1137006)",
369709346,False,,,Radewiger Straße,living_street,,False,40.863,,"LINESTRING (8.6677176 52.1147381, 8.6682782 52.1146095)",
166746948,False,,,Löhrstraße,residential,30,True,95.409,,"LINESTRING (8.6677176 52.1147381, 8.6677147 52.114814, 8.6677127 52.1148668, 8.6676814 52.114996, 8.6674174 52.1155723)",
"[13267890, 369709347]",False,,,Radewiger Straße,living_street,,True,102.76100000000001,,"LINESTRING (8.6677176 52.1147381, 8.667597 52.1147479, 8.6672916 52.1147727, 8.6671466 52.114794, 8.6669432 52.1148465, 8.6667971 52.1149014, 8.6665305 52.1149894, 8.6663172 52.1150447)",
369709346,False,,,Radewiger Straße,living_street,,True,40.863,,"LINESTRING (8.6682782 52.1146095, 8.6677176 52.1147381)",
"[705001868, 13268132, 705001869]",True,,,Mühlengasse,living_street,,False,192.943,,"LINESTRING (8.6682782 52.1146095, 8.6682278 52.1145284, 8.6681034 52.1144165, 8.668026 52.1143662, 8.6679276 52.114327, 8.667785 52.1142662, 8.6676778 52.1142371, 8.6676008 52.1142296, 8.6674874 52.1142284, 8.6673221 52.1142299, 8.6671969 52.1142382, 8.6670947 52.1142666, 8.6668619 52.1143752, 8.666675 52.1144649, 8.6664175 52.1145948, 8.6660109 52.1147574)",
24495747,False,2,,Arndtstraße,residential,50,True,55.082,,"LINESTRING (8.6707169 52.1170853, 8.6707725 52.1170389, 8.6708947 52.1169368, 8.6709434 52.1168818, 8.670967 52.1168225, 8.6709694 52.116771, 8.6709537 52.1167, 8.670923 52.1166386)",
"[33876277, 33876278]",False,,,Arndtstraße,residential,"['50', '30']",False,86.932,,"LINESTRING (8.6707169 52.1170853, 8.6704283 52.1172638, 8.6703202 52.1173307, 8.6702452 52.117376, 8.670217 52.1173917, 8.6698183 52.1176391)",
"[35330304, 174281262, 706824671]",False,2,,Zum Pulverturm,residential,50,True,87.442,,"LINESTRING (8.6707169 52.1170853, 8.6708093 52.1171288, 8.6711619 52.1172468, 8.6712708 52.1172792, 8.6715042 52.1173432, 8.6716254 52.1173711, 8.6717416 52.1173952, 8.6718708 52.1174169)",
"[35330304, 174281262, 706824671]",False,2,,Zum Pulverturm,residential,50,False,87.44200000000001,,"LINESTRING (8.6718708 52.1174169, 8.6717416 52.1173952, 8.6716254 52.1173711, 8.6715042 52.1173432, 8.6712708 52.1172792, 8.6711619 52.1172468, 8.6708093 52.1171288, 8.6707169 52.1170853)",
"[28173312, 320268296, 711094000, 35108914, 979841565, 57838622]",False,2,,"['Am Gange', 'Elisabethstraße']",residential,30,True,246.34599999999998,,"LINESTRING (8.6722466 52.1152822, 8.6722192 52.1152236, 8.6721253 52.1150223, 8.6720512 52.1149405, 8.6719056 52.1148876, 8.6717387 52.1148456, 8.6716752 52.1148414, 8.6715616 52.114837, 8.67132 52.1148448, 8.6712748 52.1148475, 8.6712393 52.1148496, 8.6711231 52.1148652, 8.6710179 52.1148933, 8.6708119 52.1149954, 8.6705782 52.1151349, 8.670491 52.1151912, 8.6704257 52.1152327, 8.6703882 52.1152492, 8.6703499 52.1152558, 8.6702676 52.115259, 8.6700014 52.1152514, 8.6698861 52.1152576, 8.6693261 52.1153209)",
18443224,False,,,Löhrstraße,residential,30,True,102.31899999999999,,"LINESTRING (8.6674174 52.1155723, 8.6672537 52.1160387, 8.6672319 52.1161193, 8.6672097 52.1162009, 8.6671859 52.1163298, 8.6671766 52.1164101, 8.6671661 52.1164782)",
"[35108912, 709047059, 709047060, 18446429]",False,,,Kirchgasse,"['residential', 'living_street']",30,False,112.376,,"LINESTRING (8.6674174 52.1155723, 8.6671019 52.1155476, 8.6668884 52.1155309, 8.6667446 52.115487, 8.6664353 52.1153815, 8.6662958 52.1153397, 8.6662843 52.1153058, 8.6662791 52.1151062, 8.6662775 52.1150685)",
166746948,False,,,Löhrstraße,residential,30,False,95.40900000000002,,"LINESTRING (8.6674174 52.1155723, 8.6676814 52.114996, 8.6677127 52.1148668, 8.6677147 52.114814, 8.6677176 52.1147381)",
18445257,False,,,Brudtlachtstraße,living_street,,False,61.815,,"LINESTRING (8.664315 52.1154956, 8.6644283 52.1154908, 8.66467 52.115461, 8.6652039 52.1153932)",
35108926,False,,,Kleine Mauerstraße,living_street,,True,87.41700000000002,,"LINESTRING (8.664315 52.1154956, 8.6643277 52.1157989, 8.6643884 52.1161762, 8.6644053 52.1162793)",
714506902,False,,,Brudtlachtstraße,living_street,,True,34.721000000000004,,"LINESTRING (8.664315 52.1154956, 8.6639884 52.1154818, 8.6638082 52.1154706)",
"[179296817, 154206886, 9886831]",True,"['2', '3']",L 778,Lübberstraße,secondary,50,False,67.28099999999999,yes,"LINESTRING (8.676708 52.1174855, 8.6767469 52.1175057, 8.6769659 52.1176193, 8.6770639 52.1176718, 8.6771379 52.117714, 8.677168 52.117732, 8.6773508 52.1178571, 8.6774127 52.1179061)",
18459925,False,,,Fidelenstraße,living_street,,False,32.474999999999994,,"LINESTRING (8.6763839 52.1159872, 8.6765588 52.1161297, 8.676681 52.116215)",
"[18459924, 18459927]",False,,,Credenstraße,living_street,,True,90.165,,"LINESTRING (8.6763839 52.1159872, 8.6762502 52.1160291, 8.6760482 52.116093, 8.6757871 52.1161686, 8.6756312 52.116209, 8.6752784 52.1162855, 8.6751759 52.1163119)",
"[1240818033, 1240818034, 1240818036]",False,,,Credenstraße,living_street,,False,93.03999999999999,,"LINESTRING (8.6763839 52.1159872, 8.6766062 52.1159122, 8.6768912 52.1157859, 8.6773269 52.1155584, 8.6774791 52.1154932)",
"[1240818033, 1240818034, 1240818036]",False,,,Credenstraße,living_street,,True,93.04,,"LINESTRING (8.6774791 52.1154932, 8.6773269 52.1155584, 8.6768912 52.1157859, 8.6766062 52.1159122, 8.6763839 52.1159872)",
"[700703997, 9886814]",True,2,L 712,Berliner Straße,secondary,50,False,131.835,,"LINESTRING (8.6719648 52.1167836, 8.6721456 52.1168705, 8.6724579 52.1170402, 8.6725181 52.1170764, 8.6726292 52.1171394, 8.6727427 52.1171996, 8.6728076 52.1172309, 8.6730138 52.1173244, 8.6732204 52.1174094, 8.6734983 52.1174954)",
"[700704000, 700704001, 18459928, 700703998, 700703999]",False,,,Hämelinger Straße,living_street,,False,106.47399999999999,,"LINESTRING (8.6719648 52.1167836, 8.6720371 52.1167655, 8.6723276 52.1166927, 8.6727523 52.1165864, 8.6728742 52.1165546, 8.6729155 52.1165167, 8.6730371 52.1164873, 8.6732583 52.116434, 8.6733829 52.1164039)",
"[700704000, 700704001, 18459928, 700703998, 700703999]",False,,,Hämelinger Straße,living_street,,True,106.474,,"LINESTRING (8.6733829 52.1164039, 8.6732583 52.116434, 8.6730371 52.1164873, 8.6729155 52.1165167, 8.6728742 52.1165546, 8.6727523 52.1165864, 8.6723276 52.1166927, 8.6720371 52.1167655, 8.6719648 52.1167836)",
745317050,False,,,Petersilienstraße,living_street,,False,15.881,,"LINESTRING (8.6741712 52.1167374, 8.6743015 52.1166191)",
"[710569224, 18459930, 710569222, 710569223]",False,,,Petersilienstraße,living_street,,True,96.11200000000001,,"LINESTRING (8.6741712 52.1167374, 8.6740391 52.1168569, 8.6739743 52.1169221, 8.6739291 52.1169726, 8.6738572 52.1170583, 8.6737319 52.1172109, 8.6735907 52.1173829, 8.6734983 52.1174954)",
"[745979400, 24567266]",False,,,Frühherrenstraße,living_street,,False,52.01,,"LINESTRING (8.6741712 52.1167374, 8.6742879 52.1167994, 8.6744513 52.1169007, 8.6746368 52.1170356, 8.6746981 52.1170741)",
714506902,False,,,Brudtlachtstraße,living_street,,False,34.721000000000004,,"LINESTRING (8.6638082 52.1154706, 8.6639884 52.1154818, 8.664315 52.1154956)",
33640932,False,,,Auf der Freiheit,living_street,,False,73.94500000000001,,"LINESTRING (8.6647369 52.1176316, 8.6647583 52.1176044, 8.6647824 52.1175812, 8.6648752 52.1175126, 8.6651933 52.1174148, 8.6653393 52.1174094, 8.6655961 52.1174267, 8.665679 52.1174323)",
"[714506903, 35330309, 33406543]",False,,,Auf der Freiheit,"['living_street', 'residential']",,False,53.04,,"LINESTRING (8.665679 52.1174323, 8.6656856 52.1171198, 8.6656137 52.117025, 8.6655725 52.1169707)",
33640932,False,,,Auf der Freiheit,living_street,,True,73.945,,"LINESTRING (8.665679 52.1174323, 8.6655961 52.1174267, 8.6653393 52.1174094, 8.6651933 52.1174148, 8.6648752 52.1175126, 8.6647824 52.1175812, 8.6647583 52.1176044, 8.6647369 52.1176316)",
"[33406544, 169096539, 169096540, 1062457213, 1062457214]",False,,,Auf der Freiheit,"['living_street', 'residential']",,False,186.18999999999997,,"LINESTRING (8.665679 52.1174323, 8.6663182 52.1174273, 8.6664684 52.1174758, 8.6667803 52.1174691, 8.6668915 52.1174506, 8.667083 52.1173317, 8.6670956 52.1173047, 8.6670983 52.1172848, 8.6670984 52.1171687, 8.6671151 52.1170623, 8.6671094 52.1167842, 8.6671005 52.1166265, 8.6670974 52.1165854)",building_passage
24232336,False,,,Schulwall,living_street,,False,81.108,,"LINESTRING (8.6695592 52.1178442, 8.6701001 52.117977, 8.6703184 52.1180342, 8.6706469 52.1181361)",
33876277,False,,,Arndtstraße,residential,30,True,29.217000000000002,,"LINESTRING (8.6695592 52.1178442, 8.6696173 52.1177728, 8.6696898 52.1177108, 8.669731 52.1176878, 8.6698183 52.1176391)",
24232336,False,,,Schulwall,living_street,,True,81.108,,"LINESTRING (8.6706469 52.1181361, 8.6703184 52.1180342, 8.6701001 52.117977, 8.6695592 52.1178442)",
"[13270952, 13271419]",False,"['2', '1']",,Schillerstraße,living_street,,"[False, True]",26.147999999999996,,"LINESTRING (8.6692165 52.1187846, 8.6692137 52.1188826, 8.6692119 52.1189469, 8.6691873 52.118979, 8.669139 52.1190017)",
33876279,True,1,,Schillerstraße,residential,30,False,107.85900000000001,,"LINESTRING (8.6692165 52.1187846, 8.6692143 52.1187376, 8.6692134 52.1186564, 8.66923 52.1185757, 8.6693311 52.1183067, 8.6694132 52.1180882, 8.6694739 52.1179725, 8.6695592 52.1178442)",
"[366122816, 749918492, 366120120]",False,,,Schulwall,living_street,,False,149.76,,"LINESTRING (8.671618 52.1187143, 8.6716883 52.1185593, 8.6717058 52.1185107, 8.6717026 52.1184781, 8.6717127 52.1184278, 8.6717969 52.1182262, 8.6718504 52.1181169, 8.6720041 52.117788, 8.6721491 52.1174791, 8.6721495 52.1174122)",
24569012,False,2,,Stephansplatz,secondary,50,True,12.647,,"LINESTRING (8.670923 52.1166386, 8.6708546 52.1165329)",
24495747,False,2,,Arndtstraße,residential,50,False,55.082,,"LINESTRING (8.670923 52.1166386, 8.6709537 52.1167, 8.6709694 52.116771, 8.670967 52.1168225, 8.6709434 52.1168818, 8.6708947 52.1169368, 8.6707725 52.1170389, 8.6707169 52.1170853)",
26796059,True,2,L 712,Auf der Freiheit,secondary,50,False,53.444,,"LINESTRING (8.670923 52.1166386, 8.6706191 52.1166211, 8.6701434 52.1165957)",
24569012,False,2,,Stephansplatz,secondary,50,False,12.647,,"LINESTRING (8.6708546 52.1165329, 8.670923 52.1166386)",
9886814,True,2,L 712,Berliner Straße,secondary,50,False,81.32,,"LINESTRING (8.6708546 52.1165329, 8.6711508 52.116568, 8.6713691 52.1166104, 8.671763 52.1167117, 8.6719648 52.1167836)",
135179513,True,3,,Bahnhofstraße,tertiary,50,False,15.418,,"LINESTRING (8.6640047 52.118157, 8.663898 52.1180348)",
157854887,True,3,L 712,Auf der Freiheit,secondary,50,False,18.661,,"LINESTRING (8.6668962 52.1165046, 8.6671661 52.1164782)",
"[24896945, 708343490]",False,,,Janup,living_street,,False,90.957,,"LINESTRING (8.6668962 52.1165046, 8.6668691 52.1164453, 8.6668395 52.1164228, 8.6667874 52.1163832, 8.6666871 52.1163268, 8.6663985 52.1161648, 8.6659711 52.1159288)",
"[24896945, 708343490]",False,,,Janup,living_street,,True,90.957,,"LINESTRING (8.6659711 52.1159288, 8.6663985 52.1161648, 8.6666871 52.1163268, 8.6667874 52.1163832, 8.6668395 52.1164228, 8.6668691 52.1164453, 8.6668962 52.1165046)",
"[656819019, 13271421, 362811582]",False,2,,Schillerstraße,"['residential', 'living_street']",30,True,69.275,yes,"LINESTRING (8.6683679 52.1194066, 8.6687909 52.1191867, 8.6688691 52.1191459, 8.669139 52.1190017)",
"[35330316, 825008701]",False,,,Kurfürstenstraße,residential,30,True,78.441,,"LINESTRING (8.6683679 52.1194066, 8.6680371 52.1191826, 8.6675962 52.118884)",
177811001,False,2,,Fürstenaustraße,tertiary,50,False,80.742,,"LINESTRING (8.6661896 52.119691, 8.6660926 52.1196446, 8.6660165 52.1196228, 8.6659242 52.119616, 8.6658566 52.1196182, 8.6657126 52.1196334, 8.6656861 52.1196361, 8.6656396 52.1196407, 8.6655092 52.1196551, 8.6653697 52.1196676, 8.6652906 52.1196668, 8.6652261 52.1196579, 8.6651633 52.1196387, 8.6650961 52.1195883)",
"[35330316, 825008701]",False,,,Kurfürstenstraße,residential,30,False,78.441,,"LINESTRING (8.6675962 52.118884, 8.6680371 52.1191826, 8.6683679 52.1194066)",
"[761553552, 569387489, 24897140]",True,,,Fürstenaustraße,residential,30,False,131.435,,"LINESTRING (8.6675962 52.118884, 8.6666968 52.1194005, 8.6663042 52.1196254, 8.6662453 52.1196591, 8.6661896 52.119691)",
35330307,False,,,Arndtstraße,residential,30,False,21.617,,"LINESTRING (8.6695442 52.1175418, 8.6698183 52.1176391)",
35330307,False,,,Arndtstraße,residential,30,True,21.617,,"LINESTRING (8.6698183 52.1176391, 8.6695442 52.1175418)",
33876277,False,,,Arndtstraße,residential,30,False,29.217,,"LINESTRING (8.6698183 52.1176391, 8.669731 52.1176878, 8.6696898 52.1177108, 8.6696173 52.1177728, 8.6695592 52.1178442)",
"[33876277, 33876278]",False,,,Arndtstraße,residential,"['50', '30']",True,86.932,,"LINESTRING (8.6698183 52.1176391, 8.670217 52.1173917, 8.6702452 52.117376, 8.6703202 52.1173307, 8.6704283 52.1172638, 8.6707169 52.1170853)",
"[749918496, 24930570, 749918493, 749918494, 749918495]",False,,,Holland,residential,30,True,107.63000000000001,,"LINESTRING (8.6725639 52.1176349, 8.6726782 52.1177209, 8.672841 52.1177827, 8.6729457 52.1178152, 8.6730531 52.1178439, 8.6731456 52.1178699, 8.6734233 52.1179281, 8.6735824 52.1179474, 8.6738255 52.1179769, 8.6739892 52.1179875)",
24930581,False,,,Endebutt,living_street,,True,58.706,,"LINESTRING (8.6739892 52.1179875, 8.6739497 52.1185149)",
167350383,False,,,Holland,residential,30,False,34.16,,"LINESTRING (8.6739892 52.1179875, 8.6740078 52.1178727, 8.6740204 52.1177956, 8.6740291 52.117742, 8.6740468 52.1176825)",
"[1242377448, 336468673]",False,,,Holland,residential,30,False,93.52000000000001,,"LINESTRING (8.6739892 52.1179875, 8.6743526 52.1179755, 8.6746677 52.1179444, 8.6749649 52.117893, 8.6753077 52.1177954)",
"[749918496, 24930570, 749918493, 749918494, 749918495]",False,,,Holland,residential,30,False,107.63000000000001,,"LINESTRING (8.6739892 52.1179875, 8.6738255 52.1179769, 8.6735824 52.1179474, 8.6734233 52.1179281, 8.6731456 52.1178699, 8.6730531 52.1178439, 8.6729457 52.1178152, 8.672841 52.1177827, 8.6726782 52.1177209, 8.6725639 52.1176349)",
"[1242377448, 336468673]",False,,,Holland,residential,30,True,93.52,,"LINESTRING (8.6753077 52.1177954, 8.6749649 52.117893, 8.6746677 52.1179444, 8.6743526 52.1179755, 8.6739892 52.1179875)",
167350383,False,,,Holland,residential,30,True,34.16,,"LINESTRING (8.6740468 52.1176825, 8.6740291 52.117742, 8.6740204 52.1177956, 8.6740078 52.1178727, 8.6739892 52.1179875)",
"[706824672, 297549215, 369709319]",True,"['2', '3']",L 712,Berliner Straße,secondary,50,False,94.621,,"LINESTRING (8.6740468 52.1176825, 8.6738314 52.1176454, 8.673584 52.1176015, 8.6733526 52.1175504, 8.6731388 52.1174838, 8.672956 52.1174161, 8.6727873 52.1173441)",
24930581,False,,,Endebutt,living_street,,False,58.706,,"LINESTRING (8.6739497 52.1185149, 8.6739892 52.1179875)",
"[33876308, 1256153645, 1256153644]",False,,,Endebutt,living_street,,False,109.11500000000001,,"LINESTRING (8.6739497 52.1185149, 8.6737069 52.1185419, 8.6733896 52.11856, 8.6729161 52.1185699, 8.6725433 52.118568, 8.6723572 52.118567)",
"[33876308, 1251233238, 1251233239]",False,,,Endebutt,living_street,,True,186.96700000000004,,"LINESTRING (8.6739497 52.1185149, 8.6740507 52.1185049, 8.6743792 52.1184523, 8.6751047 52.118279, 8.6754015 52.1181993, 8.6755447 52.1181574, 8.6757396 52.1181001, 8.6759182 52.1180381, 8.6760369 52.1179935, 8.6761378 52.1179378, 8.6763714 52.1177866)",
"[33876308, 1251233238, 1251233239]",False,,,Endebutt,living_street,,False,186.967,,"LINESTRING (8.6763714 52.1177866, 8.6761378 52.1179378, 8.6760369 52.1179935, 8.6759182 52.1180381, 8.6757396 52.1181001, 8.6755447 52.1181574, 8.6754015 52.1181993, 8.6751047 52.118279, 8.6743792 52.1184523, 8.6740507 52.1185049, 8.6739497 52.1185149)",
"[1256153644, 1256153645, 33876308]",False,,,Endebutt,living_street,,True,109.11499999999998,,"LINESTRING (8.6723572 52.118567, 8.6725433 52.118568, 8.6729161 52.1185699, 8.6733896 52.11856, 8.6737069 52.1185419, 8.6739497 52.1185149)",
