osmid,oneway,lanes,ref,highway,reversed,length,geometry,maxspeed,bridge,name,tunnel
23392833,True,1,B 25,primary_link,False,107.05699999999999,"LINESTRING (10.6968087 48.7813162, 10.6965751 48.7814471, 10.6959325 48.7818283, 10.695668 48.7819064)",,,,
31554174,False,2,B 25,primary,False,106.207,"LINESTRING (10.6968087 48.7813162, 10.6961442 48.7815197, 10.6954804 48.7816979)",80,,,
"[175967933, 24859998, 24859999]",False,,St 2384,secondary,False,169.105,"LINESTRING (10.6909586 48.7834234, 10.6910261 48.7835321, 10.6916898 48.7844274, 10.6917456 48.7846549, 10.6917171 48.7848304)",50,yes,Grasstraße,
480460230,False,,,residential,True,125.463,"LINESTRING (10.6909586 48.7834234, 10.6908699 48.7834377, 10.6907812 48.7834702, 10.6904366 48.7836732, 10.6904009 48.7836921, 10.6903755 48.7837055, 10.6900499 48.7839122, 10.6899212 48.7840669, 10.689834 48.7842277)",30,,Donauwörther Straße,
612669350,False,,St 2384,secondary,True,180.437,"LINESTRING (10.6909586 48.7834234, 10.6909571 48.7833731, 10.6909884 48.7833321, 10.6911746 48.7832397, 10.6912449 48.7832121, 10.6914255 48.7831374, 10.6920884 48.7828741, 10.6929664 48.7825392)",,,Donauwörther Straße,
"[24891825, 982715039]",False,,DON 24,tertiary,False,49.806,"LINESTRING (10.6937311 48.7865546, 10.6935996 48.7865939, 10.6933563 48.7866207, 10.693273 48.7866299, 10.6930728 48.7866567)",50,,Mündlinger Straße,
"[24891825, 982715038]",False,,DON 24,tertiary,True,130.45600000000002,"LINESTRING (10.6937311 48.7865546, 10.6937977 48.7864981, 10.6938369 48.7864287, 10.693889 48.7861883, 10.6939458 48.7859832, 10.6939808 48.7858984, 10.6939925 48.7858685, 10.6941124 48.7856464, 10.694217 48.7855405, 10.6943383 48.7854883)",50,,Mündlinger Straße,
658479050,False,,,residential,True,33.396,"LINESTRING (10.6937311 48.7865546, 10.6937568 48.7865861, 10.6937823 48.7867823, 10.6938004 48.7868489)",,,Steinweg,
26710492,False,2,B 25,primary,True,214.14999999999998,"LINESTRING (10.6861443 48.7889395, 10.6862798 48.7887757, 10.6864073 48.7885928, 10.6865187 48.7884284, 10.6865958 48.7882688, 10.6866565 48.7881323, 10.6867077 48.7879405, 10.6867445 48.7877317, 10.6867602 48.7875555, 10.6867286 48.7870891)",60,,,
"[982704043, 33137901]",False,,,residential,False,98.392,"LINESTRING (10.6861443 48.7889395, 10.6862949 48.7889812, 10.6863872 48.7890023, 10.6864836 48.7890137, 10.6865105 48.7890157, 10.6866545 48.7890261, 10.6869332 48.7890412, 10.6871416 48.7890525, 10.6873793 48.7890653, 10.6874639 48.7890699)","['50', '30']",,Nördlinger Straße,
33136316,False,,,residential,False,13.44,"LINESTRING (10.6917527 48.7864678, 10.6915693 48.7864652)",30,,Auf der Brücke,
33183752,False,,St 2384,secondary,True,43.63,"LINESTRING (10.6917527 48.7864678, 10.6917306 48.7863767, 10.6916951 48.7862584, 10.6916019 48.7860897)",50,,Grasstraße,
480604732,False,,St 2384,secondary,False,18.129,"LINESTRING (10.6917527 48.7864678, 10.6917545 48.7865368, 10.6917512 48.7866308)",50,,Grasstraße,
31554173,False,2,B 25,primary,False,54.292,"LINESTRING (10.6954804 48.7816979, 10.6948016 48.7818937)",80,,,
31554174,False,2,B 25,primary,True,106.207,"LINESTRING (10.6954804 48.7816979, 10.6961442 48.7815197, 10.6968087 48.7813162)",80,,,
5363886,False,,,unclassified,False,169.87300000000002,"LINESTRING (10.6951507 48.7855058, 10.6951935 48.7853313, 10.6953594 48.7848445, 10.6954398 48.7846288, 10.6957558 48.7840343)",,,Brünseer Straße,
982715038,False,,DON 24,tertiary,False,59.812,"LINESTRING (10.6951507 48.7855058, 10.6949471 48.7855037, 10.6948382 48.7854987, 10.694736 48.785494, 10.6944721 48.7854741, 10.6943383 48.7854883)",,,Mündlinger Straße,
983104513,False,3,DON 24,tertiary,True,36.265,"LINESTRING (10.6951507 48.7855058, 10.6952815 48.7855103, 10.6956386 48.7855568)",50,,Mündlinger Straße,
23392827,False,,St 2384,secondary,False,42.122,"LINESTRING (10.6938284 48.7819627, 10.6934459 48.7822455)",,,Donauwörther Straße,
23392828,False,2,St 2221,secondary,False,45.201,"LINESTRING (10.6938284 48.7819627, 10.6938978 48.7818948, 10.6940395 48.7817627, 10.6940951 48.7817139, 10.6941721 48.7816762, 10.69423 48.7816701)",,,Donauwörther Straße,
23392825,True,1,B 25,primary_link,False,42.549,"LINESTRING (10.695668 48.7819064, 10.6957646 48.7818381, 10.6957768 48.7817936, 10.6957457 48.7817347, 10.6956713 48.7817112, 10.6956013 48.7816991, 10.6954804 48.7816979)",60,,,
23392834,False,2,B 25,primary_link,False,159.98600000000002,"LINESTRING (10.695668 48.7819064, 10.6943838 48.7822532, 10.693803 48.7824113, 10.6937197 48.7824262, 10.6936392 48.7824318)",,,,
23392834,False,2,B 25,primary_link,True,159.986,"LINESTRING (10.6936392 48.7824318, 10.6937197 48.7824262, 10.693803 48.7824113, 10.6943838 48.7822532, 10.695668 48.7819064)",,,,
33138627,False,,B 25,primary_link,False,51.16,"LINESTRING (10.6936392 48.7824318, 10.6935083 48.7824725, 10.6930854 48.7825382, 10.6929664 48.7825392)",,,,
612669353,False,2,B 25,primary_link,False,26.172000000000004,"LINESTRING (10.6936392 48.7824318, 10.6935822 48.7824105, 10.6935181 48.7823716, 10.6934854 48.782315, 10.6934459 48.7822455)",,,,
23392827,False,,St 2384,secondary,True,42.122,"LINESTRING (10.6934459 48.7822455, 10.6938284 48.7819627)",,,Donauwörther Straße,
33138632,False,,St 2384,secondary,False,47.989000000000004,"LINESTRING (10.6934459 48.7822455, 10.6931555 48.782432, 10.6929664 48.7825392)",,,Donauwörther Straße,
612669353,False,2,B 25,primary_link,True,26.172000000000004,"LINESTRING (10.6934459 48.7822455, 10.6934854 48.782315, 10.6935181 48.7823716, 10.6935822 48.7824105, 10.6936392 48.7824318)",,,,
23392828,False,2,St 2221,secondary,True,45.201,"LINESTRING (10.69423 48.7816701, 10.6941721 48.7816762, 10.6940951 48.7817139, 10.6940395 48.7817627, 10.6938978 48.7818948, 10.6938284 48.7819627)",,,Donauwörther Straße,
23392831,False,2,B 25,primary_link,True,14.543,"LINESTRING (10.69423 48.7816701, 10.6942933 48.7816802, 10.6943437 48.7817113, 10.6943846 48.781744)",,,,
23392830,True,1,B 25,primary_link,False,35.620000000000005,"LINESTRING (10.6943846 48.781744, 10.6944962 48.7818037, 10.6945474 48.7818312, 10.6946343 48.7818658, 10.6946973 48.7818856, 10.6948016 48.7818937)",,,,
23392831,False,2,B 25,primary_link,False,14.543000000000001,"LINESTRING (10.6943846 48.781744, 10.6943437 48.7817113, 10.6942933 48.7816802, 10.69423 48.7816701)",,,,
31554172,False,2,B 25,primary,False,48.029,"LINESTRING (10.6948016 48.7818937, 10.6942007 48.7820663)",80,,,
31554173,False,2,B 25,primary,True,54.292,"LINESTRING (10.6948016 48.7818937, 10.6954804 48.7816979)",80,,,
47441793,False,,,residential,False,17.315,"LINESTRING (10.6967875 48.7896526, 10.6970234 48.7896429)",,,Am Heckelsberg,
"[1204110043, 904563462]",False,,St 2384,secondary,True,227.63000000000002,"LINESTRING (10.6967875 48.7896526, 10.6967322 48.7894021, 10.6966164 48.7891923, 10.6964527 48.7890176, 10.6962425 48.7889077, 10.6958968 48.7887695, 10.6951848 48.7886032, 10.6949289 48.788535, 10.6947526 48.7884904, 10.6945857 48.7884469)",50,,Wemdinger Straße,
89019175,False,,,residential,False,45.228,"LINESTRING (10.6928167 48.7880416, 10.6929005 48.7879959, 10.6931903 48.788064, 10.6933911 48.78806)",,,An der Point,
471836867,False,,St 2384,secondary,True,186.26700000000002,"LINESTRING (10.6928167 48.7880416, 10.692635 48.7879697, 10.6923688 48.7878318, 10.6921458 48.7876519, 10.6920319 48.787539, 10.6919252 48.7874051, 10.6918634 48.7873241, 10.6917997 48.7872002, 10.6917604 48.7870601, 10.6917523 48.7868744, 10.6917512 48.7866308)",50,,Wemdinger Straße,
1204110043,False,,St 2384,secondary,False,137.29,"LINESTRING (10.6928167 48.7880416, 10.6931307 48.7881302, 10.693362 48.7881824, 10.6938193 48.7882775, 10.6945857 48.7884469)",50,,Wemdinger Straße,
"[24891825, 982715038]",False,,DON 24,tertiary,False,130.456,"LINESTRING (10.6943383 48.7854883, 10.694217 48.7855405, 10.6941124 48.7856464, 10.6939925 48.7858685, 10.6939808 48.7858984, 10.6939458 48.7859832, 10.693889 48.7861883, 10.6938369 48.7864287, 10.6937977 48.7864981, 10.6937311 48.7865546)",50,,Mündlinger Straße,
982715038,False,,DON 24,tertiary,True,59.812,"LINESTRING (10.6943383 48.7854883, 10.6944721 48.7854741, 10.694736 48.785494, 10.6948382 48.7854987, 10.6949471 48.7855037, 10.6951507 48.7855058)",,,Mündlinger Straße,
"[33183747, 33183749]",False,2,,tertiary,"[False, True]",202.732,"LINESTRING (10.6980598 48.7832092, 10.6979659 48.783268, 10.6977834 48.78335, 10.697647 48.7833985, 10.6972752 48.7834757, 10.6970322 48.7835175, 10.6965428 48.7836026, 10.6963328 48.7836303, 10.6961032 48.7836668, 10.6959078 48.7838139, 10.6958482 48.7839043, 10.6957558 48.7840343)",,,,
449035402,False,,,residential,True,78.776,"LINESTRING (10.6980598 48.7832092, 10.6982019 48.7832521, 10.6985922 48.7829928, 10.6988497 48.7828227)",,,,
31554172,False,2,B 25,primary,True,48.029,"LINESTRING (10.6942007 48.7820663, 10.6948016 48.7818937)",80,,,
23392829,True,,B 25,primary_link,False,40.093999999999994,"LINESTRING (10.6942007 48.7820663, 10.6942925 48.7819989, 10.6943444 48.7819457, 10.6943754 48.7818975, 10.6943872 48.7818418, 10.6943922 48.7817909, 10.6943846 48.781744)",,,,
"[23392832, 23392836, 23392838, 4058343, 184624622, 25976369, 26710492, 26710493, 26710494]",False,2,B 25,primary,False,849.804,"LINESTRING (10.6942007 48.7820663, 10.6939848 48.7821346, 10.6936012 48.7822572, 10.6930141 48.7824434, 10.6926653 48.7825661, 10.692293 48.7826932, 10.691888 48.7828056, 10.691286 48.7829196, 10.6908767 48.7829866, 10.6906461 48.7830296, 10.6904812 48.7830687, 10.6903264 48.7831191, 10.6901657 48.7831692, 10.6898452 48.7833053, 10.6893144 48.7836363, 10.6888772 48.7839208, 10.6882917 48.7842928, 10.6876063 48.784887, 10.6869216 48.7857192, 10.6867384 48.7861894, 10.6867024 48.786505, 10.6866983 48.7866903, 10.6867196 48.7869571, 10.6867286 48.7870891)","['60', '80']",yes,,yes
39668530,False,,,residential,True,27.469,"LINESTRING (10.6887895 48.7872115, 10.6884324 48.7872868)",,,Schloßstraße,
33183885,False,,,residential,True,49.221,"LINESTRING (10.6887895 48.7872115, 10.6890881 48.7871265, 10.6894063 48.787036)",30,,Marktplatz,
"[1077230049, 34887300, 34887301, 34888109, 34887163]",False,,,residential,True,100.53200000000001,"LINESTRING (10.6887895 48.7872115, 10.6886645 48.7869922, 10.6886888 48.7869722, 10.6887121 48.7869558, 10.6887415 48.7869229, 10.6887776 48.7868235, 10.6888485 48.7866378, 10.6888867 48.7865442, 10.6889122 48.786518, 10.6889495 48.7864981, 10.6891348 48.7864528)",,,Am Bogen,building_passage
34888110,False,,,residential,True,28.141,"LINESTRING (10.6887895 48.7872115, 10.6888344 48.7873075, 10.6888501 48.7873353, 10.6888709 48.7874575)",30,,Marktplatz,
33183885,False,,,residential,False,21.891,"LINESTRING (10.6894144 48.7868392, 10.6894063 48.787036)",30,,Marktplatz,
33136795,False,,,residential,True,23.774,"LINESTRING (10.6894144 48.7868392, 10.6894568 48.7867816, 10.6896439 48.7866965)",30,,Auf der Brücke,
"[33137728, 23392826]",False,,,residential,"[False, True]",47.827,"LINESTRING (10.6894144 48.7868392, 10.6893774 48.7867478, 10.6892422 48.7865832, 10.6891348 48.7864528)",30,,Donauwörther Straße,
33135189,False,,,residential,False,37.036,"LINESTRING (10.6988631 48.7845403, 10.6983576 48.7845389)",,,Schießhausstraße,
89019923,False,,,residential,True,120.35999999999999,"LINESTRING (10.6988631 48.7845403, 10.6987932 48.7846381, 10.6987489 48.784654, 10.6986188 48.7847005, 10.6983966 48.7847898, 10.6981996 48.784814, 10.6978568 48.7848629, 10.6974454 48.7850111)",,,Sandweg,
33135189,False,,,residential,True,37.036,"LINESTRING (10.6983576 48.7845389, 10.6988631 48.7845403)",,,Schießhausstraße,
33135189,False,,,residential,False,53.183,"LINESTRING (10.6983576 48.7845389, 10.6979028 48.7845474, 10.697632 48.7845524)",,,Schießhausstraße,
"[89019188, 89019198]",False,,,residential,False,123.99199999999999,"LINESTRING (10.6983576 48.7845389, 10.6985169 48.784329, 10.6987891 48.7840678, 10.6988405 48.7840205, 10.6989644 48.7839065, 10.6992895 48.783744, 10.6993897 48.7836739)",,,Oberer Leitenberg,
33135189,False,,,residential,False,13.228,"LINESTRING (10.697632 48.7845524, 10.6974533 48.7845694)",,,Schießhausstraße,
33135189,False,,,residential,True,53.183,"LINESTRING (10.697632 48.7845524, 10.6979028 48.7845474, 10.6983576 48.7845389)",,,Schießhausstraße,
89019179,False,,,residential,False,165.249,"LINESTRING (10.697632 48.7845524, 10.697757 48.7843032, 10.6978061 48.7842638, 10.6979361 48.7841596, 10.698144 48.7840671, 10.6984315 48.7839615, 10.6985352 48.7838895, 10.6991162 48.7834858)",,,Unterer Leitenberg,
5363886,False,,,unclassified,True,169.87300000000002,"LINESTRING (10.6957558 48.7840343, 10.6954398 48.7846288, 10.6953594 48.7848445, 10.6951935 48.7853313, 10.6951507 48.7855058)",,,Brünseer Straße,
