osmid,name,highway,maxspeed,oneway,reversed,length,ref,geometry,lanes,bridge,access
25143488,Hintergasse,living_street,,False,True,55.91799999999999,,"LINESTRING (8.8219882 50.677162, 8.8221806 50.6771301, 8.8227014 50.6771426, 8.8227748 50.6771453)",,,
25143489,Zahlgasse,residential,50,True,False,68.745,,"LINESTRING (8.8219004 50.6777764, 8.8219156 50.6777384, 8.821954 50.677533, 8.8219882 50.6773388, 8.8219882 50.6771933, 8.8219882 50.677162)",,,
28684343,Treiser Straße,secondary,30,False,False,64.816,L 3146,"LINESTRING (8.8219004 50.6777764, 8.8221436 50.6778057, 8.8225693 50.677788, 8.822664 50.677784, 8.8228102 50.6777606)",,,
28684343,Treiser Straße,secondary,30,False,True,73.171,L 3146,"LINESTRING (8.8219004 50.6777764, 8.8216995 50.677719, 8.8211262 50.6775098, 8.8209753 50.6774835)",,,
25143490,Rahmengasse,living_street,,False,False,103.638,,"LINESTRING (8.8214801 50.6769705, 8.820703 50.6770189, 8.8206084 50.6772067, 8.8205127 50.6773979, 8.8204957 50.6774359)",,,
25143490,Rahmengasse,living_street,,False,True,91.81099999999999,,"LINESTRING (8.8214801 50.6769705, 8.8221417 50.6769356, 8.8223434 50.6769376, 8.8226639 50.6769526, 8.8227789 50.6769621)",,,
"[676629315, 25143707]",Bleichstraße,"['living_street', 'residential']",30,False,True,84.69,,"LINESTRING (8.8214801 50.6769705, 8.8214617 50.6767265, 8.8214634 50.676617, 8.821647 50.6762261)",,,
28684343,Treiser Straße,secondary,30,False,False,17.878,L 3146,"LINESTRING (8.8204957 50.6774359, 8.8207471 50.6774576)",,,
28684345,Treiser Straße,secondary,50,False,True,21.504,L 3146,"LINESTRING (8.8204957 50.6774359, 8.8201922 50.6774156)",,,
25143490,Rahmengasse,living_street,,False,True,103.638,,"LINESTRING (8.8204957 50.6774359, 8.8205127 50.6773979, 8.8206084 50.6772067, 8.820703 50.6770189, 8.8214801 50.6769705)",,,
25143704,Schulstraße,residential,30,False,True,381.0760000000001,,"LINESTRING (8.8204957 50.6774359, 8.8204691 50.6775623, 8.8204148 50.6777701, 8.8203619 50.6779851, 8.8203679 50.6781041, 8.8204303 50.6783564, 8.8204591 50.6784359, 8.8204899 50.6785158, 8.8207247 50.6789458, 8.8207944 50.6789968, 8.8209341 50.6790697, 8.821068 50.6791392, 8.8211642 50.6791751, 8.8212591 50.6791969, 8.8213418 50.6792085, 8.8214562 50.6792173, 8.8221435 50.6792492, 8.8225237 50.6792993, 8.8227557 50.6793386, 8.8228511 50.6793492, 8.8229472 50.6793492, 8.8231018 50.6793295, 8.8233123 50.6792883, 8.8234987 50.6792386)",,,
25143491,Kirchstraße,living_street,,False,True,161.718,,"LINESTRING (8.8210929 50.6782716, 8.8211568 50.678318, 8.8213179 50.6784952, 8.8213989 50.6786252, 8.8214311 50.6787004, 8.8219192 50.6788335, 8.822012 50.6788514, 8.8220909 50.6788573, 8.8221259 50.678859, 8.8226126 50.678865, 8.8228519 50.678871, 8.8229144 50.6788707)",,,
97470692,Kirchstraße,living_street,,False,False,90.59,,"LINESTRING (8.8210929 50.6782716, 8.8210424 50.6782179, 8.8209452 50.6780467, 8.8209012 50.6779379, 8.8208969 50.6778487, 8.820958 50.677539, 8.8209753 50.6774835)",,,
158614734,Rheingasse,living_street,,False,True,126.58800000000001,,"LINESTRING (8.8210929 50.6782716, 8.8211765 50.6782554, 8.8214273 50.6782402, 8.8216282 50.6782442, 8.8228795 50.6783144)",,,
28684343,Treiser Straße,secondary,30,False,False,73.171,L 3146,"LINESTRING (8.8209753 50.6774835, 8.8211262 50.6775098, 8.8216995 50.677719, 8.8219004 50.6777764)",,,
28684343,Treiser Straße,secondary,30,False,True,16.368,L 3146,"LINESTRING (8.8209753 50.6774835, 8.8208597 50.6774657, 8.8207471 50.6774576)",,,
97470692,Kirchstraße,living_street,,False,True,90.59,,"LINESTRING (8.8209753 50.6774835, 8.820958 50.677539, 8.8208969 50.6778487, 8.8209012 50.6779379, 8.8209452 50.6780467, 8.8210424 50.6782179, 8.8210929 50.6782716)",,,
25143492,Bleichstraße,residential,30,False,True,81.61,,"LINESTRING (8.821647 50.6762261, 8.8227846 50.6763638)",,,
32820600,Bleichstraße,residential,30,False,False,72.696,,"LINESTRING (8.821647 50.6762261, 8.8208612 50.6761646, 8.8206329 50.6761179)",,,
"[676629315, 25143707]",Bleichstraße,"['residential', 'living_street']",30,False,False,84.69,,"LINESTRING (8.821647 50.6762261, 8.8214634 50.676617, 8.8214617 50.6767265, 8.8214801 50.6769705)",,,
25143493,Am Festplatz,residential,50,False,True,214.24599999999998,,"LINESTRING (8.82583 50.6764014, 8.8250811 50.6763548, 8.8243516 50.6763021, 8.8236455 50.676189, 8.822852 50.6760449)",,,
25144262,Ennelbachstraße,residential,50,False,True,160.175,,"LINESTRING (8.8255524 50.6777825, 8.8255244 50.677842, 8.8254004 50.6780165, 8.8253478 50.67814, 8.8253191 50.6783103, 8.825318 50.6784265, 8.8253472 50.6787144, 8.8253973 50.6788413, 8.8254532 50.6789906, 8.8255345 50.6791827)",,,
1175883830,Londorfer Straße,secondary,,False,False,13.983,L 3146,"LINESTRING (8.8255524 50.6777825, 8.8256871 50.6777773, 8.8257501 50.6777723)",,,
"[37388284, 1175883830]",Londorfer Straße,secondary,30,False,True,78.66000000000001,L 3146,"LINESTRING (8.8255524 50.6777825, 8.825405 50.6777628, 8.8253122 50.6777475, 8.8251508 50.6777124, 8.8247777 50.6775993, 8.8245645 50.6775421, 8.8245126 50.6775326)",,,
25143703,Rheingasse,tertiary,30,False,False,68.221,K 34,"LINESTRING (8.8238246 50.6782391, 8.8238012 50.6782315, 8.8237681 50.6782282, 8.8233526 50.6782795, 8.8229565 50.6783266, 8.8229173 50.6783272, 8.8228795 50.6783144)",,,
83918037,Nordecker Straße,tertiary,30,False,True,92.131,K 34,"LINESTRING (8.8238246 50.6782391, 8.8238504 50.6782573, 8.8238637 50.6782776, 8.8241672 50.6790357)",,,
97503951,Nordecker Straße,residential,50,False,False,74.036,,"LINESTRING (8.8238246 50.6782391, 8.8238321 50.678209, 8.823798 50.6781154, 8.8236254 50.677641, 8.8236075 50.6775898)",,,
37388284,Londorfer Straße,secondary,30,False,False,64.343,L 3146,"LINESTRING (8.8236075 50.6775898, 8.8237836 50.677568, 8.8240525 50.6775429, 8.8241692 50.6775328, 8.8242966 50.677527, 8.8244367 50.6775276, 8.8245126 50.6775326)",,,
97503951,Nordecker Straße,residential,50,False,True,74.036,,"LINESTRING (8.8236075 50.6775898, 8.8236254 50.677641, 8.823798 50.6781154, 8.8238321 50.678209, 8.8238246 50.6782391)",,,
124328091,Londorfer Straße,secondary,30,False,True,52.39,L 3146,"LINESTRING (8.8236075 50.6775898, 8.8230623 50.6776719, 8.8229983 50.6776815, 8.822894 50.6777156)",,,
28684300,Londorfer Straße,secondary,30,False,False,7.74,L 3146,"LINESTRING (8.8228102 50.6777606, 8.822894 50.6777156)",,,
28684343,Treiser Straße,secondary,30,False,True,64.816,L 3146,"LINESTRING (8.8228102 50.6777606, 8.822664 50.677784, 8.8225693 50.677788, 8.8221436 50.6778057, 8.8219004 50.6777764)",,,
97470701,Marktstraße,tertiary,50,False,True,62.149,K 34,"LINESTRING (8.8228102 50.6777606, 8.8228199 50.6778313, 8.8228222 50.6778632, 8.8228507 50.6782678, 8.8228572 50.6782919, 8.8228795 50.6783144)",,,
25143493,Am Festplatz,residential,50,False,False,214.246,,"LINESTRING (8.822852 50.6760449, 8.8236455 50.676189, 8.8243516 50.6763021, 8.8250811 50.6763548, 8.82583 50.6764014)",,,
123729333,Bahnhofstraße,tertiary,50,False,False,123.379,K 33,"LINESTRING (8.822852 50.6760449, 8.8229632 50.6758146, 8.8229994 50.6757483, 8.8230707 50.675606, 8.8231646 50.6754141, 8.8232004 50.6753305, 8.8233326 50.6749786)",,,
123729333,Bahnhofstraße,tertiary,50,False,True,35.913,K 33,"LINESTRING (8.822852 50.6760449, 8.8228224 50.6761118, 8.8228029 50.6761924, 8.8227885 50.6762732, 8.8227846 50.6763638)",,,
25143492,Bleichstraße,residential,30,False,False,81.61,,"LINESTRING (8.8227846 50.6763638, 8.821647 50.6762261)",,,
189851449,Bahnhofstraße,tertiary,50,False,True,66.529,K 33,"LINESTRING (8.8227846 50.6763638, 8.8227789 50.6769621)",,,
123729333,Bahnhofstraße,tertiary,50,False,False,35.913,K 33,"LINESTRING (8.8227846 50.6763638, 8.8227885 50.6762732, 8.8228029 50.6761924, 8.8228224 50.6761118, 8.822852 50.6760449)",,,
28561086,Bahnhofstraße,tertiary,50,False,False,9.5,K 33,"LINESTRING (8.8227749 50.6770475, 8.8227789 50.6769621)",,,
28684337,Bahnhofstraße,tertiary,50,False,False,10.875,K 33,"LINESTRING (8.8227749 50.6770475, 8.8227748 50.6771453)",,,
"[95417090, 1084446375, 1084446376, 95417098, 25143711]","['Rahmengasse', 'Londorfer Straße']",residential,50,False,False,154.834,,"LINESTRING (8.8227749 50.6770475, 8.8233115 50.6770781, 8.8237837 50.6771241, 8.8241268 50.6771665, 8.8243461 50.6771932, 8.8243984 50.6772032, 8.8244322 50.6772151, 8.8244486 50.6772235, 8.8244859 50.6773181, 8.8244956 50.6773628, 8.8244968 50.6773725, 8.8245001 50.6774013, 8.8245116 50.6775074, 8.8245126 50.6775326)",,yes,
"[977762779, 25143701]",Marktstraße,"['residential', 'living_street']",30,False,False,64.051,,"LINESTRING (8.8234987 50.6792386, 8.8232767 50.6791812, 8.8232057 50.6791115, 8.8230847 50.6789036, 8.8230139 50.6788693, 8.8229144 50.6788707)",,,
25143704,Schulstraße,residential,30,False,False,381.07599999999996,,"LINESTRING (8.8234987 50.6792386, 8.8233123 50.6792883, 8.8231018 50.6793295, 8.8229472 50.6793492, 8.8228511 50.6793492, 8.8227557 50.6793386, 8.8225237 50.6792993, 8.8221435 50.6792492, 8.8214562 50.6792173, 8.8213418 50.6792085, 8.8212591 50.6791969, 8.8211642 50.6791751, 8.821068 50.6791392, 8.8209341 50.6790697, 8.8207944 50.6789968, 8.8207247 50.6789458, 8.8204899 50.6785158, 8.8204591 50.6784359, 8.8204303 50.6783564, 8.8203679 50.6781041, 8.8203619 50.6779851, 8.8204148 50.6777701, 8.8204691 50.6775623, 8.8204957 50.6774359)",,,
25143704,Schulstraße,residential,30,False,True,52.241,,"LINESTRING (8.8234987 50.6792386, 8.8240566 50.6790737, 8.8241672 50.6790357)",,,
25143703,Rheingasse,tertiary,30,False,True,68.221,K 34,"LINESTRING (8.8228795 50.6783144, 8.8229173 50.6783272, 8.8229565 50.6783266, 8.8233526 50.6782795, 8.8237681 50.6782282, 8.8238012 50.6782315, 8.8238246 50.6782391)",,,
97470701,Marktstraße,tertiary,50,False,False,62.149,K 34,"LINESTRING (8.8228795 50.6783144, 8.8228572 50.6782919, 8.8228507 50.6782678, 8.8228222 50.6778632, 8.8228199 50.6778313, 8.8228102 50.6777606)",,,
97503956,Marktstraße,living_street,,False,True,61.965,,"LINESTRING (8.8228795 50.6783144, 8.8228952 50.6783748, 8.8229144 50.6788707)",,,
158614734,Rheingasse,living_street,,False,False,126.588,,"LINESTRING (8.8228795 50.6783144, 8.8216282 50.6782442, 8.8214273 50.6782402, 8.8211765 50.6782554, 8.8210929 50.6782716)",,,
"[95417096, 25143705]","['Ludwigstraße', 'Lindengasse']",residential,30,False,"[False, True]",158.849,,"LINESTRING (8.8208866 50.6747301, 8.8209503 50.6747477, 8.820991 50.6747685, 8.8209996 50.6747908, 8.8208571 50.6750413, 8.8208422 50.6750888, 8.8208427 50.6751415, 8.8209131 50.6756047, 8.8206871 50.6760135, 8.8206527 50.6760721)",,,
32820598,Mühlwiese,residential,30,False,True,436.051,,"LINESTRING (8.8158864 50.6758303, 8.8159221 50.6757713, 8.8161935 50.6753424, 8.8162833 50.6751893, 8.8163214 50.6751031, 8.8163872 50.6749512, 8.8164104 50.6749198, 8.8164427 50.6749001, 8.8164865 50.6748926, 8.8165434 50.6748954, 8.8166209 50.6749126, 8.817635 50.6752098, 8.8192121 50.6756593, 8.8195803 50.6757648, 8.8206527 50.6760721)",,,
158595853,Treiser Straße,secondary,50,False,False,131.812,L 3146,"LINESTRING (8.8158864 50.6758303, 8.8160321 50.6758738, 8.8164203 50.6760149, 8.8174652 50.6764634)",,,
25143709,Friedhofstraße,residential,50,False,False,112.24199999999999,,"LINESTRING (8.8262978 50.6785199, 8.8268212 50.6792344, 8.8269351 50.6794134, 8.8269463 50.6794412)",,,
25143709,Friedhofstraße,residential,50,False,True,91.664,,"LINESTRING (8.8262978 50.6785199, 8.8259953 50.678123, 8.8257789 50.6778135, 8.8257501 50.6777723)",,,
25143709,Friedhofstraße,residential,50,False,False,91.66400000000002,,"LINESTRING (8.8257501 50.6777723, 8.8257789 50.6778135, 8.8259953 50.678123, 8.8262978 50.6785199)",,,
"[83918026, 1175883830]",Londorfer Straße,secondary,70,False,False,304.63599999999997,L 3146,"LINESTRING (8.8257501 50.6777723, 8.8267334 50.6776695, 8.8272236 50.6776264, 8.8274575 50.6776114, 8.8276355 50.6776099, 8.8278169 50.6776151, 8.828076 50.6776423, 8.8287183 50.6777332, 8.8290663 50.6777779, 8.8294163 50.6778186, 8.8300187 50.6778575)",2,,
1175883830,Londorfer Straße,secondary,,False,True,13.983,L 3146,"LINESTRING (8.8257501 50.6777723, 8.8256871 50.6777773, 8.8255524 50.6777825)",,,
25144219,Johannesstraße,residential,50,False,False,46.91,,"LINESTRING (8.8246591 50.6802012, 8.8252934 50.6803294)",,,
25144219,Johannesstraße,residential,50,False,True,52.714,,"LINESTRING (8.8246591 50.6802012, 8.8239308 50.6800927)",,,
25144221,Ennelbachstraße,residential,50,False,False,111.571,,"LINESTRING (8.8246591 50.6802012, 8.8248446 50.6797238, 8.825029 50.6792256)",,,
25144219,Johannesstraße,residential,50,False,True,46.91,,"LINESTRING (8.8252934 50.6803294, 8.8246591 50.6802012)",,,
25144220,Ennelbachstraße,residential,50,False,False,35.936,,"LINESTRING (8.825029 50.6792256, 8.8255345 50.6791827)",,,
25144220,Ennelbachstraße,residential,50,False,True,59.58,,"LINESTRING (8.825029 50.6792256, 8.8241853 50.6792613)",,,
25144221,Ennelbachstraße,residential,50,False,True,111.571,,"LINESTRING (8.825029 50.6792256, 8.8248446 50.6797238, 8.8246591 50.6802012)",,,
25144220,Ennelbachstraße,residential,50,False,True,35.936,,"LINESTRING (8.8255345 50.6791827, 8.825029 50.6792256)",,,
25144262,Ennelbachstraße,residential,50,False,False,160.17499999999998,,"LINESTRING (8.8255345 50.6791827, 8.8254532 50.6789906, 8.8253973 50.6788413, 8.8253472 50.6787144, 8.825318 50.6784265, 8.8253191 50.6783103, 8.8253478 50.67814, 8.8254004 50.6780165, 8.8255244 50.677842, 8.8255524 50.6777825)",,,
34890498,Ennelbachstraße,residential,50,False,False,33.314,,"LINESTRING (8.8255345 50.6791827, 8.8257606 50.6793318, 8.8257777 50.6793638, 8.8257806 50.6794228)",,,
28373460,Totenhäuser Weg,residential,30,False,False,154.744,,"LINESTRING (8.8191344 50.6776142, 8.8183786 50.6775439, 8.8180939 50.6775148, 8.8169507 50.677539)",,,
28684350,Totenhäuser Weg,residential,30,False,True,46.622,,"LINESTRING (8.8191344 50.6776142, 8.8194376 50.6774443, 8.8196079 50.6773224)",,,
28965308,Hohlweg,residential,30,False,False,215.50099999999998,,"LINESTRING (8.8191344 50.6776142, 8.8190337 50.6777487, 8.8182709 50.6787545, 8.8181435 50.6790587, 8.8180282 50.6794097)",,,
28152284,Hinter der Linde,residential,30,False,True,95.779,,"LINESTRING (8.8196079 50.6773224, 8.819776 50.6769506, 8.8198806 50.6768618, 8.820088 50.6767701, 8.8204062 50.6767425)",,,
28684345,Treiser Straße,secondary,50,False,False,36.628,L 3146,"LINESTRING (8.8196079 50.6773224, 8.819736 50.677362, 8.8201059 50.6774091)",,,
28684350,Totenhäuser Weg,residential,30,False,False,46.622,,"LINESTRING (8.8196079 50.6773224, 8.8194376 50.6774443, 8.8191344 50.6776142)",,,
158595853,Treiser Straße,secondary,50,False,True,178.721,L 3146,"LINESTRING (8.8196079 50.6773224, 8.8185842 50.6769369, 8.8183679 50.6768454, 8.8174652 50.6764634)",,,
25143705,Lindengasse,residential,30,False,False,76.35,,"LINESTRING (8.8204062 50.6767425, 8.8203284 50.6769898, 8.8201922 50.6774156)",,,
25143705,Lindengasse,residential,30,False,True,71.329,,"LINESTRING (8.8204062 50.6767425, 8.820482 50.6765007, 8.8205229 50.6763622, 8.8206329 50.6761179)",,,
28152284,Hinter der Linde,residential,30,False,False,95.779,,"LINESTRING (8.8204062 50.6767425, 8.820088 50.6767701, 8.8198806 50.6768618, 8.819776 50.6769506, 8.8196079 50.6773224)",,,
25144222,Nordecker Straße,residential,50,False,False,35.812,,"LINESTRING (8.8234501 50.6799887, 8.8238469 50.6800791, 8.8239308 50.6800927)",,,
28965308,Hohlweg,residential,30,False,False,32.307,,"LINESTRING (8.8178665 50.6799173, 8.8177176 50.6801921)",,,
28965308,Hohlweg,residential,30,False,True,57.581,,"LINESTRING (8.8178665 50.6799173, 8.8180282 50.6794097)",,,
28979397,Lohkaute,residential,30,False,False,45.956,,"LINESTRING (8.8178665 50.6799173, 8.8172549 50.6797737)",,,
25143706,,residential,50,False,False,78.93199999999999,,"LINESTRING (8.8244218 50.6751437, 8.8236478 50.6750223, 8.8234109 50.6749869, 8.8233326 50.6749786)",,,
28965308,Hohlweg,residential,30,False,False,30.32,,"LINESTRING (8.8175665 50.6804709, 8.8174291 50.6807293)",,,
28965308,Hohlweg,residential,30,False,True,32.778,,"LINESTRING (8.8175665 50.6804709, 8.8177176 50.6801921)",,,
32820583,Ahornweg,residential,30,False,False,23.593000000000004,,"LINESTRING (8.8175665 50.6804709, 8.8174671 50.6804487, 8.8172527 50.6803969)",,,
28684345,Treiser Straße,secondary,50,False,False,6.124,L 3146,"LINESTRING (8.8201059 50.6774091, 8.8201922 50.6774156)",,,
32820588,Turmgärten,residential,50,False,False,86.0,,"LINESTRING (8.8201059 50.6774091, 8.8200076 50.67818)",,,
28684345,Treiser Straße,secondary,50,False,True,36.628,L 3146,"LINESTRING (8.8201059 50.6774091, 8.819736 50.677362, 8.8196079 50.6773224)",,,
32820588,Turmgärten,residential,50,False,True,86.0,,"LINESTRING (8.8200076 50.67818, 8.8201059 50.6774091)",,,
25143709,Friedhofstraße,residential,50,False,True,112.24199999999999,,"LINESTRING (8.8269463 50.6794412, 8.8269351 50.6794134, 8.8268212 50.6792344, 8.8262978 50.6785199)",,,
34308259,Friedhofstraße,residential,50,False,False,116.64799999999998,,"LINESTRING (8.8269463 50.6794412, 8.8269988 50.6797184, 8.8270707 50.6799819, 8.8270903 50.6800502, 8.8271081 50.6801082, 8.827137 50.6802025, 8.8272353 50.6804733)",,,
96365477,Ennelbachstraße,residential,50,False,False,14.5,,"LINESTRING (8.8257806 50.6794228, 8.8257792 50.6795532)",,,
34890498,Ennelbachstraße,residential,50,False,True,33.314,,"LINESTRING (8.8257806 50.6794228, 8.8257777 50.6793638, 8.8257606 50.6793318, 8.8255345 50.6791827)",,,
"[1021791768, 1021791769, 97470691]",Ennelbachstraße,residential,50,False,False,32.278000000000006,,"LINESTRING (8.8257806 50.6794228, 8.8258128 50.679426, 8.8258711 50.6794338, 8.8259395 50.6794598, 8.8259884 50.6795464, 8.8259569 50.6796335)",,yes,permissive
34890500,Sandkaute,living_street,,False,False,130.725,,"LINESTRING (8.8159472 50.6786587, 8.8160098 50.6787718, 8.8160246 50.6788821, 8.8160704 50.6789283, 8.8173878 50.6792384)",,,
96365461,Friedrichstraße,living_street,,False,True,137.774,,"LINESTRING (8.8159472 50.6786587, 8.8163055 50.6787277, 8.8164383 50.6787031, 8.8174589 50.6789436, 8.8174055 50.6791651)",,,
32820587,Friedrichstraße,living_street,,False,True,60.255,,"LINESTRING (8.8173878 50.6792384, 8.8172549 50.6797737)",,,
96365461,Friedrichstraße,living_street,,False,False,8.245,,"LINESTRING (8.8173878 50.6792384, 8.8174055 50.6791651)",,,
34890500,Sandkaute,living_street,,False,True,130.725,,"LINESTRING (8.8173878 50.6792384, 8.8160704 50.6789283, 8.8160246 50.6788821, 8.8160098 50.6787718, 8.8159472 50.6786587)",,,
28979397,Lohkaute,residential,30,False,True,45.956,,"LINESTRING (8.8172549 50.6797737, 8.8178665 50.6799173)",,,
32820587,Friedrichstraße,living_street,,False,False,60.255,,"LINESTRING (8.8172549 50.6797737, 8.8173878 50.6792384)",,,
34890502,Elisabethenstraße,residential,30,False,False,64.363,,"LINESTRING (8.8169507 50.677539, 8.8169416 50.6769602)",,,
28373460,Totenhäuser Weg,residential,30,False,True,154.744,,"LINESTRING (8.8169507 50.677539, 8.8180939 50.6775148, 8.8183786 50.6775439, 8.8191344 50.6776142)",,,
34890502,Elisabethenstraße,residential,30,False,False,66.429,,"LINESTRING (8.8169416 50.6769602, 8.8174652 50.6764634)",,,
34890502,Elisabethenstraße,residential,30,False,True,64.363,,"LINESTRING (8.8169416 50.6769602, 8.8169507 50.677539)",,,
25143705,Lindengasse,residential,30,False,False,5.28,,"LINESTRING (8.8206527 50.6760721, 8.8206329 50.6761179)",,,
"[95417096, 25143705]","['Lindengasse', 'Ludwigstraße']",residential,30,False,"[False, True]",158.849,,"LINESTRING (8.8206527 50.6760721, 8.8206871 50.6760135, 8.8209131 50.6756047, 8.8208427 50.6751415, 8.8208422 50.6750888, 8.8208571 50.6750413, 8.8209996 50.6747908, 8.820991 50.6747685, 8.8209503 50.6747477, 8.8208866 50.6747301)",,,
32820598,Mühlwiese,residential,30,False,False,436.051,,"LINESTRING (8.8206527 50.6760721, 8.8195803 50.6757648, 8.8192121 50.6756593, 8.817635 50.6752098, 8.8166209 50.6749126, 8.8165434 50.6748954, 8.8164865 50.6748926, 8.8164427 50.6749001, 8.8164104 50.6749198, 8.8163872 50.6749512, 8.8163214 50.6751031, 8.8162833 50.6751893, 8.8161935 50.6753424, 8.8159221 50.6757713, 8.8158864 50.6758303)",,,
25143705,Lindengasse,residential,30,False,True,5.28,,"LINESTRING (8.8206329 50.6761179, 8.8206527 50.6760721)",,,
25143705,Lindengasse,residential,30,False,False,71.32900000000001,,"LINESTRING (8.8206329 50.6761179, 8.8205229 50.6763622, 8.820482 50.6765007, 8.8204062 50.6767425)",,,
32820600,Bleichstraße,residential,30,False,True,72.696,,"LINESTRING (8.8206329 50.6761179, 8.8208612 50.6761646, 8.821647 50.6762261)",,,
28684337,Bahnhofstraße,tertiary,50,False,True,10.875,K 33,"LINESTRING (8.8227748 50.6771453, 8.8227749 50.6770475)",,,
25143488,Hintergasse,living_street,,False,False,55.91799999999999,,"LINESTRING (8.8227748 50.6771453, 8.8227014 50.6771426, 8.8221806 50.6771301, 8.8219882 50.677162)",,,
28684337,Bahnhofstraße,tertiary,50,False,False,64.111,K 33,"LINESTRING (8.8227748 50.6771453, 8.8228098 50.6774396, 8.8228244 50.6775087, 8.8228337 50.6775524, 8.822894 50.6777156)",,,
