osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,bridge,width,tunnel
"[1225738827, 1225738828, 864229662, 864229663]",Hauptstraße,secondary,False,False,119.59700000000001,"LINESTRING (11.0505536 47.6668154, 11.0503887 47.6669417, 11.0502358 47.6670076, 11.0499033 47.6671013, 11.0495851 47.667195, 11.0491774 47.6673357)","['2', '3']",St 2062,50,,,
50768971,Kollerstraße,residential,False,False,254.41599999999997,"LINESTRING (11.047026 47.6681761, 11.0471443 47.6680902, 11.0473441 47.6679261, 11.047399 47.6678807, 11.047465 47.6678261, 11.0475645 47.6677261, 11.0476507 47.6676079, 11.0477686 47.66741, 11.0480064 47.6669569, 11.0481167 47.6668645, 11.0482334 47.666779, 11.0484375 47.6666353, 11.0485423 47.6666002, 11.048644 47.6665664, 11.0486902 47.6665568, 11.049067 47.6664895)",,,,,,
185409275,Saulgruber Straße,secondary,False,False,74.64300000000001,"LINESTRING (11.047026 47.6681761, 11.0467253 47.6682396, 11.0462785 47.6683027, 11.0460951 47.6683463, 11.0460662 47.6683532)",2,St 2062,50,,,
505402627,Saulgruber Straße,secondary,False,True,139.502,"LINESTRING (11.047026 47.6681761, 11.0473764 47.6680776, 11.04741 47.6680669, 11.0477261 47.6679169, 11.0481146 47.6677126, 11.0483265 47.6676221, 11.048617 47.6675391)",2,St 2062,50,,,
30822085,Mühlstraße,residential,False,False,103.583,"LINESTRING (11.0559347 47.6670977, 11.0560393 47.6670208, 11.056267 47.66694, 11.0563895 47.6668943, 11.0566739 47.6667889, 11.0570878 47.666629, 11.0571146 47.6666212)",,,,,,
31911313,Hauptstraße,secondary,False,False,14.957,"LINESTRING (11.0559347 47.6670977, 11.0557649 47.6670786, 11.0557377 47.6670755)",2,St 2062,50,,,
50773288,Bahnhofstraße,residential,False,False,108.42099999999999,"LINESTRING (11.0559347 47.6670977, 11.0559778 47.667182, 11.0562717 47.6672924, 11.056592 47.6674061, 11.0571378 47.6675997)",,,,,,
30822085,Mühlstraße,residential,False,True,97.27,"LINESTRING (11.0583051 47.6662713, 11.0582227 47.6662958, 11.0575917 47.6664831, 11.0571146 47.6666212)",,,,,,
"[692430939, 32080527]",Kaltenbachstraße,residential,False,False,133.804,"LINESTRING (11.0583051 47.6662713, 11.058236 47.6661344, 11.0581994 47.666046, 11.0581482 47.6659499, 11.058078 47.6659148, 11.0579794 47.6659096, 11.0577099 47.6659256, 11.0573072 47.6659305, 11.057265 47.6659064, 11.0572041 47.6658136, 11.0570988 47.6656846)",,,,yes,,
32080528,Prentstraße,residential,False,False,79.94300000000001,"LINESTRING (11.0565558 47.6650112, 11.0563083 47.6650719, 11.0562035 47.6651009, 11.0560969 47.665124, 11.0555455 47.6652426)",,,,,,
32080528,Prentstraße,residential,False,True,24.083,"LINESTRING (11.0565558 47.6650112, 11.0567289 47.6648987, 11.0567824 47.6648577)",,,,,,
692430939,Kaltenbachstraße,residential,False,True,85.24000000000001,"LINESTRING (11.0565558 47.6650112, 11.0568813 47.6654364, 11.0570988 47.6656846)",,,,,,
582879169,St.-Martin-Straße,residential,False,False,17.229,"LINESTRING (11.04959 47.6660013, 11.0493702 47.6659555)",,,,,,
37086510,St.-Martin-Straße,residential,False,True,107.952,"LINESTRING (11.04959 47.6660013, 11.0498151 47.6660388, 11.0500593 47.6661025, 11.0503802 47.66624, 11.0505764 47.6663169, 11.0508666 47.6664368)",,,,,,
582879149,St.-Rochus-Straße,residential,False,True,68.16,"LINESTRING (11.04959 47.6660013, 11.0495523 47.6660696, 11.0494107 47.666254, 11.0493632 47.6663014, 11.0492372 47.6663646, 11.049067 47.6664895)",,,,,,
582879169,St.-Martin-Straße,residential,False,True,119.287,"LINESTRING (11.0479927 47.6654365, 11.0481206 47.6655256, 11.0483124 47.6656272, 11.0485566 47.6657021, 11.0492148 47.6659122, 11.0493702 47.6659555)",,,,,,
37086510,St.-Martin-Straße,residential,False,False,107.952,"LINESTRING (11.0508666 47.6664368, 11.0505764 47.6663169, 11.0503802 47.66624, 11.0500593 47.6661025, 11.0498151 47.6660388, 11.04959 47.6660013)",,,,,,
582879157,Hauptstraße,secondary,False,True,15.486,"LINESTRING (11.0508666 47.6664368, 11.0509274 47.6664012, 11.0509887 47.6663757, 11.0510364 47.6663584)",2,St 2062,50,,,
582879170,Hauptstraße,secondary,False,False,48.217000000000006,"LINESTRING (11.0508666 47.6664368, 11.0508197 47.6664879, 11.0507479 47.6665683, 11.0505897 47.6667761, 11.0505536 47.6668154)",2,St 2062,50,,,
31911313,Hauptstraße,secondary,False,False,29.821,"LINESTRING (11.0542349 47.6669278, 11.0538526 47.6668527)",2,St 2062,50,,,
31911313,Hauptstraße,secondary,False,True,108.982,"LINESTRING (11.0542349 47.6669278, 11.0546517 47.6669757, 11.0556752 47.6670675)",2,St 2062,50,,,
50835749,Erlestraße,residential,False,True,32.903,"LINESTRING (11.0542349 47.6669278, 11.0541774 47.6670858, 11.0541687 47.6672189)",2,,,,,
31911313,Hauptstraße,secondary,False,False,11.046,"LINESTRING (11.0534269 47.6668081, 11.0532794 47.6668095)",2,St 2062,50,,,
31911313,Hauptstraße,secondary,False,True,32.261,"LINESTRING (11.0534269 47.6668081, 11.0538526 47.6668527)",2,St 2062,50,,,
50835751,Schmiedgasse,residential,False,False,82.941,"LINESTRING (11.0534269 47.6668081, 11.0534181 47.6669422, 11.0534302 47.6669997, 11.0535326 47.6670665, 11.0536108 47.6670966, 11.0539106 47.6671821, 11.0541687 47.6672189)",,,,,,
239309951,Luitraudstraße,unclassified,False,False,75.313,"LINESTRING (11.0491774 47.6673357, 11.0500389 47.6676852)",1,,,,4,
864229663,Hauptstraße,secondary,False,False,30.187,"LINESTRING (11.0491774 47.6673357, 11.048828 47.6674711)",2,St 2062,50,,,
"[1225738827, 1225738828, 864229662, 864229663]",Hauptstraße,secondary,False,True,119.59699999999998,"LINESTRING (11.0491774 47.6673357, 11.0495851 47.667195, 11.0499033 47.6671013, 11.0502358 47.6670076, 11.0503887 47.6669417, 11.0505536 47.6668154)","['2', '3']",St 2062,50,,,
50762129,Löfflerstraße,residential,False,True,72.993,"LINESTRING (11.0460662 47.6683532, 11.046123 47.6681628, 11.0461996 47.6680981, 11.0465705 47.6678124)",,,,,,
185409275,Saulgruber Straße,secondary,False,True,74.643,"LINESTRING (11.0460662 47.6683532, 11.0460951 47.6683463, 11.0462785 47.6683027, 11.0467253 47.6682396, 11.047026 47.6681761)",2,St 2062,50,,,
50770393,,residential,False,False,27.193,"LINESTRING (11.0510364 47.6663584, 11.0510427 47.6662811, 11.0510869 47.666239, 11.0511884 47.6661458)",,,,,,
582879157,Hauptstraße,secondary,False,False,15.486,"LINESTRING (11.0510364 47.6663584, 11.0509887 47.6663757, 11.0509274 47.6664012, 11.0508666 47.6664368)",2,St 2062,50,,,
582879157,Hauptstraße,secondary,False,True,23.829,"LINESTRING (11.0510364 47.6663584, 11.0511039 47.6663411, 11.051169 47.6663361, 11.0512261 47.6663337, 11.0512755 47.666339, 11.0513475 47.666348)",2,St 2062,50,,,
50769361,Trillerweg,residential,False,True,131.679,"LINESTRING (11.0507193 47.6644173, 11.0505887 47.6645059, 11.0504548 47.6646153, 11.0502762 47.6648066, 11.0501602 47.6648919, 11.0500816 47.6649908, 11.0499787 47.6651446, 11.0498825 47.6652358, 11.0497729 47.6653314, 11.0497364 47.6653888)",,,,,,
50761725,St.-Rochus-Straße,residential,False,True,71.371,"LINESTRING (11.0485037 47.6681764, 11.048617 47.6675391)",,,,,,
50761725,St.-Rochus-Straße,residential,False,False,81.65400000000001,"LINESTRING (11.0485037 47.6681764, 11.0484756 47.6683076, 11.0484373 47.668406, 11.0483683 47.66848, 11.0482744 47.6685356, 11.0481633 47.6686008, 11.0480402 47.6686936, 11.0479956 47.668794)",,,,,,
50762113,Breitenau,residential,False,True,121.879,"LINESTRING (11.0485037 47.6681764, 11.0487453 47.6682644, 11.0492336 47.6684664, 11.0494099 47.6685588, 11.0498088 47.6688201)",,,,,,
50761725,St.-Rochus-Straße,residential,False,True,81.654,"LINESTRING (11.0479956 47.668794, 11.0480402 47.6686936, 11.0481633 47.6686008, 11.0482744 47.6685356, 11.0483683 47.66848, 11.0484373 47.668406, 11.0484756 47.6683076, 11.0485037 47.6681764)",,,,,,
1087555342,St.-Rochus-Straße,residential,False,False,20.194,"LINESTRING (11.0479956 47.668794, 11.0480385 47.6688748, 11.0480571 47.668894, 11.0481309 47.6689473)",,,,,,
1087555342,St.-Rochus-Straße,residential,False,True,20.194,"LINESTRING (11.0481309 47.6689473, 11.0480571 47.668894, 11.0480385 47.6688748, 11.0479956 47.668794)",,,,,,
50762114,Angerweg,residential,False,True,71.872,"LINESTRING (11.048828 47.6674711, 11.0496472 47.6678079)",,,,,,
864229663,Hauptstraße,secondary,False,False,17.516,"LINESTRING (11.048828 47.6674711, 11.048617 47.6675391)",2,St 2062,50,,,
864229663,Hauptstraße,secondary,False,True,30.187,"LINESTRING (11.048828 47.6674711, 11.0491774 47.6673357)",2,St 2062,50,,,
50762114,Angerweg,residential,False,False,71.872,"LINESTRING (11.0496472 47.6678079, 11.048828 47.6674711)",,,,,,
50762113,Breitenau,residential,False,False,121.879,"LINESTRING (11.0498088 47.6688201, 11.0494099 47.6685588, 11.0492336 47.6684664, 11.0487453 47.6682644, 11.0485037 47.6681764)",,,,,,
50762130,Gagersstraße,residential,False,False,15.696,"LINESTRING (11.045986 47.6673554, 11.0460469 47.6672514, 11.0460751 47.667229)",,,,,,
50762130,Gagersstraße,residential,False,True,67.11099999999999,"LINESTRING (11.045986 47.6673554, 11.0460187 47.6673885, 11.0461784 47.6675116, 11.0464022 47.6676776, 11.0465705 47.6678124)",,,,,,
576015861,Gagersstraße,residential,False,False,65.053,"LINESTRING (11.045986 47.6673554, 11.0459465 47.6674286, 11.0458754 47.6677246, 11.0458212 47.6678594, 11.0457726 47.6679186)",,,,,,
50762130,Gagersstraße,residential,False,True,15.696,"LINESTRING (11.0460751 47.667229, 11.0460469 47.6672514, 11.045986 47.6673554)",,,,,,
50762129,Löfflerstraße,residential,False,False,72.993,"LINESTRING (11.0465705 47.6678124, 11.0461996 47.6680981, 11.046123 47.6681628, 11.0460662 47.6683532)",,,,,,
50762129,Löfflerstraße,residential,False,True,60.79299999999999,"LINESTRING (11.0465705 47.6678124, 11.0468371 47.6676338, 11.0468806 47.6676004, 11.0471247 47.6674133)",,,,,,
50762130,Gagersstraße,residential,False,False,67.111,"LINESTRING (11.0465705 47.6678124, 11.0464022 47.6676776, 11.0461784 47.6675116, 11.0460187 47.6673885, 11.045986 47.6673554)",,,,,,
50762129,Löfflerstraße,residential,False,False,60.793,"LINESTRING (11.0471247 47.6674133, 11.0468806 47.6676004, 11.0468371 47.6676338, 11.0465705 47.6678124)",,,,,,
50768971,Kollerstraße,residential,False,True,254.41599999999997,"LINESTRING (11.049067 47.6664895, 11.0486902 47.6665568, 11.048644 47.6665664, 11.0485423 47.6666002, 11.0484375 47.6666353, 11.0482334 47.666779, 11.0481167 47.6668645, 11.0480064 47.6669569, 11.0477686 47.66741, 11.0476507 47.6676079, 11.0475645 47.6677261, 11.047465 47.6678261, 11.047399 47.6678807, 11.0473441 47.6679261, 11.0471443 47.6680902, 11.047026 47.6681761)",,,,,,
582879149,St.-Rochus-Straße,residential,False,False,68.16000000000001,"LINESTRING (11.049067 47.6664895, 11.0492372 47.6663646, 11.0493632 47.6663014, 11.0494107 47.666254, 11.0495523 47.6660696, 11.04959 47.6660013)",,,,,,
1087555341,St.-Rochus-Straße,residential,False,False,121.63,"LINESTRING (11.049067 47.6664895, 11.0489802 47.666772, 11.0487716 47.6672423, 11.048617 47.6675391)",,,,,,
582879169,St.-Martin-Straße,residential,False,True,17.229,"LINESTRING (11.0493702 47.6659555, 11.04959 47.6660013)",,,,,,
50769361,Trillerweg,residential,False,False,68.80000000000001,"LINESTRING (11.0493702 47.6659555, 11.0494745 47.6657652, 11.049525 47.6657023, 11.0495647 47.6656477, 11.0496391 47.6655302, 11.0497364 47.6653888)",,,,,,
582879169,St.-Martin-Straße,residential,False,False,119.287,"LINESTRING (11.0493702 47.6659555, 11.0492148 47.6659122, 11.0485566 47.6657021, 11.0483124 47.6656272, 11.0481206 47.6655256, 11.0479927 47.6654365)",,,,,,
50770387,Trillerweg,residential,False,True,55.434,"LINESTRING (11.0492915 47.6650096, 11.0493356 47.6650834, 11.0493587 47.665131, 11.0494604 47.6652457, 11.0496439 47.6653296, 11.0497364 47.6653888)",,,,,,
50770395,,residential,False,True,26.997,"LINESTRING (11.0514374 47.6654559, 11.0512772 47.6656734)",,,,,,
50770393,,residential,False,True,19.19,"LINESTRING (11.0509555 47.6660738, 11.0511884 47.6661458)",,,,,,
50770393,,residential,False,False,19.19,"LINESTRING (11.0511884 47.6661458, 11.0509555 47.6660738)",,,,,,
50770393,,residential,False,True,27.193,"LINESTRING (11.0511884 47.6661458, 11.0510869 47.666239, 11.0510427 47.6662811, 11.0510364 47.6663584)",,,,,,
576057424,,residential,False,False,31.834,"LINESTRING (11.0511884 47.6661458, 11.0512304 47.6661241, 11.0513598 47.6658891)",,,,,,
50770394,Lüßweg,residential,False,True,41.79900000000001,"LINESTRING (11.0507929 47.6656552, 11.0510879 47.6658341, 11.0511679 47.6658495, 11.0512425 47.6658342)",,,,,,
50770394,Lüßweg,residential,False,True,10.697,"LINESTRING (11.0512425 47.6658342, 11.0513598 47.6658891)",,,,,,
50770395,,residential,False,False,18.068,"LINESTRING (11.0512425 47.6658342, 11.0512772 47.6656734)",,,,,,
50770394,Lüßweg,residential,False,False,41.799,"LINESTRING (11.0512425 47.6658342, 11.0511679 47.6658495, 11.0510879 47.6658341, 11.0507929 47.6656552)",,,,,,
50770395,,residential,False,False,26.997,"LINESTRING (11.0512772 47.6656734, 11.0514374 47.6654559)",,,,,,
50770395,,residential,False,True,18.068,"LINESTRING (11.0512772 47.6656734, 11.0512425 47.6658342)",,,,,,
564404784,Lüßweg,residential,False,True,124.48700000000002,"LINESTRING (11.0512772 47.6656734, 11.0511288 47.6655555, 11.0510642 47.6655, 11.0510198 47.6654329, 11.0510389 47.6653487, 11.0511137 47.6652728, 11.0512101 47.6652045, 11.0513565 47.6651369, 11.0515349 47.6650818, 11.0517414 47.665001, 11.0518634 47.664947, 11.0519102 47.664923)",,,,,2.0,
50772578,Gehrenstraße,residential,False,True,51.197,"LINESTRING (11.0529216 47.6646676, 11.053075 47.6645926, 11.0532713 47.6644857, 11.0534661 47.6643894)",,,,,,
50772590,Gehrenstraße,residential,False,True,62.783,"LINESTRING (11.0534661 47.6643894, 11.0539438 47.6648534)",,,,,,
50772578,Gehrenstraße,residential,False,False,51.197,"LINESTRING (11.0534661 47.6643894, 11.0532713 47.6644857, 11.053075 47.6645926, 11.0529216 47.6646676)",,,,,,
50772578,Gehrenstraße,residential,False,True,152.323,"LINESTRING (11.0534661 47.6643894, 11.0536564 47.6642862, 11.0538617 47.6641789, 11.0543314 47.6639428, 11.0544283 47.663938, 11.0545145 47.6639814, 11.0549591 47.6643789)",,,,,,
50772590,Gehrenstraße,residential,False,False,62.783,"LINESTRING (11.0539438 47.6648534, 11.0534661 47.6643894)",,,,,,
32080528,Prentstraße,residential,False,False,128.303,"LINESTRING (11.0539319 47.6656284, 11.0536982 47.6657778, 11.053577 47.6658512, 11.0533194 47.6660199, 11.0530788 47.6661879, 11.052869 47.6663622, 11.0528425 47.6664237, 11.0528868 47.6664795)",,,,,,
32080528,Prentstraße,residential,False,True,128.234,"LINESTRING (11.0539319 47.6656284, 11.0542298 47.6655583, 11.0547014 47.6654386, 11.0553899 47.6652782, 11.0555455 47.6652426)",,,,,,
"[582879164, 50772580]",Ludwigstraße,residential,False,False,163.97899999999998,"LINESTRING (11.0539319 47.6656284, 11.0539372 47.665535, 11.0539391 47.6654115, 11.0539847 47.6653132, 11.0540384 47.6652659, 11.0541095 47.6652113, 11.054283 47.6651205, 11.0543894 47.6650535, 11.0544656 47.664977, 11.05455 47.6648704, 11.0546277 47.6647806, 11.0547625 47.6646151, 11.0549364 47.6644015, 11.0549591 47.6643789)",,6,,,,
50772578,Gehrenstraße,residential,False,False,152.323,"LINESTRING (11.0549591 47.6643789, 11.0545145 47.6639814, 11.0544283 47.663938, 11.0543314 47.6639428, 11.0538617 47.6641789, 11.0536564 47.6642862, 11.0534661 47.6643894)",,,,,,
"[50772580, 582879164]",Ludwigstraße,residential,False,True,163.97899999999998,"LINESTRING (11.0549591 47.6643789, 11.0549364 47.6644015, 11.0547625 47.6646151, 11.0546277 47.6647806, 11.05455 47.6648704, 11.0544656 47.664977, 11.0543894 47.6650535, 11.054283 47.6651205, 11.0541095 47.6652113, 11.0540384 47.6652659, 11.0539847 47.6653132, 11.0539391 47.6654115, 11.0539372 47.665535, 11.0539319 47.6656284)",,6,,,,
239309950,Lindelestraße,residential,False,False,83.789,"LINESTRING (11.0555455 47.6652426, 11.0558298 47.6659714)",,,,,,
32080528,Prentstraße,residential,False,False,128.23399999999998,"LINESTRING (11.0555455 47.6652426, 11.0553899 47.6652782, 11.0547014 47.6654386, 11.0542298 47.6655583, 11.0539319 47.6656284)",,,,,,
32080528,Prentstraße,residential,False,True,79.94300000000001,"LINESTRING (11.0555455 47.6652426, 11.0560969 47.665124, 11.0562035 47.6651009, 11.0563083 47.6650719, 11.0565558 47.6650112)",,,,,,
32080528,Prentstraße,residential,False,False,24.083,"LINESTRING (11.0567824 47.6648577, 11.0567289 47.6648987, 11.0565558 47.6650112)",,,,,,
50772586,Lindelestraße,residential,False,False,101.90100000000001,"LINESTRING (11.0570988 47.6656846, 11.0570115 47.6657135, 11.0567882 47.6657887, 11.0566005 47.6658536, 11.0564889 47.6658878, 11.0563721 47.665932, 11.0562148 47.6659525, 11.0560493 47.6659604, 11.0558298 47.6659714)",,,,,,
692430939,Kaltenbachstraße,residential,False,False,85.24000000000001,"LINESTRING (11.0570988 47.6656846, 11.0568813 47.6654364, 11.0565558 47.6650112)",,,,,,
"[692430939, 32080527]",Kaltenbachstraße,residential,False,True,133.804,"LINESTRING (11.0570988 47.6656846, 11.0572041 47.6658136, 11.057265 47.6659064, 11.0573072 47.6659305, 11.0577099 47.6659256, 11.0579794 47.6659096, 11.058078 47.6659148, 11.0581482 47.6659499, 11.0581994 47.666046, 11.058236 47.6661344, 11.0583051 47.6662713)",,,,yes,,
50772586,Lindelestraße,residential,False,False,21.946,"LINESTRING (11.0558298 47.6659714, 11.0555403 47.6660021)",,,,,,
239309950,Lindelestraße,residential,False,True,83.789,"LINESTRING (11.0558298 47.6659714, 11.0555455 47.6652426)",,,,,,
50772586,Lindelestraße,residential,False,True,101.901,"LINESTRING (11.0558298 47.6659714, 11.0560493 47.6659604, 11.0562148 47.6659525, 11.0563721 47.665932, 11.0564889 47.6658878, 11.0566005 47.6658536, 11.0567882 47.6657887, 11.0570115 47.6657135, 11.0570988 47.6656846)",,,,,,
31911313,Hauptstraße,secondary,False,True,4.764,"LINESTRING (11.0556752 47.6670675, 11.0557377 47.6670755)",2,St 2062,50,,,
31911313,Hauptstraße,secondary,False,False,108.982,"LINESTRING (11.0556752 47.6670675, 11.0546517 47.6669757, 11.0542349 47.6669278)",2,St 2062,50,,,
50773045,Raiffeisenstraße,residential,False,False,12.908,"LINESTRING (11.0556752 47.6670675, 11.0557168 47.667011, 11.0557616 47.6669674)",,,,,,
50773288,Bahnhofstraße,residential,False,False,76.007,"LINESTRING (11.0571378 47.6675997, 11.0572501 47.667654, 11.057367 47.6677166, 11.0575238 47.6677189, 11.0576611 47.6677456, 11.057858 47.6677455, 11.0579688 47.667743, 11.0580887 47.6677444)",,,,,,
50773288,Bahnhofstraße,residential,False,True,108.421,"LINESTRING (11.0571378 47.6675997, 11.056592 47.6674061, 11.0562717 47.6672924, 11.0559778 47.667182, 11.0559347 47.6670977)",,,,,,
50773288,Bahnhofstraße,residential,False,True,76.007,"LINESTRING (11.0580887 47.6677444, 11.0579688 47.667743, 11.057858 47.6677455, 11.0576611 47.6677456, 11.0575238 47.6677189, 11.057367 47.6677166, 11.0572501 47.667654, 11.0571378 47.6675997)",,,,,,
50835748,Samstraße,residential,False,False,101.04100000000001,"LINESTRING (11.0523558 47.6676007, 11.0524494 47.6675212, 11.0525478 47.667456, 11.0526039 47.667406, 11.0526065 47.6673578, 11.0526055 47.6673006, 11.0527303 47.6671819, 11.0527579 47.6670533, 11.0527896 47.6669423, 11.0528316 47.6667871)",,,,,,
50835749,Erlestraße,residential,False,False,44.16,"LINESTRING (11.0546294 47.6674667, 11.0543783 47.6673269, 11.0541687 47.6672189)",2,,,,,
50835749,Erlestraße,residential,False,True,173.771,"LINESTRING (11.0546294 47.6674667, 11.0546605 47.6675503, 11.0546965 47.6676323, 11.0546811 47.6677192, 11.0545392 47.6679112, 11.0544296 47.6680542, 11.054377 47.6681104, 11.0543148 47.6681467, 11.0542339 47.6681825, 11.0540663 47.6682383, 11.0533857 47.668326, 11.0531671 47.668346)",2,,,,,
"[318000048, 50836360]",Gmeinaustraße,residential,False,True,320.236,"LINESTRING (11.0532528 47.6686064, 11.0534117 47.6686406, 11.0535247 47.6686661, 11.0536232 47.6687092, 11.0537207 47.6687772, 11.0538328 47.6688432, 11.0540082 47.6689222, 11.0542106 47.6690082, 11.0543679 47.6691011, 11.0545691 47.6692252, 11.0546722 47.6692964, 11.0547454 47.6693746, 11.0548176 47.6694605, 11.0549005 47.6695326, 11.0549341 47.6695476, 11.0549927 47.6695738, 11.0550878 47.6695952, 11.0552692 47.6696273, 11.0554924 47.6696445, 11.0556982 47.6696653, 11.0557897 47.6691655, 11.0558073 47.6689342, 11.0558452 47.6688284)",,,,,,
"[563016312, 692473946, 692473947, 941284173]",Erlestraße,residential,False,True,29.963,"LINESTRING (11.0532528 47.6686064, 11.0532177 47.6685454, 11.0531825 47.6684755, 11.0531794 47.6683936, 11.0531671 47.668346)",,,,,,yes
50835749,Erlestraße,residential,False,True,75.262,"LINESTRING (11.0513206 47.6672528, 11.0505536 47.6668154)",2,,,,,
50835749,Erlestraße,residential,False,False,184.26,"LINESTRING (11.0513206 47.6672528, 11.0521589 47.6677131, 11.0523069 47.6678096, 11.0523541 47.6678464, 11.052695 47.6680515, 11.0529901 47.668229, 11.0531671 47.668346)",2,,,,,
50836357,Rudolf-Schnell-Straße,residential,False,False,64.251,"LINESTRING (11.0513206 47.6672528, 11.0512946 47.667409, 11.0512812 47.6675981, 11.0511836 47.6678199)",,,,,,
50836357,Rudolf-Schnell-Straße,residential,False,True,24.066000000000003,"LINESTRING (11.0507241 47.6689648, 11.0507517 47.6688704, 11.0507771 47.6687514)",,,,,,
"[50836360, 318000048]",Gmeinaustraße,residential,False,False,320.236,"LINESTRING (11.0558452 47.6688284, 11.0558073 47.6689342, 11.0557897 47.6691655, 11.0556982 47.6696653, 11.0554924 47.6696445, 11.0552692 47.6696273, 11.0550878 47.6695952, 11.0549927 47.6695738, 11.0549341 47.6695476, 11.0549005 47.6695326, 11.0548176 47.6694605, 11.0547454 47.6693746, 11.0546722 47.6692964, 11.0545691 47.6692252, 11.0543679 47.6691011, 11.0542106 47.6690082, 11.0540082 47.6689222, 11.0538328 47.6688432, 11.0537207 47.6687772, 11.0536232 47.6687092, 11.0535247 47.6686661, 11.0534117 47.6686406, 11.0532528 47.6686064)",,,,,,
582879148,Hauptstraße,residential,False,True,22.273,"LINESTRING (11.0517248 47.6658518, 11.0515809 47.6660271)",,,,,,
582879158,Hauptstraße,residential,False,False,82.01700000000001,"LINESTRING (11.0517248 47.6658518, 11.0518238 47.6658408, 11.0519454 47.6658488, 11.0520096 47.6658778, 11.0520496 47.6659021, 11.0520766 47.6659298, 11.0520809 47.6659498, 11.0520832 47.6659733, 11.0520675 47.6660035, 11.0520365 47.6660387, 11.0519857 47.66608, 11.0519448 47.6660997, 11.051906 47.6661052, 11.0518542 47.6661061, 11.0517678 47.6660856, 11.0515809 47.6660271)",,,,,,
60434564,Lüßweg,residential,False,False,40.811,"LINESTRING (11.0517248 47.6658518, 11.0518361 47.6657166, 11.0520468 47.6655585)",,,,,2.0,
60434564,Lüßweg,residential,False,True,40.811,"LINESTRING (11.0520468 47.6655585, 11.0518361 47.6657166, 11.0517248 47.6658518)",,,,,2.0,
50772586,Lindelestraße,residential,False,True,21.946,"LINESTRING (11.0555403 47.6660021, 11.0558298 47.6659714)",,,,,,
239309951,Luitraudstraße,unclassified,False,True,75.313,"LINESTRING (11.0500389 47.6676852, 11.0491774 47.6673357)",1,,,,4,
32080528,Prentstraße,residential,False,False,35.789,"LINESTRING (11.0528868 47.6664795, 11.0529124 47.6665519, 11.0529122 47.6666265, 11.0529145 47.6666582, 11.0529011 47.6666936, 11.0528316 47.6667871)",,,,,,
