osmid,name,highway,oneway,reversed,length,maxspeed,geometry,ref,bridge
"[60446405, 47577927, 47577929, 25973788, 32252755, 32252732]",Sanktustorstraße,tertiary,False,"[False, True]",223.428,,"LINESTRING (10.793841 49.4967437, 10.793985 49.4966333, 10.7941527 49.4965511, 10.7944298 49.4964091, 10.7947224 49.4962175, 10.7947689 49.4961855, 10.7950068 49.4959837, 10.7950928 49.495884, 10.7951324 49.495838, 10.7952518 49.4956951, 10.7954835 49.4953773, 10.7956389 49.4951489)",,yes
32263798,Ziegenberg,tertiary,False,False,52.885999999999996,,"LINESTRING (10.793841 49.4967437, 10.7939525 49.4968131, 10.7941619 49.4969882, 10.7943732 49.4970572)",FÜ 11,
"[32263681, 32263765, 148826726]",An der Bleiche,tertiary,False,False,414.152,,"LINESTRING (10.793841 49.4967437, 10.7937705 49.496728, 10.7936769 49.4967196, 10.7933235 49.4967376, 10.7919079 49.4967797, 10.7915999 49.4967937, 10.7914782 49.4968309, 10.791391 49.4968766, 10.7911608 49.49703, 10.7910385 49.4970684, 10.7908533 49.4970984, 10.790468 49.4970924, 10.7896686 49.4970508, 10.788843 49.4970034, 10.7886291 49.4970064, 10.7883911 49.4970416, 10.7883784 49.4970484, 10.7883049 49.4970838)",FÜ 11,
47577955,Ziegenberg,tertiary,False,True,364.06199999999995,,"LINESTRING (10.7979035 49.499267, 10.7978289 49.4991086, 10.7977382 49.4990116, 10.7975606 49.4989172, 10.7973136 49.4988146, 10.7969418 49.4986561, 10.7967355 49.4985402, 10.7965035 49.498366, 10.7962266 49.4980941, 10.7958954 49.4977648, 10.7957517 49.4976407, 10.7955601 49.4975131, 10.7950552 49.4972403, 10.7946696 49.4971256, 10.7943732 49.4970572)",FÜ 11,
148826730,Hindenburgstraße,residential,False,True,33.877,30,"LINESTRING (10.7909311 49.4939894, 10.7904862 49.4940859)",,
25973428,Eckertsberg,living_street,False,False,90.032,,"LINESTRING (10.7909311 49.4939894, 10.7908614 49.4937701, 10.7908329 49.4935379, 10.7908384 49.4931851)",,
148826730,Hindenburgstraße,residential,False,False,164.315,30,"LINESTRING (10.7909311 49.4939894, 10.7915391 49.4938982, 10.7919371 49.4938563, 10.7921797 49.4938413, 10.7925113 49.4938339, 10.7926338 49.4938421, 10.7929063 49.4938778, 10.7931751 49.4939014)",,
25973430,Rosenstraße,residential,False,False,73.519,20,"LINESTRING (10.7951131 49.4944301, 10.7951658 49.4944229, 10.7955709 49.494565, 10.7959915 49.494745)",,
32253760,Hindenburgstraße,residential,False,True,77.903,20,"LINESTRING (10.7951131 49.4944301, 10.7950772 49.4943986, 10.7948604 49.494296, 10.7947123 49.4942083, 10.7944101 49.4940321, 10.7942762 49.4939985)",,
273417156,Prinzregentenplatz,residential,False,False,44.461,20,"LINESTRING (10.7951131 49.4944301, 10.7951102 49.4944854, 10.794941 49.4947468, 10.7949495 49.4948075)",,
24610889,Allensteiner Straße,residential,False,False,198.44400000000002,,"LINESTRING (10.792641 49.4925852, 10.7926948 49.4925046, 10.7928093 49.4920103, 10.7929195 49.491535, 10.7928315 49.4914737, 10.7925912 49.4914458, 10.7924024 49.4914235, 10.7923509 49.4913566, 10.7923509 49.4912785, 10.7923852 49.4910834)",,
148826729,Burggrafenhofer Straße,tertiary,False,False,36.985,50,"LINESTRING (10.792641 49.4925852, 10.7929403 49.49275, 10.7930286 49.4928025)",FÜ 17,
148826729,Burggrafenhofer Straße,tertiary,False,True,103.316,50,"LINESTRING (10.792641 49.4925852, 10.7920282 49.4921753, 10.7916936 49.4918911)",FÜ 17,
876564589,Untere Ringstraße,tertiary,False,False,7.809,50,"LINESTRING (10.7930286 49.4928025, 10.7931053 49.492852)",FÜ 17,
148826729,Burggrafenhofer Straße,tertiary,False,True,36.985,50,"LINESTRING (10.7930286 49.4928025, 10.7929403 49.49275, 10.792641 49.4925852)",FÜ 17,
24524407,Flurstraße,tertiary,False,True,16.903,,"LINESTRING (10.7967037 49.493229, 10.7967126 49.4933809)",,
24524407,Flurstraße,tertiary,False,False,236.636,,"LINESTRING (10.7967037 49.493229, 10.7968807 49.4929277, 10.7972177 49.4925366, 10.7973752 49.4923805, 10.7975157 49.4922738, 10.7977445 49.4921103, 10.7980299 49.4919173, 10.7983815 49.4917135, 10.7986788 49.4915783)",,
"[24610666, 103285581]",Schäfersbuck,residential,False,False,134.868,30,"LINESTRING (10.7967037 49.493229, 10.7965269 49.4931319, 10.796333 49.4930482, 10.7960571 49.4929251, 10.7958747 49.492819, 10.7956719 49.4927024, 10.7955401 49.4926122, 10.795414 49.4925235, 10.7953947 49.4925143, 10.7952729 49.492456)",,
24600718,Königsberger Straße,residential,False,False,81.49199999999999,30,"LINESTRING (10.7960076 49.4906218, 10.7954683 49.4905975, 10.7948808 49.490589)",,
32404759,Klaushofer Weg,tertiary,False,True,46.605999999999995,30,"LINESTRING (10.7960076 49.4906218, 10.7959565 49.4907384, 10.7958308 49.4910249)",,
24600718,Königsberger Straße,residential,False,False,56.788,30,"LINESTRING (10.7948808 49.490589, 10.7940946 49.490593)",,
24600718,Königsberger Straße,residential,False,True,81.49199999999999,30,"LINESTRING (10.7948808 49.490589, 10.7954683 49.4905975, 10.7960076 49.4906218)",,
24600718,Königsberger Straße,residential,False,False,80.487,30,"LINESTRING (10.7940946 49.490593, 10.7929803 49.4905973)",,
24600718,Königsberger Straße,residential,False,True,56.788,30,"LINESTRING (10.7940946 49.490593, 10.7948808 49.490589)",,
24600718,Königsberger Straße,residential,False,True,80.487,30,"LINESTRING (10.7929803 49.4905973, 10.7940946 49.490593)",,
24600718,Königsberger Straße,residential,False,False,70.489,30,"LINESTRING (10.7929803 49.4905973, 10.7924685 49.490598, 10.7920044 49.4905991)",,
24600718,Königsberger Straße,residential,False,True,70.489,30,"LINESTRING (10.7920044 49.4905991, 10.7924685 49.490598, 10.7929803 49.4905973)",,
24600898,Flurstraße,residential,False,False,20.797,,"LINESTRING (10.7986788 49.4915783, 10.7984028 49.491525)",,
24524407,Flurstraße,tertiary,False,True,236.636,,"LINESTRING (10.7986788 49.4915783, 10.7983815 49.4917135, 10.7980299 49.4919173, 10.7977445 49.4921103, 10.7975157 49.4922738, 10.7973752 49.4923805, 10.7972177 49.4925366, 10.7968807 49.4929277, 10.7967037 49.493229)",,
103285587,Flurstraße,tertiary,False,False,88.18700000000001,50,"LINESTRING (10.7986788 49.4915783, 10.7991403 49.491377, 10.7997381 49.4911877)",,
24600898,Flurstraße,residential,False,True,20.797,,"LINESTRING (10.7984028 49.491525, 10.7986788 49.4915783)",,
"[24610666, 103285581]",Schäfersbuck,residential,False,True,134.868,30,"LINESTRING (10.7952729 49.492456, 10.7953947 49.4925143, 10.795414 49.4925235, 10.7955401 49.4926122, 10.7956719 49.4927024, 10.7958747 49.492819, 10.7960571 49.4929251, 10.796333 49.4930482, 10.7965269 49.4931319, 10.7967037 49.493229)",,
148826731,Klaushofer Weg,tertiary,False,True,104.342,30,"LINESTRING (10.7952729 49.492456, 10.7951329 49.4926859, 10.7949908 49.4929372, 10.7948784 49.4931318, 10.7947975 49.4932338, 10.7947076 49.493316)",,
876564587,Klaushofer Weg,tertiary,False,False,18.951999999999998,30,"LINESTRING (10.7952729 49.492456, 10.795324 49.4923166, 10.7953337 49.4922902)",,
24610698,Schützenstraße,residential,False,True,78.82,30,"LINESTRING (10.7954107 49.4920911, 10.7953068 49.492129, 10.7952356 49.4921246, 10.7951967 49.4920839, 10.7951322 49.4920681, 10.794384 49.4919896)",,
32404758,Pilgerstraße,residential,False,False,145.325,30,"LINESTRING (10.7954107 49.4920911, 10.7956549 49.4920638, 10.7959118 49.4920417, 10.7962492 49.4919748, 10.7964965 49.4918974, 10.7973127 49.4916875)",,
32404759,Klaushofer Weg,tertiary,False,False,122.53,30,"LINESTRING (10.7954107 49.4920911, 10.7954708 49.491846, 10.7955053 49.4917673, 10.7957303 49.4912542, 10.7958308 49.4910249)",,
32404759,Klaushofer Weg,tertiary,False,True,22.827,30,"LINESTRING (10.7954107 49.4920911, 10.7953745 49.4921866, 10.7953604 49.4922239, 10.7953337 49.4922902)",,
32404758,Pilgerstraße,residential,False,True,145.32500000000002,30,"LINESTRING (10.7973127 49.4916875, 10.7964965 49.4918974, 10.7962492 49.4919748, 10.7959118 49.4920417, 10.7956549 49.4920638, 10.7954107 49.4920911)",,
103285587,Flurstraße,tertiary,False,True,60.674,50,"LINESTRING (10.8005056 49.4909659, 10.7997381 49.4911877)",,
25972932,Gartenstraße,residential,False,False,130.161,30,"LINESTRING (10.8005056 49.4909659, 10.8005456 49.4911081, 10.8005779 49.491258, 10.8006061 49.4914028, 10.8005461 49.4915961, 10.800485 49.4917416, 10.8003846 49.491903, 10.8002361 49.4920857)",,
24610749,Fliederstraße,residential,False,False,82.928,30,"LINESTRING (10.7990291 49.4936037, 10.8000717 49.4939161)",,
25972932,Gartenstraße,residential,False,False,49.607,30,"LINESTRING (10.7990291 49.4936037, 10.7988937 49.4937786, 10.7988258 49.4938664, 10.7987206 49.4940023)",,
25972932,Gartenstraße,residential,False,True,55.035,30,"LINESTRING (10.7990291 49.4936037, 10.7993309 49.4931985, 10.7993662 49.49316)",,
24610749,Fliederstraße,residential,False,True,82.928,30,"LINESTRING (10.8000717 49.4939161, 10.7990291 49.4936037)",,
24610716,Cadolzburger Weg,residential,False,False,125.809,30,"LINESTRING (10.8000717 49.4939161, 10.7992774 49.4942612, 10.7990886 49.4943284, 10.7989679 49.4943264, 10.7988254 49.4943027, 10.7985411 49.4942343)",,
25972932,Gartenstraße,residential,False,False,55.035,30,"LINESTRING (10.7993662 49.49316, 10.7993309 49.4931985, 10.7990291 49.4936037)",,
25972932,Gartenstraße,residential,False,True,54.512,30,"LINESTRING (10.7993662 49.49316, 10.7996035 49.492834, 10.7996901 49.4927172)",,
25972932,Gartenstraße,residential,False,False,4.44,30,"LINESTRING (10.7997256 49.4926846, 10.7996901 49.4927172)",,
25972932,Gartenstraße,residential,False,True,76.121,30,"LINESTRING (10.7997256 49.4926846, 10.8002361 49.4920857)",,
25972932,Gartenstraße,residential,False,True,28.872,30,"LINESTRING (10.7985411 49.4942343, 10.7987206 49.4940023)",,
24610716,Cadolzburger Weg,residential,False,False,133.381,30,"LINESTRING (10.7985411 49.4942343, 10.797626 49.4939978, 10.7974794 49.4939599, 10.797378 49.4939336, 10.79723 49.4939059, 10.7970834 49.493895, 10.7969272 49.4939141, 10.7967945 49.4939279)",,
24610716,Cadolzburger Weg,residential,False,True,125.809,30,"LINESTRING (10.7985411 49.4942343, 10.7988254 49.4943027, 10.7989679 49.4943264, 10.7990886 49.4943284, 10.7992774 49.4942612, 10.8000717 49.4939161)",,
25972932,Gartenstraße,residential,False,False,76.121,30,"LINESTRING (10.8002361 49.4920857, 10.7997256 49.4926846)",,
25972932,Gartenstraße,residential,False,True,130.161,30,"LINESTRING (10.8002361 49.4920857, 10.8003846 49.491903, 10.800485 49.4917416, 10.8005461 49.4915961, 10.8006061 49.4914028, 10.8005779 49.491258, 10.8005456 49.4911081, 10.8005056 49.4909659)",,
876564589,Untere Ringstraße,tertiary,False,True,7.809,50,"LINESTRING (10.7931053 49.492852, 10.7930286 49.4928025)",FÜ 17,
25973581,Untere Ringstraße,tertiary,False,False,127.295,50,"LINESTRING (10.7931053 49.492852, 10.7933309 49.4929488, 10.7938123 49.4930485, 10.7942133 49.4931501, 10.7947076 49.493316)",FÜ 17,
"[32255771, 876564588]",Tilsiter Straße,residential,False,False,87.601,,"LINESTRING (10.7931053 49.492852, 10.7933234 49.4928442, 10.7935503 49.4922153)",,
32404757,Schulstraße,residential,False,False,111.429,30,"LINESTRING (10.7940954 49.4926661, 10.7945218 49.4927016, 10.7947659 49.4926992, 10.7949344 49.4926445, 10.795003 49.4925776, 10.7951146 49.4924438, 10.7953337 49.4922902)",,
32404757,Schulstraße,residential,False,True,111.429,30,"LINESTRING (10.7953337 49.4922902, 10.7951146 49.4924438, 10.795003 49.4925776, 10.7949344 49.4926445, 10.7947659 49.4926992, 10.7945218 49.4927016, 10.7940954 49.4926661)",,
32404759,Klaushofer Weg,tertiary,False,False,22.826999999999998,30,"LINESTRING (10.7953337 49.4922902, 10.7953604 49.4922239, 10.7953745 49.4921866, 10.7954107 49.4920911)",,
876564587,Klaushofer Weg,tertiary,False,True,18.951999999999998,30,"LINESTRING (10.7953337 49.4922902, 10.795324 49.4923166, 10.7952729 49.492456)",,
24610889,Allensteiner Straße,residential,False,True,198.444,,"LINESTRING (10.7923852 49.4910834, 10.7923509 49.4912785, 10.7923509 49.4913566, 10.7924024 49.4914235, 10.7925912 49.4914458, 10.7928315 49.4914737, 10.7929195 49.491535, 10.7928093 49.4920103, 10.7926948 49.4925046, 10.792641 49.4925852)",,
153135349,Turnstraße,residential,False,False,104.462,30,"LINESTRING (10.788115 49.4927905, 10.7878649 49.4937158)",,
153135348,Turnstraße,residential,False,True,40.403,30,"LINESTRING (10.788115 49.4927905, 10.7882015 49.4925346, 10.7882349 49.4924356)",,
153135349,Turnstraße,residential,False,True,90.78200000000001,30,"LINESTRING (10.788115 49.4927905, 10.7880887 49.4925215, 10.7880402 49.4924863, 10.7872712 49.4924748)",,
24615968,Schießhausplatz,residential,False,False,78.741,30,"LINESTRING (10.7889009 49.4939854, 10.7887828 49.494141, 10.7885085 49.4946451)",,
25973908,Obere Ringstraße,residential,True,False,218.995,30,"LINESTRING (10.7889009 49.4939854, 10.7890634 49.4936491, 10.7893104 49.4930719, 10.7893623 49.4930219, 10.7894286 49.4929939, 10.7894984 49.4929725, 10.7896424 49.492957, 10.7908135 49.4929263)",,
40130527,Würzburger Straße,residential,False,True,80.861,30,"LINESTRING (10.7889009 49.4939854, 10.7887181 49.4939297, 10.7885028 49.493864, 10.7882387 49.4937835, 10.7878649 49.4937158)",,
148826730,Hindenburgstraße,residential,False,False,119.603,30,"LINESTRING (10.7889009 49.4939854, 10.7894142 49.4941321, 10.7896481 49.4941687, 10.7899427 49.4941731, 10.7902058 49.4941341, 10.7904862 49.4940859)",,
24615968,Schießhausplatz,residential,False,True,78.741,30,"LINESTRING (10.7885085 49.4946451, 10.7887828 49.494141, 10.7889009 49.4939854)",,
24632400,Görlitzer Straße,residential,False,False,25.289,30,"LINESTRING (10.788343 49.4915148, 10.7883668 49.4917417)",,
24632400,Görlitzer Straße,residential,False,True,22.185,30,"LINESTRING (10.788343 49.4915148, 10.7882907 49.4913182)",,
24632600,Glogauer Straße,residential,False,False,86.753,30,"LINESTRING (10.788343 49.4915148, 10.7895394 49.4914459)",,
24632600,Glogauer Straße,residential,False,True,90.046,30,"LINESTRING (10.788343 49.4915148, 10.787112 49.4916429)",,
24632400,Görlitzer Straße,residential,False,True,25.289,30,"LINESTRING (10.7883668 49.4917417, 10.788343 49.4915148)",,
24632600,Glogauer Straße,residential,False,True,86.753,30,"LINESTRING (10.7895394 49.4914459, 10.788343 49.4915148)",,
24632600,Glogauer Straße,residential,False,False,119.003,30,"LINESTRING (10.7895394 49.4914459, 10.7899589 49.4914362, 10.7905471 49.4913971, 10.7910122 49.4913718, 10.7911646 49.4913231)",,
24632600,Glogauer Straße,residential,False,False,90.046,30,"LINESTRING (10.787112 49.4916429, 10.788343 49.4915148)",,
24632600,Glogauer Straße,residential,False,True,119.003,30,"LINESTRING (10.7911646 49.4913231, 10.7910122 49.4913718, 10.7905471 49.4913971, 10.7899589 49.4914362, 10.7895394 49.4914459)",,
148826729,Burggrafenhofer Straße,tertiary,False,False,73.82000000000001,50,"LINESTRING (10.7911646 49.4913231, 10.7914924 49.4916693, 10.7916936 49.4918911)",FÜ 17,
24632400,Görlitzer Straße,residential,False,False,22.185,30,"LINESTRING (10.7882907 49.4913182, 10.788343 49.4915148)",,
24632865,Breslauer Straße,residential,False,True,58.329,30,"LINESTRING (10.7882907 49.4913182, 10.7874882 49.4913769)",,
24632865,Breslauer Straße,residential,False,False,58.329,30,"LINESTRING (10.7874882 49.4913769, 10.7882907 49.4913182)",,
24632916,Lindenturm,residential,False,False,206.78300000000004,,"LINESTRING (10.7888482 49.4920461, 10.7898101 49.4920156, 10.7904624 49.491932, 10.7908757 49.4919127, 10.7914705 49.4919133, 10.791535 49.4919093, 10.7916936 49.4918911)",,
24632916,Lindenturm,residential,False,True,206.78300000000002,,"LINESTRING (10.7916936 49.4918911, 10.791535 49.4919093, 10.7914705 49.4919133, 10.7908757 49.4919127, 10.7904624 49.491932, 10.7898101 49.4920156, 10.7888482 49.4920461)",,
148826729,Burggrafenhofer Straße,tertiary,False,False,103.316,50,"LINESTRING (10.7916936 49.4918911, 10.7920282 49.4921753, 10.792641 49.4925852)",FÜ 17,
148826729,Burggrafenhofer Straße,tertiary,False,True,73.82000000000001,50,"LINESTRING (10.7916936 49.4918911, 10.7914924 49.4916693, 10.7911646 49.4913231)",FÜ 17,
153135349,Turnstraße,residential,False,True,104.462,30,"LINESTRING (10.7878649 49.4937158, 10.788115 49.4927905)",,
40130527,Würzburger Straße,residential,False,False,80.861,30,"LINESTRING (10.7878649 49.4937158, 10.7882387 49.4937835, 10.7885028 49.493864, 10.7887181 49.4939297, 10.7889009 49.4939854)",,
32253760,Hindenburgstraße,residential,False,False,77.903,20,"LINESTRING (10.7942762 49.4939985, 10.7944101 49.4940321, 10.7947123 49.4942083, 10.7948604 49.494296, 10.7950772 49.4943986, 10.7951131 49.4944301)",,
"[148826730, 47577859]",Hindenburgstraße,residential,False,True,80.565,30,"LINESTRING (10.7942762 49.4939985, 10.7941864 49.4939767, 10.7940954 49.4939608, 10.7939021 49.4939399, 10.7936715 49.4939285, 10.7934736 49.4939179, 10.7931751 49.4939014)",,
47577853,Untere Ringstraße,tertiary,False,True,9.655,50,"LINESTRING (10.7948136 49.4933689, 10.7947076 49.493316)",FÜ 17,
24633002,Schreiberstorberg,residential,True,False,80.114,30,"LINESTRING (10.7948136 49.4933689, 10.7945082 49.4936965, 10.7943994 49.4938381, 10.7942762 49.4939985)",,
548747135,Untere Ringstraße,tertiary,False,False,183.748,50,"LINESTRING (10.7948136 49.4933689, 10.7955035 49.4937042, 10.7960179 49.4939887, 10.7961416 49.4940571, 10.7965482 49.4943187, 10.7967471 49.4944393)",FÜ 17,
47577852,Untere Ringstraße,tertiary,False,False,15.596,50,"LINESTRING (10.7967471 49.4944393, 10.7969101 49.4945313)",FÜ 17,
24524407,Flurstraße,tertiary,False,False,56.97,,"LINESTRING (10.7967471 49.4944393, 10.7967611 49.4942601, 10.7967945 49.4939279)",,
548747135,Untere Ringstraße,tertiary,False,True,183.74800000000002,50,"LINESTRING (10.7967471 49.4944393, 10.7965482 49.4943187, 10.7961416 49.4940571, 10.7960179 49.4939887, 10.7955035 49.4937042, 10.7948136 49.4933689)",FÜ 17,
24524407,Flurstraße,tertiary,False,False,61.111,,"LINESTRING (10.7967945 49.4939279, 10.7967126 49.4933809)",,
24524407,Flurstraße,tertiary,False,True,56.97,,"LINESTRING (10.7967945 49.4939279, 10.7967611 49.4942601, 10.7967471 49.4944393)",,
24610716,Cadolzburger Weg,residential,False,True,133.381,30,"LINESTRING (10.7967945 49.4939279, 10.7969272 49.4939141, 10.7970834 49.493895, 10.79723 49.4939059, 10.797378 49.4939336, 10.7974794 49.4939599, 10.797626 49.4939978, 10.7985411 49.4942343)",,
25972928,Blumenstraße,residential,False,True,27.12,30,"LINESTRING (10.7988311 49.4925778, 10.7990001 49.49236)",,
25972929,Blumenstraße,residential,False,False,63.949,30,"LINESTRING (10.7988311 49.4925778, 10.7996901 49.4927172)",,
25972928,Blumenstraße,residential,False,False,58.2,30,"LINESTRING (10.7988311 49.4925778, 10.7985323 49.4929957, 10.7984594 49.4930367)",,
25972928,Blumenstraße,residential,False,False,89.675,30,"LINESTRING (10.7984594 49.4930367, 10.7982488 49.493368, 10.7981303 49.4935487, 10.7979785 49.4937802)",,
25972928,Blumenstraße,residential,False,True,58.2,30,"LINESTRING (10.7984594 49.4930367, 10.7985323 49.4929957, 10.7988311 49.4925778)",,
25972930,Blütenstraße,residential,False,True,176.28499999999997,30,"LINESTRING (10.7984594 49.4930367, 10.7980037 49.4929657, 10.7979468 49.4929506, 10.797911 49.4929248, 10.7978965 49.4928881, 10.7979091 49.4928458, 10.7982499 49.4923486, 10.7983345 49.4922652, 10.7984187 49.4922196, 10.7985134 49.4922141, 10.7986133 49.4922408, 10.7990001 49.49236)",,
25972928,Blumenstraße,residential,False,True,89.67500000000001,30,"LINESTRING (10.7979785 49.4937802, 10.7981303 49.4935487, 10.7982488 49.493368, 10.7984594 49.4930367)",,
25972928,Blumenstraße,residential,False,False,27.12,30,"LINESTRING (10.7990001 49.49236, 10.7988311 49.4925778)",,
25972928,Blumenstraße,residential,False,True,63.7,30,"LINESTRING (10.7990001 49.49236, 10.7993637 49.4920878, 10.7996072 49.4919459)",,
25972930,Blütenstraße,residential,False,False,176.285,30,"LINESTRING (10.7990001 49.49236, 10.7986133 49.4922408, 10.7985134 49.4922141, 10.7984187 49.4922196, 10.7983345 49.4922652, 10.7982499 49.4923486, 10.7979091 49.4928458, 10.7978965 49.4928881, 10.797911 49.4929248, 10.7979468 49.4929506, 10.7980037 49.4929657, 10.7984594 49.4930367)",,
25972928,Blumenstraße,residential,False,False,63.7,30,"LINESTRING (10.7996072 49.4919459, 10.7993637 49.4920878, 10.7990001 49.49236)",,
25972929,Blumenstraße,residential,False,True,63.949,30,"LINESTRING (10.7996901 49.4927172, 10.7988311 49.4925778)",,
25972932,Gartenstraße,residential,False,True,4.44,30,"LINESTRING (10.7996901 49.4927172, 10.7997256 49.4926846)",,
25972932,Gartenstraße,residential,False,False,54.512,30,"LINESTRING (10.7996901 49.4927172, 10.7996035 49.492834, 10.7993662 49.49316)",,
25972935,Grünstraße,residential,False,False,87.396,,"LINESTRING (10.7974979 49.4928533, 10.7973759 49.492841, 10.7972987 49.4928583, 10.7972186 49.49291, 10.7970856 49.4930087, 10.7969921 49.4931298, 10.7968422 49.4932995, 10.7967126 49.4933809)",,
24524407,Flurstraße,tertiary,False,False,16.903,,"LINESTRING (10.7967126 49.4933809, 10.7967037 49.493229)",,
24524407,Flurstraße,tertiary,False,True,61.111,,"LINESTRING (10.7967126 49.4933809, 10.7967945 49.4939279)",,
25972935,Grünstraße,residential,False,True,87.396,,"LINESTRING (10.7967126 49.4933809, 10.7968422 49.4932995, 10.7969921 49.4931298, 10.7970856 49.4930087, 10.7972186 49.49291, 10.7972987 49.4928583, 10.7973759 49.492841, 10.7974979 49.4928533)",,
25973428,Eckertsberg,living_street,False,False,28.833,,"LINESTRING (10.7908384 49.4931851, 10.7908135 49.4929263)",,
25973428,Eckertsberg,living_street,False,True,90.032,,"LINESTRING (10.7908384 49.4931851, 10.7908329 49.4935379, 10.7908614 49.4937701, 10.7909311 49.4939894)",,
25973429,Obere Stadtmauer,living_street,False,False,76.97,,"LINESTRING (10.7908384 49.4931851, 10.791521 49.4931732, 10.7919037 49.4931665)",,
25973429,Obere Stadtmauer,living_street,False,True,76.97,,"LINESTRING (10.7919037 49.4931665, 10.791521 49.4931732, 10.7908384 49.4931851)",,
25973430,Rosenstraße,residential,False,False,39.763999999999996,20,"LINESTRING (10.7959915 49.494745, 10.7963183 49.4948821, 10.7964527 49.4949403)",,
25973430,Rosenstraße,residential,False,True,73.51899999999999,20,"LINESTRING (10.7959915 49.494745, 10.7955709 49.494565, 10.7951658 49.4944229, 10.7951131 49.4944301)",,
25973433,Südstraße,residential,False,True,56.211,,"LINESTRING (10.7964527 49.4949403, 10.7969101 49.4945313)",,
25973430,Rosenstraße,residential,False,False,85.406,20,"LINESTRING (10.7964527 49.4949403, 10.7968084 49.4950874, 10.7968432 49.495142, 10.7968155 49.4952082, 10.796558 49.4955343)",,
25973430,Rosenstraße,residential,False,True,39.763999999999996,20,"LINESTRING (10.7964527 49.4949403, 10.7963183 49.4948821, 10.7959915 49.494745)",,
25973433,Südstraße,residential,False,False,56.211,,"LINESTRING (10.7969101 49.4945313, 10.7964527 49.4949403)",,
47577852,Untere Ringstraße,tertiary,False,True,15.596,50,"LINESTRING (10.7969101 49.4945313, 10.7967471 49.4944393)",FÜ 17,
47577852,Untere Ringstraße,tertiary,False,False,71.374,50,"LINESTRING (10.7969101 49.4945313, 10.7969451 49.4945518, 10.7974556 49.4948518, 10.7976241 49.4949741)",FÜ 17,
