osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,junction,width
"[11682280, 254878835]","['2', '3']",Bruno-Taut-Straße,residential,50,False,False,84.679,"LINESTRING (13.2560041 52.3032354, 13.2558494 52.303151, 13.2555056 52.3029023, 13.2553852 52.3028224, 13.2551563 52.3026789)",,,
27226887,3,Straße der Jugend,residential,,False,False,98.813,"LINESTRING (13.2560041 52.3032354, 13.2561366 52.3033232, 13.2569855 52.3038908)",,,
"[254878860, 254878893, 365319309, 449572977, 449572978, 449572980]","['4', '2', '3']",Potsdamer Straße,secondary,50,False,True,258.32000000000005,"LINESTRING (13.2560041 52.3032354, 13.256113 52.3031724, 13.2561432 52.3031545, 13.25686 52.3027289, 13.257017 52.3026365, 13.257099 52.3025875, 13.257374 52.3024219, 13.2577064 52.3022224, 13.2578942 52.3021086, 13.2580732 52.30201, 13.2581124 52.3019891, 13.2586121 52.3017226, 13.2587736 52.301647)",L 79,,
"[254878856, 254878874, 254878878]","['4', '2', '3']",Potsdamer Straße,secondary,30,False,False,169.327,"LINESTRING (13.2560041 52.3032354, 13.2558714 52.3033139, 13.2555659 52.3034947, 13.2553062 52.3036483, 13.2550579 52.3037952, 13.2550325 52.30381, 13.2548257 52.3039326, 13.2543809 52.3041865, 13.2543468 52.3042043, 13.2541991 52.3042843)",L 79,,
7975722,,Theodor-Fontane-Straße,residential,30,False,False,8.547,"LINESTRING (13.2598702 52.3009911, 13.2599538 52.3010485)",,,
"[254882221, 8584982]",1,Potsdamer Straße,secondary,50,True,False,76.555,"LINESTRING (13.2598702 52.3009911, 13.260055 52.3008864, 13.2602155 52.300795, 13.2605303 52.3006079, 13.2607121 52.300537)",L 79,,
254882219,3,Potsdamer Straße,secondary,50,False,False,24.095,"LINESTRING (13.2609604 52.3003824, 13.2607121 52.300537)",L 79,,
8584981,2,Rathausstraße,residential,30,False,False,114.76799999999999,"LINESTRING (13.2609604 52.3003824, 13.2610235 52.3004439, 13.2611553 52.3005422, 13.2614575 52.3007766, 13.2615236 52.3008285, 13.2618835 52.3011106, 13.2619945 52.3011976)",,,
"[1236083489, 653761396, 254882223]",2,Potsdamer Straße,secondary,50,False,True,207.039,"LINESTRING (13.2609604 52.3003824, 13.2611141 52.300294, 13.2613688 52.3001476, 13.261927 52.2998287, 13.2623233 52.2996067, 13.2623848 52.2995723, 13.2625328 52.2994894, 13.2630816 52.299182, 13.2631893 52.2991142)",L 79,,
7975729,,Rudolf-Breitscheid-Straße,residential,30,False,False,108.82600000000001,"LINESTRING (13.2631893 52.2991142, 13.2631071 52.2990641, 13.2630033 52.2990095, 13.2626648 52.2988517, 13.2626074 52.2988228, 13.2622471 52.2986478, 13.2619438 52.2985005)",,,
"[1236083489, 653761396, 254882223]",2,Potsdamer Straße,secondary,50,False,False,207.03900000000002,"LINESTRING (13.2631893 52.2991142, 13.2630816 52.299182, 13.2625328 52.2994894, 13.2623848 52.2995723, 13.2623233 52.2996067, 13.261927 52.2998287, 13.2613688 52.3001476, 13.2611141 52.300294, 13.2609604 52.3003824)",L 79,,
254882223,2,Potsdamer Straße,secondary,50,False,True,79.36699999999999,"LINESTRING (13.2631893 52.2991142, 13.2633276 52.2990379, 13.2640571 52.2986369)",L 79,,
15259000,2,Maxim-Gorki-Straße,residential,30,False,True,179.704,"LINESTRING (13.2640571 52.2986369, 13.2641314 52.2986846, 13.264311 52.2987961, 13.2651341 52.2993647, 13.2652317 52.2994681, 13.2656526 52.2999141)",,,
15259001,,Ringstraße,residential,30,True,False,178.49400000000003,"LINESTRING (13.2640571 52.2986369, 13.2639629 52.2985775, 13.2639413 52.2985491, 13.2639552 52.2985019, 13.2641845 52.2983084, 13.2643921 52.2980582, 13.2645918 52.2977244, 13.2646877 52.2974712, 13.264689 52.2974588, 13.2647167 52.2972964, 13.2647765 52.2972527, 13.2648981 52.2972389)",,,
"[30716594, 217492891]",2,Potsdamer Straße,secondary,50,False,True,132.02300000000002,"LINESTRING (13.2640571 52.2986369, 13.2648703 52.2981306, 13.2649529 52.2980714, 13.2650344 52.2979997, 13.2652199 52.297797, 13.2652763 52.2977246)",L 79,,
254882223,2,Potsdamer Straße,secondary,50,False,False,79.36699999999999,"LINESTRING (13.2640571 52.2986369, 13.2633276 52.2990379, 13.2631893 52.2991142)",L 79,,
24288567,2,Ringstraße,secondary,50,False,True,38.385,"LINESTRING (13.2651753 52.2975348, 13.265092 52.2974746, 13.2650353 52.2974307, 13.2649918 52.2973855, 13.2649738 52.2973636, 13.2649578 52.2973442, 13.2649403 52.297321, 13.2649237 52.2972949, 13.2648981 52.2972389)",L 793,,
1216648402,1,,secondary,50,True,False,20.947,"LINESTRING (13.2651753 52.2975348, 13.2651986 52.2975161, 13.2652271 52.2975002, 13.2652597 52.2974877, 13.2652956 52.2974791, 13.2653333 52.2974745, 13.2653718 52.2974741, 13.2654098 52.2974781, 13.265446 52.2974861)",L 79,roundabout,
24288567,2,Ringstraße,secondary,50,False,False,38.385,"LINESTRING (13.2648981 52.2972389, 13.2649237 52.2972949, 13.2649403 52.297321, 13.2649578 52.2973442, 13.2649738 52.2973636, 13.2649918 52.2973855, 13.2650353 52.2974307, 13.265092 52.2974746, 13.2651753 52.2975348)",L 793,,
15259309,2,Jägerstraße,residential,30,False,False,105.736,"LINESTRING (13.2560898 52.3045385, 13.2563918 52.3054713)",,,
141363759,,Dachsweg,residential,30,False,True,93.79799999999999,"LINESTRING (13.2560898 52.3045385, 13.2564659 52.3043034, 13.2568166 52.3040956, 13.2570123 52.3039847, 13.2570757 52.3039487)",,,
141363799,2,Straße der Jugend,residential,,False,False,8.892,"LINESTRING (13.2569855 52.3038908, 13.2570757 52.3039487)",,,
27226887,3,Straße der Jugend,residential,,False,True,98.813,"LINESTRING (13.2569855 52.3038908, 13.2561366 52.3033232, 13.2560041 52.3032354)",,,
443389892,2,Erich-Klausener-Straße,residential,,False,True,136.961,"LINESTRING (13.2569855 52.3038908, 13.2570704 52.3038362, 13.2573811 52.303645, 13.2574846 52.3036061, 13.2576092 52.3035838, 13.2577622 52.303584, 13.2579597 52.303611, 13.2583298 52.3036854, 13.2587344 52.3038114)",,,
217272341,2,Theodor-Fontane-Straße,residential,30,False,False,117.178,"LINESTRING (13.2628006 52.3024489, 13.2643084 52.3029592)",,,
