osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,width,access
4971728,2,L 70,Mühlenstraße,secondary,50,False,True,66.309,"LINESTRING (7.2492259 51.3687953, 7.2494057 51.3687763, 7.2496136 51.3687475, 7.2497187 51.3687285, 7.2497694 51.368717, 7.2498325 51.3686948, 7.2499255 51.3686434, 7.2500691 51.3685566)",,,
"[33064545, 4971726, 52011953, 301754362, 301754363]",2,,Hauptstraße,residential,20,False,True,167.153,"LINESTRING (7.2492259 51.3687953, 7.249224 51.3688528, 7.249221 51.3688688, 7.2491852 51.3689703, 7.2491691 51.369044, 7.249161 51.3691421, 7.2491816 51.3692039, 7.2492909 51.3694034, 7.2493217 51.3694596, 7.2493582 51.3695464, 7.2493641 51.3695731, 7.249382 51.3696545, 7.2493773 51.3697172, 7.249362 51.3698237, 7.2493443 51.3698849, 7.2493101 51.3699437, 7.2492886 51.3699748, 7.2490378 51.3702219)",,,
431068091,3,L 70,Hauptstraße,secondary,50,False,False,17.449,"LINESTRING (7.2492259 51.3687953, 7.2491544 51.3687885, 7.2490891 51.3687714, 7.2490055 51.3687285)",,,
4971733,2,L 70,Hauptstraße,secondary,50,False,True,20.278,"LINESTRING (7.245917 51.363907, 7.2460015 51.3639772, 7.2460644 51.3640632)",,,
"[626751130, 626751131, 4971734]",2,L 70,Hauptstraße,secondary,50,False,True,62.590999999999994,"LINESTRING (7.245917 51.363907, 7.2459015 51.3638022, 7.245826 51.36366, 7.2456768 51.3633666)",,,
778968460,,,Bahnhofstraße,residential,30,False,True,148.523,"LINESTRING (7.245917 51.363907, 7.2457908 51.3639633, 7.2456855 51.3640116, 7.2455732 51.3640755, 7.2454318 51.3642354, 7.2453503 51.3643609, 7.2452884 51.3644556, 7.245266 51.3644879, 7.2451697 51.3646454, 7.245093 51.3647665, 7.2450543 51.3648322, 7.2449534 51.3649843, 7.2448981 51.3650491)",,,
"[626751130, 626751131, 4971734]",2,L 70,Hauptstraße,secondary,50,False,False,62.590999999999994,"LINESTRING (7.2456768 51.3633666, 7.245826 51.36366, 7.2459015 51.3638022, 7.245917 51.363907)",,,
"[4971896, 1248793184]",,,Hauptstraße,residential,30,False,False,177.19800000000004,"LINESTRING (7.2456768 51.3633666, 7.2456894 51.3633626, 7.2456961 51.3633605, 7.2458339 51.363317, 7.2461026 51.3631658, 7.2462894 51.3630614, 7.2464063 51.3629925, 7.2464654 51.3629688, 7.2467074 51.3629028, 7.2469363 51.3628464, 7.2470828 51.3628163, 7.2474669 51.3627352, 7.2478892 51.3626168)",,,
791763926,1,L 70,Wuppertaler Straße,secondary,50,True,False,24.444000000000003,"LINESTRING (7.2456768 51.3633666, 7.245595 51.3632742, 7.2455832 51.3632334, 7.2455754 51.3631967, 7.2455788 51.363161)",,,
"[7363002, 76562350, 626751122]",,,Von-Galen-Straße,residential,30,False,False,214.76600000000002,"LINESTRING (7.2496974 51.3649047, 7.2494049 51.3650469, 7.2490049 51.3652414, 7.2488674 51.3653082, 7.2486064 51.3654351, 7.2483706 51.3655498, 7.2476278 51.3659109, 7.2473632 51.3660384, 7.2473164 51.366061, 7.2472554 51.3660904)",,,
28856883,2,,Eickerstraße,residential,30,False,False,109.678,"LINESTRING (7.2496974 51.3649047, 7.2502432 51.3651059, 7.2505649 51.3652303, 7.2510275 51.3654356)",,,
