osmid,name,highway,maxspeed,oneway,reversed,length,geometry,junction,bridge,access,lanes
33581783,Hauptstraße,unclassified,30,False,False,13.482,"LINESTRING (10.5927961 48.002971, 10.5928503 48.0028553)",,,,
30395077,Bürgermeister-Stöckle-Straße,unclassified,30,False,False,118.76000000000002,"LINESTRING (10.5927961 48.002971, 10.5927402 48.0030022, 10.5926568 48.0030231, 10.5925472 48.0030343, 10.5924041 48.0030417, 10.5922616 48.0030461, 10.5917698 48.0030568, 10.5916697 48.0030577, 10.591602 48.0030599, 10.5914942 48.0030634, 10.5914206 48.0030658, 10.5912264 48.0030824)",,,,
51228944,Hauptstraße,residential,30,False,True,123.094,"LINESTRING (10.5927961 48.002971, 10.5929259 48.0030264, 10.593105 48.0032451, 10.5931581 48.0033192, 10.593175 48.0033423, 10.5932791 48.0034847, 10.5934688 48.0037631, 10.5934806 48.0037805, 10.5935893 48.0039265)",,,,
37043385,Viktoriastraße,residential,30,False,False,29.842,"LINESTRING (10.5881511 48.0058723, 10.5882065 48.0058847, 10.5885492 48.0058864)",,,,
"[52456854, 86973263]",Alfred-Baumgarten-Straße,unclassified,30,False,True,343.766,"LINESTRING (10.5881511 48.0058723, 10.5882182 48.0057685, 10.5882188 48.0056854, 10.5882031 48.0056096, 10.5880818 48.0053823, 10.5879777 48.0051376, 10.5879676 48.0050281, 10.587997 48.0047443, 10.5880545 48.0046097, 10.5882287 48.0043792, 10.5883222 48.004267, 10.5883739 48.0042182, 10.5884928 48.0041427, 10.5886565 48.0041009, 10.5889604 48.0040673, 10.5891798 48.0040586, 10.589267 48.0040504, 10.5893877 48.0040266, 10.5895084 48.0039729, 10.58964 48.0039094, 10.5897526 48.0038359, 10.5898825 48.0037328, 10.5899804 48.0035721)",,,,
"[55885563, 499611911]",Mindelheimer Straße,unclassified,30,False,True,141.68800000000002,"LINESTRING (10.5881511 48.0058723, 10.5880664 48.0059314, 10.5877998 48.0060479, 10.5874608 48.0061157, 10.5872628 48.0061484, 10.5869711 48.0061902, 10.5866612 48.0062122, 10.5865979 48.0062211, 10.5864933 48.0062358, 10.5863885 48.0062807)",,,,
37041158,Am Anger,residential,,False,True,77.096,"LINESTRING (10.5983774 48.0096394, 10.5982933 48.0096682, 10.5981199 48.0096653, 10.5978338 48.0096231, 10.5977296 48.0096077, 10.5975331 48.0095787, 10.5973695 48.0095545)",,,,
156841245,,unclassified,,True,False,15.526000000000002,"LINESTRING (10.5983774 48.0096394, 10.5983676 48.0096205, 10.5983634 48.0096008, 10.598365 48.0095809, 10.5983725 48.0095616, 10.5983854 48.0095436, 10.5984034 48.0095276, 10.5984256 48.0095144)",roundabout,,,
30395525,Türkheimer Straße,unclassified,,False,False,85.962,"LINESTRING (10.5984256 48.0095144, 10.598034 48.0090868, 10.5979126 48.0089697, 10.5978027 48.0088636)",,,,
156841245,,unclassified,,True,False,9.491999999999999,"LINESTRING (10.5984256 48.0095144, 10.5984631 48.009501, 10.5985047 48.009495, 10.5985471 48.0094971)",roundabout,,,
156841245,,unclassified,,True,False,14.841999999999999,"LINESTRING (10.5986425 48.0095409, 10.5986575 48.0095607, 10.5986657 48.0095823, 10.5986667 48.0096045, 10.5986605 48.0096264, 10.5986473 48.0096468, 10.5986277 48.0096648)",roundabout,,,
156841245,,unclassified,,True,False,15.552,"LINESTRING (10.5986277 48.0096648, 10.5986056 48.0096782, 10.5985799 48.0096884, 10.5985518 48.0096951, 10.5985222 48.009698, 10.5984924 48.009697, 10.5984634 48.009692, 10.5984365 48.0096834)",roundabout,,,
30395525,Türkheimer Straße,unclassified,,False,True,153.19299999999998,"LINESTRING (10.5967553 48.007678, 10.5968758 48.0078114, 10.5970884 48.008069, 10.5971043 48.0080886, 10.5972674 48.0082894, 10.5973158 48.0083413, 10.5973705 48.0084, 10.5978027 48.0088636)",,,,
156841240,Hauptstraße,residential,,False,False,161.413,"LINESTRING (10.5967553 48.007678, 10.5964823 48.0074025, 10.5964323 48.007352, 10.5963344 48.0072184, 10.596246 48.0071105, 10.5962168 48.0070552, 10.5961672 48.0069613, 10.5961017 48.0068541, 10.5960852 48.0068062, 10.5960422 48.0066809, 10.5960228 48.0066349, 10.5959907 48.0065708, 10.595951 48.0064896, 10.5959144 48.0064182, 10.5958433 48.0063807)",,,,
380341551,Katherine-Mansfield-Platz,residential,,False,False,20.645,"LINESTRING (10.5967553 48.007678, 10.5969098 48.0076294, 10.5970114 48.0076074)",,,,
"[451713144, 41279252, 24027710, 451713143]",Hauptstraße,residential,30,False,False,326.852,"LINESTRING (10.5958433 48.0063807, 10.5957581 48.0062153, 10.5956277 48.0060827, 10.5955587 48.0060351, 10.5954044 48.0058864, 10.5953428 48.0058343, 10.5951043 48.0057384, 10.5950419 48.0056986, 10.5948716 48.0055986, 10.5948555 48.0055886, 10.5947807 48.0055197, 10.5944959 48.0052551, 10.5944747 48.0052356, 10.5943455 48.0051169, 10.5942994 48.0050679, 10.5941911 48.0049657, 10.594132 48.0048951, 10.5941116 48.0048655, 10.5940015 48.0047059, 10.5939677 48.0046471, 10.5939356 48.004578, 10.5938677 48.0044314, 10.5938195 48.0043385, 10.5937462 48.0042041, 10.5936737 48.004061, 10.5935893 48.0039265)",,,,
33554808,Kathreinerstraße,residential,30,False,False,82.063,"LINESTRING (10.5958433 48.0063807, 10.595479 48.0064474, 10.5951675 48.0065223, 10.5951112 48.0065283, 10.5949302 48.0065244, 10.5947769 48.0065447)",,,,
156841240,Hauptstraße,residential,,False,True,161.413,"LINESTRING (10.5958433 48.0063807, 10.5959144 48.0064182, 10.595951 48.0064896, 10.5959907 48.0065708, 10.5960228 48.0066349, 10.5960422 48.0066809, 10.5960852 48.0068062, 10.5961017 48.0068541, 10.5961672 48.0069613, 10.5962168 48.0070552, 10.596246 48.0071105, 10.5963344 48.0072184, 10.5964323 48.007352, 10.5964823 48.0074025, 10.5967553 48.007678)",,,,
33554808,Kathreinerstraße,residential,30,False,True,82.063,"LINESTRING (10.5947769 48.0065447, 10.5949302 48.0065244, 10.5951112 48.0065283, 10.5951675 48.0065223, 10.595479 48.0064474, 10.5958433 48.0063807)",,,,
"[84194480, 41279257, 84194484]",Kathreinerstraße,residential,30,False,False,74.05799999999999,"LINESTRING (10.5947769 48.0065447, 10.5947028 48.0065635, 10.5946334 48.0066263, 10.5944664 48.0066871, 10.5941302 48.0068206, 10.5940656 48.0068449, 10.5939867 48.0068754, 10.5939384 48.0068903)",,yes,,
210191948,Kathreinerstraße,residential,,False,False,72.265,"LINESTRING (10.5947769 48.0065447, 10.5948155 48.0066126, 10.5948312 48.0066878, 10.594839 48.006856, 10.5948068 48.0070132, 10.5948733 48.0071818)",,,,
