osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,junction,access
121955138,2,Bornsche Straße,residential,30,False,False,57.663000000000004,"LINESTRING (11.4121971 52.2933626, 11.4120472 52.2931559, 11.4119947 52.2930729, 11.4119605 52.2930069, 11.4119357 52.2929372, 11.4119243 52.2928747)",,,
"[35585546, 121955139, 223468788]",2,Bornsche Straße,residential,"['50', '30']",False,True,216.49800000000002,"LINESTRING (11.4121971 52.2933626, 11.412242 52.2934486, 11.4122603 52.2934892, 11.4122683 52.2935203, 11.4122677 52.2935593, 11.4122467 52.293671, 11.4122264 52.2937635, 11.412203 52.2939128, 11.4121874 52.2940291, 11.4121847 52.2941408, 11.412187 52.2942674, 11.4121937 52.2943715, 11.4122032 52.294499, 11.4122215 52.2946214, 11.4122583 52.2947552, 11.4123031 52.2949126, 11.4123555 52.295069, 11.4124018 52.2952017, 11.4124234 52.2952476, 11.4124434 52.2952858)",,,
"[529639328, 529639316, 1181191941, 197672679]",,Bornsche Straße,unclassified,"['30', '10']",False,"[False, True]",340.33699999999993,"LINESTRING (11.4121971 52.2933626, 11.4125246 52.2932835, 11.4126055 52.2932673, 11.4127592 52.2932365, 11.4133059 52.2931376, 11.4135342 52.2931021, 11.4136606 52.2930841, 11.413845 52.2930563, 11.4140496 52.2930271, 11.4142219 52.2930003, 11.4144581 52.2929596, 11.4146327 52.2929291, 11.4148203 52.2928827, 11.4150995 52.2928109, 11.4151868 52.2927881, 11.4152377 52.2927902, 11.4152718 52.2927984, 11.4153073 52.2928125, 11.4153273 52.2928315, 11.4153419 52.2928533, 11.4153771 52.2929675, 11.4154281 52.2931195, 11.4155625 52.2935406, 11.4155795 52.2935906, 11.4156344 52.2937446, 11.4156512 52.2937953, 11.4156529 52.2938494)",,,
"[121955142, 18505414]",,Lange Straße,residential,30,True,False,98.519,"LINESTRING (11.4119243 52.2928747, 11.4118338 52.2928617, 11.4117462 52.2928407, 11.4115262 52.2927818, 11.411365 52.2927514, 11.4107723 52.2926435, 11.4106888 52.2926265, 11.4106344 52.2926038, 11.4105743 52.2925711)",,,
37145594,2,Stendaler Straße,residential,30,False,False,90.054,"LINESTRING (11.4119243 52.2928747, 11.4119283 52.2928449, 11.4119397 52.2928174, 11.4119638 52.2927752, 11.4120743 52.2926448, 11.4121384 52.2925675, 11.4123025 52.2924241, 11.4124808 52.2922759, 11.4125217 52.2922321, 11.4125432 52.2922006, 11.4125492 52.2921711)",,,
121955138,2,Bornsche Straße,residential,30,False,True,57.663000000000004,"LINESTRING (11.4119243 52.2928747, 11.4119357 52.2929372, 11.4119605 52.2930069, 11.4119947 52.2930729, 11.4120472 52.2931559, 11.4121971 52.2933626)",,,
37145594,2,Stendaler Straße,residential,30,False,False,51.303,"LINESTRING (11.4125492 52.2921711, 11.4125438 52.2921517, 11.4125302 52.2921276, 11.4125036 52.2920935, 11.4123415 52.2919759, 11.4121095 52.2918018)",,,
37145594,2,Stendaler Straße,residential,30,False,True,90.054,"LINESTRING (11.4125492 52.2921711, 11.4125432 52.2922006, 11.4125217 52.2922321, 11.4124808 52.2922759, 11.4123025 52.2924241, 11.4121384 52.2925675, 11.4120743 52.2926448, 11.4119638 52.2927752, 11.4119397 52.2928174, 11.4119283 52.2928449, 11.4119243 52.2928747)",,,
"[292144288, 646138025, 37145591]",2,"['Markt', 'Magdeburger Straße']",residential,30,False,False,176.993,"LINESTRING (11.4113522 52.2912839, 11.4115656 52.2911787, 11.411944 52.2910004, 11.4120718 52.2909341, 11.4122132 52.2908509, 11.4122801 52.2908115, 11.4124438 52.2907363, 11.4133951 52.2902998)",,,
37145592,2,Markt,residential,30,False,True,69.012,"LINESTRING (11.4113522 52.2912839, 11.4115182 52.2913986, 11.4116547 52.2914971, 11.4118267 52.2916101, 11.4119411 52.2916881, 11.4120268 52.2917474)",,,
