osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,width,tunnel,access,ref
"[1067744743, 967651853, 967940888, 364555869, 329613215]",Alte Basler Straße,tertiary,False,False,103.096,"LINESTRING (7.947993 47.5547487, 7.9479448 47.5547308, 7.9478707 47.5547009, 7.9477846 47.5546611, 7.9477072 47.5546139, 7.9476854 47.554599, 7.9476325 47.5545628, 7.9475757 47.5545172, 7.9475293 47.5544755, 7.947485 47.554446, 7.9474431 47.5544178, 7.9472989 47.554335, 7.9472339 47.5543068, 7.9470576 47.5542387, 7.9469134 47.5541908)","['2', '3']",30,,,,
298818865,Alte Basler Straße,tertiary,False,True,156.696,"LINESTRING (7.9442149 47.5535695, 7.9443371 47.5536679, 7.9443828 47.5537024, 7.9444879 47.5537598, 7.9446123 47.5538173, 7.9447658 47.5538699, 7.9448425 47.5538941, 7.9449111 47.5539077, 7.9451024 47.5539381, 7.945209 47.5539507, 7.9456751 47.5539882, 7.9460274 47.5540166, 7.9461126 47.5540243)",2,30,,,,
54726938,Gießenstraße,residential,False,False,182.261,"LINESTRING (7.9453017 47.5507751, 7.946181 47.5505605, 7.9463087 47.5505293, 7.9466215 47.550453, 7.9471698 47.5503192, 7.9475855 47.5502177)",2,50,7,,,
"[48045672, 331389609]",Gießenstraße,residential,False,True,36.47,"LINESTRING (7.9453017 47.5507751, 7.9448951 47.5508932, 7.9448557 47.5509053)",2,50,,,,
"[331405569, 331389612]",Hauensteinstraße,residential,False,True,100.27,"LINESTRING (7.9453017 47.5507751, 7.9454242 47.5512575, 7.9454381 47.5513014, 7.9455519 47.5516607)",2,50,7.5,,,
"[1156206538, 1238346623]",Hauensteinstraße,residential,False,False,51.372,"LINESTRING (7.9453017 47.5507751, 7.945274 47.5506261, 7.9452164 47.5503167)",,30,"['4', '5']",,,
54726938,Gießenstraße,residential,False,True,182.261,"LINESTRING (7.9475855 47.5502177, 7.9471698 47.5503192, 7.9466215 47.550453, 7.9463087 47.5505293, 7.946181 47.5505605, 7.9453017 47.5507751)",2,50,7,,,
"[354655786, 354655787, 331651277, 38247239]",Austraße,residential,False,True,84.688,"LINESTRING (7.9475855 47.5502177, 7.9475875 47.550126, 7.9474685 47.5498713, 7.9473647 47.5497237, 7.9471942 47.5495137)",,"['50', '30']",,,,
153991033,Anton-Leo-Straße,residential,False,False,157.969,"LINESTRING (7.9473917 47.5517281, 7.9467842 47.5513905, 7.9466244 47.5513827, 7.9465456 47.5513913, 7.9461241 47.5514841, 7.9456342 47.5516124, 7.9455519 47.5516607)",,50,,,,
1152223748,Scheffelstraße,residential,True,False,74.61600000000001,"LINESTRING (7.9473917 47.5517281, 7.9479503 47.5512719, 7.9479622 47.5511931)",,50,,,,
28203994,Scheffelstraße,residential,True,False,22.228,"LINESTRING (7.9462611 47.552602, 7.9464512 47.5524487)",,50,,,,
26416069,Scheffelstraße,residential,False,True,39.209,"LINESTRING (7.9462611 47.552602, 7.9461518 47.5526808, 7.945909 47.5528625)",2,50,,,,
"[25309008, 331405569, 1238345571, 1238345551]",Hauensteinstraße,residential,False,False,119.50699999999999,"LINESTRING (7.9462611 47.552602, 7.9459519 47.5523085, 7.9456943 47.5520641, 7.9456733 47.5520017, 7.9455651 47.5516977, 7.9455519 47.5516607)",2,50,"['7', '8', '7.5']",,,
153991033,Anton-Leo-Straße,residential,False,True,157.969,"LINESTRING (7.9455519 47.5516607, 7.9456342 47.5516124, 7.9461241 47.5514841, 7.9465456 47.5513913, 7.9466244 47.5513827, 7.9467842 47.5513905, 7.9473917 47.5517281)",,50,,,,
"[331405569, 331389612]",Hauensteinstraße,residential,False,False,100.27,"LINESTRING (7.9455519 47.5516607, 7.9454381 47.5513014, 7.9454242 47.5512575, 7.9453017 47.5507751)",2,50,7.5,,,
"[25309008, 331405569, 1238345571, 1238345551]",Hauensteinstraße,residential,False,True,119.50699999999999,"LINESTRING (7.9455519 47.5516607, 7.9455651 47.5516977, 7.9456733 47.5520017, 7.9456943 47.5520641, 7.9459519 47.5523085, 7.9462611 47.552602)",2,50,"['7', '8', '7.5']",,,
25888125,Gießenstraße,residential,False,True,45.271,"LINESTRING (7.9438293 47.551248, 7.9432918 47.5514328)",2,50,,,,
"[48045672, 25888125]",Gießenstraße,residential,False,False,85.949,"LINESTRING (7.9438293 47.551248, 7.9442248 47.5511131, 7.9444208 47.5510451, 7.9447692 47.5509319, 7.9448557 47.5509053)",2,50,,,,
25803701,Werderstraße,residential,True,False,216.64999999999998,"LINESTRING (7.9451339 47.5529841, 7.9448385 47.5526525, 7.9446521 47.5524195, 7.9445752 47.5523216, 7.9444015 47.5520826, 7.9440973 47.5516438, 7.9439446 47.5514198, 7.9438821 47.551323, 7.9438293 47.551248)",1,50,8,,,
"[162941408, 162941407]","['Esperantostraße', 'Schönbergerweg']",residential,False,False,74.91,"LINESTRING (7.9451339 47.5529841, 7.9447185 47.5531647, 7.9446716 47.5531831, 7.9446741 47.5532267, 7.9449613 47.5533999)",2,,6,,,
1046376544,Scheffelstraße,residential,False,False,53.614,"LINESTRING (7.945446 47.5532297, 7.945909 47.5528625)",2,50,,,,
25803701,Werderstraße,residential,True,False,35.978,"LINESTRING (7.945446 47.5532297, 7.9454098 47.5532006, 7.9451339 47.5529841)",1,50,8,,,
"[786185852, 319324537, 26531106, 42919308]","['Untere Flüh', 'Scheffelstraße']",residential,False,"[False, True]",322.585,"LINESTRING (7.945446 47.5532297, 7.9451453 47.5534619, 7.9449913 47.5535764, 7.9448349 47.553687, 7.9446926 47.5537882, 7.9444344 47.5540068, 7.9443663 47.5540644, 7.944279 47.5541904, 7.944214 47.5543048, 7.9441592 47.5544147, 7.9441027 47.5545042, 7.9440266 47.554615, 7.9438922 47.5547514, 7.943814 47.554819, 7.943585 47.5550154, 7.943217 47.5553393, 7.9431659 47.5553847, 7.9429578 47.5555678)","['4', '2']",50,,yes,,
331250445,Werderstraße,residential,False,True,77.554,"LINESTRING (7.945446 47.5532297, 7.9454803 47.5532564, 7.9455365 47.5532997, 7.9455903 47.5533392, 7.945884 47.5535338, 7.9460094 47.5536352, 7.946073 47.5536894, 7.9461143 47.5537557)",2,50,,,,
"[126049148, 92850918]",Ballyweg,residential,False,False,65.19900000000001,"LINESTRING (7.9474435 47.5557369, 7.9472988 47.5556771, 7.9472124 47.5556444, 7.9470432 47.555554, 7.9469336 47.5554918, 7.9467511 47.5553855)",2,,6.5,,yes,
"[139953480, 331250432]",Bergseestraße,residential,False,False,24.041,"LINESTRING (7.9474435 47.5557369, 7.9472777 47.5558834, 7.9472502 47.5559093)",2,50,,,,
26006110,Hotzenweg,residential,False,False,101.351,"LINESTRING (7.9471942 47.5495137, 7.9461862 47.549732, 7.9459073 47.5497899)",,30,5,,,
"[354655786, 354655787, 331651277, 38247239]",Austraße,residential,False,False,84.68799999999999,"LINESTRING (7.9471942 47.5495137, 7.9473647 47.5497237, 7.9474685 47.5498713, 7.9475875 47.550126, 7.9475855 47.5502177)",,"['50', '30']",,,,
"[1235657377, 27005145, 885555350]",Austraße,residential,False,True,133.354,"LINESTRING (7.9471942 47.5495137, 7.9471776 47.5494906, 7.9471531 47.5494593, 7.9470169 47.5492792, 7.9469815 47.5492337, 7.9469687 47.549216, 7.9469271 47.5491597, 7.9469084 47.5491311, 7.9467655 47.5489186, 7.9466878 47.5488014, 7.9465561 47.5484514, 7.9465399 47.5484048)",,30,5,,,
26006111,Hauensteinstraße,residential,True,False,36.661,"LINESTRING (7.9448889 47.5490843, 7.9449516 47.5491557, 7.9450094 47.5493993)",,30,5,,,
1156206537,Hauensteinstraße,residential,False,False,48.309,"LINESTRING (7.9448889 47.5490843, 7.9448876 47.5490588, 7.9448791 47.5490057, 7.9448143 47.5486945, 7.9448051 47.5486537)",1,30,5,,,
"[153989082, 1238346294]",Im Hof,residential,False,True,128.841,"LINESTRING (7.9440562 47.5524703, 7.9439277 47.5522978, 7.9438114 47.5521396, 7.9432918 47.5514328)",,50,"['5', '6.5']",,,
25888125,Gießenstraße,residential,False,False,45.271,"LINESTRING (7.9432918 47.5514328, 7.9438293 47.551248)",2,50,,,,
"[153989082, 1238346294]",Im Hof,residential,False,False,128.841,"LINESTRING (7.9432918 47.5514328, 7.9438114 47.5521396, 7.9439277 47.5522978, 7.9440562 47.5524703)",,50,"['5', '6.5']",,,
319330168,Bergseestraße,residential,False,False,40.756,"LINESTRING (7.9465782 47.5567171, 7.9463875 47.5569206, 7.9462868 47.5570264)",2,50,,,,
319330168,Bergseestraße,residential,False,True,88.389,"LINESTRING (7.9465782 47.5567171, 7.9470275 47.5561598, 7.9471442 47.55602)",2,50,,,,
"[153992418, 678350823]","['Bergseestraße', 'Kloster']",living_street,False,False,66.25,"LINESTRING (7.9465782 47.5567171, 7.9466772 47.556739, 7.9468125 47.5567723, 7.9469216 47.5567992, 7.9471073 47.5568423, 7.9471345 47.5568486, 7.9472125 47.5568643, 7.9474241 47.5568557)",,,,,,
1152346451,Kloster,living_street,False,True,40.248,"LINESTRING (7.9474241 47.5568557, 7.947601 47.556514)",,,,,,
"[153992418, 678350823]","['Bergseestraße', 'Kloster']",living_street,False,True,66.25000000000001,"LINESTRING (7.9474241 47.5568557, 7.9472125 47.5568643, 7.9471345 47.5568486, 7.9471073 47.5568423, 7.9469216 47.5567992, 7.9468125 47.5567723, 7.9466772 47.556739, 7.9465782 47.5567171)",,,,,,
"[153992480, 967940928]",Werderstraße,residential,False,False,30.034,"LINESTRING (7.9461126 47.5540243, 7.9461329 47.5538331, 7.9461143 47.5537557)","['2', '3']",50,,,,
298818865,Alte Basler Straße,tertiary,False,False,156.696,"LINESTRING (7.9461126 47.5540243, 7.9460274 47.5540166, 7.9456751 47.5539882, 7.945209 47.5539507, 7.9451024 47.5539381, 7.9449111 47.5539077, 7.9448425 47.5538941, 7.9447658 47.5538699, 7.9446123 47.5538173, 7.9444879 47.5537598, 7.9443828 47.5537024, 7.9443371 47.5536679, 7.9442149 47.5535695)",2,30,,,,
329613215,Alte Basler Straße,tertiary,False,True,63.35,"LINESTRING (7.9461126 47.5540243, 7.9463184 47.5540473, 7.946521 47.5540745, 7.9466109 47.554096, 7.9467069 47.5541236, 7.9469134 47.5541908)",2,30,,,,
27236710,Hugo-Herrmann-Straße,residential,False,False,62.087,"LINESTRING (7.9448051 47.5486537, 7.9451928 47.5485999, 7.9456146 47.5485387)",,30,5,,,
1156206537,Hauensteinstraße,residential,False,True,48.309000000000005,"LINESTRING (7.9448051 47.5486537, 7.9448143 47.5486945, 7.9448791 47.5490057, 7.9448876 47.5490588, 7.9448889 47.5490843)",1,30,5,,,
"[27005145, 1235657377, 885555350]",Austraße,residential,False,False,133.354,"LINESTRING (7.9465399 47.5484048, 7.9465561 47.5484514, 7.9466878 47.5488014, 7.9467655 47.5489186, 7.9469084 47.5491311, 7.9469271 47.5491597, 7.9469687 47.549216, 7.9469815 47.5492337, 7.9470169 47.5492792, 7.9471531 47.5494593, 7.9471776 47.5494906, 7.9471942 47.5495137)",,30,5,,,
27236710,Hugo-Herrmann-Straße,residential,False,False,108.188,"LINESTRING (7.9465399 47.5484048, 7.947787 47.5482253, 7.9478438 47.5482171, 7.9479497 47.5482019)",,30,5,,,
27236710,Hugo-Herrmann-Straße,residential,False,True,71.025,"LINESTRING (7.9465399 47.5484048, 7.9463499 47.5484321, 7.9456146 47.5485387)",,30,5,,,
27236710,Hugo-Herrmann-Straße,residential,False,False,9.373999999999999,"LINESTRING (7.9479497 47.5482019, 7.94804 47.5481896, 7.948072 47.5481848)",,30,5,,,
27236710,Hugo-Herrmann-Straße,residential,False,True,108.188,"LINESTRING (7.9479497 47.5482019, 7.9478438 47.5482171, 7.947787 47.5482253, 7.9465399 47.5484048)",,30,5,,,
1046376544,Scheffelstraße,residential,False,True,53.614,"LINESTRING (7.945909 47.5528625, 7.945446 47.5532297)",2,50,,,,
26416069,Scheffelstraße,residential,False,False,39.209,"LINESTRING (7.945909 47.5528625, 7.9461518 47.5526808, 7.9462611 47.552602)",2,50,,,,
92850916,Sennhof,residential,False,True,26.093000000000004,"LINESTRING (7.9468386 47.5559142, 7.9469024 47.555929, 7.9469901 47.5559464, 7.9471172 47.5560083, 7.9471442 47.55602)",2,,6.5,,yes,
160954336,Sennhof,residential,True,False,75.65299999999999,"LINESTRING (7.9468386 47.5559142, 7.9467708 47.5558872, 7.9466703 47.5558098, 7.9465239 47.5556802, 7.9464907 47.555596, 7.9465574 47.5555415, 7.9466858 47.5554361, 7.9467511 47.5553855)",,,,,,
"[1238341315, 1238341476, 1238341539, 225308330, 225308332, 1238341555, 1238341471]",Sennhof,residential,False,False,179.853,"LINESTRING (7.9468386 47.5559142, 7.9466066 47.555938, 7.9465675 47.555942, 7.9464306 47.555965, 7.9462818 47.5560393, 7.9460971 47.5561873, 7.9459836 47.5562712, 7.945946 47.556299, 7.9457982 47.5563728, 7.945518 47.5565073, 7.9452904 47.5566252, 7.9452391 47.5566514, 7.9450176 47.5567759, 7.9449814 47.5567993, 7.9449307 47.55683)",,,"['2', '3', '4.5', '7', '4', '6', '5']",,yes,
153992412,Am Stammelhof,residential,False,True,59.082,"LINESTRING (7.9524684 47.5563997, 7.9520243 47.5567084, 7.951921 47.5567816)",,,,,,
"[1067744749, 331410933, 153992438, 374967670, 357518870]","['Rheinallee', 'Rheinbadstraße']","['residential', 'living_street']",False,"[False, True]",454.58399999999995,"LINESTRING (7.9524684 47.5563997, 7.9524493 47.5563861, 7.9523819 47.5563393, 7.9518233 47.5559571, 7.9514494 47.555687, 7.9511439 47.5554742, 7.9508287 47.5551764, 7.9506649 47.554954, 7.9505156 47.554759, 7.9504484 47.5546478, 7.9503701 47.5545358, 7.950342 47.5544662, 7.9503258 47.5543978, 7.950308 47.5543112, 7.9502841 47.5541777, 7.9494141 47.5538035, 7.948579 47.5534523)",,"['7', '30']",,,,
153991084,Schönaugasse,living_street,False,True,31.633,"LINESTRING (7.9482115 47.5516795, 7.9485111 47.5514794)",,7,,,,
153991084,Schönaugasse,living_street,False,False,30.343000000000004,"LINESTRING (7.9482115 47.5516795, 7.9480085 47.5518246, 7.9479411 47.5518821)",,7,,,,
353614426,Bruderhof,living_street,False,True,47.132000000000005,"LINESTRING (7.9482115 47.5516795, 7.948441 47.5518254, 7.9486397 47.5519884)",,7,,,,
381248227,Spitalgasse,living_street,False,True,28.173000000000002,"LINESTRING (7.9481546 47.5521725, 7.9479919 47.5520828, 7.947922 47.5520525, 7.9478406 47.5520604)",,7,,,,
162970693,Gewerbegasse,residential,False,False,35.366,"LINESTRING (7.9471895 47.5535446, 7.9475596 47.5537415)",,,,,,
162970693,Gewerbegasse,residential,False,True,33.219,"LINESTRING (7.9471895 47.5535446, 7.947203 47.5534479, 7.9472161 47.5533996, 7.9472525 47.5533654, 7.9473549 47.5532793)",,,,,,
"[162941411, 162984996, 331104710]",Lohgerbe,residential,False,False,85.322,"LINESTRING (7.9471895 47.5535446, 7.9471903 47.5536071, 7.947149 47.5536483, 7.9469642 47.5538281, 7.9468567 47.5537791, 7.9464482 47.5535656)",,,,,,
153991084,Schönaugasse,living_street,False,True,24.401,"LINESTRING (7.9473316 47.5526879, 7.947483 47.5524937)",,7,,,,
379938912,Spitalplatz,living_street,False,False,29.251,"LINESTRING (7.9473316 47.5526879, 7.9475909 47.5528843)",,7,,,,
96266326,Spitalgasse,living_street,True,False,100.656,"LINESTRING (7.9473316 47.5526879, 7.9470698 47.5524937, 7.9470459 47.5524596, 7.9470481 47.5524223, 7.9470715 47.5523866, 7.9471266 47.5523382, 7.9472548 47.552256, 7.9473519 47.5521755, 7.9474661 47.5520885, 7.9475246 47.5520441, 7.9476109 47.5520076)",,7,,,,
92850916,Sennhof,residential,False,False,26.093,"LINESTRING (7.9471442 47.55602, 7.9471172 47.5560083, 7.9469901 47.5559464, 7.9469024 47.555929, 7.9468386 47.5559142)",2,,6.5,,yes,
319330168,Bergseestraße,residential,False,False,88.389,"LINESTRING (7.9471442 47.55602, 7.9470275 47.5561598, 7.9465782 47.5567171)",2,50,,,,
410400090,Bergseestraße,residential,False,True,14.657,"LINESTRING (7.9471442 47.55602, 7.9471719 47.5559926, 7.9472502 47.5559093)",2,50,,,,
"[319324536, 331390954, 219439365]",Friedrichstraße,primary,False,True,174.73999999999998,"LINESTRING (7.9449307 47.55683, 7.944566 47.5566504, 7.9442139 47.5564741, 7.9439213 47.5563316, 7.9438585 47.5563019, 7.9436223 47.5561879, 7.9433857 47.556069, 7.9430421 47.555911)",3,50,,,,B 34
"[1238341539, 1238341476, 1238341315, 225308330, 225308332, 1238341555, 1238341471]",Sennhof,residential,False,True,179.85299999999995,"LINESTRING (7.9449307 47.55683, 7.9449814 47.5567993, 7.9450176 47.5567759, 7.9452391 47.5566514, 7.9452904 47.5566252, 7.945518 47.5565073, 7.9457982 47.5563728, 7.945946 47.556299, 7.9459836 47.5562712, 7.9460971 47.5561873, 7.9462818 47.5560393, 7.9464306 47.555965, 7.9465675 47.555942, 7.9466066 47.555938, 7.9468386 47.5559142)",,,"['2', '3', '4.5', '7', '4', '6', '5']",,yes,
162941420,Lohgerbe,residential,True,False,33.034,"LINESTRING (7.9461143 47.5537557, 7.9462479 47.5537025, 7.9464482 47.5535656)",,,,,,
331250445,Werderstraße,residential,False,False,77.55399999999999,"LINESTRING (7.9461143 47.5537557, 7.946073 47.5536894, 7.9460094 47.5536352, 7.945884 47.5535338, 7.9455903 47.5533392, 7.9455365 47.5532997, 7.9454803 47.5532564, 7.945446 47.5532297)",2,50,,,,
"[967940928, 153992480]",Werderstraße,residential,False,True,30.034,"LINESTRING (7.9461143 47.5537557, 7.9461329 47.5538331, 7.9461126 47.5540243)","['2', '3']",50,,,,
26006110,Hotzenweg,residential,False,True,101.351,"LINESTRING (7.9459073 47.5497899, 7.9461862 47.549732, 7.9471942 47.5495137)",,30,5,,,
95215658,Salpetererstraße,residential,True,False,140.85399999999998,"LINESTRING (7.9459073 47.5497899, 7.9457758 47.5492015, 7.9456252 47.5485822, 7.9456146 47.5485387)",,30,3,,,
1238347822,Hotzenweg,residential,False,False,59.635999999999996,"LINESTRING (7.9459073 47.5497899, 7.9455468 47.5498636, 7.9451476 47.5499471)",,30,4.5,,,
27236710,Hugo-Herrmann-Straße,residential,False,False,71.025,"LINESTRING (7.9456146 47.5485387, 7.9463499 47.5484321, 7.9465399 47.5484048)",,30,5,,,
27236710,Hugo-Herrmann-Straße,residential,False,True,62.087,"LINESTRING (7.9456146 47.5485387, 7.9451928 47.5485999, 7.9448051 47.5486537)",,30,5,,,
26006111,Hauensteinstraße,residential,True,False,61.789,"LINESTRING (7.9450094 47.5493993, 7.9451476 47.5499471)",,30,5,,,
942149729,Hauensteinstraße,residential,False,True,12.769,"LINESTRING (7.9450094 47.5493993, 7.9448395 47.5494054)",,,7.5,,,
942149729,Hauensteinstraße,residential,False,False,12.769,"LINESTRING (7.9448395 47.5494054, 7.9450094 47.5493993)",,,7.5,,,
26006116,Hauensteinstraße,residential,True,False,35.897,"LINESTRING (7.9448395 47.5494054, 7.9448743 47.5491826, 7.9448889 47.5490843)",1,30,,,,
153991084,Schönaugasse,living_street,False,False,31.633,"LINESTRING (7.9485111 47.5514794, 7.9482115 47.5516795)",,7,,,,
1042716371,Wernergasse,living_street,False,True,17.024,"LINESTRING (7.9485111 47.5514794, 7.948636 47.5516072)",,7,,,,
95395893,Wernergasse,living_street,False,False,52.513,"LINESTRING (7.9485111 47.5514794, 7.9484151 47.551401, 7.9481499 47.5512643, 7.9480333 47.5512201, 7.9479622 47.5511931)",,7,,,,
153991083,Schönaugasse,living_street,False,False,32.65,"LINESTRING (7.9485111 47.5514794, 7.9486693 47.5514031, 7.9487748 47.5513562, 7.9488713 47.5513149)",,7,,,,
"[96226386, 1238345135]",Kesslerweg,residential,False,True,81.67,"LINESTRING (7.94729 47.5529166, 7.9467234 47.5525998, 7.9464774 47.5524623, 7.9464512 47.5524487)",,,"['3.5', '3']",,,
28203994,Scheffelstraße,residential,True,False,106.789,"LINESTRING (7.9464512 47.5524487, 7.9469655 47.5520633, 7.9473917 47.5517281)",,50,,,,
"[96226386, 1238345135]",Kesslerweg,residential,False,False,81.67,"LINESTRING (7.9464512 47.5524487, 7.9464774 47.5524623, 7.9467234 47.5525998, 7.94729 47.5529166)",,,"['3.5', '3']",,,
153991084,Schönaugasse,living_street,False,False,24.401,"LINESTRING (7.947483 47.5524937, 7.9473316 47.5526879)",,7,,,,
353614427,Fabrikgasse,living_street,False,True,35.763,"LINESTRING (7.947483 47.5524937, 7.9479301 47.552605)",,7,,,,
153991084,Schönaugasse,living_street,False,True,55.191,"LINESTRING (7.947483 47.5524937, 7.9475368 47.5524137, 7.9476544 47.5522788, 7.9478406 47.5520604)",,7,,,,
126049148,Ballyweg,residential,False,True,90.066,"LINESTRING (7.9458964 47.5551104, 7.9460103 47.5550007, 7.9461045 47.5549802, 7.9461683 47.5549802, 7.9462424 47.5550142, 7.9467511 47.5553855)",,,,,,
126049148,Ballyweg,residential,False,False,90.06599999999999,"LINESTRING (7.9467511 47.5553855, 7.9462424 47.5550142, 7.9461683 47.5549802, 7.9461045 47.5549802, 7.9460103 47.5550007, 7.9458964 47.5551104)",,,,,,
"[126049148, 92850918]",Ballyweg,residential,False,True,65.199,"LINESTRING (7.9467511 47.5553855, 7.9469336 47.5554918, 7.9470432 47.555554, 7.9472124 47.5556444, 7.9472988 47.5556771, 7.9474435 47.5557369)",2,,6.5,,yes,
"[1152606386, 161269802, 352635206]",Kloster,"['residential', 'living_street']",False,False,94.001,"LINESTRING (7.9472502 47.5559093, 7.9472975 47.5559523, 7.9472902 47.5560144, 7.9472588 47.5560751, 7.9472321 47.5561198, 7.9471412 47.5562726, 7.9471231 47.5563157, 7.9471277 47.5563433, 7.9471694 47.5563657, 7.9475469 47.5564547, 7.9475943 47.5564832, 7.947601 47.556514)",,50,3.5,,,
"[331250432, 139953480]",Bergseestraße,residential,False,True,24.041,"LINESTRING (7.9472502 47.5559093, 7.9472777 47.5558834, 7.9474435 47.5557369)",2,50,,,,
410400090,Bergseestraße,residential,False,False,14.657,"LINESTRING (7.9472502 47.5559093, 7.9471719 47.5559926, 7.9471442 47.55602)",2,50,,,,
1152346451,Kloster,living_street,False,False,40.248,"LINESTRING (7.947601 47.556514, 7.9474241 47.5568557)",,,,,,
1152346451,Kloster,living_street,False,True,13.596,"LINESTRING (7.947601 47.556514, 7.9477682 47.5564669)",,,,,,
"[1152606386, 161269802, 352635206]",Kloster,"['living_street', 'residential']",False,True,94.00099999999999,"LINESTRING (7.947601 47.556514, 7.9475943 47.5564832, 7.9475469 47.5564547, 7.9471694 47.5563657, 7.9471277 47.5563433, 7.9471231 47.5563157, 7.9471412 47.5562726, 7.9472321 47.5561198, 7.9472588 47.5560751, 7.9472902 47.5560144, 7.9472975 47.5559523, 7.9472502 47.5559093)",,50,3.5,,,
"[942790904, 162557500]",Alte Basler Straße,residential,False,True,66.94300000000001,"LINESTRING (7.946385 47.5546735, 7.9467335 47.554357, 7.9467931 47.5543225, 7.9469134 47.5541908)",,,,,,
163773463,Lohgerbe,residential,True,False,42.877,"LINESTRING (7.9463417 47.5531143, 7.945909 47.5528625)",,,,,,
"[331250443, 173662838]",Lohgerbe,residential,False,True,65.739,"LINESTRING (7.9463417 47.5531143, 7.9461175 47.5533338, 7.9462154 47.553432, 7.9464482 47.5535656)",,,,,,
"[162941408, 162941407]","['Esperantostraße', 'Schönbergerweg']",residential,False,True,74.91,"LINESTRING (7.9449613 47.5533999, 7.9446741 47.5532267, 7.9446716 47.5531831, 7.9447185 47.5531647, 7.9451339 47.5529841)",2,,6,,,
"[162941411, 162984996, 331104710]",Lohgerbe,residential,False,True,85.32200000000002,"LINESTRING (7.9464482 47.5535656, 7.9468567 47.5537791, 7.9469642 47.5538281, 7.947149 47.5536483, 7.9471903 47.5536071, 7.9471895 47.5535446)",,,,,,
