osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,bridge,access,tunnel
25595786,False,2,B 37;B 45,Neckarsteinacher Straße,primary,50,False,55.507000000000005,"LINESTRING (8.7979861 49.3973789, 8.798337 49.397335, 8.7984298 49.3973223, 8.798528 49.3973089, 8.7986376 49.3972889, 8.7987333 49.3972685)",,,
29109253,False,2,B 37;B 45,Ziegelhäuser Straße,primary,50,True,60.72699999999999,"LINESTRING (8.7979861 49.3973789, 8.7977192 49.3974105, 8.7975664 49.397432, 8.7974325 49.3974572, 8.7972794 49.3974898, 8.7971757 49.3975157)",,,
"[568302306, 25581388]",False,,,Bergstraße,residential,,False,83.81099999999999,"LINESTRING (8.7979861 49.3973789, 8.7979442 49.3974495, 8.7979105 49.3975063, 8.7977904 49.3977351, 8.7977745 49.3977776, 8.7977473 49.3979597, 8.7977092 49.3980438, 8.7976821 49.3981022)",,,
"[25099689, 568302307]",True,1,,Bergstraße,residential,30,False,101.64099999999999,"LINESTRING (8.7979861 49.3973789, 8.7980002 49.3973529, 8.7980633 49.3972434, 8.7980932 49.3972, 8.7983121 49.3969018, 8.7983736 49.3968107, 8.7984767 49.3966539, 8.7985451 49.3965409)",,,
25581381,False,,,Langwiesenäcker,living_street,,True,81.051,"LINESTRING (8.8027259 49.3974654, 8.8021906 49.3977226, 8.802059 49.3977571, 8.8018177 49.3978866)",,,
25581380,False,,,Saarstraße,residential,30,False,88.231,"LINESTRING (8.8002605 49.3966842, 8.8002856 49.3967675, 8.8003268 49.3968728, 8.800363 49.3969528, 8.8004017 49.3970087, 8.8004489 49.3970483, 8.8006855 49.3971925, 8.8008987 49.3973283)",,,
25595786,False,2,B 37;B 45,Neckarsteinacher Straße,primary,50,True,128.42000000000002,"LINESTRING (8.8002605 49.3966842, 8.8001108 49.396735, 8.7999558 49.3967961, 8.7994197 49.3970215, 8.7993708 49.3970423, 8.7990297 49.39718, 8.798901 49.3972238, 8.7987333 49.3972685)",,,
203187480,False,2,B 37;B 45,Neckarsteinacher Straße,primary,50,False,45.001999999999995,"LINESTRING (8.8002605 49.3966842, 8.800372 49.3966482, 8.8004675 49.3966222, 8.8005878 49.3965905, 8.8006779 49.3965715, 8.8008408 49.3965413)",,,
25581380,False,,,Saarstraße,residential,30,True,90.977,"LINESTRING (8.8018177 49.3978866, 8.801097 49.3974489, 8.8008987 49.3973283)",,,
25581381,False,,,Langwiesenäcker,living_street,,False,81.051,"LINESTRING (8.8018177 49.3978866, 8.802059 49.3977571, 8.8021906 49.3977226, 8.8027259 49.3974654)",,,
25581382,False,,,Im Franz Vollmer,residential,,True,242.007,"LINESTRING (8.8018177 49.3978866, 8.8016569 49.3979422, 8.8014679 49.3979972, 8.8011832 49.3980852, 8.8009946 49.3981526, 8.800736 49.3982633, 8.8005238 49.3983649, 8.8003282 49.3984714, 8.8001317 49.3985873, 8.79997 49.3986974, 8.7997431 49.398885, 8.7993081 49.3992671)",,,
203187483,False,,,Saarstraße,residential,30,False,61.32899999999999,"LINESTRING (8.8018177 49.3978866, 8.8021375 49.3980783, 8.802441 49.3982603)",,,
25581384,True,,,Im Brühl,residential,,False,106.458,"LINESTRING (8.7993081 49.3992671, 8.8005171 49.3998126)",,,
25581382,False,,,Im Franz Vollmer,residential,,False,242.00699999999998,"LINESTRING (8.7993081 49.3992671, 8.7997431 49.398885, 8.79997 49.3986974, 8.8001317 49.3985873, 8.8003282 49.3984714, 8.8005238 49.3983649, 8.800736 49.3982633, 8.8009946 49.3981526, 8.8011832 49.3980852, 8.8014679 49.3979972, 8.8016569 49.3979422, 8.8018177 49.3978866)",,,
25581400,False,,,Bergstraße,residential,,True,16.108999999999998,"LINESTRING (8.7993081 49.3992671, 8.799259 49.3993079, 8.7992048 49.3993405, 8.799146 49.3993642)",,,
25581401,False,,,Bergstraße,residential,,True,13.988,"LINESTRING (8.7993081 49.3992671, 8.7992242 49.3992434, 8.7991287 49.3992204)",,,
821513261,False,,,Bergstraße,residential,,True,50.377,"LINESTRING (8.7992975 49.3997897, 8.7991675 49.3996417, 8.7991466 49.3996149, 8.7991386 49.3995953, 8.7991307 49.3995246, 8.79913 49.3994309, 8.7991311 49.3994201, 8.7991364 49.3993907, 8.799146 49.3993642)",,,
"[398260769, 38110613, 821513262, 25581399]",False,1,,"['In den Wingert', 'Bergstraße']",residential,,False,266.044,"LINESTRING (8.7992975 49.3997897, 8.7993103 49.3999075, 8.7993575 49.4001229, 8.7993661 49.4001855, 8.7993667 49.4002188, 8.7992944 49.4001845, 8.7992206 49.4001436, 8.7990954 49.4000628, 8.798976 49.3999819, 8.7988632 49.3999059, 8.7987649 49.3998313, 8.7986144 49.3997275, 8.7983721 49.3995407, 8.7982687 49.3994694, 8.7981461 49.3993939, 8.7981173 49.3993751, 8.7978406 49.3991939, 8.7976168 49.3990696, 8.7975613 49.3990426, 8.7974782 49.3990109, 8.7973277 49.3989623, 8.7971602 49.3989054)",,,
25581388,False,,,Bergstraße,residential,,True,16.065,"LINESTRING (8.799146 49.3993642, 8.7991332 49.399303, 8.7991283 49.399258, 8.7991287 49.3992204)",,,
25581400,False,,,Bergstraße,residential,,False,16.109,"LINESTRING (8.799146 49.3993642, 8.7992048 49.3993405, 8.799259 49.3993079, 8.7993081 49.3992671)",,,
821513261,False,,,Bergstraße,residential,,False,50.376999999999995,"LINESTRING (8.799146 49.3993642, 8.7991364 49.3993907, 8.7991311 49.3994201, 8.79913 49.3994309, 8.7991307 49.3995246, 8.7991386 49.3995953, 8.7991466 49.3996149, 8.7991675 49.3996417, 8.7992975 49.3997897)",,,
25581388,False,,,Bergstraße,residential,,False,16.064999999999998,"LINESTRING (8.7991287 49.3992204, 8.7991283 49.399258, 8.7991332 49.399303, 8.799146 49.3993642)",,,
25581388,False,,,Bergstraße,residential,,True,45.22,"LINESTRING (8.7991287 49.3992204, 8.7990999 49.3992057, 8.7990713 49.3991911, 8.7988303 49.3990717, 8.7986337 49.3989722)",,,
25581401,False,,,Bergstraße,residential,,False,13.988,"LINESTRING (8.7991287 49.3992204, 8.7992242 49.3992434, 8.7993081 49.3992671)",,,
"[398260769, 38110613, 821513262, 25581399]",False,1,,"['In den Wingert', 'Bergstraße']",residential,,True,266.044,"LINESTRING (8.7971602 49.3989054, 8.7973277 49.3989623, 8.7974782 49.3990109, 8.7975613 49.3990426, 8.7976168 49.3990696, 8.7978406 49.3991939, 8.7981173 49.3993751, 8.7981461 49.3993939, 8.7982687 49.3994694, 8.7983721 49.3995407, 8.7986144 49.3997275, 8.7987649 49.3998313, 8.7988632 49.3999059, 8.798976 49.3999819, 8.7990954 49.4000628, 8.7992206 49.4001436, 8.7992944 49.4001845, 8.7993667 49.4002188, 8.7993661 49.4001855, 8.7993575 49.4001229, 8.7993103 49.3999075, 8.7992975 49.3997897)",,,
25581388,False,,,Bergstraße,residential,,False,45.220000000000006,"LINESTRING (8.7986337 49.3989722, 8.7988303 49.3990717, 8.7990713 49.3991911, 8.7990999 49.3992057, 8.7991287 49.3992204)",,,
25581388,False,,,Bergstraße,residential,,True,42.968999999999994,"LINESTRING (8.7986337 49.3989722, 8.798358 49.3988335, 8.7981669 49.3987334)",,,
"[25581402, 33485860, 33485862, 33485863]",False,,,Hirschgasse,residential,,False,188.46800000000002,"LINESTRING (8.7986337 49.3989722, 8.7985794 49.3990155, 8.7985407 49.3990366, 8.7983509 49.3991112, 8.7983279 49.3991194, 8.7983059 49.399123, 8.7982916 49.3991238, 8.7982782 49.3991225, 8.7982526 49.399114, 8.7979278 49.3989948, 8.7975936 49.3988707, 8.7970495 49.3986764, 8.796822 49.39859, 8.7966989 49.3985291, 8.7966312 49.3984889, 8.7964611 49.3983672)",,,
391810291,False,,,Hirschgasse,residential,,False,11.155,"LINESTRING (8.7964611 49.3983672, 8.7963472 49.3982996)",,,
25581403,False,,,Hirschgasse,residential,,False,83.756,"LINESTRING (8.7964611 49.3983672, 8.7965934 49.3982536, 8.7967006 49.3981682, 8.7967337 49.3981329, 8.7967422 49.398112, 8.7967409 49.3980875, 8.7966917 49.3979555, 8.7966255 49.3978025, 8.7965641 49.3976913)",,,
"[25581402, 33485860, 33485862, 33485863]",False,,,Hirschgasse,residential,,True,188.46799999999996,"LINESTRING (8.7964611 49.3983672, 8.7966312 49.3984889, 8.7966989 49.3985291, 8.796822 49.39859, 8.7970495 49.3986764, 8.7975936 49.3988707, 8.7979278 49.3989948, 8.7982526 49.399114, 8.7982782 49.3991225, 8.7982916 49.3991238, 8.7983059 49.399123, 8.7983279 49.3991194, 8.7983509 49.3991112, 8.7985407 49.3990366, 8.7985794 49.3990155, 8.7986337 49.3989722)",,,
25581403,False,,,Hirschgasse,residential,,True,83.75599999999999,"LINESTRING (8.7965641 49.3976913, 8.7966255 49.3978025, 8.7966917 49.3979555, 8.7967409 49.3980875, 8.7967422 49.398112, 8.7967337 49.3981329, 8.7967006 49.3981682, 8.7965934 49.3982536, 8.7964611 49.3983672)",,,
186120645,False,3,B 37;B 45,Ziegelhäuser Straße,primary,50,True,20.164,"LINESTRING (8.7965641 49.3976913, 8.7964201 49.3977276, 8.7963028 49.3977542)",,,
"[384801268, 29109253]",False,"['2', '3']",B 37;B 45,Ziegelhäuser Straße,primary,50,False,48.385000000000005,"LINESTRING (8.7965641 49.3976913, 8.7970435 49.3975498, 8.7971757 49.3975157)",,,
25581388,False,,,Bergstraße,residential,,False,81.80799999999999,"LINESTRING (8.7976821 49.3981022, 8.7976771 49.3981426, 8.797686 49.3981922, 8.7977127 49.3982648, 8.7977955 49.39843, 8.7978458 49.3985048, 8.7978589 49.3985221, 8.7979167 49.3985883, 8.7979682 49.3986313, 8.7980247 49.3986677, 8.7981669 49.3987334)",,,
"[568302306, 25581388]",False,,,Bergstraße,residential,,True,83.81099999999999,"LINESTRING (8.7976821 49.3981022, 8.7977092 49.3980438, 8.7977473 49.3979597, 8.7977745 49.3977776, 8.7977904 49.3977351, 8.7979105 49.3975063, 8.7979442 49.3974495, 8.7979861 49.3973789)",,,
33485858,False,,,Fahrgasse,residential,30,True,79.274,"LINESTRING (8.7976821 49.3981022, 8.7976271 49.3980818, 8.7974994 49.3980271, 8.7974239 49.3979906, 8.7973738 49.3979519, 8.7973326 49.3979144, 8.797295 49.39787, 8.7972594 49.3978103, 8.7972052 49.3976189, 8.7971757 49.3975157)",,,
203187483,False,,,Saarstraße,residential,30,True,43.902,"LINESTRING (8.8028653 49.3985425, 8.802441 49.3982603)",,,
821511055,False,,,Saarstraße,residential,30,False,11.502,"LINESTRING (8.8028653 49.3985425, 8.8029856 49.3986101)",,,
33485868,False,,,Im Schulzengarten,residential,,True,105.34200000000001,"LINESTRING (8.8028653 49.3985425, 8.8023855 49.3986792, 8.8020223 49.3988179, 8.8017785 49.398928, 8.8016138 49.399017)",,,
25595780,False,,,Im Schulzengarten,residential,,True,119.185,"LINESTRING (8.8016138 49.399017, 8.801515 49.3990656, 8.8013075 49.3991945, 8.8010416 49.399383, 8.8005171 49.3998126)",,,
33485868,False,,,Im Schulzengarten,residential,,False,105.342,"LINESTRING (8.8016138 49.399017, 8.8017785 49.398928, 8.8020223 49.3988179, 8.8023855 49.3986792, 8.8028653 49.3985425)",,,
25595780,False,,,Im Schulzengarten,residential,,False,119.185,"LINESTRING (8.8005171 49.3998126, 8.8010416 49.399383, 8.8013075 49.3991945, 8.801515 49.3990656, 8.8016138 49.399017)",,,
25581388,False,,,Bergstraße,residential,,False,42.968999999999994,"LINESTRING (8.7981669 49.3987334, 8.798358 49.3988335, 8.7986337 49.3989722)",,,
25581388,False,,,Bergstraße,residential,,True,81.808,"LINESTRING (8.7981669 49.3987334, 8.7980247 49.3986677, 8.7979682 49.3986313, 8.7979167 49.3985883, 8.7978589 49.3985221, 8.7978458 49.3985048, 8.7977955 49.39843, 8.7977127 49.3982648, 8.797686 49.3981922, 8.7976771 49.3981426, 8.7976821 49.3981022)",,,
25595783,False,,,Im Hirtenstück,residential,,False,132.69799999999998,"LINESTRING (8.7981669 49.3987334, 8.7984148 49.3985345, 8.7987028 49.3983161, 8.7988648 49.3981953, 8.7991318 49.3980299, 8.7994218 49.3978671)",,,
25595783,False,,,Im Hirtenstück,residential,,False,123.054,"LINESTRING (8.7994218 49.3978671, 8.7996773 49.3977416, 8.7998632 49.3976604, 8.8001389 49.3975545, 8.8003959 49.3974685, 8.800616 49.3974007, 8.8008987 49.3973283)",,,
25595783,False,,,Im Hirtenstück,residential,,True,132.698,"LINESTRING (8.7994218 49.3978671, 8.7991318 49.3980299, 8.7988648 49.3981953, 8.7987028 49.3983161, 8.7984148 49.3985345, 8.7981669 49.3987334)",,,
25595784,False,1,,Neckarsteinacher Straße,residential,,False,84.453,"LINESTRING (8.7994218 49.3978671, 8.7993883 49.3978394, 8.7992746 49.3977464, 8.7991445 49.3976665, 8.7989492 49.3975461, 8.7989212 49.3975265, 8.7988999 49.3975091, 8.798883 49.3974944, 8.7988658 49.3974769, 8.7988545 49.3974633, 8.7988034 49.3973913, 8.7987588 49.3973151, 8.7987333 49.3972685)",,,
25581380,False,,,Saarstraße,residential,30,False,90.977,"LINESTRING (8.8008987 49.3973283, 8.801097 49.3974489, 8.8018177 49.3978866)",,,
25581380,False,,,Saarstraße,residential,30,True,88.231,"LINESTRING (8.8008987 49.3973283, 8.8006855 49.3971925, 8.8004489 49.3970483, 8.8004017 49.3970087, 8.800363 49.3969528, 8.8003268 49.3968728, 8.8002856 49.3967675, 8.8002605 49.3966842)",,,
25595783,False,,,Im Hirtenstück,residential,,True,123.054,"LINESTRING (8.8008987 49.3973283, 8.800616 49.3974007, 8.8003959 49.3974685, 8.8001389 49.3975545, 8.7998632 49.3976604, 8.7996773 49.3977416, 8.7994218 49.3978671)",,,
25645084,True,1,,Pfluggasse,residential,,False,103.21999999999998,"LINESTRING (8.7995981 49.3931739, 8.7997414 49.393243, 8.7998485 49.3933134, 8.7999984 49.393414, 8.800233 49.3935745, 8.8002529 49.3936012, 8.8002683 49.3936316, 8.8002358 49.3938276, 8.8002396 49.3938528, 8.8002479 49.393873, 8.8002804 49.3939143)",,,
131683743,True,1,,Hauptstraße,unclassified,20,False,88.45200000000001,"LINESTRING (8.7995981 49.3931739, 8.7998001 49.3929577, 8.7998407 49.3929174, 8.7999201 49.3928391, 8.8000767 49.3926845, 8.8001166 49.3926433, 8.8001523 49.3926056, 8.8001801 49.3925706, 8.8001949 49.3925414, 8.8001997 49.3925244, 8.8002017 49.3924896)",,,
"[25916208, 25916206]",False,,,"['Brückengasse', 'Marktplatz']","['residential', 'living_street']",,True,73.26599999999999,"LINESTRING (8.8000637 49.3940137, 8.7998303 49.3938469, 8.7997075 49.3937709, 8.799536 49.3937061, 8.7992645 49.3936262)",,,
25997028,True,1,,Neckarstraße,unclassified,20,False,31.289,"LINESTRING (8.8000637 49.3940137, 8.7998925 49.394121, 8.7997371 49.3941973)",,,
25916210,False,,,Pfarrgasse,residential,,False,19.221,"LINESTRING (8.7980162 49.394406, 8.7982578 49.3944778)",,,
25916209,False,,,Pfarrgasse,residential,,True,63.165000000000006,"LINESTRING (8.7980162 49.394406, 8.7977611 49.394774, 8.7977797 49.3948151, 8.7979296 49.3948875)",,,
32881169,False,,,Pfarrgasse,residential,,False,82.309,"LINESTRING (8.7980162 49.394406, 8.7980991 49.3942606, 8.7981859 49.3941038, 8.7981753 49.3940621, 8.7982691 49.3939704, 8.798562 49.3940875, 8.7986152 49.3941118)",,,
25916210,False,,,Pfarrgasse,residential,,True,19.221,"LINESTRING (8.7982578 49.3944778, 8.7980162 49.394406)",,,
24918641,True,1,,Hauptstraße,unclassified,20,False,48.268,"LINESTRING (8.7982578 49.3944778, 8.7984431 49.3942801, 8.798584 49.3941348, 8.7986152 49.3941118)",,,
25916212,False,,,Spitalgasse,residential,,False,30.315,"LINESTRING (8.799038 49.3932514, 8.7994097 49.3933771)",,,
25916212,False,,,Spitalgasse,residential,,True,34.228,"LINESTRING (8.799038 49.3932514, 8.7989345 49.3932651, 8.7986466 49.393227, 8.7986222 49.3932231, 8.7985789 49.393209)",,,
25916213,False,,,Spitalgasse,residential,,False,26.815,"LINESTRING (8.799038 49.3932514, 8.7990871 49.3931479, 8.7991024 49.3931109, 8.7991142 49.3930629, 8.7991139 49.393017)",,,
25916212,False,,,Spitalgasse,residential,,True,30.315,"LINESTRING (8.7994097 49.3933771, 8.799038 49.3932514)",,,
131683743,True,1,,Hauptstraße,unclassified,20,False,26.41,"LINESTRING (8.7994097 49.3933771, 8.7994964 49.3932801, 8.7995124 49.3932588, 8.7995981 49.3931739)",,,
25916212,False,,,Spitalgasse,residential,,False,34.228,"LINESTRING (8.7985789 49.393209, 8.7986222 49.3932231, 8.7986466 49.393227, 8.7989345 49.3932651, 8.799038 49.3932514)",,,
25916213,False,,,Spitalgasse,residential,,True,26.814999999999998,"LINESTRING (8.7991139 49.393017, 8.7991142 49.3930629, 8.7991024 49.3931109, 8.7990871 49.3931479, 8.799038 49.3932514)",,,
25916215,False,,,Jakobsgasse,residential,,False,58.45,"LINESTRING (8.7983479 49.3935426, 8.7988266 49.3937446, 8.7990119 49.3938409)",,,
131683742,True,1,,Hauptstraße,living_street,,False,7.969,"LINESTRING (8.7990119 49.3938409, 8.7990891 49.3937898)",,,
25916215,False,,,Jakobsgasse,residential,,True,58.45,"LINESTRING (8.7990119 49.3938409, 8.7988266 49.3937446, 8.7983479 49.3935426)",,,
131683742,True,1,,Hauptstraße,living_street,,False,22.244,"LINESTRING (8.7990891 49.3937898, 8.7992479 49.3936505, 8.7992645 49.3936262)",,,
25916219,False,,,Rosengasse,residential,,False,17.639,"LINESTRING (8.7997371 49.3941973, 8.7998685 49.3943309)",,,
25997028,True,1,,Neckarstraße,unclassified,20,False,11.039,"LINESTRING (8.7997371 49.3941973, 8.7996089 49.3942511)",,,
25916219,False,,,Rosengasse,residential,,True,17.639,"LINESTRING (8.7998685 49.3943309, 8.7997371 49.3941973)",,,
25916225,True,,,Am Hanfmarkt,residential,,False,40.483000000000004,"LINESTRING (8.7967737 49.3948105, 8.7965839 49.3950755, 8.7965245 49.3950774, 8.796475 49.3950703)",,,
155888441,False,,,Hauptstraße,unclassified,20,False,19.017,"LINESTRING (8.7967737 49.3948105, 8.7966436 49.3947797, 8.7965237 49.3947583)",,,
155888441,False,,,Hauptstraße,unclassified,20,True,21.145000000000003,"LINESTRING (8.7967737 49.3948105, 8.7968568 49.3948385, 8.7969217 49.3948659, 8.7970137 49.3949173)",,,
"[25916224, 31098858, 246938608, 123521848, 246901855]",False,,,"['Schiffgasse', 'Am Hanfmarkt']",residential,,True,210.69699999999997,"LINESTRING (8.796475 49.3950703, 8.7964387 49.3952163, 8.7964013 49.3952808, 8.7963751 49.3954066, 8.7963456 49.3956609, 8.7963428 49.3956849, 8.7963718 49.3956947, 8.7965508 49.3956884, 8.7966283 49.3956708, 8.7968282 49.3956423, 8.7971671 49.3955083, 8.7972328 49.3954899, 8.7973245 49.395481, 8.7972754 49.39545, 8.7971715 49.3953852, 8.7971351 49.3953597, 8.7970575 49.395301, 8.797011 49.3952394, 8.7970014 49.3951892, 8.7970354 49.395124, 8.7970835 49.3950509, 8.7971308 49.3949943)",,,
175817112,True,,,Am Hanfmarkt,residential,,False,34.872,"LINESTRING (8.796475 49.3950703, 8.7965079 49.3948594, 8.7965237 49.3947583)",,,
175817114,False,,,Elsenzweg,residential,,False,34.791,"LINESTRING (8.7958945 49.394998, 8.7959458 49.3946869)",,,
25048447,True,,,Elsenzweg,residential,,False,122.07900000000001,"LINESTRING (8.7958945 49.394998, 8.7958382 49.3955394, 8.7958113 49.395721, 8.795773 49.3959089, 8.7957568 49.3959882, 8.7957443 49.396029, 8.7957324 49.3960513, 8.795711 49.3960867)",,,
"[343799784, 337098014]",False,2,B 37;B 45,An der Friedensbrücke,primary,50,True,18.994,"LINESTRING (8.795964 49.3978043, 8.7959247 49.397732, 8.7958763 49.3976433)",,,
343509778,False,2,L 534,Ziegelhäuser Straße,secondary,50,True,24.028,"LINESTRING (8.795964 49.3978043, 8.7958331 49.3978127, 8.7956327 49.3978168)",,,
343799785,False,3,B 37;B 45,Ziegelhäuser Straße,primary,50,False,25.152,"LINESTRING (8.795964 49.3978043, 8.796045 49.3977947, 8.7961679 49.3977769, 8.7963028 49.3977542)",,,
38110599,True,,B 37;B 45,An der Friedensbrücke,primary,50,False,17.983,"LINESTRING (8.7945474 49.3956299, 8.7944058 49.395497)",,,
"[384801067, 25057411, 199833196, 38110598]",False,3,B 37;B 45,An der Friedensbrücke,primary,50,False,240.645,"LINESTRING (8.7945474 49.3956299, 8.7946461 49.3957703, 8.7948951 49.3961393, 8.7953661 49.3968519, 8.7958249 49.3975575, 8.7958623 49.3976176)",yes,,
"[125696201, 125696202]",True,1,B 37;B 45,An der Friedensbrücke,primary_link,50,False,40.245999999999995,"LINESTRING (8.7940465 49.3948872, 8.7939172 49.394802, 8.7938523 49.3947269, 8.7938215 49.3946912, 8.7937157 49.394599)",,,
"[1126935163, 203187479]",True,2,B 37;B 45,An der Friedensbrücke,primary,50,False,30.97,"LINESTRING (8.7940465 49.3948872, 8.7939687 49.3947603, 8.7939606 49.3947197, 8.7939614 49.3946862, 8.7939642 49.394655, 8.79397 49.394619)",,,
125696203,True,2,B 45,,primary,50,False,3.386,"LINESTRING (8.79397 49.394619, 8.7939803 49.3945893)",,,
95222782,True,2,B 37,Bahnhofstraße,primary,50,False,18.537,"LINESTRING (8.79397 49.394619, 8.7938708 49.3946112, 8.7937157 49.394599)",,,
"[25048449, 277128654, 118796910]",False,,,,residential,,False,38.686,"LINESTRING (8.7944058 49.395497, 8.7943457 49.3955431, 8.794317 49.3955868, 8.7943164 49.3956282, 8.7943701 49.3957448, 8.7943954 49.3957945, 8.7944114 49.3958166)",,,
"[343513001, 337098015]",True,3,B 37;B 45,An der Friedensbrücke,primary,50,False,72.625,"LINESTRING (8.7944058 49.395497, 8.7943244 49.3953606, 8.794154 49.3950627, 8.7940465 49.3948872)",,,
203187483,False,,,Saarstraße,residential,30,False,43.902,"LINESTRING (8.802441 49.3982603, 8.8028653 49.3985425)",,,
203187483,False,,,Saarstraße,residential,30,True,61.32899999999999,"LINESTRING (8.802441 49.3982603, 8.8021375 49.3980783, 8.8018177 49.3978866)",,,
821511055,False,,,Saarstraße,residential,30,True,11.502,"LINESTRING (8.8029856 49.3986101, 8.8028653 49.3985425)",,,
28763401,False,1,,Wiesenbacher Straße,unclassified,30,True,12.224,"LINESTRING (8.8004699 49.3921262, 8.8003714 49.3922155)",,,
131683744,False,2,,Wiesenbacher Straße,unclassified,30,False,38.328,"LINESTRING (8.8004699 49.3921262, 8.8005511 49.3920578, 8.8006636 49.3919541, 8.8007193 49.3919228, 8.8007786 49.3919007, 8.8008341 49.3918862)",,,
11410125,True,,,Hauptstraße,unclassified,,False,4.672,"LINESTRING (8.7979816 49.3949124, 8.7979296 49.3948875)",,,
102008914,False,,,Hauptstraße,unclassified,20,False,68.237,"LINESTRING (8.7979816 49.3949124, 8.7977298 49.3950203, 8.7975529 49.3950649, 8.797498 49.3950721, 8.7973749 49.3950663, 8.7972835 49.3950523, 8.7972092 49.3950303, 8.797173 49.3950186, 8.7971308 49.3949943)",,,
122708512,False,,K 4200,,secondary,50,True,24.213,"LINESTRING (8.7971824 49.3919298, 8.796848 49.3919363)",,yes,
"[184132378, 31098867, 24959234]",False,,,Bürgermeister-Müßig-Straße,living_street,,True,139.99800000000002,"LINESTRING (8.7971824 49.3919298, 8.7971815 49.3919875, 8.7971767 49.3920147, 8.7971651 49.3920452, 8.7971503 49.3920678, 8.7971296 49.3920852, 8.797104 49.3920958, 8.7970706 49.3921005, 8.7969965 49.3921, 8.7969094 49.3920941, 8.7968609 49.3920915, 8.7968029 49.3920941, 8.796753 49.3921053, 8.7967033 49.3921219, 8.7966611 49.3921425, 8.7966229 49.3921661, 8.7965812 49.3922329, 8.7965569 49.3922927, 8.7965387 49.392386, 8.7965295 49.3925247, 8.796516 49.3926407, 8.7964909 49.3927466, 8.7964849 49.3927718, 8.7964689 49.3928539, 8.7964694 49.3928952)",,,
122708512,False,,K 4200,,secondary,50,False,24.213,"LINESTRING (8.796848 49.3919363, 8.7971824 49.3919298)",,yes,
122702093,False,,K 4200,,secondary,50,True,32.88,"LINESTRING (8.796848 49.3919363, 8.7967075 49.3919434, 8.7965451 49.3919497, 8.7963955 49.3919615)",,,
298215262,True,1,B 45,,primary,50,False,42.056,"LINESTRING (8.7941571 49.394378, 8.7942388 49.3943443, 8.7943853 49.3942937, 8.7946839 49.3942215)",,,
125696212,True,1,,Bahnhofstraße,unclassified,50,False,23.676000000000002,"LINESTRING (8.7943731 49.3943944, 8.7944049 49.3945149, 8.7944173 49.3945431, 8.7944264 49.3945602, 8.7944643 49.3945957)",,,
125696217,True,3,B 45,Bammentaler Straße,primary,50,False,21.119999999999997,"LINESTRING (8.7943731 49.3943944, 8.7942675 49.3944706, 8.7942222 49.3945072, 8.7941808 49.3945372)",,,
95222778,True,1,B 37,,primary_link,50,False,58.212,"LINESTRING (8.7933651 49.3944634, 8.7938316 49.3944259, 8.7939066 49.3944186, 8.793961 49.3944133, 8.7941571 49.394378)",,,
125696214,True,2,B 37,Bahnhofstraße,primary_link,50,False,46.882999999999996,"LINESTRING (8.7933651 49.3944634, 8.7937443 49.3945208, 8.7938979 49.3945631, 8.7939803 49.3945893)",,,
125696215,True,1,B 37,Bahnhofstraße,primary,50,False,49.083,"LINESTRING (8.7933651 49.3944634, 8.7936955 49.3944643, 8.7938102 49.3944686, 8.7938965 49.3944753, 8.7939479 49.3944822, 8.7940369 49.3945009)",,,
125696205,True,4,B 37,Bahnhofstraße,primary,50,False,20.119,"LINESTRING (8.7928013 49.3944618, 8.7930793 49.3944626)",,,
219205848,False,,,Vordere Schützenhausstraße,residential,50,False,14.229,"LINESTRING (8.7928013 49.3944618, 8.7928788 49.3945794)",,,
"[25048466, 25048467, 551463510, 551463511, 551463512]",False,2,,Vordere Schützenhausstraße,residential,30,True,196.41699999999997,"LINESTRING (8.7928013 49.3944618, 8.7927436 49.3943712, 8.7927308 49.394348, 8.7926811 49.3943037, 8.792635 49.3942783, 8.7925951 49.3942618, 8.7925458 49.3942546, 8.7924535 49.3942546, 8.7923426 49.3942633, 8.7922524 49.3942819, 8.7920508 49.3943351, 8.7919701 49.3943582, 8.7918167 49.3943852, 8.7916399 49.3943892, 8.791476 49.3943584, 8.7913232 49.3943007, 8.7911765 49.3942097, 8.7910733 49.3940926, 8.7910042 49.3939392, 8.7909698 49.3938327, 8.7909343 49.3937227)",yes,,
125696208,True,1,B 37,,primary,50,False,11.169,"LINESTRING (8.7940369 49.3945009, 8.7941808 49.3945372)",,,
125696204,True,1,B 45,,primary,50,False,16.294,"LINESTRING (8.7940369 49.3945009, 8.7940678 49.3944568, 8.7941129 49.3944125, 8.7941571 49.394378)",,,
125696211,True,1,,Bahnhofstraße,unclassified,50,False,21.586000000000002,"LINESTRING (8.7941808 49.3945372, 8.7943091 49.3945696, 8.7943952 49.3945876, 8.7944643 49.3945957)",,,
125696218,True,3,B 45,,primary,50,False,11.747,"LINESTRING (8.7941808 49.3945372, 8.7941464 49.3945655, 8.7941245 49.3945911, 8.7941075 49.3946298)",,,
551467599,True,3,B 37,Bahnhofstraße,primary,50,False,20.255,"LINESTRING (8.7931586 49.3945836, 8.7928788 49.3945794)",,,
25048443,True,,,Poststraße,residential,30,False,140.132,"LINESTRING (8.7931586 49.3945836, 8.7931322 49.3948691, 8.7931037 49.3951765, 8.7930338 49.3958412)",,,
