osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,access,width
"[1202998059, 779964847, 646225232, 646225233, 124162587]",2,L 55,Münchentor,secondary,"['50', '30']",False,False,581.6450000000001,"LINESTRING (12.0730353 52.1154658, 12.0729233 52.1152563, 12.0728617 52.1151119, 12.0728125 52.1149818, 12.0727835 52.1149132, 12.0727526 52.1148448, 12.0726965 52.1147562, 12.0726071 52.1146419, 12.0725173 52.1145266, 12.072445 52.114444, 12.0723957 52.1143824, 12.0723199 52.1143169, 12.0722693 52.1142809, 12.0722019 52.1142411, 12.072109 52.1141992, 12.0718744 52.1141081, 12.0716764 52.1140263, 12.0716147 52.1139965, 12.0715608 52.1139654, 12.0714915 52.1139131, 12.0714103 52.1138235, 12.0713661 52.1137636, 12.0712965 52.1136603, 12.071246 52.1135688, 12.071206 52.1134641, 12.0711711 52.1133562, 12.0711257 52.1131329, 12.071093 52.1129755, 12.0710669 52.1128753, 12.0710186 52.1127342, 12.070993 52.1126594, 12.0709591 52.1125761, 12.070893 52.112424, 12.0708194 52.1122695, 12.0706947 52.1120322, 12.0705618 52.1117954, 12.0704206 52.1115609, 12.0702685 52.1113325, 12.0701304 52.1111577, 12.0699183 52.1109166, 12.0697863 52.110767)",yes,,
1188622538,2,B 246,Burgstraße,primary,50,False,False,120.17599999999999,"LINESTRING (12.0704403 52.1170768, 12.0709443 52.116932, 12.0711301 52.1168767, 12.0713619 52.1168019, 12.0715358 52.116737, 12.0717444 52.1166548, 12.071983 52.1165603)",,,
72098549,,,Markt,residential,30,True,False,55.89,"LINESTRING (12.0743634 52.1151847, 12.0743685 52.1153009, 12.0744001 52.1156868)",,,
124162605,,,Alte Straße,residential,30,False,True,105.83699999999999,"LINESTRING (12.0743634 52.1151847, 12.0745217 52.1151341, 12.0746418 52.1151028, 12.0747609 52.1150754, 12.0751675 52.114991, 12.0758292 52.114883)",,,
72089639,,,Grundstraße,residential,30,True,False,79.65,"LINESTRING (12.0758292 52.114883, 12.0758532 52.1149384, 12.0759781 52.1152649, 12.0760758 52.1155294, 12.0760914 52.1155809)",,,
124162605,,,Alte Straße,residential,30,False,False,105.83699999999999,"LINESTRING (12.0758292 52.114883, 12.0751675 52.114991, 12.0747609 52.1150754, 12.0746418 52.1151028, 12.0745217 52.1151341, 12.0743634 52.1151847)",,,
124162605,,,Alte Straße,residential,30,False,True,193.056,"LINESTRING (12.0758292 52.114883, 12.0760304 52.1148537, 12.0762071 52.1148216, 12.0771848 52.114621, 12.0775685 52.114544, 12.0780982 52.1144373, 12.0781293 52.1144372, 12.0781638 52.1144464, 12.0781904 52.1144622, 12.0782088 52.1144908, 12.0782621 52.1146649)",,,
72089640,,,Neue Straße,residential,30,False,False,116.18900000000001,"LINESTRING (12.0744001 52.1156868, 12.0750394 52.1156265, 12.0752593 52.1156122, 12.0754292 52.1156068, 12.0757362 52.115596, 12.0760914 52.1155809)",,,
"[72098549, 779965325]",,,Markt,residential,"['50', '30']",True,False,30.277,"LINESTRING (12.0744001 52.1156868, 12.0744104 52.1157604, 12.0744238 52.1158735, 12.0744338 52.1159583)",,,
72089640,,,Neue Straße,residential,30,False,True,166.964,"LINESTRING (12.078519 52.1154014, 12.0772604 52.1155008, 12.0760914 52.1155809)",,,
124162605,,,Alte Straße,residential,30,False,False,83.75300000000001,"LINESTRING (12.078519 52.1154014, 12.0784943 52.1153269, 12.0782621 52.1146649)",,,
124162605,,,Alte Straße,residential,30,False,True,66.196,"LINESTRING (12.078519 52.1154014, 12.0785797 52.1155793, 12.0786712 52.1158938, 12.0786991 52.1159863)",,,
72089639,,,Grundstraße,residential,30,True,False,74.79499999999999,"LINESTRING (12.0760914 52.1155809, 12.0761104 52.1156618, 12.0761221 52.1157399, 12.0761343 52.1159838, 12.0761295 52.1161234, 12.0761183 52.1161962, 12.0761104 52.1162517)",,,
72089640,,,Neue Straße,residential,30,False,False,166.964,"LINESTRING (12.0760914 52.1155809, 12.0772604 52.1155008, 12.078519 52.1154014)",,,
72089640,,,Neue Straße,residential,30,False,True,116.18900000000001,"LINESTRING (12.0760914 52.1155809, 12.0757362 52.115596, 12.0754292 52.1156068, 12.0752593 52.1156122, 12.0750394 52.1156265, 12.0744001 52.1156868)",,,
1126520188,2,B 246,Dammstraße,primary,30,False,False,33.248999999999995,"LINESTRING (12.0761104 52.1162517, 12.0762159 52.1162564, 12.0763469 52.1162582, 12.0764805 52.1162542, 12.0765961 52.116246)",,,
1126520188,2,B 246,Dammstraße,primary,30,False,True,120.64899999999999,"LINESTRING (12.0761104 52.1162517, 12.0760357 52.116245, 12.0759496 52.1162348, 12.0758427 52.1162189, 12.0757351 52.1161981, 12.0756044 52.1161666, 12.0754696 52.1161295, 12.0753448 52.1160912, 12.0751435 52.1160318, 12.0750297 52.1160009, 12.0749087 52.1159768, 12.0747874 52.1159622, 12.0746818 52.1159544, 12.0746222 52.1159525, 12.0745496 52.115953, 12.0744338 52.1159583)",,,
1090299630,2,B 246,Dammstraße,primary,50,False,True,2.87,"LINESTRING (12.0787401 52.1159806, 12.0786991 52.1159863)",,,
72089637,,,Lehmstraße,residential,30,True,False,216.573,"LINESTRING (12.0787401 52.1159806, 12.0788689 52.1163483, 12.0789179 52.1164751, 12.0789183 52.116496, 12.0789089 52.1165142, 12.0788842 52.1165358, 12.0788465 52.116558, 12.0788036 52.1165728, 12.0787145 52.1165873, 12.0785544 52.1165995, 12.0783462 52.1166131, 12.0780081 52.1166229, 12.0779172 52.1166208, 12.077723 52.1166067, 12.0776622 52.1166017, 12.0775916 52.1166001, 12.0772121 52.1166191, 12.0766785 52.1166558)",,,
"[124162597, 1090299630]",2,B 246,Dammstraße,primary,50,False,False,62.333,"LINESTRING (12.0787401 52.1159806, 12.0792043 52.1159261, 12.0793295 52.1159136, 12.0794695 52.1159022, 12.0795926 52.1158932, 12.0796405 52.1158897)",,,
124162597,2,B 246,Dammstraße,primary,50,False,False,172.013,"LINESTRING (12.0799992 52.1158745, 12.0803874 52.1158671, 12.0808666 52.1158697, 12.0811034 52.1158736, 12.0814937 52.1158803, 12.081686 52.1158808, 12.0818112 52.1158824, 12.0819221 52.1158838, 12.0825177 52.1158923)",,,
124162597,2,B 246,Dammstraße,primary,50,False,True,24.551000000000002,"LINESTRING (12.0799992 52.1158745, 12.0798072 52.1158817, 12.0796405 52.1158897)",,,
"[1090194752, 88447363]",,,Wahlgasse,residential,50,False,False,116.47699999999999,"LINESTRING (12.0799992 52.1158745, 12.0800136 52.1159807, 12.0800208 52.1160339, 12.0802141 52.1166314, 12.0802158 52.1166615, 12.0802074 52.1166883, 12.0801719 52.1167574, 12.0801323 52.1168423, 12.0801269 52.1169024)",,,
"[747009762, 747351642]",,,Möckernitzer Damm,residential,50,False,True,133.267,"LINESTRING (12.0815533 52.1130198, 12.0816606 52.1132535, 12.0817109 52.1133678, 12.0817541 52.1134676, 12.0817976 52.1135532, 12.0818338 52.113623, 12.0818759 52.1136921, 12.0819337 52.1137823, 12.0820631 52.1139856, 12.0821256 52.1140822, 12.0821646 52.1141566)",,,
88447341,,,Möckernitzer Damm,residential,50,False,True,194.715,"LINESTRING (12.0821646 52.1141566, 12.0821915 52.1142264, 12.0822128 52.1142868, 12.082232 52.1143524, 12.0822764 52.1145369, 12.0822798 52.1145554, 12.0823116 52.11469, 12.0823287 52.1147713, 12.0823453 52.114844, 12.0823668 52.1149463, 12.0824305 52.115248, 12.0824867 52.1155702, 12.0825136 52.1157272, 12.0825176 52.1158176, 12.0825177 52.1158923)",,,
"[750528775, 1089765227, 124162608, 747011127, 1120613310]",2,,Kirchworthstraße,residential,50,False,False,279.88,"LINESTRING (12.0821646 52.1141566, 12.0827535 52.1140739, 12.0828073 52.1140688, 12.0828354 52.1140684, 12.0828584 52.1140694, 12.0828768 52.114072, 12.0828991 52.1140782, 12.0829225 52.114095, 12.0830742 52.1142699, 12.0831026 52.1143028, 12.0831346 52.1143397, 12.0835167 52.1148088, 12.083677 52.1150484, 12.0838469 52.1152953, 12.0840097 52.1155333, 12.08416 52.1157787, 12.0841873 52.1158234, 12.0842 52.1158443, 12.0842015 52.1158847, 12.0841809 52.1159565)",,,
"[747009762, 747351642]",,,Möckernitzer Damm,residential,50,False,False,133.267,"LINESTRING (12.0821646 52.1141566, 12.0821256 52.1140822, 12.0820631 52.1139856, 12.0819337 52.1137823, 12.0818759 52.1136921, 12.0818338 52.113623, 12.0817976 52.1135532, 12.0817541 52.1134676, 12.0817109 52.1133678, 12.0816606 52.1132535, 12.0815533 52.1130198)",,,
124162590,,,Mühlenstraße,residential,30,False,False,45.914,"LINESTRING (12.0766785 52.1166558, 12.0766407 52.1164741, 12.076612 52.1163272, 12.0765961 52.116246)",,,
124162590,,,Mühlenstraße,residential,30,False,True,44.304,"LINESTRING (12.0766785 52.1166558, 12.0766743 52.1167439, 12.0766674 52.116842, 12.0766624 52.1168679, 12.0766405 52.1169005, 12.0765903 52.1169498, 12.0765357 52.116996, 12.0764917 52.1170191)",,,
88447361,,,Kirchstraße,residential,50,False,True,78.87199999999999,"LINESTRING (12.071983 52.1165603, 12.0719779 52.1165079, 12.0719047 52.1162436, 12.0718333 52.1159714, 12.0718263 52.1159291, 12.0718357 52.1158944, 12.0718697 52.1158659)",,,
124162590,,,Mühlenstraße,residential,30,False,False,260.783,"LINESTRING (12.071983 52.1165603, 12.072001 52.1166192, 12.0720161 52.116634, 12.0720558 52.1166727, 12.0725536 52.1170609, 12.0726287 52.1171133, 12.0727099 52.1171609, 12.0728247 52.1172134, 12.0729527 52.117258, 12.0730401 52.1172767, 12.0731339 52.1172853, 12.0732454 52.1172881, 12.0733532 52.1172811, 12.0741619 52.1172168, 12.0742258 52.1172125, 12.0749121 52.1171615, 12.0750591 52.1171475, 12.0752267 52.1171275)",,,
786491676,2,B 246,Burgstraße,primary,30,False,False,110.95100000000001,"LINESTRING (12.071983 52.1165603, 12.0722271 52.1164665, 12.0725077 52.1163624, 12.0728369 52.1162519, 12.0731167 52.1161544, 12.0732462 52.1161089, 12.0733151 52.1160863, 12.0733936 52.1160664)",,,
1188622538,2,B 246,Burgstraße,primary,50,False,True,120.17599999999999,"LINESTRING (12.071983 52.1165603, 12.0717444 52.1166548, 12.0715358 52.116737, 12.0713619 52.1168019, 12.0711301 52.1168767, 12.0709443 52.116932, 12.0704403 52.1170768)",,,
124162590,,,Mühlenstraße,residential,30,False,True,45.914,"LINESTRING (12.0765961 52.116246, 12.076612 52.1163272, 12.0766407 52.1164741, 12.0766785 52.1166558)",,,
1090299630,2,B 246,Dammstraße,primary,50,False,False,146.583,"LINESTRING (12.0765961 52.116246, 12.0767794 52.1162267, 12.077297 52.1161677, 12.0774782 52.1161517, 12.0776417 52.1161387, 12.0777524 52.1161265, 12.0778976 52.1161047, 12.0780663 52.1160766, 12.0783189 52.1160386, 12.0786991 52.1159863)",,,
1126520188,2,B 246,Dammstraße,primary,30,False,True,33.249,"LINESTRING (12.0765961 52.116246, 12.0764805 52.1162542, 12.0763469 52.1162582, 12.0762159 52.1162564, 12.0761104 52.1162517)",,,
88447361,,,Kirchstraße,residential,50,False,False,78.872,"LINESTRING (12.0718697 52.1158659, 12.0718357 52.1158944, 12.0718263 52.1159291, 12.0718333 52.1159714, 12.0719047 52.1162436, 12.0719779 52.1165079, 12.071983 52.1165603)",,,
88447361,,,Kirchstraße,residential,50,False,True,91.92699999999999,"LINESTRING (12.0718697 52.1158659, 12.0719446 52.1158516, 12.0720238 52.1158482, 12.0722951 52.1158523, 12.0723652 52.1158526, 12.0724458 52.1158449, 12.0725626 52.1158221, 12.0731759 52.1157038)",,,
332850088,,,Schulhof,residential,50,False,False,52.463,"LINESTRING (12.0718697 52.1158659, 12.0718303 52.1158353, 12.0718085 52.1158019, 12.0717723 52.1157319, 12.07173 52.1156333, 12.071688 52.1154134)",,no,
88447341,,,Möckernitzer Damm,residential,50,False,False,194.71499999999997,"LINESTRING (12.0825177 52.1158923, 12.0825176 52.1158176, 12.0825136 52.1157272, 12.0824867 52.1155702, 12.0824305 52.115248, 12.0823668 52.1149463, 12.0823453 52.114844, 12.0823287 52.1147713, 12.0823116 52.11469, 12.0822798 52.1145554, 12.0822764 52.1145369, 12.082232 52.1143524, 12.0822128 52.1142868, 12.0821915 52.1142264, 12.0821646 52.1141566)",,,
124162597,2,B 246,Dammstraße,primary,50,False,False,115.02100000000002,"LINESTRING (12.0825177 52.1158923, 12.0831733 52.1159012, 12.0838202 52.1159043, 12.0839759 52.1159039, 12.0840405 52.1159094, 12.0841042 52.1159247, 12.0841809 52.1159565)",,,
124162597,2,B 246,Dammstraße,primary,50,False,True,172.013,"LINESTRING (12.0825177 52.1158923, 12.0819221 52.1158838, 12.0818112 52.1158824, 12.081686 52.1158808, 12.0814937 52.1158803, 12.0811034 52.1158736, 12.0808666 52.1158697, 12.0803874 52.1158671, 12.0799992 52.1158745)",,,
88447365,,,Wahlgasse,residential,50,False,True,275.8,"LINESTRING (12.0764917 52.1170191, 12.0765042 52.1170802, 12.0765348 52.1172087, 12.0765438 52.117221, 12.0765603 52.1172342, 12.07659 52.1172457, 12.0766299 52.11725, 12.0770819 52.1172293, 12.0775559 52.1172177, 12.0787014 52.1171785, 12.0792143 52.1171593, 12.0793565 52.1171404, 12.0795523 52.1170959, 12.0798762 52.1170099, 12.079959 52.1169827, 12.0800313 52.1169518, 12.0801269 52.1169024)",,,
124162590,,,Mühlenstraße,residential,30,False,False,44.304,"LINESTRING (12.0764917 52.1170191, 12.0765357 52.116996, 12.0765903 52.1169498, 12.0766405 52.1169005, 12.0766624 52.1168679, 12.0766674 52.116842, 12.0766743 52.1167439, 12.0766785 52.1166558)",,,
124162590,,,Mühlenstraße,residential,30,False,True,87.905,"LINESTRING (12.0764917 52.1170191, 12.0764453 52.1170417, 12.0763822 52.1170521, 12.0763008 52.1170565, 12.0761116 52.1170604, 12.075905 52.1170714, 12.0754375 52.1171075, 12.0752267 52.1171275)",,,
124162590,,,Mühlenstraße,residential,30,False,False,87.90499999999999,"LINESTRING (12.0752267 52.1171275, 12.0754375 52.1171075, 12.075905 52.1170714, 12.0761116 52.1170604, 12.0763008 52.1170565, 12.0763822 52.1170521, 12.0764453 52.1170417, 12.0764917 52.1170191)",,,
124162590,,,Mühlenstraße,residential,30,False,True,260.783,"LINESTRING (12.0752267 52.1171275, 12.0750591 52.1171475, 12.0749121 52.1171615, 12.0742258 52.1172125, 12.0741619 52.1172168, 12.0733532 52.1172811, 12.0732454 52.1172881, 12.0731339 52.1172853, 12.0730401 52.1172767, 12.0729527 52.117258, 12.0728247 52.1172134, 12.0727099 52.1171609, 12.0726287 52.1171133, 12.0725536 52.1170609, 12.0720558 52.1166727, 12.0720161 52.116634, 12.072001 52.1166192, 12.071983 52.1165603)",,,
124162594,,,Kleine Marktstraße,residential,30,False,False,109.04399999999998,"LINESTRING (12.0752267 52.1171275, 12.0751885 52.1170206, 12.0751444 52.1169245, 12.0750929 52.1168311, 12.0750325 52.116731, 12.074918 52.116579, 12.0746512 52.1162157)",,,
"[787685373, 787506518]",,,Kreuzstraße,residential,30,True,False,202.27200000000002,"LINESTRING (12.0793426 52.1145021, 12.0795856 52.1143699, 12.0796433 52.1143355, 12.0796908 52.114316, 12.0797146 52.1143077, 12.0797497 52.1142997, 12.0798118 52.1142902, 12.0805069 52.1142028, 12.0805922 52.1141958, 12.0806651 52.1141918, 12.081054 52.1141791, 12.0813913 52.1141687, 12.0820184 52.1141476, 12.0820934 52.1141493, 12.0821646 52.1141566)",,,
"[1089762427, 998093373]",,,Bergstraße,residential,30,False,True,96.45800000000001,"LINESTRING (12.0793426 52.1145021, 12.0793074 52.11447, 12.0792808 52.1144347, 12.0791218 52.114113, 12.0790933 52.1140575, 12.0790593 52.1140032, 12.0790119 52.113959, 12.0789488 52.1139322, 12.0788476 52.1139025, 12.0787467 52.1138684, 12.078688 52.1138345, 12.0786426 52.1137952)",,,
25039202,2,L 55,Markt,secondary,50,False,False,28.152,"LINESTRING (12.0731759 52.1157038, 12.0730353 52.1154658)",,,
"[25039202, 1216572722]",2,L 55,Markt,secondary,50,False,True,42.972,"LINESTRING (12.0731759 52.1157038, 12.0732168 52.115773, 12.0733279 52.1159575, 12.0733936 52.1160664)",,,
88447361,,,Kirchstraße,residential,50,False,False,91.927,"LINESTRING (12.0731759 52.1157038, 12.0725626 52.1158221, 12.0724458 52.1158449, 12.0723652 52.1158526, 12.0722951 52.1158523, 12.0720238 52.1158482, 12.0719446 52.1158516, 12.0718697 52.1158659)",,,
"[1090194752, 88447363]",,,Wahlgasse,residential,50,False,True,116.477,"LINESTRING (12.0801269 52.1169024, 12.0801323 52.1168423, 12.0801719 52.1167574, 12.0802074 52.1166883, 12.0802158 52.1166615, 12.0802141 52.1166314, 12.0800208 52.1160339, 12.0800136 52.1159807, 12.0799992 52.1158745)",,,
88447365,,,Wahlgasse,residential,50,False,False,275.7999999999999,"LINESTRING (12.0801269 52.1169024, 12.0800313 52.1169518, 12.079959 52.1169827, 12.0798762 52.1170099, 12.0795523 52.1170959, 12.0793565 52.1171404, 12.0792143 52.1171593, 12.0787014 52.1171785, 12.0775559 52.1172177, 12.0770819 52.1172293, 12.0766299 52.11725, 12.07659 52.1172457, 12.0765603 52.1172342, 12.0765438 52.117221, 12.0765348 52.1172087, 12.0765042 52.1170802, 12.0764917 52.1170191)",,,
"[1173595379, 1213423749]",2,,Am Sportplatz,residential,50,False,False,120.985,"LINESTRING (12.0801269 52.1169024, 12.0802588 52.1172134, 12.0803338 52.1173994, 12.0803811 52.1174673, 12.0804346 52.1174977, 12.0804777 52.1175163, 12.0805363 52.1175366, 12.0806141 52.1175437, 12.080916 52.1175349, 12.0810026 52.1175319, 12.0811581 52.1175266)",,,5
"[1202998059, 779964847, 646225232, 646225233, 124162587]",2,L 55,Münchentor,secondary,"['50', '30']",False,True,581.645,"LINESTRING (12.0697863 52.110767, 12.0699183 52.1109166, 12.0701304 52.1111577, 12.0702685 52.1113325, 12.0704206 52.1115609, 12.0705618 52.1117954, 12.0706947 52.1120322, 12.0708194 52.1122695, 12.070893 52.112424, 12.0709591 52.1125761, 12.070993 52.1126594, 12.0710186 52.1127342, 12.0710669 52.1128753, 12.071093 52.1129755, 12.0711257 52.1131329, 12.0711711 52.1133562, 12.071206 52.1134641, 12.071246 52.1135688, 12.0712965 52.1136603, 12.0713661 52.1137636, 12.0714103 52.1138235, 12.0714915 52.1139131, 12.0715608 52.1139654, 12.0716147 52.1139965, 12.0716764 52.1140263, 12.0718744 52.1141081, 12.072109 52.1141992, 12.0722019 52.1142411, 12.0722693 52.1142809, 12.0723199 52.1143169, 12.0723957 52.1143824, 12.072445 52.114444, 12.0725173 52.1145266, 12.0726071 52.1146419, 12.0726965 52.1147562, 12.0727526 52.1148448, 12.0727835 52.1149132, 12.0728125 52.1149818, 12.0728617 52.1151119, 12.0729233 52.1152563, 12.0730353 52.1154658)",yes,,
124162594,,,Kleine Marktstraße,residential,30,False,True,109.04400000000001,"LINESTRING (12.0746512 52.1162157, 12.074918 52.116579, 12.0750325 52.116731, 12.0750929 52.1168311, 12.0751444 52.1169245, 12.0751885 52.1170206, 12.0752267 52.1171275)",,,
124162605,,,Alte Straße,residential,30,False,False,193.056,"LINESTRING (12.0782621 52.1146649, 12.0782088 52.1144908, 12.0781904 52.1144622, 12.0781638 52.1144464, 12.0781293 52.1144372, 12.0780982 52.1144373, 12.0775685 52.114544, 12.0771848 52.114621, 12.0762071 52.1148216, 12.0760304 52.1148537, 12.0758292 52.114883)",,,
124162605,,,Alte Straße,residential,30,False,True,83.75300000000001,"LINESTRING (12.0782621 52.1146649, 12.0784943 52.1153269, 12.078519 52.1154014)",,,
124162606,,,Kreuzstraße,residential,50,False,False,71.25800000000001,"LINESTRING (12.0782621 52.1146649, 12.07913 52.1145637, 12.0792901 52.114561)",,,
124162606,,,Kreuzstraße,residential,50,False,True,71.25800000000001,"LINESTRING (12.0792901 52.114561, 12.07913 52.1145637, 12.0782621 52.1146649)",,,
753720020,,,Kreuzstraße,residential,30,True,False,7.487,"LINESTRING (12.0792901 52.114561, 12.0793074 52.1145371, 12.0793246 52.1145182, 12.0793426 52.1145021)",,,
"[1089762427, 998093373]",,,Bergstraße,residential,30,False,False,96.45800000000001,"LINESTRING (12.0786426 52.1137952, 12.078688 52.1138345, 12.0787467 52.1138684, 12.0788476 52.1139025, 12.0789488 52.1139322, 12.0790119 52.113959, 12.0790593 52.1140032, 12.0790933 52.1140575, 12.0791218 52.114113, 12.0792808 52.1144347, 12.0793074 52.11447, 12.0793426 52.1145021)",,,
332850088,,,Schulhof,residential,50,False,True,52.463,"LINESTRING (12.071688 52.1154134, 12.07173 52.1156333, 12.0717723 52.1157319, 12.0718085 52.1158019, 12.0718303 52.1158353, 12.0718697 52.1158659)",,no,
124162597,2,B 246,Dammstraße,primary,50,False,True,115.02100000000002,"LINESTRING (12.0841809 52.1159565, 12.0841042 52.1159247, 12.0840405 52.1159094, 12.0839759 52.1159039, 12.0838202 52.1159043, 12.0831733 52.1159012, 12.0825177 52.1158923)",,,
"[750528775, 1089765227, 124162608, 747011127, 1120613310]",2,,Kirchworthstraße,residential,50,False,True,279.88,"LINESTRING (12.0841809 52.1159565, 12.0842015 52.1158847, 12.0842 52.1158443, 12.0841873 52.1158234, 12.08416 52.1157787, 12.0840097 52.1155333, 12.0838469 52.1152953, 12.083677 52.1150484, 12.0835167 52.1148088, 12.0831346 52.1143397, 12.0831026 52.1143028, 12.0830742 52.1142699, 12.0829225 52.114095, 12.0828991 52.1140782, 12.0828768 52.114072, 12.0828584 52.1140694, 12.0828354 52.1140684, 12.0828073 52.1140688, 12.0827535 52.1140739, 12.0821646 52.1141566)",,,
1090299630,2,B 246,Dammstraße,primary,50,False,False,2.87,"LINESTRING (12.0786991 52.1159863, 12.0787401 52.1159806)",,,
124162605,,,Alte Straße,residential,30,False,False,66.196,"LINESTRING (12.0786991 52.1159863, 12.0786712 52.1158938, 12.0785797 52.1155793, 12.078519 52.1154014)",,,
1090299630,2,B 246,Dammstraße,primary,50,False,True,146.583,"LINESTRING (12.0786991 52.1159863, 12.0783189 52.1160386, 12.0780663 52.1160766, 12.0778976 52.1161047, 12.0777524 52.1161265, 12.0776417 52.1161387, 12.0774782 52.1161517, 12.077297 52.1161677, 12.0767794 52.1162267, 12.0765961 52.116246)",,,
"[1173595379, 1213423749]",2,,Am Sportplatz,residential,50,False,True,120.985,"LINESTRING (12.0811581 52.1175266, 12.0810026 52.1175319, 12.080916 52.1175349, 12.0806141 52.1175437, 12.0805363 52.1175366, 12.0804777 52.1175163, 12.0804346 52.1174977, 12.0803811 52.1174673, 12.0803338 52.1173994, 12.0802588 52.1172134, 12.0801269 52.1169024)",,,5
