osmid,highway,junction,oneway,reversed,length,geometry,name,maxspeed,width,lanes,ref,access
4345953,secondary,roundabout,True,False,5.768,"LINESTRING (8.3060475 48.9687725, 8.3060095 48.9687654, 8.3059733 48.968755)",,,,,,
4542055,residential,,False,True,57.965,"LINESTRING (8.3081777 48.9721483, 8.307413 48.9722889)",Karl-Schlageter-Straße,30,,,,
4542055,residential,,False,False,73.762,"LINESTRING (8.3081777 48.9721483, 8.3090281 48.97197, 8.3090656 48.9719568, 8.3090884 48.9719409, 8.3091099 48.9719172)",Karl-Schlageter-Straße,30,,,,
4542055,residential,,False,False,57.965,"LINESTRING (8.307413 48.9722889, 8.3081777 48.9721483)",Karl-Schlageter-Straße,30,,,,
4542055,residential,,False,True,90.522,"LINESTRING (8.307413 48.9722889, 8.3062308 48.9725349)",Karl-Schlageter-Straße,30,,,,
1182956244,residential,,False,True,79.05,"LINESTRING (8.307413 48.9722889, 8.3070961 48.9716091)",Rosenstraße,30,,,,
4542053,residential,,False,False,77.901,"LINESTRING (8.3070961 48.9716091, 8.3061202 48.9718927)",Wilhelm-Danner-Straße,30,,,,
1182956244,residential,,False,False,79.05,"LINESTRING (8.3070961 48.9716091, 8.307413 48.9722889)",Rosenstraße,30,,,,
4542053,residential,,False,True,113.36,"LINESTRING (8.3070961 48.9716091, 8.3078016 48.9713891, 8.3084772 48.9711439)",Wilhelm-Danner-Straße,30,,,,
4345947,tertiary,,False,True,97.068,"LINESTRING (8.3084772 48.9711439, 8.3091112 48.971786, 8.309134 48.9718309, 8.3091354 48.9718608, 8.309126 48.9718907)",Karlsruher Straße,30,,,,
4542053,residential,,False,False,113.36,"LINESTRING (8.3084772 48.9711439, 8.3078016 48.9713891, 8.3070961 48.9716091)",Wilhelm-Danner-Straße,30,,,,
5064196,residential,,False,True,11.477,"LINESTRING (8.3084772 48.9711439, 8.308569 48.9711101, 8.3086138 48.9710928)",Wilhelm-Danner-Straße,30,,,,
290964031,tertiary,,False,False,43.252,"LINESTRING (8.3084772 48.9711439, 8.3082005 48.9708652, 8.3081577 48.9708164)",Mörscher Straße,30,,,,
4345949,residential,,False,False,170.714,"LINESTRING (8.3081577 48.9708164, 8.3060408 48.9714691)",Hatzelheckweg,30,,,,
290964031,tertiary,,False,False,99.866,"LINESTRING (8.3081577 48.9708164, 8.3079371 48.9705934, 8.3073996 48.9700688)",Mörscher Straße,30,,,,
290964031,tertiary,,False,True,43.252,"LINESTRING (8.3081577 48.9708164, 8.3082005 48.9708652, 8.3084772 48.9711439)",Mörscher Straße,30,,,,
4345949,residential,,False,True,170.714,"LINESTRING (8.3060408 48.9714691, 8.3081577 48.9708164)",Hatzelheckweg,30,,,,
288821389,residential,,False,False,47.620000000000005,"LINESTRING (8.3060408 48.9714691, 8.3060373 48.9715106, 8.3060736 48.9716506, 8.3061188 48.9718206, 8.3061202 48.9718927)",Gottesauer Straße,7,,,,
288821389,residential,,False,True,93.682,"LINESTRING (8.3060408 48.9714691, 8.3057964 48.9707124, 8.3057841 48.9706439)",Gottesauer Straße,7,,,,
4542074,residential,,False,False,101.037,"LINESTRING (8.3052477 48.9697799, 8.3054274 48.9700161, 8.3056267 48.970282, 8.3058156 48.9705496, 8.3058418 48.9706001)",Gottesauer Straße,30,,,,
96021642,residential,,False,False,6.439,"LINESTRING (8.3058418 48.9706001, 8.3057841 48.9706439)",Oberfeldstraße,30,,,,
96021642,residential,,False,True,128.141,"LINESTRING (8.3058418 48.9706001, 8.3073996 48.9700688)",Oberfeldstraße,30,,,,
4542074,residential,,False,True,101.037,"LINESTRING (8.3058418 48.9706001, 8.3058156 48.9705496, 8.3056267 48.970282, 8.3054274 48.9700161, 8.3052477 48.9697799)",Gottesauer Straße,30,,,,
"[371367776, 4440218]",residential,,False,False,127.26,"LINESTRING (8.3034623 48.9679804, 8.3035097 48.9679536, 8.3035799 48.9678616, 8.3036357 48.9678185, 8.3044263 48.9674563, 8.3044949 48.9674226, 8.3045532 48.9673889, 8.3044852 48.9673187, 8.3044577 48.9672553, 8.304482 48.967203)","['Hans-Thoma-Straße', 'Rappenwörthstraße']",30,,,,
7853520,living_street,,False,False,116.616,"LINESTRING (8.3034623 48.9679804, 8.3038804 48.9683882, 8.3038701 48.9684268, 8.3038612 48.968459, 8.3042117 48.9688175, 8.3041741 48.9688714)",HAP-Grieshaber-Weg,,,,,
4440223,residential,,False,False,201.84499999999997,"LINESTRING (8.3029066 48.9654336, 8.3042897 48.9661572, 8.3043459 48.9661639, 8.3043931 48.9661614, 8.3044783 48.9661382, 8.3051031 48.9658105)",Margeritenstraße,30,,,,
33627593,residential,,False,False,71.041,"LINESTRING (8.3029066 48.9654336, 8.3035063 48.9651256, 8.3036718 48.9650389)",Lupinenstraße,,,,,
4440224,residential,,False,False,135.304,"LINESTRING (8.3036718 48.9650389, 8.3037051 48.9650673, 8.3051031 48.9658105)",Begonienstraße,,,,,
33627593,residential,,False,False,197.767,"LINESTRING (8.3036718 48.9650389, 8.3043292 48.9646997, 8.3043832 48.964686, 8.3044329 48.9646892, 8.3044729 48.9647095, 8.305566 48.9655767)",Lupinenstraße,,,,,
33627593,residential,,False,True,71.041,"LINESTRING (8.3036718 48.9650389, 8.3035063 48.9651256, 8.3029066 48.9654336)",Lupinenstraße,,,,,
4440223,residential,,False,False,67.448,"LINESTRING (8.305566 48.9655767, 8.306291 48.9652007)",Margeritenstraße,30,,,,
4440223,residential,,False,True,42.635,"LINESTRING (8.305566 48.9655767, 8.3051031 48.9658105)",Margeritenstraße,30,,,,
33627593,residential,,False,True,197.767,"LINESTRING (8.305566 48.9655767, 8.3044729 48.9647095, 8.3044329 48.9646892, 8.3043832 48.964686, 8.3043292 48.9646997, 8.3036718 48.9650389)",Lupinenstraße,,,,,
4440223,residential,,False,True,67.448,"LINESTRING (8.306291 48.9652007, 8.305566 48.9655767)",Margeritenstraße,30,,,,
"[4349032, 4440219]",residential,,False,False,111.548,"LINESTRING (8.306291 48.9652007, 8.3067813 48.9656091, 8.3068015 48.9656288, 8.3068098 48.9656583, 8.3067831 48.9656975, 8.3067142 48.965735, 8.3063267 48.9659416)","['Siegelgrundstraße', 'Kornblumenstraße']",30,,,,
4440223,residential,,False,False,42.635,"LINESTRING (8.3051031 48.9658105, 8.305566 48.9655767)",Margeritenstraße,30,,,,
4440223,residential,,False,True,201.84499999999997,"LINESTRING (8.3051031 48.9658105, 8.3044783 48.9661382, 8.3043931 48.9661614, 8.3043459 48.9661639, 8.3042897 48.9661572, 8.3029066 48.9654336)",Margeritenstraße,30,,,,
4440224,residential,,False,True,135.304,"LINESTRING (8.3051031 48.9658105, 8.3037051 48.9650673, 8.3036718 48.9650389)",Begonienstraße,,,,,
