osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,lanes,bridge,junction,access,width
66580729,Rockelsgasse,secondary,50,False,False,74.32000000000001,"LINESTRING (9.3904563 50.6354086, 9.3905794 50.6354332, 9.3909194 50.6355208, 9.391276 50.6356042, 9.3914317 50.6356585)",L 3140,,,,,
66580729,Rockelsgasse,secondary,50,False,True,74.32000000000001,"LINESTRING (9.3914317 50.6356585, 9.391276 50.6356042, 9.3909194 50.6355208, 9.3905794 50.6354332, 9.3904563 50.6354086)",L 3140,,,,,
"[70501512, 70501511]",An der Ritsch,residential,50,False,True,73.123,"LINESTRING (9.3914317 50.6356585, 9.3913559 50.6354563, 9.3911696 50.6352302, 9.3910298 50.6350569)",,,,,,
176124974,Rockelsgasse,secondary,50,False,False,96.026,"LINESTRING (9.3914317 50.6356585, 9.3916653 50.6357815, 9.3916952 50.6357997, 9.3917412 50.6358268, 9.3922986 50.636176, 9.3924353 50.6362404)",L 3140,,,,,
30690357,Hinter der Burg,residential,,False,False,80.663,"LINESTRING (9.3943557 50.6379307, 9.3944166 50.6379584, 9.3945772 50.6380319, 9.3948431 50.6381994, 9.3950968 50.6383656, 9.3951092 50.6384485)",,,,,,
"[67571138, 28987174]",Cent,primary,,False,True,63.0,"LINESTRING (9.3943557 50.6379307, 9.3943842 50.6378795, 9.3944041 50.6378176, 9.3944021 50.6377771, 9.3943929 50.6377371, 9.3943767 50.6376979, 9.3943488 50.6376535, 9.3943119 50.6376118, 9.3942667 50.6375736, 9.3940773 50.6374339)",B 275,2,,,,
"[32852621, 80667175]",Cent,primary,50,False,False,31.7,"LINESTRING (9.3943557 50.6379307, 9.3943311 50.6379655, 9.3943049 50.6380025, 9.3942801 50.6380377, 9.3941717 50.6381908)",B 275,2,,,,
80667174,Cent,primary,50,False,False,22.033,"LINESTRING (9.3917466 50.6408993, 9.3917213 50.6409599, 9.391706 50.6410212, 9.3917002 50.6410945)",B 275,2,,,,
80667174,Cent,primary,50,False,True,126.61800000000001,"LINESTRING (9.3917466 50.6408993, 9.3917909 50.6408387, 9.391846 50.6407813, 9.3926041 50.6399854, 9.3926651 50.6399213)",B 275,2,,,,
80667174,Cent,primary,50,False,True,22.033,"LINESTRING (9.3917002 50.6410945, 9.391706 50.6410212, 9.3917213 50.6409599, 9.3917466 50.6408993)",B 275,2,,,,
195285552,Konrad-Adenauer-Platz,primary,50,True,False,27.668,"LINESTRING (9.3917002 50.6410945, 9.391755 50.6411021, 9.3918055 50.6411175, 9.3918492 50.6411398, 9.3918837 50.6411678, 9.3919072 50.6412001, 9.3919185 50.6412349, 9.3919169 50.6412704)",B 254,,,roundabout,,
28702717,Kantstraße,tertiary,50,False,True,25.735,"LINESTRING (9.3913784 50.641009, 9.3910822 50.6408738)",K 116,,,,,
89534799,Kantstraße,tertiary,50,False,False,16.740000000000002,"LINESTRING (9.3913784 50.641009, 9.3914598 50.6410641, 9.3915337 50.6411227)",,,,,,
1194974883,Cent,primary_link,50,True,False,29.476,"LINESTRING (9.3913784 50.641009, 9.391482 50.6410004, 9.3915524 50.6409871, 9.3916701 50.6409444, 9.3917466 50.6408993)",,,,,,
107625031,Poststraße,residential,30,False,False,101.584,"LINESTRING (9.3983678 50.6397059, 9.3982798 50.63974, 9.3975072 50.6402275, 9.3974019 50.6402931, 9.3973306 50.6403375)",,,,,,
142891093,Poststraße,residential,30,False,False,94.928,"LINESTRING (9.3983678 50.6397059, 9.398507 50.63965, 9.3989427 50.6393838, 9.3991138 50.6393064, 9.3993832 50.6391491)",,,,,,
497151114,Cent,primary,50,False,True,4.461,"LINESTRING (9.3941458 50.6382274, 9.3941717 50.6381908)",B 275,,,,,
28630204,Hinter der Burg,residential,50,True,False,72.253,"LINESTRING (9.3941458 50.6382274, 9.394571 50.6383271, 9.3951092 50.6384485)",,,,,,
28987175,Cent,primary,50,False,False,101.11,"LINESTRING (9.3941458 50.6382274, 9.3938192 50.6386892, 9.3936481 50.6388855, 9.3935049 50.6390396)",B 275,,,,,
80667173,,primary,50,True,False,14.497,"LINESTRING (9.3928013 50.6364445, 9.3927674 50.6364415, 9.3927353 50.6364339, 9.3927067 50.636422, 9.3926829 50.6364063, 9.3926651 50.6363877, 9.3926543 50.6363671)",B 275,,,roundabout,,
80667173,,primary,50,True,False,12.361999999999998,"LINESTRING (9.3929467 50.6363067, 9.3929572 50.6363279, 9.3929599 50.6363501, 9.3929547 50.6363721, 9.3929418 50.6363927, 9.3929218 50.636411)",B 275,,,roundabout,,
497987706,Vogelsbergstraße,primary,50,False,False,106.02,"LINESTRING (9.3935658 50.6353614, 9.3941188 50.6344748)",B 275,,,,,
28050611,Am Wörth,residential,20,False,False,38.888000000000005,"LINESTRING (9.3935658 50.6353614, 9.3936329 50.6353736, 9.3940958 50.6354579)",,,,,,
28696479,Am Wörth,residential,50,False,False,35.143,"LINESTRING (9.3935658 50.6353614, 9.393489 50.6353415, 9.3934155 50.6353168, 9.3933457 50.635288, 9.3932806 50.6352554, 9.3932203 50.6352193, 9.3931654 50.6351798)",,,,,,
191635315,Vogelsbergstraße,primary,50,False,True,83.987,"LINESTRING (9.3935658 50.6353614, 9.3934866 50.6354891, 9.3932221 50.6359114, 9.3931964 50.6359499, 9.393121 50.636062)",B 275,,,,,
28349142,Hohe Bergstraße,residential,30,False,True,67.667,"LINESTRING (9.403079 50.637674, 9.4031071 50.6376439, 9.4033168 50.6374446, 9.4036174 50.6371704)",,,,,,
"[37255632, 28987001, 28332813, 28332814]",Bleichstraße,residential,50,False,True,157.347,"LINESTRING (9.403079 50.637674, 9.4030522 50.6377027, 9.4026577 50.6380947, 9.4022905 50.6384302, 9.4022213 50.6384836, 9.4021417 50.6385493, 9.4019394 50.638662, 9.4017089 50.6387762)",,,yes,,,
1084518219,Lindenstraße,primary,50,False,True,136.12599999999998,"LINESTRING (9.403079 50.637674, 9.4021587 50.6372603, 9.4018237 50.6371119, 9.4017072 50.6370693, 9.4015892 50.6370319, 9.4014713 50.6370016)",B 275,,,,,
29000402,Kanalstraße,residential,20,False,True,11.678,"LINESTRING (9.3957112 50.6355401, 9.3958676 50.6355056)",,,,,,
28477258,Eisenbacher Tor,residential,20,True,False,41.357,"LINESTRING (9.3957112 50.6355401, 9.3957198 50.6357678, 9.3956833 50.6359101)",,,,,,
39671682,Hinter dem Spittel,residential,20,True,False,54.43500000000001,"LINESTRING (9.3957112 50.6355401, 9.395668 50.6355734, 9.3956215 50.6356004, 9.3955597 50.6356255, 9.3954698 50.6356491, 9.3952412 50.6356961, 9.3951379 50.6357223, 9.3950338 50.6357583)",,,,,,
39576517,Am Wörth,residential,20,True,False,75.381,"LINESTRING (9.3950338 50.6357583, 9.3948173 50.6356425, 9.3946704 50.6355788, 9.3945389 50.635536, 9.3944293 50.6355167, 9.3940958 50.6354579)",,,,,,
59266688,Hinter dem Spittel,residential,20,False,False,71.937,"LINESTRING (9.3950338 50.6357583, 9.3948417 50.6358577, 9.3946688 50.6359645, 9.394548 50.6360539, 9.3945124 50.6360893, 9.3944797 50.6361267, 9.3944006 50.6362511)",,,,,,
59266688,Hinter dem Spittel,residential,20,False,True,71.937,"LINESTRING (9.3944006 50.6362511, 9.3944797 50.6361267, 9.3945124 50.6360893, 9.394548 50.6360539, 9.3946688 50.6359645, 9.3948417 50.6358577, 9.3950338 50.6357583)",,,,,,
65019047,Bleichstraße,residential,50,False,True,18.903,"LINESTRING (9.4017089 50.6387762, 9.4015019 50.6388842)",,,,,,
"[37255632, 28987001, 28332813, 28332814]",Bleichstraße,residential,50,False,False,157.347,"LINESTRING (9.4017089 50.6387762, 9.4019394 50.638662, 9.4021417 50.6385493, 9.4022213 50.6384836, 9.4022905 50.6384302, 9.4026577 50.6380947, 9.4030522 50.6377027, 9.403079 50.637674)",,,yes,,,
89534799,Kantstraße,tertiary,50,False,True,16.740000000000002,"LINESTRING (9.3915337 50.6411227, 9.3914598 50.6410641, 9.3913784 50.641009)",,,,,,
195285552,Konrad-Adenauer-Platz,primary,50,True,False,12.390999999999998,"LINESTRING (9.3915337 50.6411227, 9.391585 50.6411048, 9.3916416 50.6410953, 9.3917002 50.6410945)",B 254,,,roundabout,,
28196557,Eichenweg,residential,30,False,False,275.92699999999996,"LINESTRING (9.4005375 50.6328339, 9.4002252 50.6331974, 9.3997046 50.6338784, 9.3994841 50.6341046, 9.3992808 50.6342619, 9.398504 50.6347649, 9.3983333 50.6348492)",,,,,,
28196557,Eichenweg,residential,30,False,True,275.927,"LINESTRING (9.3983333 50.6348492, 9.398504 50.6347649, 9.3992808 50.6342619, 9.3994841 50.6341046, 9.3997046 50.6338784, 9.4002252 50.6331974, 9.4005375 50.6328339)",,,,,,
28197787,Rudloser Weg,residential,50,False,False,29.485,"LINESTRING (9.3983333 50.6348492, 9.3980245 50.6348322, 9.3979214 50.6348116)",,,,,,
28197787,Rudloser Weg,residential,50,False,True,58.141,"LINESTRING (9.3983333 50.6348492, 9.3987393 50.6349479, 9.3989164 50.6349927, 9.3989983 50.6350154, 9.3990842 50.6350585)",,,,,,
28197787,Rudloser Weg,residential,50,False,False,58.141,"LINESTRING (9.3990842 50.6350585, 9.3989983 50.6350154, 9.3989164 50.6349927, 9.3987393 50.6349479, 9.3983333 50.6348492)",,,,,,
385957250,Hainigstraße,residential,30,False,False,146.421,"LINESTRING (9.3990842 50.6350585, 9.3991839 50.6349953, 9.3996955 50.6347659, 9.4007704 50.6342925)",,,,,,
385957250,Hainigstraße,residential,30,False,True,24.204,"LINESTRING (9.3990842 50.6350585, 9.3990228 50.6351215, 9.3989738 50.6352158, 9.3989687 50.63526)",,,,,,
28197789,Eselswörth,residential,50,False,False,81.325,"LINESTRING (9.3989687 50.63526, 9.399014 50.6353366, 9.3990745 50.6354055, 9.3992548 50.6355597, 9.3994087 50.6356891, 9.3994939 50.6357608, 9.3996143 50.6358621)",,,,,,
385957250,Hainigstraße,residential,30,False,False,24.204,"LINESTRING (9.3989687 50.63526, 9.3989738 50.6352158, 9.3990228 50.6351215, 9.3990842 50.6350585)",,,,,,
28196775,Ebelstraße,residential,30,False,False,85.683,"LINESTRING (9.3996143 50.6358621, 9.400613 50.6354233)",,,,,,
"[69347684, 497151124, 497151125, 497151126, 497151127, 497151128, 28197789]",Eselswörth,residential,50,False,False,151.82999999999998,"LINESTRING (9.3996143 50.6358621, 9.3996385 50.6358782, 9.4001447 50.6362153, 9.4003045 50.6363168, 9.4003878 50.6363697, 9.4004429 50.6364048, 9.4004675 50.6364204, 9.4005114 50.6364483, 9.4005501 50.6364728, 9.4005865 50.636496, 9.4006164 50.636515, 9.4006612 50.6365435, 9.4006896 50.6365615, 9.4007392 50.636593, 9.4007708 50.6366131, 9.4008054 50.636635, 9.400873 50.636678, 9.4009098 50.6367135, 9.4009206 50.636744, 9.4009379 50.6368214, 9.4009454 50.6368932)",,,,,,
28197789,Eselswörth,residential,50,False,True,81.32499999999999,"LINESTRING (9.3996143 50.6358621, 9.3994939 50.6357608, 9.3994087 50.6356891, 9.3992548 50.6355597, 9.3990745 50.6354055, 9.399014 50.6353366, 9.3989687 50.63526)",,,,,,
28196775,Ebelstraße,residential,30,False,True,85.683,"LINESTRING (9.400613 50.6354233, 9.3996143 50.6358621)",,,,,,
28196775,Ebelstraße,residential,30,False,False,71.408,"LINESTRING (9.400613 50.6354233, 9.4007601 50.6353679, 9.4015671 50.6352168)",,,,,,
28196776,Schützenhausstraße,residential,30,False,False,160.814,"LINESTRING (9.400613 50.6354233, 9.4010107 50.6357855, 9.4011457 50.6359026, 9.4012179 50.635961, 9.4014939 50.6361587, 9.4017136 50.6363114, 9.4020943 50.6365134)",,,,,,
28729451,Lindenstraße,residential,30,False,True,69.838,"LINESTRING (9.4020943 50.6365134, 9.4014713 50.6370016)",,,,,destination,
28196776,Schützenhausstraße,residential,30,False,False,130.272,"LINESTRING (9.4020943 50.6365134, 9.4024041 50.6366214, 9.4028201 50.6367758, 9.4029955 50.6368535, 9.4036174 50.6371704)",,,,,,
28196776,Schützenhausstraße,residential,30,False,True,160.814,"LINESTRING (9.4020943 50.6365134, 9.4017136 50.6363114, 9.4014939 50.6361587, 9.4012179 50.635961, 9.4011457 50.6359026, 9.4010107 50.6357855, 9.400613 50.6354233)",,,,,,
28196776,Schützenhausstraße,residential,30,False,True,130.27200000000002,"LINESTRING (9.4036174 50.6371704, 9.4029955 50.6368535, 9.4028201 50.6367758, 9.4024041 50.6366214, 9.4020943 50.6365134)",,,,,,
28349142,Hohe Bergstraße,residential,30,False,False,67.667,"LINESTRING (9.4036174 50.6371704, 9.4033168 50.6374446, 9.4031071 50.6376439, 9.403079 50.637674)",,,,,,
28332531,An der Ritsch,residential,50,False,False,100.394,"LINESTRING (9.3916579 50.6329086, 9.391618 50.6333368, 9.3915241 50.6335427, 9.3914499 50.633678, 9.3913838 50.6337865)",,,,,,
28332583,Waldstraße,residential,30,False,False,133.714,"LINESTRING (9.3916579 50.6329086, 9.3915171 50.632891, 9.3905552 50.6326444, 9.3898863 50.6324845)",,,,,,
28332531,An der Ritsch,residential,50,False,False,107.21199999999999,"LINESTRING (9.3913838 50.6337865, 9.3913132 50.6338556, 9.391223 50.6339146, 9.3910948 50.633979, 9.3909786 50.6340199, 9.390884 50.6340729, 9.3908352 50.6341163, 9.3907795 50.6341884, 9.3907364 50.6342957, 9.3907286 50.634446, 9.3907516 50.6345821)",,,,,,
28332531,An der Ritsch,residential,50,False,True,100.394,"LINESTRING (9.3913838 50.6337865, 9.3914499 50.633678, 9.3915241 50.6335427, 9.391618 50.6333368, 9.3916579 50.6329086)",,,,,,
28332531,An der Ritsch,residential,50,False,False,42.553,"LINESTRING (9.3907516 50.6345821, 9.3907719 50.6346672, 9.3908214 50.6348509, 9.3908953 50.6349507)",,,,,,
28332531,An der Ritsch,residential,50,False,True,107.21200000000002,"LINESTRING (9.3907516 50.6345821, 9.3907286 50.634446, 9.3907364 50.6342957, 9.3907795 50.6341884, 9.3908352 50.6341163, 9.390884 50.6340729, 9.3909786 50.6340199, 9.3910948 50.633979, 9.391223 50.6339146, 9.3913132 50.6338556, 9.3913838 50.6337865)",,,,,,
64842919,An der Ritsch,residential,50,False,True,15.147,"LINESTRING (9.3910298 50.6350569, 9.3908953 50.6349507)",,,,,,
28696534,An der Ritsch,residential,50,False,False,56.342999999999996,"LINESTRING (9.3910298 50.6350569, 9.3909556 50.6351045, 9.3905559 50.6353613, 9.3904563 50.6354086)",,,,,,
"[70501512, 70501511]",An der Ritsch,residential,50,False,False,73.123,"LINESTRING (9.3910298 50.6350569, 9.3911696 50.6352302, 9.3913559 50.6354563, 9.3914317 50.6356585)",,,,,,
28332583,Waldstraße,residential,30,False,True,133.714,"LINESTRING (9.3898863 50.6324845, 9.3905552 50.6326444, 9.3915171 50.632891, 9.3916579 50.6329086)",,,,,,
"[622914482, 42393378, 28332651]",Kanalstraße,residential,20,False,True,28.055999999999997,"LINESTRING (9.3967246 50.6354368, 9.3967941 50.63542, 9.396972 50.6353769, 9.3970123 50.6353672, 9.3970963 50.6353469)",,,yes,,,
"[622914481, 28477082]",Alter Steinweg,residential,20,True,False,151.744,"LINESTRING (9.3967246 50.6354368, 9.3966845 50.6353746, 9.3966214 50.6350983, 9.3966116 50.635025, 9.3965835 50.6348135, 9.3965648 50.6347129, 9.396484 50.6346449, 9.3963065 50.634577, 9.3957132 50.6344031)",,,,,,
577425471,Kanalstraße,residential,20,False,True,18.593,"LINESTRING (9.3967246 50.6354368, 9.3966566 50.6354531, 9.3965671 50.6354723, 9.3964735 50.6354871)",,,,,,
28332632,Entenberg,living_street,,True,False,117.404,"LINESTRING (9.3974567 50.6363581, 9.3973249 50.6363007, 9.3971314 50.63612, 9.3968962 50.6358526, 9.3967246 50.6354368)",,,,,,
"[28332635, 28332636, 28987054]",Hainigstraße,"['residential', 'living_street']",,False,False,17.965,"LINESTRING (9.3974567 50.6363581, 9.3974778 50.6363422, 9.3976042 50.6362428, 9.39762 50.6362344)",,,yes,,,
"[80667763, 28332717]","['Am Graben', 'Hainigstraße']",living_street,,True,False,158.998,"LINESTRING (9.3974567 50.6363581, 9.3973032 50.636503, 9.3981556 50.6369444, 9.3983739 50.6370539, 9.3986053 50.6371514, 9.3988984 50.6372371)",,,,,,
"[28332635, 28332636, 28987054]",Hainigstraße,"['residential', 'living_street']",,False,True,17.965,"LINESTRING (9.39762 50.6362344, 9.3976042 50.6362428, 9.3974778 50.6363422, 9.3974567 50.6363581)",,,yes,,,
28332733,Am See,living_street,,True,False,79.65299999999999,"LINESTRING (9.39762 50.6362344, 9.3978203 50.6363548, 9.3981118 50.6364958, 9.3984861 50.6366728, 9.3985057 50.6366753)",,,,,,
28476485,Hinter der Langgasse,living_street,,False,False,32.047,"LINESTRING (9.39762 50.6362344, 9.3975488 50.6361346, 9.3974644 50.6360695, 9.3973924 50.6359869)",,,,,,
148801569,Hinter der Langgasse,living_street,,False,True,33.968,"LINESTRING (9.39762 50.6362344, 9.3975708 50.6360483, 9.3974852 50.6359449)",,,,,,
31245704,Am Graben,living_street,,False,True,21.406,"LINESTRING (9.3988984 50.6372371, 9.3987894 50.6373191, 9.3986712 50.6373597)",,,,,,
31245740,Am Graben,living_street,,False,False,35.869,"LINESTRING (9.3988984 50.6372371, 9.3990714 50.6372769, 9.3992957 50.63739, 9.3993255 50.637405)",,,,,,
31245740,Am Graben,living_street,,False,True,54.602000000000004,"LINESTRING (9.3999297 50.637712, 9.3997864 50.6376358, 9.399496 50.6374904, 9.3993255 50.637405)",,,,,,
123012053,Am Graben,residential,30,False,False,171.413,"LINESTRING (9.3999297 50.637712, 9.4003654 50.6380093, 9.4009026 50.6384612, 9.4010772 50.6386081, 9.4013493 50.6387887, 9.4015019 50.6388842)",,,,,,
"[28332728, 28332730, 123012061]","['Landsknechtsweg', 'Am See']",residential,50,False,False,39.694,"LINESTRING (9.3999297 50.637712, 9.4000884 50.6376014, 9.4002554 50.6374764, 9.4003005 50.6374435)",,,yes,,,
"[123012061, 30694798]",Landsknechtsweg,residential,"['50', '20']",False,True,24.717,"LINESTRING (9.3999297 50.637712, 9.399838 50.6377761, 9.3997201 50.6378552, 9.3996858 50.637871)",,,,,,
30694798,Landsknechtsweg,residential,20,False,False,7.733,"LINESTRING (9.3996044 50.6379176, 9.3996291 50.6379034, 9.3996858 50.637871)",,,,,,
28332728,Am See,residential,50,False,False,67.392,"LINESTRING (9.4003005 50.6374435, 9.4004061 50.6373538, 9.4005417 50.6372853, 9.4006973 50.6371884, 9.4008287 50.6370676, 9.4008931 50.6369773)",,,,,,
"[28332728, 28332730, 123012061]","['Landsknechtsweg', 'Am See']",residential,50,False,True,39.694,"LINESTRING (9.4003005 50.6374435, 9.4002554 50.6374764, 9.4000884 50.6376014, 9.3999297 50.637712)",,,yes,,,
28476488,Caprivastraße,living_street,,False,False,27.450000000000003,"LINESTRING (9.4003005 50.6374435, 9.4003428 50.6374943, 9.4005648 50.637621)",,,,,,
273194139,Am See,living_street,,False,True,87.10300000000001,"LINESTRING (9.4003005 50.6374435, 9.4001728 50.6373571, 9.3998945 50.6373079, 9.399739 50.6372488, 9.3993865 50.637072, 9.3993382 50.6369963)",,,,,,
385957250,Hainigstraße,residential,30,False,True,77.488,"LINESTRING (9.4017534 50.6338784, 9.4008346 50.6342605)",,,,,,
385957250,Hainigstraße,residential,30,False,False,87.261,"LINESTRING (9.4017534 50.6338784, 9.4020587 50.6337841, 9.402506 50.6337178, 9.4029387 50.6336734)",,,,,,
28349003,Karlstraße,residential,50,False,False,49.657,"LINESTRING (9.4029387 50.6336734, 9.4028919 50.6334848, 9.4028222 50.633233)",,,,,,
385957250,Hainigstraße,residential,30,False,True,87.261,"LINESTRING (9.4029387 50.6336734, 9.402506 50.6337178, 9.4020587 50.6337841, 9.4017534 50.6338784)",,,,,,
28405054,Neuer Steinweg,residential,20,False,False,67.388,"LINESTRING (9.3953857 50.6338338, 9.3954455 50.6339358, 9.3956601 50.6343151, 9.395703 50.6343862, 9.3957132 50.6344031)",,,,,,
"[28405352, 28405353, 176127734]",Vogelsbergstraße,primary,50,False,False,56.997,"LINESTRING (9.3953857 50.6338338, 9.3955285 50.6337766, 9.3956649 50.6337134, 9.3957336 50.633671, 9.3957968 50.6336252, 9.3958541 50.6335765, 9.3959019 50.6335285, 9.3959456 50.6334763)",B 275,,yes,,,
176127734,Vogelsbergstraße,primary,50,False,True,40.553,"LINESTRING (9.3953857 50.6338338, 9.3952711 50.6338739, 9.3951533 50.6339102, 9.3951049 50.6339238, 9.3948639 50.633986)",B 275,,,,,
29000402,Kanalstraße,residential,20,False,False,11.678,"LINESTRING (9.3958676 50.6355056, 9.3957112 50.6355401)",,,,,,
28987402,Kanalstraße,residential,20,False,False,42.85,"LINESTRING (9.3958676 50.6355056, 9.3962712 50.6355025, 9.3963751 50.6354974, 9.3964735 50.6354871)",,,,,,4
"[28405091, 1204384252]","['Eisenbacher Tor', 'Am Graben']",residential,,False,"[False, True]",81.429,"LINESTRING (9.3964735 50.6354871, 9.3965106 50.6356551, 9.3965641 50.6358372, 9.3966682 50.6360008, 9.3963518 50.6360125)",,,,,,
28987402,Kanalstraße,residential,20,False,True,42.85,"LINESTRING (9.3964735 50.6354871, 9.3963751 50.6354974, 9.3962712 50.6355025, 9.3958676 50.6355056)",,,,,,4
577425471,Kanalstraße,residential,20,False,False,18.593,"LINESTRING (9.3964735 50.6354871, 9.3965671 50.6354723, 9.3966566 50.6354531, 9.3967246 50.6354368)",,,,,,
28050670,Langgasse,primary,30,False,True,95.382,"LINESTRING (9.3982688 50.6358316, 9.3981772 50.6357877, 9.39813 50.6357651, 9.3980838 50.6357425, 9.3973524 50.6353842, 9.3972727 50.6353411, 9.3972106 50.6352987)",B 275,2,,,,
28476486,Hainigstraße,living_street,,True,False,26.067999999999998,"LINESTRING (9.3982688 50.6358316, 9.3981722 50.6359146, 9.3980457 50.6360185)",,1,,,,
28476888,Hainigstraße,residential,30,True,False,81.047,"LINESTRING (9.3982688 50.6358316, 9.3988359 50.6353197, 9.3989687 50.63526)",,,,,,
"[147695028, 147695022]",Lindenstraße,primary,"['50', '30']",False,False,66.878,"LINESTRING (9.3982688 50.6358316, 9.3985857 50.6359894, 9.3990318 50.6361884)",B 275,2,,,,
28332733,Am See,living_street,,True,False,54.563,"LINESTRING (9.3985057 50.6366753, 9.3991808 50.636915)",,,,,,
845835484,Am See,living_street,,False,True,14.316,"LINESTRING (9.3993382 50.6369963, 9.3991808 50.636915)",,,,,,
42393345,Am See,living_street,,False,False,40.837999999999994,"LINESTRING (9.3993382 50.6369963, 9.3994747 50.6369568, 9.3995631 50.6369654, 9.3998548 50.6370757)",,,,,,
273194139,Am See,living_street,,False,False,87.10300000000001,"LINESTRING (9.3993382 50.6369963, 9.3993865 50.637072, 9.399739 50.6372488, 9.3998945 50.6373079, 9.4001728 50.6373571, 9.4003005 50.6374435)",,,,,,
28477258,Eisenbacher Tor,residential,20,True,False,11.138,"LINESTRING (9.3956468 50.6362512, 9.3957253 50.6362738, 9.395785 50.636299)",,,,,,
"[64830016, 42393565]",Berliner Platz,residential,20,False,False,48.687000000000005,"LINESTRING (9.3956468 50.6362512, 9.3955797 50.6362722, 9.3955596 50.6362911, 9.3955188 50.6363294, 9.3953949 50.636498, 9.3955507 50.6365905)",,,,,,
"[42393576, 28332723]",Landsknechtsweg,residential,20,True,False,146.64800000000002,"LINESTRING (9.3979128 50.6374134, 9.3983511 50.6376888, 9.398657 50.6378833, 9.398721 50.6379026, 9.3988582 50.6379465, 9.3990197 50.6379987, 9.3991596 50.638013, 9.3992939 50.6380117, 9.3993994 50.6379922, 9.3995073 50.6379619, 9.3995272 50.6379528, 9.3996044 50.6379176)",,,,,,
"[28478876, 28477982]","['An der Kirche', 'Marktplatz']",residential,20,True,False,183.206,"LINESTRING (9.3979128 50.6374134, 9.3974328 50.6371142, 9.3970693 50.6368876, 9.3969201 50.6367986, 9.3966435 50.6366598, 9.3961643 50.6370488, 9.3960892 50.6370648)",,,,,,
28405054,Neuer Steinweg,residential,20,False,True,67.388,"LINESTRING (9.3957132 50.6344031, 9.395703 50.6343862, 9.3956601 50.6343151, 9.3954455 50.6339358, 9.3953857 50.6338338)",,,,,,
37255633,Neuer Steinweg,residential,20,True,False,124.07799999999999,"LINESTRING (9.3957132 50.6344031, 9.3958605 50.6347337, 9.3958619 50.6349891, 9.3958621 50.63502, 9.3958614 50.6350494, 9.3958532 50.6353902, 9.3958676 50.6355056)",,,,,,
42393577,Bahnhofstraße,residential,20,False,True,17.593,"LINESTRING (9.3974423 50.63778, 9.3976477 50.6378698)",,,,,,
