osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,maxspeed,width,access,tunnel
18929360,2,L 7,Peter-Schmidts-Weg,secondary,False,True,122.265,"LINESTRING (8.8257502 54.782563, 8.8252959 54.7827022, 8.8250767 54.7827436, 8.8244595 54.7827808, 8.82416 54.7828361, 8.8239618 54.7828994)",,,,
36990053,2,K 114,Osterweg,tertiary,False,False,164.03900000000002,"LINESTRING (8.8257502 54.782563, 8.8263221 54.7831996, 8.8263593 54.7832358, 8.8265304 54.7834025, 8.8266018 54.783472, 8.8267542 54.7836205, 8.826992 54.7838521)",,,,
227651409,,,Gather Landstraße,residential,False,False,16.705,"LINESTRING (8.8327874 54.7909885, 8.8327181 54.7909387, 8.832662 54.7908586)",,,,
24651929,2,,Rathausstraße,residential,False,False,81.39400000000002,"LINESTRING (8.832662 54.7908586, 8.8326468 54.7903559, 8.832643 54.7902796, 8.8326423 54.7901998, 8.8326437 54.7901612, 8.8326376 54.7901269)",,,,
227651409,,,Gather Landstraße,residential,False,True,16.705,"LINESTRING (8.832662 54.7908586, 8.8327181 54.7909387, 8.8327874 54.7909885)",,,,
227651410,,,Gather Landstraße,residential,False,False,156.641,"LINESTRING (8.832662 54.7908586, 8.8325652 54.790883, 8.8324392 54.7909155, 8.8323521 54.7909313, 8.8321943 54.7909415, 8.8302717 54.7907554)",,,,
24651929,2,,Rathausstraße,residential,False,True,81.394,"LINESTRING (8.8326376 54.7901269, 8.8326437 54.7901612, 8.8326423 54.7901998, 8.832643 54.7902796, 8.8326468 54.7903559, 8.832662 54.7908586)",,,,
227651415,,,Rathausstraße,residential,False,False,98.694,"LINESTRING (8.8326376 54.7901269, 8.8326243 54.7900711, 8.8325961 54.790034, 8.8325612 54.7900028, 8.8325183 54.7899761, 8.8324405 54.7899449, 8.8323131 54.7899018, 8.8321602 54.7898631, 8.8320144 54.7898257, 8.8318801 54.7897981, 8.8316881 54.7897363, 8.8314087 54.7896557)",,,,
24421611,,,Kirchenstraße,residential,False,False,82.298,"LINESTRING (8.8305331 54.7891533, 8.8296316 54.7894877, 8.829455 54.789555)",30,,,
227651415,,,Rathausstraße,residential,False,False,138.38,"LINESTRING (8.8305331 54.7891533, 8.8298922 54.7885194, 8.8294707 54.7880702)",,,,
227651415,,,Rathausstraße,residential,False,True,79.41600000000001,"LINESTRING (8.8305331 54.7891533, 8.8310156 54.7894586, 8.8313016 54.7896141, 8.83133 54.7896237, 8.8314087 54.7896557)",,,,
24421611,,,Kirchenstraße,residential,False,False,149.951,"LINESTRING (8.829455 54.789555, 8.8290118 54.789704, 8.8288804 54.7897367, 8.828754 54.7897543, 8.8285994 54.7897543, 8.8280841 54.7896935, 8.8279014 54.7897205, 8.8272612 54.7898585)",30,,,
24421611,,,Kirchenstraße,residential,False,True,82.298,"LINESTRING (8.829455 54.789555, 8.8296316 54.7894877, 8.8305331 54.7891533)",30,,,
91801133,,,Kirchensteig,residential,False,True,145.357,"LINESTRING (8.829455 54.789555, 8.828774 54.7890293, 8.8280113 54.7885492)",,,,
227651416,,K 114,Hauptstraße,tertiary,False,True,11.896,"LINESTRING (8.8272612 54.7898585, 8.8272746 54.7899652)",,,,
24421611,,,Kirchenstraße,residential,False,True,149.95100000000002,"LINESTRING (8.8272612 54.7898585, 8.8279014 54.7897205, 8.8280841 54.7896935, 8.8285994 54.7897543, 8.828754 54.7897543, 8.8288804 54.7897367, 8.8290118 54.789704, 8.829455 54.789555)",30,,,
"[227651416, 1099864837]",,K 114,Hauptstraße,tertiary,False,False,140.856,"LINESTRING (8.8272612 54.7898585, 8.8272652 54.789318, 8.8272665 54.7892812, 8.8272907 54.7885919)",,,,
24421612,,,Hungerfennenweg,residential,False,True,13.453,"LINESTRING (8.8222142 54.7913889, 8.8223974 54.7913299)",30,,,
24421612,,,Hungerfennenweg,residential,False,False,61.617000000000004,"LINESTRING (8.8255075 54.7902904, 8.8251881 54.7904303, 8.8246985 54.790587)",30,,,
91801167,,,Hungerfennenweg,residential,False,False,145.988,"LINESTRING (8.8255075 54.7902904, 8.8254091 54.7901878, 8.8253248 54.7897151, 8.8254536 54.7893923, 8.8254466 54.7892762, 8.8252905 54.7890184)",,,,
219204785,,,Kirchenstraße,residential,False,True,120.124,"LINESTRING (8.8255075 54.7902904, 8.8260064 54.7901351, 8.8265615 54.7900932, 8.8272746 54.7899652)",,,,
24421612,,,Hungerfennenweg,residential,False,False,13.453,"LINESTRING (8.8223974 54.7913299, 8.8222142 54.7913889)",30,,,
24421612,,,Hungerfennenweg,residential,False,True,169.079,"LINESTRING (8.8223974 54.7913299, 8.8246985 54.790587)",30,,,
24421613,,,Alwin-Lensch-Straße,residential,False,False,46.221,"LINESTRING (8.8223974 54.7913299, 8.822048 54.7909663)",30,,,
24651931,,,Friesische Straße,residential,False,True,196.171,"LINESTRING (8.8288465 54.7905889, 8.8289187 54.7905115, 8.8290778 54.7904447, 8.8300399 54.7901848, 8.8302578 54.7901066, 8.8314087 54.7896557)",,,,
227651410,,,Gather Landstraße,residential,False,False,74.00200000000001,"LINESTRING (8.8288465 54.7905889, 8.8287544 54.7905925, 8.8276948 54.7906334)",,,,
227651410,,,Gather Landstraße,residential,False,True,93.262,"LINESTRING (8.8288465 54.7905889, 8.8292119 54.7906409, 8.8297259 54.7906927, 8.8297587 54.7906965, 8.8302717 54.7907554)",,,,
31052605,2,K 114,Uhlebüller Straße,tertiary,False,True,46.871,"LINESTRING (8.8276948 54.7906334, 8.8280412 54.7910046)",50,,,
227651416,,K 114,Hauptstraße,tertiary,False,False,21.229,"LINESTRING (8.8276948 54.7906334, 8.8275356 54.790466)",,,,
227651410,,,Gather Landstraße,residential,False,True,74.00200000000001,"LINESTRING (8.8276948 54.7906334, 8.8287544 54.7905925, 8.8288465 54.7905889)",,,,
24651934,,,Hauptstraße,residential,True,False,27.397,"LINESTRING (8.8272907 54.7885919, 8.8273771 54.7883506)",10,,,
24651933,2,K 114,Brandkuhle,tertiary,False,False,46.519999999999996,"LINESTRING (8.8272907 54.7885919, 8.8278024 54.7885725, 8.8280113 54.7885492)",,,,
24651935,,,Lornsenstraße,residential,False,False,52.632999999999996,"LINESTRING (8.8272907 54.7885919, 8.8270185 54.7885832, 8.8268946 54.7885864, 8.8267707 54.7885954, 8.8264747 54.7886213)",30,,,
"[227651416, 1099864837]",,K 114,Hauptstraße,tertiary,False,True,140.856,"LINESTRING (8.8272907 54.7885919, 8.8272665 54.7892812, 8.8272652 54.789318, 8.8272612 54.7898585)",,,,
356556750,,,Hauptstraße,residential,False,True,97.146,"LINESTRING (8.8272165 54.7862184, 8.8271624 54.7867954, 8.8272005 54.7870904)",10,,,
31052624,,L 7,Hauptstraße,secondary,False,True,35.222,"LINESTRING (8.8239618 54.7828994, 8.8236177 54.7826525)",,8,,
947040866,,,Mühlenstraße,residential,False,False,53.991,"LINESTRING (8.8239618 54.7828994, 8.823268 54.7831745)",30,,,
18929360,2,L 7,Peter-Schmidts-Weg,secondary,False,False,122.26499999999999,"LINESTRING (8.8239618 54.7828994, 8.82416 54.7828361, 8.8244595 54.7827808, 8.8250767 54.7827436, 8.8252959 54.7827022, 8.8257502 54.782563)",,,,
37216801,,,Hauptstraße,residential,True,False,128.895,"LINESTRING (8.8239618 54.7828994, 8.8242698 54.7831657, 8.824873 54.7836511, 8.8251001 54.7838545)",30,5,,
24651931,,,Friesische Straße,residential,False,False,196.171,"LINESTRING (8.8314087 54.7896557, 8.8302578 54.7901066, 8.8300399 54.7901848, 8.8290778 54.7904447, 8.8289187 54.7905115, 8.8288465 54.7905889)",,,,
