osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,bridge
26429666,True,Schillerstraße,residential,30,False,69.201,"LINESTRING (8.0159708 49.9604586, 8.0165614 49.9599657)",,,
301843618,True,Ingelheimer Straße,residential,30,False,67.662,"LINESTRING (8.0159708 49.9604586, 8.0163192 49.9606143, 8.0167898 49.9607591)",,,
25948584,False,Erich-Klausener-Straße,residential,,False,60.913,"LINESTRING (8.0124275 49.9601368, 8.0131409 49.9604359)",,,
25516821,False,Binger Straße,residential,,True,176.49499999999998,"LINESTRING (8.0124275 49.9601368, 8.0119116 49.9612295, 8.0118105 49.9614435, 8.0117839 49.961503, 8.0117786 49.9615436, 8.0117825 49.9615863, 8.0117898 49.9616234, 8.0118052 49.9616609)",,,
840103912,False,Zum Seesen,residential,,True,75.581,"LINESTRING (8.0124275 49.9601368, 8.0122874 49.9601917, 8.0120107 49.9602173, 8.0116642 49.9602336, 8.0114008 49.9602553)",,,
72212235,True,Langgasse,residential,20,False,34.343,"LINESTRING (8.014316 49.9586547, 8.0145402 49.9583816)",,,
26431124,False,Antoniusgäßchen,residential,30,True,143.762,"LINESTRING (8.014316 49.9586547, 8.01398 49.9585552, 8.0138578 49.9585171, 8.0138082 49.9584959, 8.0137881 49.9584524, 8.0137449 49.9582731, 8.0138364 49.9581042, 8.0141344 49.957617)",,,
72212235,True,Langgasse,residential,20,False,62.145,"LINESTRING (8.014573 49.9583564, 8.0149402 49.9578499)",,,
28106174,False,Weingasse,residential,20,False,74.766,"LINESTRING (8.014573 49.9583564, 8.0148929 49.9584466, 8.0154482 49.9587164)",,,
26430510,False,Querbein,residential,30,False,40.526,"LINESTRING (8.0149402 49.9578499, 8.0144306 49.9576907)",,,
72212235,True,Langgasse,residential,20,False,38.944,"LINESTRING (8.0149402 49.9578499, 8.0150458 49.9576921, 8.0151554 49.9575282)",,,
26429717,False,Marktplatz,living_street,,False,36.988,"LINESTRING (8.0157344 49.956868, 8.0161116 49.9566405)",,,
528942416,False,Kloppgasse,living_street,,True,27.444,"LINESTRING (8.0157344 49.956868, 8.0157312 49.9566212)",,,
"[951970633, 631641212]",False,Weingasse,"['living_street', 'residential']",,True,87.03399999999999,"LINESTRING (8.0157344 49.956868, 8.0157924 49.9569096, 8.0159094 49.9569937, 8.0165515 49.9574479)",,,
26429717,False,Marktplatz,living_street,,True,36.988,"LINESTRING (8.0161116 49.9566405, 8.0157344 49.956868)",,,
"[26431330, 951970637]",False,Flösserstraße,"['living_street', 'residential']",,True,60.528,"LINESTRING (8.0161116 49.9566405, 8.0162365 49.9567136, 8.0168686 49.95687)",,,
"[186805684, 951970638]",False,Neugasse,living_street,,False,78.562,"LINESTRING (8.0161116 49.9566405, 8.0163579 49.9565904, 8.0164231 49.9565772, 8.0166261 49.9565359, 8.0168679 49.9563952, 8.0169726 49.9562616)",,,
52065315,False,Neugasse,residential,,False,11.995,"LINESTRING (8.0169726 49.9562616, 8.0171402 49.9562647)",,,
42123141,False,Schlossgasse,residential,30,False,110.87700000000001,"LINESTRING (8.0169726 49.9562616, 8.0168066 49.9559259, 8.0167341 49.9557685, 8.0167235 49.9557454, 8.0166678 49.9552902)",,,
"[186805684, 951970638]",False,Neugasse,living_street,,True,78.562,"LINESTRING (8.0169726 49.9562616, 8.0168679 49.9563952, 8.0166261 49.9565359, 8.0164231 49.9565772, 8.0163579 49.9565904, 8.0161116 49.9566405)",,,
571409884,False,Schlossgasse,residential,30,True,21.242,"LINESTRING (8.0166622 49.9550992, 8.0166678 49.9552902)",,,
25553543,False,Wüstenrotstraße,residential,30,False,82.733,"LINESTRING (8.0167524 49.9543214, 8.0166946 49.9540271, 8.0166257 49.9536948, 8.0165155 49.9536079)",,,
26430783,False,Dr.Avenarius-Herborn-Straße,residential,,True,42.112,"LINESTRING (8.0193757 49.9600571, 8.0188309 49.9599136)",,,
631641215,False,Berliner Straße,residential,30,False,48.302,"LINESTRING (8.0193757 49.9600571, 8.0191742 49.9604717)",,,
631641215,False,Berliner Straße,residential,30,True,48.302,"LINESTRING (8.0191742 49.9604717, 8.0193757 49.9600571)",,,
631641215,False,Berliner Straße,residential,30,False,98.95700000000001,"LINESTRING (8.0191742 49.9604717, 8.0187743 49.961025, 8.018591 49.9612787)",,,
26430495,False,Berliner Straße,residential,30,False,70.697,"LINESTRING (8.018591 49.9612787, 8.0181942 49.961861)",,,
631641215,False,Berliner Straße,residential,30,True,98.95700000000001,"LINESTRING (8.018591 49.9612787, 8.0187743 49.961025, 8.0191742 49.9604717)",,,
