osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,tunnel
19371210,L 1064,Haller Straße,secondary,50,False,False,382.053,"LINESTRING (9.875393 49.0854754, 9.8756884 49.0855043, 9.8759553 49.085506, 9.8762168 49.0854929, 9.8766446 49.08547, 9.8770568 49.0854627, 9.8774461 49.0854771, 9.8777668 49.085514, 9.8781358 49.0855914, 9.8785232 49.0856879, 9.8792849 49.0859461, 9.8802263 49.0862458, 9.880367 49.0862882)",,
19371210,L 1064,Haller Straße,secondary,50,False,True,40.794,"LINESTRING (9.8808427 49.0864683, 9.8807989 49.0864232, 9.880367 49.0862882)",,
19566157,L 1064,Eschenauer Straße,secondary,50,False,False,27.985,"LINESTRING (9.8808427 49.0864683, 9.8811306 49.0865245, 9.8812144 49.0865268)",,
"[19566158, 19566160, 1049226036, 1049223863, 1049223864, 1047812253]",L 1040,Am Zwinger,secondary,50,False,False,640.0920000000001,"LINESTRING (9.8808427 49.0864683, 9.8808367 49.0865246, 9.8805151 49.0867856, 9.8801044 49.0870767, 9.8800507 49.0871424, 9.8800397 49.0872045, 9.8800658 49.0872671, 9.8801328 49.0873286, 9.8802596 49.0874112, 9.8805009 49.0875183, 9.8806563 49.0875651, 9.8816513 49.087794, 9.8822828 49.0879666, 9.8827217 49.0880655, 9.8829023 49.0880968, 9.8834046 49.0881531, 9.8836152 49.0881754, 9.8840965 49.0882254, 9.8843184 49.0883298, 9.8844289 49.0884116, 9.884487 49.0884913, 9.8845169 49.0885926, 9.8844917 49.0887036, 9.8843231 49.0889385, 9.883857 49.0894972, 9.8836637 49.0897219, 9.8835319 49.089865)",yes,
19566157,L 1064,Eschenauer Straße,secondary,50,False,True,27.985,"LINESTRING (9.8812144 49.0865268, 9.8811306 49.0865245, 9.8808427 49.0864683)",,
"[26313536, 43141537, 217169506, 34781444]",,Im Städtle,residential,,False,False,65.668,"LINESTRING (9.8812144 49.0865268, 9.8812622 49.0865534, 9.8813409 49.0866036, 9.8814575 49.0866892, 9.8815327 49.086752, 9.8815583 49.0867755, 9.8816472 49.0868585, 9.8817841 49.0869822)",yes,building_passage
894031903,L 1064,Eschenauer Straße,secondary,50,False,False,224.74699999999999,"LINESTRING (9.8812144 49.0865268, 9.8812815 49.0865073, 9.8813742 49.0864662, 9.8814465 49.0864132, 9.8815384 49.0863161, 9.8816285 49.0860836, 9.8816507 49.0859207, 9.8816439 49.0857467, 9.8816313 49.0855154, 9.881594 49.0850335, 9.881541 49.0848234, 9.8814308 49.0846261)",,
72842979,,Hörgershofstraße,residential,,False,True,84.714,"LINESTRING (9.8814308 49.0846261, 9.8808297 49.0842799, 9.8805889 49.0841022)",,
894031903,L 1064,Eschenauer Straße,secondary,50,False,True,224.74699999999999,"LINESTRING (9.8814308 49.0846261, 9.881541 49.0848234, 9.881594 49.0850335, 9.8816313 49.0855154, 9.8816439 49.0857467, 9.8816507 49.0859207, 9.8816285 49.0860836, 9.8815384 49.0863161, 9.8814465 49.0864132, 9.8813742 49.0864662, 9.8812815 49.0865073, 9.8812144 49.0865268)",,
"[1049223866, 1047817387, 34781444]",,Im Städtle,residential,,False,True,119.79899999999999,"LINESTRING (9.8829134 49.0877642, 9.8826648 49.087601, 9.8824525 49.0874758, 9.8822129 49.0872989, 9.8821688 49.0872664, 9.8817841 49.0869822)",,
32672718,,Schloßgartenstraße,residential,,False,False,38.856,"LINESTRING (9.880367 49.0862882, 9.8804187 49.0859404)",,
19371210,L 1064,Haller Straße,secondary,50,False,False,40.794,"LINESTRING (9.880367 49.0862882, 9.8807989 49.0864232, 9.8808427 49.0864683)",,
19371210,L 1064,Haller Straße,secondary,50,False,True,382.05299999999994,"LINESTRING (9.880367 49.0862882, 9.8802263 49.0862458, 9.8792849 49.0859461, 9.8785232 49.0856879, 9.8781358 49.0855914, 9.8777668 49.085514, 9.8774461 49.0854771, 9.8770568 49.0854627, 9.8766446 49.08547, 9.8762168 49.0854929, 9.8759553 49.085506, 9.8756884 49.0855043, 9.875393 49.0854754)",,
32672718,,Schloßgartenstraße,residential,,False,True,38.856,"LINESTRING (9.8804187 49.0859404, 9.880367 49.0862882)",,
311985215,,Kaistraße,residential,,False,True,46.634,"LINESTRING (9.8804187 49.0859404, 9.8798604 49.085735)",,
32672718,,Schloßgartenstraße,residential,,False,False,105.83500000000001,"LINESTRING (9.8804187 49.0859404, 9.8804525 49.0855727, 9.8804367 49.0851758, 9.8803408 49.0850003)",,
32672718,,Schloßgartenstraße,residential,,False,False,48.118,"LINESTRING (9.8803408 49.0850003, 9.8797642 49.084789)",,
311985210,,Brunnenweg,residential,,False,False,88.871,"LINESTRING (9.8803408 49.0850003, 9.8798604 49.085735)",,
32672718,,Schloßgartenstraße,residential,,False,True,105.83500000000001,"LINESTRING (9.8803408 49.0850003, 9.8804367 49.0851758, 9.8804525 49.0855727, 9.8804187 49.0859404)",,
311985221,,Schloßgartenstraße,residential,,False,True,28.833,"LINESTRING (9.8803408 49.0850003, 9.8802254 49.0848798, 9.8801771 49.0847671)",,
32672718,,Schloßgartenstraße,residential,,False,True,35.978,"LINESTRING (9.8771924 49.0836492, 9.8775889 49.0838422)",,
71337472,,Markgrafenallee,residential,,False,False,43.717,"LINESTRING (9.8771924 49.0836492, 9.8766975 49.0838717)",,
71337472,,Markgrafenallee,residential,,False,True,144.503,"LINESTRING (9.8771924 49.0836492, 9.8782945 49.083117, 9.8787837 49.082873)",,
71337478,,Lehenstraße,residential,,False,True,180.21,"LINESTRING (9.8771924 49.0836492, 9.8770051 49.0834725, 9.8769382 49.0833541, 9.8769437 49.0832636, 9.8770134 49.0831687, 9.8773769 49.0827936, 9.8778163 49.0822229)",,
71337472,,Markgrafenallee,residential,,False,True,43.717,"LINESTRING (9.8766975 49.0838717, 9.8771924 49.0836492)",,
