osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,bridge,ref,width,junction
"[7649081, 138040388]",True,1,Jakobstraße,unclassified,30,False,104.981,"LINESTRING (7.1256944 50.9914403, 7.1257765 50.9914502, 7.1258788 50.9914735, 7.126415 50.9917242, 7.1265579 50.9917958, 7.1266377 50.99184, 7.1266994 50.9918967, 7.1267326 50.991948, 7.1267614 50.9920429)",,,,
"[4685120, 46687961, 4685119]",False,"['2', '3']",Stationsstraße,unclassified,"['20', '30']","[False, True]",152.14800000000002,"LINESTRING (7.1256944 50.9914403, 7.126004 50.9915952, 7.1264467 50.9918008, 7.1266036 50.9918793, 7.1266895 50.9919236, 7.1267726 50.9919704, 7.1268189 50.9920004, 7.1268417 50.9920156, 7.1268611 50.9920291, 7.1268792 50.9920418, 7.126892 50.992051, 7.1269101 50.9920671, 7.126924 50.9920818, 7.1269423 50.992103, 7.126957 50.9921245, 7.1269691 50.992146, 7.1269825 50.9921743, 7.1269912 50.9922042, 7.1269932 50.9922418, 7.1269912 50.9922747, 7.1269838 50.9923085, 7.1269765 50.9923304, 7.1269677 50.9923511, 7.1269584 50.9923689, 7.1269476 50.9923878, 7.1269201 50.9924263)",yes,,,
"[153355138, 153355139, 257038244]",False,2,Stationsstraße,unclassified,20,"[False, True]",196.164,"LINESTRING (7.1256944 50.9914403, 7.1252384 50.9912293, 7.1247194 50.9909507, 7.1238081 50.9904159, 7.123562 50.9902986)",,,,
8403544,True,,Jakobstraße,unclassified,,False,37.431,"LINESTRING (7.1241931 50.9919232, 7.1243978 50.9920321, 7.1244494 50.9920596, 7.1245325 50.9921146, 7.124575 50.9921562)",,,,
153644480,False,,Jakobstraße,unclassified,,False,116.00899999999999,"LINESTRING (7.1241931 50.9919232, 7.1241565 50.9919009, 7.1236007 50.9915862, 7.1229621 50.9912246)",,,,
"[4543081, 138040390]",False,,Jakobstraße,unclassified,,True,175.025,"LINESTRING (7.1250109 50.9925399, 7.1250478 50.9925575, 7.1252415 50.9926497, 7.1253772 50.9926975, 7.1254897 50.9927219, 7.1256045 50.9927339, 7.1257503 50.992731, 7.1258819 50.992716, 7.126051 50.9926887, 7.1261934 50.9926424, 7.12637 50.9925709, 7.1264924 50.992512, 7.1266697 50.9923857, 7.1267175 50.9923421, 7.1267631 50.9922801, 7.1267879 50.9921959, 7.126789 50.9921346, 7.1267713 50.992081, 7.1267614 50.9920429)",,,,
153644486,True,,Jakobstraße,unclassified,,False,38.136,"LINESTRING (7.1250109 50.9925399, 7.1248445 50.992461, 7.124713 50.9924117, 7.1246339 50.992384, 7.1245786 50.992374, 7.1245457 50.9923657)",,,,
31260880,True,,Laurentiusstraße,unclassified,30,False,109.829,"LINESTRING (7.134173 50.9948823, 7.1344168 50.9953599, 7.1346561 50.9956276, 7.1346747 50.9956522, 7.1347791 50.9957889)",,,,
170538529,False,,Hornstraße,residential,30,True,109.318,"LINESTRING (7.134173 50.9948823, 7.1331267 50.9951117, 7.1329312 50.9951768, 7.1327544 50.9952722)",,,,
673161176,False,,Odenthaler Straße,secondary,,True,31.111000000000004,"LINESTRING (7.1347791 50.9957889, 7.1346756 50.9959297, 7.1346496 50.9959668, 7.1345941 50.9960433)",,L 270,,
172235986,False,,Dr.-Robert-Koch-Straße,residential,,True,161.578,"LINESTRING (7.1293973 50.9934841, 7.1292886 50.9933066, 7.1291454 50.9929964, 7.1290154 50.9926537, 7.1289686 50.9924694, 7.1289347 50.9923359, 7.1288327 50.9920781)",,,,
172366514,False,,Hornstraße,residential,30,True,53.436,"LINESTRING (7.1297544 50.9973425, 7.1294492 50.996902)",,,,
153644480,False,,Jakobstraße,unclassified,,True,163.973,"LINESTRING (7.1211985 50.9902539, 7.1214495 50.990392, 7.1219665 50.9906766, 7.1229621 50.9912246)",,,,
"[685675601, 5060122, 823541911]",True,1,Schnabelsmühle,secondary,"['50', '30']",False,81.343,"LINESTRING (7.1325967 50.9905718, 7.1324201 50.9905423, 7.1322155 50.9904576, 7.1319823 50.9903773, 7.1317353 50.9903074, 7.1315569 50.9902534)",,L 286,,
187943230,False,4,Schnabelsmühle,secondary,50,True,13.642999999999999,"LINESTRING (7.1325967 50.9905718, 7.1326653 50.9905961, 7.1327633 50.9906354)",,L 286,,
"[260777645, 25921655]",False,4,Schnabelsmühle,secondary,50,False,147.329,"LINESTRING (7.1343292 50.9915169, 7.1342367 50.9914832, 7.1341754 50.9914564, 7.1341441 50.9914427, 7.1340962 50.9914157, 7.13403 50.9913784, 7.1340167 50.9913709, 7.1338236 50.9912593, 7.1333782 50.9910168, 7.1327633 50.9906354)",,L 286,,
169394424,False,4,Schnabelsmühle,secondary,50,True,32.201,"LINESTRING (7.1343292 50.9915169, 7.1344276 50.9915513, 7.1345215 50.9915817, 7.1346328 50.9916104, 7.1346892 50.9916205, 7.1347508 50.9916289)",,L 286,,
