osmid,oneway,name,highway,maxspeed,reversed,length,geometry,width,lanes,ref
733636498,False,Breite Straße,tertiary,50,True,19.907,"LINESTRING (8.478498 53.3263565, 8.4781988 53.3263456)",,,
1081247908,False,Breite Straße,tertiary,50,False,45.298,"LINESTRING (8.478498 53.3263565, 8.4791788 53.3263814)",,,
24648480,False,Schulstraße,living_street,,False,14.682,"LINESTRING (8.4855685 53.3257948, 8.4853796 53.3258634)",,,
24858721,False,,residential,,True,10.814,"LINESTRING (8.4855685 53.3257948, 8.4854069 53.3257829)",,,
"[243587130, 24656468]",True,"['Kaje', 'Mitteldeichstraße']",residential,30,False,217.79599999999996,"LINESTRING (8.4855685 53.3257948, 8.4856113 53.3258725, 8.4856665 53.32593, 8.4857126 53.3259825, 8.4857633 53.3260426, 8.4858096 53.3261194, 8.4857918 53.3261715, 8.4857179 53.3262834, 8.4856675 53.326393, 8.4856148 53.3266387, 8.4855943 53.3267783, 8.4855883 53.3268535, 8.4855491 53.3269544, 8.4854752 53.3272064, 8.4853926 53.3275779, 8.4853016 53.3276826)",,,
24648480,False,Schulstraße,living_street,,False,211.62900000000002,"LINESTRING (8.4841709 53.3258204, 8.4836528 53.3258149, 8.4829989 53.3258119, 8.4825865 53.3257693, 8.482124 53.3257646, 8.4817941 53.3258063, 8.4817311 53.3258058, 8.480998 53.3257996)",,,
24648480,False,Schulstraße,living_street,,True,82.80799999999999,"LINESTRING (8.4841709 53.3258204, 8.484691 53.3258774, 8.4850837 53.3258945, 8.4852874 53.3259086, 8.4853796 53.3258634)",,,
24656490,False,Lindenstraße,living_street,,True,197.82,"LINESTRING (8.4841709 53.3258204, 8.4841146 53.3262765, 8.4840862 53.3265351, 8.4840842 53.3265756, 8.484069 53.3266199, 8.4840525 53.3268325, 8.4840308 53.326966, 8.4839497 53.3274643, 8.4839049 53.3275907)",,,
44978088,True,Kirchenstraße,tertiary,30,False,54.901,"LINESTRING (8.480998 53.3257996, 8.4810673 53.3253076)",,,
24648480,False,Schulstraße,living_street,,True,211.62900000000002,"LINESTRING (8.480998 53.3257996, 8.4817311 53.3258058, 8.4817941 53.3258063, 8.482124 53.3257646, 8.4825865 53.3257693, 8.4829989 53.3258119, 8.4836528 53.3258149, 8.4841709 53.3258204)",,,
24656490,False,Lindenstraße,living_street,,True,46.642,"LINESTRING (8.4839049 53.3275907, 8.4837136 53.3279943)",,,
24656429,False,Mitteldeichstraße,residential,,False,93.444,"LINESTRING (8.4839049 53.3275907, 8.4842754 53.3276294, 8.4849825 53.327678, 8.485172 53.3276817, 8.4853016 53.3276826)",,,
