osmid,lanes,ref,name,highway,maxspeed,junction,oneway,reversed,length,geometry,bridge,access
23524094,,,Schwarzwaldstraße,residential,30,,False,True,205.534,"LINESTRING (8.5729992 48.9527775, 8.5731661 48.9524533, 8.5732349 48.9523094, 8.5734062 48.9519962, 8.5735645 48.9517365, 8.573775 48.9513938, 8.574007 48.951053)",,
1030183517,,,Remchinger Straße,residential,30,,False,True,141.526,"LINESTRING (8.5729992 48.9527775, 8.5740682 48.9527863, 8.5749372 48.9527775)",,
23524094,,,Schwarzwaldstraße,residential,30,,False,True,27.304,"LINESTRING (8.574007 48.951053, 8.5741612 48.9508293)",,
23524095,,,Hertzstraße,residential,30,,False,False,100.794,"LINESTRING (8.574007 48.951053, 8.5752669 48.9514233)",,
23524094,,,Schwarzwaldstraße,residential,30,,False,False,205.53400000000002,"LINESTRING (8.574007 48.951053, 8.573775 48.9513938, 8.5735645 48.9517365, 8.5734062 48.9519962, 8.5732349 48.9523094, 8.5731661 48.9524533, 8.5729992 48.9527775)",,
23524095,,,Hertzstraße,residential,30,,False,True,100.794,"LINESTRING (8.5752669 48.9514233, 8.574007 48.951053)",,
23524092,,,Benzstraße,residential,30,,False,False,144.75,"LINESTRING (8.5752669 48.9514233, 8.5753261 48.9513494, 8.5754416 48.9512367, 8.5755408 48.9511767, 8.5756626 48.9511141, 8.5758161 48.9510732, 8.5759896 48.9510614, 8.5762372 48.9510627, 8.5765375 48.9510664, 8.5768017 48.9510652, 8.5770082 48.9510642)",,
23524092,,,Benzstraße,residential,30,,False,True,154.93699999999998,"LINESTRING (8.5752669 48.9514233, 8.5751155 48.9516704, 8.5750028 48.9518774, 8.5749412 48.9520446, 8.5749134 48.9521703, 8.5748994 48.952345, 8.5749372 48.9527775)",,
23524098,,,Murgstraße,residential,30,,False,False,165.249,"LINESTRING (8.5720135 48.950365, 8.5721285 48.9503845, 8.572651 48.9504832, 8.5733631 48.9506299, 8.5737131 48.9507095, 8.5741612 48.9508293)",,
242839844,2,B 10,Hauptstraße,primary,50,,False,False,178.604,"LINESTRING (8.5720135 48.950365, 8.5721105 48.9501602, 8.5721695 48.9500431, 8.5722196 48.9499308, 8.5723265 48.9497126, 8.5724311 48.9494944, 8.572488 48.9493789, 8.5725751 48.9492034, 8.5726829 48.948971, 8.5727 48.9489275, 8.5727477 48.948833)",,
242839844,2,B 10,Hauptstraße,primary,50,,False,True,173.127,"LINESTRING (8.5720135 48.950365, 8.5718819 48.9506307, 8.5717306 48.9509254, 8.5716595 48.9510782, 8.5715316 48.9513428, 8.5715115 48.9513873, 8.5714871 48.9514406, 8.571316 48.9517895, 8.5712875 48.9518471)",,
23524094,,,Schwarzwaldstraße,residential,30,,False,False,27.304,"LINESTRING (8.5741612 48.9508293, 8.574007 48.951053)",,
23524094,,,Schwarzwaldstraße,residential,30,,False,True,100.419,"LINESTRING (8.5741612 48.9508293, 8.5744554 48.9504219, 8.5747432 48.9500111)",,
23524098,,,Murgstraße,residential,30,,False,True,165.249,"LINESTRING (8.5741612 48.9508293, 8.5737131 48.9507095, 8.5733631 48.9506299, 8.572651 48.9504832, 8.5721285 48.9503845, 8.5720135 48.950365)",,
23524099,,,Hildastraße,residential,30,,False,False,103.867,"LINESTRING (8.5748488 48.9478827, 8.5741522 48.9486971)",,
"[130643192, 441113722]",2,K 4580,Kinzigstraße,tertiary,30,,False,False,114.264,"LINESTRING (8.5748488 48.9478827, 8.5750156 48.9479499, 8.5751294 48.9479899, 8.5753208 48.9480571, 8.5759073 48.9482583, 8.5762204 48.9483766)",,
23524099,,,Hildastraße,residential,30,,False,True,31.842,"LINESTRING (8.5739488 48.9489504, 8.5741522 48.9486971)",,
23524101,,,Friedrich-Ebert-Straße,residential,30,,False,True,87.606,"LINESTRING (8.5739488 48.9489504, 8.5728397 48.9486501)",,
23524099,,,Hildastraße,residential,30,,False,False,29.980000000000004,"LINESTRING (8.5739488 48.9489504, 8.5739589 48.9489798, 8.5740621 48.9490309, 8.5740917 48.9490538, 8.5741 48.9490781, 8.5740946 48.9491186, 8.5740567 48.9491721)",,
23524099,,,Hildastraße,residential,30,,False,True,29.980000000000004,"LINESTRING (8.5740567 48.9491721, 8.5740946 48.9491186, 8.5741 48.9490781, 8.5740917 48.9490538, 8.5740621 48.9490309, 8.5739589 48.9489798, 8.5739488 48.9489504)",,
23524099,,,Hildastraße,residential,30,,False,False,31.842,"LINESTRING (8.5741522 48.9486971, 8.5739488 48.9489504)",,
23524099,,,Hildastraße,residential,30,,False,True,103.867,"LINESTRING (8.5741522 48.9486971, 8.5748488 48.9478827)",,
23524102,,,Albstraße,residential,30,,False,False,107.965,"LINESTRING (8.5741522 48.9486971, 8.574813 48.948943, 8.5754245 48.9491913)",,
23524094,,,Schwarzwaldstraße,residential,30,,False,False,103.851,"LINESTRING (8.5754245 48.9491913, 8.5747432 48.9500111)",,
"[810540101, 23524094]",,,Schwarzwaldstraße,residential,30,,False,True,107.736,"LINESTRING (8.5754245 48.9491913, 8.5758582 48.9487477, 8.5761594 48.9484242, 8.5761817 48.9484019, 8.5762204 48.9483766)",,
23524102,,,Albstraße,residential,30,,False,True,107.965,"LINESTRING (8.5754245 48.9491913, 8.574813 48.948943, 8.5741522 48.9486971)",,
28396726,,,Königsbacher Straße,residential,30,,False,False,13.853,"LINESTRING (8.5763807 48.9478402, 8.5763582 48.9477165)",,
"[441113721, 23524110]",,,Königsbacher Straße,residential,30,,False,True,65.896,"LINESTRING (8.5763807 48.9478402, 8.5763891 48.9479755, 8.576398 48.9482695, 8.5763873 48.9482939, 8.5763348 48.9483259, 8.5762936 48.948342, 8.5762204 48.9483766)",,
4077414,2,,Buchwaldstraße,residential,30,,False,False,102.979,"LINESTRING (8.5713317 48.9485269, 8.5700239 48.9481805)",,
4077414,2,,Buchwaldstraße,residential,30,,False,True,108.874,"LINESTRING (8.5713317 48.9485269, 8.5720532 48.9486907, 8.572619 48.9488072, 8.5727477 48.948833)",,
"[254295968, 418304073, 6128948, 707029077, 23638806, 23638807, 707029055]",,,Buchwaldwiesen,residential,,,False,True,466.01200000000006,"LINESTRING (8.564684 48.9516617, 8.5646826 48.9516939, 8.564726 48.9517559, 8.5649942 48.9520221, 8.5653587 48.9523115, 8.5654579 48.952367, 8.5656067 48.952425, 8.5658445 48.9525428, 8.5663458 48.9527755, 8.5668669 48.9529307, 8.5673084 48.9530263, 8.567357 48.9530406, 8.5674427 48.9530654, 8.5679886 48.9532256, 8.5681073 48.9532594, 8.5681401 48.953267, 8.5684363 48.953348, 8.5684971 48.9533657, 8.5686102 48.9533733, 8.5686636 48.9533707, 8.56872 48.9533624, 8.568782 48.9533436, 8.5688952 48.9532958, 8.5689965 48.9532564, 8.5691112 48.9532091, 8.5692798 48.9531434, 8.569333 48.9531214, 8.5694947 48.9530509, 8.5695272 48.9530424, 8.5696237 48.9530413, 8.5696881 48.9530571, 8.5698195 48.9531329, 8.5698974 48.9531869)",yes,
242839844,2,B 10,Hauptstraße,primary,50,,False,True,10.281,"LINESTRING (8.5712875 48.9518471, 8.5712594 48.9519377)",,
"[23638812, 472304853]",,,"['Hauptstraße', 'San-Biagio-Platani-Platz']","['residential', 'living_street']",7,,False,"[False, True]",74.654,"LINESTRING (8.5712875 48.9518471, 8.5711573 48.9518279, 8.5706162 48.9518205, 8.5705707 48.9518969, 8.5705677 48.9519384, 8.5704211 48.9519797)",,permissive
242839844,2,B 10,Hauptstraße,primary,50,,False,False,173.127,"LINESTRING (8.5712875 48.9518471, 8.571316 48.9517895, 8.5714871 48.9514406, 8.5715115 48.9513873, 8.5715316 48.9513428, 8.5716595 48.9510782, 8.5717306 48.9509254, 8.5718819 48.9506307, 8.5720135 48.950365)",,
23524092,,,Benzstraße,residential,30,,False,True,144.75,"LINESTRING (8.5770082 48.9510642, 8.5768017 48.9510652, 8.5765375 48.9510664, 8.5762372 48.9510627, 8.5759896 48.9510614, 8.5758161 48.9510732, 8.5756626 48.9511141, 8.5755408 48.9511767, 8.5754416 48.9512367, 8.5753261 48.9513494, 8.5752669 48.9514233)",,
23524093,,,Draisstraße,residential,,,False,True,172.838,"LINESTRING (8.5770082 48.9510642, 8.5770075 48.9513631, 8.5770062 48.9514982, 8.5769995 48.9517518, 8.5769995 48.9520108, 8.5769985 48.9523354, 8.5770041 48.9524906, 8.5770574 48.9526136)",,
4925045,1,B 10,Hauptstraße,primary,50,roundabout,True,False,11.533999999999999,"LINESTRING (8.5699147 48.9533718, 8.5698782 48.9533469, 8.5698535 48.9533163, 8.5698427 48.9532825)",,
242839847,,B 10,Forststraße,primary,50,,True,False,30.328000000000003,"LINESTRING (8.5699147 48.9533718, 8.5698268 48.9533797, 8.5696337 48.9534114, 8.5695073 48.9534228)",,
810540102,,,Feuerbachstraße,residential,30,,False,False,2.792,"LINESTRING (8.5766719 48.9477591, 8.5767101 48.947758)",,
28396727,,,Feuerbachstraße,residential,30,,True,False,23.107,"LINESTRING (8.5766719 48.9477591, 8.5765229 48.9478004, 8.5764305 48.9478242, 8.5763807 48.9478402)",,
242839844,2,B 10,Hauptstraße,primary,50,,False,False,10.281,"LINESTRING (8.5712594 48.9519377, 8.5712875 48.9518471)",,
130643185,1,B 10,Hauptstraße,primary,50,,True,False,75.751,"LINESTRING (8.5712594 48.9519377, 8.5712476 48.9520631, 8.5711055 48.9523295, 8.5709487 48.9525827)",,
28396726,,,Königsbacher Straße,residential,30,,False,True,13.853,"LINESTRING (8.5763582 48.9477165, 8.5763807 48.9478402)",,
121204844,,,Feuerbachstraße,residential,30,,True,False,24.320999999999998,"LINESTRING (8.5763582 48.9477165, 8.5764145 48.9477112, 8.576472 48.9477089, 8.5765249 48.9477116, 8.5766172 48.947733, 8.5766719 48.9477591)",,
122660049,,,Remchinger Straße,residential,,,False,False,62.174,"LINESTRING (8.5722112 48.9527327, 8.5723637 48.9521826)",,
23524091,,,Remchinger Straße,residential,30,,False,False,93.718,"LINESTRING (8.5722112 48.9527327, 8.5710742 48.9526032, 8.5709832 48.9525903, 8.5709487 48.9525827)",,
23524091,,,Remchinger Straße,residential,30,,False,True,57.762,"LINESTRING (8.5722112 48.9527327, 8.5727781 48.9527687, 8.5729992 48.9527775)",,
122660049,,,Remchinger Straße,residential,,,False,True,62.174,"LINESTRING (8.5723637 48.9521826, 8.5722112 48.9527327)",,
23524101,,,Friedrich-Ebert-Straße,residential,30,,False,False,87.606,"LINESTRING (8.5728397 48.9486501, 8.5739488 48.9489504)",,
242839844,2,B 10,Hauptstraße,primary,50,,False,True,21.419,"LINESTRING (8.5728397 48.9486501, 8.5727477 48.948833)",,
242839844,2,B 10,Hauptstraße,primary,50,,False,False,21.419,"LINESTRING (8.5727477 48.948833, 8.5728397 48.9486501)",,
4077414,2,,Buchwaldstraße,residential,30,,False,False,108.874,"LINESTRING (8.5727477 48.948833, 8.572619 48.9488072, 8.5720532 48.9486907, 8.5713317 48.9485269)",,
242839844,2,B 10,Hauptstraße,primary,50,,False,True,178.60399999999998,"LINESTRING (8.5727477 48.948833, 8.5727 48.9489275, 8.5726829 48.948971, 8.5725751 48.9492034, 8.572488 48.9493789, 8.5724311 48.9494944, 8.5723265 48.9497126, 8.5722196 48.9499308, 8.5721695 48.9500431, 8.5721105 48.9501602, 8.5720135 48.950365)",,
242839848,,B 10,Forststraße,primary,50,,True,False,29.040999999999997,"LINESTRING (8.5695073 48.9534228, 8.5696404 48.9533691, 8.5696954 48.9533463, 8.5697536 48.9533213, 8.5698427 48.9532825)",,
"[1030183520, 39087275, 1030183519, 35764247]",2,L 570,Bahnhofstraße,secondary,50,,False,True,167.493,"LINESTRING (8.570563 48.9534405, 8.5706153 48.9534431, 8.5708377 48.9534427, 8.5709869 48.9534437, 8.5718766 48.9534366, 8.5720289 48.9534351, 8.5724969 48.9534449, 8.5728563 48.9534407)",,
242839846,,L 570,Bahnhofstraße,secondary,50,,True,False,32.150999999999996,"LINESTRING (8.570563 48.9534405, 8.5704719 48.9534378, 8.5703967 48.9534326, 8.5703297 48.9534229, 8.5701376 48.9533761)",,
4925045,1,B 10,Hauptstraße,primary,50,roundabout,True,False,17.349,"LINESTRING (8.5701376 48.9533761, 8.570084 48.9533929, 8.5700251 48.9533979, 8.5699667 48.9533906, 8.5699147 48.9533718)",,
4925045,1,B 10,Hauptstraße,primary,50,roundabout,True,False,6.396000000000001,"LINESTRING (8.5702025 48.9532236, 8.5702157 48.953251, 8.5702189 48.9532797)",,
4925045,1,B 10,Hauptstraße,primary,50,roundabout,True,False,17.195,"LINESTRING (8.5698974 48.9531869, 8.569945 48.9531641, 8.570001 48.9531521, 8.5700598 48.9531521, 8.5701158 48.953164)",,
"[254295968, 418304073, 6128948, 707029077, 23638806, 23638807, 707029055]",,,Buchwaldwiesen,residential,,,False,False,466.012,"LINESTRING (8.5698974 48.9531869, 8.5698195 48.9531329, 8.5696881 48.9530571, 8.5696237 48.9530413, 8.5695272 48.9530424, 8.5694947 48.9530509, 8.569333 48.9531214, 8.5692798 48.9531434, 8.5691112 48.9532091, 8.5689965 48.9532564, 8.5688952 48.9532958, 8.568782 48.9533436, 8.56872 48.9533624, 8.5686636 48.9533707, 8.5686102 48.9533733, 8.5684971 48.9533657, 8.5684363 48.953348, 8.5681401 48.953267, 8.5681073 48.9532594, 8.5679886 48.9532256, 8.5674427 48.9530654, 8.567357 48.9530406, 8.5673084 48.9530263, 8.5668669 48.9529307, 8.5663458 48.9527755, 8.5658445 48.9525428, 8.5656067 48.952425, 8.5654579 48.952367, 8.5653587 48.9523115, 8.5649942 48.9520221, 8.564726 48.9517559, 8.5646826 48.9516939, 8.564684 48.9516617)",yes,
"[23638812, 472304853]",,,"['Hauptstraße', 'San-Biagio-Platani-Platz']","['living_street', 'residential']",7,,False,"[False, True]",74.654,"LINESTRING (8.5704211 48.9519797, 8.5705677 48.9519384, 8.5705707 48.9518969, 8.5706162 48.9518205, 8.5711573 48.9518279, 8.5712875 48.9518471)",,permissive
810540102,,,Feuerbachstraße,residential,30,,False,True,2.792,"LINESTRING (8.5767101 48.947758, 8.5766719 48.9477591)",,
23524091,,,Remchinger Straße,residential,30,,False,True,93.718,"LINESTRING (8.5709487 48.9525827, 8.5709832 48.9525903, 8.5710742 48.9526032, 8.5722112 48.9527327)",,
130643185,1,B 10,Hauptstraße,primary,50,,True,False,90.693,"LINESTRING (8.5709487 48.9525827, 8.5709162 48.9526278, 8.5708274 48.9527436, 8.5707684 48.9528132, 8.570612 48.9529636, 8.5704799 48.9530565, 8.5702025 48.9532236)",,
23524094,,,Schwarzwaldstraße,residential,30,,False,True,74.973,"LINESTRING (8.5728563 48.9534407, 8.5728522 48.9532379, 8.5728841 48.9530649, 8.5729992 48.9527775)",,
"[1030183520, 39087275, 35764247, 1030183519]",2,L 570,Bahnhofstraße,secondary,50,,False,False,167.49300000000002,"LINESTRING (8.5728563 48.9534407, 8.5724969 48.9534449, 8.5720289 48.9534351, 8.5718766 48.9534366, 8.5709869 48.9534437, 8.5708377 48.9534427, 8.5706153 48.9534431, 8.570563 48.9534405)",,
