osmid,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,width,tunnel
18097682,Schloßstraße,residential,30,False,False,3.287,,"LINESTRING (7.1814795 50.0276391, 7.1814765 50.0276686)",,
"[18097680, 1240840874, 407073006]","['Lindenplatz', 'Moselpromenade']",residential,,False,True,116.494,2,"LINESTRING (7.1814795 50.0276391, 7.1814618 50.0276221, 7.181439 50.0276087, 7.1813928 50.0275944, 7.1812278 50.0275779, 7.1811935 50.0275691, 7.1811728 50.0275542, 7.1811627 50.027526, 7.1811678 50.0274801, 7.1811802 50.0274241, 7.1812466 50.0271236, 7.1812867 50.0268526, 7.1813047 50.026737)",,
"[18097680, 1240840874, 407073006]","['Lindenplatz', 'Moselpromenade']",residential,,False,False,116.49400000000003,2,"LINESTRING (7.1813047 50.026737, 7.1812867 50.0268526, 7.1812466 50.0271236, 7.1811802 50.0274241, 7.1811678 50.0274801, 7.1811627 50.027526, 7.1811728 50.0275542, 7.1811935 50.0275691, 7.1812278 50.0275779, 7.1813928 50.0275944, 7.181439 50.0276087, 7.1814618 50.0276221, 7.1814795 50.0276391)",,
18097680,Moselpromenade,residential,,False,True,55.596000000000004,,"LINESTRING (7.1813047 50.026737, 7.1813218 50.026545, 7.1813379 50.0262375)",,
22715583,Backhausgasse,living_street,,False,False,23.178,,"LINESTRING (7.1813047 50.026737, 7.1815717 50.0267532, 7.1816262 50.0267622)",5.00,
22715584,Balduinstraße,living_street,,True,False,44.424,,"LINESTRING (7.1816262 50.0267622, 7.1815416 50.027158)",,
22715583,Backhausgasse,living_street,,False,True,23.178,,"LINESTRING (7.1816262 50.0267622, 7.1815717 50.0267532, 7.1813047 50.026737)",5.00,
"[425117486, 425117487]",Backhausgasse,"['living_street', 'residential']",,False,False,30.947,,"LINESTRING (7.1816262 50.0267622, 7.1816904 50.026773, 7.1817893 50.0267821, 7.1820521 50.0268122)",4.00,
27181759,Karlsgasse,living_street,,False,False,28.563,,"LINESTRING (7.1816907 50.02625, 7.1820905 50.0262539)",3.00,
407181672,Karlsgasse,living_street,,False,True,25.241,,"LINESTRING (7.1816907 50.02625, 7.1813379 50.0262375)",,
425117489,Balduinstraße,living_street,,True,False,38.651,,"LINESTRING (7.1816907 50.02625, 7.1816619 50.0265971)",,
25687867,Marktstraße,living_street,,False,True,26.994,,"LINESTRING (7.1818296 50.0255299, 7.1819045 50.0255417, 7.1821965 50.025588)",4.00,
