osmid,name,highway,maxspeed,oneway,reversed,length,lanes,ref,geometry,access,bridge
"[736664371, 4212700]",Großflecken,tertiary,20,False,False,110.23,2,K 13,"LINESTRING (9.9861718 54.0727536, 9.9863056 54.0725612, 9.9863189 54.0725422, 9.9863819 54.0724233, 9.9865729 54.0721489, 9.9867932 54.0718322)",,
44706020,Kaiserstraße,tertiary,50,True,False,17.525,2,,"LINESTRING (9.9808222 54.075595, 9.9806959 54.0757341)",,
"[4228075, 738974831, 996511542, 996511543, 996511544]",Bahnhofstraße,unclassified,,True,False,130.65,,,"LINESTRING (9.9808222 54.075595, 9.9807338 54.0755473, 9.9805597 54.075459, 9.9804134 54.0751953, 9.9803792 54.0751337, 9.9802259 54.0748564, 9.9801944 54.0748006, 9.9800948 54.0746192, 9.9800511 54.0745366)",no,
265341481,Kaiserstraße,residential,30,False,True,32.574,,,"LINESTRING (9.9808222 54.075595, 9.980881 54.0755407, 9.981121 54.0753606)",,
4228083,Kaiserstraße,residential,30,False,True,10.803,,,"LINESTRING (9.9800511 54.0745366, 9.9799697 54.0745525, 9.979894 54.0745673)",,
63707765,Bahnhofstraße,residential,30,False,False,84.483,,,"LINESTRING (9.9800511 54.0745366, 9.9796771 54.0738878, 9.9796276 54.0738592, 9.9795706 54.0738525)",,
376559987,Kaiserstraße,residential,30,False,False,41.239000000000004,,,"LINESTRING (9.9800511 54.0745366, 9.9802179 54.0745659, 9.9806562 54.074488)",,
"[24517905, 4212763]","['Gänsemarkt', 'Kaiserstraße']",residential,30,False,"[False, True]",92.323,,,"LINESTRING (9.9814471 54.0743374, 9.981828 54.0742712, 9.9823747 54.0741759, 9.9825036 54.0741534, 9.9826427 54.0741302, 9.9828061 54.0741063)",,
67256605,Kaiserstraße,residential,30,True,False,91.739,,,"LINESTRING (9.9814471 54.0743374, 9.981528 54.074525, 9.9816846 54.0748882, 9.9816786 54.0749348, 9.9816466 54.0749801, 9.9814659 54.0751014)",,
"[24205570, 737106046, 737106047]",Am Teich,tertiary,50,False,False,294.822,"['2', '3']",K 17,"LINESTRING (9.9810915 54.0723347, 9.9812897 54.0724619, 9.981714 54.0726829, 9.9818958 54.0727729, 9.9820658 54.0728561, 9.9828011 54.0731616, 9.9836452 54.0734755, 9.9841198 54.0737053, 9.9844369 54.0738916, 9.9844601 54.0739107, 9.9845566 54.0740095)",,
24260348,Wasbeker Straße,tertiary,50,True,False,180.95000000000002,1,K 17,"LINESTRING (9.9810915 54.0723347, 9.9808535 54.072258, 9.980731 54.0722311, 9.9806079 54.0722063, 9.9795228 54.0720077, 9.9789802 54.0718935, 9.9784832 54.0717893)",,
"[701144964, 126705623]",Kleinflecken,unclassified,50,False,True,35.907999999999994,,,"LINESTRING (9.9810915 54.0723347, 9.9811918 54.0723047, 9.9812159 54.0722937, 9.9813057 54.0722402, 9.9813245 54.072226, 9.9813306 54.072209, 9.981333 54.0721873, 9.9813259 54.0721394, 9.9813205 54.0721009, 9.981326 54.0720811)",,
"[4212710, 187995718]",Schleusberg,tertiary,"['50', '30']",False,True,108.589,3,,"LINESTRING (9.9810915 54.0723347, 9.9808021 54.0720718, 9.9802151 54.0715046)",,
"[508218417, 737405629]",Bahnhofstraße,residential,50,False,"[False, True]",76.383,"['2', '3']",,"LINESTRING (9.9810915 54.0723347, 9.9807237 54.0726076, 9.9803679 54.0728747)",,
4212733,Kuhberg,tertiary,30,False,True,106.368,,,"LINESTRING (9.9826841 54.0752056, 9.982496 54.0753051, 9.9821235 54.075549, 9.9816566 54.0758645, 9.9815613 54.0758928)",,
"[4212761, 803405124]",Kuhberg,tertiary,30,False,False,180.71099999999998,"['2', '3']",K 12,"LINESTRING (9.9826841 54.0752056, 9.9833562 54.0747798, 9.9836385 54.0745889, 9.9838538 54.0744494, 9.9841438 54.0742875, 9.9842286 54.0742341, 9.9843748 54.0741432, 9.9845566 54.0740095)",,
24205602,Kieler Straße,tertiary,,False,False,149.261,,K 11,"LINESTRING (9.9826841 54.0752056, 9.9827183 54.0752438, 9.982905 54.0758411, 9.9831031 54.0765232)",,
44706019,Konrad-Adenauer-Platz,tertiary,50,True,False,64.233,2,,"LINESTRING (9.9806959 54.0757341, 9.9806955 54.075822, 9.9807287 54.0759156, 9.980761 54.075963, 9.980838 54.0760221, 9.9810236 54.0761402, 9.9810409 54.0761672, 9.9810883 54.0762414)",,
4212733,Kuhberg,tertiary,30,False,False,106.368,,,"LINESTRING (9.9815613 54.0758928, 9.9816566 54.0758645, 9.9821235 54.075549, 9.982496 54.0753051, 9.9826841 54.0752056)",,
24208655,Konrad-Adenauer-Platz,tertiary,50,True,False,58.519999999999996,2,,"LINESTRING (9.9815613 54.0758928, 9.9814407 54.075851, 9.9811686 54.0757369, 9.9808222 54.075595)",,
"[737124299, 46742310, 81133503]",Rendsburger Straße,tertiary,50,True,False,151.46800000000002,2,,"LINESTRING (9.9793064 54.0786155, 9.9792646 54.0784799, 9.9792894 54.0783584, 9.9793174 54.0782835, 9.9794462 54.0780588, 9.9796361 54.0778139, 9.980059 54.0773578)",,
503269335,Friedrichstraße,residential,30,False,True,88.603,2,,"LINESTRING (9.9773321 54.0756787, 9.9763035 54.0751584)",,
"[4228115, 91750164, 503269334]","['Hinter der Bahn', 'Färberstraße']",residential,"['50', '30']",False,True,218.944,2,,"LINESTRING (9.9773321 54.0756787, 9.9778301 54.0754114, 9.9783885 54.0751237, 9.9787598 54.0749465, 9.9788266 54.074882, 9.9788387 54.0748137, 9.9788215 54.074756, 9.9786995 54.0745447, 9.9786944 54.0744727, 9.9790151 54.0741678)",,
4228121,Friedrichstraße,residential,50,False,False,257.915,2,,"LINESTRING (9.9773321 54.0756787, 9.9777486 54.0759194, 9.9778985 54.0760137, 9.9785421 54.0764102, 9.9797041 54.0771361, 9.980059 54.0773578)",,
623569585,Färberstraße,residential,50,False,False,146.378,,,"LINESTRING (9.9773321 54.0756787, 9.9766142 54.0761843, 9.9758988 54.0766915)",,
4228081,Friedrichstraße,residential,,False,True,10.276,,,"LINESTRING (9.9801682 54.0774244, 9.980059 54.0773578)",,
4228089,Rendsburger Straße,tertiary,50,True,False,144.34599999999998,2,,"LINESTRING (9.9801682 54.0774244, 9.9800056 54.0776045, 9.9798489 54.0777962, 9.9794749 54.07827, 9.9794531 54.0783104, 9.9794188 54.0783788, 9.9793772 54.0784842, 9.9793064 54.0786155)",,
4228086,Kaiserstraße,residential,30,True,False,101.657,,,"LINESTRING (9.981121 54.0753606, 9.9806562 54.074488)",,
315245680,Kaiserstraße,residential,30,False,True,36.565,,,"LINESTRING (9.981121 54.0753606, 9.9814659 54.0751014)",,
265341481,Kaiserstraße,residential,30,False,False,32.574,,,"LINESTRING (9.981121 54.0753606, 9.980881 54.0755407, 9.9808222 54.075595)",,
4228081,Friedrichstraße,residential,,False,False,10.276,,,"LINESTRING (9.980059 54.0773578, 9.9801682 54.0774244)",,
4228098,Rendsburger Straße,tertiary,50,True,False,141.586,2,,"LINESTRING (9.980059 54.0773578, 9.9802214 54.0772057, 9.9806047 54.0768269, 9.9809571 54.0764635, 9.9809836 54.0764281, 9.9810883 54.0762414)",,
4228121,Friedrichstraße,residential,50,False,True,257.915,2,,"LINESTRING (9.980059 54.0773578, 9.9797041 54.0771361, 9.9785421 54.0764102, 9.9778985 54.0760137, 9.9777486 54.0759194, 9.9773321 54.0756787)",,
66989415,Christianstraße,tertiary,30,False,True,185.11700000000002,,K 17,"LINESTRING (9.9891192 54.0789839, 9.987887 54.0779248, 9.9876485 54.0777199, 9.9875194 54.0776089)",,
187360885,Anscharstraße,residential,30,True,False,153.298,,,"LINESTRING (9.9891192 54.0789839, 9.9878321 54.0790503, 9.9867783 54.0791047)",,
24205590,Christianstraße,tertiary,50,False,False,86.7,3,K 17,"LINESTRING (9.9845566 54.0740095, 9.9846308 54.0740881, 9.9846799 54.0741191, 9.9849771 54.0743405, 9.9850298 54.0743933, 9.9852201 54.0746399, 9.9852439 54.0746707)",,
"[66989416, 701144970, 142699278, 737124304]",Kuhberg,tertiary,20,False,False,103.827,"['2', '3']",K 12,"LINESTRING (9.9845566 54.0740095, 9.984652 54.073945, 9.98483 54.0738327, 9.9850743 54.0736766, 9.9852873 54.0735043, 9.9854129 54.0733792, 9.9854758 54.0733069, 9.9855112 54.0732683)",,
"[24205570, 737106046, 737106047]",Am Teich,tertiary,50,False,True,294.82200000000006,"['2', '3']",K 17,"LINESTRING (9.9845566 54.0740095, 9.9844601 54.0739107, 9.9844369 54.0738916, 9.9841198 54.0737053, 9.9836452 54.0734755, 9.9828011 54.0731616, 9.9820658 54.0728561, 9.9818958 54.0727729, 9.981714 54.0726829, 9.9812897 54.0724619, 9.9810915 54.0723347)",,
"[4212761, 803405124]",Kuhberg,tertiary,30,False,True,180.711,"['2', '3']",K 12,"LINESTRING (9.9845566 54.0740095, 9.9843748 54.0741432, 9.9842286 54.0742341, 9.9841438 54.0742875, 9.9838538 54.0744494, 9.9836385 54.0745889, 9.9833562 54.0747798, 9.9826841 54.0752056)",,
"[738946609, 965155234]",Christianstraße,tertiary,50,False,True,127.35,"['2', '3']",K 17,"LINESTRING (9.9860945 54.0757015, 9.9858561 54.0754093, 9.985696 54.0752131, 9.985501 54.0749839, 9.9854758 54.0749524, 9.9852439 54.0746707)",,
"[965155235, 66989415]",Christianstraße,tertiary,"['50', '30']",False,False,119.03200000000001,3,K 17,"LINESTRING (9.9860945 54.0757015, 9.9861712 54.0758027, 9.9862868 54.075998, 9.9863597 54.0761331, 9.9864297 54.0762684, 9.9864462 54.076298, 9.9864631 54.0763271, 9.9864819 54.0763577, 9.9867096 54.0767086)",,
158961324,Kieler Straße,tertiary,50,False,True,92.57600000000001,,K 11,"LINESTRING (9.983944 54.0793405, 9.9838712 54.0790718, 9.9836791 54.0786022, 9.9836596 54.0785255)",,
24266380,Esplanade,residential,30,True,False,114.307,1,,"LINESTRING (9.9867706 54.0768117, 9.9850338 54.0769475)",,
66989415,Christianstraße,tertiary,30,False,True,12.135,,K 17,"LINESTRING (9.9867706 54.0768117, 9.9867096 54.0767086)",,
66989415,Christianstraße,tertiary,30,False,False,102.037,,K 17,"LINESTRING (9.9867706 54.0768117, 9.9869568 54.0771257, 9.9875194 54.0776089)",,
158961324,Kieler Straße,tertiary,50,False,False,97.292,,K 11,"LINESTRING (9.9832868 54.0770925, 9.9833775 54.0773816, 9.9834147 54.0775003, 9.9834998 54.0779579)",,
158961324,Kieler Straße,tertiary,50,False,True,64.43,,K 11,"LINESTRING (9.9832868 54.0770925, 9.9831446 54.0766417, 9.9831031 54.0765232)",,
66989415,Christianstraße,tertiary,30,False,False,12.135,,K 17,"LINESTRING (9.9867096 54.0767086, 9.9867706 54.0768117)",,
"[965155235, 66989415]",Christianstraße,tertiary,"['50', '30']",False,True,119.03200000000001,3,K 17,"LINESTRING (9.9867096 54.0767086, 9.9864819 54.0763577, 9.9864631 54.0763271, 9.9864462 54.076298, 9.9864297 54.0762684, 9.9863597 54.0761331, 9.9862868 54.075998, 9.9861712 54.0758027, 9.9860945 54.0757015)",,
24431181,Vicelinstraße,residential,30,False,True,158.074,,,"LINESTRING (9.9867783 54.0791047, 9.9864308 54.0776978)",,
24431181,Vicelinstraße,residential,30,False,False,89.277,,,"LINESTRING (9.9867783 54.0791047, 9.9868816 54.079531, 9.9869709 54.0798996)",,
187360885,Anscharstraße,residential,30,True,False,186.744,,,"LINESTRING (9.9867783 54.0791047, 9.9846376 54.0792852, 9.983944 54.0793405)",,
24431178,Joachimstraße,residential,30,True,False,113.952,1,,"LINESTRING (9.9834998 54.0779579, 9.9852271 54.0778054)",,
158961324,Kieler Straße,tertiary,50,False,False,63.969,,K 11,"LINESTRING (9.9834998 54.0779579, 9.9836596 54.0785255)",,
158961324,Kieler Straße,tertiary,50,False,True,97.292,,K 11,"LINESTRING (9.9834998 54.0779579, 9.9834147 54.0775003, 9.9833775 54.0773816, 9.9832868 54.0770925)",,
66989415,Christianstraße,tertiary,30,False,False,185.11700000000002,,K 17,"LINESTRING (9.9875194 54.0776089, 9.9876485 54.0777199, 9.987887 54.0779248, 9.9891192 54.0789839)",,
66989415,Christianstraße,tertiary,30,False,True,102.037,,K 17,"LINESTRING (9.9875194 54.0776089, 9.9869568 54.0771257, 9.9867706 54.0768117)",,
24431178,Joachimstraße,residential,30,True,False,71.702,1,,"LINESTRING (9.9864308 54.0776978, 9.9875194 54.0776089)",,
24431181,Vicelinstraße,residential,30,False,False,158.074,,,"LINESTRING (9.9864308 54.0776978, 9.9867783 54.0791047)",,
26391201,Wippendorfstraße,residential,,False,True,51.471000000000004,,,"LINESTRING (9.9759242 54.0743567, 9.9759031 54.0744039, 9.9755214 54.0747522)",,
26607915,Wippendorfstraße,living_street,,False,False,243.714,,,"LINESTRING (9.9759242 54.0743567, 9.9760067 54.0742865, 9.9769383 54.0734932, 9.9780437 54.0725519)",,
24881344,Goebenplatz,residential,,False,False,68.009,,,"LINESTRING (9.9746162 54.0753341, 9.9744856 54.0759409)",,
26391201,Wippendorfstraße,residential,,False,False,87.603,,,"LINESTRING (9.9746162 54.0753341, 9.9748448 54.0751863, 9.9755214 54.0747522)",,
"[736664371, 4212700]",Großflecken,tertiary,20,False,True,110.23000000000002,2,K 13,"LINESTRING (9.9867932 54.0718322, 9.9865729 54.0721489, 9.9863819 54.0724233, 9.9863189 54.0725422, 9.9863056 54.0725612, 9.9861718 54.0727536)",,
24881344,Goebenplatz,residential,,False,True,68.009,,,"LINESTRING (9.9744856 54.0759409, 9.9746162 54.0753341)",,
26607914,Luisenstraße,residential,30,True,False,124.363,,,"LINESTRING (9.9744856 54.0759409, 9.9749804 54.0762024, 9.9758988 54.0766915)",,
26607914,Luisenstraße,residential,30,True,False,111.444,,,"LINESTRING (9.9758988 54.0766915, 9.9772249 54.0773233)",,
623569585,Färberstraße,residential,50,False,False,114.625,,,"LINESTRING (9.9758988 54.0766915, 9.9747209 54.0774564)",,
623569585,Färberstraße,residential,50,False,True,146.378,,,"LINESTRING (9.9758988 54.0766915, 9.9766142 54.0761843, 9.9773321 54.0756787)",,
24208562,Hinter der Bahn,residential,,False,True,60.513999999999996,,,"LINESTRING (9.9790151 54.0741678, 9.9793097 54.0738621, 9.9794717 54.0736941)",,
25550297,Linienstraße,residential,,False,False,191.041,,,"LINESTRING (9.9790151 54.0741678, 9.9788317 54.0736932, 9.9786573 54.0734334, 9.9780437 54.0725519)",,
"[4228115, 91750164, 503269334]","['Hinter der Bahn', 'Färberstraße']",residential,"['50', '30']",False,False,218.944,2,,"LINESTRING (9.9790151 54.0741678, 9.9786944 54.0744727, 9.9786995 54.0745447, 9.9788215 54.074756, 9.9788387 54.0748137, 9.9788266 54.074882, 9.9787598 54.0749465, 9.9783885 54.0751237, 9.9778301 54.0754114, 9.9773321 54.0756787)",,
25550297,Linienstraße,residential,,False,False,117.937,,,"LINESTRING (9.9780437 54.0725519, 9.9779795 54.0724638, 9.9778381 54.0722698, 9.9776463 54.0720068, 9.9774002 54.0718827, 9.9773513 54.0718436, 9.977271 54.0717572, 9.9772233 54.0716298)",,
25550297,Linienstraße,residential,,False,True,191.041,,,"LINESTRING (9.9780437 54.0725519, 9.9786573 54.0734334, 9.9788317 54.0736932, 9.9790151 54.0741678)",,
26607915,Wippendorfstraße,living_street,,False,True,243.714,,,"LINESTRING (9.9780437 54.0725519, 9.9769383 54.0734932, 9.9760067 54.0742865, 9.9759242 54.0743567)",,
25550297,Linienstraße,residential,,False,True,117.937,,,"LINESTRING (9.9772233 54.0716298, 9.977271 54.0717572, 9.9773513 54.0718436, 9.9774002 54.0718827, 9.9776463 54.0720068, 9.9778381 54.0722698, 9.9779795 54.0724638, 9.9780437 54.0725519)",,
91750159,Wasbeker Straße,tertiary,50,True,False,115.837,1,K 17,"LINESTRING (9.9772233 54.0716298, 9.9766061 54.0716019, 9.9759474 54.0715487, 9.975684 54.0715233, 9.9754648 54.0714948)",,
158961324,Kieler Straße,tertiary,50,False,True,63.969,,K 11,"LINESTRING (9.9836596 54.0785255, 9.9834998 54.0779579)",,
27094247,Am Gashof,residential,,False,True,64.401,,,"LINESTRING (9.9836596 54.0785255, 9.9828501 54.078562, 9.982676 54.0785741)",,
158961324,Kieler Straße,tertiary,50,False,False,92.576,,K 11,"LINESTRING (9.9836596 54.0785255, 9.9836791 54.0786022, 9.9838712 54.0790718, 9.983944 54.0793405)",,
"[701144964, 126705623]",Kleinflecken,unclassified,50,False,False,35.908,,,"LINESTRING (9.981326 54.0720811, 9.9813205 54.0721009, 9.9813259 54.0721394, 9.981333 54.0721873, 9.9813306 54.072209, 9.9813245 54.072226, 9.9813057 54.0722402, 9.9812159 54.0722937, 9.9811918 54.0723047, 9.9810915 54.0723347)",,
4212710,Schleusberg,tertiary,30,False,True,24.045,,,"LINESTRING (9.9802151 54.0715046, 9.9800029 54.0713278)",,
"[187995718, 4212710]",Schleusberg,tertiary,"['50', '30']",False,False,108.589,3,,"LINESTRING (9.9802151 54.0715046, 9.9808021 54.0720718, 9.9810915 54.0723347)",,
"[24431169, 33066421, 33066422]",Kleinflecken,residential,20,False,False,84.832,,,"LINESTRING (9.9802151 54.0715046, 9.9802596 54.0714849, 9.9803247 54.0714587, 9.9804108 54.0714318, 9.9804803 54.0714139, 9.9805024 54.0714107, 9.9805588 54.071406, 9.9806017 54.0714064, 9.9809477 54.0714324, 9.9809975 54.0714311, 9.9810308 54.0714253, 9.9810805 54.0714087, 9.981216 54.0713494, 9.9813797 54.0712724)",,yes
27496787,Am Klostergraben,residential,30,False,False,218.257,,,"LINESTRING (9.9855112 54.0732683, 9.9858317 54.0733773, 9.9863066 54.0735241, 9.9863957 54.0735517, 9.9864743 54.073554, 9.9865403 54.0735264, 9.9867889 54.073259, 9.9868972 54.0731885, 9.9871424 54.0730485, 9.9872684 54.0729126, 9.9873781 54.0727828, 9.9874881 54.0726474, 9.9876196 54.0724531, 9.9876328 54.072436)",,
81133500,Kuhberg,tertiary,20,False,False,34.921,2,,"LINESTRING (9.9855112 54.0732683, 9.9856744 54.0730682, 9.9857068 54.0730273, 9.9857432 54.0729853)",,
"[737124304, 701144970, 66989416, 142699278]",Kuhberg,tertiary,20,False,True,103.82699999999998,"['2', '3']",K 12,"LINESTRING (9.9855112 54.0732683, 9.9854758 54.0733069, 9.9854129 54.0733792, 9.9852873 54.0735043, 9.9850743 54.0736766, 9.98483 54.0738327, 9.984652 54.073945, 9.9845566 54.0740095)",,
4212706,Großflecken,tertiary,20,True,False,13.535,1,,"LINESTRING (9.9860734 54.0728526, 9.9860613 54.072882, 9.9860297 54.0729073, 9.9859871 54.0729226, 9.9859353 54.0729276)",,
4212706,Großflecken,tertiary,20,True,False,14.08,1,,"LINESTRING (9.9859353 54.0729276, 9.9857432 54.0729853)",,
27497234,Großflecken,tertiary,20,True,False,10.106,1,,"LINESTRING (9.9859353 54.0729276, 9.9858857 54.0729209, 9.9858432 54.0729033, 9.9858155 54.0728775)",,
172595195,Großflecken,tertiary,20,True,False,20.503999999999998,1,,"LINESTRING (9.9858155 54.0728775, 9.9858065 54.0728482, 9.9858182 54.0728174, 9.9858474 54.0727929, 9.9858931 54.072776, 9.9859444 54.0727711, 9.9859958 54.0727782)",,
172595195,Großflecken,tertiary,20,True,False,11.804,1,,"LINESTRING (9.9859958 54.0727782, 9.9861718 54.0727536)",,
27497241,Großflecken,tertiary,20,True,False,10.22,1,,"LINESTRING (9.9859958 54.0727782, 9.9860379 54.0727961, 9.9860653 54.0728223, 9.9860734 54.0728526)",,
4228083,Kaiserstraße,residential,30,False,False,10.803,,,"LINESTRING (9.979894 54.0745673, 9.9799697 54.0745525, 9.9800511 54.0745366)",,
"[736571203, 497680525, 736571214, 736571215, 996511541, 497719674]",Bahnhofstraße,unclassified,,True,False,141.276,,,"LINESTRING (9.979894 54.0745673, 9.9799441 54.0746592, 9.9800374 54.074824, 9.9800711 54.0748835, 9.980221 54.0751395, 9.9802352 54.0751628, 9.9802675 54.0752157, 9.9804212 54.075494, 9.980559 54.0756453, 9.9805745 54.0756632, 9.9806022 54.0756903, 9.9806959 54.0757341)",no,
4228080,Bahnhofstraße,residential,30,False,True,18.758,,,"LINESTRING (9.9795706 54.0738525, 9.9794717 54.0736941)",,
46742307,Bahnhofstraße,unclassified,,True,False,91.96099999999998,,,"LINESTRING (9.9795706 54.0738525, 9.979468 54.0738806, 9.9794264 54.0739206, 9.9794371 54.0739751, 9.979618 54.0742814, 9.9797481 54.074356, 9.979894 54.0745673)",no,
63707765,Bahnhofstraße,residential,30,False,True,84.483,,,"LINESTRING (9.9795706 54.0738525, 9.9796276 54.0738592, 9.9796771 54.0738878, 9.9800511 54.0745366)",,
33066498,Moltkestraße,residential,,False,False,116.486,,,"LINESTRING (9.9747209 54.0774564, 9.9759238 54.0782306)",,
623569585,Färberstraße,residential,50,False,True,114.625,,,"LINESTRING (9.9747209 54.0774564, 9.9758988 54.0766915)",,
33066498,Moltkestraße,residential,,False,True,116.486,,,"LINESTRING (9.9759238 54.0782306, 9.9747209 54.0774564)",,
50822969,Augustastraße,residential,,False,False,131.844,,,"LINESTRING (9.9759238 54.0782306, 9.9772249 54.0773233)",,
50822969,Augustastraße,residential,,False,True,99.607,,,"LINESTRING (9.9759238 54.0782306, 9.9748701 54.0788789)",,
33066498,Moltkestraße,residential,,False,False,175.837,,,"LINESTRING (9.9759238 54.0782306, 9.976703 54.0786905, 9.9778215 54.0793536)",,
175755678,Carlstraße,residential,30,False,True,107.759,,,"LINESTRING (9.9778215 54.0793536, 9.9766105 54.0800127)",,
33066498,Moltkestraße,residential,,False,True,175.837,,,"LINESTRING (9.9778215 54.0793536, 9.976703 54.0786905, 9.9759238 54.0782306)",,
"[1199644334, 175755678]","['Carlstraße', 'Luisenstraße']",residential,30,False,"[False, True]",303.444,,,"LINESTRING (9.9778215 54.0793536, 9.9781034 54.0791742, 9.9782512 54.0790267, 9.9785073 54.0787825, 9.9785214 54.0787691, 9.9790431 54.0782717, 9.9787114 54.0780974, 9.9772249 54.0773233)",,
48562369,Querstraße,residential,30,True,False,96.224,1,,"LINESTRING (9.9850338 54.0769475, 9.9852271 54.0778054)",,
24266380,Esplanade,residential,30,True,False,115.134,1,,"LINESTRING (9.9850338 54.0769475, 9.9848369 54.0769677, 9.9834968 54.0770692, 9.9832868 54.0770925)",,
24431178,Joachimstraße,residential,30,True,False,79.432,1,,"LINESTRING (9.9852271 54.0778054, 9.9864308 54.0776978)",,
50822969,Augustastraße,residential,,False,False,99.607,,,"LINESTRING (9.9748701 54.0788789, 9.9759238 54.0782306)",,
48594543,Roonstraße,tertiary,50,False,True,169.673,2,K 15,"LINESTRING (9.9748701 54.0788789, 9.97492 54.0789117, 9.976108 54.0796978, 9.976122 54.0797072, 9.9766105 54.0800127)",,
50822969,Augustastraße,residential,,False,True,131.844,,,"LINESTRING (9.9772249 54.0773233, 9.9759238 54.0782306)",,
"[175755678, 1199644334]","['Carlstraße', 'Luisenstraße']",residential,30,False,"[False, True]",303.44399999999996,,,"LINESTRING (9.9772249 54.0773233, 9.9787114 54.0780974, 9.9790431 54.0782717, 9.9785214 54.0787691, 9.9785073 54.0787825, 9.9782512 54.0790267, 9.9781034 54.0791742, 9.9778215 54.0793536)",,
181684107,Konrad-Adenauer-Platz,tertiary,,False,True,13.685,,,"LINESTRING (9.9811405 54.0763606, 9.9810883 54.0762414)",,
"[8135782, 1089546095]",Rendsburger Straße,tertiary,50,True,False,134.376,"['2', '1']",,"LINESTRING (9.9811405 54.0763606, 9.9810355 54.0764899, 9.9807803 54.076804, 9.9807412 54.0768572, 9.9803324 54.0772638, 9.9801682 54.0774244)",,
51107239,Mittelstraße,residential,,False,True,216.393,,,"LINESTRING (9.9820064 54.0766686, 9.9822669 54.0773317, 9.9823842 54.0776361, 9.982676 54.0785741)",,
187361245,Johannisstraße,residential,50,True,False,66.36200000000001,,,"LINESTRING (9.9820064 54.0766686, 9.9819584 54.0766616, 9.9818927 54.0766389, 9.9812342 54.0763815, 9.9811405 54.0763606)",,
187361245,Johannisstraße,residential,50,True,False,73.351,,,"LINESTRING (9.9831031 54.0765232, 9.9820064 54.0766686)",,
24205602,Kieler Straße,tertiary,,False,True,149.261,,K 11,"LINESTRING (9.9831031 54.0765232, 9.982905 54.0758411, 9.9827183 54.0752438, 9.9826841 54.0752056)",,
158961324,Kieler Straße,tertiary,50,False,False,64.43,,K 11,"LINESTRING (9.9831031 54.0765232, 9.9831446 54.0766417, 9.9832868 54.0770925)",,
27094247,Am Gashof,residential,,False,False,64.401,,,"LINESTRING (9.982676 54.0785741, 9.9828501 54.078562, 9.9836596 54.0785255)",,
