osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,bridge,access,width
334556598,True,,Ascheröder Straße,tertiary,50,False,29.665,"LINESTRING (9.1891649 50.9109114, 9.1893645 50.9109272, 9.1895456 50.9110081)",K 104,,,
"[70240800, 26071242, 26071243, 64549862]",False,2,Osttangente,residential,30,False,116.029,"LINESTRING (9.1955474 50.9135672, 9.1954338 50.9137808, 9.195318 50.9140506, 9.1952354 50.9142331, 9.1951374 50.9143608, 9.1950697 50.9144186, 9.1950311 50.9144515, 9.1949182 50.9145133)",,yes,,
64549862,False,2,Osttangente,residential,30,True,27.618000000000002,"LINESTRING (9.1955474 50.9135672, 9.1956011 50.9134797, 9.1956278 50.913449, 9.1956781 50.9134004, 9.1957349 50.9133504)",,,,
199915338,False,,,unclassified,,False,43.232,"LINESTRING (9.1955474 50.9135672, 9.1956382 50.9136093, 9.1957005 50.9136519, 9.195723 50.9137829, 9.1956894 50.913882, 9.1956806 50.9139081)",,,,
"[334556632, 26071243, 334556631]",False,"['2', '3']",Osttangente,residential,30,False,95.88499999999999,"LINESTRING (9.1949182 50.9145133, 9.1947756 50.9145644, 9.1943571 50.9146583, 9.1939477 50.9147628, 9.1938102 50.9148117, 9.1937532 50.914833, 9.1936657 50.9148541)",,,,
"[70240800, 26071242, 26071243, 64549862]",False,2,Osttangente,residential,30,True,116.02900000000001,"LINESTRING (9.1949182 50.9145133, 9.1950311 50.9144515, 9.1950697 50.9144186, 9.1951374 50.9143608, 9.1952354 50.9142331, 9.195318 50.9140506, 9.1954338 50.9137808, 9.1955474 50.9135672)",,yes,,
199915337,False,,,residential,30,False,28.646,"LINESTRING (9.1949182 50.9145133, 9.1950118 50.9146028, 9.1951728 50.9147138)",,,,
25664741,False,,Zwalmstraße,tertiary,50,True,20.541,"LINESTRING (9.1890871 50.9114934, 9.1888165 50.9114226)",,,,
27636305,False,1,Mainzer Gasse,residential,50,False,30.732,"LINESTRING (9.1890871 50.9114934, 9.189103 50.9117696)",,,,
285537979,True,,Zwalmstraße,tertiary,50,False,61.733000000000004,"LINESTRING (9.1890871 50.9114934, 9.189301 50.9115352, 9.1894924 50.9115771, 9.1897232 50.9116632, 9.18987 50.911735)",,,,
334556644,False,,Zwalmstraße,tertiary,50,False,67.557,"LINESTRING (9.1900455 50.9118011, 9.1908806 50.9121042)",,,,
334556644,False,,Zwalmstraße,tertiary,50,True,14.332,"LINESTRING (9.1900455 50.9118011, 9.18987 50.911735)",,,,
27636334,False,1,Alte Postgasse,residential,20,False,68.572,"LINESTRING (9.1900455 50.9118011, 9.1899881 50.9118385, 9.1898973 50.9118658, 9.189475 50.9119517, 9.1891241 50.9119607)",,,,
26071246,False,3,Friedrich-Ebert-Straße,primary,50,False,24.19,"LINESTRING (9.1842498 50.9162577, 9.1845356 50.9163796)",B 454,yes,,
334556639,True,,Steingasse,residential,50,False,21.445999999999998,"LINESTRING (9.1842498 50.9162577, 9.1842817 50.9161717, 9.1843625 50.9160804)",,,,
334556642,False,2,Walkmühlenweg,primary,50,True,44.053000000000004,"LINESTRING (9.1842498 50.9162577, 9.183841 50.9160335, 9.1837806 50.9159944)",B 454,,,
27636058,True,1,Wagnergasse,residential,20,False,92.38799999999999,"LINESTRING (9.1844161 50.9139226, 9.1843671 50.9137785, 9.1843301 50.9136987, 9.1843149 50.9136226, 9.1842894 50.9135244, 9.1842578 50.9134288, 9.1842483 50.9133369, 9.1842454 50.9132516, 9.1842345 50.9131027)",,,,
27803649,False,1,Wagnergasse,residential,20,False,40.141,"LINESTRING (9.1844161 50.9139226, 9.1841743 50.9139513, 9.183858 50.9140024)",,,,
27636058,True,1,Wagnergasse,residential,20,False,59.129,"LINESTRING (9.183589 50.9123658, 9.183564 50.9123518, 9.1833648 50.91224, 9.1832162 50.9121472, 9.1831265 50.912088, 9.1829714 50.9120042)",,,,
336354694,False,,Bahnhofstraße,tertiary,50,False,64.155,"LINESTRING (9.1829714 50.9120042, 9.1831137 50.912009, 9.1832611 50.9119942, 9.1835597 50.9119309, 9.1838558 50.9118768)",L 3145,,,
331586919,True,1,Steingasse,residential,20,False,36.652,"LINESTRING (9.1875641 50.9132558, 9.1874154 50.9135718)",,,,
27795914,False,1,Klostergasse,residential,20,False,56.461999999999996,"LINESTRING (9.1875641 50.9132558, 9.1870849 50.9131511, 9.1868105 50.9130775)",,,,
331586919,True,1,Steingasse,residential,20,False,17.615,"LINESTRING (9.1868999 50.9141131, 9.1867664 50.9142473)",,,,
27795832,False,1,Hundsgasse,residential,20,False,43.704,"LINESTRING (9.1868999 50.9141131, 9.1872711 50.9142075, 9.1874938 50.9141987)",,,,
156396751,True,1,Steingasse,residential,20,False,42.691,"LINESTRING (9.1863811 50.9147161, 9.1860675 50.9150452)",,,,
27636140,False,,Steingasse,residential,20,False,26.922,"LINESTRING (9.1860675 50.9150452, 9.1858013 50.9152197)",,,,
27803609,False,1,Am Schenkeborn,residential,20,True,127.10499999999999,"LINESTRING (9.1860675 50.9150452, 9.1863982 50.9151707, 9.1865463 50.9152503, 9.1866847 50.9153168, 9.1868113 50.9152954, 9.1876635 50.9150648)",,,,
27636140,False,,Steingasse,residential,20,True,26.922,"LINESTRING (9.1858013 50.9152197, 9.1860675 50.9150452)",,,,
27636058,True,1,Wagnergasse,residential,20,False,60.92400000000001,"LINESTRING (9.1858013 50.9152197, 9.1856083 50.9151491, 9.1854011 50.9150485, 9.1851038 50.9148949)",,,,
"[244635336, 338444219]",False,,Steingasse,residential,20,False,109.735,"LINESTRING (9.1858013 50.9152197, 9.1856883 50.91531, 9.1856503 50.9153425, 9.1856182 50.9153666, 9.1853221 50.9155857, 9.1849101 50.9158833, 9.1848118 50.9159358, 9.1847669 50.9159579)",,,,
27636350,False,1,Marktplatz,residential,20,False,17.526,"LINESTRING (9.1888848 50.9127114, 9.1886406 50.9126777)",,,,
"[285537966, 27636303]",False,1,Burggasse,residential,"['20', '50']",True,164.41,"LINESTRING (9.1888848 50.9127114, 9.1890123 50.9127208, 9.1891613 50.9127252, 9.1892566 50.9127226, 9.1893178 50.9127209, 9.1896351 50.9126618, 9.1896996 50.9126528, 9.1902149 50.912535, 9.1903574 50.9124871, 9.1904832 50.9124202, 9.1906083 50.9123249, 9.1906904 50.9122623, 9.1908806 50.9121042)",,,,
27636334,False,1,Alte Postgasse,residential,20,True,68.572,"LINESTRING (9.1891241 50.9119607, 9.189475 50.9119517, 9.1898973 50.9118658, 9.1899881 50.9118385, 9.1900455 50.9118011)",,,,
169004726,True,1,Mainzer Gasse,residential,20,False,52.626000000000005,"LINESTRING (9.1891241 50.9119607, 9.1891442 50.9121037, 9.189045 50.9122763, 9.1888838 50.9123813)",,,,
94417237,True,1,Marktplatz,residential,20,False,36.706,"LINESTRING (9.1888838 50.9123813, 9.1888848 50.9127114)",,,,
157565976,False,1,Marktplatz,residential,20,False,26.692,"LINESTRING (9.1888838 50.9123813, 9.1885261 50.9124635)",,,,
27803664,True,1,Strauchgasse,residential,20,False,42.544,"LINESTRING (9.1878319 50.9127195, 9.1874929 50.9127176, 9.187235 50.9126721)",,,,
331586919,True,1,Steingasse,residential,20,False,50.440999999999995,"LINESTRING (9.1878319 50.9127195, 9.1877747 50.9127988, 9.1876161 50.9131514)",,,,
27636701,False,1,Töpferweg,residential,50,False,183.187,"LINESTRING (9.1880336 50.9114591, 9.1878915 50.911484, 9.1877407 50.9115119, 9.1875982 50.9115439, 9.1874634 50.9115761, 9.1873251 50.9116144, 9.1871322 50.9116713, 9.1869223 50.9117429, 9.1867213 50.9118063, 9.1865393 50.9118708, 9.1863215 50.9119571, 9.1861635 50.9120351, 9.1857899 50.9121852, 9.1857235 50.9122081)",,,,
27636701,False,1,Töpferweg,residential,50,True,56.27999999999999,"LINESTRING (9.1880336 50.9114591, 9.1884045 50.9114415, 9.1886358 50.9114586, 9.1887101 50.9114585, 9.1887704 50.9114477, 9.1888165 50.9114226)",,,,
158298379,False,1,Herbstgasse,residential,20,False,36.765,"LINESTRING (9.1880336 50.9114591, 9.1880899 50.9116247, 9.1881363 50.9117833)",,,,
27636305,False,1,Mainzer Gasse,residential,50,True,30.732,"LINESTRING (9.189103 50.9117696, 9.1890871 50.9114934)",,,,
27636971,False,1,Herbstgasse,residential,20,False,55.647999999999996,"LINESTRING (9.189103 50.9117696, 9.188884 50.9117706, 9.1883093 50.9117696)",,,,
169004726,True,1,Mainzer Gasse,residential,20,False,21.301000000000002,"LINESTRING (9.189103 50.9117696, 9.1891146 50.9118647, 9.1891241 50.9119607)",,,,
27636971,False,1,Herbstgasse,residential,20,False,12.224,"LINESTRING (9.1883093 50.9117696, 9.1881363 50.9117833)",,,,
27636971,False,1,Herbstgasse,residential,20,True,55.647999999999996,"LINESTRING (9.1883093 50.9117696, 9.188884 50.9117706, 9.189103 50.9117696)",,,,
27795940,False,1,Ratsgasse,residential,20,True,78.74900000000001,"LINESTRING (9.1883093 50.9117696, 9.188376 50.9120239, 9.1884025 50.9121525, 9.1884387 50.9122629, 9.1885261 50.9124635)",,,,
147369900,False,1,Am Angel,residential,20,True,62.800999999999995,"LINESTRING (9.1866138 50.9124303, 9.186434 50.9124578, 9.1861927 50.9124659, 9.1859962 50.9124889, 9.1858408 50.9125115, 9.1857352 50.9125304)",,,,
157562984,True,1,Herbstgasse,residential,20,False,74.678,"LINESTRING (9.1866138 50.9124303, 9.1866593 50.9123338, 9.1868166 50.912223, 9.1871597 50.9120386, 9.1873476 50.9119679)",,,,
27637002,False,1,Keilsteg,residential,20,False,16.875,"LINESTRING (9.1833882 50.913177, 9.1836289 50.9131779)",,,,
27637002,False,1,Keilsteg,residential,20,True,16.875,"LINESTRING (9.1836289 50.9131779, 9.1833882 50.913177)",,,,
27637002,False,1,Keilsteg,residential,20,False,43.692,"LINESTRING (9.1836289 50.9131779, 9.1839745 50.9131614, 9.1840764 50.9131435, 9.1842345 50.9131027)",,,,
27803646,False,1,Rosengasse,residential,20,False,93.297,"LINESTRING (9.1836289 50.9131779, 9.1836593 50.9134426, 9.183858 50.9140024)",,,,
27636058,True,1,Wagnergasse,residential,20,False,95.01,"LINESTRING (9.1842345 50.9131027, 9.1841633 50.9129341, 9.1839316 50.9126202, 9.183589 50.9123658)",,,,
27637002,False,1,Keilsteg,residential,20,True,43.692,"LINESTRING (9.1842345 50.9131027, 9.1840764 50.9131435, 9.1839745 50.9131614, 9.1836289 50.9131779)",,,,
147369900,False,1,Am Angel,residential,20,False,124.50800000000001,"LINESTRING (9.1842345 50.9131027, 9.1845071 50.9129655, 9.1846777 50.9128948, 9.1848039 50.9128409, 9.1848288 50.9128322, 9.1849834 50.9127543, 9.1852197 50.9126352, 9.1855419 50.91257, 9.1857352 50.9125304)",,,,
38219147,False,1,Stephanstraße,residential,30,True,43.808,"LINESTRING (9.1874698 50.9079551, 9.1868693 50.9078463)",,,,
27794824,False,1,Schützengäßchen,residential,30,False,190.747,"LINESTRING (9.1874698 50.9079551, 9.1872981 50.9080526, 9.1867767 50.908229, 9.1859935 50.9084693, 9.1857703 50.9086587, 9.1858562 50.9088644, 9.1860107 50.9090376)",,,,
38219147,False,1,Stephanstraße,residential,30,False,181.89099999999996,"LINESTRING (9.1874698 50.9079551, 9.1879161 50.9081013, 9.1883551 50.9083526, 9.1883882 50.9083881, 9.1886714 50.9088319, 9.1888025 50.909249)",,,,
27793847,False,1,Steinkautsweg,residential,30,False,31.881,"LINESTRING (9.1888025 50.909249, 9.1885639 50.9092871, 9.1883625 50.9093213)",,,,
38219147,False,1,Stephanstraße,residential,30,False,79.15799999999999,"LINESTRING (9.1888025 50.909249, 9.1890577 50.9098898, 9.1890895 50.9099369)",,,,
38219147,False,1,Stephanstraße,residential,30,True,181.891,"LINESTRING (9.1888025 50.909249, 9.1886714 50.9088319, 9.1883882 50.9083881, 9.1883551 50.9083526, 9.1879161 50.9081013, 9.1874698 50.9079551)",,,,
122848572,False,,Wasenberger Straße,secondary,50,False,231.15099999999998,"LINESTRING (9.1894053 50.9101118, 9.1894289 50.910008, 9.1894409 50.9098474, 9.1894266 50.9096679, 9.1891885 50.9080414)",L 3145,,,
128826524,False,1,Königsberger Straße,residential,30,True,20.328,"LINESTRING (9.1894053 50.9101118, 9.1894857 50.9101147, 9.1895884 50.9101118, 9.1896863 50.9100852)",,,,
"[334823712, 64907656]",False,,Wasenberger Straße,secondary,50,True,90.84300000000002,"LINESTRING (9.1894053 50.9101118, 9.1893711 50.9102204, 9.1892916 50.9104156, 9.1892599 50.9105, 9.1892266 50.9105752, 9.1891885 50.9106807, 9.1891742 50.9107346, 9.1891661 50.9107869, 9.1891653 50.9108441, 9.1891649 50.9109114)",L 3145,,,
335667212,True,1,Stephanstraße,residential,30,False,34.713,"LINESTRING (9.1894053 50.9101118, 9.1893319 50.9101168, 9.1892459 50.9101082, 9.1891638 50.9100712, 9.1891071 50.9100244, 9.1890895 50.9099369)",,,,
27793852,True,1,Bornweg,residential,30,False,83.644,"LINESTRING (9.1838456 50.9077495, 9.1826976 50.907954)",,,,
27793847,False,1,Steinkautsweg,residential,30,True,128.869,"LINESTRING (9.1838456 50.9077495, 9.1839791 50.9078315, 9.1840537 50.9078685, 9.1844404 50.9081166, 9.184565 50.9082118, 9.1847179 50.9083466, 9.1847926 50.9084878, 9.1848867 50.9086743)",,,,
27793847,False,1,Steinkautsweg,residential,30,True,7.29,"LINESTRING (9.1848867 50.9086743, 9.1849176 50.9087369)",,,,
27793847,False,1,Steinkautsweg,residential,30,False,128.869,"LINESTRING (9.1848867 50.9086743, 9.1847926 50.9084878, 9.1847179 50.9083466, 9.184565 50.9082118, 9.1844404 50.9081166, 9.1840537 50.9078685, 9.1839791 50.9078315, 9.1838456 50.9077495)",,,,
404699995,False,1,An der Lehmenkaute,residential,30,True,40.802,"LINESTRING (9.1855639 50.9092727, 9.1860107 50.9090376)",,,,
27793847,False,1,Steinkautsweg,residential,30,False,75.411,"LINESTRING (9.1855639 50.9092727, 9.185045 50.9089029, 9.1849176 50.9087369)",,,,
27793847,False,1,Steinkautsweg,residential,30,True,228.96199999999996,"LINESTRING (9.1855639 50.9092727, 9.1859248 50.9096167, 9.1861308 50.9096978, 9.1863883 50.9097411, 9.1866115 50.9097411, 9.1868861 50.9097087, 9.1879018 50.9094348, 9.1881002 50.9093813, 9.1881307 50.9093731, 9.1883625 50.9093213)",,,,
27793870,True,1,Am Roten Born,residential,30,False,209.68,"LINESTRING (9.1826976 50.907954, 9.1828591 50.9081908, 9.1834234 50.9087695, 9.1835233 50.9088095, 9.1836757 50.9088197, 9.1848867 50.9086743)",,,,
27794164,False,1,Am Roten Born,residential,30,False,124.04400000000001,"LINESTRING (9.1832222 50.9090505, 9.1833843 50.9090051, 9.1842469 50.9088401, 9.1849176 50.9087369)",,,,
30156805,False,1,Ulrichsweg,residential,30,True,467.338,"LINESTRING (9.1832222 50.9090505, 9.1837104 50.9092919, 9.1846374 50.9096437, 9.1857703 50.9099576, 9.1868432 50.9102499, 9.18759 50.9105205, 9.188474 50.9107694, 9.1890026 50.9108684, 9.1891649 50.9109114)",,,,
27793847,False,1,Steinkautsweg,residential,30,False,7.29,"LINESTRING (9.1849176 50.9087369, 9.1848867 50.9086743)",,,,
27793847,False,1,Steinkautsweg,residential,30,True,75.411,"LINESTRING (9.1849176 50.9087369, 9.185045 50.9089029, 9.1855639 50.9092727)",,,,
27794164,False,1,Am Roten Born,residential,30,True,124.04400000000001,"LINESTRING (9.1849176 50.9087369, 9.1842469 50.9088401, 9.1833843 50.9090051, 9.1832222 50.9090505)",,,,
330590972,False,1,Hexengäßchen,residential,50,True,95.333,"LINESTRING (9.1849792 50.9116055, 9.1849418 50.9115721, 9.1845571 50.9113593, 9.184513 50.9112905, 9.1840292 50.9110024)",,,,
332260534,False,,Bahnhofstraße,tertiary,50,False,119.958,"LINESTRING (9.1849792 50.9116055, 9.1855052 50.9114704, 9.1857383 50.9114087, 9.1860576 50.9113217, 9.1862366 50.9112713, 9.1863322 50.9112136, 9.1864103 50.9111209, 9.1864288 50.9110933)",L 3145,,,
336354694,False,,Bahnhofstraße,tertiary,50,True,84.345,"LINESTRING (9.1849792 50.9116055, 9.1845044 50.911724, 9.1844436 50.9117387, 9.1843066 50.9117717, 9.1842249 50.9117908, 9.1838558 50.9118768)",L 3145,,,
404699995,False,1,An der Lehmenkaute,residential,30,False,40.802,"LINESTRING (9.1860107 50.9090376, 9.1855639 50.9092727)",,,,
27794824,False,1,Schützengäßchen,residential,30,True,190.74699999999999,"LINESTRING (9.1860107 50.9090376, 9.1858562 50.9088644, 9.1857703 50.9086587, 9.1859935 50.9084693, 9.1867767 50.908229, 9.1872981 50.9080526, 9.1874698 50.9079551)",,,,
205146414,False,1,An der Lehmenkaute,residential,30,False,58.297,"LINESTRING (9.1860107 50.9090376, 9.1861372 50.9089624, 9.186743 50.9088011)",,,,
27793847,False,1,Steinkautsweg,residential,30,False,228.962,"LINESTRING (9.1883625 50.9093213, 9.1881307 50.9093731, 9.1881002 50.9093813, 9.1879018 50.9094348, 9.1868861 50.9097087, 9.1866115 50.9097411, 9.1863883 50.9097411, 9.1861308 50.9096978, 9.1859248 50.9096167, 9.1855639 50.9092727)",,,,
27793847,False,1,Steinkautsweg,residential,30,True,31.881,"LINESTRING (9.1883625 50.9093213, 9.1885639 50.9092871, 9.1888025 50.909249)",,,,
27794836,False,1,Schützengäßchen,residential,,False,51.637,"LINESTRING (9.1883625 50.9093213, 9.1882251 50.9092432, 9.1880277 50.9089185)",,,destination,2
27794836,False,1,Schützengäßchen,residential,,True,51.637,"LINESTRING (9.1880277 50.9089185, 9.1882251 50.9092432, 9.1883625 50.9093213)",,,destination,2
38219147,False,1,Stephanstraße,residential,30,False,43.808,"LINESTRING (9.1868693 50.9078463, 9.1874698 50.9079551)",,,,
122848572,False,,Wasenberger Straße,secondary,50,True,231.15099999999998,"LINESTRING (9.1891885 50.9080414, 9.1894266 50.9096679, 9.1894409 50.9098474, 9.1894289 50.910008, 9.1894053 50.9101118)",L 3145,,,
27795309,False,1,Karl-Ludwig-Straße,residential,30,False,220.60299999999998,"LINESTRING (9.195632 50.9077576, 9.1954938 50.9076407, 9.1953455 50.9075441, 9.1951087 50.907468, 9.1948776 50.9073835, 9.1946509 50.907353, 9.1943902 50.9073798, 9.1940472 50.9074804, 9.1936609 50.9076536, 9.1929719 50.9079347)",,,,
128826524,False,1,Königsberger Straße,residential,30,False,75.01400000000001,"LINESTRING (9.195632 50.9077576, 9.1954259 50.9078417, 9.1947233 50.9081136)",,,,
128826524,False,1,Königsberger Straße,residential,30,True,79.451,"LINESTRING (9.1926159 50.9089063, 9.1935775 50.9085283)",,,,
421276104,False,1,Memeler Straße,residential,30,True,112.802,"LINESTRING (9.1926159 50.9089063, 9.1931251 50.9098686)",,,,
27795347,False,1,Gumbinner Straße,residential,30,True,84.386,"LINESTRING (9.1926159 50.9089063, 9.1920532 50.908269, 9.1920107 50.9082567)",,,,
128826524,False,1,Königsberger Straße,residential,30,False,246.142,"LINESTRING (9.1926159 50.9089063, 9.1922506 50.9091458, 9.1916927 50.9094326, 9.1910232 50.909687, 9.1903643 50.9099191, 9.1898506 50.9100465, 9.1896863 50.9100852)",,,,
27795368,False,1,Karlsbader Straße,residential,30,False,24.195,"LINESTRING (9.1931251 50.9098686, 9.1927994 50.9099405)",,,,
421276104,False,1,Memeler Straße,residential,30,False,112.802,"LINESTRING (9.1931251 50.9098686, 9.1926159 50.9089063)",,,,
27795368,False,1,Karlsbader Straße,residential,30,True,75.16499999999999,"LINESTRING (9.1931251 50.9098686, 9.1940926 50.9096596, 9.194139 50.909649)",,,,
404730263,False,1,Reichenberger Straße,residential,30,True,145.602,"LINESTRING (9.1954735 50.9093346, 9.1947233 50.9081136)",,,,
27795368,False,1,Karlsbader Straße,residential,30,False,58.278999999999996,"LINESTRING (9.1954735 50.9093346, 9.195142 50.9094554, 9.1947184 50.909548)",,,,
404730263,False,1,Reichenberger Straße,residential,30,False,136.356,"LINESTRING (9.1954735 50.9093346, 9.1959824 50.90986, 9.1965347 50.9103616)",,,,
27795374,False,1,Liegnitzer Straße,residential,,False,136.85500000000002,"LINESTRING (9.1933614 50.9109981, 9.194344 50.9108101, 9.1946167 50.9107578, 9.1946883 50.910747, 9.1952504 50.9107028)",,,,
27795374,False,1,Liegnitzer Straße,residential,,False,98.15899999999999,"LINESTRING (9.1952504 50.9107028, 9.1956672 50.9106187, 9.1959488 50.9105629, 9.1965347 50.9103616)",,,,
27795374,False,1,Liegnitzer Straße,residential,,True,136.85500000000002,"LINESTRING (9.1952504 50.9107028, 9.1946883 50.910747, 9.1946167 50.9107578, 9.194344 50.9108101, 9.1933614 50.9109981)",,,,
404730264,False,1,Komotauer Straße,residential,,True,133.725,"LINESTRING (9.1952504 50.9107028, 9.194912 50.9099448, 9.1947184 50.909548)",,,,
27795368,False,1,Karlsbader Straße,residential,30,False,42.148,"LINESTRING (9.1947184 50.909548, 9.194139 50.909649)",,,,
27795368,False,1,Karlsbader Straße,residential,30,True,58.278999999999996,"LINESTRING (9.1947184 50.909548, 9.195142 50.9094554, 9.1954735 50.9093346)",,,,
404730264,False,1,Komotauer Straße,residential,,False,133.725,"LINESTRING (9.1947184 50.909548, 9.194912 50.9099448, 9.1952504 50.9107028)",,,,
27795374,False,1,Liegnitzer Straße,residential,,True,98.159,"LINESTRING (9.1965347 50.9103616, 9.1959488 50.9105629, 9.1956672 50.9106187, 9.1952504 50.9107028)",,,,
404730263,False,1,Reichenberger Straße,residential,30,True,136.356,"LINESTRING (9.1965347 50.9103616, 9.1959824 50.90986, 9.1954735 50.9093346)",,,,
128826524,False,1,Königsberger Straße,residential,30,False,92.632,"LINESTRING (9.1947233 50.9081136, 9.1935775 50.9085283)",,,,
404730263,False,1,Reichenberger Straße,residential,30,False,145.602,"LINESTRING (9.1947233 50.9081136, 9.1954735 50.9093346)",,,,
128826524,False,1,Königsberger Straße,residential,30,True,75.01400000000001,"LINESTRING (9.1947233 50.9081136, 9.1954259 50.9078417, 9.195632 50.9077576)",,,,
27795410,True,1,Kulenkampweg,residential,30,False,198.531,"LINESTRING (9.1896863 50.9100852, 9.1902087 50.9105154, 9.190491 50.9107478, 9.191439 50.9114873)",,,,
128826524,False,1,Königsberger Straße,residential,30,False,20.328,"LINESTRING (9.1896863 50.9100852, 9.1895884 50.9101118, 9.1894857 50.9101147, 9.1894053 50.9101118)",,,,
128826524,False,1,Königsberger Straße,residential,30,True,246.142,"LINESTRING (9.1896863 50.9100852, 9.1898506 50.9100465, 9.1903643 50.9099191, 9.1910232 50.909687, 9.1916927 50.9094326, 9.1922506 50.9091458, 9.1926159 50.9089063)",,,,
"[27795412, 709364287]",False,1,Kulenkampweg,residential,50,False,41.584,"LINESTRING (9.191439 50.9114873, 9.1914066 50.9114976, 9.1912524 50.9115112, 9.1908568 50.9115531)",,,,
27795412,False,1,Kulenkampweg,residential,50,True,29.979,"LINESTRING (9.191439 50.9114873, 9.1915735 50.9115165, 9.1918068 50.9114129)",,,,
"[334678509, 334678510, 334823123, 222286579, 334556599]",False,,Ascheröder Straße,tertiary,"['50', '30']",False,348.38999999999993,"LINESTRING (9.1908568 50.9115531, 9.1910173 50.9116463, 9.1913242 50.9118068, 9.191645 50.9119553, 9.1918111 50.9120315, 9.1920783 50.9120912, 9.1922719 50.9121107, 9.1924188 50.9121234, 9.1926914 50.9121202, 9.19308 50.9120982, 9.1932743 50.9120751, 9.1933168 50.9120709, 9.1934136 50.9120586, 9.1935027 50.9120476, 9.1936765 50.9120203, 9.1939497 50.9119881, 9.1941415 50.9119654, 9.1943559 50.9119376, 9.1947674 50.9118918, 9.1948522 50.9118765, 9.1952792 50.9117757, 9.195458 50.9117268)",K 104,,,
334556599,False,,Ascheröder Straße,tertiary,50,True,110.421,"LINESTRING (9.1908568 50.9115531, 9.1902668 50.9112662, 9.1896986 50.9110536, 9.1895456 50.9110081)",K 104,,,
"[27795412, 709364287]",False,1,Kulenkampweg,residential,50,True,41.583999999999996,"LINESTRING (9.1908568 50.9115531, 9.1912524 50.9115112, 9.1914066 50.9114976, 9.191439 50.9114873)",,,,
27795412,False,1,Kulenkampweg,residential,50,False,29.979,"LINESTRING (9.1918068 50.9114129, 9.1915735 50.9115165, 9.191439 50.9114873)",,,,
64549871,False,1,Apfelgäßchen,residential,30,True,10.295,"LINESTRING (9.195458 50.9117268, 9.1955573 50.911795)",,,,
