osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,tunnel,width,junction
27612600,,St 2309,Ludwigstraße,secondary,30,False,False,89.782,"LINESTRING (9.1822872 49.7843533, 9.1816626 49.7850528)",,,,
22994899,,,Von-Maierhofen-Straße,residential,30,False,False,70.688,"LINESTRING (9.1822872 49.7843533, 9.1817973 49.7841831, 9.1814168 49.7840562)",,,,
27612600,,St 2309,Ludwigstraße,secondary,30,False,True,57.422,"LINESTRING (9.1822872 49.7843533, 9.1824694 49.7842075, 9.1825623 49.7840629, 9.1825832 49.7838909)",,,,
522843728,2,St 2309,Rathausstraße,secondary,30,False,True,8.565,"LINESTRING (9.1823332 49.7832464, 9.182262 49.7831846)",,,,
"[327856032, 22995969]",,,Von-Maierhofen-Straße,residential,30,False,False,115.07199999999999,"LINESTRING (9.1823332 49.7832464, 9.1823102 49.7832713, 9.1822025 49.7833758, 9.1821855 49.7833958, 9.182063 49.7835514, 9.1819304 49.7837197, 9.1818141 49.7838569, 9.1815345 49.7839396, 9.1814168 49.7840562)",,,,
"[327856019, 22996415]",2,St 2309,"['Ludwigstraße', 'Rathausstraße']",secondary,30,False,False,31.976,"LINESTRING (9.1823332 49.7832464, 9.1823624 49.7832684, 9.1824429 49.7833393, 9.1825065 49.7833887, 9.1825463 49.7834229, 9.182597 49.7834775)",,,,
"[431772321, 22994899]",,,"['Von-Maierhofen-Straße', 'Jahnstraße']",residential,30,False,"[False, True]",153.09300000000002,"LINESTRING (9.1814168 49.7840562, 9.1814011 49.7840504, 9.1806512 49.7837674, 9.1806502 49.7837681, 9.1805264 49.7838822, 9.1804866 49.7839251, 9.1804164 49.7839896, 9.1799663 49.784439)",,,,
22994899,,,Von-Maierhofen-Straße,residential,30,False,True,70.688,"LINESTRING (9.1814168 49.7840562, 9.1817973 49.7841831, 9.1822872 49.7843533)",,,,
"[327856032, 22995969]",,,Von-Maierhofen-Straße,residential,30,False,True,115.07199999999999,"LINESTRING (9.1814168 49.7840562, 9.1815345 49.7839396, 9.1818141 49.7838569, 9.1819304 49.7837197, 9.182063 49.7835514, 9.1821855 49.7833958, 9.1822025 49.7833758, 9.1823102 49.7832713, 9.1823332 49.7832464)",,,,
"[599459162, 60111811, 23304189]",2,St 2309,Brückenstraße,secondary,"['50', '30']",False,False,193.19600000000003,"LINESTRING (9.1831154 49.7805399, 9.183016 49.7805918, 9.1827442 49.7806494, 9.1826177 49.7806951, 9.1825016 49.7807741, 9.1822299 49.7810192, 9.1819644 49.7812347, 9.1816876 49.7814129, 9.1815879 49.7814734, 9.1814097 49.7815846, 9.1812308 49.7816867, 9.1811882 49.7817099)",,,,
34302107,,St 2309,Wilhelmstraße,secondary,30,False,True,172.745,"LINESTRING (9.1831154 49.7805399, 9.1832034 49.7802828, 9.1832581 49.7801319, 9.1833209 49.7799258, 9.1834684 49.7794327, 9.1835926 49.7790174)",,,,
22996286,,,Hauptstraße,living_street,,False,True,8.575,"LINESTRING (9.1828721 49.7816233, 9.1827532 49.781616)",,,,
22996286,,,Hauptstraße,living_street,,False,False,8.575,"LINESTRING (9.1827532 49.781616, 9.1828721 49.7816233)",,,,
"[27612596, 25970908, 22996285, 562456478]",,,"['Hauptstraße', 'Wilhelmstraße']",living_street,,True,False,122.495,"LINESTRING (9.1827532 49.781616, 9.1827703 49.7815654, 9.1828122 49.7814778, 9.1828809 49.7812575, 9.182995 49.7808947, 9.1831154 49.7805399)",,building_passage,,
22996288,,,Hofstraße,living_street,,False,True,36.751000000000005,"LINESTRING (9.181788 49.7822756, 9.1819974 49.7823349, 9.18225 49.7824176)",,,,
327856016,,,Hofstraße,living_street,,False,False,33.998000000000005,"LINESTRING (9.181788 49.7822756, 9.1818915 49.7820768, 9.1819429 49.7819867)",,,,
"[573878713, 573878714, 22996287]",,,Hofstraße,living_street,,False,True,25.465,"LINESTRING (9.181788 49.7822756, 9.1817051 49.7823958, 9.1816482 49.7824727, 9.18164 49.7824837)",,building_passage,,
327856026,,,Lindenstraße,living_street,,False,True,11.774,"LINESTRING (9.1818284 49.7819109, 9.1819429 49.7819867)",,,,
23290036,,,Mainstraße,living_street,,False,True,92.37200000000001,"LINESTRING (9.1818284 49.7819109, 9.1820442 49.7816897, 9.1821855 49.7815449, 9.182392 49.7816261, 9.1824941 49.7816549, 9.1827398 49.7817162)",,,,
"[327856026, 210607757]",,,Lindenstraße,living_street,,False,False,51.118,"LINESTRING (9.1818284 49.7819109, 9.1813008 49.7817485, 9.1811882 49.7817099)",,,,
22996290,,,In der Altstadt,living_street,,False,True,35.404,"LINESTRING (9.18225 49.7824176, 9.1823976 49.7821138)",,,,
22996288,,,Hofstraße,living_street,,False,False,36.751000000000005,"LINESTRING (9.18225 49.7824176, 9.1819974 49.7823349, 9.181788 49.7822756)",,,,
327856021,,,In der Altstadt,living_street,,False,False,46.125,"LINESTRING (9.18225 49.7824176, 9.1820735 49.782665, 9.181981 49.7827943)",,,,
22990861,,,Lindenstraße,living_street,,False,False,35.575,"LINESTRING (9.1823976 49.7821138, 9.1819429 49.7819867)",,,,
22990861,,,Lindenstraße,living_street,,False,True,22.216,"LINESTRING (9.1823976 49.7821138, 9.1827041 49.7821412)",,,,
22996290,,,In der Altstadt,living_street,,False,False,35.404,"LINESTRING (9.1823976 49.7821138, 9.18225 49.7824176)",,,,
327856030,,,In der Altstadt,living_street,,False,True,27.06,"LINESTRING (9.1818222 49.783015, 9.18184 49.7829903, 9.181981 49.7827943)",,,,
"[522843728, 327856038]",2,St 2309,Rathausstraße,secondary,30,False,False,36.93599999999999,"LINESTRING (9.1818222 49.783015, 9.1821195 49.7831127, 9.1822155 49.7831604, 9.182262 49.7831846)",,,,
"[23575065, 327856038]",2,St 2309,Rathausstraße,secondary,30,False,True,136.572,"LINESTRING (9.1818222 49.783015, 9.1815334 49.7829307, 9.1814283 49.782897, 9.1810026 49.7827598, 9.1808064 49.7826968, 9.1804048 49.7825388, 9.180321 49.7824912, 9.1802781 49.7824499, 9.1802542 49.7824231, 9.180238 49.7824011, 9.1802288 49.7823837)",,,,
22996293,,,In der Altstadt,living_street,,False,False,43.931,"LINESTRING (9.181981 49.7827943, 9.1822305 49.7828556, 9.1824562 49.7828873, 9.1825059 49.7828895, 9.1825698 49.782886)",,,,
327856021,,,In der Altstadt,living_street,,False,True,46.125,"LINESTRING (9.181981 49.7827943, 9.1820735 49.782665, 9.18225 49.7824176)",,,,
327856030,,,In der Altstadt,living_street,,False,False,27.06,"LINESTRING (9.181981 49.7827943, 9.18184 49.7829903, 9.1818222 49.783015)",,,,
22996293,,,In der Altstadt,living_street,,False,True,43.931,"LINESTRING (9.1825698 49.782886, 9.1825059 49.7828895, 9.1824562 49.7828873, 9.1822305 49.7828556, 9.181981 49.7827943)",,,,
327856031,,,Hauptstraße,living_street,,True,False,25.771,"LINESTRING (9.1825698 49.782886, 9.1827234 49.7829536, 9.1827894 49.7830569)",,,,
27612598,2,St 2309,Ludwigstraße,secondary,30,False,True,31.406,"LINESTRING (9.1825832 49.7838909, 9.1826077 49.7836089)",,,,
27612599,,MIL 2,Bergwerkstraße,tertiary,30,False,False,192.78599999999997,"LINESTRING (9.1825832 49.7838909, 9.1828553 49.7839467, 9.1831352 49.7840111, 9.183641 49.7841441, 9.183757 49.7841685, 9.1840431 49.7841658, 9.1842289 49.7841593, 9.1843547 49.7841436, 9.1846011 49.7841087, 9.1848218 49.7840883, 9.1851794 49.7840685)",,,,
27612600,,St 2309,Ludwigstraße,secondary,30,False,False,57.422,"LINESTRING (9.1825832 49.7838909, 9.1825623 49.7840629, 9.1824694 49.7842075, 9.1822872 49.7843533)",,,,
26644538,,,Bahnhofstraße,unclassified,30,True,False,88.114,"LINESTRING (9.1783564 49.7787384, 9.1784571 49.7787808, 9.1785656 49.7788406, 9.178608 49.7788721, 9.1786338 49.778899, 9.1786468 49.7790069, 9.1785935 49.7790866, 9.1785332 49.7791619, 9.1783496 49.7793428, 9.1782994 49.779385)",,,,
23059810,,,Bahnhofstraße,residential,,False,True,43.667,"LINESTRING (9.1786141 49.7798996, 9.1780257 49.7798003)",,,,
23059810,,,Bahnhofstraße,residential,,False,False,43.667,"LINESTRING (9.1780257 49.7798003, 9.1786141 49.7798996)",,,,
"[41014196, 611534500, 327856029]",,,Bahnhofstraße,unclassified,30,False,False,181.227,"LINESTRING (9.1780257 49.7798003, 9.1778483 49.7801046, 9.1776777 49.7803596, 9.1774877 49.7806658, 9.1774263 49.7807647, 9.1773292 49.780926, 9.1772164 49.781112, 9.1772122 49.7811456, 9.1772069 49.7811796, 9.1772147 49.7812323, 9.1772273 49.7813288)",,,,
611534500,,,Bahnhofstraße,unclassified,30,False,True,50.246,"LINESTRING (9.1780257 49.7798003, 9.1781051 49.7796754, 9.1781735 49.7795508, 9.1782994 49.779385)",,,,
611534500,,,Bahnhofstraße,unclassified,30,False,False,50.246,"LINESTRING (9.1782994 49.779385, 9.1781735 49.7795508, 9.1781051 49.7796754, 9.1780257 49.7798003)",,,,
341170116,2,MIL 41,Trennfurter Straße,tertiary,50,False,True,8.441,"LINESTRING (9.1768179 49.7782649, 9.1768155 49.7783408)",,,,
"[23134160, 327856017, 522843707]",,,Kirchenstraße,living_street,,False,False,153.65099999999998,"LINESTRING (9.1832415 49.7817627, 9.1831648 49.7823397, 9.1831622 49.7823703, 9.1831559 49.7824135, 9.1831075 49.7826447, 9.1830358 49.7829331, 9.1828842 49.7830249, 9.1827894 49.7830569)",,,,
327856022,,,Hauptstraße,living_street,,True,False,3.871,"LINESTRING (9.1827894 49.7830569, 9.1827937 49.7830916)",,,,
"[23134160, 327856017, 522843707]",,,Kirchenstraße,living_street,,False,True,153.651,"LINESTRING (9.1827894 49.7830569, 9.1828842 49.7830249, 9.1830358 49.7829331, 9.1831075 49.7826447, 9.1831559 49.7824135, 9.1831622 49.7823703, 9.1831648 49.7823397, 9.1832415 49.7817627)",,,,
"[23254446, 31760878]",,,In der Schlucht,residential,50,False,False,134.494,"LINESTRING (9.1842908 49.7837214, 9.1841093 49.7838045, 9.1839378 49.7838887, 9.1838529 49.7839137, 9.1837819 49.783917, 9.1836867 49.7839037, 9.1834433 49.7838374, 9.1831322 49.7837346, 9.1831184 49.7837294, 9.1827788 49.783646, 9.1826077 49.7836089)",,,,
27612598,2,St 2309,Ludwigstraße,secondary,30,False,False,31.406,"LINESTRING (9.1826077 49.7836089, 9.1825832 49.7838909)",,,,
"[23254446, 31760878]",,,In der Schlucht,residential,50,False,True,134.494,"LINESTRING (9.1826077 49.7836089, 9.1827788 49.783646, 9.1831184 49.7837294, 9.1831322 49.7837346, 9.1834433 49.7838374, 9.1836867 49.7839037, 9.1837819 49.783917, 9.1838529 49.7839137, 9.1839378 49.7838887, 9.1841093 49.7838045, 9.1842908 49.7837214)",,,,
"[27612597, 374368510]",2,St 2309,Ludwigstraße,secondary,30,False,True,14.657,"LINESTRING (9.1826077 49.7836089, 9.1826084 49.7835431, 9.182597 49.7834775)",,,,
23760404,,,Wilhelmstraße,residential,50,False,True,51.029,"LINESTRING (9.1835926 49.7790174, 9.1828949 49.7789301)",,,,
34302107,,St 2309,Wilhelmstraße,secondary,30,False,True,20.982,"LINESTRING (9.1835926 49.7790174, 9.183647 49.778832)",,,,
34302107,,St 2309,Wilhelmstraße,secondary,30,False,False,172.745,"LINESTRING (9.1835926 49.7790174, 9.1834684 49.7794327, 9.1833209 49.7799258, 9.1832581 49.7801319, 9.1832034 49.7802828, 9.1831154 49.7805399)",,,,
573878711,,,Hauptstraße,living_street,,False,False,18.55,"LINESTRING (9.1827937 49.7830916, 9.1827777 49.7832581)",,,,
573878711,,,Hauptstraße,living_street,,False,True,18.55,"LINESTRING (9.1827777 49.7832581, 9.1827937 49.7830916)",,,,
31682727,,,Rathausstraße,living_street,,False,False,40.088,"LINESTRING (9.1827777 49.7832581, 9.182458 49.7831624, 9.182366 49.7831555, 9.182262 49.7831846)",,,,
31722243,,,Hauptstraße,living_street,,False,False,27.777,"LINESTRING (9.1827777 49.7832581, 9.1826779 49.7834053, 9.182597 49.7834775)",,,,
"[327856019, 22996415]",2,St 2309,"['Ludwigstraße', 'Rathausstraße']",secondary,30,False,True,31.976,"LINESTRING (9.182597 49.7834775, 9.1825463 49.7834229, 9.1825065 49.7833887, 9.1824429 49.7833393, 9.1823624 49.7832684, 9.1823332 49.7832464)",,,,
"[27612597, 374368510]",2,St 2309,Ludwigstraße,secondary,30,False,False,14.657,"LINESTRING (9.182597 49.7834775, 9.1826084 49.7835431, 9.1826077 49.7836089)",,,,
31722243,,,Hauptstraße,living_street,,False,True,27.777,"LINESTRING (9.182597 49.7834775, 9.1826779 49.7834053, 9.1827777 49.7832581)",,,,
22996285,,,Hauptstraße,living_street,,True,False,11.183,"LINESTRING (9.1827398 49.7817162, 9.1827532 49.781616)",,,,
23290036,,,Mainstraße,living_street,,False,False,92.372,"LINESTRING (9.1827398 49.7817162, 9.1824941 49.7816549, 9.182392 49.7816261, 9.1821855 49.7815449, 9.1820442 49.7816897, 9.1818284 49.7819109)",,,,
22994898,,,Jahnstraße,residential,30,False,True,30.218,"LINESTRING (9.1785808 49.7857684, 9.1783713 49.7860041)",,,,
431772322,,,Wiesgrabenweg,unclassified,30,False,False,55.871,"LINESTRING (9.1785808 49.7857684, 9.1792768 49.7859932)",,,,
"[23302144, 23302145, 819171560, 26983562, 23570892, 22994895]",,,"['Zur Einladung', 'Wiesgrabenweg']",unclassified,"['50', '30', '10']",False,"[False, True]",514.8340000000001,"LINESTRING (9.1785808 49.7857684, 9.1781454 49.7856241, 9.1779399 49.7855564, 9.1778975 49.7855471, 9.177563 49.7854737, 9.1773413 49.785408, 9.1772372 49.785357, 9.1772572 49.7852399, 9.1772982 49.7850226, 9.177377 49.7846784, 9.1773815 49.7846581, 9.1773862 49.7846399, 9.1774326 49.784471, 9.1775017 49.7843602, 9.1775386 49.7843011, 9.1776495 49.7841133, 9.1777374 49.7840069, 9.1777568 49.7839818, 9.1778262 49.783907, 9.177901 49.7838336, 9.1781102 49.7836239, 9.1785534 49.7832249, 9.1790212 49.7828618, 9.179362 49.7827323, 9.1794109 49.7827094, 9.1794778 49.782678, 9.1796595 49.7825929, 9.1798176 49.7825396, 9.1799493 49.7824717, 9.1800295 49.7824099, 9.1800807 49.7823683)",yes,,,
431772321,,,Jahnstraße,residential,30,False,False,118.42099999999999,"LINESTRING (9.1785808 49.7857684, 9.1787517 49.7855998, 9.178877 49.7854882, 9.1789467 49.7854217, 9.1795378 49.7849013)",,,,
489048835,,,Bahnhofstraße,unclassified,30,True,False,30.219,"LINESTRING (9.1779794 49.7786176, 9.1783564 49.7787384)",,,,
23059626,,,Bahnhofstraße,unclassified,30,False,True,89.214,"LINESTRING (9.1779794 49.7786176, 9.1777323 49.7785537, 9.1773512 49.7784557, 9.1770231 49.7783712, 9.1768155 49.7783408)",,,,
37829684,,MIL 2,Bergwerkstraße,tertiary,30,False,False,54.114,"LINESTRING (9.1851794 49.7840685, 9.185918 49.7839715)",,,,
23398661,,,Hohbergstraße,residential,,False,False,51.207,"LINESTRING (9.1851794 49.7840685, 9.1851318 49.7841162, 9.1847766 49.784207, 9.1845661 49.7842858)",,,,
27612599,,MIL 2,Bergwerkstraße,tertiary,30,False,True,192.786,"LINESTRING (9.1851794 49.7840685, 9.1848218 49.7840883, 9.1846011 49.7841087, 9.1843547 49.7841436, 9.1842289 49.7841593, 9.1840431 49.7841658, 9.183757 49.7841685, 9.183641 49.7841441, 9.1831352 49.7840111, 9.1828553 49.7839467, 9.1825832 49.7838909)",,,,
23398661,,,Hohbergstraße,residential,,False,True,51.20700000000001,"LINESTRING (9.1845661 49.7842858, 9.1847766 49.784207, 9.1851318 49.7841162, 9.1851794 49.7840685)",,,,
42684139,,,Hohbergstraße,residential,,False,False,132.873,"LINESTRING (9.1845661 49.7842858, 9.1842158 49.7844541, 9.1836839 49.784686, 9.1832264 49.7849279, 9.1830861 49.7850017)",,,,
42684139,,,Hohbergstraße,residential,,False,True,132.873,"LINESTRING (9.1830861 49.7850017, 9.1832264 49.7849279, 9.1836839 49.784686, 9.1842158 49.7844541, 9.1845661 49.7842858)",,,,
"[96361130, 341170116]",2,MIL 41,Trennfurter Straße,tertiary,50,False,False,290.26300000000003,"LINESTRING (9.1760626 49.7808911, 9.1761239 49.7807918, 9.176261 49.780557, 9.1764003 49.7802846, 9.1765056 49.7800076, 9.1765615 49.7798421, 9.1766233 49.7796024, 9.1766693 49.7794069, 9.1767423 49.7789418, 9.1767433 49.7789365, 9.1768155 49.7783408)",,,,
431772322,,,Wiesgrabenweg,unclassified,30,False,True,55.871,"LINESTRING (9.1792768 49.7859932, 9.1785808 49.7857684)",,,,
431772322,,,Wiesgrabenweg,unclassified,30,False,False,83.40599999999999,"LINESTRING (9.1792768 49.7859932, 9.1798191 49.7861721, 9.1800589 49.7862591, 9.1803035 49.786344)",,,,
431772322,,,Wiesgrabenweg,unclassified,30,False,True,83.406,"LINESTRING (9.1803035 49.786344, 9.1800589 49.7862591, 9.1798191 49.7861721, 9.1792768 49.7859932)",,,,
"[27612600, 842767991]",,St 2309,Ludwigstraße,secondary,"['50', '30']",False,True,111.15599999999999,"LINESTRING (9.1803035 49.786344, 9.1806085 49.7860434, 9.1806433 49.7860098, 9.1807825 49.7858723, 9.1808897 49.7857726, 9.1809772 49.7856909, 9.1811664 49.7855141)",,,,
23760404,,,Wilhelmstraße,residential,50,False,False,51.029,"LINESTRING (9.1828949 49.7789301, 9.1835926 49.7790174)",,,,
23760405,,,,residential,,False,False,57.184,"LINESTRING (9.1830756 49.7779789, 9.1834401 49.7779867, 9.1836511 49.7779921, 9.1838716 49.7779906)",,,,
23760405,,,,residential,,False,True,57.184,"LINESTRING (9.1838716 49.7779906, 9.1836511 49.7779921, 9.1834401 49.7779867, 9.1830756 49.7779789)",,,,
34302107,,St 2309,Wilhelmstraße,secondary,30,False,False,95.076,"LINESTRING (9.1838716 49.7779906, 9.1838551 49.7781591, 9.1837726 49.7784346, 9.183647 49.778832)",,,,
37829684,,MIL 2,Bergwerkstraße,tertiary,30,False,True,54.114,"LINESTRING (9.185918 49.7839715, 9.1851794 49.7840685)",,,,
"[38986342, 38722828, 38986316, 25797651, 38722837, 84965942, 84965943, 352967967]",,,Clingenburgstraße,unclassified,,False,False,700.941,"LINESTRING (9.185918 49.7839715, 9.1860569 49.783877, 9.1863779 49.7837254, 9.1866215 49.7836148, 9.1867539 49.7835488, 9.1870033 49.783444, 9.1870999 49.7834374, 9.187425 49.7834153, 9.1876748 49.7833907, 9.1877075 49.7833539, 9.1876543 49.7833211, 9.1875396 49.7833089, 9.1872489 49.7833252, 9.18695 49.7833048, 9.1865201 49.7832515, 9.1861736 49.7832076, 9.186049 49.783198, 9.1857517 49.783175, 9.1856074 49.7831651, 9.1854924 49.7831492, 9.1854187 49.7831369, 9.1853627 49.7831214, 9.185351 49.7831044, 9.1853533 49.7830923, 9.1853748 49.7830746, 9.1854193 49.7830655, 9.1863768 49.7830386, 9.1872244 49.7830018, 9.1877822 49.7829491, 9.1878399 49.7829223, 9.1878655 49.7828767, 9.1878211 49.7828384, 9.1877412 49.7828072, 9.1870931 49.7827352, 9.185805 49.7826136, 9.1853368 49.7825279)",yes,,,
22990861,,,Lindenstraße,living_street,,False,True,35.575,"LINESTRING (9.1819429 49.7819867, 9.1823976 49.7821138)",,,,
327856026,,,Lindenstraße,living_street,,False,False,11.774,"LINESTRING (9.1819429 49.7819867, 9.1818284 49.7819109)",,,,
327856016,,,Hofstraße,living_street,,False,True,33.998000000000005,"LINESTRING (9.1819429 49.7819867, 9.1818915 49.7820768, 9.181788 49.7822756)",,,,
34302107,,St 2309,Wilhelmstraße,secondary,30,False,False,20.982,"LINESTRING (9.183647 49.778832, 9.1835926 49.7790174)",,,,
25970929,,,Johannesweg,residential,,False,False,69.20400000000001,"LINESTRING (9.183647 49.778832, 9.1838383 49.7788564, 9.1839016 49.7788266, 9.1840794 49.7786574, 9.184275 49.7784517)",,,,
34302107,,St 2309,Wilhelmstraße,secondary,30,False,True,95.07600000000001,"LINESTRING (9.183647 49.778832, 9.1837726 49.7784346, 9.1838551 49.7781591, 9.1838716 49.7779906)",,,,
"[38986342, 38722828, 38986316, 25797651, 38722837, 84965942, 84965943, 352967967]",,,Clingenburgstraße,unclassified,,False,True,700.941,"LINESTRING (9.1853368 49.7825279, 9.185805 49.7826136, 9.1870931 49.7827352, 9.1877412 49.7828072, 9.1878211 49.7828384, 9.1878655 49.7828767, 9.1878399 49.7829223, 9.1877822 49.7829491, 9.1872244 49.7830018, 9.1863768 49.7830386, 9.1854193 49.7830655, 9.1853748 49.7830746, 9.1853533 49.7830923, 9.185351 49.7831044, 9.1853627 49.7831214, 9.1854187 49.7831369, 9.1854924 49.7831492, 9.1856074 49.7831651, 9.1857517 49.783175, 9.186049 49.783198, 9.1861736 49.7832076, 9.1865201 49.7832515, 9.18695 49.7833048, 9.1872489 49.7833252, 9.1875396 49.7833089, 9.1876543 49.7833211, 9.1877075 49.7833539, 9.1876748 49.7833907, 9.187425 49.7834153, 9.1870999 49.7834374, 9.1870033 49.783444, 9.1867539 49.7835488, 9.1866215 49.7836148, 9.1863779 49.7837254, 9.1860569 49.783877, 9.185918 49.7839715)",yes,,,
26476526,,,Weingartenstraße,living_street,,False,False,135.33,"LINESTRING (9.1811664 49.7855141, 9.1795378 49.7849013)",,,,
"[27612600, 842767991]",,St 2309,Ludwigstraße,secondary,"['50', '30']",False,False,111.156,"LINESTRING (9.1811664 49.7855141, 9.1809772 49.7856909, 9.1808897 49.7857726, 9.1807825 49.7858723, 9.1806433 49.7860098, 9.1806085 49.7860434, 9.1803035 49.786344)",,,,
27612600,,St 2309,Ludwigstraße,secondary,30,False,True,62.482,"LINESTRING (9.1811664 49.7855141, 9.1813783 49.7853321, 9.1816626 49.7850528)",,,,
26476526,,,Weingartenstraße,living_street,,False,True,135.33,"LINESTRING (9.1795378 49.7849013, 9.1811664 49.7855141)",,,,
431772321,,,Jahnstraße,residential,30,False,False,59.908,"LINESTRING (9.1795378 49.7849013, 9.179764 49.78466, 9.1799663 49.784439)",,,,
431772321,,,Jahnstraße,residential,30,False,True,118.42099999999999,"LINESTRING (9.1795378 49.7849013, 9.1789467 49.7854217, 9.178877 49.7854882, 9.1787517 49.7855998, 9.1785808 49.7857684)",,,,
26476527,,,Hofackerstraße,living_street,,False,False,69.524,"LINESTRING (9.1799663 49.784439, 9.1808009 49.7847561)",,,,
"[431772321, 22994899]",,,"['Von-Maierhofen-Straße', 'Jahnstraße']",residential,30,False,"[False, True]",153.09300000000002,"LINESTRING (9.1799663 49.784439, 9.1804164 49.7839896, 9.1804866 49.7839251, 9.1805264 49.7838822, 9.1806502 49.7837681, 9.1806512 49.7837674, 9.1814011 49.7840504, 9.1814168 49.7840562)",,,,
431772321,,,Jahnstraße,residential,30,False,True,59.908,"LINESTRING (9.1799663 49.784439, 9.179764 49.78466, 9.1795378 49.7849013)",,,,
26476527,,,Hofackerstraße,living_street,,False,True,70.112,"LINESTRING (9.1816626 49.7850528, 9.1808009 49.7847561)",,,,
27612600,,St 2309,Ludwigstraße,secondary,30,False,True,89.782,"LINESTRING (9.1816626 49.7850528, 9.1822872 49.7843533)",,,,
27612600,,St 2309,Ludwigstraße,secondary,30,False,False,62.482,"LINESTRING (9.1816626 49.7850528, 9.1813783 49.7853321, 9.1811664 49.7855141)",,,,
26476528,,,Hofackerstraße,living_street,,False,False,18.691,"LINESTRING (9.1809156 49.7846052, 9.1808009 49.7847561)",,,,
26476527,,,Hofackerstraße,living_street,,False,False,70.112,"LINESTRING (9.1808009 49.7847561, 9.1816626 49.7850528)",,,,
26476527,,,Hofackerstraße,living_street,,False,True,69.524,"LINESTRING (9.1808009 49.7847561, 9.1799663 49.784439)",,,,
26476528,,,Hofackerstraße,living_street,,False,True,18.691,"LINESTRING (9.1808009 49.7847561, 9.1809156 49.7846052)",,,,
27612574,,,Burgweg,residential,,False,False,50.424,"LINESTRING (9.184275 49.7784517, 9.1843186 49.7789043)",,,2.5,
25970929,,,Johannesweg,residential,,False,True,69.20400000000001,"LINESTRING (9.184275 49.7784517, 9.1840794 49.7786574, 9.1839016 49.7788266, 9.1838383 49.7788564, 9.183647 49.778832)",,,,
27612574,,,Burgweg,residential,,False,True,50.424,"LINESTRING (9.1843186 49.7789043, 9.184275 49.7784517)",,,2.5,
522843728,2,St 2309,Rathausstraße,secondary,30,False,False,8.565,"LINESTRING (9.182262 49.7831846, 9.1823332 49.7832464)",,,,
31682727,,,Rathausstraße,living_street,,False,True,40.088,"LINESTRING (9.182262 49.7831846, 9.182366 49.7831555, 9.182458 49.7831624, 9.1827777 49.7832581)",,,,
