osmid,lanes,name,highway,junction,oneway,reversed,length,geometry,ref,maxspeed,bridge
4865833,2,Bahnhofstraße,primary,,False,True,9.534,"LINESTRING (6.2899133 51.7352587, 6.2898352 51.7353295)",B 57; B 67,50,
501318353,1,Bahnhofstraße,primary,,False,False,69.843,"LINESTRING (6.2899133 51.7352587, 6.2901613 51.7350091, 6.2903587 51.7347974, 6.2904468 51.7347251)",B 57;B 67,50,
"[24354299, 711970806]",,Am Bahnhof,residential,,False,False,36.966,"LINESTRING (6.2899133 51.7352587, 6.2898456 51.7352394, 6.2895278 51.7350874, 6.289483 51.735062)",,,
46356647,,Grabenstraße,residential,,False,False,35.366,"LINESTRING (6.2932749 51.738741, 6.2931837 51.739054)",,30,
1198600586,,Hanselaerstraße,residential,,False,False,96.14,"LINESTRING (6.2932749 51.738741, 6.2946528 51.7388806)",,30,
53767890,,Grabenstraße,residential,,False,True,137.29,"LINESTRING (6.2932749 51.738741, 6.2933502 51.7385029, 6.293415 51.7383444, 6.2935218 51.738083, 6.2936112 51.7379481, 6.2937193 51.7377801, 6.2939198 51.7375838)",,30,
110358916,,Markt,residential,,False,True,66.873,"LINESTRING (6.2932749 51.738741, 6.2930045 51.7386747, 6.2925301 51.7385596, 6.2923805 51.7385085)",,30,
24738905,,Kesselstraße,residential,,False,False,16.092,"LINESTRING (6.2926515 51.7425378, 6.2926025 51.7423963)",,30,
298824364,,Gerd-Jansen-Platz,residential,,False,True,47.981,"LINESTRING (6.2926515 51.7425378, 6.2930494 51.7423731, 6.293141 51.7423245, 6.2932014 51.742277)",,30,
452445886,,Gerd-Jansen-Platz,residential,,False,True,37.667,"LINESTRING (6.2926515 51.7425378, 6.2924359 51.7426489, 6.2924128 51.7426629, 6.2922428 51.7427627)",,30,
24796810,,Altkalkarer Straße,residential,,False,True,46.993,"LINESTRING (6.2918963 51.7382561, 6.2917773 51.7382171, 6.2912721 51.7380859)",,30,
"[24813731, 679284823]",,Markt,residential,,False,False,43.644999999999996,"LINESTRING (6.2918963 51.7382561, 6.2920184 51.7383154, 6.2921847 51.7383929, 6.2923224 51.7384748, 6.2923805 51.7385085)",,30,
"[48263010, 24738966, 457647502]",,"['Markt', 'Kesselstraße']",residential,,False,True,172.228,"LINESTRING (6.2918963 51.7382561, 6.291795 51.7385654, 6.2917113 51.7388681, 6.2916615 51.7391049, 6.2916363 51.7392351, 6.2916051 51.7395489, 6.2916004 51.739705, 6.2916077 51.7397906)",,30,
"[26586368, 24813452, 26586367]",,Klever Straße,residential,,False,True,168.60799999999998,"LINESTRING (6.2870722 51.7380704, 6.287583 51.7381798, 6.2877646 51.7380771, 6.2880335 51.737908, 6.2883565 51.7377504, 6.288452 51.7377208, 6.2885888 51.7376785, 6.2888203 51.737584, 6.2889019 51.7375291, 6.2889572 51.7374492, 6.2889801 51.7374083)",,,
53773406,2,Bahnhofstraße,primary,,False,False,107.97700000000002,"LINESTRING (6.2870722 51.7380704, 6.2871087 51.7379073, 6.2871419 51.7378141, 6.2871612 51.7377599, 6.2872106 51.7376481, 6.2872725 51.7375299, 6.2873082 51.7374796, 6.2874016 51.7373482, 6.2875096 51.7372057, 6.2875456 51.7371507)",B 57,50,
53815874,,Kurfürstendamm,residential,,False,True,79.396,"LINESTRING (6.2870722 51.7380704, 6.2869873 51.7380239, 6.2868673 51.7380036, 6.2867077 51.7379471, 6.2860998 51.7376952)",,,
"[50140688, 1120199917]",2,Klever Straße,primary,,False,True,77.77199999999999,"LINESTRING (6.2870722 51.7380704, 6.2870243 51.7383495, 6.2868971 51.7385658, 6.2868462 51.7386099, 6.2867069 51.7387129)",B 57,50,
24813597,,,residential,,False,False,108.19600000000001,"LINESTRING (6.2904468 51.7347251, 6.29054 51.7347847, 6.290711 51.734972, 6.290981 51.735278, 6.291224 51.7355674)",,,
501318353,1,Bahnhofstraße,primary,,False,True,69.84299999999999,"LINESTRING (6.2904468 51.7347251, 6.2903587 51.7347974, 6.2901613 51.7350091, 6.2899133 51.7352587)",B 57;B 67,50,
"[26586368, 24813452, 26586367]",,Klever Straße,residential,,False,False,168.608,"LINESTRING (6.2889801 51.7374083, 6.2889572 51.7374492, 6.2889019 51.7375291, 6.2888203 51.737584, 6.2885888 51.7376785, 6.288452 51.7377208, 6.2883565 51.7377504, 6.2880335 51.737908, 6.2877646 51.7380771, 6.287583 51.7381798, 6.2870722 51.7380704)",,,
43710240,,Altkalkarer Straße,residential,,False,False,20.529,"LINESTRING (6.2889801 51.7374083, 6.289213 51.7374721, 6.2892526 51.7374832)",,50,
"[43710240, 73546234]",,Altkalkarer Straße,residential,,False,"[False, True]",89.14699999999999,"LINESTRING (6.2889801 51.7374083, 6.2888517 51.737372, 6.2878752 51.7371206, 6.2877836 51.7371029)",,50,
24796810,,Altkalkarer Straße,residential,,False,False,46.993,"LINESTRING (6.2912721 51.7380859, 6.2917773 51.7382171, 6.2918963 51.7382561)",,30,
46358206,,Jan-Joest-Straße,residential,,True,False,86.95599999999999,"LINESTRING (6.2912721 51.7380859, 6.291345 51.7379955, 6.2915386 51.7377385, 6.2918637 51.7373959)",,30,
"[53265296, 383623373]",,Wallstraße,residential,,True,False,200.94399999999996,"LINESTRING (6.2912721 51.7380859, 6.2912162 51.7381436, 6.2911262 51.7383255, 6.2910663 51.7384707, 6.2909883 51.7387106, 6.2909325 51.7388671, 6.2909146 51.7389974, 6.2908781 51.7392788, 6.2908738 51.7393858, 6.2908662 51.7395732, 6.2908636 51.7397269, 6.2908705 51.7398603)",,30,
"[1164144896, 110488689, 790946254]",,Altkalkarer Straße,residential,,False,True,127.66199999999999,"LINESTRING (6.2912721 51.7380859, 6.2902985 51.737771, 6.2901482 51.7377241, 6.2900158 51.7376848, 6.2898948 51.7376511, 6.2896129 51.7375746)",,"['50', '30']",
24738905,,Kesselstraße,residential,,False,True,16.092,"LINESTRING (6.2926025 51.7423963, 6.2926515 51.7425378)",,30,
"[24738905, 24738966]",,Kesselstraße,residential,,False,False,298.758,"LINESTRING (6.2926025 51.7423963, 6.2925875 51.7423391, 6.2924449 51.7417801, 6.2924005 51.7416501, 6.2923509 51.7415424, 6.2921241 51.741146, 6.291939 51.7408053, 6.2918181 51.7405129, 6.2916697 51.7401522, 6.2916262 51.7399744, 6.2916077 51.7397906)",,30,
24813620,,Wallstraße,residential,,False,False,316.1289999999999,"LINESTRING (6.2926025 51.7423963, 6.2925002 51.7423956, 6.2924001 51.742379, 6.2923379 51.7423232, 6.2920536 51.7420336, 6.2920461 51.7420255, 6.2919316 51.7419015, 6.291796 51.7417332, 6.2915741 51.7413865, 6.2914354 51.7412081, 6.2913563 51.7410861, 6.2912826 51.7409475, 6.2911497 51.7406816, 6.2910076 51.7403686, 6.2909177 51.7401425, 6.2908855 51.7399982, 6.2908705 51.7398603)",,30,
24813686,,Klosterstege,residential,,False,False,56.63,"LINESTRING (6.2930214 51.7397603, 6.2921993 51.739775)",,30,
46356647,,Grabenstraße,residential,,False,False,124.09800000000001,"LINESTRING (6.2930214 51.7397603, 6.2930065 51.7399883, 6.2930072 51.7402385, 6.2930196 51.7406133, 6.2930477 51.7408755)",,30,
46356647,,Grabenstraße,residential,,False,True,41.090999999999994,"LINESTRING (6.2930214 51.7397603, 6.2930398 51.7396577, 6.2931032 51.7393943)",,30,
24813699,,Klosterstege,residential,,False,True,51.349,"LINESTRING (6.2908705 51.7398603, 6.2916077 51.7397906)",,30,
24813620,,Wallstraße,residential,,False,True,316.12899999999996,"LINESTRING (6.2908705 51.7398603, 6.2908855 51.7399982, 6.2909177 51.7401425, 6.2910076 51.7403686, 6.2911497 51.7406816, 6.2912826 51.7409475, 6.2913563 51.7410861, 6.2914354 51.7412081, 6.2915741 51.7413865, 6.291796 51.7417332, 6.2919316 51.7419015, 6.2920461 51.7420255, 6.2920536 51.7420336, 6.2923379 51.7423232, 6.2924001 51.742379, 6.2925002 51.7423956, 6.2926025 51.7423963)",,30,
24813686,,Klosterstege,residential,,False,True,40.772,"LINESTRING (6.2916077 51.7397906, 6.2921993 51.739775)",,30,
24813699,,Klosterstege,residential,,False,False,51.349,"LINESTRING (6.2916077 51.7397906, 6.2908705 51.7398603)",,30,
"[48263010, 457647502, 24738966]",,"['Markt', 'Kesselstraße']",residential,,False,False,172.228,"LINESTRING (6.2916077 51.7397906, 6.2916004 51.739705, 6.2916051 51.7395489, 6.2916363 51.7392351, 6.2916615 51.7391049, 6.2917113 51.7388681, 6.291795 51.7385654, 6.2918963 51.7382561)",,30,
"[24738905, 24738966]",,Kesselstraße,residential,,False,True,298.758,"LINESTRING (6.2916077 51.7397906, 6.2916262 51.7399744, 6.2916697 51.7401522, 6.2918181 51.7405129, 6.291939 51.7408053, 6.2921241 51.741146, 6.2923509 51.7415424, 6.2924005 51.7416501, 6.2924449 51.7417801, 6.2925875 51.7423391, 6.2926025 51.7423963)",,30,
383623362,,Monrestraße,residential,,True,False,91.493,"LINESTRING (6.2928309 51.7377344, 6.2923805 51.7385085)",,30,
25930578,,Kirchplatz,residential,,False,True,76.506,"LINESTRING (6.2928309 51.7377344, 6.2926637 51.7376784, 6.2922829 51.7375469, 6.2919341 51.7374222, 6.2918637 51.7373959)",,30,
43542997,,Sommerdyck,residential,,False,False,55.67,"LINESTRING (6.2875654 51.7421753, 6.2879814 51.7426046)",,30,
25461734,,Am Patersdeich,residential,,False,False,202.469,"LINESTRING (6.2875654 51.7421753, 6.2872453 51.742307, 6.2871055 51.7424199, 6.286507 51.7432256, 6.2864776 51.7432828, 6.2867684 51.743327, 6.2872623 51.7433664)",,30,
"[24831752, 43542997]",,"['Sommerdyck', 'Hasenkamp']",residential,,False,True,199.297,"LINESTRING (6.2875654 51.7421753, 6.2871305 51.7417373, 6.2874349 51.7412569, 6.2875714 51.741141, 6.2884033 51.7407984)",,30,
43710240,,Altkalkarer Straße,residential,,False,True,26.811,"LINESTRING (6.2896129 51.7375746, 6.2892526 51.7374832)",,50,
24831801,,Im Schwanenhorst,residential,,False,False,260.467,"LINESTRING (6.2896129 51.7375746, 6.2895913 51.7376205, 6.2895567 51.7377252, 6.2894253 51.7380915, 6.2892001 51.7384785, 6.2891049 51.7386371, 6.2890408 51.7389871, 6.2889275 51.7393186, 6.2889752 51.7397133, 6.2890262 51.7398549)",,50,
"[1164144896, 110488689, 790946254]",,Altkalkarer Straße,residential,,False,False,127.662,"LINESTRING (6.2896129 51.7375746, 6.2898948 51.7376511, 6.2900158 51.7376848, 6.2901482 51.7377241, 6.2902985 51.737771, 6.2912721 51.7380859)",,"['50', '30']",
24831752,,Hasenkamp,residential,,False,False,64.104,"LINESTRING (6.2891906 51.7404907, 6.2884033 51.7407984)",,,
24831801,,Im Schwanenhorst,residential,,False,True,71.598,"LINESTRING (6.2891906 51.7404907, 6.2890262 51.7398549)",,50,
24831801,,Im Schwanenhorst,residential,,False,False,59.736,"LINESTRING (6.2891906 51.7404907, 6.2892154 51.7405616, 6.2894814 51.7409961)",,50,
24831801,,Im Schwanenhorst,residential,,False,True,150.135,"LINESTRING (6.2912889 51.7431376, 6.29025 51.7419505)",,50,
"[53265496, 53767893, 184218239]",,"['Gerd-Jansen-Platz', 'Bovenholt']",residential,,False,False,77.925,"LINESTRING (6.2912889 51.7431376, 6.2919665 51.7428869, 6.2921399 51.7428188, 6.2922428 51.7427627)",,"['50', '30']",yes
24831752,,Hasenkamp,residential,,False,True,64.104,"LINESTRING (6.2884033 51.7407984, 6.2891906 51.7404907)",,,
"[24831752, 43542997]",,"['Sommerdyck', 'Hasenkamp']",residential,,False,False,199.297,"LINESTRING (6.2884033 51.7407984, 6.2875714 51.741141, 6.2874349 51.7412569, 6.2871305 51.7417373, 6.2875654 51.7421753)",,30,
24831865,,Schlüskesgraben,residential,,False,False,157.585,"LINESTRING (6.2884033 51.7407984, 6.2880229 51.7403197, 6.2880201 51.7401133, 6.2881231 51.7400655, 6.2890262 51.7398549)",,,
24831801,,Im Schwanenhorst,residential,,False,False,71.598,"LINESTRING (6.2890262 51.7398549, 6.2891906 51.7404907)",,50,
24831801,,Im Schwanenhorst,residential,,False,True,260.467,"LINESTRING (6.2890262 51.7398549, 6.2889752 51.7397133, 6.2889275 51.7393186, 6.2890408 51.7389871, 6.2891049 51.7386371, 6.2892001 51.7384785, 6.2894253 51.7380915, 6.2895567 51.7377252, 6.2895913 51.7376205, 6.2896129 51.7375746)",,50,
24831865,,Schlüskesgraben,residential,,False,True,157.58499999999998,"LINESTRING (6.2890262 51.7398549, 6.2881231 51.7400655, 6.2880201 51.7401133, 6.2880229 51.7403197, 6.2884033 51.7407984)",,,
53265476,,Monrestraße,residential,,False,True,68.309,"LINESTRING (6.2948576 51.7358771, 6.2954447 51.7355994, 6.2956941 51.7355723)",,30,
383623362,,Monrestraße,residential,,True,False,116.37299999999999,"LINESTRING (6.2948576 51.7358771, 6.2945164 51.7360806, 6.2942087 51.7362928, 6.293789 51.736682)",,30,
383623370,,Jan-Joest-Straße,residential,,False,True,176.41299999999998,"LINESTRING (6.2948576 51.7358771, 6.2943772 51.7355467, 6.293668 51.7359236, 6.2931946 51.7361974, 6.2930181 51.736317)",,30,
43542997,,Sommerdyck,residential,,False,True,55.67,"LINESTRING (6.2879814 51.7426046, 6.2875654 51.7421753)",,30,
184218238,,Am Patersdeich,residential,,False,False,103.226,"LINESTRING (6.2879814 51.7426046, 6.2876727 51.7427206, 6.287568 51.7427784, 6.2874917 51.7429056, 6.2872623 51.7433664)",,30,
32482773,,Hinter dem Markt,residential,,False,False,67.274,"LINESTRING (6.2921362 51.7393092, 6.292339 51.7393328, 6.2928538 51.7393764, 6.2931032 51.7393943)",,,
46356647,,Grabenstraße,residential,,False,True,38.244,"LINESTRING (6.2931032 51.7393943, 6.2931837 51.739054)",,30,
32482773,,Hinter dem Markt,residential,,False,True,67.274,"LINESTRING (6.2931032 51.7393943, 6.2928538 51.7393764, 6.292339 51.7393328, 6.2921362 51.7393092)",,,
46356647,,Grabenstraße,residential,,False,False,41.090999999999994,"LINESTRING (6.2931032 51.7393943, 6.2930398 51.7396577, 6.2930214 51.7397603)",,30,
"[711679256, 33718193]",,Behrnenweg,residential,,False,"[False, True]",8.842,"LINESTRING (6.2866847 51.7368012, 6.2867199 51.7367743, 6.2867734 51.736744)",,,
711679256,,Behrnenweg,residential,,False,True,134.81,"LINESTRING (6.2866847 51.7368012, 6.2858606 51.7374864, 6.2855232 51.7377771)",,,
39211977,,Kückstege,residential,,False,False,66.856,"LINESTRING (6.2930181 51.736317, 6.2933392 51.7364809, 6.293789 51.736682)",,,
383623370,,Jan-Joest-Straße,residential,,False,False,176.413,"LINESTRING (6.2930181 51.736317, 6.2931946 51.7361974, 6.293668 51.7359236, 6.2943772 51.7355467, 6.2948576 51.7358771)",,30,
383623370,,Jan-Joest-Straße,residential,,False,True,144.035,"LINESTRING (6.2930181 51.736317, 6.292969 51.7363519, 6.2925508 51.7367194, 6.2924382 51.7368183, 6.2922418 51.7370071, 6.2918637 51.7373959)",,30,
39211977,,Kückstege,residential,,False,True,66.856,"LINESTRING (6.293789 51.736682, 6.2933392 51.7364809, 6.2930181 51.736317)",,,
383623362,,Monrestraße,residential,,True,False,134.64100000000002,"LINESTRING (6.293789 51.736682, 6.2937516 51.7367239, 6.2935007 51.7369699, 6.2930943 51.7373683, 6.2928309 51.7377344)",,30,
46359398,,Hohe Straße,residential,,False,False,41.169,"LINESTRING (6.2952081 51.7374591, 6.2950544 51.7378169)",,30,
47702299,,Burggarten,residential,,False,True,24.259,"LINESTRING (6.2952081 51.7374591, 6.2955568 51.737428)",,30,
184211764,,Hohe Straße,residential,,False,False,74.341,"LINESTRING (6.2952081 51.7374591, 6.2949693 51.737276, 6.2946408 51.7370618, 6.2944769 51.7369686)",,,
39287475,,Bollwerkstege,residential,,False,True,43.17700000000001,"LINESTRING (6.2966508 51.7367322, 6.2968305 51.7367561, 6.2970198 51.7367387, 6.2972428 51.7366662)",,30,
39287479,,Bollwerkstege,residential,,False,False,141.839,"LINESTRING (6.2966508 51.7367322, 6.2957234 51.7365633, 6.2946639 51.7367299)",,30,
47702299,,Burggarten,residential,,False,False,125.795,"LINESTRING (6.2966508 51.7367322, 6.296531 51.737178, 6.2964606 51.737242, 6.2963742 51.737292, 6.2962836 51.73733, 6.2961791 51.7373501, 6.2955568 51.737428)",,30,
25386243,,Grabenstraße,residential,,False,False,29.501,"LINESTRING (6.2946639 51.7367299, 6.2944769 51.7369686)",,30,
"[25386243, 47637126]",,Grabenstraße,residential,,False,True,149.72099999999998,"LINESTRING (6.2946639 51.7367299, 6.2954276 51.7361084, 6.295523 51.7360041, 6.2955823 51.7359017, 6.2956461 51.7357433, 6.2956716 51.7356574, 6.2956941 51.7355723)",,30,
39287479,,Bollwerkstege,residential,,False,True,141.839,"LINESTRING (6.2946639 51.7367299, 6.2957234 51.7365633, 6.2966508 51.7367322)",,30,
39287475,,Bollwerkstege,residential,,False,False,43.177,"LINESTRING (6.2972428 51.7366662, 6.2970198 51.7367387, 6.2968305 51.7367561, 6.2966508 51.7367322)",,30,
39287475,,Bollwerkstege,residential,,False,True,145.72600000000003,"LINESTRING (6.2972428 51.7366662, 6.2983492 51.7362543, 6.2985102 51.7362164, 6.2987012 51.7362096, 6.2988482 51.7362314, 6.2989761 51.7362588, 6.2991188 51.7363218)",,30,
340775059,,Am Bollwerk,residential,,False,True,165.921,"LINESTRING (6.2972428 51.7366662, 6.2973254 51.7360184, 6.2970976 51.7357705, 6.2971779 51.7352156)",,30,
39287475,,Bollwerkstege,residential,,False,False,145.726,"LINESTRING (6.2991188 51.7363218, 6.2989761 51.7362588, 6.2988482 51.7362314, 6.2987012 51.7362096, 6.2985102 51.7362164, 6.2983492 51.7362543, 6.2972428 51.7366662)",,30,
25386243,,Grabenstraße,residential,,False,True,78.443,"LINESTRING (6.2939198 51.7375838, 6.2942199 51.737266, 6.2944769 51.7369686)",,30,
39436973,,Douvermannstege,residential,,False,True,82.457,"LINESTRING (6.2939198 51.7375838, 6.2941593 51.7376502, 6.2943766 51.7376974, 6.2945882 51.7377371, 6.2950544 51.7378169)",,30,
53767890,,Grabenstraße,residential,,False,False,137.29000000000002,"LINESTRING (6.2939198 51.7375838, 6.2937193 51.7377801, 6.2936112 51.7379481, 6.2935218 51.738083, 6.293415 51.7383444, 6.2933502 51.7385029, 6.2932749 51.738741)",,30,
46356647,,Grabenstraße,residential,,False,False,38.244,"LINESTRING (6.2931837 51.739054, 6.2931032 51.7393943)",,30,
46356647,,Grabenstraße,residential,,False,True,35.366,"LINESTRING (6.2931837 51.739054, 6.2932749 51.738741)",,30,
"[46469166, 53265303]",,Gasthausstege,residential,,False,False,70.971,"LINESTRING (6.2931837 51.739054, 6.2937559 51.739126, 6.2937874 51.739178, 6.2938066 51.7392096, 6.2941047 51.7392418)",,,
46356647,,Grabenstraße,residential,,False,True,156.50799999999998,"LINESTRING (6.2932014 51.742277, 6.2932248 51.7422005, 6.2932151 51.7421254, 6.2930728 51.7411481, 6.2930477 51.7408755)",,30,
184218261,,Gerd-Jansen-Platz,residential,,False,False,73.54,"LINESTRING (6.2932014 51.742277, 6.2933581 51.7423322, 6.2933989 51.742687, 6.293426 51.7428803)",,,
298824364,,Gerd-Jansen-Platz,residential,,False,False,47.981,"LINESTRING (6.2932014 51.742277, 6.293141 51.7423245, 6.2930494 51.7423731, 6.2926515 51.7425378)",,30,
110358916,,Markt,residential,,False,False,66.87299999999999,"LINESTRING (6.2923805 51.7385085, 6.2925301 51.7385596, 6.2930045 51.7386747, 6.2932749 51.738741)",,30,
"[24813731, 679284823]",,Markt,residential,,False,True,43.645,"LINESTRING (6.2923805 51.7385085, 6.2923224 51.7384748, 6.2921847 51.7383929, 6.2920184 51.7383154, 6.2918963 51.7382561)",,30,
"[25386243, 47637126]",,Grabenstraße,residential,,False,False,149.721,"LINESTRING (6.2956941 51.7355723, 6.2956716 51.7356574, 6.2956461 51.7357433, 6.2955823 51.7359017, 6.295523 51.7360041, 6.2954276 51.7361084, 6.2946639 51.7367299)",,30,
53265476,,Monrestraße,residential,,False,False,68.309,"LINESTRING (6.2956941 51.7355723, 6.2954447 51.7355994, 6.2948576 51.7358771)",,30,
340775063,,Monrestraße,residential,,False,True,48.022999999999996,"LINESTRING (6.2956941 51.7355723, 6.2957358 51.7354064, 6.2957745 51.7351435)",,30,
"[53265496, 53767893, 184218239]",,"['Gerd-Jansen-Platz', 'Bovenholt']",residential,,False,True,77.925,"LINESTRING (6.2922428 51.7427627, 6.2921399 51.7428188, 6.2919665 51.7428869, 6.2912889 51.7431376)",,"['50', '30']",yes
452445886,,Gerd-Jansen-Platz,residential,,False,False,37.667,"LINESTRING (6.2922428 51.7427627, 6.2924128 51.7426629, 6.2924359 51.7426489, 6.2926515 51.7425378)",,30,
"[383633248, 383633247, 47637127]",,Monrestraße,residential,,False,False,50.278,"LINESTRING (6.2958168 51.7346951, 6.2957696 51.734823, 6.2957786 51.7349388, 6.2957822 51.7349791, 6.2957859 51.7350231, 6.2957745 51.7351435)",,30,yes
1198600586,,Hanselaerstraße,residential,,False,True,96.14,"LINESTRING (6.2946528 51.7388806, 6.2932749 51.738741)",,30,
46359398,,Hohe Straße,residential,,False,True,121.523,"LINESTRING (6.2946528 51.7388806, 6.294799 51.7384217, 6.2950544 51.7378169)",,30,
46469143,,Hohe Straße,residential,,False,False,48.036,"LINESTRING (6.2946528 51.7388806, 6.2946044 51.739124, 6.2945491 51.7393076)",,,
53759749,,Gasthausstege,residential,,False,True,14.697,"LINESTRING (6.2945491 51.7393076, 6.2947442 51.7393612)",,,
46469143,,Hohe Straße,residential,,False,True,48.036,"LINESTRING (6.2945491 51.7393076, 6.2946044 51.739124, 6.2946528 51.7388806)",,,
46469166,,Gasthausstege,residential,,False,True,24.838,"LINESTRING (6.2945491 51.7393076, 6.2943604 51.7392848, 6.2941997 51.7392535)",,,
46359398,,Hohe Straße,residential,,False,True,41.169,"LINESTRING (6.2950544 51.7378169, 6.2952081 51.7374591)",,30,
39436973,,Douvermannstege,residential,,False,False,82.45700000000001,"LINESTRING (6.2950544 51.7378169, 6.2945882 51.7377371, 6.2943766 51.7376974, 6.2941593 51.7376502, 6.2939198 51.7375838)",,30,
46359398,,Hohe Straße,residential,,False,False,121.523,"LINESTRING (6.2950544 51.7378169, 6.294799 51.7384217, 6.2946528 51.7388806)",,30,
24813686,,Klosterstege,residential,,False,False,40.772,"LINESTRING (6.2921993 51.739775, 6.2916077 51.7397906)",,30,
24813686,,Klosterstege,residential,,False,True,56.63,"LINESTRING (6.2921993 51.739775, 6.2930214 51.7397603)",,30,
53265302,,Klosterstege,residential,,False,False,35.878,"LINESTRING (6.2921993 51.739775, 6.2921968 51.7395808, 6.2924038 51.7395725)",,30,
53265302,,Klosterstege,residential,,False,True,35.878,"LINESTRING (6.2924038 51.7395725, 6.2921968 51.7395808, 6.2921993 51.739775)",,30,
53265310,,Prof.-Schmidt-Straße,residential,,False,False,36.739,"LINESTRING (6.2889358 51.7429722, 6.2893903 51.7427991)",,,
24831801,,Im Schwanenhorst,residential,,False,False,150.135,"LINESTRING (6.29025 51.7419505, 6.2912889 51.7431376)",,50,
53265311,,Prof.-Schmidt-Straße,residential,,False,True,99.23,"LINESTRING (6.29025 51.7419505, 6.2890158 51.7424113)",,,
24831801,,Im Schwanenhorst,residential,,False,True,118.755,"LINESTRING (6.29025 51.7419505, 6.289949 51.7415135, 6.2894814 51.7409961)",,50,
24831801,,Im Schwanenhorst,residential,,False,False,118.755,"LINESTRING (6.2894814 51.7409961, 6.289949 51.7415135, 6.29025 51.7419505)",,50,
24831801,,Im Schwanenhorst,residential,,False,True,59.736,"LINESTRING (6.2894814 51.7409961, 6.2892154 51.7405616, 6.2891906 51.7404907)",,50,
53265315,,Prof.-Schmidt-Straße,residential,,False,False,227.699,"LINESTRING (6.2894814 51.7409961, 6.288596 51.7413439, 6.2881104 51.7415289, 6.2886461 51.74205, 6.2890158 51.7424113)",,,
53265310,,Prof.-Schmidt-Straße,residential,,False,False,48.791,"LINESTRING (6.2893903 51.7427991, 6.2900007 51.7425762)",,,
53265310,,Prof.-Schmidt-Straße,residential,,False,True,36.739,"LINESTRING (6.2893903 51.7427991, 6.2889358 51.7429722)",,,
53265315,,Prof.-Schmidt-Straße,residential,,False,True,50.243,"LINESTRING (6.2893903 51.7427991, 6.2890158 51.7424113)",,,
53265311,,Prof.-Schmidt-Straße,residential,,False,False,99.23,"LINESTRING (6.2890158 51.7424113, 6.29025 51.7419505)",,,
