osmid,name,highway,maxspeed,width,oneway,reversed,length,geometry,bridge,lanes,ref
168693668,Friedrich-Ebert-Straße,residential,,,False,False,125.386,"LINESTRING (12.3966842 50.5094491, 12.39677 50.5095349, 12.3969824 50.5098946, 12.3969904 50.5099647, 12.3973271 50.5104945)",,,
28075159,Hainberg,residential,,,False,True,163.369,"LINESTRING (12.405799 50.505735, 12.4057917 50.5059638, 12.4057895 50.5060346, 12.4058126 50.5062238, 12.4058724 50.5063341, 12.4059237 50.5064196, 12.405956 50.5064736, 12.4061839 50.5067092, 12.4062789 50.5068099, 12.4063806 50.5069177, 12.4064122 50.5069512, 12.4064849 50.5070282, 12.4065059 50.507092)",,,
28075159,Hainberg,residential,,,False,False,163.369,"LINESTRING (12.4065059 50.507092, 12.4064849 50.5070282, 12.4064122 50.5069512, 12.4063806 50.5069177, 12.4062789 50.5068099, 12.4061839 50.5067092, 12.405956 50.5064736, 12.4059237 50.5064196, 12.4058724 50.5063341, 12.4058126 50.5062238, 12.4057895 50.5060346, 12.4057917 50.5059638, 12.405799 50.505735)",,,
28075159,Hainberg,residential,,,False,True,46.075,"LINESTRING (12.4065059 50.507092, 12.4062289 50.5073741, 12.4061934 50.5074527)",,,
882576848,Dr.-Wilhelm-Külz-Straße,secondary,50,,False,True,7.868,"LINESTRING (12.4015748 50.5062891, 12.4014862 50.5062463)",,2,S 278
174872206,Rempesgrüner Weg,residential,,3,False,False,85.587,"LINESTRING (12.4015748 50.5062891, 12.4016633 50.506209, 12.40177 50.5060745, 12.4019749 50.5059157, 12.4020876 50.5058431, 12.4023217 50.5056898)",,,
"[882576848, 857906440, 857906439]",Dr.-Wilhelm-Külz-Straße,secondary,50,,False,False,213.11700000000002,"LINESTRING (12.4015748 50.5062891, 12.4016782 50.5063256, 12.402004 50.506426, 12.4024215 50.5065432, 12.4029527 50.5067151, 12.4042491 50.5071704)",,"['2', '3']",S 278
651753956,Jägerstraße,residential,50,,False,True,49.464,"LINESTRING (12.4012866 50.5053259, 12.4006057 50.5052242)",,,
172841524,Blumenstraße,residential,50,4,False,True,88.361,"LINESTRING (12.4012866 50.5053259, 12.4012726 50.5053795, 12.4013129 50.5057489, 12.4013134 50.5057652, 12.4013479 50.5060285, 12.4012592 50.506098)",,,
"[821207896, 821207897]","['Blumenstraße', 'Herrenwiese']",residential,50,"['4', '5']",True,False,260.28000000000003,"LINESTRING (12.4012866 50.5053259, 12.4016733 50.5040609, 12.4016457 50.5040001, 12.401618 50.5039991, 12.4015119 50.5039953, 12.4003916 50.504307, 12.4003352 50.504354, 12.4003182 50.5044198)",,,
329588055,Bebelstraße,residential,50,,True,False,101.51400000000001,"LINESTRING (12.399766 50.5060495, 12.4000331 50.5053063, 12.4001765 50.5051865)",,,
42394261,Bebelstraße,living_street,,,True,False,89.415,"LINESTRING (12.3994675 50.5068309, 12.399766 50.5060495)",,,
42394260,Neumarkt,residential,,,True,False,50.725,"LINESTRING (12.3994675 50.5068309, 12.3995152 50.5068392, 12.3999618 50.506917, 12.4000475 50.5069319, 12.4000803 50.5069376, 12.4001593 50.5069514)",,,
"[172838281, 42379434]","['Malzhausweg', 'Neumarkt']",residential,,,False,True,153.41500000000002,"LINESTRING (12.3994675 50.5068309, 12.3990376 50.5067501, 12.398914 50.5067269, 12.3988395 50.5067129, 12.3988266 50.5067566, 12.3987526 50.5070028, 12.3987097 50.5072432, 12.3986849 50.5074793, 12.3986806 50.5076688)",,,
"[172838282, 1030813687]",Neumarkt,residential,,,False,False,106.5,"LINESTRING (12.3994675 50.5068309, 12.399365 50.5070644, 12.3993062 50.5071824, 12.3992135 50.5073686, 12.3991827 50.5074305, 12.3990246 50.5077462)",,,
172838283,Schulstraße,living_street,,,True,False,22.761,"LINESTRING (12.3990846 50.5077608, 12.3993874 50.5078302)",,,
948850910,Schulstraße,residential,,,False,True,4.543,"LINESTRING (12.3990846 50.5077608, 12.3990246 50.5077462)",,,
"[172838284, 28121221]",Talstraße,residential,,,False,False,148.873,"LINESTRING (12.3990846 50.5077608, 12.3989694 50.5079705, 12.3987856 50.5082575, 12.3987795 50.5082667, 12.3986985 50.5083867, 12.3986137 50.5085123, 12.3985662 50.5085755, 12.398518 50.5086445, 12.398422 50.5087994, 12.3983361 50.5089341, 12.3983177 50.5090053)",,,
172838283,Schulstraße,living_street,,,True,False,24.268,"LINESTRING (12.3993874 50.5078302, 12.3997139 50.5078974)",,,
172520423,Gerberstraße,residential,50,,True,False,50.225,"LINESTRING (12.4004584 50.50615, 12.399766 50.5060495)",,,
809265471,Breitscheidstraße,residential,,5,False,False,13.549,"LINESTRING (12.4004584 50.50615, 12.4005074 50.5060322)",,,
172837831,Breitscheidstraße,living_street,,,False,True,35.96,"LINESTRING (12.4003503 50.5066527, 12.40025 50.5067772, 12.4001593 50.5069514)",,,
809265472,Breitscheidstraße,residential,50,5,True,False,58.959,"LINESTRING (12.4003503 50.5066527, 12.4002975 50.5066192, 12.4002919 50.5065586, 12.4004584 50.50615)",,,
"[1030813688, 241530513, 101014749]","['Nicolaistraße', 'Neumarkt']",living_street,7,,True,False,109.80900000000001,"LINESTRING (12.4001593 50.5069514, 12.4000385 50.5071957, 12.4000027 50.5072734, 12.3999034 50.5074874, 12.3998708 50.5075575, 12.3997139 50.5078974)",,,
172837831,Breitscheidstraße,living_street,,,False,False,35.96,"LINESTRING (12.4001593 50.5069514, 12.40025 50.5067772, 12.4003503 50.5066527)",,,
172837833,Steinbrunnstraße,residential,,,True,False,160.57399999999996,"LINESTRING (12.4001593 50.5069514, 12.4002406 50.5069701, 12.4006051 50.5070312, 12.400404 50.5075983, 12.400394 50.5076242, 12.400357 50.5077204, 12.4002963 50.5078778, 12.4002699 50.5079669, 12.4002147 50.5081532)",,,
42379432,Burgstraße,residential,,,False,True,40.486,"LINESTRING (12.4002147 50.5081532, 12.3996492 50.5080964)",,,
42379432,Burgstraße,residential,,,False,False,45.503,"LINESTRING (12.4002147 50.5081532, 12.4003925 50.5082441, 12.4005151 50.5083575, 12.4005187 50.5084601, 12.4005195 50.508484)",,,
172686081,Amtsstraße,living_street,,,False,True,46.428,"LINESTRING (12.4006455 50.5084911, 12.4006193 50.5089083)",,,
42394258,Schloßstraße,living_street,,,False,False,61.166000000000004,"LINESTRING (12.4006455 50.5084911, 12.4007476 50.5084894, 12.4011697 50.5084692, 12.4015086 50.5084563)",,,
42394258,Schloßstraße,living_street,,,False,False,66.11999999999999,"LINESTRING (12.4015086 50.5084563, 12.4016881 50.5083652, 12.4018993 50.5082707, 12.4021041 50.5082071, 12.4021663 50.5082053, 12.4023232 50.5082077)",,,
42394258,Schloßstraße,living_street,,,False,True,61.166,"LINESTRING (12.4015086 50.5084563, 12.4011697 50.5084692, 12.4007476 50.5084894, 12.4006455 50.5084911)",,,
172686082,Kirchstraße,living_street,,,False,True,40.201,"LINESTRING (12.4015086 50.5084563, 12.4014231 50.5085669, 12.4013848 50.5086781, 12.4014103 50.5088015)",,,
42394258,Schloßstraße,living_street,,,False,True,66.11999999999999,"LINESTRING (12.4023232 50.5082077, 12.4021663 50.5082053, 12.4021041 50.5082071, 12.4018993 50.5082707, 12.4016881 50.5083652, 12.4015086 50.5084563)",,,
"[460910564, 201675052]","['Schloßplatz', 'Sorgaer Straße']",secondary,50,,False,False,144.089,"LINESTRING (12.4023232 50.5082077, 12.4023562 50.5083024, 12.4023794 50.5083729, 12.4024777 50.5084692, 12.4026252 50.5086143, 12.4028436 50.5088292, 12.4031933 50.5091734, 12.4033497 50.5093156)",,,S 278
201675052,Schloßplatz,secondary,50,,False,True,186.64499999999998,"LINESTRING (12.4023232 50.5082077, 12.4023732 50.5080245, 12.4024255 50.5079598, 12.4025356 50.5078852, 12.4025897 50.5078486, 12.4028525 50.5077481, 12.4031309 50.5076483, 12.4033288 50.5075774, 12.4034096 50.5075485, 12.4035661 50.5074924, 12.4040248 50.5073306, 12.404172 50.5072535, 12.4042491 50.5071704)",,,S 278
140161505,Mühlberg,residential,,,False,False,52.92100000000001,"LINESTRING (12.3990156 50.5106942, 12.399558 50.5104318, 12.3996113 50.5104061)",,,
172687208,Göltzschtalstraße,residential,,,True,False,70.913,"LINESTRING (12.3990156 50.5106942, 12.3991642 50.5108536, 12.3995486 50.5112343)",,,
140161505,Mühlberg,residential,,,False,True,52.92100000000001,"LINESTRING (12.3996113 50.5104061, 12.399558 50.5104318, 12.3990156 50.5106942)",,,
172686075,Kirchplatz,living_street,,,False,True,38.03,"LINESTRING (12.40148 50.5091547, 12.4014832 50.5092734, 12.4014676 50.5093376, 12.4014041 50.5094907)",,,
172686076,Kirchplatz,living_street,,,False,False,62.166,"LINESTRING (12.40148 50.5091547, 12.4007203 50.5092397, 12.400614 50.5092509)",,,
172686082,Kirchstraße,living_street,,,False,False,39.581999999999994,"LINESTRING (12.40148 50.5091547, 12.4014326 50.5089144, 12.4014148 50.5088242, 12.4014103 50.5088015)",,,
172686077,Pfarrgasse,residential,,,True,False,52.018,"LINESTRING (12.4007221 50.5098449, 12.4013737 50.5096278)",,,
40201526,Pfarrgasse,living_street,,,False,False,39.146,"LINESTRING (12.4007221 50.5098449, 12.4006911 50.5097937, 12.4006373 50.5094985)",,,
207470799,Pfarrgasse,residential,,,False,False,47.071,"LINESTRING (12.4007221 50.5098449, 12.4007802 50.5098583, 12.4008161 50.5098665, 12.4010703 50.5101879)",,,
998021923,Pfarrgasse,residential,,,False,True,36.830000000000005,"LINESTRING (12.4007221 50.5098449, 12.4006661 50.5098891, 12.4006383 50.5099754, 12.4006123 50.5099968, 12.4005776 50.510017, 12.4004829 50.5100576, 12.4004097 50.5100901)",,,
172686075,Kirchplatz,living_street,,,False,False,15.703,"LINESTRING (12.4013737 50.5096278, 12.4013625 50.5095908, 12.4014041 50.5094907)",,,
168689633,Bertolt-Brecht-Straße,residential,,6,False,False,39.574,"LINESTRING (12.3949215 50.5091254, 12.3951028 50.5087887)",,,
"[168689866, 168689868, 172608685]",Bertolt-Brecht-Straße,residential,,6,False,True,197.305,"LINESTRING (12.3949215 50.5091254, 12.3946283 50.5097138, 12.3945963 50.5097656, 12.3945035 50.5099163, 12.3944891 50.5099396, 12.3944016 50.5100595, 12.3938512 50.5107593)",yes,,
168689633,Bertolt-Brecht-Straße,residential,,6,False,True,103.94,"LINESTRING (12.3955661 50.5079016, 12.3951028 50.5087887)",,,
"[807395144, 168689633]",Bertolt-Brecht-Straße,residential,,6,False,False,113.86,"LINESTRING (12.3955661 50.5079016, 12.395766 50.507593, 12.3961233 50.5070465, 12.396192 50.5069584)",,,
173087266,Kaiserstraße,residential,50,7,False,False,114.96199999999999,"LINESTRING (12.3931437 50.5083582, 12.3937353 50.5074908, 12.3937906 50.5074097)",,,
"[807395141, 807395142, 174168319]",Siegelohplatz,living_street,,4,True,False,146.72600000000003,"LINESTRING (12.3931437 50.5083582, 12.3934686 50.5084531, 12.3935657 50.5084732, 12.393638 50.5084882, 12.3939391 50.5085505, 12.394279 50.5086209, 12.3949511 50.5087602, 12.3951028 50.5087887)",,,
174921138,Mosenstraße,residential,50,5,True,False,136.955,"LINESTRING (12.3937906 50.5074097, 12.3955661 50.5079016)",,,
173087266,Kaiserstraße,residential,50,7,False,False,84.905,"LINESTRING (12.3937906 50.5074097, 12.3941922 50.5068655, 12.39431 50.5067214)",,,
173087266,Kaiserstraße,residential,50,7,False,True,114.96199999999999,"LINESTRING (12.3937906 50.5074097, 12.3937353 50.5074908, 12.3931437 50.5083582)",,,
172545711,Schulstraße,residential,,5,False,False,164.688,"LINESTRING (12.396192 50.5069584, 12.3965945 50.5070053, 12.3967324 50.5070248, 12.3968697 50.5070443, 12.3971528 50.5071487, 12.3974704 50.5072687, 12.398027 50.507469, 12.3982964 50.507555)",,,
172545711,Schulstraße,residential,,5,False,True,135.703,"LINESTRING (12.396192 50.5069584, 12.3960626 50.5069439, 12.3955534 50.5068838, 12.394947 50.506808, 12.3944893 50.5067508, 12.39431 50.5067214)",,,
"[807395144, 168689633]",Bertolt-Brecht-Straße,residential,,6,False,True,113.86,"LINESTRING (12.396192 50.5069584, 12.3961233 50.5070465, 12.395766 50.507593, 12.3955661 50.5079016)",,,
172545711,Schulstraße,residential,,5,False,True,164.688,"LINESTRING (12.3982964 50.507555, 12.398027 50.507469, 12.3974704 50.5072687, 12.3971528 50.5071487, 12.3968697 50.5070443, 12.3967324 50.5070248, 12.3965945 50.5070053, 12.396192 50.5069584)",,,
"[807001905, 807001907, 807395116, 807001908]",Göltzschtalstraße,secondary,50,8,False,False,326.785,"LINESTRING (12.3982964 50.507555, 12.398371 50.5073587, 12.398398 50.5072291, 12.3984097 50.5068276, 12.3984349 50.5066383, 12.3985059 50.5062866, 12.3985292 50.5061798, 12.3985943 50.5060207, 12.3986536 50.5058625, 12.3987487 50.5055629, 12.398847 50.5052397, 12.3989089 50.5050367, 12.3990289 50.5046608)",,"['4', '2', '3']",S 278
"[807395097, 807395113, 948850911]",Göltzschtalstraße,secondary,50,8,False,True,169.94099999999997,"LINESTRING (12.3982964 50.507555, 12.398208 50.5076834, 12.3979263 50.5081436, 12.3978605 50.508257, 12.3978204 50.5083608, 12.3977992 50.5084409, 12.3977899 50.5085807, 12.3977962 50.5088605, 12.3977994 50.5088963, 12.3978108 50.5090258)",,2,S 278
168688510,Poststraße,residential,,,False,False,81.599,"LINESTRING (12.3943115 50.5123298, 12.3952119 50.5127888)",,,
168688511,Rathenaustraße,residential,,,False,False,144.233,"LINESTRING (12.3943115 50.5123298, 12.3950978 50.5115421, 12.395279 50.5111967)",,,
168688511,Rathenaustraße,residential,,,False,True,144.233,"LINESTRING (12.395279 50.5111967, 12.3950978 50.5115421, 12.3943115 50.5123298)",,,
168688512,Rosa-Luxemburg-Straße,residential,,,False,True,112.126,"LINESTRING (12.395279 50.5111967, 12.3949821 50.5110908, 12.3938512 50.5107593)",,,
168693671,Goethestraße,residential,,,True,False,170.67600000000002,"LINESTRING (12.395279 50.5111967, 12.3953478 50.5110965, 12.3954235 50.5110011, 12.3954633 50.5109705, 12.3955413 50.5109354, 12.3967709 50.5106342, 12.3973271 50.5104945)",,,
822227583,Rosa-Luxemburg-Straße,residential,,,False,False,107.564,"LINESTRING (12.395279 50.5111967, 12.3962275 50.5115007, 12.3964323 50.5115615, 12.3966111 50.5116565)",,,
173087815,Goethestraße,residential,,,False,True,81.235,"LINESTRING (12.3984088 50.5102493, 12.3982399 50.510286, 12.3980918 50.5103198, 12.3976115 50.510438, 12.3973271 50.5104945)",,,
"[807395111, 807395112, 807395114, 807395092, 807395093]",Göltzschtalstraße,secondary,50,,False,False,143.94199999999998,"LINESTRING (12.3984088 50.5102493, 12.3982561 50.5100411, 12.3980683 50.5097711, 12.3980024 50.509667, 12.3979077 50.5095089, 12.3978687 50.5094068, 12.3978415 50.5092907, 12.3978231 50.5091744, 12.3978209 50.5091482, 12.3978108 50.5090258)",,"['2', '3']",S 278
"[941647556, 260951469, 822227582]",Göltzschtalstraße,secondary,50,,False,True,137.987,"LINESTRING (12.3984088 50.5102493, 12.3984308 50.5102856, 12.3989895 50.511086, 12.3990466 50.5111679, 12.3991631 50.5113356, 12.3991979 50.5113842)",,2,S 278
168688512,Rosa-Luxemburg-Straße,residential,,,False,False,112.126,"LINESTRING (12.3938512 50.5107593, 12.3949821 50.5110908, 12.395279 50.5111967)",,,
"[168689866, 168689868, 172608685]",Bertolt-Brecht-Straße,residential,,6,False,False,197.305,"LINESTRING (12.3938512 50.5107593, 12.3944016 50.5100595, 12.3944891 50.5099396, 12.3945035 50.5099163, 12.3945963 50.5097656, 12.3946283 50.5097138, 12.3949215 50.5091254)",yes,,
42379432,Burgstraße,residential,,,False,False,40.486,"LINESTRING (12.3996492 50.5080964, 12.4002147 50.5081532)",,,
42394259,Schloßstraße,living_street,,,True,False,8.945,"LINESTRING (12.4005195 50.508484, 12.4006455 50.5084911)",,,
42379432,Burgstraße,residential,,,False,True,45.503,"LINESTRING (12.4005195 50.508484, 12.4005187 50.5084601, 12.4005151 50.5083575, 12.4003925 50.5082441, 12.4002147 50.5081532)",,,
81826014,Schulstraße,residential,,,False,False,25.804,"LINESTRING (12.3986806 50.5076688, 12.3990246 50.5077462)",,,
821207895,Schulstraße,residential,,,False,True,5.322,"LINESTRING (12.3986806 50.5076688, 12.3986108 50.5076509)",,,
"[172838281, 42379434]","['Malzhausweg', 'Neumarkt']",residential,,,False,False,153.41500000000002,"LINESTRING (12.3986806 50.5076688, 12.3986849 50.5074793, 12.3987097 50.5072432, 12.3987526 50.5070028, 12.3988266 50.5067566, 12.3988395 50.5067129, 12.398914 50.5067269, 12.3990376 50.5067501, 12.3994675 50.5068309)",,,
42394259,Schloßstraße,living_street,,,True,False,65.861,"LINESTRING (12.3995943 50.5084161, 12.400382 50.5084739, 12.4005195 50.508484)",,,
821207895,Schulstraße,residential,,,False,False,5.322,"LINESTRING (12.3986108 50.5076509, 12.3986806 50.5076688)",,,
807001909,Gabelsbergerstraße,residential,,5,False,False,110.597,"LINESTRING (12.3941196 50.5048896, 12.3954117 50.5054499)",,,
1000540829,Seltmannstraße,residential,,,False,True,42.414,"LINESTRING (12.3977516 50.5123204, 12.3983025 50.5121695)",,,
1000540837,Seltmannstraße,residential,,,False,False,37.589,"LINESTRING (12.3988281 50.5120978, 12.39833 50.5122159)",,,
948850902,Bahnhofstraße,residential,50,,True,False,17.897,"LINESTRING (12.4009074 50.5118155, 12.4007808 50.511801, 12.4006592 50.5118179)",,,
"[81826003, 139963997, 34624829]",Bahnhofstraße,residential,50,,True,False,81.13,"LINESTRING (12.4006592 50.5118179, 12.4006081 50.5118572, 12.4005459 50.5119018, 12.4004325 50.5119923, 12.4002456 50.5121792, 12.4001258 50.5123024, 12.3999944 50.5124109)",yes,,
139670350,Plauensche Straße,residential,,,False,True,91.066,"LINESTRING (12.3971055 50.5084147, 12.3970286 50.5086568, 12.3970035 50.5088785, 12.396989 50.5090234, 12.396993 50.5090477, 12.3971314 50.5092048)",,,
27215461,Plauensche Straße,residential,50,5,False,True,41.689,"LINESTRING (12.3971314 50.5092048, 12.3966842 50.5094491)",,,
27215461,Plauensche Straße,residential,50,5,False,False,53.522000000000006,"LINESTRING (12.3971314 50.5092048, 12.3973495 50.5090889, 12.3974638 50.5090672, 12.3975975 50.5090466, 12.3976411 50.5090424, 12.3978108 50.5090258)",,,
139670350,Plauensche Straße,residential,,,False,False,91.066,"LINESTRING (12.3971314 50.5092048, 12.396993 50.5090477, 12.396989 50.5090234, 12.3970035 50.5088785, 12.3970286 50.5086568, 12.3971055 50.5084147)",,,
202175523,Nicolaistraße,residential,,,True,False,52.003,"LINESTRING (12.3995486 50.5112343, 12.3997073 50.5111597, 12.400066 50.5109937, 12.4001198 50.51097, 12.4001487 50.5109685)",,,
172680459,Nicolaistraße,living_street,,,True,False,31.235,"LINESTRING (12.3995775 50.5091626, 12.3995769 50.5093209, 12.3995765 50.5094435)",,,
172686074,Altmarkt,living_street,,,False,False,74.513,"LINESTRING (12.3995775 50.5091626, 12.3997217 50.5091715, 12.4005149 50.5092172, 12.400614 50.5092509)",,,
202175523,Nicolaistraße,residential,,,True,False,29.948999999999998,"LINESTRING (12.3991979 50.5113842, 12.3992607 50.5113655, 12.3995486 50.5112343)",,,
"[941647556, 260951469, 822227582]",Göltzschtalstraße,secondary,50,,False,False,137.987,"LINESTRING (12.3991979 50.5113842, 12.3991631 50.5113356, 12.3990466 50.5111679, 12.3989895 50.511086, 12.3984308 50.5102856, 12.3984088 50.5102493)",,2,S 278
260951469,Göltzschtalstraße,secondary,50,,False,True,129.133,"LINESTRING (12.3991979 50.5113842, 12.3993896 50.5118236, 12.3994758 50.5119555, 12.399535 50.5120162, 12.3999944 50.5124109)",,2,S 278
168688513,Stauffenbergstraße,residential,,,False,False,92.64799999999998,"LINESTRING (12.397808 50.5113323, 12.3968886 50.5115495, 12.3966954 50.5116038, 12.3966111 50.5116565)",,,
173087814,Friedrich-Ebert-Straße,residential,,,False,False,99.443,"LINESTRING (12.397808 50.5113323, 12.3978165 50.5113466, 12.3983025 50.5121695)",,,
