osmid,name,highway,maxspeed,junction,oneway,reversed,length,geometry,ref,bridge,lanes,access
26799404,Kleiststraße,residential,30,,True,False,57.082,"LINESTRING (7.1773226 49.3501707, 7.1774068 49.3501852, 7.1780691 49.3503347)",,,,
54727471,Brückenstraße,tertiary,30,,False,True,96.69600000000001,"LINESTRING (7.1773226 49.3501707, 7.177359 49.3500988, 7.1777275 49.3494074, 7.1777591 49.3493489)",,,,
6076668,Uhlandstraße,residential,30,,True,False,82.133,"LINESTRING (7.1792809 49.3506282, 7.1797757 49.3499636)",,,,
"[32346910, 32346911]",Kleiststraße,residential,30,,True,False,98.882,"LINESTRING (7.1792809 49.3506282, 7.180174 49.3508301, 7.1802827 49.3508543, 7.1805711 49.3509187)",,,,
27694222,Norduferstraße,residential,30,,True,False,103.32600000000002,"LINESTRING (7.1797757 49.3499636, 7.1795576 49.3498965, 7.179236 49.3497942, 7.1789666 49.3497145, 7.1788249 49.3496709, 7.1784861 49.3495666)",,,,
140418394,Norduferstraße,residential,30,,False,True,45.899,"LINESTRING (7.1797757 49.3499636, 7.1802936 49.3501258, 7.1803332 49.3501543)",,,,
52047314,Konrad-Adenauer-Brücke,secondary,50,,True,False,12.876999999999999,"LINESTRING (7.178673 49.3527736, 7.1786888 49.3528095, 7.178679 49.3528877)",L 124,yes,1,
585462833,Herderstraße,tertiary,50,,False,True,20.972,"LINESTRING (7.1783703 49.3536219, 7.1784762 49.3536427, 7.1786478 49.3536757)",,,,
585462834,Herderstraße,tertiary,50,,True,False,16.806,"LINESTRING (7.1783703 49.3536219, 7.1783008 49.353598, 7.1782592 49.3535579, 7.1782328 49.3535093)",,,,
951575388,Kuchenbergstraße,secondary,50,,False,False,22.237000000000002,"LINESTRING (7.1783703 49.3536219, 7.1783236 49.3536797, 7.1782981 49.3537343, 7.1782782 49.3538108)",L 124,,,
28877395,Kuchenbergstraße,secondary,50,,True,False,68.541,"LINESTRING (7.1783391 49.3541041, 7.1782612 49.3540301, 7.1782229 49.3539459, 7.1782049 49.3538462, 7.1781997 49.3537451, 7.1782035 49.3536487, 7.1782136 49.3535745, 7.1782328 49.3535093)",L 124,,,
32352947,Kuchenbergstraße,secondary,50,,False,True,33.115,"LINESTRING (7.1783391 49.3541041, 7.178304 49.3540172, 7.17828 49.3539387, 7.1782779 49.353872, 7.1782782 49.3538108)",L 124,,,
25949949,Taubenaustraße,residential,50,,False,False,208.74300000000002,"LINESTRING (7.186484 49.3490928, 7.1871709 49.3491959, 7.1876402 49.3492666, 7.1877837 49.3492882, 7.188671 49.3494219, 7.1890836 49.3494841, 7.1891787 49.3495093, 7.1892579 49.3495599)",,,,
31481282,Thomas-Mann-Straße,residential,30,,False,True,77.676,"LINESTRING (7.186484 49.3490928, 7.186073 49.3490328, 7.1855909 49.348963, 7.1854387 49.3489372)",,,,
57046007,Ringstraße,tertiary,30,,False,True,201.576,"LINESTRING (7.186484 49.3490928, 7.1865165 49.3490423, 7.1867235 49.3487183, 7.1869502 49.3483677, 7.1870813 49.3481648, 7.1875008 49.3475159, 7.1875209 49.3474779, 7.1875513 49.3474189)",,,,
57403080,Ringstraße,tertiary,50,,False,False,224.306,"LINESTRING (7.186484 49.3490928, 7.1863013 49.3493914, 7.186156 49.3496021, 7.186047 49.3497202, 7.1859504 49.3498108, 7.1858514 49.3498732, 7.1857509 49.3499207, 7.1851763 49.3500984, 7.1850253 49.3501466, 7.1849496 49.3501707, 7.1846636 49.350262, 7.1843047 49.3503753)",,,,
25949949,Taubenaustraße,residential,50,,False,True,208.74300000000002,"LINESTRING (7.1892579 49.3495599, 7.1891787 49.3495093, 7.1890836 49.3494841, 7.188671 49.3494219, 7.1877837 49.3492882, 7.1876402 49.3492666, 7.1871709 49.3491959, 7.186484 49.3490928)",,,,
57403083,Süduferstraße,secondary,50,,False,False,368.60800000000006,"LINESTRING (7.1892579 49.3495599, 7.1886356 49.3498238, 7.1886048 49.3498368, 7.1884369 49.3499105, 7.1881475 49.3500232, 7.187895 49.3501113, 7.1876406 49.3502, 7.1873877 49.3502838, 7.1871111 49.3503749, 7.1868677 49.3504416, 7.1866373 49.3504987, 7.1865113 49.3505268, 7.1863781 49.3505557, 7.1862707 49.3505781, 7.1861622 49.3506007, 7.1853265 49.3507669, 7.1852006 49.3507864, 7.1848587 49.3508077, 7.184615 49.350811)",L 115,,,
57403083,Süduferstraße,secondary,50,,False,True,119.39900000000002,"LINESTRING (7.1892579 49.3495599, 7.189508 49.3494547, 7.1898823 49.3492974, 7.1904122 49.3490892, 7.1906737 49.3490132)",L 115,,,
26826667,Jägerstraße,tertiary,30,,True,False,41.09,"LINESTRING (7.1806286 49.3459232, 7.1805871 49.3459662, 7.1805401 49.3460084, 7.1804388 49.3460615, 7.1804079 49.3460754, 7.1802869 49.3461349, 7.1802158 49.3461709)",,,,
26826665,Marienstraße,tertiary,30,,False,False,22.314,"LINESTRING (7.1800753 49.3465485, 7.1801092 49.3466703, 7.1801033 49.3467471)",,,,
29203855,Marienstraße,residential,30,,True,False,36.0,"LINESTRING (7.1800753 49.3465485, 7.1800108 49.346413, 7.1799447 49.3463347, 7.1798611 49.3462599)",,,,
203289682,Röntgenstraße,residential,30,,False,True,59.295,"LINESTRING (7.1801033 49.3467471, 7.1806661 49.3471343)",,,,
26826665,Marienstraße,tertiary,30,,False,False,14.861,"LINESTRING (7.1801033 49.3467471, 7.1800643 49.3468059, 7.1800143 49.3468674)",,,,
26826665,Marienstraße,tertiary,30,,False,True,22.314,"LINESTRING (7.1801033 49.3467471, 7.1801092 49.3466703, 7.1800753 49.3465485)",,,,
26826665,Marienstraße,tertiary,30,,False,True,24.046999999999997,"LINESTRING (7.1790736 49.3476656, 7.1791752 49.3475859, 7.1792887 49.3475009)",,,,
31522345,Hospitalstraße,residential,30,,False,False,24.402,"LINESTRING (7.1790736 49.3476656, 7.1792736 49.3477182, 7.179386 49.3477477)",,,,
121111273,Lutherstraße,residential,30,,True,False,22.255,"LINESTRING (7.1790736 49.3476656, 7.178942 49.3476326, 7.1787878 49.3475922)",,,,
885125668,Brückenstraße,tertiary,30,,False,True,23.552,"LINESTRING (7.1790736 49.3476656, 7.1789775 49.3477377, 7.1788629 49.3478269)",,,,
171049167,Karl-Schneider-Straße,secondary,50,,False,True,31.767,"LINESTRING (7.1785953 49.3491035, 7.1789855 49.3492339)",L 115,,,
27291497,Mendelssohnstraße,residential,30,,True,False,49.735,"LINESTRING (7.1785953 49.3491035, 7.178656 49.3490589, 7.1787539 49.3490313, 7.1789033 49.3490055, 7.1789194 49.3490027, 7.1791516 49.3489502, 7.1792177 49.3489326)",,,,
"[175742769, 171049167]",Karl-Schneider-Straße,secondary,50,,False,False,46.457,"LINESTRING (7.1785953 49.3491035, 7.1784956 49.3490702, 7.178207 49.3489827, 7.1780119 49.3489304)",L 115,,,
27291498,Knappschaftsstraße,residential,30,,False,False,73.17699999999999,"LINESTRING (7.1831485 49.3498658, 7.1831964 49.3497418, 7.1832183 49.3496549, 7.1832254 49.349535, 7.1832239 49.3493886, 7.1832118 49.349213)",,,,
175742775,Mendelssohnstraße,residential,30,,False,True,309.266,"LINESTRING (7.1831485 49.3498658, 7.1824526 49.3496849, 7.1819029 49.3495404, 7.1817008 49.3494872, 7.1813028 49.3493802, 7.1801812 49.349009, 7.1801062 49.3489842, 7.1800244 49.3489571, 7.17977 49.3488862, 7.1796456 49.3488732, 7.1794323 49.3488816, 7.179269 49.3489185, 7.1792177 49.3489326)",,,,
27291498,Knappschaftsstraße,residential,30,,False,False,42.12,"LINESTRING (7.1832118 49.349213, 7.1832038 49.3490977, 7.1832051 49.3490357, 7.1832132 49.3489815, 7.1832279 49.3489265, 7.1832494 49.3488365)",,,,
27291498,Knappschaftsstraße,residential,30,,False,True,73.177,"LINESTRING (7.1832118 49.349213, 7.1832239 49.3493886, 7.1832254 49.349535, 7.1832183 49.3496549, 7.1831964 49.3497418, 7.1831485 49.3498658)",,,,
31522343,Hospitalstraße,residential,,,True,False,171.337,"LINESTRING (7.1832118 49.349213, 7.1830469 49.3492191, 7.1828377 49.3492226, 7.1826754 49.3492156, 7.1825158 49.3492017, 7.1821004 49.3491492, 7.1817731 49.349079, 7.1816538 49.3490366, 7.1815647 49.3489958, 7.1814823 49.3489353, 7.1813571 49.3487816, 7.1812822 49.3487145, 7.1811792 49.3486566)",,,,
27291498,Knappschaftsstraße,residential,30,,False,False,45.289,"LINESTRING (7.1832494 49.3488365, 7.1832923 49.3486737, 7.1832979 49.3486524, 7.1833536 49.3484349)",,,,
27291498,Knappschaftsstraße,residential,30,,False,True,42.12,"LINESTRING (7.1832494 49.3488365, 7.1832279 49.3489265, 7.1832132 49.3489815, 7.1832051 49.3490357, 7.1832038 49.3490977, 7.1832118 49.349213)",,,,
31481282,Thomas-Mann-Straße,residential,30,,False,False,20.634,"LINESTRING (7.1833087 49.3482244, 7.1835733 49.3482931)",,,,
27291500,Röntgenstraße,residential,30,,True,False,160.22,"LINESTRING (7.1833087 49.3482244, 7.1820924 49.3479079, 7.1818765 49.3478419, 7.1817419 49.3477806, 7.1815473 49.3476735, 7.1813593 49.3475716)",,,,
30785869,Einsteinstraße,residential,30,,True,False,86.977,"LINESTRING (7.1806661 49.3471343, 7.181544 49.3466007)",,,,
203289682,Röntgenstraße,residential,30,,False,False,59.295,"LINESTRING (7.1806661 49.3471343, 7.1801033 49.3467471)",,,,
203289682,Röntgenstraße,residential,30,,False,True,69.92399999999999,"LINESTRING (7.1806661 49.3471343, 7.1809223 49.3473059, 7.1811162 49.3474277, 7.1813593 49.3475716)",,,,
26826665,Marienstraße,tertiary,30,,False,False,32.036,"LINESTRING (7.1800143 49.3468674, 7.1798984 49.3469715, 7.1797446 49.3470956)",,,,
26826665,Marienstraße,tertiary,30,,False,True,14.861,"LINESTRING (7.1800143 49.3468674, 7.1800643 49.3468059, 7.1801033 49.3467471)",,,,
27291508,Gabelsbergerstraße,residential,30,,False,False,93.675,"LINESTRING (7.1903106 49.3473165, 7.1892914 49.347835)",,,,
27291508,Gabelsbergerstraße,residential,30,,False,False,64.273,"LINESTRING (7.1892914 49.347835, 7.1885701 49.3481716)",,,,
27291508,Gabelsbergerstraße,residential,30,,False,True,93.675,"LINESTRING (7.1892914 49.347835, 7.1903106 49.3473165)",,,,
155566764,Willi-Graf-Straße,residential,30,,True,False,154.684,"LINESTRING (7.1892914 49.347835, 7.1887458 49.3473816, 7.1887138 49.347355, 7.1880704 49.3468203, 7.187974 49.3467402)",,,,
30670023,Ringstraße,tertiary,30,,False,True,103.73599999999999,"LINESTRING (7.187974 49.3467402, 7.188049 49.3466293, 7.1881028 49.3465496, 7.1885508 49.3458863)",,,,
57046006,Willi-Graf-Straße,residential,30,,True,False,126.71000000000001,"LINESTRING (7.187974 49.3467402, 7.1878365 49.3466245, 7.1876912 49.3465022, 7.1875125 49.3463522, 7.1873799 49.3462428, 7.1871944 49.3460852, 7.186902 49.3458398)",,,,
57046007,Ringstraße,tertiary,30,,False,False,81.45599999999999,"LINESTRING (7.187974 49.3467402, 7.187902 49.3468453, 7.1877697 49.3470687, 7.1875513 49.3474189)",,,,
28798142,Blumenstraße,residential,30,,False,False,50.456,"LINESTRING (7.186902 49.3458398, 7.1874559 49.3455647)",,,,
28798142,Blumenstraße,residential,30,,False,True,131.422,"LINESTRING (7.186902 49.3458398, 7.1865717 49.3460053, 7.1862953 49.3461438, 7.1861637 49.346228, 7.1860148 49.3463624, 7.1859482 49.3464461, 7.1859045 49.3465361, 7.1858781 49.3466468, 7.1858637 49.3467038, 7.1858368 49.3467385)",,,,
28798141,Parkstraße,residential,30,,False,False,146.20999999999998,"LINESTRING (7.1875513 49.3474189, 7.1872986 49.3473592, 7.1868335 49.3472005, 7.1862812 49.3469666, 7.1861334 49.3468907, 7.1858368 49.3467385)",,,,
57046007,Ringstraße,tertiary,30,,False,False,201.576,"LINESTRING (7.1875513 49.3474189, 7.1875209 49.3474779, 7.1875008 49.3475159, 7.1870813 49.3481648, 7.1869502 49.3483677, 7.1867235 49.3487183, 7.1865165 49.3490423, 7.186484 49.3490928)",,,,
57046007,Ringstraße,tertiary,30,,False,True,81.456,"LINESTRING (7.1875513 49.3474189, 7.1877697 49.3470687, 7.187902 49.3468453, 7.187974 49.3467402)",,,,
28798141,Parkstraße,residential,30,,False,False,96.001,"LINESTRING (7.1858368 49.3467385, 7.1856613 49.3466301, 7.1854609 49.3465001, 7.1852538 49.3463499, 7.185104 49.3462359, 7.1849564 49.3460962)",,,,
28798141,Parkstraße,residential,30,,False,True,146.21,"LINESTRING (7.1858368 49.3467385, 7.1861334 49.3468907, 7.1862812 49.3469666, 7.1868335 49.3472005, 7.1872986 49.3473592, 7.1875513 49.3474189)",,,,
28798142,Blumenstraße,residential,30,,False,False,131.422,"LINESTRING (7.1858368 49.3467385, 7.1858637 49.3467038, 7.1858781 49.3466468, 7.1859045 49.3465361, 7.1859482 49.3464461, 7.1860148 49.3463624, 7.1861637 49.346228, 7.1862953 49.3461438, 7.1865717 49.3460053, 7.186902 49.3458398)",,,,
27291509,Willi-Graf-Straße,residential,30,,True,False,165.704,"LINESTRING (7.1906737 49.3490132, 7.1906439 49.3489413, 7.1905869 49.3488712, 7.1905194 49.3488172, 7.1903641 49.348693, 7.1892914 49.347835)",,,,
57403083,Süduferstraße,secondary,50,,False,False,119.399,"LINESTRING (7.1906737 49.3490132, 7.1904122 49.3490892, 7.1898823 49.3492974, 7.189508 49.3494547, 7.1892579 49.3495599)",L 115,,,
28877386,Mozartstraße,tertiary,50,,False,False,101.298,"LINESTRING (7.1817531 49.3527444, 7.1817956 49.3526809, 7.1818349 49.3526222, 7.1824194 49.3519441)",,,,
57403776,Wellesweilerstraße,tertiary,50,,False,False,61.841,"LINESTRING (7.1817531 49.3527444, 7.18163 49.3527121, 7.1809611 49.3525367)",,,,
58924521,Wellesweilerstraße,tertiary,50,,False,True,233.62599999999998,"LINESTRING (7.1817531 49.3527444, 7.1819059 49.3527776, 7.1830379 49.3530237, 7.1834265 49.3531009, 7.1835681 49.3531233, 7.1836893 49.3531374, 7.1838257 49.3531481, 7.184045 49.3531621, 7.1841657 49.3531636, 7.1842743 49.3531632, 7.1844051 49.3531551, 7.1845528 49.3531465, 7.184877 49.3531094)",,,,
"[52047313, 207636244, 117560757]",Herderstraße,tertiary,50,,False,True,207.50100000000003,"LINESTRING (7.1817531 49.3527444, 7.1817032 49.3528271, 7.1816303 49.3529479, 7.1815624 49.3530117, 7.1814685 49.3530529, 7.1813658 49.3530632, 7.1809778 49.3530459, 7.1808422 49.3530473, 7.1807293 49.353084, 7.1806627 49.3531223, 7.180631 49.3531717, 7.1805025 49.353582, 7.1804905 49.3536481, 7.1805168 49.3537455, 7.1805617 49.3538645, 7.1805597 49.3539274, 7.1805362 49.3539829, 7.1804945 49.3540429)",,,,
57403696,Herderstraße,tertiary,50,,False,False,18.086,"LINESTRING (7.1786478 49.3536757, 7.1788859 49.3537247)",,,,
585462833,Herderstraße,tertiary,50,,False,False,20.972,"LINESTRING (7.1786478 49.3536757, 7.1784762 49.3536427, 7.1783703 49.3536219)",,,,
"[52047313, 207636244, 117560757]",Herderstraße,tertiary,50,,False,False,207.501,"LINESTRING (7.1804945 49.3540429, 7.1805362 49.3539829, 7.1805597 49.3539274, 7.1805617 49.3538645, 7.1805168 49.3537455, 7.1804905 49.3536481, 7.1805025 49.353582, 7.180631 49.3531717, 7.1806627 49.3531223, 7.1807293 49.353084, 7.1808422 49.3530473, 7.1809778 49.3530459, 7.1813658 49.3530632, 7.1814685 49.3530529, 7.1815624 49.3530117, 7.1816303 49.3529479, 7.1817032 49.3528271, 7.1817531 49.3527444)",,,,
52047313,Herderstraße,tertiary,50,,False,True,121.177,"LINESTRING (7.1804945 49.3540429, 7.1804214 49.3540998, 7.1803449 49.3541339, 7.1802444 49.3541551, 7.180128 49.3541666, 7.1800108 49.3541645, 7.1799361 49.3541549, 7.1798666 49.3541391, 7.17979 49.3541142, 7.1796866 49.3540662, 7.1793098 49.3538774, 7.1790696 49.3537738)",,,,
147641585,Geßbachstraße,residential,30,,False,False,23.43,"LINESTRING (7.1804945 49.3540429, 7.1806767 49.3540931, 7.1807699 49.354148)",,,,
57403696,Herderstraße,tertiary,50,,False,True,14.382,"LINESTRING (7.1790696 49.3537738, 7.1788859 49.3537247)",,,,
28877391,Am Bahnhof,residential,,,False,False,148.51999999999998,"LINESTRING (7.1790696 49.3537738, 7.1791319 49.3536825, 7.179152 49.3536201, 7.1791595 49.3535569, 7.1791456 49.3534983, 7.1791086 49.3534537, 7.1790453 49.3534215, 7.1789803 49.3533994, 7.1786037 49.3533578, 7.1780683 49.3532987, 7.177847 49.3532775, 7.1776178 49.3532602)",,,,
52047313,Herderstraße,tertiary,50,,False,False,121.17699999999999,"LINESTRING (7.1790696 49.3537738, 7.1793098 49.3538774, 7.1796866 49.3540662, 7.17979 49.3541142, 7.1798666 49.3541391, 7.1799361 49.3541549, 7.1800108 49.3541645, 7.180128 49.3541666, 7.1802444 49.3541551, 7.1803449 49.3541339, 7.1804214 49.3540998, 7.1804945 49.3540429)",,,,
28877391,Am Bahnhof,residential,,,False,True,148.51999999999998,"LINESTRING (7.1776178 49.3532602, 7.177847 49.3532775, 7.1780683 49.3532987, 7.1786037 49.3533578, 7.1789803 49.3533994, 7.1790453 49.3534215, 7.1791086 49.3534537, 7.1791456 49.3534983, 7.1791595 49.3535569, 7.179152 49.3536201, 7.1791319 49.3536825, 7.1790696 49.3537738)",,,,
"[28877392, 83506533, 83506534, 883763408]",Am Bahnhof,residential,,,True,False,88.69300000000001,"LINESTRING (7.1776178 49.3532602, 7.1775152 49.353439, 7.177487 49.3534876, 7.1774631 49.353507, 7.1774281 49.353522, 7.1773703 49.3535219, 7.1773135 49.3535063, 7.1772804 49.3534825, 7.1772642 49.3534563, 7.1772665 49.3534333, 7.1772935 49.3533849, 7.1773527 49.3532902, 7.1773943 49.3532635, 7.1774506 49.3532479, 7.177504 49.3532491, 7.1776178 49.3532602)",,,,
"[979693248, 203758949, 59574170, 27745589]","['Kuchenbergstraße', 'Konrad-Adenauer-Brücke']",secondary,50,,True,False,88.034,"LINESTRING (7.1782328 49.3535093, 7.178278 49.353389, 7.1784479 49.3531377, 7.1785114 49.3530605, 7.1786254 49.3528678, 7.1786539 49.3528123, 7.178673 49.3527736)",L 124,yes,"['2', '1']",
29322598,Händelstraße,residential,,,False,True,203.235,"LINESTRING (7.1868722 49.3528916, 7.1866777 49.3522364, 7.1864451 49.3514529, 7.1863825 49.3512419, 7.1863615 49.3511713, 7.1863395 49.3510971)",,,2,
58924521,Wellesweilerstraße,tertiary,50,,False,False,146.53199999999998,"LINESTRING (7.1868722 49.3528916, 7.1859101 49.3529988, 7.184877 49.3531094)",,,,
"[637578438, 637578439]",Wellesweilerstraße,tertiary,50,,False,True,191.46300000000002,"LINESTRING (7.1868722 49.3528916, 7.1873614 49.3528189, 7.1876017 49.3527574, 7.1877817 49.3526969, 7.1887789 49.3522091, 7.1890612 49.3520852, 7.1891386 49.3520512)",,,,
203285592,Langenstrichstraße,residential,30,,True,False,93.06500000000001,"LINESTRING (7.181544 49.3466007, 7.1811915 49.3463023, 7.1809974 49.3461086, 7.1808318 49.3459065)",,,,
233776431,Langenstrichstraße,living_street,,,True,False,56.812,"LINESTRING (7.181544 49.3466007, 7.181852 49.3468254, 7.1820775 49.346975)",,,,
29322598,Händelstraße,residential,,,False,False,203.235,"LINESTRING (7.1863395 49.3510971, 7.1863615 49.3511713, 7.1863825 49.3512419, 7.1864451 49.3514529, 7.1866777 49.3522364, 7.1868722 49.3528916)",,,2,
219649452,Norduferstraße,residential,,,False,True,101.396,"LINESTRING (7.1863395 49.3510971, 7.1856332 49.3512035, 7.184967 49.3512738)",,,,
637578440,Norduferstraße,residential,,,False,False,129.638,"LINESTRING (7.1863395 49.3510971, 7.1869108 49.3509712, 7.1870421 49.3509422, 7.1875634 49.35081, 7.1879993 49.3506663)",,,,
6076663,Karl-Schneider-Straße,secondary,50,,True,False,33.674,"LINESTRING (7.1830237 49.3504637, 7.183237 49.3504913, 7.1834768 49.350531)",L 115,,,
29570482,Knappschaftsstraße,residential,30,,True,False,89.378,"LINESTRING (7.1830237 49.3504637, 7.1831003 49.3504422, 7.1832695 49.3504097, 7.1833334 49.3503817, 7.1834 49.3503349, 7.1834379 49.3502972, 7.1834339 49.3502581, 7.1834043 49.3502034, 7.1833165 49.3501071, 7.1832159 49.3499731, 7.1831592 49.3499036, 7.1831485 49.3498658)",,,,
171049167,Karl-Schneider-Straße,secondary,50,,False,False,322.921,"LINESTRING (7.1830237 49.3504637, 7.180988 49.3498522, 7.179942 49.3495406, 7.1789855 49.3492339)",L 115,,,
29570486,Oststraße,residential,30,,True,False,131.273,"LINESTRING (7.181525 49.3485239, 7.181615 49.3485565, 7.1821674 49.3487129, 7.182381 49.3487642, 7.1826348 49.3488088, 7.1828511 49.3488247, 7.1832494 49.3488365)",,,,
29570491,Ruhstockstraße,residential,30,,True,False,225.293,"LINESTRING (7.181525 49.3485239, 7.1815692 49.3484928, 7.1816958 49.3482912, 7.1816916 49.3482578, 7.1816558 49.3482282, 7.1812459 49.3480623, 7.1810405 49.3479725, 7.1807897 49.3478341, 7.1805066 49.3476564, 7.1799593 49.3472528, 7.1797446 49.3470956)",,,,
26826665,Marienstraße,tertiary,30,,False,False,55.873,"LINESTRING (7.1797446 49.3470956, 7.1797239 49.347114, 7.1792887 49.3475009)",,,,
26826665,Marienstraße,tertiary,30,,False,True,32.036,"LINESTRING (7.1797446 49.3470956, 7.1798984 49.3469715, 7.1800143 49.3468674)",,,,
26826664,Brückenstraße,tertiary,30,,False,False,75.531,"LINESTRING (7.1783458 49.3484137, 7.1784139 49.3483147, 7.1785461 49.3481373, 7.1787077 49.3479566, 7.1788629 49.3478269)",,,,
26826664,Brückenstraße,tertiary,30,,False,True,62.374,"LINESTRING (7.1783458 49.3484137, 7.1783315 49.3484353, 7.178128 49.3487418, 7.1780768 49.3488114, 7.1780119 49.3489304)",,,,
57403776,Wellesweilerstraße,tertiary,50,,False,False,86.433,"LINESTRING (7.1809611 49.3525367, 7.1798597 49.3522376)",,,,
30387005,Auguststraße,residential,,,False,False,112.465,"LINESTRING (7.1809611 49.3525367, 7.1808414 49.3527365, 7.1807983 49.3527719, 7.1807677 49.3527834, 7.1807024 49.352781, 7.1802956 49.3526985, 7.1800588 49.3526343, 7.1797287 49.3525243)",,,,
57403776,Wellesweilerstraße,tertiary,50,,False,True,61.841,"LINESTRING (7.1809611 49.3525367, 7.18163 49.3527121, 7.1817531 49.3527444)",,,,
30389857,Haydnstraße,residential,,,False,False,205.059,"LINESTRING (7.184967 49.3512738, 7.1849337 49.3516423, 7.1849603 49.3517013, 7.1849184 49.3520831, 7.1848984 49.3521395, 7.184887 49.3522762, 7.1848416 49.352819, 7.184839 49.3529118, 7.1848546 49.3530396, 7.184877 49.3531094)",,,,
219649452,Norduferstraße,residential,,,False,False,101.396,"LINESTRING (7.184967 49.3512738, 7.1856332 49.3512035, 7.1863395 49.3510971)",,,,
219649452,Norduferstraße,residential,,,False,True,132.26600000000002,"LINESTRING (7.184967 49.3512738, 7.1845335 49.3512798, 7.1840432 49.3512475, 7.1837037 49.3512072, 7.1834066 49.3511557, 7.1832888 49.351126, 7.1831792 49.351093)",,,,
30389857,Haydnstraße,residential,,,False,True,205.059,"LINESTRING (7.184877 49.3531094, 7.1848546 49.3530396, 7.184839 49.3529118, 7.1848416 49.352819, 7.184887 49.3522762, 7.1848984 49.3521395, 7.1849184 49.3520831, 7.1849603 49.3517013, 7.1849337 49.3516423, 7.184967 49.3512738)",,,,
