osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,access,bridge,junction
86051883,2,St 2179,Überbruck,secondary,50,False,False,84.079,"LINESTRING (12.0002113 50.1303004, 12.0001146 50.1303067, 12.0000422 50.1303178, 11.9998919 50.1303481, 11.9997025 50.1303908, 11.9990899 50.1305293)",,,
513149624,2,St 2179,Selber Straße,secondary,50,False,True,114.478,"LINESTRING (12.0002113 50.1303004, 12.0003185 50.1303213, 12.0004172 50.1303588, 12.0005304 50.1304279, 12.0006448 50.1305178, 12.0012158 50.1310765)",,,
86060185,2,St 2177,Humboldtstraße,secondary,50,False,True,57.476,"LINESTRING (11.9968973 50.1270904, 11.996621 50.1271351, 11.9961157 50.1272173)",,,
1195186530,2,St 2177,Wunsiedler Straße,secondary,50,False,False,41.929,"LINESTRING (11.9968973 50.1270904, 11.9970448 50.1270534, 11.9971763 50.1270036, 11.9972849 50.1269494, 11.9973855 50.1268875)",,,
79622312,,,Pestilenzsteig,residential,,False,False,40.864999999999995,"LINESTRING (11.995011 50.1290817, 11.9949462 50.1290038, 11.9948926 50.1289606, 11.9947639 50.1289899, 11.994566 50.1290402)",,,
851613907,2,St 2177,Unterer Markt,secondary,50,False,False,29.772,"LINESTRING (11.994566 50.1290402, 11.9944022 50.1287939)",,,
79622312,,,Pestilenzsteig,residential,,False,True,40.865,"LINESTRING (11.994566 50.1290402, 11.9947639 50.1289899, 11.9948926 50.1289606, 11.9949462 50.1290038, 11.995011 50.1290817)",,,
403603021,2,St 2177,Unterer Markt,secondary,50,False,True,45.457,"LINESTRING (11.994566 50.1290402, 11.9946869 50.1292441, 11.9947495 50.1293478, 11.9947749 50.1294256)",,,
34068231,,,Fleischgasse,residential,,False,False,101.976,"LINESTRING (11.995713 50.1273731, 11.9953804 50.1272984, 11.9949157 50.1272262, 11.9946125 50.1272123, 11.9943166 50.1272169)",,,
86060185,2,St 2177,Humboldtstraße,secondary,50,False,False,10.282,"LINESTRING (11.995713 50.1273731, 11.9957607 50.1273414, 11.9958191 50.1273107)",,,
86060185,2,St 2177,Humboldtstraße,secondary,50,False,True,31.733000000000004,"LINESTRING (11.995713 50.1273731, 11.9955737 50.1274769, 11.9955609 50.1274877, 11.9954294 50.127593)",,,
34068231,,,Fleischgasse,residential,,False,True,28.043,"LINESTRING (11.9939423 50.1272945, 11.9943166 50.1272169)",,,
34068870,,,Neudeser Gasse,unclassified,,False,False,13.521,"LINESTRING (11.9939423 50.1272945, 11.9937826 50.1272289)",,,
85878008,,,Neudeser Gasse,unclassified,,False,False,29.401,"LINESTRING (11.9939423 50.1272945, 11.9940657 50.1275468)",,,
85878008,,,Neudeser Gasse,unclassified,,False,True,35.249,"LINESTRING (11.9942595 50.1279689, 11.9940623 50.1276782)",,,
34068268,2,St 2177,Marktplatz,secondary,50,False,True,45.574,"LINESTRING (11.9942595 50.1279689, 11.9943257 50.1279299, 11.9943883 50.1279061, 11.9944585 50.1278891, 11.994544 50.1278795, 11.9948059 50.1278799, 11.9948588 50.1278797)",,,
