osmid,name,highway,oneway,reversed,length,bridge,maxspeed,geometry,lanes,ref,junction
1199407595,Grover Straße,living_street,False,True,18.828,,,"LINESTRING (9.3600272 52.314018, 9.3600166 52.3141872)",,,
"[97472857, 261839804, 261839805, 1093939527]",Grover Straße,"['living_street', 'residential']",False,False,320.514,yes,30,"LINESTRING (9.3600272 52.314018, 9.3600036 52.3139339, 9.3599437 52.3138218, 9.3599004 52.3137202, 9.3598949 52.3135793, 9.3598966 52.313483, 9.3599026 52.3131346, 9.3599067 52.3128955, 9.3599024 52.3127294, 9.359863 52.3125509, 9.3598464 52.3125134, 9.3597771 52.3123552, 9.3596876 52.3116079, 9.3596568 52.3112828, 9.3596493 52.3112031, 9.3596429 52.3111575)",,,
"[477911811, 1093939525]",Deisterstraße,"['living_street', 'residential']",False,True,189.172,,,"LINESTRING (9.3600272 52.314018, 9.3602773 52.314007, 9.3605725 52.3139907, 9.3608721 52.3139766, 9.3610728 52.3139867, 9.3615125 52.3140549, 9.3619781 52.3141026, 9.362319 52.3141157, 9.3626352 52.3140964, 9.3627836 52.3140898)",,,
1199407594,Lange Straße,tertiary,False,True,10.598,,50,"LINESTRING (9.3596429 52.3111575, 9.3594877 52.3111665)",2,L 420,
261830393,Lange Straße,tertiary,False,False,195.20600000000002,,50,"LINESTRING (9.3596429 52.3111575, 9.3604899 52.311109, 9.3608549 52.3110881, 9.361342 52.3110627, 9.3615716 52.3110492, 9.3620243 52.311025, 9.3621941 52.3110093, 9.3623327 52.3109842, 9.362485 52.3109472)",2,L 420,
"[97472857, 261839804, 261839805, 1093939527]",Grover Straße,"['residential', 'living_street']",False,True,320.51400000000007,yes,30,"LINESTRING (9.3596429 52.3111575, 9.3596493 52.3112031, 9.3596568 52.3112828, 9.3596876 52.3116079, 9.3597771 52.3123552, 9.3598464 52.3125134, 9.359863 52.3125509, 9.3599024 52.3127294, 9.3599067 52.3128955, 9.3599026 52.3131346, 9.3598966 52.313483, 9.3598949 52.3135793, 9.3599004 52.3137202, 9.3599437 52.3138218, 9.3600036 52.3139339, 9.3600272 52.314018)",,,
"[448278482, 4875358]",Allee,secondary,False,False,131.88899999999998,,50,"LINESTRING (9.3519515 52.3118209, 9.3521227 52.3119452, 9.3521546 52.3119683, 9.352252 52.3120391, 9.3523721 52.3121546, 9.3524709 52.3122697, 9.3525182 52.3123357, 9.3525298 52.3123545, 9.3526301 52.3125367, 9.3527022 52.3126943, 9.3527781 52.3128744)","['2', '3']",,
"[448278480, 448278481, 5407421]",Lange Straße,tertiary,False,False,135.066,yes,50,"LINESTRING (9.3519515 52.3118209, 9.3521062 52.3117705, 9.3521706 52.3117552, 9.3522847 52.3117314, 9.3525258 52.3116948, 9.3527598 52.3116682, 9.3529993 52.3116324, 9.3531132 52.3116223, 9.3535775 52.3115667, 9.3538754 52.3115418)",2,L 420,
"[299044640, 24816582]",Windmühlenstraße,residential,False,False,40.362,,,"LINESTRING (9.3519515 52.3118209, 9.3518577 52.3118562, 9.3517213 52.3119124, 9.3514326 52.3119955)",,,
152729659,Tor,secondary,False,True,61.733000000000004,,50,"LINESTRING (9.3519515 52.3118209, 9.3517868 52.3117187, 9.3517398 52.3116827, 9.351672 52.3116308, 9.3515741 52.3115454, 9.3514641 52.3114238, 9.3514198 52.3113748)",2,,
448278481,Lange Straße,tertiary,False,False,26.895,,50,"LINESTRING (9.3561315 52.3113711, 9.356525 52.3113461)",2,L 420,
448278481,Lange Straße,tertiary,False,True,154.807,,50,"LINESTRING (9.3561315 52.3113711, 9.3553795 52.3114226, 9.3552076 52.3114453, 9.3550849 52.3114561, 9.3548885 52.3114799, 9.3544367 52.311516, 9.3542555 52.311511, 9.3538754 52.3115418)",2,L 420,
