osmid,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,ref,width
26784418,Am Herrentisch,residential,,False,False,219.89100000000002,,"LINESTRING (7.4432194 50.0672207, 7.4443623 50.0675358, 7.4454179 50.067923, 7.445919 50.0681586)",,
731772193,Bopparder Straße,tertiary,50,False,False,252.019,2,"LINESTRING (7.4434573 50.0726402, 7.4438164 50.0728452, 7.4439426 50.0729273, 7.4440746 50.0730302, 7.4442042 50.0731476, 7.4447102 50.0736157, 7.4448091 50.0737071, 7.4451832 50.074031, 7.4454899 50.0743256, 7.4455207 50.0743552, 7.4455446 50.0743769, 7.4456028 50.0744299)",,
731772193,Bopparder Straße,tertiary,50,False,True,111.338,2,"LINESTRING (7.4434573 50.0726402, 7.4431629 50.0724822, 7.4430283 50.0723852, 7.4429718 50.0723368, 7.4427545 50.0720975, 7.4425693 50.0718739, 7.4425467 50.0718427)",,
"[57677366, 800382863]",In der Beinde,residential,30,False,False,83.1,"['2', '3']","LINESTRING (7.4434573 50.0726402, 7.4431671 50.0728201, 7.4425603 50.0731148)",,
26826600,Moselstraße,secondary,50,False,False,263.115,2,"LINESTRING (7.4367278 50.0728657, 7.4367222 50.0729755, 7.4367384 50.0730808, 7.4367651 50.0731752, 7.4368309 50.0732888, 7.43691 50.073399, 7.4370063 50.0734934, 7.4372493 50.0736848, 7.4374531 50.0738439, 7.4375186 50.0739087, 7.4375587 50.0739754, 7.4375907 50.0740536, 7.4376048 50.0741445, 7.4376059 50.0742374, 7.4375901 50.0743815, 7.4375585 50.0745125, 7.4375156 50.0746412, 7.4373411 50.0750501)",L 108,
26826604,Hasental,secondary,50,False,True,98.22899999999998,2,"LINESTRING (7.4367278 50.0728657, 7.4367536 50.0727633, 7.4370253 50.0723368, 7.4370843 50.0722094, 7.4371368 50.0720265)",L 108,
78246804,Hasental,secondary,50,False,False,58.412,2,"LINESTRING (7.4388152 50.0697442, 7.4381198 50.0700212)",L 108,
27081883,Hohlweg,unclassified,,False,True,40.047,,"LINESTRING (7.4388152 50.0697442, 7.4385867 50.0695272, 7.4385314 50.0694356)",,
78246804,Hasental,secondary,50,False,True,117.996,2,"LINESTRING (7.4388152 50.0697442, 7.4391387 50.0696141, 7.4393064 50.0695366, 7.4395305 50.069424, 7.4396753 50.0693241, 7.4399684 50.0690827, 7.440022 50.0690356)",L 108,
47513368,Zeller Straße,secondary,50,False,False,138.73900000000003,2,"LINESTRING (7.440022 50.0690356, 7.440484 50.0692522, 7.4406258 50.0693135, 7.440706 50.0693482, 7.4408173 50.0693878, 7.4409145 50.0694192, 7.4410298 50.0694459, 7.4411365 50.0694661, 7.4412848 50.0694912, 7.4414255 50.0695156, 7.4415951 50.069544, 7.4416863 50.0695673, 7.4417409 50.0695857)",L 108,
78246804,Hasental,secondary,50,False,False,117.99599999999998,2,"LINESTRING (7.440022 50.0690356, 7.4399684 50.0690827, 7.4396753 50.0693241, 7.4395305 50.069424, 7.4393064 50.0695366, 7.4391387 50.0696141, 7.4388152 50.0697442)",L 108,
"[456318929, 800352014]",Zeller Straße,tertiary,50,False,True,173.536,"['2', '3']","LINESTRING (7.440022 50.0690356, 7.4394296 50.0687604, 7.4393583 50.0687312, 7.4391538 50.0686473, 7.4390683 50.0686122, 7.4385042 50.068431, 7.4379313 50.0682471)",,
26762193,Mozartstraße,residential,30,False,False,127.923,,"LINESTRING (7.437387 50.066946, 7.4374123 50.0672003, 7.437492 50.0673201, 7.4377139 50.067566, 7.4378276 50.0676628, 7.4381041 50.0678731, 7.4382085 50.067925)",,
26762642,Eichendorffstraße,residential,30,False,False,40.917,,"LINESTRING (7.4382085 50.067925, 7.4379313 50.0682471)",,
26762193,Mozartstraße,residential,30,False,True,127.923,,"LINESTRING (7.4382085 50.067925, 7.4381041 50.0678731, 7.4378276 50.0676628, 7.4377139 50.067566, 7.437492 50.0673201, 7.4374123 50.0672003, 7.437387 50.066946)",,
26762642,Eichendorffstraße,residential,30,False,True,100.205,,"LINESTRING (7.4382085 50.067925, 7.4383119 50.0678896, 7.4393743 50.0677596, 7.4395774 50.0677407)",,
26762383,Schubertstraße,residential,30,False,False,129.687,,"LINESTRING (7.4419748 50.0671639, 7.4418466 50.0674292, 7.4412804 50.06824)",,
26762383,Schubertstraße,residential,30,False,True,129.687,,"LINESTRING (7.4412804 50.06824, 7.4418466 50.0674292, 7.4419748 50.0671639)",,
26762641,Neuwieser Weg,residential,30,True,False,167.40800000000002,,"LINESTRING (7.4412804 50.06824, 7.441141 50.068384, 7.441125 50.0684349, 7.44115 50.068485, 7.4414771 50.0687409, 7.4416297 50.0688783, 7.4417209 50.0690086, 7.4417722 50.0691219, 7.4418052 50.0692553, 7.4417924 50.0694395, 7.4417782 50.0695222, 7.4417681 50.0695492, 7.4417409 50.0695857)",,
26762642,Eichendorffstraße,residential,30,False,False,137.108,,"LINESTRING (7.4412804 50.06824, 7.440885 50.0680897, 7.440362 50.0678556, 7.4401729 50.0677872, 7.4399623 50.0677454, 7.4397582 50.0677324, 7.4395774 50.0677407)",,
26762642,Eichendorffstraße,residential,30,False,True,97.688,,"LINESTRING (7.4412804 50.06824, 7.4413379 50.0682566, 7.441809 50.0683921, 7.4419287 50.0684185, 7.4424173 50.068526, 7.4425557 50.0685565)",,
26762642,Eichendorffstraße,residential,30,False,False,100.205,,"LINESTRING (7.4395774 50.0677407, 7.4393743 50.0677596, 7.4383119 50.0678896, 7.4382085 50.067925)",,
26762642,Eichendorffstraße,residential,30,False,True,137.108,,"LINESTRING (7.4395774 50.0677407, 7.4397582 50.0677324, 7.4399623 50.0677454, 7.4401729 50.0677872, 7.440362 50.0678556, 7.440885 50.0680897, 7.4412804 50.06824)",,
135207733,Spesenrother Weg,residential,30,False,False,84.103,,"LINESTRING (7.445919 50.0681586, 7.4452143 50.0687648)",,
26784418,Am Herrentisch,residential,,False,True,219.891,,"LINESTRING (7.445919 50.0681586, 7.4454179 50.067923, 7.4443623 50.0675358, 7.4432194 50.0672207)",,
135207733,Spesenrother Weg,residential,30,False,False,63.808,,"LINESTRING (7.4452143 50.0687648, 7.4446174 50.069192)",,
135207733,Spesenrother Weg,residential,30,False,True,84.103,,"LINESTRING (7.4452143 50.0687648, 7.445919 50.0681586)",,
26784417,Turnvater Jahn Straße,residential,,False,True,195.47299999999998,,"LINESTRING (7.4452143 50.0687648, 7.4446595 50.0684957, 7.444486 50.0684635, 7.4440294 50.0683404, 7.4439132 50.0683363, 7.4435185 50.0683934, 7.4434083 50.068395, 7.4427226 50.0682228)",,
135207733,Spesenrother Weg,residential,30,False,True,63.808,,"LINESTRING (7.4446174 50.069192, 7.4452143 50.0687648)",,
53599880,Theodor-Heuss-Straße,residential,30,False,True,91.964,2,"LINESTRING (7.4446174 50.069192, 7.4455378 50.0695881, 7.4457152 50.0696091)",,
135207733,Spesenrother Weg,residential,30,False,False,163.852,,"LINESTRING (7.4446174 50.069192, 7.4438602 50.0696335, 7.4434244 50.069915, 7.4432319 50.070098, 7.4431717 50.0701947, 7.4431363 50.0702871)",,
26826699,Spesenrother Weg,residential,30,False,True,14.842,,"LINESTRING (7.4431363 50.0702871, 7.4429523 50.0702249)",,
26784349,Am Schwarzen Weiher,residential,30,False,False,173.38299999999998,,"LINESTRING (7.4431363 50.0702871, 7.444429 50.070368, 7.4449566 50.0703768, 7.4455593 50.0703732)",,
135207733,Spesenrother Weg,residential,30,False,False,120.95400000000001,,"LINESTRING (7.4431363 50.0702871, 7.4431354 50.0703545, 7.4431542 50.0704466, 7.4431578 50.0705809, 7.4431434 50.0706859, 7.4431006 50.0707818, 7.4430025 50.0708886, 7.4428229 50.0710113, 7.4426934 50.0711002, 7.4426125 50.0711526, 7.4426063 50.0712527)",,
135207733,Spesenrother Weg,residential,30,False,True,163.852,,"LINESTRING (7.4431363 50.0702871, 7.4431717 50.0701947, 7.4432319 50.070098, 7.4434244 50.069915, 7.4438602 50.0696335, 7.4446174 50.069192)",,
26784349,Am Schwarzen Weiher,residential,30,False,True,173.38299999999998,,"LINESTRING (7.4455593 50.0703732, 7.4449566 50.0703768, 7.444429 50.070368, 7.4431363 50.0702871)",,
26804440,Am Ring,residential,30,False,True,53.906,,"LINESTRING (7.4490919 50.0713617, 7.4484 50.0714741, 7.4483621 50.0714851)",,
26804440,Am Ring,residential,30,False,False,86.008,,"LINESTRING (7.4483904 50.0739407, 7.4472636 50.0742151)",,
26804758,Erlenweg,residential,30,False,False,86.998,,"LINESTRING (7.4483904 50.0739407, 7.447966 50.0733964, 7.4479602 50.0732227)",,
26804440,Am Ring,residential,30,False,False,92.268,,"LINESTRING (7.4472636 50.0742151, 7.4468618 50.0734264)",,
26804440,Am Ring,residential,30,False,True,86.008,,"LINESTRING (7.4472636 50.0742151, 7.4483904 50.0739407)",,
26811995,Lindenweg,residential,30,False,True,101.65700000000001,,"LINESTRING (7.4472636 50.0742151, 7.4465069 50.0744123, 7.446412 50.0743989, 7.44612 50.0742078, 7.4460989 50.0741493)",,
26813228,Johann-Wickert-Straße,residential,30,False,False,103.60900000000001,,"LINESTRING (7.4472636 50.0742151, 7.4477586 50.0749771, 7.4478098 50.0750781)",,
26804440,Am Ring,residential,30,False,True,92.268,,"LINESTRING (7.4468618 50.0734264, 7.4472636 50.0742151)",,
26811992,Kastanienweg,residential,30,False,True,97.086,,"LINESTRING (7.4468618 50.0734264, 7.4460989 50.0741493)",,
26804440,Am Ring,residential,30,False,False,160.238,,"LINESTRING (7.4468618 50.0734264, 7.4465381 50.073058, 7.4464528 50.072758, 7.4464141 50.0726174, 7.4464246 50.0725863, 7.4464502 50.0725556, 7.4466415 50.0723766, 7.4468957 50.0722421, 7.4469762 50.0721874)",,
26804440,Am Ring,residential,30,False,False,65.738,,"LINESTRING (7.4469762 50.0721874, 7.4475141 50.0719255, 7.4476979 50.0718206)",,
26804440,Am Ring,residential,30,False,True,160.238,,"LINESTRING (7.4469762 50.0721874, 7.4468957 50.0722421, 7.4466415 50.0723766, 7.4464502 50.0725556, 7.4464246 50.0725863, 7.4464141 50.0726174, 7.4464528 50.072758, 7.4465381 50.073058, 7.4468618 50.0734264)",,
26804566,Ahornweg,residential,30,False,False,69.335,,"LINESTRING (7.4469762 50.0721874, 7.4474579 50.0725852, 7.4474784 50.0727042)",,
26804440,Am Ring,residential,30,False,False,60.431,,"LINESTRING (7.4476979 50.0718206, 7.448316 50.0714986, 7.4483621 50.0714851)",,
26804440,Am Ring,residential,30,False,True,65.738,,"LINESTRING (7.4476979 50.0718206, 7.4475141 50.0719255, 7.4469762 50.0721874)",,
26804567,Akazienweg,residential,30,False,False,64.928,,"LINESTRING (7.4476979 50.0718206, 7.4481929 50.0722066, 7.4483114 50.0722422)",,
26804566,Ahornweg,residential,30,False,True,69.335,,"LINESTRING (7.4474784 50.0727042, 7.4474579 50.0725852, 7.4469762 50.0721874)",,
26804567,Akazienweg,residential,30,False,True,64.928,,"LINESTRING (7.4483114 50.0722422, 7.4481929 50.0722066, 7.4476979 50.0718206)",,
26804758,Erlenweg,residential,30,False,True,86.998,,"LINESTRING (7.4479602 50.0732227, 7.447966 50.0733964, 7.4483904 50.0739407)",,
26811992,Kastanienweg,residential,30,False,False,97.086,,"LINESTRING (7.4460989 50.0741493, 7.4468618 50.0734264)",,
26811992,Kastanienweg,residential,30,False,True,47.236999999999995,,"LINESTRING (7.4460989 50.0741493, 7.4457086 50.07438, 7.4456028 50.0744299)",,
26811995,Lindenweg,residential,30,False,False,101.657,,"LINESTRING (7.4460989 50.0741493, 7.44612 50.0742078, 7.446412 50.0743989, 7.4465069 50.0744123, 7.4472636 50.0742151)",,
26812271,Ulmenweg,residential,30,False,False,192.372,,"LINESTRING (7.4460989 50.0741493, 7.4452956 50.0735418, 7.4448467 50.0729787, 7.4448337 50.0729246, 7.4450551 50.0727238)",,
26811992,Kastanienweg,residential,30,False,False,47.236999999999995,,"LINESTRING (7.4456028 50.0744299, 7.4457086 50.07438, 7.4460989 50.0741493)",,
27027476,Friedrich-Back-Straße,residential,,False,True,81.01400000000001,,"LINESTRING (7.4456028 50.0744299, 7.4454824 50.074484, 7.4449843 50.0747783, 7.4448489 50.0748662, 7.4447755 50.074926)",,
731772193,Bopparder Straße,tertiary,50,False,True,252.019,2,"LINESTRING (7.4456028 50.0744299, 7.4455446 50.0743769, 7.4455207 50.0743552, 7.4454899 50.0743256, 7.4451832 50.074031, 7.4448091 50.0737071, 7.4447102 50.0736157, 7.4442042 50.0731476, 7.4440746 50.0730302, 7.4439426 50.0729273, 7.4438164 50.0728452, 7.4434573 50.0726402)",,
26812271,Ulmenweg,residential,30,False,True,192.372,,"LINESTRING (7.4450551 50.0727238, 7.4448337 50.0729246, 7.4448467 50.0729787, 7.4452956 50.0735418, 7.4460989 50.0741493)",,
26813228,Johann-Wickert-Straße,residential,30,False,False,22.254,,"LINESTRING (7.4478098 50.0750781, 7.4479339 50.0752617)",,
26813228,Johann-Wickert-Straße,residential,30,False,True,103.60900000000001,,"LINESTRING (7.4478098 50.0750781, 7.4477586 50.0749771, 7.4472636 50.0742151)",,
26813229,Tannenweg,residential,30,False,False,61.653,,"LINESTRING (7.4478098 50.0750781, 7.4483449 50.0749642, 7.4485625 50.0748315)",,
26813228,Johann-Wickert-Straße,residential,30,False,True,61.599,,"LINESTRING (7.4482612 50.0757743, 7.4479339 50.0752617)",,
26813229,Tannenweg,residential,30,False,True,61.653,,"LINESTRING (7.4485625 50.0748315, 7.4483449 50.0749642, 7.4478098 50.0750781)",,
26813230,Tannenweg,residential,30,False,False,42.355000000000004,,"LINESTRING (7.4485625 50.0748315, 7.448723 50.0748678, 7.4488714 50.0749279, 7.449081 50.0750128)",,
26813230,Tannenweg,residential,30,False,True,29.998,,"LINESTRING (7.4485625 50.0748315, 7.4484043 50.0747282, 7.4482412 50.07466)",,
26813230,Tannenweg,residential,30,False,False,29.998,,"LINESTRING (7.4482412 50.07466, 7.4484043 50.0747282, 7.4485625 50.0748315)",,
26813230,Tannenweg,residential,30,False,True,42.355,,"LINESTRING (7.449081 50.0750128, 7.4488714 50.0749279, 7.448723 50.0748678, 7.4485625 50.0748315)",,
118717546,,residential,30,False,True,8.524,,"LINESTRING (7.4373411 50.0750501, 7.4374562 50.0750706)",,
26826600,Moselstraße,secondary,50,False,True,263.11499999999995,2,"LINESTRING (7.4373411 50.0750501, 7.4375156 50.0746412, 7.4375585 50.0745125, 7.4375901 50.0743815, 7.4376059 50.0742374, 7.4376048 50.0741445, 7.4375907 50.0740536, 7.4375587 50.0739754, 7.4375186 50.0739087, 7.4374531 50.0738439, 7.4372493 50.0736848, 7.4370063 50.0734934, 7.43691 50.073399, 7.4368309 50.0732888, 7.4367651 50.0731752, 7.4367384 50.0730808, 7.4367222 50.0729755, 7.4367278 50.0728657)",L 108,
26826605,Königsberger Straße,residential,30,False,True,18.482,,"LINESTRING (7.4374562 50.0750706, 7.4374322 50.0752361)",,
118717546,,residential,30,False,False,8.524,,"LINESTRING (7.4374562 50.0750706, 7.4373411 50.0750501)",,
26826601,In der Beinde,residential,30,False,True,88.706,,"LINESTRING (7.4374562 50.0750706, 7.4376456 50.0749793, 7.4380965 50.0747483, 7.438405 50.0745568)",,
26826605,Königsberger Straße,residential,30,False,False,18.482,,"LINESTRING (7.4374322 50.0752361, 7.4374562 50.0750706)",,
26826699,Spesenrother Weg,residential,30,False,False,14.842,,"LINESTRING (7.4429523 50.0702249, 7.4431363 50.0702871)",,
79587052,,residential,,False,True,40.692,,"LINESTRING (7.4429523 50.0702249, 7.4424097 50.0703373)",,
"[800352016, 26826699]",Spesenrother Weg,residential,30,False,"[False, True]",90.899,2,"LINESTRING (7.4429523 50.0702249, 7.4427268 50.0700967, 7.4426008 50.0699794, 7.4424324 50.0697509, 7.4423999 50.0697135, 7.4421161 50.0696757)",,
29600064,Mühlenweg,residential,,False,False,44.894,,"LINESTRING (7.4425047 50.0755398, 7.4421837 50.0756347, 7.4419434 50.0757214)",,4
29600064,Mühlenweg,residential,,False,True,70.459,,"LINESTRING (7.4425047 50.0755398, 7.4429509 50.0754295, 7.4434121 50.075291)",,4
26934230,,residential,,False,False,18.631,,"LINESTRING (7.4436447 50.0753671, 7.4434121 50.075291)",,3
29458464,Daniel-Meisner-Straße,residential,,False,True,24.799,,"LINESTRING (7.4436447 50.0753671, 7.4438987 50.0752149)",,4
29458464,Daniel-Meisner-Straße,residential,,False,False,24.799,,"LINESTRING (7.4438987 50.0752149, 7.4436447 50.0753671)",,4
29600064,Mühlenweg,residential,,False,False,35.741,,"LINESTRING (7.4438987 50.0752149, 7.4434121 50.075291)",,4
29458464,Daniel-Meisner-Straße,residential,,False,True,74.011,,"LINESTRING (7.4438987 50.0752149, 7.4442716 50.0751713, 7.4445893 50.0750898, 7.4447755 50.074926)",,4
29600064,Mühlenweg,residential,,False,True,44.894,,"LINESTRING (7.4419434 50.0757214, 7.4421837 50.0756347, 7.4425047 50.0755398)",,4
26934230,,residential,,False,True,18.631,,"LINESTRING (7.4434121 50.075291, 7.4436447 50.0753671)",,3
29600064,Mühlenweg,residential,,False,True,35.741,,"LINESTRING (7.4434121 50.075291, 7.4438987 50.0752149)",,4
27027743,Zum Rehberg,residential,,False,True,111.58599999999998,,"LINESTRING (7.4434121 50.075291, 7.4433327 50.0751373, 7.4432007 50.074808, 7.4430647 50.0745161, 7.4428859 50.0743561)",,
29600064,Mühlenweg,residential,,False,False,70.459,,"LINESTRING (7.4434121 50.075291, 7.4429509 50.0754295, 7.4425047 50.0755398)",,4
27027476,Friedrich-Back-Straße,residential,,False,False,81.01400000000001,,"LINESTRING (7.4447755 50.074926, 7.4448489 50.0748662, 7.4449843 50.0747783, 7.4454824 50.074484, 7.4456028 50.0744299)",,
29454259,Friedrich-Back-Straße,residential,30,False,True,153.636,,"LINESTRING (7.4447755 50.074926, 7.4443556 50.0746932, 7.4441121 50.0745574, 7.4438924 50.0744802, 7.4428859 50.0743561)",,4
29458464,Daniel-Meisner-Straße,residential,,False,False,74.011,,"LINESTRING (7.4447755 50.074926, 7.4445893 50.0750898, 7.4442716 50.0751713, 7.4438987 50.0752149)",,4
29454259,Friedrich-Back-Straße,residential,30,False,False,131.338,,"LINESTRING (7.4412093 50.073869, 7.4428859 50.0743561)",,4
29454259,Friedrich-Back-Straße,residential,30,False,True,132.294,,"LINESTRING (7.4412093 50.073869, 7.4400356 50.0729481)",,4
57677366,In der Beinde,residential,30,False,True,127.784,2,"LINESTRING (7.4412093 50.073869, 7.4425603 50.0731148)",,
57677366,In der Beinde,residential,30,False,False,96.061,2,"LINESTRING (7.4412093 50.073869, 7.4407915 50.0740575, 7.4405956 50.0741201, 7.4399817 50.0741566)",,
29454259,Friedrich-Back-Straße,residential,30,False,True,131.338,,"LINESTRING (7.4428859 50.0743561, 7.4412093 50.073869)",,4
27027743,Zum Rehberg,residential,,False,False,111.58599999999998,,"LINESTRING (7.4428859 50.0743561, 7.4430647 50.0745161, 7.4432007 50.074808, 7.4433327 50.0751373, 7.4434121 50.075291)",,
27027743,Zum Rehberg,residential,,False,True,168.601,,"LINESTRING (7.4428859 50.0743561, 7.4433819 50.0739048, 7.4433669 50.0738001, 7.4425603 50.0731148)",,
29454259,Friedrich-Back-Straße,residential,30,False,False,153.636,,"LINESTRING (7.4428859 50.0743561, 7.4438924 50.0744802, 7.4441121 50.0745574, 7.4443556 50.0746932, 7.4447755 50.074926)",,4
30049948,Palmsgarten,residential,,False,False,243.614,,"LINESTRING (7.4428859 50.0743561, 7.4422179 50.0747063, 7.4419917 50.0747916, 7.4418737 50.0747856, 7.4402607 50.0743477, 7.4400236 50.0742249, 7.4399817 50.0741566)",,
29453938,Hasental,residential,30,False,True,45.44499999999999,,"LINESTRING (7.4409286 50.0708163, 7.4406636 50.0707022, 7.4405135 50.0706644, 7.4403619 50.0706397)",,
"[29453939, 411062781]",Marktplatz,residential,10,False,False,65.917,,"LINESTRING (7.4409286 50.0708163, 7.4410898 50.0708831, 7.4411791 50.0709192, 7.4416626 50.0711746)",,
64400214,Marktplatz,living_street,,False,False,89.34199999999998,,"LINESTRING (7.4409286 50.0708163, 7.4410407 50.070745, 7.441226 50.0706702, 7.4414963 50.0705825, 7.4415694 50.0705627, 7.4416233 50.0705481, 7.4419691 50.0704655, 7.4420321 50.0704542)",,
29453439,Eifelstraße,residential,30,False,False,34.641,,"LINESTRING (7.4403619 50.0706397, 7.440183 50.0709293)",,
29453938,Hasental,residential,30,False,False,45.445,,"LINESTRING (7.4403619 50.0706397, 7.4405135 50.0706644, 7.4406636 50.0707022, 7.4409286 50.0708163)",,
29453938,Hasental,residential,30,False,True,177.399,,"LINESTRING (7.4403619 50.0706397, 7.4399288 50.0706025, 7.4397477 50.0705774, 7.4395126 50.0705307, 7.4386011 50.0701708, 7.4382941 50.070116, 7.4381198 50.0700212)",,
78246804,Hasental,secondary,50,False,True,58.412,2,"LINESTRING (7.4381198 50.0700212, 7.4388152 50.0697442)",L 108,
27081883,Hohlweg,unclassified,,False,False,47.913,,"LINESTRING (7.4381198 50.0700212, 7.4380166 50.0699024, 7.4379949 50.0698279, 7.4380987 50.0696192)",,
29453938,Hasental,residential,30,False,False,177.39900000000003,,"LINESTRING (7.4381198 50.0700212, 7.4382941 50.070116, 7.4386011 50.0701708, 7.4395126 50.0705307, 7.4397477 50.0705774, 7.4399288 50.0706025, 7.4403619 50.0706397)",,
78246804,Hasental,secondary,50,False,False,245.559,2,"LINESTRING (7.4381198 50.0700212, 7.4377645 50.0701787, 7.4376236 50.0702486, 7.4375296 50.0703364, 7.4374842 50.070433, 7.4374276 50.0707151, 7.4374021 50.0708648, 7.4372077 50.0716241, 7.4371368 50.0720265)",L 108,
52468744,Hohlweg,unclassified,,False,False,31.081,,"LINESTRING (7.4380987 50.0696192, 7.4378651 50.0693833)",,
27081883,Hohlweg,unclassified,,False,False,38.224999999999994,,"LINESTRING (7.4380987 50.0696192, 7.4381949 50.069561, 7.4383459 50.0694653, 7.4385314 50.0694356)",,
27081883,Hohlweg,unclassified,,False,True,47.913,,"LINESTRING (7.4380987 50.0696192, 7.4379949 50.0698279, 7.4380166 50.0699024, 7.4381198 50.0700212)",,
27081883,Hohlweg,unclassified,,False,False,40.047,,"LINESTRING (7.4385314 50.0694356, 7.4385867 50.0695272, 7.4388152 50.0697442)",,
27081883,Hohlweg,unclassified,,False,True,38.225,,"LINESTRING (7.4385314 50.0694356, 7.4383459 50.0694653, 7.4381949 50.069561, 7.4380987 50.0696192)",,
27081884,Hohlweg,unclassified,,False,False,209.62499999999997,,"LINESTRING (7.4385314 50.0694356, 7.4385298 50.0693518, 7.4385578 50.0692884, 7.4385681 50.0691886, 7.4385486 50.0691135, 7.4385079 50.069044, 7.4384042 50.0689453, 7.4383167 50.0688826, 7.4382243 50.0688576, 7.4381228 50.0688584, 7.438015 50.0688817, 7.4378756 50.0689144, 7.437728 50.0689195, 7.437586 50.0689022, 7.4374786 50.0688696, 7.4374317 50.0688429, 7.4373802 50.0688137, 7.4373032 50.0687337, 7.437251 50.068627, 7.4371443 50.0682874, 7.4370939 50.0682104)",,
27081885,Hohlweg,unclassified,,False,False,73.337,,"LINESTRING (7.4361616 50.0679517, 7.4362574 50.0679732, 7.4365932 50.0680658, 7.436792 50.0681586, 7.4369395 50.0681964, 7.4370939 50.0682104)",,
27081886,Hohlweg,unclassified,,False,False,134.079,,"LINESTRING (7.4358318 50.0673548, 7.4358562 50.0674501, 7.4359329 50.0675412, 7.4365797 50.0679064, 7.4368436 50.0680376, 7.4369959 50.0681174, 7.4370939 50.0682104)",,
456318929,Zeller Straße,tertiary,50,False,False,181.10399999999998,2,"LINESTRING (7.4358318 50.0673548, 7.4361397 50.0675455, 7.4363513 50.06767, 7.4365669 50.0677766, 7.4368784 50.0679036, 7.4372408 50.0680295, 7.4379313 50.0682471)",,
27081884,Hohlweg,unclassified,,False,True,209.625,,"LINESTRING (7.4370939 50.0682104, 7.4371443 50.0682874, 7.437251 50.068627, 7.4373032 50.0687337, 7.4373802 50.0688137, 7.4374317 50.0688429, 7.4374786 50.0688696, 7.437586 50.0689022, 7.437728 50.0689195, 7.4378756 50.0689144, 7.438015 50.0688817, 7.4381228 50.0688584, 7.4382243 50.0688576, 7.4383167 50.0688826, 7.4384042 50.0689453, 7.4385079 50.069044, 7.4385486 50.0691135, 7.4385681 50.0691886, 7.4385578 50.0692884, 7.4385298 50.0693518, 7.4385314 50.0694356)",,
27081885,Hohlweg,unclassified,,False,True,73.33699999999999,,"LINESTRING (7.4370939 50.0682104, 7.4369395 50.0681964, 7.436792 50.0681586, 7.4365932 50.0680658, 7.4362574 50.0679732, 7.4361616 50.0679517)",,
27081886,Hohlweg,unclassified,,False,True,134.07899999999998,,"LINESTRING (7.4370939 50.0682104, 7.4369959 50.0681174, 7.4368436 50.0680376, 7.4365797 50.0679064, 7.4359329 50.0675412, 7.4358562 50.0674501, 7.4358318 50.0673548)",,
29453451,Laubacher Straße,secondary,50,True,False,47.648,2,"LINESTRING (7.4419393 50.0712693, 7.4424713 50.0712595, 7.4426063 50.0712527)",L 219,
29453940,Marktplatz,residential,50,False,True,13.129000000000001,2,"LINESTRING (7.4419393 50.0712693, 7.4418768 50.0712652, 7.4418379 50.0712592, 7.4417996 50.0712514, 7.4417631 50.0712395)",,
29455002,Marktplatz,secondary,50,False,True,20.383,2,"LINESTRING (7.4419393 50.0712693, 7.4419063 50.071202, 7.4418895 50.0711498, 7.4418769 50.0710909)",L 219,
