osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,access,tunnel,width
28088549,L 3136,Steinbergstraße,secondary,50,False,False,55.117,"LINESTRING (8.7764096 50.456019, 8.7765378 50.4560107, 8.7770249 50.4560368, 8.7771826 50.4560166)",,,
32863557,,Steinweg,residential,30,False,True,172.784,"LINESTRING (8.7764096 50.456019, 8.7763617 50.4558516, 8.7762945 50.45566, 8.7762433 50.4554709, 8.7761659 50.4544766)",,,
26663250,,Bellersheimer Weg,residential,30,False,False,27.865000000000002,"LINESTRING (8.7771826 50.4560166, 8.7772955 50.4561262, 8.777445 50.4561985)",,,
28088549,L 3136,Steinbergstraße,secondary,50,False,False,44.515,"LINESTRING (8.7771826 50.4560166, 8.7772785 50.4559895, 8.7773379 50.4559691, 8.7773788 50.455949, 8.777433 50.4559143, 8.7776474 50.4557564)",,,
28088549,L 3136,Steinbergstraße,secondary,50,False,True,55.117,"LINESTRING (8.7771826 50.4560166, 8.7770249 50.4560368, 8.7765378 50.4560107, 8.7764096 50.456019)",,,
28088549,L 3136,Steinbergstraße,secondary,50,False,False,132.882,"LINESTRING (8.7776474 50.4557564, 8.7782989 50.455201, 8.7784564 50.4549851, 8.7785848 50.4547343)",,,
28088549,L 3136,Steinbergstraße,secondary,50,False,True,44.51499999999999,"LINESTRING (8.7776474 50.4557564, 8.777433 50.4559143, 8.7773788 50.455949, 8.7773379 50.4559691, 8.7772785 50.4559895, 8.7771826 50.4560166)",,,
36833812,,Haingraben,residential,30,False,False,133.206,"LINESTRING (8.7776474 50.4557564, 8.7775416 50.4557078, 8.7776113 50.4545938)",,,
36833826,,Spitalstraße,residential,30,False,False,70.669,"LINESTRING (8.7785848 50.4547343, 8.7776113 50.4545938)",,,
28088549,L 3136,Steinbergstraße,secondary,50,False,False,137.059,"LINESTRING (8.7785848 50.4547343, 8.7787189 50.4544601, 8.7788123 50.4542968, 8.7789465 50.4541451, 8.7793691 50.4536116)",,,
28088549,L 3136,Steinbergstraße,secondary,50,False,True,132.882,"LINESTRING (8.7785848 50.4547343, 8.7784564 50.4549851, 8.7782989 50.455201, 8.7776474 50.4557564)",,,
24801295,,Neuer Weg,residential,30,False,False,77.41499999999999,"LINESTRING (8.7793691 50.4536116, 8.7792724 50.4535985, 8.7782934 50.4534868)",,,
28088549,L 3136,Steinbergstraße,secondary,50,False,True,137.059,"LINESTRING (8.7793691 50.4536116, 8.7789465 50.4541451, 8.7788123 50.4542968, 8.7787189 50.4544601, 8.7785848 50.4547343)",,,
139451881,L 3136,Steinbergstraße,secondary,50,False,False,243.99899999999997,"LINESTRING (8.7793691 50.4536116, 8.7796937 50.4532599, 8.7799837 50.4530002, 8.7801355 50.4528304, 8.7802434 50.4526704, 8.7802787 50.4526083, 8.7804398 50.4523251, 8.7808308 50.4516378)",,,
139451882,,,residential,50,False,True,40.888999999999996,"LINESTRING (8.7793691 50.4536116, 8.7794602 50.45362, 8.7795299 50.4536378, 8.7798919 50.4537609)",delivery,,
27196506,L 3135,Eichergasse,secondary,50,False,False,19.421,"LINESTRING (8.7731925 50.452176, 8.7733169 50.45219, 8.7734645 50.4521968)",,,
988536535,,Am grauen Gäßchen,residential,30,False,True,119.059,"LINESTRING (8.7731925 50.452176, 8.7730903 50.452251, 8.7730172 50.4523349, 8.7729906 50.4524026, 8.7729901 50.4524818, 8.772996 50.4526866, 8.7728706 50.4532021)",,,
27196506,L 3135,Eichergasse,secondary,50,False,False,60.747,"LINESTRING (8.7757548 50.4522442, 8.7766128 50.4522426)",,,
27196506,L 3135,Eichergasse,secondary,50,False,True,13.826,"LINESTRING (8.7757548 50.4522442, 8.7755651 50.4522147)",,,
