osmid,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,ref,bridge
"[761335793, 761335795]",Große Straße,residential,30,False,False,130.568,3,"LINESTRING (7.7144905 52.2790791, 7.71435 52.2791314, 7.7139948 52.2792309, 7.7137197 52.2792813, 7.7136148 52.2792913, 7.7134667 52.2793055, 7.7129517 52.279336, 7.7128845 52.2793414, 7.7126509 52.2793607)",,
761335793,Große Straße,residential,30,False,True,59.514,,"LINESTRING (7.7144905 52.2790791, 7.7147679 52.2789757, 7.7149445 52.2788792, 7.7151676 52.2787447)",,
34958217,An der Mauritiuskirche,residential,,False,False,181.94299999999998,,"LINESTRING (7.7151676 52.2787447, 7.7152247 52.2787832, 7.7158666 52.2792162, 7.7159796 52.2792869, 7.7162679 52.279479, 7.7163256 52.2795175, 7.7163858 52.2795425, 7.7164398 52.2795395, 7.7164942 52.2795244, 7.7169909 52.2792529, 7.7170714 52.2792089)",,
761335793,Große Straße,residential,30,False,False,59.513999999999996,,"LINESTRING (7.7151676 52.2787447, 7.7149445 52.2788792, 7.7147679 52.2789757, 7.7144905 52.2790791)",,
"[761335793, 26978630]",Große Straße,residential,30,False,True,63.43600000000001,2,"LINESTRING (7.7151676 52.2787447, 7.7152714 52.2786717, 7.7154177 52.2785527, 7.715642 52.2783727, 7.7157396 52.2782944)",,
92442143,Uphof,residential,30,False,True,191.508,,"LINESTRING (7.7184634 52.2743525, 7.7191709 52.2742557, 7.7192218 52.2742487, 7.7196386 52.2741742, 7.7198899 52.2741293, 7.7206269 52.2739693, 7.7207345 52.2739527, 7.7211694 52.2738855)",,
167290874,Oststraße,secondary,,False,False,56.176,2,"LINESTRING (7.7184634 52.2743525, 7.7185749 52.2745904, 7.7186079 52.2747372, 7.7186217 52.2748464)",L 832,
"[167290874, 1061170735]",Oststraße,secondary,,False,True,114.84499999999998,2,"LINESTRING (7.7184634 52.2743525, 7.7183803 52.2742243, 7.7182764 52.2741022, 7.7181568 52.273985, 7.717984 52.2738424, 7.7179421 52.2738055, 7.7178013 52.2736815, 7.7177221 52.2735954, 7.7176828 52.2735527, 7.717611 52.2734653)",L 832,
26978630,Große Straße,residential,30,False,False,68.818,2,"LINESTRING (7.7165587 52.2779428, 7.716534 52.2779567, 7.7164786 52.2779893, 7.7164249 52.2780116, 7.7163721 52.2780336, 7.7162156 52.2780847, 7.7160984 52.2781131, 7.715969 52.2781583, 7.7159288 52.2781802, 7.7157938 52.2782566, 7.7157396 52.2782944)",,
48978496,Breite Straße,living_street,30,False,False,158.79000000000005,,"LINESTRING (7.7165587 52.2779428, 7.7166046 52.2779648, 7.716714 52.2780171, 7.7167985 52.2780294, 7.7168234 52.2780262, 7.7170346 52.2779994, 7.7172467 52.2779725, 7.7176585 52.277932, 7.7179462 52.2779054, 7.7180479 52.2778937, 7.7181987 52.2778842, 7.7182171 52.277883, 7.7186765 52.2778543, 7.7187431 52.2778501, 7.7188193 52.2778317)",,
"[761335792, 761332776, 761332775]",Heldermannstraße,residential,30,False,True,111.683,"['2', '3']","LINESTRING (7.7165587 52.2779428, 7.7166939 52.277844, 7.716849 52.2777257, 7.7170385 52.2776151, 7.7173033 52.2775, 7.7176361 52.2773544, 7.7177893 52.2772885)",,
"[26978624, 255269574, 29200064]",Laggenbecker Straße,tertiary,50,False,False,111.11699999999999,2,"LINESTRING (7.7193027 52.2786167, 7.7194103 52.2785604, 7.7197831 52.2783651, 7.7198616 52.2783279, 7.720437 52.2780086, 7.7205079 52.2779722, 7.7205334 52.2779601)","['K 39', 'K 19']",yes
26978627,An der Reichsbahn,tertiary,50,False,True,148.34199999999998,2,"LINESTRING (7.7193027 52.2786167, 7.7188338 52.2788719, 7.7185662 52.2790174, 7.7185392 52.2790321, 7.7183761 52.2791207, 7.7179606 52.2793467, 7.7179167 52.2793703, 7.7177883 52.2794401, 7.7176728 52.2795029)",K 39,
"[569605201, 700658634, 8326093]",,tertiary,,False,True,66.861,"['2', '3']","LINESTRING (7.7193027 52.2786167, 7.7193367 52.2786428, 7.719478 52.2787515, 7.7195873 52.2788251, 7.7197127 52.2788943, 7.7198245 52.2789338, 7.7199219 52.2789492, 7.720062 52.278951)",K 19,
26614490,Hausstätte,residential,,False,True,23.41,,"LINESTRING (7.7106425 52.2806283, 7.7104544 52.2808046)",,
26614489,Bäumerstraße,residential,30,False,False,81.001,,"LINESTRING (7.7089366 52.2814226, 7.7091961 52.2814505, 7.7096931 52.281504, 7.7101093 52.2815488)",,
26614491,Große Straße,secondary,50,False,False,103.78900000000002,2,"LINESTRING (7.7089366 52.2814226, 7.7089843 52.2813702, 7.7091127 52.2812291, 7.7092454 52.2810833, 7.7094077 52.2808938, 7.7094332 52.2808567, 7.7094573 52.2808216, 7.7094707 52.2807643, 7.7094584 52.2807031, 7.7094364 52.2806793, 7.7094143 52.2806556, 7.7093509 52.2805872)",L 504,
26614489,Bäumerstraße,residential,30,False,True,81.001,,"LINESTRING (7.7101093 52.2815488, 7.7096931 52.281504, 7.7091961 52.2814505, 7.7089366 52.2814226)",,
26614490,Hausstätte,residential,,False,False,86.84400000000001,,"LINESTRING (7.7101093 52.2815488, 7.7102422 52.2811023, 7.7103351 52.2809232, 7.7104544 52.2808046)",,
255269662,,secondary_link,,True,False,48.851,1,"LINESTRING (7.720062 52.278951, 7.7201625 52.278893, 7.7202167 52.2788494, 7.7202599 52.2788065, 7.7202927 52.2787598, 7.7203386 52.278684, 7.7203675 52.2786233, 7.7203742 52.2785687)",L 832,
"[569605201, 700658634, 8326093]",,tertiary,,False,False,66.861,"['2', '3']","LINESTRING (7.720062 52.278951, 7.7199219 52.2789492, 7.7198245 52.2789338, 7.7197127 52.2788943, 7.7195873 52.2788251, 7.719478 52.2787515, 7.7193367 52.2786428, 7.7193027 52.2786167)",K 19,
700658636,,tertiary,,False,True,30.895000000000003,2,"LINESTRING (7.720062 52.278951, 7.7203409 52.2789161, 7.7205069 52.2788953)",K 19,
8313123,Heldermannstraße,residential,,False,False,43.758,5,"LINESTRING (7.7189995 52.2768092, 7.7188386 52.2768718, 7.7184568 52.2770204)",,
21992885,Wilhelmstraße,residential,30,False,False,100.38000000000001,4,"LINESTRING (7.7189995 52.2768092, 7.7191793 52.2767273, 7.7199221 52.2763749, 7.7201743 52.2762632)",,
73716780,Bahnhofstraße,secondary,50,False,False,47.044,4,"LINESTRING (7.7189995 52.2768092, 7.7191071 52.2769122, 7.7193458 52.2771752)",L 832,
"[1081063864, 761454636, 515918877, 1107682644]",Oststraße,secondary,50,False,True,225.69600000000003,"['4', '2', '3']","LINESTRING (7.7189995 52.2768092, 7.718868 52.2766458, 7.7186918 52.2764239, 7.7186474 52.2763567, 7.7185954 52.2762731, 7.7185518 52.2761884, 7.7185209 52.2760943, 7.7185008 52.2760331, 7.7184899 52.2759152, 7.718498 52.2757994, 7.718505 52.2757, 7.7185134 52.2756593, 7.7185418 52.2755219, 7.7186185 52.2751511, 7.7186308 52.2750105, 7.7186217 52.2748464)",L 832,
569605197,Bahnhofstraße,secondary,50,False,True,37.422,4,"LINESTRING (7.7205069 52.2788953, 7.7203742 52.2785687)",L 832,
26978631,Osnabrücker Straße,secondary,50,False,False,34.282,3,"LINESTRING (7.7205069 52.2788953, 7.7205362 52.2789943, 7.7205678 52.2791012, 7.7206051 52.2791976)",L 832,
700658636,,tertiary,,False,False,30.895000000000003,2,"LINESTRING (7.7205069 52.2788953, 7.7203409 52.2789161, 7.720062 52.278951)",K 19,
"[565524289, 750581381, 750581382, 750581383]",Weststraße,secondary,50,False,True,164.01800000000003,"['2', '3']","LINESTRING (7.7097091 52.2734073, 7.7099078 52.2736762, 7.7100675 52.2738733, 7.7101225 52.2739426, 7.710141 52.2739656, 7.7101677 52.2739982, 7.7101923 52.2740282, 7.7102083 52.2740478, 7.7102239 52.2740673, 7.710306 52.2741694, 7.7103284 52.2741974, 7.7106675 52.2746196, 7.7107599 52.2747347)",L 504,
24661028,Bockradener Straße,tertiary,50,False,True,193.91199999999998,2,"LINESTRING (7.7168903 52.2799231, 7.7169129 52.2799377, 7.7169569 52.2799661, 7.7170603 52.2800325, 7.7179755 52.2806591, 7.718126 52.280774, 7.7182777 52.2808971, 7.7182955 52.2809176, 7.7183461 52.2809759, 7.7183925 52.2810444, 7.7184306 52.2811088, 7.7184437 52.2811537, 7.7184489 52.2811714, 7.7184561 52.2812482, 7.7184553 52.2813092, 7.71846 52.2813268)",K 39,
26978627,An der Reichsbahn,tertiary,50,False,False,70.832,2,"LINESTRING (7.7168903 52.2799231, 7.7172022 52.279759, 7.7176728 52.2795029)",K 39,
"[750541939, 761335797]",Nordstraße,tertiary,50,False,False,117.557,"['4', '2']","LINESTRING (7.7126509 52.2793607, 7.7126695 52.2794956, 7.7126757 52.2796485, 7.7126023 52.2798745, 7.7125542 52.27999, 7.7124805 52.2801859, 7.7123782 52.280395)",K 39,
"[761335793, 761335795]",Große Straße,residential,30,False,True,130.568,3,"LINESTRING (7.7126509 52.2793607, 7.7128845 52.2793414, 7.7129517 52.279336, 7.7134667 52.2793055, 7.7136148 52.2792913, 7.7137197 52.2792813, 7.7139948 52.2792309, 7.71435 52.2791314, 7.7144905 52.2790791)",,
"[26614492, 761335796]",Große Straße,secondary,50,False,True,281.96700000000004,"['2', '3']","LINESTRING (7.7126509 52.2793607, 7.712336 52.2793789, 7.7117382 52.2794373, 7.7116124 52.2794465, 7.7114051 52.2794625, 7.7112439 52.279481, 7.7111138 52.2794959, 7.7109196 52.2795329, 7.7107434 52.2795818, 7.7106889 52.2796022, 7.7105922 52.2796383, 7.710451 52.279709, 7.7103227 52.2797936, 7.710223 52.2798698, 7.7101378 52.2799559, 7.70993 52.2802096, 7.7097739 52.2803604, 7.7097081 52.2804097, 7.7096182 52.2804672, 7.7095042 52.2805262, 7.7093509 52.2805872)",L 504,
"[1176354630, 1176354629, 761335798, 754029255]",Weststraße,secondary,50,False,False,216.17100000000002,3,"LINESTRING (7.7126509 52.2793607, 7.7126119 52.2792359, 7.7125864 52.2791516, 7.7125619 52.2790141, 7.7125204 52.2789189, 7.7124353 52.2787689, 7.7123891 52.2786878, 7.7122933 52.2785373, 7.7121886 52.2783734, 7.7121168 52.2782609, 7.7120418 52.2781437, 7.7119419 52.277987, 7.7119273 52.2779619, 7.711921 52.277951, 7.7118807 52.2778817, 7.7117693 52.2776848, 7.7117007 52.2775125)",L 504,
26614491,Große Straße,secondary,50,False,True,103.789,2,"LINESTRING (7.7093509 52.2805872, 7.7094143 52.2806556, 7.7094364 52.2806793, 7.7094584 52.2807031, 7.7094707 52.2807643, 7.7094573 52.2808216, 7.7094332 52.2808567, 7.7094077 52.2808938, 7.7092454 52.2810833, 7.7091127 52.2812291, 7.7089843 52.2813702, 7.7089366 52.2814226)",L 504,
"[761335796, 26614492]",Große Straße,secondary,50,False,False,281.967,"['2', '3']","LINESTRING (7.7093509 52.2805872, 7.7095042 52.2805262, 7.7096182 52.2804672, 7.7097081 52.2804097, 7.7097739 52.2803604, 7.70993 52.2802096, 7.7101378 52.2799559, 7.710223 52.2798698, 7.7103227 52.2797936, 7.710451 52.279709, 7.7105922 52.2796383, 7.7106889 52.2796022, 7.7107434 52.2795818, 7.7109196 52.2795329, 7.7111138 52.2794959, 7.7112439 52.279481, 7.7114051 52.2794625, 7.7116124 52.2794465, 7.7117382 52.2794373, 7.712336 52.2793789, 7.7126509 52.2793607)",L 504,
32935887,Poststraße,unclassified,,False,False,35.324,,"LINESTRING (7.7084474 52.2757281, 7.7081886 52.2760035)",,
27709710,Röntgenstraße,residential,30,False,True,34.955,,"LINESTRING (7.7084474 52.2757281, 7.7083445 52.2757444, 7.7081866 52.2757695, 7.7079602 52.2758257)",,
32963939,Poststraße,residential,,False,False,131.12099999999998,,"LINESTRING (7.7084474 52.2757281, 7.7084728 52.2757092, 7.7086546 52.275574, 7.7086756 52.275558, 7.7087797 52.2754783, 7.709125 52.2752238, 7.7091609 52.2752014, 7.7092281 52.275162, 7.7093092 52.2751134, 7.709317 52.2751104, 7.7095329 52.2750277, 7.7097025 52.2749787, 7.7097676 52.2749599, 7.7098389 52.2749393)",,
"[1110496752, 565524290]",Poststraße,residential,,False,False,35.090999999999994,4,"LINESTRING (7.7107599 52.2747347, 7.711169 52.2747058, 7.7112181 52.2747001, 7.7112323 52.2746985, 7.7112712 52.2746942)",,
"[565524289, 750581381, 750581382, 750581383]",Weststraße,secondary,50,False,False,164.018,"['2', '3']","LINESTRING (7.7107599 52.2747347, 7.7106675 52.2746196, 7.7103284 52.2741974, 7.710306 52.2741694, 7.7102239 52.2740673, 7.7102083 52.2740478, 7.7101923 52.2740282, 7.7101677 52.2739982, 7.710141 52.2739656, 7.7101225 52.2739426, 7.7100675 52.2738733, 7.7099078 52.2736762, 7.7097091 52.2734073)",L 504,
