osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,width,access
246481682,4,B 88,Jenaer Straße,primary,50,False,False,21.386,"LINESTRING (11.8042413 51.1497045, 11.8045178 51.1497876)",,,
221595276,2,B 88,Jenaer Straße,primary,50,False,True,111.21799999999999,"LINESTRING (11.8042413 51.1497045, 11.804038 51.149643, 11.8038954 51.1495953, 11.8037329 51.1495333, 11.8035619 51.1494669, 11.8033795 51.1494019, 11.8028361 51.1492335)",,,
352062120,2,,Medlerstraße,residential,,False,False,47.477999999999994,"LINESTRING (11.8042413 51.1497045, 11.804286 51.1496374, 11.8042987 51.1496211, 11.8043362 51.1495746, 11.8045047 51.149311)",,,
246481682,4,B 88,Jenaer Straße,primary,50,False,True,21.386,"LINESTRING (11.8045178 51.1497876, 11.8042413 51.1497045)",,,
"[246481690, 246481686]","['2', '3']",B 88,Jenaer Straße,primary,50,False,False,40.663999999999994,"LINESTRING (11.8045178 51.1497876, 11.8046607 51.1498294, 11.8047427 51.1498549, 11.8047855 51.1498693, 11.8048542 51.1499015, 11.8049125 51.1499349, 11.8049841 51.1499957)",,,
246481692,1,B 88,Jenaer Straße,primary_link,DE:urban,True,False,57.574000000000005,"LINESTRING (11.8045178 51.1497876, 11.8047817 51.1498147, 11.8048338 51.1498201, 11.8049295 51.1498404, 11.8050098 51.1498645, 11.8051332 51.1499059, 11.8052922 51.1499521)",,,
221542192,1,L 205,Heinrich-von-Stephan-Platz,secondary,,True,False,9.934000000000001,"LINESTRING (11.8130237 51.1554649, 11.8130173 51.1554475, 11.8130138 51.1554298, 11.8130132 51.1554119, 11.8130154 51.1553941, 11.8130205 51.1553765)",roundabout,,
"[106506794, 926281557]",1,,Postring,secondary,,True,False,24.017999999999997,"LINESTRING (11.8130205 51.1553765, 11.8129805 51.1553352, 11.8129667 51.1553245, 11.8129498 51.155314, 11.8129283 51.1553041, 11.8129117 51.1552973, 11.8128889 51.1552888, 11.8128635 51.1552791, 11.81283 51.1552681, 11.8128012 51.1552596, 11.8127558 51.1552477)",,,
221542192,1,L 205,Heinrich-von-Stephan-Platz,secondary,,True,False,12.909,"LINESTRING (11.8130205 51.1553765, 11.8130292 51.1553579, 11.8130411 51.15534, 11.813056 51.1553231, 11.8130737 51.1553073, 11.8130941 51.1552928, 11.813117 51.1552798)",roundabout,,
221542192,1,L 205,Heinrich-von-Stephan-Platz,secondary,,True,False,10.77,"LINESTRING (11.813117 51.1552798, 11.8131376 51.1552701, 11.8131596 51.1552618, 11.8131827 51.1552547, 11.8132068 51.1552489, 11.8132316 51.1552446, 11.8132569 51.1552417)",roundabout,,
221542192,1,L 205,Heinrich-von-Stephan-Platz,secondary,,True,False,9.311,"LINESTRING (11.8132569 51.1552417, 11.813279 51.1552403, 11.8133013 51.1552401, 11.8133235 51.155241, 11.8133455 51.1552429, 11.8133673 51.155246, 11.8133885 51.1552501)",roundabout,,
"[22938093, 1208604407]",1,L 205,Marienring,secondary,,True,False,66.091,"LINESTRING (11.8133885 51.1552501, 11.8134176 51.1552484, 11.8134344 51.1552466, 11.8134534 51.1552431, 11.8134752 51.1552377, 11.8134969 51.1552309, 11.8135251 51.1552179, 11.8135475 51.1552066, 11.8135611 51.1551967, 11.8135775 51.1551811, 11.8136017 51.1551536, 11.8136695 51.1550725, 11.8137301 51.1550009, 11.8138411 51.1548958, 11.8139649 51.1548028)",,,
221542192,1,L 205,Heinrich-von-Stephan-Platz,secondary,,True,False,18.066999999999997,"LINESTRING (11.8133885 51.1552501, 11.8134125 51.1552562, 11.8134356 51.1552636, 11.8134574 51.1552724, 11.8134778 51.1552823, 11.8134967 51.1552934, 11.8135139 51.1553056, 11.8135293 51.1553186, 11.8135427 51.1553325, 11.813554 51.1553471, 11.8135631 51.1553624)",roundabout,,
"[136941079, 153597831]",2,L 205,Hallesche Straße,secondary,DE:urban,False,"[False, True]",75.58699999999999,"LINESTRING (11.8144489 51.1562673, 11.8143287 51.1561355, 11.8142592 51.1560593, 11.8140947 51.1558791, 11.814 51.1557753, 11.8139106 51.1556773)",,,
"[1208623227, 1208623228, 23001486]",,,Hinter der Post,residential,,True,False,110.824,"LINESTRING (11.8144489 51.1562673, 11.8142949 51.156266, 11.8135673 51.1562596, 11.8129639 51.1562509, 11.8128601 51.1562494)",,,
"[153597824, 713656771]",,,Thomas-Müntzer-Straße,residential,,True,False,81.697,"LINESTRING (11.8128601 51.1562494, 11.8128753 51.1561254, 11.8129137 51.1558776, 11.8129203 51.1558347, 11.8129409 51.1557577, 11.8129458 51.1557436, 11.8129536 51.1557251, 11.8129649 51.1557059, 11.8129775 51.155687, 11.8129937 51.1556666, 11.8130114 51.1556469, 11.8130453 51.1556137, 11.8130624 51.1555935, 11.8130745 51.1555748, 11.8130812 51.1555619, 11.81309 51.1555383)",,,
23001489,,,Poststraße,residential,,False,False,165.195,"LINESTRING (11.8085158 51.15632, 11.8085641 51.1562942, 11.8086254 51.1562635, 11.8086916 51.1562336, 11.8087316 51.1562155, 11.8087816 51.1561968, 11.808818 51.1561828, 11.808863 51.1561669, 11.8088985 51.1561545, 11.8089441 51.1561399, 11.8089912 51.1561276, 11.8090474 51.1561146, 11.8093673 51.1560494, 11.8105305 51.1558164, 11.8107043 51.1557803)",,,
"[23001489, 1151972886]",,,Poststraße,residential,,False,True,117.43200000000002,"LINESTRING (11.8085158 51.15632, 11.8077749 51.1567079, 11.8075143 51.156842, 11.8073116 51.1569453, 11.8072163 51.1569915)",,,
35608083,,,,residential,,False,True,69.20599999999999,"LINESTRING (11.8105856 51.1551626, 11.8105986 51.1552799, 11.810654 51.1555407, 11.8106975 51.1557553, 11.8107043 51.1557803)",,,
127994756,2,,Postring,secondary,,False,False,71.255,"LINESTRING (11.8105856 51.1551626, 11.8104951 51.1551537, 11.8103749 51.1551394, 11.8102559 51.155121, 11.8101454 51.1551001, 11.8100421 51.1550771, 11.809903 51.1550422, 11.8097769 51.1550067, 11.8097207 51.1549877, 11.8096925 51.1549776, 11.8096681 51.1549688, 11.8096275 51.1549532)",,,
188636299,2,,Postring,secondary,,False,True,151.703,"LINESTRING (11.8105856 51.1551626, 11.8106282 51.1551668, 11.8107514 51.1551755, 11.8108855 51.1551818, 11.8110226 51.1551843, 11.8115189 51.1552009, 11.8122584 51.1552216, 11.812388 51.1552267, 11.8127558 51.1552477)",,,
127994756,2,,Postring,secondary,,False,True,71.255,"LINESTRING (11.8096275 51.1549532, 11.8096681 51.1549688, 11.8096925 51.1549776, 11.8097207 51.1549877, 11.8097769 51.1550067, 11.809903 51.1550422, 11.8100421 51.1550771, 11.8101454 51.1551001, 11.8102559 51.155121, 11.8103749 51.1551394, 11.8104951 51.1551537, 11.8105856 51.1551626)",,,
1267036787,1,,Lindenring,secondary,30,True,False,33.363,"LINESTRING (11.8096275 51.1549532, 11.8096032 51.1549467, 11.809559 51.154937, 11.8095226 51.1549309, 11.8094935 51.1549251, 11.8094676 51.1549186, 11.8094338 51.1549088, 11.8093925 51.154895, 11.8093555 51.1548812, 11.8093037 51.1548612, 11.8092325 51.154832, 11.8092027 51.1548193)",,,
23535545,,,Weingarten,residential,30,False,False,35.996,"LINESTRING (11.8131148 51.1507482, 11.8125991 51.1507605)",,,
