osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,bridge,junction,tunnel
1201944116,True,3,Theodor-Heuss-Allee,residential,50,False,51.099,"LINESTRING (9.4155894 51.251229, 9.4153373 51.2511957, 9.4151727 51.2511785, 9.414999 51.2511628, 9.4148654 51.2511551)",,,,
1201944108,False,,Theodor-Heuss-Allee,residential,50,True,8.12,"LINESTRING (9.4112816 51.2510727, 9.4113126 51.2510023)",,,,
21121334,True,1,Theodor-Heuss-Allee,residential,50,False,101.623,"LINESTRING (9.4112816 51.2510727, 9.4110781 51.2510435, 9.4109173 51.2510152, 9.4107633 51.2509848, 9.4105347 51.2509318, 9.4100332 51.250795, 9.4099919 51.2507871, 9.4099448 51.2507875, 9.4099039 51.2507926)",,,,
943958425,False,,Rembrandtstraße,living_street,,False,98.937,"LINESTRING (9.4112816 51.2510727, 9.4112487 51.2511605, 9.4112174 51.2512517, 9.4112018 51.2513851, 9.4112043 51.2514751, 9.4112378 51.2515948, 9.4112922 51.2517233, 9.4113071 51.2518384, 9.4113221 51.2519506)",,,,
"[1201944122, 1201944123]",True,2,Kirchbaunaer Straße,tertiary,50,False,71.108,"LINESTRING (9.4166608 51.2507012, 9.4166406 51.2507699, 9.4166071 51.2508296, 9.4165635 51.2508896, 9.4162869 51.2512946)",K 22,,,
21351807,False,1,Gustav-Heinemann-Allee,residential,50,True,38.904999999999994,"LINESTRING (9.4091842 51.2521135, 9.4090473 51.252115, 9.408712 51.2520552, 9.4086405 51.2520447)",,,,
40635659,False,,Rudolf-Diesel-Straße,residential,50,True,65.543,"LINESTRING (9.4091842 51.2521135, 9.4091891 51.2520423, 9.4092069 51.2519205, 9.4092351 51.2517987, 9.40926 51.2517037, 9.4093145 51.2515305)",,,,
48869076,False,,Rudolf-Diesel-Straße,residential,30,False,51.977999999999994,"LINESTRING (9.4091842 51.2521135, 9.4091866 51.2521921, 9.4092219 51.2525803)",,,,
184873567,False,1,Theodor-Heuss-Allee,residential,50,False,10.327,"LINESTRING (9.4099039 51.2507926, 9.4098452 51.2507073)",,,,
1201944105,True,1,Rudolf-Diesel-Straße,residential,50,False,49.155,"LINESTRING (9.4099039 51.2507926, 9.4098715 51.2507995, 9.4098411 51.2508111, 9.4098176 51.2508281, 9.4097863 51.250859, 9.4097379 51.2509167, 9.4096685 51.2510043, 9.4096083 51.2510784, 9.4095275 51.2511567)",,,,
21351807,False,1,Gustav-Heinemann-Allee,residential,50,True,37.391,"LINESTRING (9.4075608 51.2518547, 9.4070452 51.2517602)",,,,
21351807,False,1,Gustav-Heinemann-Allee,residential,50,False,78.059,"LINESTRING (9.4075608 51.2518547, 9.4080221 51.2519382, 9.4086405 51.2520447)",,,,
22775793,False,,Robert-Koch-Straße,living_street,,False,208.742,"LINESTRING (9.4075608 51.2518547, 9.4073114 51.2522712, 9.4072801 51.2522943, 9.4072208 51.2523116, 9.4061145 51.2522794, 9.4065156 51.2516603)",,,,
244044359,False,1,Werner-von-Siemens-Straße,residential,30,False,33.308,"LINESTRING (9.4068598 51.2544952, 9.4068681 51.2547947)",,,,
"[22876339, 244044358]",False,1,Nikolaus-Otto-Ring,residential,,False,352.4200000000001,"LINESTRING (9.4068598 51.2544952, 9.4071201 51.2544633, 9.4077146 51.2546409, 9.4078374 51.2546289, 9.4079809 51.2545392, 9.4081162 51.2542693, 9.4083867 51.2536148, 9.4085077 51.2533074, 9.4085058 51.2532286, 9.4084517 51.2531608, 9.4083641 51.2530993, 9.4081025 51.253075, 9.4069711 51.2530561)",,,,
244044359,False,1,Werner-von-Siemens-Straße,residential,30,True,113.252,"LINESTRING (9.4068598 51.2544952, 9.4066986 51.2543373, 9.4065422 51.2542573, 9.4062798 51.2541746, 9.4054978 51.2539965)",,,,
61224948,False,3,Altenritter Straße,secondary,50,False,32.563,"LINESTRING (9.4135096 51.2584861, 9.4139748 51.2584544)",L 3219,,,
4286814,False,2,Altenritter Straße,secondary,50,True,110.545,"LINESTRING (9.4135096 51.2584861, 9.4123383 51.2586845, 9.4119757 51.2587447)",L 3219,,,
"[40638932, 725700348]",False,1,Langenbergstraße,residential,,True,66.892,"LINESTRING (9.4135096 51.2584861, 9.4134768 51.2584227, 9.4131064 51.2579406)",,,,
579250300,False,1,Langenbergstraße,residential,,False,5.488,"LINESTRING (9.4131495 51.2558076, 9.4131458 51.2558569)",,,,
"[385487120, 4286810, 25557284, 25557286]",True,2,Friedrich-Ebert-Allee,tertiary,50,False,232.598,"LINESTRING (9.4131495 51.2558076, 9.4134043 51.2558138, 9.4134517 51.2558149, 9.4141755 51.2558417, 9.4143609 51.2558469, 9.4145305 51.2558518, 9.4146544 51.2558565, 9.4152998 51.2558454, 9.4157505 51.2558149, 9.4162777 51.255729, 9.4163521 51.2557148, 9.4164459 51.2556744)",,,,
126340466,True,1,Kirchbaunaer Straße,residential,,False,85.893,"LINESTRING (9.4156951 51.2519296, 9.4157029 51.2518714, 9.415722 51.2518164, 9.4157462 51.2517564, 9.4158154 51.2515824, 9.4158454 51.2515014, 9.4158415 51.2514426, 9.415829 51.2514022, 9.415804 51.2513646, 9.4157608 51.2513232, 9.4156995 51.2512819, 9.4155894 51.251229)",,,,
184874165,True,1,Kirchbaunaer Straße,tertiary,50,False,73.336,"LINESTRING (9.4156951 51.2519296, 9.4158415 51.2517198, 9.415983 51.251516, 9.4160491 51.2514234, 9.4161214 51.2513265)",K 22,,,
"[22383144, 25529843, 25529846, 1207177975, 184875327]",True,"['2', '1']",Heinrich-Nordhoff-Straße,tertiary,50,False,135.556,"LINESTRING (9.4181723 51.2578113, 9.418183 51.257703, 9.4181792 51.2576435, 9.4181679 51.2575952, 9.4181432 51.2575495, 9.4180235 51.2573879, 9.4179332 51.2572739, 9.4178964 51.2572332, 9.4178458 51.2571994, 9.4178033 51.257164, 9.4176838 51.2569926, 9.4174687 51.2566976)",K 22,yes,,
590258770,True,1,Altenritter Straße,secondary,50,False,9.98,"LINESTRING (9.4181723 51.2578113, 9.4182112 51.2577947, 9.4182637 51.257785, 9.4183053 51.2577854)",L 3219,,,
22517860,True,,,tertiary,50,False,20.695999999999998,"LINESTRING (9.416657 51.2555934, 9.4166889 51.2556026, 9.4167178 51.2556167, 9.4167449 51.2556352, 9.4167593 51.2556569, 9.4167669 51.2556819, 9.4167683 51.255704, 9.4167611 51.2557266, 9.4167418 51.255745)",K 22,,roundabout,
40635659,False,,Rudolf-Diesel-Straße,residential,50,True,11.959,"LINESTRING (9.4093145 51.2515305, 9.4093595 51.2514267)",,,,
22524436,False,,Lindenhof,living_street,,False,100.627,"LINESTRING (9.4093145 51.2515305, 9.4091883 51.2515102, 9.4086316 51.2513759, 9.4086099 51.2513647, 9.4086039 51.251351, 9.408626 51.2511963, 9.4086131 51.2511747, 9.4085578 51.2511486, 9.4085177 51.2511356, 9.408478 51.2511344, 9.4083858 51.2511485, 9.4083575 51.2511535, 9.4083223 51.2511511, 9.4082565 51.2511377)",,,,
40635659,False,,Rudolf-Diesel-Straße,residential,50,False,65.543,"LINESTRING (9.4093145 51.2515305, 9.40926 51.2517037, 9.4092351 51.2517987, 9.4092069 51.2519205, 9.4091891 51.2520423, 9.4091842 51.2521135)",,,,
22524436,False,,Lindenhof,living_street,,True,23.206,"LINESTRING (9.4066937 51.2507808, 9.407013 51.2508409)",,,,
22524436,False,,Lindenhof,living_street,,False,30.696,"LINESTRING (9.4066937 51.2507808, 9.4063953 51.2508656, 9.406288 51.2508428)",,,,
22524436,False,,Lindenhof,living_street,,True,25.636,"LINESTRING (9.4049902 51.2506424, 9.4051198 51.2506473, 9.4052873 51.2506176, 9.405351 51.2506116)",,,,
22775795,False,,Marie-Curie-Straße,living_street,,True,38.57,"LINESTRING (9.4049902 51.2506424, 9.4048564 51.2508224, 9.4047603 51.250958)",,,,
1201944109,False,,Theodor-Heuss-Allee,residential,50,True,9.609,"LINESTRING (9.4124587 51.2511575, 9.412461 51.2510711)",,,,
21121334,True,1,Theodor-Heuss-Allee,residential,50,False,82.63199999999999,"LINESTRING (9.4124587 51.2511575, 9.4122504 51.2511532, 9.4121198 51.2511491, 9.4118393 51.2511335, 9.4116106 51.2511152, 9.4112816 51.2510727)",,,,
22795054,True,1,Birkenallee,residential,50,False,12.226,"LINESTRING (9.4169208 51.2582402, 9.4170544 51.2583116)",,,,
"[187993920, 168927682, 184876155]",True,2,Altenritter Straße,secondary,50,False,103.00500000000002,"LINESTRING (9.4169208 51.2582402, 9.417057 51.2582084, 9.4173078 51.2581534, 9.4179131 51.2580113, 9.4179732 51.2579886, 9.418031 51.2579616, 9.4180821 51.257917, 9.4181206 51.2578844, 9.4181489 51.257848, 9.4181723 51.2578113)",L 3219,,,
579726787,False,1,Birkenallee,residential,50,False,21.285,"LINESTRING (9.4172112 51.2586887, 9.4173394 51.2588625)",,,,
22675677,False,1,Zwehrener Weg,residential,30,False,99.89300000000001,"LINESTRING (9.4172112 51.2586887, 9.4172594 51.258674, 9.4173238 51.2586692, 9.4177198 51.2586703, 9.4178021 51.258679, 9.4184296 51.2587561, 9.4184632 51.2587552, 9.4184992 51.2587514, 9.4186035 51.258705)",,,,
579726787,False,1,Birkenallee,residential,50,True,15.915,"LINESTRING (9.4172112 51.2586887, 9.4171945 51.2586502, 9.4171704 51.2585949, 9.4171374 51.2585539)",,,,
22675677,False,1,Zwehrener Weg,residential,30,True,99.89300000000001,"LINESTRING (9.4186035 51.258705, 9.4184992 51.2587514, 9.4184632 51.2587552, 9.4184296 51.2587561, 9.4178021 51.258679, 9.4177198 51.2586703, 9.4173238 51.2586692, 9.4172594 51.258674, 9.4172112 51.2586887)",,,,
"[184804197, 25549191]",False,1,Zwehrener Weg,residential,30,True,87.45899999999997,"LINESTRING (9.4186035 51.258705, 9.418442 51.2586654, 9.4183713 51.2586401, 9.4183184 51.258615, 9.4182749 51.2585841, 9.418235 51.2585516, 9.4182077 51.2585178, 9.418201 51.2585095, 9.4181725 51.2584636, 9.4180728 51.2582415, 9.4180495 51.258179, 9.4180297 51.2581408, 9.4180042 51.258113, 9.4179679 51.2580803)",,,,
"[190728411, 195431247]",True,1,Friedrich-Ebert-Allee,tertiary,50,False,186.877,"LINESTRING (9.4087747 51.2554375, 9.4089219 51.2554312, 9.4090733 51.2554354, 9.409299 51.2554559, 9.4110317 51.2556423, 9.4112791 51.2556687, 9.4114282 51.2556706)",,,,
"[48869075, 579726780, 24436902]",False,,Rudolf-Diesel-Straße,residential,"['50', '30']",True,280.73400000000004,"LINESTRING (9.4087747 51.2554375, 9.4087941 51.2553703, 9.4089029 51.2550777, 9.4090311 51.254733, 9.4090562 51.2546649, 9.4090974 51.2545865, 9.4092384 51.2541751, 9.4093083 51.2539709, 9.4093743 51.2536868, 9.409278 51.2529563)",,,,
802163194,False,,Friedrich-Ebert-Allee,tertiary,50,True,132.39000000000001,"LINESTRING (9.4087747 51.2554375, 9.408033 51.2553943, 9.4073792 51.2553709, 9.4068767 51.2553777)",,,,
48869550,False,,,unclassified,,True,5.138,"LINESTRING (9.4154572 51.2539766, 9.4155301 51.2539693)",,,,
22517854,True,,Kirchbaunaer Straße,tertiary,50,False,106.76099999999998,"LINESTRING (9.4154572 51.2539766, 9.4154108 51.2538883, 9.4153751 51.2537889, 9.4153422 51.2537011, 9.4153004 51.2535713, 9.4152708 51.2534295, 9.415261 51.2532088, 9.4152629 51.253184, 9.4152706 51.2530845, 9.4152748 51.2530301)",K 22,,,
"[22741558, 22940367]",False,,Marktstraße,unclassified,,False,147.83800000000002,"LINESTRING (9.4154572 51.2539766, 9.4153763 51.253986, 9.4151677 51.2540133, 9.4149334 51.2540253, 9.4151792 51.2545671, 9.4152184 51.2546535, 9.4152366 51.2546936, 9.4153056 51.2548457, 9.4153688 51.2549849)",,,,
22524436,False,,Lindenhof,living_street,,False,25.636000000000003,"LINESTRING (9.405351 51.2506116, 9.4052873 51.2506176, 9.4051198 51.2506473, 9.4049902 51.2506424)",,,,
22524436,False,,Lindenhof,living_street,,True,70.102,"LINESTRING (9.405351 51.2506116, 9.405726 51.2507008, 9.406288 51.2508428)",,,,
21351807,False,1,Gustav-Heinemann-Allee,residential,50,False,37.391,"LINESTRING (9.4070452 51.2517602, 9.4075608 51.2518547)",,,,
21351807,False,1,Gustav-Heinemann-Allee,residential,50,True,38.496,"LINESTRING (9.4070452 51.2517602, 9.4065156 51.2516603)",,,,
"[207591387, 207591388, 22745701]",False,,Louise-Schröder-Straße,living_street,,False,94.965,"LINESTRING (9.4070452 51.2517602, 9.4073337 51.251286, 9.4074408 51.2511099, 9.4074979 51.2510159, 9.4075469 51.2509671)",,,,yes
22524436,False,,Lindenhof,living_street,,False,39.72,"LINESTRING (9.4075469 51.2509671, 9.407013 51.2508409)",,,,
22524436,False,,Lindenhof,living_street,,True,14.141,"LINESTRING (9.4075469 51.2509671, 9.407737 51.251012)",,,,
"[207591387, 207591388, 22745701]",False,,Louise-Schröder-Straße,living_street,,True,94.965,"LINESTRING (9.4075469 51.2509671, 9.4074979 51.2510159, 9.4074408 51.2511099, 9.4073337 51.251286, 9.4070452 51.2517602)",,,,yes
48869549,False,,,residential,,True,5.769,"LINESTRING (9.4174687 51.2566976, 9.4175445 51.2566766)",,,,
"[244101877, 48869551]",False,1,Am Erlenbach,residential,30,False,79.63900000000001,"LINESTRING (9.4174687 51.2566976, 9.4174008 51.2567176, 9.417357 51.2567385, 9.4170297 51.2569099, 9.4166055 51.2571643)",,,,
244101871,True,1,Heinrich-Nordhoff-Straße,tertiary,50,False,118.65300000000002,"LINESTRING (9.4174687 51.2566976, 9.4170437 51.2561479, 9.4167449 51.2558778, 9.4167099 51.2558496, 9.4166764 51.2558216, 9.4165999 51.2557903)",K 22,,,
22757383,False,1,An der Bauna,residential,30,False,142.342,"LINESTRING (9.4166055 51.2571643, 9.4164576 51.2570375, 9.4162873 51.2569137, 9.4159431 51.2566576, 9.4157727 51.2565351, 9.4157132 51.2564983, 9.4155266 51.2563827, 9.4155056 51.2563688, 9.4154749 51.2563693, 9.415388 51.2563705, 9.4153009 51.2563104, 9.4152239 51.2562567)",,,,
"[197173060, 244101877, 197173061]",False,1,Am Erlenbach,residential,30,False,61.58800000000001,"LINESTRING (9.4166055 51.2571643, 9.4165043 51.2572443, 9.4164561 51.2572817, 9.4164225 51.2573089, 9.4163242 51.2574237, 9.4162327 51.2576559)",,yes,,
"[244101877, 48869551]",False,1,Am Erlenbach,residential,30,True,79.639,"LINESTRING (9.4166055 51.2571643, 9.4170297 51.2569099, 9.417357 51.2567385, 9.4174008 51.2567176, 9.4174687 51.2566976)",,,,
22757383,False,1,An der Bauna,residential,30,True,142.34199999999998,"LINESTRING (9.4152239 51.2562567, 9.4153009 51.2563104, 9.415388 51.2563705, 9.4154749 51.2563693, 9.4155056 51.2563688, 9.4155266 51.2563827, 9.4157132 51.2564983, 9.4157727 51.2565351, 9.4159431 51.2566576, 9.4162873 51.2569137, 9.4164576 51.2570375, 9.4166055 51.2571643)",,,,
48869549,False,,,residential,,False,5.769,"LINESTRING (9.4175445 51.2566766, 9.4174687 51.2566976)",,,,
"[244101870, 22757382]",False,1,Bingeweg,residential,30,False,66.495,"LINESTRING (9.4175445 51.2566766, 9.4176651 51.2566482, 9.4184821 51.2565693)",,,,
"[244101874, 25529844, 25529845]",True,2,Heinrich-Nordhoff-Straße,tertiary,50,False,136.03699999999998,"LINESTRING (9.4175445 51.2566766, 9.4178591 51.2570831, 9.4179068 51.2571371, 9.4179455 51.2571715, 9.4179896 51.257206, 9.4180188 51.2572397, 9.4181011 51.2573543, 9.4182356 51.2575201, 9.418303 51.2576301, 9.4183134 51.2576732, 9.4183139 51.2577271, 9.4183053 51.2577854)",K 22,yes,,
"[22757384, 22757387]",False,1,"['Lohweg', 'Bingeweg']",residential,30,True,167.26600000000002,"LINESTRING (9.4184821 51.2565693, 9.4184225 51.2564377, 9.4180905 51.2560001, 9.4178249 51.25565, 9.4184967 51.2553878)",,,,
"[244101870, 22757382]",False,1,Bingeweg,residential,30,True,66.495,"LINESTRING (9.4184821 51.2565693, 9.4176651 51.2566482, 9.4175445 51.2566766)",,,,
1201944111,False,,Theodor-Heuss-Allee,residential,50,False,9.485,"LINESTRING (9.4148654 51.2511551, 9.4148769 51.2510701)",,,,
"[1201944112, 1201944117]",True,"['2', '1']",Theodor-Heuss-Allee,residential,50,False,62.32599999999999,"LINESTRING (9.4148654 51.2511551, 9.4146687 51.2511448, 9.4144175 51.251136, 9.4142151 51.2511344, 9.413971 51.2511362)",,,,
1201944110,False,,Theodor-Heuss-Allee,residential,50,False,8.729,"LINESTRING (9.413971 51.2511362, 9.4139703 51.2510577)",,,,
1064398976,False,1,Dürerstraße,residential,30,False,42.562000000000005,"LINESTRING (9.413971 51.2511362, 9.4139708 51.2512222, 9.4139508 51.2515187)",,,,
"[1201944112, 1201944113]",True,"['2', '1']",Theodor-Heuss-Allee,residential,50,False,105.293,"LINESTRING (9.413971 51.2511362, 9.4133095 51.2511505, 9.4130932 51.2511552, 9.4127976 51.2511584, 9.4125693 51.2511587, 9.4124587 51.2511575)",,,,
