osmid,name,highway,maxspeed,oneway,reversed,length,bridge,lanes,geometry,junction
125479533,Pellwormstraße,living_street,,False,True,42.44,,,"LINESTRING (9.9826273 53.7092402, 9.9826192 53.7092116, 9.982604 53.7091606, 9.9824986 53.7091793, 9.9824686 53.7091857, 9.9824442 53.7091977, 9.9824282 53.709214, 9.9824226 53.7092354, 9.9824297 53.7092538, 9.982447 53.7092696, 9.9824717 53.7092808, 9.9825021 53.7092864, 9.9825338 53.7092856, 9.9826364 53.7092659)",
27540211,Pellwormstraße,living_street,,False,True,158.195,,,"LINESTRING (9.9826273 53.7092402, 9.9827274 53.7092265, 9.9828448 53.7092083, 9.9838021 53.7090624, 9.9839956 53.7089946, 9.9849344 53.7088595)",
152823006,Rosa-Luxemburg-Weg,residential,30,False,True,38.154,,,"LINESTRING (9.9817726 53.7055494, 9.9819555 53.705875)",
28449152,,living_street,,False,False,75.606,,,"LINESTRING (9.9817726 53.7055494, 9.9828039 53.7053916, 9.9828847 53.7053792)",
28449152,,living_street,,False,True,75.606,,,"LINESTRING (9.9828847 53.7053792, 9.9828039 53.7053916, 9.9817726 53.7055494)",
152823006,Rosa-Luxemburg-Weg,residential,30,False,False,38.154,,,"LINESTRING (9.9819555 53.705875, 9.9817726 53.7055494)",
152823006,Rosa-Luxemburg-Weg,residential,30,False,True,31.088,,,"LINESTRING (9.9819555 53.705875, 9.9821045 53.7061403)",
28449197,,living_street,,False,False,76.046,,,"LINESTRING (9.9819555 53.705875, 9.9829988 53.7057214, 9.9830767 53.7057099)",
246993517,Waldstraße,tertiary,50,False,True,157.122,,2,"LINESTRING (9.9961077 53.7124118, 9.9950712 53.7124536, 9.9937257 53.7125079)",
28724962,Frans-Hals-Ring,living_street,10,False,False,36.05,,,"LINESTRING (9.985072 53.713358, 9.9848281 53.7130677)",
28724962,Frans-Hals-Ring,living_street,10,False,True,36.05,,,"LINESTRING (9.9848281 53.7130677, 9.985072 53.713358)",
915748155,Frans-Hals-Ring,living_street,10,False,False,14.408,,,"LINESTRING (9.9848281 53.7130677, 9.9848617 53.7130592, 9.9848888 53.7130448, 9.9849065 53.7130259, 9.9849129 53.7130047, 9.9849073 53.7129833, 9.9848903 53.7129642)",
915748155,Frans-Hals-Ring,living_street,10,False,True,11.994000000000002,,,"LINESTRING (9.9848281 53.7130677, 9.9847918 53.7130693, 9.9847565 53.7130638, 9.9847262 53.7130518, 9.984704 53.7130346, 9.9846925 53.7130142)",
152350353,Norderstraße,residential,30,False,False,106.638,,,"LINESTRING (9.9848399 53.7086813, 9.9864049 53.708433)",
782649413,Friedrichsgaber Weg,residential,50,False,False,20.785,,2,"LINESTRING (9.9848399 53.7086813, 9.9849029 53.7087876, 9.9849344 53.7088595)",
"[1051627160, 782649413]",Friedrichsgaber Weg,residential,50,False,True,59.122,,2,"LINESTRING (9.9848399 53.7086813, 9.9846206 53.7082568, 9.9846035 53.7082238, 9.9845786 53.7081726)",
28912047,Beamtenlaufbahn,residential,,False,True,65.649,,,"LINESTRING (9.9946173 53.706409, 9.993788 53.7066202, 9.9936944 53.7066284)",
152350350,Heidbergstraße,residential,30,False,False,73.244,,2,"LINESTRING (9.9946173 53.706409, 9.9945119 53.7061453, 9.9944456 53.7058657, 9.9944388 53.7057604)",
152350350,Heidbergstraße,residential,30,False,True,58.928000000000004,,2,"LINESTRING (9.9946173 53.706409, 9.9948698 53.7067694, 9.9949083 53.7068193, 9.9949681 53.7068965)",
152350329,Rubensweg,living_street,,False,False,52.263999999999996,,,"LINESTRING (9.9833463 53.7107388, 9.9840484 53.7106386, 9.9841202 53.7106411)",
152350346,Pellwormstraße,living_street,,False,False,100.266,,,"LINESTRING (9.9833463 53.7107388, 9.983618 53.7112876, 9.9837777 53.7116036)",
152350346,Pellwormstraße,living_street,,False,True,173.13,,,"LINESTRING (9.9833463 53.7107388, 9.9833288 53.7107264, 9.9832198 53.7106491, 9.9830237 53.7102613, 9.9828852 53.7101362, 9.9828218 53.7099719, 9.9827369 53.7096936, 9.9827494 53.7096196, 9.982703 53.7094492, 9.9826364 53.7092659)",
"[926209112, 152350327]",Frans-Hals-Ring,living_street,,False,False,217.223,,,"LINESTRING (9.9817966 53.7129098, 9.9831391 53.7133497, 9.9832043 53.7133715, 9.9833809 53.7134306, 9.983615 53.7133582, 9.984428 53.7130933, 9.9846925 53.7130142)",
152350344,Zwijndrechtring,living_street,,False,False,74.974,,,"LINESTRING (9.9817966 53.7129098, 9.9819209 53.7127911, 9.9822041 53.7125371, 9.9824103 53.7123418)",
915748154,Frans-Hals-Ring,living_street,,False,True,48.262,,,"LINESTRING (9.9824103 53.7123418, 9.9830523 53.7125516)",
152350344,Zwijndrechtring,living_street,,False,False,126.37299999999999,,,"LINESTRING (9.9824103 53.7123418, 9.9826674 53.7120511, 9.9830374 53.7118227, 9.9831853 53.7117693, 9.9834227 53.7116837, 9.9836536 53.7116294, 9.9837281 53.7116136, 9.9837777 53.7116036)",
152350344,Zwijndrechtring,living_street,,False,True,74.974,,,"LINESTRING (9.9824103 53.7123418, 9.9822041 53.7125371, 9.9819209 53.7127911, 9.9817966 53.7129098)",
23411751,Birkhahnkamp,residential,30,False,False,23.775,,,"LINESTRING (9.9903097 53.7127806, 9.9902107 53.7127104, 9.9900734 53.7126189)",
"[147371069, 59083046]",Waldstraße,tertiary,50,False,"[False, True]",230.89800000000002,,2,"LINESTRING (9.9903097 53.7127806, 9.9903526 53.7127487, 9.990403 53.7127207, 9.9904518 53.7127008, 9.9905128 53.7126822, 9.9905915 53.7126666, 9.9906604 53.7126542, 9.9907677 53.7126423, 9.9913646 53.7125775, 9.9918243 53.7125273, 9.9919901 53.7125187, 9.9921603 53.7125122, 9.9923428 53.7125135, 9.9926148 53.7125209, 9.9928519 53.7125294, 9.9930714 53.7125291, 9.9933166 53.7125245, 9.9935627 53.7125147, 9.9937257 53.7125079)",
782649413,Friedrichsgaber Weg,residential,50,False,False,101.58,,2,"LINESTRING (9.986304 53.7124145, 9.986321 53.7124591, 9.9863777 53.7125988, 9.9864808 53.712818, 9.9866281 53.7130812, 9.9867612 53.7132859)",
782649413,Friedrichsgaber Weg,residential,50,False,True,127.027,,2,"LINESTRING (9.986304 53.7124145, 9.9861511 53.7119858, 9.9860543 53.7116836, 9.9860176 53.7115853, 9.9859097 53.7112963)",
152350353,Norderstraße,residential,30,False,False,264.269,,,"LINESTRING (9.9895967 53.7103266, 9.9897741 53.7108352, 9.9898918 53.7112546, 9.9899787 53.7114557, 9.9900891 53.711821, 9.9902461 53.7123929, 9.9902612 53.7125013, 9.9902183 53.712547, 9.9901532 53.7125898, 9.9900734 53.7126189)",
152350353,Norderstraße,residential,30,False,True,63.141000000000005,,,"LINESTRING (9.9895967 53.7103266, 9.9894604 53.7099264, 9.9893884 53.7097726)",
29343767,Rudolf-Schülke-Straße,residential,30,False,False,75.824,,,"LINESTRING (9.9944388 53.7057604, 9.9945697 53.7057567, 9.9948323 53.7057465, 9.995038 53.7057235, 9.9952335 53.7056915, 9.9952931 53.705675, 9.9955233 53.7056113, 9.995546 53.7056042)",
152350350,Heidbergstraße,residential,30,False,True,73.244,,2,"LINESTRING (9.9944388 53.7057604, 9.9944456 53.7058657, 9.9945119 53.7061453, 9.9946173 53.706409)",
29343767,Rudolf-Schülke-Straße,residential,30,False,True,75.824,,,"LINESTRING (9.995546 53.7056042, 9.9955233 53.7056113, 9.9952931 53.705675, 9.9952335 53.7056915, 9.995038 53.7057235, 9.9948323 53.7057465, 9.9945697 53.7057567, 9.9944388 53.7057604)",
28449197,,living_street,,False,True,76.046,,,"LINESTRING (9.9830767 53.7057099, 9.9829988 53.7057214, 9.9819555 53.705875)",
152822985,Friedrichsgaber Weg,residential,30,False,False,45.723,,,"LINESTRING (9.9833519 53.7059942, 9.983579 53.7063828)",
"[152822988, 152822982]","['Häwelmannweg', 'Pole-Poppenspäler-Stieg']",living_street,,False,False,157.224,,,"LINESTRING (9.9833519 53.7059942, 9.9836055 53.7059047, 9.9845994 53.7057546, 9.9847113 53.7057898, 9.9849065 53.7062498, 9.9850203 53.7062978)",
152822985,Friedrichsgaber Weg,residential,30,False,True,111.327,,,"LINESTRING (9.9833519 53.7059942, 9.9833239 53.7059493, 9.9831498 53.7056991, 9.9829713 53.7053648, 9.9828023 53.7050481)",
28157527,Deichgrafenweg,residential,,False,True,10.08,,,"LINESTRING (9.9859481 53.7057127, 9.98603 53.7056361)",
152822977,Buckhörner Moor,residential,30,False,False,8.836,,2,"LINESTRING (9.9859481 53.7057127, 9.986064 53.7057528)",
152822977,Buckhörner Moor,residential,30,False,True,52.982,,2,"LINESTRING (9.9859481 53.7057127, 9.9856298 53.7056026, 9.9854974 53.7055518, 9.9853759 53.7054972, 9.9852868 53.7054445)",
26926859,Dachsgang,living_street,,False,True,36.006,,,"LINESTRING (9.9961883 53.7113975, 9.9956421 53.7114162)",
31969345,Iltisstieg,living_street,,False,True,31.961,,,"LINESTRING (9.9938089 53.7113292, 9.9937782 53.7114052, 9.9937963 53.7114733, 9.9938932 53.7116014)",
71901316,,living_street,,False,True,40.467,,,"LINESTRING (9.9833736 53.7128619, 9.9830523 53.7125516)",
125479533,Pellwormstraße,living_street,,False,True,2.92,,,"LINESTRING (9.9826364 53.7092659, 9.9826273 53.7092402)",
125479533,Pellwormstraße,living_street,,False,False,42.440000000000005,,,"LINESTRING (9.9826364 53.7092659, 9.9825338 53.7092856, 9.9825021 53.7092864, 9.9824717 53.7092808, 9.982447 53.7092696, 9.9824297 53.7092538, 9.9824226 53.7092354, 9.9824282 53.709214, 9.9824442 53.7091977, 9.9824686 53.7091857, 9.9824986 53.7091793, 9.982604 53.7091606, 9.9826192 53.7092116, 9.9826273 53.7092402)",
152350346,Pellwormstraße,living_street,,False,False,173.13,,,"LINESTRING (9.9826364 53.7092659, 9.982703 53.7094492, 9.9827494 53.7096196, 9.9827369 53.7096936, 9.9828218 53.7099719, 9.9828852 53.7101362, 9.9830237 53.7102613, 9.9832198 53.7106491, 9.9833288 53.7107264, 9.9833463 53.7107388)",
120409481,,residential,,False,True,44.147,,,"LINESTRING (9.9873843 53.7131388, 9.9867612 53.7132859)",
125487856,,residential,,True,False,44.331,,,"LINESTRING (9.9873843 53.7131388, 9.9873797 53.7131171, 9.9873878 53.7130958, 9.9874075 53.7130774, 9.9874365 53.713064, 9.9874716 53.7130571, 9.9875084 53.7130577, 9.9875428 53.7130655, 9.9875707 53.7130798, 9.9875879 53.7130974, 9.9875949 53.7131174, 9.9875909 53.7131376, 9.9875763 53.7131561, 9.9875526 53.7131709, 9.9875222 53.7131805, 9.9874883 53.7131839, 9.9874543 53.7131808, 9.9874236 53.7131716, 9.9873995 53.713157, 9.9873843 53.7131388)",roundabout
120409481,,residential,,False,False,44.147,,,"LINESTRING (9.9867612 53.7132859, 9.9873843 53.7131388)",
782649413,Friedrichsgaber Weg,residential,50,False,True,101.58,,2,"LINESTRING (9.9867612 53.7132859, 9.9866281 53.7130812, 9.9864808 53.712818, 9.9863777 53.7125988, 9.986321 53.7124591, 9.986304 53.7124145)",
120410169,Rubensweg,living_street,,False,True,42.428,,,"LINESTRING (9.9839933 53.710267, 9.9841202 53.7106411)",
23411750,Drosselstieg,residential,30,False,True,72.17,,,"LINESTRING (9.9877216 53.7111204, 9.9885804 53.7107168)",
23411751,Birkhahnkamp,residential,30,False,False,248.60399999999998,,,"LINESTRING (9.9877216 53.7111204, 9.9866779 53.7102468, 9.9853973 53.709491, 9.9852361 53.7094922)",
23411751,Birkhahnkamp,residential,30,False,True,92.05000000000001,,,"LINESTRING (9.9877216 53.7111204, 9.9882366 53.7115268, 9.9886057 53.7117604)",
26926859,Dachsgang,living_street,,False,False,40.964,,,"LINESTRING (9.9950207 53.7114375, 9.9956421 53.7114162)",
31891187,Alter Heidberg,residential,30,False,False,59.934000000000005,,,"LINESTRING (9.9950207 53.7114375, 9.9950068 53.7114697, 9.9949829 53.7115111, 9.994956 53.7115413, 9.9948971 53.7116076, 9.9947511 53.7117397, 9.9946873 53.7117874, 9.9945465 53.7118927)",
31891187,Alter Heidberg,residential,30,False,True,136.055,,,"LINESTRING (9.9950207 53.7114375, 9.9950335 53.7113802, 9.995036 53.7112622, 9.9950213 53.7111291, 9.9950146 53.7110185, 9.9950323 53.7109072, 9.9950741 53.7108075, 9.9951202 53.7107237, 9.9951424 53.7106882, 9.9952161 53.7105892, 9.9953166 53.7104697, 9.9953878 53.7103828, 9.9954898 53.7102734)",
28896602,Elisabeth-Schwarzhaupt-Kamp,living_street,,False,True,71.706,,,"LINESTRING (9.9817466 53.7052073, 9.9826766 53.7050671, 9.9828023 53.7050481)",
152822996,,living_street,,False,False,46.134,,,"LINESTRING (9.9817466 53.7052073, 9.9816982 53.7050981, 9.9815437 53.7051221, 9.9815921 53.7052313, 9.9817466 53.7052073)",
152822996,,living_street,,False,True,46.134,,,"LINESTRING (9.9817466 53.7052073, 9.9815921 53.7052313, 9.9815437 53.7051221, 9.9816982 53.7050981, 9.9817466 53.7052073)",
195425941,Buckhörner Moor,residential,50,False,True,9.015,,,"LINESTRING (9.9887608 53.7075792, 9.9887206 53.7075017)",
305583883,Rathausallee,secondary,50,True,False,283.061,,1,"LINESTRING (9.9887608 53.7075792, 9.9874746 53.707756, 9.9863301 53.707923, 9.9855237 53.7080406, 9.9848357 53.7081367, 9.9847555 53.7081479, 9.9845786 53.7081726)",
26928623,Rathausallee,residential,,False,True,140.41299999999998,,,"LINESTRING (9.9909249 53.7084471, 9.9907538 53.7084163, 9.9906626 53.7083872, 9.9905831 53.7083516, 9.9905199 53.7082815, 9.9904413 53.7082043, 9.989917 53.7077316, 9.9898486 53.7076556, 9.98982 53.7075204, 9.9898042 53.7074418)",
410367556,Rathausallee,residential,,False,False,40.653999999999996,,,"LINESTRING (9.9909249 53.7084471, 9.9909713 53.7084172, 9.9910393 53.7084118, 9.9910972 53.7084336, 9.9911179 53.7084724, 9.9910917 53.7085099, 9.9910308 53.7085287, 9.9909638 53.7085199, 9.990922 53.7084877, 9.9909249 53.7084471)",
410367556,Rathausallee,residential,,False,True,40.654,,,"LINESTRING (9.9909249 53.7084471, 9.990922 53.7084877, 9.9909638 53.7085199, 9.9910308 53.7085287, 9.9910917 53.7085099, 9.9911179 53.7084724, 9.9910972 53.7084336, 9.9910393 53.7084118, 9.9909713 53.7084172, 9.9909249 53.7084471)",
28912047,Beamtenlaufbahn,residential,,False,False,65.649,,,"LINESTRING (9.9936944 53.7066284, 9.993788 53.7066202, 9.9946173 53.706409)",
915748154,Frans-Hals-Ring,living_street,,False,False,186.83599999999998,,,"LINESTRING (9.9848903 53.7129642, 9.9849813 53.7128872, 9.9849603 53.7127632, 9.9848373 53.7123995, 9.984598 53.7123442, 9.984392 53.7123595, 9.9841087 53.7124001, 9.9839483 53.7124226, 9.9837826 53.7124458, 9.983465 53.7124915, 9.9830523 53.7125516)",
915748155,Frans-Hals-Ring,living_street,10,False,False,19.241,,,"LINESTRING (9.9848903 53.7129642, 9.9848637 53.7129494, 9.9848304 53.7129405, 9.984794 53.7129385, 9.9847585 53.7129436, 9.9847277 53.7129552, 9.984705 53.7129721, 9.9846928 53.7129925, 9.9846925 53.7130142)",
915748155,Frans-Hals-Ring,living_street,10,False,True,14.408,,,"LINESTRING (9.9848903 53.7129642, 9.9849073 53.7129833, 9.9849129 53.7130047, 9.9849065 53.7130259, 9.9848888 53.7130448, 9.9848617 53.7130592, 9.9848281 53.7130677)",
28157527,Deichgrafenweg,residential,,False,False,10.08,,,"LINESTRING (9.98603 53.7056361, 9.9859481 53.7057127)",
28157527,Deichgrafenweg,residential,,False,True,60.775,,,"LINESTRING (9.98603 53.7056361, 9.9863023 53.7053674, 9.9864266 53.7052504, 9.9865121 53.70517)",
1109807830,,living_street,,False,False,71.85199999999999,,,"LINESTRING (9.98603 53.7056361, 9.98683 53.7059278, 9.9868604 53.7059452, 9.9868751 53.7059645, 9.9868779 53.7059867, 9.9868678 53.7060074)",
1109807830,,living_street,,False,True,50.498999999999995,,,"LINESTRING (9.98603 53.7056361, 9.9855731 53.7054763, 9.9854779 53.7054377, 9.9854283 53.7054131, 9.9853901 53.7053885)",
1109807829,,living_street,,False,False,9.22,,,"LINESTRING (9.9853901 53.7053885, 9.9852868 53.7054445)",
1109807830,,living_street,,False,False,50.498999999999995,,,"LINESTRING (9.9853901 53.7053885, 9.9854283 53.7054131, 9.9854779 53.7054377, 9.9855731 53.7054763, 9.98603 53.7056361)",
1109807830,,living_street,,False,True,36.751,,,"LINESTRING (9.9853901 53.7053885, 9.9852942 53.705308, 9.9851967 53.7052049, 9.9851619 53.7051879, 9.9851271 53.705181, 9.9850924 53.705181, 9.9850201 53.7051945)",
152822977,Buckhörner Moor,residential,30,False,False,32.929,,2,"LINESTRING (9.9850201 53.7051945, 9.985139 53.7053146, 9.9852165 53.7053916, 9.9852868 53.7054445)",
1109807830,,living_street,,False,False,36.751000000000005,,,"LINESTRING (9.9850201 53.7051945, 9.9850924 53.705181, 9.9851271 53.705181, 9.9851619 53.7051879, 9.9851967 53.7052049, 9.9852942 53.705308, 9.9853901 53.7053885)",
