osmid,name,highway,oneway,reversed,length,ref,maxspeed,geometry,lanes,junction
24485421,Werner-Jaeger-Straße,residential,False,True,151.49,,,"LINESTRING (6.2783104 51.3139192, 6.2761735 51.3136508)",,
365502057,Niedieckstraße,tertiary,False,False,156.992,K 1,50,"LINESTRING (6.2783104 51.3139192, 6.2785499 51.3125153)",,
101334703,Niedieckstraße,tertiary,False,True,164.826,K 1,50,"LINESTRING (6.2783104 51.3139192, 6.2782136 51.314449, 6.2780464 51.3153923)",,
365502057,Niedieckstraße,tertiary,False,True,156.992,K 1,50,"LINESTRING (6.2785499 51.3125153, 6.2783104 51.3139192)",,
27609460,Kurze Straße,residential,False,True,150.261,,,"LINESTRING (6.2785499 51.3125153, 6.2778878 51.3127708, 6.276701 51.3132156)",,
365502057,Niedieckstraße,tertiary,False,False,70.211,K 1,50,"LINESTRING (6.2785499 51.3125153, 6.2785166 51.3122088, 6.2784775 51.3120307, 6.278446 51.3118876)",,
23858585,Niedieckstraße,tertiary,False,False,145.317,K 1,50,"LINESTRING (6.277396 51.3189067, 6.277628 51.3176079)",2,
23858594,Wevelinghoven,residential,False,False,249.68699999999995,,,"LINESTRING (6.277396 51.3189067, 6.2770269 51.3189293, 6.2768112 51.3189494, 6.2764424 51.3189775, 6.27567 51.3190374, 6.2754338 51.3190679, 6.2751739 51.3191447, 6.2748165 51.3192887, 6.2743856 51.3194773, 6.2740861 51.3196174)",,
24484853,Heidefeldweg,unclassified,False,False,57.167,,,"LINESTRING (6.277396 51.3189067, 6.2775131 51.3188907, 6.2776665 51.3188918, 6.2782158 51.3188959)",,
27572618,Bongartzstraße,residential,False,True,120.312,,,"LINESTRING (6.2783128 51.3115458, 6.2781659 51.3115847, 6.2766542 51.3118529)",,
365502057,Niedieckstraße,tertiary,False,True,39.286,K 1,50,"LINESTRING (6.2783128 51.3115458, 6.2784083 51.3117218, 6.278446 51.3118876)",,
365502057,Niedieckstraße,tertiary,False,False,39.286,K 1,50,"LINESTRING (6.278446 51.3118876, 6.2784083 51.3117218, 6.2783128 51.3115458)",,
365502057,Niedieckstraße,tertiary,False,True,70.211,K 1,50,"LINESTRING (6.278446 51.3118876, 6.2784775 51.3120307, 6.2785166 51.3122088, 6.2785499 51.3125153)",,
24484853,Heidefeldweg,unclassified,False,True,57.167,,,"LINESTRING (6.2782158 51.3188959, 6.2776665 51.3188918, 6.2775131 51.3188907, 6.277396 51.3189067)",,
24484996,Karl-Egmond-Straße,residential,False,True,78.043,,,"LINESTRING (6.2657577 51.3130383, 6.2651754 51.3124382)",,
24485213,Brabanter Straße,residential,False,False,41.723,,,"LINESTRING (6.2657577 51.3130383, 6.2662774 51.3128505)",,
24484996,Karl-Egmond-Straße,residential,False,False,217.47499999999997,,,"LINESTRING (6.2657577 51.3130383, 6.2660935 51.3133986, 6.2661299 51.3134857, 6.2661451 51.3135567, 6.2661323 51.3143449, 6.2661424 51.314454, 6.2663635 51.3149133)",,
24484997,Stadionstraße,residential,False,True,53.014,,30,"LINESTRING (6.2663635 51.3149133, 6.2656345 51.3150536)",,
24484996,Karl-Egmond-Straße,residential,False,True,217.47500000000002,,,"LINESTRING (6.2663635 51.3149133, 6.2661424 51.314454, 6.2661323 51.3143449, 6.2661451 51.3135567, 6.2661299 51.3134857, 6.2660935 51.3133986, 6.2657577 51.3130383)",,
24484997,Stadionstraße,residential,False,False,79.53999999999999,,30,"LINESTRING (6.2663635 51.3149133, 6.2665054 51.3149162, 6.2674539 51.3147134)",,
24484997,Stadionstraße,residential,False,False,53.014,,30,"LINESTRING (6.2656345 51.3150536, 6.2663635 51.3149133)",,
24484997,Stadionstraße,residential,False,True,118.789,,30,"LINESTRING (6.269043 51.3143394, 6.2689028 51.3144121, 6.2674539 51.3147134)",,
24485214,Brabanter Straße,residential,False,True,239.724,,30,"LINESTRING (6.269043 51.3143394, 6.2682638 51.3133911, 6.2673998 51.3124445)",,
24485216,Schulzenburgweg,residential,False,False,211.985,,30,"LINESTRING (6.269043 51.3143394, 6.2692074 51.314188, 6.2709348 51.3128447)",,
28102760,Rosental,residential,False,False,242.77999999999997,,30,"LINESTRING (6.269043 51.3143394, 6.2692266 51.3147235, 6.2694253 51.3152976, 6.2695382 51.315768, 6.2696204 51.3160738, 6.2698546 51.3164561)",,
24485213,Brabanter Straße,residential,False,False,90.133,,,"LINESTRING (6.2662774 51.3128505, 6.2673998 51.3124445)",,
24485213,Brabanter Straße,residential,False,True,41.723,,,"LINESTRING (6.2662774 51.3128505, 6.2657577 51.3130383)",,
24485215,Brabanter Straße,residential,False,False,35.791,,,"LINESTRING (6.2662774 51.3128505, 6.266554 51.313122)",,
24485213,Brabanter Straße,residential,False,False,12.486,,,"LINESTRING (6.2673998 51.3124445, 6.2675281 51.3123659)",,
24485213,Brabanter Straße,residential,False,True,90.133,,,"LINESTRING (6.2673998 51.3124445, 6.2662774 51.3128505)",,
24485214,Brabanter Straße,residential,False,False,239.724,,30,"LINESTRING (6.2673998 51.3124445, 6.2682638 51.3133911, 6.269043 51.3143394)",,
24485213,Brabanter Straße,residential,False,True,12.486,,,"LINESTRING (6.2675281 51.3123659, 6.2673998 51.3124445)",,
24485215,Brabanter Straße,residential,False,True,35.791,,,"LINESTRING (6.266554 51.313122, 6.2662774 51.3128505)",,
24485217,An den Sportplätzen,residential,False,True,165.545,,30,"LINESTRING (6.2709348 51.3128447, 6.2687527 51.312248)",,
24485216,Schulzenburgweg,residential,False,True,211.985,,30,"LINESTRING (6.2709348 51.3128447, 6.2692074 51.314188, 6.269043 51.3143394)",,
24485217,An den Sportplätzen,residential,False,False,98.08,,30,"LINESTRING (6.2709348 51.3128447, 6.2713425 51.3129217, 6.2722975 51.3130731)",,
30092399,Sassenfelder Kirchweg,residential,False,False,133.253,,30,"LINESTRING (6.2667176 51.3117263, 6.2651754 51.3124382)",,
24485217,An den Sportplätzen,residential,False,False,153.20000000000002,,30,"LINESTRING (6.2667176 51.3117263, 6.2668126 51.3117314, 6.2687527 51.312248)",,
24485217,An den Sportplätzen,residential,False,False,165.545,,30,"LINESTRING (6.2687527 51.312248, 6.2709348 51.3128447)",,
