osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,access,bridge
904692831,2,B 32,Sigmaringer Straße,primary,50,False,True,28.81,"LINESTRING (9.219843 48.2486301, 9.2201321 48.2484567)",,,
179086336,2,B 32,Sigmaringer Straße,primary,50,False,False,168.73700000000002,"LINESTRING (9.219843 48.2486301, 9.2194163 48.2488694, 9.218627 48.2493147, 9.2182822 48.2495198, 9.2181122 48.2496171)",,,
179086343,,,Friedhofstraße,residential,,False,True,85.221,"LINESTRING (9.219843 48.2486301, 9.2199994 48.248714, 9.2202924 48.2488893, 9.2207239 48.249123)",,,
105850910,,B 32,Hohenzollernstraße,primary,50,False,True,30.236,"LINESTRING (9.2160086 48.2502017, 9.2158933 48.2501907, 9.2158239 48.2501729, 9.2157722 48.2501518, 9.2157209 48.2501251, 9.2156574 48.250081)",,,
180145898,2,B 313,Sigmaringer Straße,primary,50,False,False,30.429000000000002,"LINESTRING (9.2160086 48.2502017, 9.2159398 48.2502208, 9.2156247 48.2502993)",,,
256044190,2,B 32,Sigmaringer Straße,primary,50,False,True,168.812,"LINESTRING (9.2160086 48.2502017, 9.2160614 48.2501858, 9.2162345 48.2501384, 9.2162993 48.2501192, 9.2163805 48.250095, 9.2164074 48.2500872, 9.2168055 48.2499708, 9.2169267 48.24994, 9.2171293 48.2498843, 9.2174924 48.249786, 9.2176819 48.2497397, 9.2177474 48.2497224, 9.2181122 48.2496171)",,,
117460583,,,,residential,,False,True,75.881,"LINESTRING (9.2119108 48.2492733, 9.2120139 48.2493106, 9.2121493 48.2493595, 9.2127854 48.2496284)",,,
124903856,,B 32,Hechinger Straße,primary,,False,False,158.159,"LINESTRING (9.2119108 48.2492733, 9.2120141 48.2491858, 9.2123676 48.2487037, 9.2126071 48.2484633, 9.2128323 48.2482821, 9.2129288 48.2482231, 9.2130567 48.2481806, 9.2131591 48.2481748)",,,
23234339,,,,residential,,False,False,18.21,"LINESTRING (9.2131591 48.2481748, 9.2131452 48.2480905, 9.2131324 48.248012)",4,,
124903855,,B 32,Hohenzollernstraße,primary,,False,False,82.059,"LINESTRING (9.2131591 48.2481748, 9.2133148 48.2481956, 9.213468 48.2482635, 9.214015 48.24862)",,,
124903856,,B 32,Hechinger Straße,primary,,False,True,158.15900000000002,"LINESTRING (9.2131591 48.2481748, 9.2130567 48.2481806, 9.2129288 48.2482231, 9.2128323 48.2482821, 9.2126071 48.2484633, 9.2123676 48.2487037, 9.2120141 48.2491858, 9.2119108 48.2492733)",,,
38912187,,B 32,Hohenzollernstraße,primary,,False,True,6.049,"LINESTRING (9.2152633 48.2496111, 9.2152163 48.2495666)",,,
197670122,,B 32,Hohenzollernstraße,primary,,False,False,60.053,"LINESTRING (9.2152633 48.2496111, 9.2153753 48.2497104, 9.2155121 48.2498704, 9.2156574 48.250081)",,,
209503410,,,Marktstraße,residential,,False,True,74.139,"LINESTRING (9.2152633 48.2496111, 9.2159843 48.2492021, 9.2160284 48.2491812)",,,
51823852,,,Ölbergstraße,residential,,False,False,90.55699999999999,"LINESTRING (9.2143127 48.24651, 9.2140599 48.246188, 9.213771 48.2459406, 9.2136408 48.2458337)",4,,
51823854,,,Schelmengartenstraße,residential,,False,True,144.603,"LINESTRING (9.2143127 48.24651, 9.2151135 48.2463064, 9.2153619 48.2462601, 9.2154256 48.2462482, 9.2154929 48.2462374, 9.2155754 48.2462242, 9.2157685 48.2461988, 9.2161812 48.2461446)",,,
252931141,,,Ölbergstraße,residential,,False,True,193.357,"LINESTRING (9.2143127 48.24651, 9.2144092 48.2466896, 9.214431 48.246765, 9.2144369 48.246811, 9.2144219 48.2468558, 9.2143866 48.2469177, 9.2143511 48.2469661, 9.2143071 48.2470177, 9.2142055 48.2471113, 9.2140375 48.2472667, 9.2137125 48.247485, 9.2135277 48.2475718, 9.2133119 48.2476731, 9.213006 48.2478332)",4,,
127288423,,,Alte Steige,residential,,False,False,32.686,"LINESTRING (9.213006 48.2478332, 9.2126269 48.2476826)",,,
23234339,,,,residential,,False,True,22.121000000000002,"LINESTRING (9.213006 48.2478332, 9.2130773 48.2479074, 9.2131324 48.248012)",4,,
252931141,,,Ölbergstraße,residential,,False,False,193.35700000000008,"LINESTRING (9.213006 48.2478332, 9.2133119 48.2476731, 9.2135277 48.2475718, 9.2137125 48.247485, 9.2140375 48.2472667, 9.2142055 48.2471113, 9.2143071 48.2470177, 9.2143511 48.2469661, 9.2143866 48.2469177, 9.2144219 48.2468558, 9.2144369 48.246811, 9.214431 48.246765, 9.2144092 48.2466896, 9.2143127 48.24651)",4,,
23234339,,,,residential,,False,False,22.121000000000002,"LINESTRING (9.2131324 48.248012, 9.2130773 48.2479074, 9.213006 48.2478332)",4,,
23234339,,,,residential,,False,True,18.21,"LINESTRING (9.2131324 48.248012, 9.2131452 48.2480905, 9.2131591 48.2481748)",4,,
"[127683929, 158647141]",,,"['Roter Dill', 'Trégueuxplatz']",living_street,,False,False,46.215,"LINESTRING (9.2131324 48.248012, 9.2134697 48.2477935, 9.2135246 48.2477697, 9.2136126 48.2477717)",,yes,
"[937296168, 197670120]",,,Lauchertstraße,residential,,False,True,171.606,"LINESTRING (9.2132302 48.2502848, 9.2134223 48.250202, 9.2135737 48.2501865, 9.2137562 48.2501918, 9.2139611 48.2501657, 9.2145376 48.2498928, 9.2152163 48.2495666)",,,
117460583,,,,residential,,False,False,75.881,"LINESTRING (9.2127854 48.2496284, 9.2121493 48.2493595, 9.2120139 48.2493106, 9.2119108 48.2492733)",,,
