osmid,name,highway,maxspeed,oneway,reversed,length,lanes,ref,bridge,geometry,access
45372797,Del Rosario Street,tertiary,20,False,True,129.221,,,,"LINESTRING (124.8819737 11.7731296, 124.8816753 11.7742544)",
154895381,Taft Avenue,residential,,False,False,50.826,,,,"LINESTRING (124.8819737 11.7731296, 124.882425 11.7732468)",
322626436,Del Rosario Street,tertiary,20,False,False,87.815,,,,"LINESTRING (124.8819737 11.7731296, 124.8821776 11.7723655)",
333042183,San Roque Street,tertiary,,False,False,21.878,,,,"LINESTRING (124.8839113 11.7754915, 124.8838426 11.7756764)",
460783142,San Roque Street,primary,40,False,True,7.693,2,1,,"LINESTRING (124.8839113 11.7754915, 124.8839355 11.7754265)",
"[322629056, 322629058, 272730621]",Rizal Avenue Extension,primary,40,False,False,133.725,2,1,yes,"LINESTRING (124.8839113 11.7754915, 124.8844456 11.7756687, 124.8845161 11.7756884, 124.8850828 11.7758527)",
462109916,Rizal Avenue Extension,primary,40,False,True,63.264,2,1,,"LINESTRING (124.8863807 11.7762412, 124.8858249 11.7760749)",
460780882,7th Street,tertiary,,False,True,66.68,,,,"LINESTRING (124.8863807 11.7762412, 124.886289 11.7764907, 124.8862052 11.776815)",
154895379,Lincoln Avenue,residential,,False,False,56.889,,,,"LINESTRING (124.8821776 11.7723655, 124.8826873 11.7724785)",
322626435,Del Rosario Street,tertiary,20,False,False,92.105,,,,"LINESTRING (124.8821776 11.7723655, 124.8823541 11.7715554)",
322626436,Del Rosario Street,tertiary,20,False,True,87.815,,,,"LINESTRING (124.8821776 11.7723655, 124.8819737 11.7731296)",
459901616,Mabini Avenue,tertiary,,False,True,73.57,2,,,"LINESTRING (124.8858851 11.7782299, 124.8852282 11.7780743)",
"[328812430, 154893926]",Canlapwas Road,tertiary,,False,False,110.86999999999999,,,,"LINESTRING (124.8858851 11.7782299, 124.8858561 11.7783569, 124.8857775 11.7786916, 124.8857003 11.7790386, 124.8856888 11.7792066)",yes
459901624,7th Street,tertiary,,False,False,114.64099999999999,,,,"LINESTRING (124.8858851 11.7782299, 124.8859316 11.7780327, 124.8859447 11.7779771, 124.8859714 11.777864, 124.8861129 11.7772636, 124.8861214 11.7772252)",
45372797,Del Rosario Street,tertiary,20,False,False,129.221,,,,"LINESTRING (124.8816753 11.7742544, 124.8819737 11.7731296)",
265141566,Curry Avenue,primary,40,False,False,44.513999999999996,2,1,,"LINESTRING (124.8816753 11.7742544, 124.8818589 11.7743031, 124.88207 11.7743591)",
991832990,Del Rosario Street,primary,30,False,True,67.914,2,1,,"LINESTRING (124.8816753 11.7742544, 124.8816344 11.7743824, 124.881489 11.7748373)",
459901626,Mabini Avenue,tertiary,,False,False,26.813,2,,,"LINESTRING (124.8811785 11.7771518, 124.8814171 11.7772117)",
459901626,Mabini Avenue,tertiary,,False,True,42.703,2,,,"LINESTRING (124.8811785 11.7771518, 124.8807985 11.7770564)",
327608087,San Roque Street,tertiary,,True,False,123.824,,,,"LINESTRING (124.8835113 11.7765563, 124.883118 11.7776012)",
"[272730627, 322629053, 322629055]",Allen Avenue,unclassified,,True,False,112.617,,,yes,"LINESTRING (124.8835113 11.7765563, 124.8841663 11.7766777, 124.8842258 11.7766886, 124.8843326 11.7767125, 124.8845281 11.7767422)",yes
459901626,Mabini Avenue,tertiary,,False,True,83.584,2,,,"LINESTRING (124.8821646 11.7773836, 124.8814171 11.7772117)",
327608089,San Francisco Street,residential,,False,False,153.164,,,,"LINESTRING (124.8821646 11.7773836, 124.8820293 11.7778602, 124.8819924 11.7779898, 124.8819444 11.7781582, 124.8818429 11.7785145, 124.881787 11.7787105)",
333042181,San Francisco Street,unclassified,,True,False,124.193,,,,"LINESTRING (124.8821646 11.7773836, 124.8823392 11.7767725, 124.8824716 11.7763079)",
459901626,Mabini Avenue,tertiary,,False,False,106.565,2,,,"LINESTRING (124.8821646 11.7773836, 124.8828784 11.7775478, 124.883118 11.7776012)",
462109916,Rizal Avenue Extension,primary,40,False,False,42.436,2,1,,"LINESTRING (124.8850828 11.7758527, 124.8854556 11.7759643)",
154895021,,unclassified,,False,False,81.455,,,,"LINESTRING (124.8850828 11.7758527, 124.884956 11.7761034, 124.884852 11.7762616, 124.8846656 11.7764533)",yes
"[322629056, 322629058, 272730621]",Rizal Avenue Extension,primary,40,False,True,133.725,2,1,yes,"LINESTRING (124.8850828 11.7758527, 124.8845161 11.7756884, 124.8844456 11.7756687, 124.8839113 11.7754915)",
462109916,Rizal Avenue Extension,primary,40,False,False,8.539,2,1,,"LINESTRING (124.8857499 11.7760524, 124.8858249 11.7760749)",
462109916,Rizal Avenue Extension,primary,40,False,True,33.5,2,1,,"LINESTRING (124.8857499 11.7760524, 124.8854556 11.7759643)",
"[333042173, 105862990]",Curry Avenue Extension,unclassified,30,True,False,222.22000000000003,,,,"LINESTRING (124.8797054 11.7737302, 124.8799144 11.7737823, 124.8800116 11.773807, 124.8804544 11.7739253, 124.8816753 11.7742544)",
154894554,Allen Avenue,unclassified,,True,False,42.651,,,,"LINESTRING (124.8811356 11.775943, 124.881513 11.7760461)",
272730629,Del Rosario Street,primary,30,False,True,70.855,2,1,,"LINESTRING (124.8811356 11.775943, 124.8809454 11.7765524)",
991832990,Del Rosario Street,primary,30,False,False,128.826,2,1,,"LINESTRING (124.8811356 11.775943, 124.881489 11.7748373)",
326675624,Allen Avenue Extension,residential,30,False,True,175.34199999999998,,,,"LINESTRING (124.8811356 11.775943, 124.8798058 11.7754989, 124.8796268 11.7754391, 124.879611 11.7754341)",
216233997,Del Rosario Street,primary,30,True,False,51.311,,1,,"LINESTRING (124.8805844 11.7770036, 124.880909 11.776669)",
"[460780883, 333042174]",Del Rosario Street,primary,30,False,True,165.31099999999998,,1,,"LINESTRING (124.8805844 11.7770036, 124.8805385 11.7770749, 124.880493 11.7771386, 124.8804797 11.7771945, 124.8804554 11.7772961, 124.8803696 11.7777767, 124.8803459 11.7780241, 124.8803052 11.7784488)",
154893718,Rizal Avenue,unclassified,,True,False,50.361,,,,"LINESTRING (124.8838426 11.7756764, 124.8834002 11.7755439)",
332909413,San Roque Street,tertiary,,True,False,104.275,,,,"LINESTRING (124.8838426 11.7756764, 124.8835113 11.7765563)",
333042183,San Roque Street,tertiary,,False,True,21.878,,,,"LINESTRING (124.8838426 11.7756764, 124.8839113 11.7754915)",
459901616,Mabini Avenue,tertiary,,False,False,73.57,2,,,"LINESTRING (124.8852282 11.7780743, 124.8858851 11.7782299)",
459901616,Mabini Avenue,tertiary,,False,True,97.842,2,,,"LINESTRING (124.8852282 11.7780743, 124.8843523 11.7778768)",
322638543,6th Street,residential,,False,False,30.154,,,,"LINESTRING (124.8852282 11.7780743, 124.8852022 11.778207, 124.8851677 11.7783388)",
"[322638556, 328812438]",6th Street,unclassified,,True,False,111.722,,,,"LINESTRING (124.8852282 11.7780743, 124.8852887 11.7778542, 124.8854775 11.7770997)",yes
328812860,5th Street,residential,,False,True,31.673,,,,"LINESTRING (124.8843523 11.7778768, 124.8842978 11.7781566)",
459901616,Mabini Avenue,tertiary,,False,False,97.842,2,,,"LINESTRING (124.8843523 11.7778768, 124.8852282 11.7780743)",
"[459901616, 460780884, 322625750]",Mabini Avenue,tertiary,,False,True,137.81,2,,yes,"LINESTRING (124.8843523 11.7778768, 124.8840345 11.7778066, 124.8838696 11.7777689, 124.8837366 11.7777385, 124.8836915 11.7777291, 124.883118 11.7776012)",
