osmid,highway,oneway,reversed,length,lanes,ref,name,maxspeed,geometry
284480382,residential,False,False,113.024,,,,,"LINESTRING (122.8245374 10.4583169, 122.8255696 10.4583701)"
54509419,trunk,False,False,109.201,4,6,Rizal Street,50,"LINESTRING (122.8245374 10.4583169, 122.8246394 10.4576967, 122.8246849 10.4573619, 122.824687 10.457346)"
54509419,trunk,False,True,112.79,4,6,Rizal Street,50,"LINESTRING (122.8245374 10.4583169, 122.8244548 10.4588473, 122.8244347 10.4589792, 122.824391 10.4593209)"
284480381,residential,False,False,106.004,,,,,"LINESTRING (122.8245374 10.4583169, 122.8240855 10.4583289, 122.8235702 10.4582836)"
54509419,trunk,False,False,203.747,4,6,Rizal Street,50,"LINESTRING (122.8238306 10.4630552, 122.8241108 10.4612437)"
54509419,trunk,False,True,93.975,4,6,Rizal Street,50,"LINESTRING (122.8238306 10.4630552, 122.8237109 10.4638921)"
284480378,residential,False,False,91.797,,,Presbitero,,"LINESTRING (122.8238306 10.4630552, 122.8229962 10.4629643)"
904076117,residential,False,True,111.413,,,Presbitero,,"LINESTRING (122.8238306 10.4630552, 122.8248426 10.4631716)"
54509419,trunk,False,False,107.642,4,6,Rizal Street,50,"LINESTRING (122.8241108 10.4612437, 122.824248 10.4602851)"
54509419,trunk,False,True,203.747,4,6,Rizal Street,50,"LINESTRING (122.8241108 10.4612437, 122.8238306 10.4630552)"
284480385,residential,False,False,103.116,,,Esperanza Street,,"LINESTRING (122.8241108 10.4612437, 122.8231707 10.4611708)"
284480385,residential,False,True,112.813,,,Esperanza Street,,"LINESTRING (122.8241108 10.4612437, 122.8251009 10.4613263, 122.8251388 10.4613296)"
284480373,tertiary,False,False,111.458,,,del Retiro Street,,"LINESTRING (122.8257012 10.4574461, 122.824687 10.457346)"
318701868,unclassified,False,True,103.747,,,Burgos Street,,"LINESTRING (122.8257012 10.4574461, 122.8255696 10.4583701)"
284480373,tertiary,False,True,111.458,,,del Retiro Street,,"LINESTRING (122.824687 10.457346, 122.8257012 10.4574461)"
899088163,residential,False,False,114.842,,,del Retiro Street,,"LINESTRING (122.824687 10.457346, 122.8236378 10.4573001)"
54509419,trunk,False,True,109.201,4,6,Rizal Street,50,"LINESTRING (122.824687 10.457346, 122.8246849 10.4573619, 122.8246394 10.4576967, 122.8245374 10.4583169)"
54509419,trunk,False,False,68.774,4,6,Rizal Street,50,"LINESTRING (122.823462 10.4654479, 122.8235683 10.4648383)"
"[56818986, 906069090]",unclassified,False,False,171.739,,,"['Luna Street', 'Burgos Street']",,"LINESTRING (122.823462 10.4654479, 122.8244332 10.4655655, 122.8245539 10.4649955)"
284480381,residential,False,True,106.004,,,,,"LINESTRING (122.8235702 10.4582836, 122.8240855 10.4583289, 122.8245374 10.4583169)"
284480382,residential,False,False,76.433,,,,,"LINESTRING (122.8255696 10.4583701, 122.8262683 10.4583898)"
284480382,residential,False,True,113.024,,,,,"LINESTRING (122.8255696 10.4583701, 122.8245374 10.4583169)"
318701868,unclassified,False,False,103.747,,,Burgos Street,,"LINESTRING (122.8255696 10.4583701, 122.8257012 10.4574461)"
318701868,unclassified,False,True,118.862,,,Burgos Street,,"LINESTRING (122.8255696 10.4583701, 122.8254216 10.4594291)"
284480382,residential,False,True,76.433,,,,,"LINESTRING (122.8262683 10.4583898, 122.8255696 10.4583701)"
54509419,trunk,False,True,108.349,4,6,Rizal Street,50,"LINESTRING (122.824391 10.4593209, 122.824248 10.4602851)"
318701867,residential,False,False,113.334,,,Zaandin Street,,"LINESTRING (122.824391 10.4593209, 122.8254216 10.4594291)"
54509419,trunk,False,False,112.78999999999999,4,6,Rizal Street,50,"LINESTRING (122.824391 10.4593209, 122.8244347 10.4589792, 122.8244548 10.4588473, 122.8245374 10.4583169)"
318701867,residential,False,True,218.881,,,Zaandin Street,,"LINESTRING (122.824391 10.4593209, 122.8233508 10.4592336, 122.8232542 10.4601706)"
318701867,residential,False,True,113.334,,,Zaandin Street,,"LINESTRING (122.8254216 10.4594291, 122.824391 10.4593209)"
318701868,unclassified,False,False,118.862,,,Burgos Street,,"LINESTRING (122.8254216 10.4594291, 122.8255696 10.4583701)"
318701868,unclassified,False,True,213.577,,,Burgos Street,,"LINESTRING (122.8254216 10.4594291, 122.825193 10.4609687, 122.8251388 10.4613296)"
284480376,residential,False,False,109.412,,,,,"LINESTRING (122.8232542 10.4601706, 122.824248 10.4602851)"
318701867,residential,False,True,111.591,,,Zaandin Street,,"LINESTRING (122.8232542 10.4601706, 122.8231707 10.4611708)"
318701867,residential,False,False,218.881,,,Zaandin Street,,"LINESTRING (122.8232542 10.4601706, 122.8233508 10.4592336, 122.824391 10.4593209)"
54509419,trunk,False,False,108.349,4,6,Rizal Street,50,"LINESTRING (122.824248 10.4602851, 122.824391 10.4593209)"
54509419,trunk,False,True,107.642,4,6,Rizal Street,50,"LINESTRING (122.824248 10.4602851, 122.8241108 10.4612437)"
284480376,residential,False,True,109.412,,,,,"LINESTRING (122.824248 10.4602851, 122.8232542 10.4601706)"
284480385,residential,False,True,103.116,,,Esperanza Street,,"LINESTRING (122.8231707 10.4611708, 122.8241108 10.4612437)"
318701867,residential,False,False,111.591,,,Zaandin Street,,"LINESTRING (122.8231707 10.4611708, 122.8232542 10.4601706)"
318701867,residential,False,True,200.339,,,Zaandin Street,,"LINESTRING (122.8231707 10.4611708, 122.8229962 10.4629643)"
318701868,unclassified,False,True,72.773,,,Burgos Street,,"LINESTRING (122.8251388 10.4613296, 122.825008 10.4619713)"
284480385,residential,False,False,112.813,,,Esperanza Street,,"LINESTRING (122.8251388 10.4613296, 122.8251009 10.4613263, 122.8241108 10.4612437)"
318701868,unclassified,False,False,213.577,,,Burgos Street,,"LINESTRING (122.8251388 10.4613296, 122.825193 10.4609687, 122.8254216 10.4594291)"
284480374,residential,False,False,65.241,,,,,"LINESTRING (122.825008 10.4619713, 122.8256023 10.4620233)"
318701868,unclassified,False,False,72.773,,,Burgos Street,,"LINESTRING (122.825008 10.4619713, 122.8251388 10.4613296)"
318701868,unclassified,False,True,128.0,,,Burgos Street,,"LINESTRING (122.825008 10.4619713, 122.8248585 10.463113)"
284480374,residential,False,True,65.241,,,,,"LINESTRING (122.8256023 10.4620233, 122.825008 10.4619713)"
284480378,residential,False,True,44.335,,,Presbitero,,"LINESTRING (122.8225915 10.46294, 122.8229962 10.4629643)"
