osmid,oneway,lanes,name,highway,reversed,length,maxspeed,geometry,access,ref,bridge
287496480,False,2,Maria Cristina Street,tertiary,True,138.526,,"LINESTRING (123.3063452 9.3093467, 123.3065148 9.3081122)",,,
24695667,True,2,San Juan Street,trunk,False,89.55,30,"LINESTRING (123.3063452 9.3093467, 123.3056043 9.3092518, 123.3055359 9.309243)",,,
109035613,False,2,Senator Lorenzo G. Teves Street,secondary,False,217.28300000000002,20,"LINESTRING (123.3105505 9.3047562, 123.310452 9.3047519, 123.3100105 9.3047388, 123.3086769 9.3047034, 123.3085712 9.3047006)",yes,,
"[921126184, 710506713]",False,2,Rizal Boulevard,tertiary,False,58.93,20,"LINESTRING (123.3105505 9.3047562, 123.3106092 9.3043391, 123.3106201 9.3042789, 123.31063 9.3042322)",,,
1168458324,False,2,Rizal Boulevard,secondary,True,212.46000000000004,20,"LINESTRING (123.3105505 9.3047562, 123.3104156 9.3057184, 123.3104042 9.3058242, 123.3102593 9.306188, 123.3101242 9.3065272, 123.3100973 9.3066001)",,,
24695689,False,2,Acias Pinili Street,unclassified,True,76.879,,"LINESTRING (123.3085386 9.3042038, 123.3078382 9.3041869)",,,
710506710,False,2,Santa Catalina Street,tertiary,True,59.206,,"LINESTRING (123.3085386 9.3042038, 123.3085081 9.3036722)",,,
710506711,False,2,Santa Catalina Street,tertiary,False,55.357,,"LINESTRING (123.3085386 9.3042038, 123.3085712 9.3047006)",,,
710506712,False,2,Acias Pinili Street,unclassified,False,229.516,,"LINESTRING (123.3085386 9.3042038, 123.31063 9.3042322)",,,
710506712,False,2,Acias Pinili Street,unclassified,True,229.516,,"LINESTRING (123.31063 9.3042322, 123.3085386 9.3042038)",,,
"[921126184, 710506713]",False,2,Rizal Boulevard,tertiary,True,58.93000000000001,20,"LINESTRING (123.31063 9.3042322, 123.3106201 9.3042789, 123.3106092 9.3043391, 123.3105505 9.3047562)",,,
710506714,False,2,Rizal Boulevard,tertiary,False,248.88199999999998,20,"LINESTRING (123.31063 9.3042322, 123.3106531 9.3041642, 123.3107628 9.3036594, 123.3109103 9.3029362, 123.3109653 9.3023656, 123.3109595 9.3022388, 123.310853 9.3021642, 123.3107757 9.3021301)",,,
