osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,width,bridge
116776894,Majayjay-Lucban Road,secondary,40,False,False,39.125,"LINESTRING (121.4722797 14.1446754, 121.4726089 14.1448234)",,,
4725403,Lopez Jaena Street,tertiary,,False,False,201.67999999999998,"LINESTRING (121.4722797 14.1446754, 121.4719848 14.145155, 121.4718309 14.145398, 121.4716203 14.1456594, 121.4715332 14.1457569, 121.4715115 14.1457755, 121.4714272 14.145848, 121.4713615 14.1458792, 121.4711295 14.1460795)",,,
112772850,F Blumentritt Street,tertiary,,False,False,88.011,"LINESTRING (121.4709116 14.146388, 121.4705542 14.1470996)",,,
23434240,,residential,,False,True,75.237,"LINESTRING (121.4709116 14.146388, 121.4710239 14.1464421, 121.471054 14.1464561, 121.4714473 14.1466327, 121.471488 14.1466626, 121.4715323 14.1466934)",,,
116777433,F Blumentritt Street,tertiary,,False,True,41.608999999999995,"LINESTRING (121.4709116 14.146388, 121.4710439 14.1462133, 121.4711295 14.1460795)",,,
26175369,A Luna Street,tertiary,,False,True,250.057,"LINESTRING (121.4736146 14.1452875, 121.4723125 14.1471484)",,,
116776894,Majayjay-Lucban Road,secondary,40,False,True,120.092,"LINESTRING (121.4736146 14.1452875, 121.4726089 14.1448234)",,,
915749560,A Luna Street,tertiary,,False,False,145.26,"LINESTRING (121.4736146 14.1452875, 121.4743814 14.1442134)",,,
4725407,Majayjay-Lucban Road,secondary,40,True,False,58.491,"LINESTRING (121.4702781 14.1439418, 121.4707871 14.1441237)",,,
4725391,Liliw-Majayjay Road,secondary,40,False,False,160.331,"LINESTRING (121.4702781 14.1439418, 121.4703204 14.1438143, 121.4703216 14.1436406, 121.4702685 14.1434601, 121.470111 14.1429884, 121.4700204 14.1425463)",1,4.5,
23435370,,residential,,False,True,98.165,"LINESTRING (121.4723125 14.1471484, 121.4715323 14.1466934)",,,
26175369,A Luna Street,tertiary,,False,False,250.057,"LINESTRING (121.4723125 14.1471484, 121.4736146 14.1452875)",,,
"[23436136, 26175369]","['Jacinto Street', 'A Luna Street']",tertiary,,False,True,377.9,"LINESTRING (121.4723125 14.1471484, 121.4718388 14.1484246, 121.4711897 14.1501284, 121.4709728 14.1500461)",,,
23434173,Regidor Street,residential,,False,False,87.094,"LINESTRING (121.4715323 14.1466934, 121.4712377 14.1474227)",,,
23435370,,residential,,False,False,98.165,"LINESTRING (121.4715323 14.1466934, 121.4723125 14.1471484)",,,
23434240,,residential,,False,False,75.237,"LINESTRING (121.4715323 14.1466934, 121.471488 14.1466626, 121.4714473 14.1466327, 121.471054 14.1464561, 121.4710239 14.1464421, 121.4709116 14.146388)",,,
343001154,P Zamora Street,unclassified,,False,False,133.517,"LINESTRING (121.4712755 14.1430203, 121.4707871 14.1441237)",,,
23435141,A Bonifacio Street,residential,,False,False,110.286,"LINESTRING (121.4712755 14.1430203, 121.4717209 14.1431724, 121.4720995 14.1433128, 121.4722372 14.1433577)",,,
