osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,bridge,geometry,name
"[328658761, 47572697, 24239334]",2,62,secondary,40,False,True,148.85999999999999,yes,"LINESTRING (120.8809307 14.4279798, 120.8810233 14.4279055, 120.8812948 14.4276878, 120.8813991 14.4275873, 120.8815008 14.427434, 120.8816566 14.4271814, 120.8817934 14.4269554)",
97902646,4,,secondary,50,False,True,187.89200000000002,,"LINESTRING (120.8809307 14.4279798, 120.8811088 14.4281313, 120.8811553 14.4281708, 120.8812865 14.4282824, 120.8813817 14.4283633, 120.8814403 14.4284132, 120.8814822 14.4284488, 120.8819355 14.4288343, 120.8820788 14.4289672, 120.8822324 14.4291047)",Dr. Salud Street
333288591,2,62,secondary,50,False,False,91.952,,"LINESTRING (120.8809307 14.4279798, 120.8806557 14.4279519, 120.88052 14.4279382, 120.8800814 14.4278943)",Magdiwang Highway
24723757,2,401,secondary,50,False,False,139.85,,"LINESTRING (120.8800814 14.4278943, 120.8799219 14.4278263, 120.8798273 14.4277933, 120.8797543 14.4277698, 120.8796623 14.4277486, 120.879566 14.4277264, 120.8795204 14.4277159, 120.8790353 14.4276186, 120.8788286 14.4275771)",Marcella Street
27054886,2,,secondary,,False,False,230.06300000000005,,"LINESTRING (120.8800814 14.4278943, 120.8807414 14.4272642, 120.8807844 14.4272259, 120.8807901 14.4272037, 120.880787 14.4271709, 120.8806202 14.4268776, 120.8805189 14.4266766, 120.8804478 14.4265213, 120.880325 14.4263038, 120.8802954 14.4262594, 120.8802787 14.4262342)",General Antonio Luna Street
333288591,2,62,secondary,50,False,True,91.952,,"LINESTRING (120.8800814 14.4278943, 120.88052 14.4279382, 120.8806557 14.4279519, 120.8809307 14.4279798)",Magdiwang Highway
571543450,2,62,secondary,50,False,True,79.751,,"LINESTRING (120.8800814 14.4278943, 120.879921 14.4282123, 120.8797734 14.4285463)",Manila-Cavite Road
333288599,2,62,secondary,40,False,False,15.209,,"LINESTRING (120.8817934 14.4269554, 120.8818697 14.4268403)",
"[328658761, 47572697, 24239334]",2,62,secondary,40,False,False,148.85999999999996,yes,"LINESTRING (120.8817934 14.4269554, 120.8816566 14.4271814, 120.8815008 14.427434, 120.8813991 14.4275873, 120.8812948 14.4276878, 120.8810233 14.4279055, 120.8809307 14.4279798)",
333288597,1,62,secondary,40,True,False,30.229,,"LINESTRING (120.8819473 14.4267378, 120.8821827 14.4268859)",A. Bonifacio Street
333288599,2,62,secondary,40,False,True,14.133,,"LINESTRING (120.8819473 14.4267378, 120.8818697 14.4268403)",
333288598,2,,tertiary,,False,False,24.522,,"LINESTRING (120.8819473 14.4267378, 120.882049 14.4265993, 120.8820781 14.4265573)",
1117087765,2,,residential,,False,True,10.546,,"LINESTRING (120.8843103 14.4247789, 120.8844037 14.4248074)",Rocavilla Avenue
333288598,2,,tertiary,,False,False,153.916,,"LINESTRING (120.8843103 14.4247789, 120.8844451 14.4245371, 120.8844915 14.4242568, 120.8843766 14.4236428, 120.8843419 14.4234441)",
333288598,2,,tertiary,,False,True,86.208,,"LINESTRING (120.8843103 14.4247789, 120.8841925 14.4249138, 120.8840242 14.4251033, 120.8837767 14.4252264, 120.8837028 14.4252603)",
24239423,2,,secondary,,False,False,366.2389999999999,,"LINESTRING (120.8802787 14.4262342, 120.8802737 14.4262105, 120.880275 14.4261944, 120.8802793 14.4261784, 120.8804873 14.4258394, 120.8808082 14.4254673, 120.8809514 14.4253013, 120.8810372 14.4251827, 120.8811132 14.4250342, 120.8811287 14.4249996, 120.8811548 14.4249542, 120.8812284 14.4248717, 120.8817687 14.4242991, 120.8823652 14.4236669)",General Antonio Luna Street
27054886,2,,secondary,,False,True,230.06300000000005,,"LINESTRING (120.8802787 14.4262342, 120.8802954 14.4262594, 120.880325 14.4263038, 120.8804478 14.4265213, 120.8805189 14.4266766, 120.8806202 14.4268776, 120.880787 14.4271709, 120.8807901 14.4272037, 120.8807844 14.4272259, 120.8807414 14.4272642, 120.8800814 14.4278943)",General Antonio Luna Street
"[58494625, 24723739]",2,,tertiary,30,False,"[False, True]",213.65600000000003,,"LINESTRING (120.8802787 14.4262342, 120.8799405 14.4260835, 120.8795153 14.4259517, 120.8790922 14.4258787, 120.879099 14.4258158, 120.8790685 14.4251674)",Nawasa Road
24239209,2,62,secondary,40,False,True,15.364,,"LINESTRING (120.8821827 14.4268859, 120.8822942 14.4269721)",A. Bonifacio Street
24239422,1,62,secondary,,True,False,43.406,,"LINESTRING (120.8821827 14.4268859, 120.8820699 14.4268849, 120.8819622 14.4268927, 120.8818626 14.4269178, 120.8817934 14.4269554)",A. Bonifacio Street
24239423,2,,secondary,,False,True,5.72,,"LINESTRING (120.882397 14.4236257, 120.8823652 14.4236669)",General Antonio Luna Street
103490111,2,,residential,,False,False,58.983999999999995,,"LINESTRING (120.882397 14.4236257, 120.8822696 14.4235704, 120.8818893 14.423427)",
"[58494625, 24723739]",2,,tertiary,30,False,"[False, True]",213.656,,"LINESTRING (120.8790685 14.4251674, 120.879099 14.4258158, 120.8790922 14.4258787, 120.8795153 14.4259517, 120.8799405 14.4260835, 120.8802787 14.4262342)",Nawasa Road
24723739,2,,tertiary,30,False,True,227.18400000000003,,"LINESTRING (120.8790685 14.4251674, 120.8790095 14.4249975, 120.8788496 14.4244907, 120.8787689 14.4242923, 120.8785156 14.4239331, 120.8781434 14.4234954, 120.8780514 14.423417)",Nawasa Road
126335708,1,,residential,,False,True,97.969,,"LINESTRING (120.8790685 14.4251674, 120.8793589 14.4251663, 120.879572 14.4252021, 120.8796722 14.4252256, 120.8797165 14.4252315, 120.8797661 14.4252344, 120.8798761 14.4252399, 120.8799096 14.4252412, 120.8799713 14.4252458)",
24239210,2,,tertiary,20,False,False,68.298,,"LINESTRING (120.8788286 14.4275771, 120.8787002 14.4281786)",Barangay Road
24723757,2,401,secondary,50,False,False,126.431,,"LINESTRING (120.8788286 14.4275771, 120.8786828 14.4275482, 120.8781442 14.4274352, 120.8776826 14.4273303)",Marcella Street
24723757,2,401,secondary,50,False,True,139.85,,"LINESTRING (120.8788286 14.4275771, 120.8790353 14.4276186, 120.8795204 14.4277159, 120.879566 14.4277264, 120.8796623 14.4277486, 120.8797543 14.4277698, 120.8798273 14.4277933, 120.8799219 14.4278263, 120.8800814 14.4278943)",Marcella Street
24723882,2,,residential,,False,False,122.918,,"LINESTRING (120.8776826 14.4273303, 120.8773398 14.4283847)",Jasmin Street
24723757,2,401,secondary,50,False,False,154.803,,"LINESTRING (120.8776826 14.4273303, 120.8773688 14.4272502, 120.876838 14.4271006, 120.8763013 14.4269452)",Marcella Street
24723757,2,401,secondary,50,False,True,126.431,,"LINESTRING (120.8776826 14.4273303, 120.8781442 14.4274352, 120.8786828 14.4275482, 120.8788286 14.4275771)",Marcella Street
24723882,2,,residential,,False,True,96.856,,"LINESTRING (120.8769735 14.4292478, 120.8773168 14.4284427)",Jasmin Street
24723883,,,residential,,False,False,67.779,,"LINESTRING (120.8769735 14.4292478, 120.877336 14.4297461)",
24723882,2,,residential,,False,False,62.177,,"LINESTRING (120.8769735 14.4292478, 120.8768861 14.4291084, 120.8765756 14.4288506)",Jasmin Street
97903734,,,residential,,False,True,49.723,,"LINESTRING (120.8763901 14.4283739, 120.8768249 14.4282234)",Rose Street
24723882,2,,residential,,False,True,57.863,,"LINESTRING (120.8763901 14.4283739, 120.8765177 14.4288039, 120.8765756 14.4288506)",Jasmin Street
24723883,,,residential,,False,True,67.779,,"LINESTRING (120.877336 14.4297461, 120.8769735 14.4292478)",
24723886,,,residential,,False,True,106.734,,"LINESTRING (120.877336 14.4297461, 120.8777237 14.4288627)",Rosal Street
24723883,,,residential,,False,False,74.77799999999999,,"LINESTRING (120.877336 14.4297461, 120.8771723 14.4300637, 120.8771419 14.4301101, 120.8770785 14.4301316, 120.8768754 14.4301496)",
24723884,,,residential,,False,False,22.498,,"LINESTRING (120.8768754 14.4301496, 120.876901 14.4303504)",
24723883,,,residential,,False,True,74.77799999999999,,"LINESTRING (120.8768754 14.4301496, 120.8770785 14.4301316, 120.8771419 14.4301101, 120.8771723 14.4300637, 120.877336 14.4297461)",
24723884,,,residential,,False,True,115.12499999999999,,"LINESTRING (120.8768754 14.4301496, 120.87683 14.4299335, 120.8766273 14.4293475, 120.8766185 14.4293253, 120.8766038 14.4293065, 120.8764851 14.429211)",
24723882,2,,residential,,False,False,6.909,,"LINESTRING (120.8773398 14.4283847, 120.8773168 14.4284427)",Jasmin Street
24723882,2,,residential,,False,True,122.918,,"LINESTRING (120.8773398 14.4283847, 120.8776826 14.4273303)",Jasmin Street
24723885,,,residential,,False,False,67.678,,"LINESTRING (120.8773398 14.4283847, 120.8775274 14.4286678, 120.8777237 14.4288627)",
24723885,,,residential,,False,True,27.812,,"LINESTRING (120.8779602 14.4289632, 120.8777237 14.4288627)",
24723885,,,residential,,False,False,27.812,,"LINESTRING (120.8777237 14.4288627, 120.8779602 14.4289632)",
24723886,,,residential,,False,False,106.734,,"LINESTRING (120.8777237 14.4288627, 120.877336 14.4297461)",Rosal Street
24723885,,,residential,,False,True,67.678,,"LINESTRING (120.8777237 14.4288627, 120.8775274 14.4286678, 120.8773398 14.4283847)",
24239210,2,,tertiary,20,False,False,16.171,,"LINESTRING (120.8779799 14.4308765, 120.8779301 14.4310137)",Barangay Road
24239210,2,,tertiary,20,False,True,242.306,,"LINESTRING (120.8779799 14.4308765, 120.8780596 14.4306362, 120.878143 14.4303617, 120.8785632 14.4287724)",Barangay Road
24723888,,,residential,,False,False,116.006,,"LINESTRING (120.8779799 14.4308765, 120.8778513 14.4308336, 120.877713 14.4308001, 120.8774562 14.4307332, 120.8769338 14.430632)",
24723888,,,residential,,False,True,116.00600000000001,,"LINESTRING (120.8769338 14.430632, 120.8774562 14.4307332, 120.877713 14.4308001, 120.8778513 14.4308336, 120.8779799 14.4308765)",
24239210,2,,tertiary,20,False,True,5.068,,"LINESTRING (120.8777521 14.4315036, 120.8777677 14.4314606)",Barangay Road
24723891,,,residential,,False,False,85.287,,"LINESTRING (120.8777521 14.4315036, 120.8773574 14.4313666, 120.8772281 14.4313307, 120.8771494 14.4313412, 120.877043 14.4313553, 120.8769934 14.4313424)",Acacia Street
24723891,,,residential,,False,True,85.287,,"LINESTRING (120.8769934 14.4313424, 120.877043 14.4313553, 120.8771494 14.4313412, 120.8772281 14.4313307, 120.8773574 14.4313666, 120.8777521 14.4315036)",Acacia Street
571543450,2,62,secondary,50,False,False,79.751,,"LINESTRING (120.8797734 14.4285463, 120.879921 14.4282123, 120.8800814 14.4278943)",Manila-Cavite Road
