osmid,highway,oneway,reversed,length,lanes,ref,name,maxspeed,geometry,access,bridge
166434028,residential,False,False,64.896,,,,,"LINESTRING (124.2906049 8.3987958, 124.2900903 8.3990812)",,
166434040,residential,False,False,61.616,,,,,"LINESTRING (124.2906049 8.3987958, 124.2907519 8.3993305)",,
166433987,residential,False,True,102.238,,,,,"LINESTRING (124.2915661 8.3988871, 124.2907519 8.3993305)",,
166434038,residential,False,True,61.69,,,,,"LINESTRING (124.2915661 8.3988871, 124.2915762 8.3994418)",,
166434042,tertiary,False,True,87.343,,,,,"LINESTRING (124.2922347 8.3990029, 124.2915762 8.3994418)",,
1050962546,trunk,False,False,80.852,4,9,Butuan-Cagayan de Oro-Iligan Road,60,"LINESTRING (124.2922347 8.3990029, 124.2926236 8.3996199)",,
166434028,residential,False,True,64.896,,,,,"LINESTRING (124.2900903 8.3990812, 124.2906049 8.3987958)",,
166434028,residential,False,False,269.845,,,,,"LINESTRING (124.2900903 8.3990812, 124.288841 8.3996849, 124.2878694 8.4001108)",,
166433987,residential,False,False,102.238,,,,,"LINESTRING (124.2907519 8.3993305, 124.2915661 8.3988871)",,
166434040,residential,False,False,65.639,,,,,"LINESTRING (124.2907519 8.3993305, 124.2908788 8.3999073)",,
166434040,residential,False,True,61.616,,,,,"LINESTRING (124.2907519 8.3993305, 124.2906049 8.3987958)",,
166434038,residential,False,False,61.69,,,,,"LINESTRING (124.2915762 8.3994418, 124.2915661 8.3988871)",,
166434038,residential,False,True,159.681,,,,,"LINESTRING (124.2915762 8.3994418, 124.2916259 8.400877)",,
166434042,tertiary,False,False,87.343,,,,,"LINESTRING (124.2915762 8.3994418, 124.2922347 8.3990029)",,
166434042,tertiary,False,True,92.545,,,,,"LINESTRING (124.2915762 8.3994418, 124.2908788 8.3999073)",,
1050962546,trunk,False,True,80.852,4,9,Butuan-Cagayan de Oro-Iligan Road,60,"LINESTRING (124.2926236 8.3996199, 124.2922347 8.3990029)",,
1050956614,residential,False,True,360.884,,,,,"LINESTRING (124.2926236 8.3996199, 124.2925095 8.4005075, 124.2924373 8.4009817, 124.292152 8.4028315)",,
166434040,residential,False,False,111.321,,,,,"LINESTRING (124.2908788 8.3999073, 124.2909365 8.4009068)",,
166434040,residential,False,True,65.639,,,,,"LINESTRING (124.2908788 8.3999073, 124.2907519 8.3993305)",,
166434042,tertiary,False,False,92.545,,,,,"LINESTRING (124.2908788 8.3999073, 124.2915762 8.3994418)",,
166434042,tertiary,False,True,67.836,,,,,"LINESTRING (124.2908788 8.3999073, 124.2903742 8.400258)",,
166433984,tertiary,False,True,57.607,,,Manticao By-Pass Road,,"LINESTRING (124.2878694 8.4001108, 124.2880497 8.4005972)",,
166434028,residential,False,True,269.845,,,,,"LINESTRING (124.2878694 8.4001108, 124.288841 8.3996849, 124.2900903 8.3990812)",,
166433984,tertiary,False,True,18.861,,,Manticao By-Pass Road,,"LINESTRING (124.2883978 8.4015668, 124.2884427 8.4017305)",,
166434042,tertiary,False,False,261.621,,,,,"LINESTRING (124.2883978 8.4015668, 124.2903742 8.400258)",,
166433984,tertiary,False,False,114.426,,,Manticao By-Pass Road,,"LINESTRING (124.2883978 8.4015668, 124.2882939 8.4012557, 124.2880497 8.4005972)",,
166434018,residential,False,True,82.265,,,,,"LINESTRING (124.2916507 8.4015721, 124.2909108 8.4016797)",,
166434038,residential,False,False,77.34,,,,,"LINESTRING (124.2916507 8.4015721, 124.2916259 8.400877)",,
166434038,residential,False,True,142.69,,,,,"LINESTRING (124.2916507 8.4015721, 124.2916304 8.4027554, 124.2916402 8.4028547)",,
166434018,residential,False,False,82.265,,,,,"LINESTRING (124.2909108 8.4016797, 124.2916507 8.4015721)",,
166434018,residential,False,True,23.207,,,,,"LINESTRING (124.2909108 8.4016797, 124.2907037 8.4017195)",,
166434040,residential,False,False,140.738,,,,,"LINESTRING (124.2909108 8.4016797, 124.2909263 8.4020939, 124.29097 8.402944)",,
166434040,residential,False,True,86.059,,,,,"LINESTRING (124.2909108 8.4016797, 124.2909379 8.401336, 124.2909365 8.4009068)",,
166434018,residential,False,False,42.981,,,,,"LINESTRING (124.2903209 8.401797, 124.2907037 8.4017195)",,
166434018,residential,False,True,196.366,,,,,"LINESTRING (124.2903209 8.401797, 124.2885648 8.4021141)",,
166433998,residential,False,False,133.68,,,,,"LINESTRING (124.2903209 8.401797, 124.290331 8.4019871, 124.2903464 8.4023048, 124.2903619 8.4024876, 124.2903852 8.4026594, 124.2904376 8.4029924)",,
166434018,residential,False,False,196.366,,,,,"LINESTRING (124.2885648 8.4021141, 124.2903209 8.401797)",,
166433984,tertiary,False,False,44.721000000000004,,,Manticao By-Pass Road,,"LINESTRING (124.2885648 8.4021141, 124.2884835 8.4018537, 124.2884427 8.4017305)",,
166433984,tertiary,False,True,122.328,,,Manticao By-Pass Road,,"LINESTRING (124.2885648 8.4021141, 124.28878 8.4026879, 124.2889177 8.4031566)",,
166433984,tertiary,False,False,18.861,,,Manticao By-Pass Road,,"LINESTRING (124.2884427 8.4017305, 124.2883978 8.4015668)",,
