osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,junction
31658509,4,1,Isulan-Surallah Road,trunk,False,False,239.027,"LINESTRING (124.6824646 6.4282737, 124.6838828 6.4266505)",
31658509,4,1,Isulan-Surallah Road,trunk,False,True,375.688,"LINESTRING (124.6824646 6.4282737, 124.6802303 6.4308204)",
577985321,,,,residential,False,True,63.718,"LINESTRING (124.6824646 6.4282737, 124.6818896 6.4282303)",
1227720115,,,,residential,False,False,39.192,"LINESTRING (124.6824646 6.4282737, 124.6825384 6.428399, 124.6825739 6.4284496, 124.6826148 6.4285016, 124.6826709 6.4285584)",
577985321,,,,residential,False,False,92.917,"LINESTRING (124.6810511 6.4281671, 124.6818896 6.4282303)",
577985321,,,,residential,False,True,84.729,"LINESTRING (124.6810511 6.4281671, 124.6802844 6.4281545)",
578018903,,,,residential,False,True,104.926,"LINESTRING (124.6810511 6.4281671, 124.6810578 6.4272235)",
577985322,,,,residential,False,True,75.848,"LINESTRING (124.6801658 6.4282128, 124.6801485 6.4288947)",
577985323,,,,residential,True,False,10.547,"LINESTRING (124.6801658 6.4282128, 124.6801521 6.428193, 124.6801461 6.4281697, 124.6801485 6.4281457, 124.6801582 6.4281252)",roundabout
577985321,,,,residential,False,False,84.729,"LINESTRING (124.6802844 6.4281545, 124.6810511 6.4281671)",
577985323,,,,residential,True,False,19.119,"LINESTRING (124.6802844 6.4281545, 124.680283 6.428179, 124.6802733 6.4282022, 124.6802558 6.4282203, 124.680233 6.428231, 124.6802089 6.428233, 124.6801856 6.4282267, 124.6801658 6.4282128)",roundabout
577985323,,,,residential,True,False,18.259,"LINESTRING (124.6801582 6.4281252, 124.6801741 6.428109, 124.6801944 6.4280987, 124.680217 6.4280955, 124.6802394 6.4280998, 124.6802592 6.4281111, 124.6802755 6.4281303, 124.6802844 6.4281545)",roundabout
578018902,,,,unclassified,False,False,102.857,"LINESTRING (124.6801582 6.4281252, 124.6801405 6.4280531, 124.6801271 6.4279618, 124.680119 6.4278232, 124.6800874 6.4272043)",
577985324,,,,residential,False,True,38.088,"LINESTRING (124.6804932 6.4288947, 124.6804094 6.4288947, 124.6801485 6.4288947)",
577985322,,,,residential,False,False,75.848,"LINESTRING (124.6801485 6.4288947, 124.6801658 6.4282128)",
577985324,,,,residential,False,True,25.553,"LINESTRING (124.6801485 6.4288947, 124.6801472 6.4291245)",
577985324,,,,residential,False,False,38.088,"LINESTRING (124.6801485 6.4288947, 124.6804094 6.4288947, 124.6804932 6.4288947)",
31658509,4,1,Isulan-Surallah Road,trunk,False,False,375.688,"LINESTRING (124.6802303 6.4308204, 124.6824646 6.4282737)",
31658509,4,1,Isulan-Surallah Road,trunk,False,True,155.173,"LINESTRING (124.6802303 6.4308204, 124.679307 6.4318719)",
577985326,,,,residential,False,True,93.998,"LINESTRING (124.6802303 6.4308204, 124.6801789 6.4299766)",
577985324,,,,residential,False,False,25.553,"LINESTRING (124.6801472 6.4291245, 124.6801485 6.4288947)",
577985325,,,,residential,False,True,104.773,"LINESTRING (124.6801472 6.4291245, 124.679199 6.4291213)",
577985326,,,,residential,False,False,46.628,"LINESTRING (124.6801472 6.4291245, 124.6801877 6.4295419)",
577985325,,,,residential,False,False,104.773,"LINESTRING (124.679199 6.4291213, 124.6801472 6.4291245)",
577985330,,,,residential,False,False,21.022,"LINESTRING (124.679199 6.4291213, 124.6792035 6.4293103)",
