osmid,name,highway,oneway,reversed,length,lanes,ref,maxspeed,width,geometry
26804984,Andres Bonifacio,residential,False,True,111.019,,,,,"LINESTRING (121.3645996 14.230468, 121.364174 14.2313772)"
96680243,Apolinario Mabini,residential,False,False,76.267,,,,,"LINESTRING (121.3645996 14.230468, 121.36526 14.2307143)"
23434980,Rivera Street,residential,False,False,39.958,,,,,"LINESTRING (121.3665137 14.2357878, 121.3661614 14.2356759)"
184387859,National Highway,primary,False,False,294.24600000000004,4,66,60,12.8,"LINESTRING (121.3665137 14.2357878, 121.3662807 14.236602, 121.3662353 14.2367988, 121.3662061 14.2369515, 121.3661935 14.2370891, 121.3661854 14.2372373, 121.3661679 14.2374362, 121.3661599 14.2376455, 121.3661867 14.237886, 121.3662176 14.2382019, 121.3662485 14.238389)"
184387859,National Highway,primary,False,True,17.99,4,66,60,12.8,"LINESTRING (121.3665137 14.2357878, 121.3665296 14.2357313, 121.3665621 14.235633)"
96680243,Apolinario Mabini,residential,False,True,4.675,,,,,"LINESTRING (121.3665998 14.2312419, 121.366561 14.2312231)"
26804985,Marcelo H. del Pilar Street,residential,False,False,122.96199999999999,,,,,"LINESTRING (121.3665998 14.2312419, 121.3663812 14.2317172, 121.3661625 14.2322629)"
136243127,,residential,False,True,43.472,,,,,"LINESTRING (121.3665998 14.2312419, 121.3667464 14.2313044, 121.3669619 14.2314136)"
26804985,Marcelo H. del Pilar Street,residential,False,True,116.028,,,,,"LINESTRING (121.3640849 14.237209, 121.3644992 14.2362459)"
40552991,General Luna Street,secondary,False,False,80.579,2,,40,6.1,"LINESTRING (121.3640849 14.237209, 121.3647304 14.2375746)"
40552991,General Luna Street,secondary,False,True,80.742,2,,40,6.1,"LINESTRING (121.3640849 14.237209, 121.3640043 14.2371591, 121.3635689 14.236937, 121.3634316 14.2368546)"
961486387,,residential,False,True,53.635999999999996,,,,,"LINESTRING (121.3640849 14.237209, 121.3639431 14.2373946, 121.363939 14.2374193, 121.3639471 14.2374986, 121.3639417 14.2375246, 121.3639216 14.237574, 121.3639176 14.2375883, 121.3639122 14.2376403)"
"[889526782, 684719359]",,residential,False,False,94.389,,,,,"LINESTRING (121.3605058 14.2364844, 121.3606507 14.2363027, 121.3606976 14.2362507, 121.3608656 14.236079, 121.3610785 14.2358828, 121.3610956 14.2359063)"
23435132,Burzagon,residential,False,True,119.026,,,,,"LINESTRING (121.3659333 14.2309925, 121.3654893 14.2319726)"
96680243,Apolinario Mabini,residential,False,True,78.888,,,,,"LINESTRING (121.3659333 14.2309925, 121.36526 14.2307143)"
96680243,Apolinario Mabini,residential,False,False,72.352,,,,,"LINESTRING (121.3659333 14.2309925, 121.3663403 14.231142, 121.366561 14.2312231)"
26804984,Andres Bonifacio,residential,False,False,97.776,,,,,"LINESTRING (121.3620663 14.2361074, 121.3624362 14.2353045)"
96691936,General Luna Street,unclassified,False,True,81.328,,,,,"LINESTRING (121.3620663 14.2361074, 121.3614273 14.2357184)"
96691936,General Luna Street,unclassified,False,False,79.626,,,,,"LINESTRING (121.3620663 14.2361074, 121.3621451 14.2361503, 121.362702 14.2364722)"
23436191,,unclassified,False,False,90.354,,,,,"LINESTRING (121.3614273 14.2357184, 121.3617526 14.2349695)"
96691936,General Luna Street,unclassified,False,False,81.328,,,,,"LINESTRING (121.3614273 14.2357184, 121.3620663 14.2361074)"
684719359,,residential,False,True,39.849,,,,,"LINESTRING (121.3614273 14.2357184, 121.3614325 14.2357996, 121.3613963 14.2358802, 121.3613641 14.2359127, 121.3613192 14.23594, 121.3612287 14.2359699)"
961485140,,residential,False,True,42.626000000000005,,,,,"LINESTRING (121.3614273 14.2357184, 121.3613802 14.235719, 121.3613494 14.2357307, 121.3612381 14.2358321, 121.3611965 14.235862, 121.3610956 14.2359063)"
25636244,Rizal Street,secondary,False,True,115.488,2,,40,6.1,"LINESTRING (121.3644781 14.2326499, 121.3648608 14.2316798)"
40553031,Ruiz,residential,False,False,72.978,,,,,"LINESTRING (121.3644781 14.2326499, 121.3650852 14.2329405)"
40553031,Ruiz,residential,False,True,82.378,,,,,"LINESTRING (121.3644781 14.2326499, 121.3637872 14.2323331)"
25636244,Rizal Street,secondary,False,False,148.491,2,,40,6.1,"LINESTRING (121.3644781 14.2326499, 121.3640383 14.2336001, 121.3639471 14.2338198, 121.3639243 14.2338725)"
23434980,Rivera Street,residential,False,True,80.517,,,,,"LINESTRING (121.3635367 14.2347467, 121.3642346 14.235005)"
151813379,,secondary,False,False,86.135,2,,40,,"LINESTRING (121.3635367 14.2347467, 121.3627843 14.2344856)"
