osmid,lanes,name,highway,oneway,reversed,length,geometry,access,bridge,ref,maxspeed
50625272,4,Vinzons Avenue,primary,False,False,88.19200000000001,"LINESTRING (122.9565676 14.1155523, 122.9564106 14.1155775, 122.9561586 14.1156057, 122.9561164 14.1156139, 122.9560789 14.1156211, 122.9560071 14.1156482, 122.9557968 14.1157733)",,,,
241268375,4,F. Pimentel Avenue,primary,False,True,77.256,"LINESTRING (122.9565676 14.1155523, 122.9565519 14.1153814, 122.9564454 14.1148685)",yes,,,
241575715,2,Governor Panotes Avenue,secondary,False,True,150.108,"LINESTRING (122.9565676 14.1155523, 122.9568511 14.1155319, 122.9571894 14.1155079, 122.9579537 14.1154301)",,,,
238092362,2,Magallanes Ilaod,tertiary,False,False,113.374,"LINESTRING (122.956066 14.1129207, 122.9570697 14.1126173)",yes,,,
238092901,2,Magallanes Iraya,secondary,False,True,153.264,"LINESTRING (122.956066 14.1129207, 122.9555023 14.1129645, 122.9546517 14.1130552)",yes,,,
241268373,4,F. Pimentel Avenue,primary,False,True,142.883,"LINESTRING (122.956066 14.1129207, 122.9560573 14.112865, 122.9560426 14.1125017, 122.956019 14.1119169, 122.9560119 14.1117414, 122.9560077 14.1116373)",yes,,,
"[626314322, 566559133, 241268374]","['2', '3', '4']",F. Pimentel Avenue,primary,False,False,136.71,"LINESTRING (122.956066 14.1129207, 122.9561245 14.1132164, 122.956226 14.113756, 122.9563101 14.114127)",yes,yes,621,
238085075,2,Carlos II,tertiary,False,False,83.169,"LINESTRING (122.9518638 14.1115833, 122.952635 14.1115898)",yes,,,
238092903,2,,secondary,False,False,60.612,"LINESTRING (122.9518638 14.1115833, 122.9518633 14.1121284)",yes,,,
1016974835,2,,secondary,False,True,88.724,"LINESTRING (122.9518638 14.1115833, 122.951896 14.110786)",yes,,,
241268373,4,F. Pimentel Avenue,primary,False,True,86.245,"LINESTRING (122.9560077 14.1116373, 122.9559784 14.1108622)",yes,,,
238085075,2,Carlos II,tertiary,False,True,152.188,"LINESTRING (122.9560077 14.1116373, 122.9554735 14.1116296, 122.9545968 14.1116079)",yes,,,
241268373,4,F. Pimentel Avenue,primary,False,False,142.883,"LINESTRING (122.9560077 14.1116373, 122.9560119 14.1117414, 122.956019 14.1119169, 122.9560426 14.1125017, 122.9560573 14.112865, 122.956066 14.1129207)",yes,,,
238085077,2,E. Ferrer,residential,False,False,175.541,"LINESTRING (122.9581465 14.1124907, 122.9581767 14.1109123)",yes,,,
238092362,2,Magallanes Ilaod,tertiary,False,False,92.281,"LINESTRING (122.9581465 14.1124907, 122.9589983 14.1124113)",yes,,,
238092362,2,Magallanes Ilaod,tertiary,False,True,116.971,"LINESTRING (122.9581465 14.1124907, 122.9570697 14.1126173)",yes,,,
238085077,2,E. Ferrer,residential,False,True,57.412,"LINESTRING (122.9581728 14.110396, 122.9581767 14.1109123)",yes,,,
239036497,2,Dulongbayan Ilaod,tertiary,False,False,115.523,"LINESTRING (122.9581728 14.110396, 122.9571032 14.1103385)",yes,,,
239036497,2,Dulongbayan Ilaod,tertiary,False,True,98.836,"LINESTRING (122.9581728 14.110396, 122.959087 14.110459)",yes,,,
238092362,2,Magallanes Ilaod,tertiary,False,True,92.281,"LINESTRING (122.9589983 14.1124113, 122.9581465 14.1124907)",yes,,,
238094693,2,Zaldua Street,tertiary,False,False,100.391,"LINESTRING (122.9589983 14.1124113, 122.959036 14.1115092)",yes,,,
240285465,,Jose Rizal,unclassified,False,False,47.821,"LINESTRING (122.9589983 14.1124113, 122.9594252 14.1122949)",,,,
238092901,2,Magallanes Iraya,secondary,False,False,85.844,"LINESTRING (122.9518714 14.113249, 122.9526634 14.1131713)",yes,,,
238092903,2,,secondary,False,True,70.536,"LINESTRING (122.9518714 14.113249, 122.9518576 14.1126148)",yes,,,
238093285,2,Dulongbayan Iraya,secondary,False,True,59.017,"LINESTRING (122.9519121 14.1101175, 122.9524593 14.1101253)",yes,,,
1016974835,2,,secondary,False,False,74.354,"LINESTRING (122.9519121 14.1101175, 122.951896 14.110786)",yes,,,
238093285,2,Dulongbayan Iraya,secondary,False,False,154.533,"LINESTRING (122.9559957 14.1102686, 122.9545635 14.1102228)",yes,,,
239036497,2,Dulongbayan Ilaod,tertiary,False,True,119.686,"LINESTRING (122.9559957 14.1102686, 122.9571032 14.1103385)",yes,,,
"[1058041450, 238093286, 242250663]",4,F. Pimentel Avenue,primary,False,False,234.88299999999998,"LINESTRING (122.9559957 14.1102686, 122.9559968 14.1102191, 122.9559981 14.1101614, 122.9559994 14.1101026, 122.956001 14.1099847, 122.9560054 14.1097864, 122.9560083 14.1097337, 122.9560474 14.1090322, 122.9560572 14.1088559, 122.9560914 14.108212, 122.9560942 14.1081586)",yes,yes,621,
241268373,4,F. Pimentel Avenue,primary,False,False,66.032,"LINESTRING (122.9559957 14.1102686, 122.9559923 14.1103847, 122.9559835 14.110689, 122.9559784 14.1108622)",yes,,,
238093617,2,Taft Iraya,residential,False,False,78.688,"LINESTRING (122.951896 14.110786, 122.9526256 14.1107964)",yes,,,
1016974835,2,,secondary,False,False,88.724,"LINESTRING (122.951896 14.110786, 122.9518638 14.1115833)",yes,,,
1016974835,2,,secondary,False,True,74.354,"LINESTRING (122.951896 14.110786, 122.9519121 14.1101175)",yes,,,
238094693,2,Zaldua Street,tertiary,False,False,49.959,"LINESTRING (122.9590493 14.1109068, 122.959087 14.110459)",yes,,,
238094693,2,Zaldua Street,tertiary,False,True,66.999,"LINESTRING (122.9590493 14.1109068, 122.959036 14.1115092)",yes,,,
238109661,2,Taft Ilaod,residential,False,True,94.103,"LINESTRING (122.9590493 14.1109068, 122.9581767 14.1109123)",yes,,,
238093285,2,Dulongbayan Iraya,secondary,False,False,101.764,"LINESTRING (122.9545635 14.1102228, 122.9536207 14.1101838)",yes,,,
238093285,2,Dulongbayan Iraya,secondary,False,True,154.533,"LINESTRING (122.9545635 14.1102228, 122.9559957 14.1102686)",yes,,,
239871062,2,Justo Lukban Street,secondary,False,True,67.57,"LINESTRING (122.9545635 14.1102228, 122.9545823 14.1108302)",,,,
238095490,,J. Lukban Extension,tertiary,False,False,182.17399999999998,"LINESTRING (122.9545635 14.1102228, 122.9545328 14.1095046, 122.9548102 14.1094971, 122.9548568 14.1088483)",,,,
238096375,2,Captain Abaño,residential,False,False,61.816,"LINESTRING (122.9571032 14.1103385, 122.9570784 14.1108939)",yes,,,
239036497,2,Dulongbayan Ilaod,tertiary,False,False,119.686,"LINESTRING (122.9571032 14.1103385, 122.9559957 14.1102686)",yes,,,
239036497,2,Dulongbayan Ilaod,tertiary,False,True,115.523,"LINESTRING (122.9571032 14.1103385, 122.9581728 14.110396)",yes,,,
238092362,2,Magallanes Ilaod,tertiary,False,False,116.971,"LINESTRING (122.9570697 14.1126173, 122.9581465 14.1124907)",yes,,,
238092362,2,Magallanes Ilaod,tertiary,False,True,113.374,"LINESTRING (122.9570697 14.1126173, 122.956066 14.1129207)",yes,,,
238096375,2,Captain Abaño,residential,False,True,191.636,"LINESTRING (122.9570697 14.1126173, 122.9570784 14.1108939)",yes,,,
239036496,2,Urbano,residential,False,False,130.348,"LINESTRING (122.9548873 14.1080946, 122.9560942 14.1081586)",,,,
239036496,2,Urbano,residential,False,True,150.89,"LINESTRING (122.9548873 14.1080946, 122.9534902 14.1080205)",,,,
"[258547120, 238095490, 258546675]",,J. Lukban Extension,tertiary,False,True,83.876,"LINESTRING (122.9548873 14.1080946, 122.9548764 14.1083066, 122.9548693 14.1084496, 122.9548568 14.1088483)",,yes,,
239036496,2,Urbano,residential,False,True,130.348,"LINESTRING (122.9560942 14.1081586, 122.9548873 14.1080946)",,,,
"[1058041450, 238093286, 242250663]",4,F. Pimentel Avenue,primary,False,True,234.88299999999998,"LINESTRING (122.9560942 14.1081586, 122.9560914 14.108212, 122.9560572 14.1088559, 122.9560474 14.1090322, 122.9560083 14.1097337, 122.9560054 14.1097864, 122.956001 14.1099847, 122.9559994 14.1101026, 122.9559981 14.1101614, 122.9559968 14.1102191, 122.9559957 14.1102686)",yes,yes,621,
238094693,2,Zaldua Street,tertiary,False,True,49.959,"LINESTRING (122.959087 14.110459, 122.9590493 14.1109068)",yes,,,
239036497,2,Dulongbayan Ilaod,tertiary,False,False,98.836,"LINESTRING (122.959087 14.110459, 122.9581728 14.110396)",yes,,,
239559974,2,Curri,residential,False,False,95.492,"LINESTRING (122.9546162 14.1125472, 122.9537311 14.1125732)",yes,,,
239871062,2,Justo Lukban Street,secondary,False,False,39.377,"LINESTRING (122.9546162 14.1125472, 122.9546033 14.1121933)",,,,
239871062,2,Justo Lukban Street,secondary,False,True,56.617,"LINESTRING (122.9546162 14.1125472, 122.9546517 14.1130552)",,,,
238092903,2,,secondary,False,False,70.536,"LINESTRING (122.9518576 14.1126148, 122.9518714 14.113249)",yes,,,
238092903,2,,secondary,False,True,54.089,"LINESTRING (122.9518576 14.1126148, 122.9518633 14.1121284)",yes,,,
239559974,2,Curri,residential,False,True,86.949,"LINESTRING (122.9518576 14.1126148, 122.9526636 14.112594)",yes,,,
239772068,,Vicente Basit Street,tertiary,False,False,83.524,"LINESTRING (122.9563101 14.114127, 122.9555525 14.1142832)",yes,,,
241268375,4,F. Pimentel Avenue,primary,False,False,83.732,"LINESTRING (122.9563101 14.114127, 122.9564454 14.1148685)",yes,,,
905354311,,Vicente Basit Street,tertiary,False,False,154.209,"LINESTRING (122.9563101 14.114127, 122.9577151 14.1138688)",,,,
"[626314322, 566559133, 241268374]","['2', '4', '3']",F. Pimentel Avenue,primary,False,True,136.70999999999998,"LINESTRING (122.9563101 14.114127, 122.956226 14.113756, 122.9561245 14.1132164, 122.956066 14.1129207)",yes,yes,621,
239560164,2,Suzara Street,tertiary,False,False,52.324,"LINESTRING (122.9589516 14.1153695, 122.9588084 14.1149199)",,,,
241575715,2,Governor Panotes Avenue,secondary,False,True,110.927,"LINESTRING (122.9589516 14.1153695, 122.9599766 14.1152856)",,,,
241575715,2,Governor Panotes Avenue,secondary,False,False,107.838,"LINESTRING (122.9589516 14.1153695, 122.958048 14.1154194, 122.9579537 14.1154301)",,,,
239560164,2,Suzara Street,tertiary,False,False,93.542,"LINESTRING (122.9586891 14.1145454, 122.9584438 14.1137385)",,,,
239560164,2,Suzara Street,tertiary,False,True,32.422,"LINESTRING (122.9586891 14.1145454, 122.9587778 14.114824)",,,,
239871061,,Dasmariñas Street,tertiary,False,True,90.87,"LINESTRING (122.9586891 14.1145454, 122.9578601 14.1146919)",,,,
239560164,2,Suzara Street,tertiary,False,True,93.542,"LINESTRING (122.9584438 14.1137385, 122.9586891 14.1145454)",,,,
905354311,,Vicente Basit Street,tertiary,False,True,79.906,"LINESTRING (122.9584438 14.1137385, 122.9577151 14.1138688)",,,,
241575715,2,Governor Panotes Avenue,secondary,False,False,110.927,"LINESTRING (122.9599766 14.1152856, 122.9589516 14.1153695)",,,,
239772090,,Zabala Street,unclassified,True,False,62.657,"LINESTRING (122.954548 14.1165729, 122.9542247 14.1161047)",,,,
951694547,2,Vinzons Avenue,primary,False,True,53.97,"LINESTRING (122.954548 14.1165729, 122.9549618 14.1162999)",,,,
239843503,,Vicente Basit Street,tertiary,False,False,140.974,"LINESTRING (122.9533694 14.1146814, 122.9532496 14.1147035, 122.9522508 14.1153225)",,,,
239843503,,Vicente Basit Street,tertiary,False,True,151.107,"LINESTRING (122.9533694 14.1146814, 122.9537531 14.1146111, 122.9547463 14.1144292)",,,,
239772090,,Zabala Street,unclassified,True,False,143.418,"LINESTRING (122.9540372 14.1157968, 122.9533694 14.1146814)",,,,
239871467,,I. Moreno Street,unclassified,True,False,89.913,"LINESTRING (122.9540372 14.1157968, 122.9548591 14.1156608)",yes,,,
240966777,,J. Coreses Street,unclassified,True,False,20.645000000000003,"LINESTRING (122.9557881 14.1155974, 122.9558105 14.1156403, 122.9558196 14.1156822, 122.9558168 14.1157224, 122.9557968 14.1157733)",,,,30
239772068,,Vicente Basit Street,tertiary,False,True,83.524,"LINESTRING (122.9555525 14.1142832, 122.9563101 14.114127)",yes,,,
239772081,,J. Coreses Street,unclassified,True,False,79.162,"LINESTRING (122.9555525 14.1142832, 122.9557 14.1149806)",,,,30
239843503,,Vicente Basit Street,tertiary,False,False,88.442,"LINESTRING (122.9555525 14.1142832, 122.9547463 14.1144292)",,,,
240966777,,J. Coreses Street,unclassified,True,False,69.24,"LINESTRING (122.9557 14.1149806, 122.9557881 14.1155974)",,,,30
240966778,,Turko Boayes Street,tertiary,True,False,96.79,"LINESTRING (122.9557 14.1149806, 122.9548128 14.1151124)",,,,
700453464,2,Vinzons Avenue,primary,False,False,107.409,"LINESTRING (122.9557968 14.1157733, 122.9549618 14.1162999)",,,,
50625272,4,Vinzons Avenue,primary,False,True,88.192,"LINESTRING (122.9557968 14.1157733, 122.9560071 14.1156482, 122.9560789 14.1156211, 122.9561164 14.1156139, 122.9561586 14.1156057, 122.9564106 14.1155775, 122.9565676 14.1155523)",,,,
242244084,2,Justo Lukban Street,secondary,False,False,76.306,"LINESTRING (122.9548128 14.1151124, 122.9547463 14.1144292)",yes,,,
242244084,2,Justo Lukban Street,secondary,False,True,61.183,"LINESTRING (122.9548128 14.1151124, 122.9548591 14.1156608)",yes,,,
242244084,2,Justo Lukban Street,secondary,False,False,61.183,"LINESTRING (122.9548591 14.1156608, 122.9548128 14.1151124)",yes,,,
242244084,2,Justo Lukban Street,secondary,False,True,71.923,"LINESTRING (122.9548591 14.1156608, 122.9549618 14.1162999)",yes,,,
239871181,,I. Moreno Street,unclassified,True,False,100.568,"LINESTRING (122.9548591 14.1156608, 122.9556701 14.1155896, 122.9557881 14.1155974)",,,,
238092901,2,Magallanes Iraya,secondary,False,False,76.203,"LINESTRING (122.9526634 14.1131713, 122.9533688 14.1131307)",yes,,,
238092901,2,Magallanes Iraya,secondary,False,True,85.844,"LINESTRING (122.9526634 14.1131713, 122.9518714 14.113249)",yes,,,
240290085,2,P. Burgos Street,residential,False,False,64.193,"LINESTRING (122.9526634 14.1131713, 122.9526636 14.112594)",yes,,,
238093285,2,Dulongbayan Iraya,secondary,False,False,15.777,"LINESTRING (122.9526055 14.1101305, 122.9524593 14.1101253)",yes,,,
238093285,2,Dulongbayan Iraya,secondary,False,True,61.793,"LINESTRING (122.9526055 14.1101305, 122.9531777 14.11016)",yes,,,
