osmid,lanes,name,highway,width,oneway,reversed,length,maxspeed,ref,geometry
243688624,2,A. Bonifacio Street,residential,6.1,False,False,128.819,,,"LINESTRING (121.1803591 16.5205909, 121.1792571 16.5210662)"
243688624,2,A. Bonifacio Street,residential,6.1,False,True,106.716,,,"LINESTRING (121.1803591 16.5205909, 121.1812679 16.5201885)"
346415334,4,Bintawan Road,secondary,12.2,False,False,142.268,40,,"LINESTRING (121.1803591 16.5205909, 121.1809124 16.5217552)"
346415334,4,Bintawan Road,secondary,12.2,False,True,229.316,40,,"LINESTRING (121.1803591 16.5205909, 121.1794673 16.5187142)"
860789514,4,J. P. Rizal Avenue,primary,12.8,False,True,29.425,40,1,"LINESTRING (121.1813361 16.5178914, 121.1810782 16.5179857)"
243946014,4,J. P. Rizal Avenue,primary,12.8,False,False,102.94400000000002,40,1,"LINESTRING (121.1813361 16.5178914, 121.1814277 16.5178521, 121.182062 16.5175798, 121.1822174 16.517513)"
"[860789513, 243686663]",2,General Santos Street,tertiary,8,False,True,69.707,30,,"LINESTRING (121.1813361 16.5178914, 121.1814528 16.518139, 121.1816025 16.5184639)"
111474619,2,General Santos Street,residential,8,False,True,160.193,,,"LINESTRING (121.1816025 16.5184639, 121.182204 16.5197841)"
"[860789513, 243686663]",2,General Santos Street,tertiary,8,False,False,69.707,30,,"LINESTRING (121.1816025 16.5184639, 121.1814528 16.518139, 121.1813361 16.5178914)"
"[860789512, 1017157027]",2,J. Manzano Street,tertiary,8,False,False,141.183,30,,"LINESTRING (121.1816025 16.5184639, 121.1819928 16.518603, 121.1828457 16.5189015)"
118687245,2,Gaddang Street,unclassified,11,False,True,168.297,,,"LINESTRING (121.1822174 16.517513, 121.1828457 16.5189015)"
118687245,2,Gaddang Street,unclassified,11,False,False,229.57299999999998,,,"LINESTRING (121.1822174 16.517513, 121.1818546 16.5167234, 121.1816321 16.5162166, 121.1813684 16.5156157)"
243946014,4,J. P. Rizal Avenue,primary,12.8,False,False,101.491,40,1,"LINESTRING (121.1822174 16.517513, 121.1823337 16.5174631, 121.1828707 16.5172326, 121.1830863 16.51714)"
243946014,4,J. P. Rizal Avenue,primary,12.8,False,True,102.94400000000002,40,1,"LINESTRING (121.1822174 16.517513, 121.182062 16.5175798, 121.1814277 16.5178521, 121.1813361 16.5178914)"
141460528,2,Bintawan Road,residential,6.1,False,False,145.503,,,"LINESTRING (121.1779379 16.5156136, 121.1774188 16.5144034)"
243937550,4,Burgos Street,tertiary,,False,False,108.168,30,,"LINESTRING (121.1779379 16.5156136, 121.177023 16.5160342)"
1017157003,2,Bintawan Road,residential,6.1,False,True,143.299,,,"LINESTRING (121.1779379 16.5156136, 121.1784858 16.5167904)"
1017157005,4,Burgos Street,tertiary,,False,True,117.967,30,,"LINESTRING (121.1779379 16.5156136, 121.1789438 16.5151715)"
118687245,2,Gaddang Street,unclassified,11,False,True,150.784,,,"LINESTRING (121.1808086 16.5143704, 121.1813684 16.5156157)"
1017157025,2,Burgos Street,secondary,6.1,False,False,131.278,50,,"LINESTRING (121.1808086 16.5143704, 121.1796867 16.5148571)"
97022197,2,Burgos Street,secondary,6.1,False,True,101.633,50,,"LINESTRING (121.1808086 16.5143704, 121.1809925 16.5142931, 121.1816817 16.5140034)"
243685152,2,Plaridel Street,residential,6.1,False,False,88.483,,,"LINESTRING (121.178416 16.5139551, 121.1791785 16.5136408)"
243685152,2,Plaridel Street,residential,6.1,False,True,117.417,,,"LINESTRING (121.178416 16.5139551, 121.1774188 16.5144034)"
243935389,4,Aquino Avenue,primary,12.8,False,False,146.51999999999998,40,1,"LINESTRING (121.178416 16.5139551, 121.1787387 16.5147229, 121.1788962 16.5150771, 121.1789438 16.5151715)"
1017156997,2,Mabini Street,unclassified,6.1,False,True,110.682,,,"LINESTRING (121.1784858 16.5167904, 121.1775509 16.5172233)"
1017157003,2,Bintawan Road,residential,6.1,False,False,143.299,,,"LINESTRING (121.1784858 16.5167904, 121.1779379 16.5156136)"
141460542,4,Mabini Street,unclassified,12.2,False,False,113.479,,,"LINESTRING (121.1784858 16.5167904, 121.1787272 16.5166888, 121.1792702 16.5164797, 121.1794681 16.5163975)"
1017157003,2,Bintawan Road,residential,6.1,False,True,149.206,,,"LINESTRING (121.1784858 16.5167904, 121.1786019 16.5169967, 121.1791212 16.5179859)"
118687245,2,Gaddang Street,unclassified,11,False,False,168.297,,,"LINESTRING (121.1828457 16.5189015, 121.1822174 16.517513)"
1017157028,2,Gaddang Street,unclassified,11,False,True,63.887,,,"LINESTRING (121.1828457 16.5189015, 121.1830868 16.5194275)"
111474620,2,J. Manzano Street,tertiary,8,False,False,89.09400000000001,30,,"LINESTRING (121.1828457 16.5189015, 121.1830427 16.5189723, 121.1833988 16.5190977, 121.1836289 16.5191811)"
"[860789512, 1017157027]",2,J. Manzano Street,tertiary,8,False,True,141.183,30,,"LINESTRING (121.1828457 16.5189015, 121.1819928 16.518603, 121.1816025 16.5184639)"
243946014,4,J. P. Rizal Avenue,primary,12.8,False,False,106.892,40,1,"LINESTRING (121.1830863 16.51714, 121.1831939 16.5170938, 121.1835911 16.5169233, 121.1838252 16.5168228, 121.1838778 16.5168002, 121.1840014 16.5167471)"
243946014,4,J. P. Rizal Avenue,primary,12.8,False,True,101.491,40,1,"LINESTRING (121.1830863 16.51714, 121.1828707 16.5172326, 121.1823337 16.5174631, 121.1822174 16.517513)"
346415333,2,A. Luna Street,unclassified,11,False,False,230.61900000000003,,,"LINESTRING (121.1830863 16.51714, 121.1827578 16.5163467, 121.1822549 16.5152255)"
346415333,2,A. Luna Street,unclassified,11,False,True,230.749,,,"LINESTRING (121.1830863 16.51714, 121.183206 16.5173702, 121.183592 16.5182014, 121.1839772 16.519031)"
141460542,4,Mabini Street,unclassified,12.2,False,False,102.953,,,"LINESTRING (121.1822549 16.5152255, 121.1831367 16.514848)"
141460542,4,Mabini Street,unclassified,12.2,False,True,103.991,,,"LINESTRING (121.1822549 16.5152255, 121.1813684 16.5156157)"
346415333,2,A. Luna Street,unclassified,11,False,False,148.999,,,"LINESTRING (121.1822549 16.5152255, 121.1816817 16.5140034)"
346415333,2,A. Luna Street,unclassified,11,False,True,230.61900000000003,,,"LINESTRING (121.1822549 16.5152255, 121.1827578 16.5163467, 121.1830863 16.51714)"
346415333,2,A. Luna Street,unclassified,11,False,True,148.999,,,"LINESTRING (121.1816817 16.5140034, 121.1822549 16.5152255)"
97022197,2,Burgos Street,secondary,6.1,False,False,101.633,50,,"LINESTRING (121.1816817 16.5140034, 121.1809925 16.5142931, 121.1808086 16.5143704)"
97022197,2,Burgos Street,secondary,6.1,False,True,102.662,50,,"LINESTRING (121.1816817 16.5140034, 121.1825269 16.5136339, 121.1825581 16.5136208)"
141460528,2,Bintawan Road,residential,6.1,False,True,145.503,,,"LINESTRING (121.1774188 16.5144034, 121.1779379 16.5156136)"
243685152,2,Plaridel Street,residential,6.1,False,False,117.417,,,"LINESTRING (121.1774188 16.5144034, 121.178416 16.5139551)"
243685152,2,Plaridel Street,residential,6.1,False,True,109.878,,,"LINESTRING (121.1774188 16.5144034, 121.1764798 16.5148108)"
141460542,4,Mabini Street,unclassified,12.2,False,False,89.847,,,"LINESTRING (121.1794681 16.5163975, 121.1802453 16.516085)"
141460542,4,Mabini Street,unclassified,12.2,False,True,113.479,,,"LINESTRING (121.1794681 16.5163975, 121.1792702 16.5164797, 121.1787272 16.5166888, 121.1784858 16.5167904)"
243676016,4,Aquino Avenue,primary,12.8,False,False,165.72100000000003,40,1,"LINESTRING (121.1794681 16.5163975, 121.1795111 16.5165016, 121.1797314 16.5170059, 121.1799861 16.5175903, 121.1800488 16.5176929, 121.1801001 16.5177552)"
860789510,4,Aquino Avenue,primary,12.8,False,True,147.35500000000002,40,1,"LINESTRING (121.1794681 16.5163975, 121.1793572 16.5161479, 121.1789802 16.5152703, 121.1789438 16.5151715)"
141460542,4,Mabini Street,unclassified,12.2,False,True,104.602,,,"LINESTRING (121.184915 16.5140888, 121.1840198 16.5144739)"
118687245,2,Gaddang Street,unclassified,11,False,False,150.784,,,"LINESTRING (121.1813684 16.5156157, 121.1808086 16.5143704)"
141460542,4,Mabini Street,unclassified,12.2,False,False,103.991,,,"LINESTRING (121.1813684 16.5156157, 121.1822549 16.5152255)"
141460542,4,Mabini Street,unclassified,12.2,False,True,78.163,,,"LINESTRING (121.1813684 16.5156157, 121.1806963 16.5158966)"
118687245,2,Gaddang Street,unclassified,11,False,True,229.573,,,"LINESTRING (121.1813684 16.5156157, 121.1816321 16.5162166, 121.1818546 16.5167234, 121.1822174 16.517513)"
141460549,4,Espino Street,residential,12.2,False,False,230.414,,,"LINESTRING (121.1840014 16.5167471, 121.1831367 16.514848)"
141460549,4,Espino Street,residential,12.2,False,True,230.137,,,"LINESTRING (121.1840014 16.5167471, 121.1841793 16.5171063, 121.1844351 16.5176631, 121.1848801 16.5186374)"
243946014,4,J. P. Rizal Avenue,primary,12.8,False,False,101.016,40,1,"LINESTRING (121.1840014 16.5167471, 121.1841022 16.5167038, 121.1848662 16.5163758)"
243946014,4,J. P. Rizal Avenue,primary,12.8,False,True,106.89200000000001,40,1,"LINESTRING (121.1840014 16.5167471, 121.1838778 16.5168002, 121.1838252 16.5168228, 121.1835911 16.5169233, 121.1831939 16.5170938, 121.1830863 16.51714)"
141460542,4,Mabini Street,unclassified,12.2,False,False,102.926,,,"LINESTRING (121.1831367 16.514848, 121.1840198 16.5144739)"
141460542,4,Mabini Street,unclassified,12.2,False,True,102.953,,,"LINESTRING (121.1831367 16.514848, 121.1822549 16.5152255)"
141460549,4,Espino Street,residential,12.2,False,True,230.414,,,"LINESTRING (121.1831367 16.514848, 121.1840014 16.5167471)"
141460549,4,Espino Street,residential,12.2,False,False,149.755,,,"LINESTRING (121.1831367 16.514848, 121.1829939 16.5145378, 121.1825581 16.5136208)"
141460542,4,Mabini Street,unclassified,12.2,False,False,104.602,,,"LINESTRING (121.1840198 16.5144739, 121.184915 16.5140888)"
141460542,4,Mabini Street,unclassified,12.2,False,True,102.926,,,"LINESTRING (121.1840198 16.5144739, 121.1831367 16.514848)"
346402516,4,Magsaysay Street,residential,12.2,False,True,229.927,,,"LINESTRING (121.1840198 16.5144739, 121.1848662 16.5163758)"
1017157005,4,Burgos Street,tertiary,,False,False,117.967,30,,"LINESTRING (121.1789438 16.5151715, 121.1779379 16.5156136)"
1017157025,2,Burgos Street,secondary,6.1,False,True,86.572,50,,"LINESTRING (121.1789438 16.5151715, 121.1796867 16.5148571)"
243935389,4,Aquino Avenue,primary,12.8,False,True,146.52,40,1,"LINESTRING (121.1789438 16.5151715, 121.1788962 16.5150771, 121.1787387 16.5147229, 121.178416 16.5139551)"
860789510,4,Aquino Avenue,primary,12.8,False,False,147.35500000000002,40,1,"LINESTRING (121.1789438 16.5151715, 121.1789802 16.5152703, 121.1793572 16.5161479, 121.1794681 16.5163975)"
141460525,2,A. Luna Street,residential,,False,True,41.395,,,"LINESTRING (121.1839772 16.519031, 121.1841358 16.5193708)"
243688624,2,A. Bonifacio Street,residential,6.1,False,False,40.709,,,"LINESTRING (121.1839772 16.519031, 121.1836289 16.5191811)"
860789526,4,A. Bonifacio Street,residential,12.2,False,True,105.737,,,"LINESTRING (121.1839772 16.519031, 121.1848801 16.5186374)"
346415333,2,A. Luna Street,unclassified,11,False,False,230.749,,,"LINESTRING (121.1839772 16.519031, 121.183592 16.5182014, 121.183206 16.5173702, 121.1830863 16.51714)"
346402516,4,Magsaysay Street,residential,12.2,False,False,229.927,,,"LINESTRING (121.1848662 16.5163758, 121.1840198 16.5144739)"
243946014,4,J. P. Rizal Avenue,primary,12.8,False,True,101.016,40,1,"LINESTRING (121.1848662 16.5163758, 121.1841022 16.5167038, 121.1840014 16.5167471)"
