osmid,oneway,highway,reversed,length,lanes,ref,name,geometry,junction
312366933,True,tertiary,False,14.294,,,,"LINESTRING (124.7476944 6.3741929, 124.7476202 6.3742982)",
924418521,False,tertiary,False,54.777,2,,,"LINESTRING (124.7476944 6.3741929, 124.7481224 6.3739444)",
31658643,False,trunk,False,103.495,4,1,Koronadal-Cotabato Highway,"LINESTRING (124.7476557 6.3746681, 124.7481211 6.3754758)",
251471244,True,trunk,False,29.32,2,1,Koronadal-Cotabato Highway,"LINESTRING (124.7476557 6.3746681, 124.74757 6.3745686, 124.7474792 6.3744713)",
924418521,False,tertiary,False,18.808,2,,,"LINESTRING (124.7481224 6.3739444, 124.7482686 6.3738578)",
924418521,False,tertiary,True,54.777,2,,,"LINESTRING (124.7481224 6.3739444, 124.7476944 6.3741929)",
61395800,False,unclassified,False,87.336,,,,"LINESTRING (124.7470542 6.3720443, 124.7463682 6.3724343)",
61395801,True,unclassified,False,242.022,,,,"LINESTRING (124.7470542 6.3720443, 124.7481224 6.3739444)",
173469255,False,unclassified,False,73.291,,,,"LINESTRING (124.7470542 6.3720443, 124.7476297 6.3717167)",
168266913,False,unclassified,True,13.465,,,,"LINESTRING (124.7481418 6.371426, 124.7482461 6.3713634)",
173469255,False,unclassified,True,65.172,,,,"LINESTRING (124.7481418 6.371426, 124.7476297 6.3717167)",
173469254,True,unclassified,False,238.765,,,,"LINESTRING (124.7492007 6.3732977, 124.7481418 6.371426)",
924418521,False,tertiary,True,23.384,2,,,"LINESTRING (124.7492007 6.3732977, 124.7490169 6.3734019)",
862939724,True,trunk,False,10.643,2,1,Surallah Roundball,"LINESTRING (124.7476202 6.3742982, 124.7476187 6.374346, 124.7476025 6.3743911)",circular
31658509,False,trunk,False,196.242,4,1,Isulan-Surallah Road,"LINESTRING (124.7463682 6.3724343, 124.7472601 6.3739604)",
61395800,False,unclassified,False,76.443,,,,"LINESTRING (124.7463682 6.3724343, 124.7457697 6.372779)",
61395800,False,unclassified,True,87.336,,,,"LINESTRING (124.7463682 6.3724343, 124.7470542 6.3720443)",
168272242,False,tertiary,False,5.609,,,,"LINESTRING (124.7511337 6.3717084, 124.7511131 6.3717545)",
168272242,False,tertiary,True,11.17,,,,"LINESTRING (124.7505605 6.3728901, 124.7506068 6.3728008)",
697718733,False,unclassified,False,11.091,,,,"LINESTRING (124.7505605 6.3728901, 124.7506604 6.3728997)",
168272242,False,tertiary,False,158.83,,,,"LINESTRING (124.7505605 6.3728901, 124.7501367 6.3736978, 124.7501045 6.3738031, 124.7501153 6.3738857, 124.7502678 6.3741722)",
168272242,False,tertiary,False,141.812,,,,"LINESTRING (124.7502678 6.3741722, 124.7509038 6.3752799)",
168272242,False,tertiary,True,158.83,,,,"LINESTRING (124.7502678 6.3741722, 124.7501153 6.3738857, 124.7501045 6.3738031, 124.7501367 6.3736978, 124.7505605 6.3728901)",
605480870,False,unclassified,False,76.027,,,,"LINESTRING (124.7502678 6.3741722, 124.7501376 6.3742511, 124.7496777 6.3745237)",
31658643,False,trunk,False,138.695,4,1,Koronadal-Cotabato Highway,"LINESTRING (124.7481211 6.3754758, 124.7487634 6.3765474)",
31658643,False,trunk,True,103.495,4,1,Koronadal-Cotabato Highway,"LINESTRING (124.7481211 6.3754758, 124.7476557 6.3746681)",
605480870,False,unclassified,True,109.115,,,,"LINESTRING (124.7481211 6.3754758, 124.7489619 6.3749613)",
168235457,False,unclassified,True,74.756,,,,"LINESTRING (124.7434575 6.3715009, 124.7437676 6.3720984)",
168235453,False,unclassified,False,81.607,,,Tomas Pinpin Street,"LINESTRING (124.7437676 6.3720984, 124.7444037 6.3717256)",
168235457,False,unclassified,False,74.756,,,,"LINESTRING (124.7437676 6.3720984, 124.7434575 6.3715009)",
168235457,False,unclassified,True,175.576,,,,"LINESTRING (124.7437676 6.3720984, 124.7445626 6.3734655)",
168235744,False,residential,False,82.704,,,,"LINESTRING (124.746895 6.3746831, 124.746494 6.3740551)",
168235744,False,residential,True,10.575,,,,"LINESTRING (124.746895 6.3746831, 124.7469617 6.3747513)",
168235443,True,tertiary,False,61.784000000000006,2,,,"LINESTRING (124.746895 6.3746831, 124.74719 6.3744408, 124.7473104 6.3743127)",
168235744,False,residential,False,10.575,,,,"LINESTRING (124.7469617 6.3747513, 124.746895 6.3746831)",
168235441,True,tertiary,False,57.217,2,,,"LINESTRING (124.7469617 6.3747513, 124.7467221 6.3750207, 124.7466213 6.375139)",
168235443,True,tertiary,False,101.674,2,,,"LINESTRING (124.7459472 6.3757623, 124.7465515 6.3750728)",
168235457,False,unclassified,False,86.345,,,,"LINESTRING (124.7459472 6.3757623, 124.7455613 6.3750871)",
168235457,False,unclassified,True,13.12,,,,"LINESTRING (124.7459472 6.3757623, 124.7460204 6.3758552)",
168235441,True,tertiary,False,117.227,2,,,"LINESTRING (124.7460204 6.3758552, 124.7453266 6.3766527)",
168235457,False,unclassified,False,13.12,,,,"LINESTRING (124.7460204 6.3758552, 124.7459472 6.3757623)",
168235457,False,unclassified,True,313.25,,,,"LINESTRING (124.7460204 6.3758552, 124.7461103 6.3759773, 124.7470326 6.3775304, 124.7477865 6.3771033)",
168272254,False,unclassified,False,141.366,,,,"LINESTRING (124.7495922 6.3760676, 124.7489619 6.3749613)",
168272254,False,unclassified,True,220.535,,,,"LINESTRING (124.7495922 6.3760676, 124.7506105 6.3777733)",
605480869,False,tertiary,True,93.688,,,,"LINESTRING (124.7495922 6.3760676, 124.7503149 6.3756271)",
605480869,False,tertiary,False,105.994,,,,"LINESTRING (124.7495922 6.3760676, 124.7488923 6.3764722, 124.7487634 6.3765474)",
31658643,False,trunk,False,220.548,4,1,Koronadal-Cotabato Highway,"LINESTRING (124.7487634 6.3765474, 124.7497585 6.3782667)",
31658643,False,trunk,True,138.695,4,1,Koronadal-Cotabato Highway,"LINESTRING (124.7487634 6.3765474, 124.7481211 6.3754758)",
168235457,False,unclassified,False,106.93,,,,"LINESTRING (124.7487634 6.3765474, 124.7484228 6.376734, 124.7479287 6.3770334)",
605480869,False,tertiary,True,105.994,,,,"LINESTRING (124.7487634 6.3765474, 124.7488923 6.3764722, 124.7495922 6.3760676)",
168235443,True,tertiary,False,113.719,2,,,"LINESTRING (124.7439279 6.3781591, 124.7446033 6.3773875)",
168236505,False,tertiary_link,False,10.23,,,,"LINESTRING (124.7439279 6.3781591, 124.7439963 6.3782211)",
168235453,False,unclassified,True,70.025,,,Tomas Pinpin Street,"LINESTRING (124.7449453 6.3713987, 124.7444037 6.3717256)",
168235744,False,residential,True,178.484,,,,"LINESTRING (124.7449453 6.3713987, 124.7457697 6.372779)",
168235453,False,unclassified,False,70.025,,,Tomas Pinpin Street,"LINESTRING (124.7444037 6.3717256, 124.7449453 6.3713987)",
168235453,False,unclassified,True,81.607,,,Tomas Pinpin Street,"LINESTRING (124.7444037 6.3717256, 124.7437676 6.3720984)",
168235741,False,residential,False,175.464,,,,"LINESTRING (124.7444037 6.3717256, 124.7451506 6.3731181)",
61395800,False,unclassified,False,78.118,,,,"LINESTRING (124.7457697 6.372779, 124.7451506 6.3731181)",
61395800,False,unclassified,True,76.443,,,,"LINESTRING (124.7457697 6.372779, 124.7463682 6.3724343)",
168235744,False,residential,False,178.484,,,,"LINESTRING (124.7457697 6.372779, 124.7449453 6.3713987)",
168235744,False,residential,True,162.928,,,,"LINESTRING (124.7457697 6.372779, 124.74614 6.3734124, 124.746494 6.3740551)",
61395800,False,unclassified,False,75.594,,,,"LINESTRING (124.7451506 6.3731181, 124.7445626 6.3734655)",
61395800,False,unclassified,True,78.118,,,,"LINESTRING (124.7451506 6.3731181, 124.7457697 6.372779)",
168235741,False,residential,False,173.641,,,,"LINESTRING (124.7451506 6.3731181, 124.7459686 6.3744514)",
168235741,False,residential,True,175.464,,,,"LINESTRING (124.7451506 6.3731181, 124.7444037 6.3717256)",
61395800,False,unclassified,True,75.594,,,,"LINESTRING (124.7445626 6.3734655, 124.7451506 6.3731181)",
168235457,False,unclassified,False,175.576,,,,"LINESTRING (124.7445626 6.3734655, 124.7437676 6.3720984)",
168235457,False,unclassified,True,135.943,,,,"LINESTRING (124.7445626 6.3734655, 124.7452062 6.3745074)",
168235744,False,residential,True,82.704,,,,"LINESTRING (124.746494 6.3740551, 124.746895 6.3746831)",
168235738,False,residential,False,61.090999999999994,,,,"LINESTRING (124.746494 6.3740551, 124.7463982 6.3741267, 124.7462868 6.374243, 124.7461321 6.3744646)",
168235744,False,residential,False,162.928,,,,"LINESTRING (124.746494 6.3740551, 124.74614 6.3734124, 124.7457697 6.372779)",
168235738,False,residential,False,20.014,,,,"LINESTRING (124.7461321 6.3744646, 124.7460248 6.3746096)",
168235738,False,residential,True,61.091,,,,"LINESTRING (124.7461321 6.3744646, 124.7462868 6.374243, 124.7463982 6.3741267, 124.746494 6.3740551)",
168235739,False,residential,True,18.187,,,,"LINESTRING (124.7461321 6.3744646, 124.7460709 6.374466, 124.7460202 6.3744594, 124.7459686 6.3744514)",
168235741,False,residential,False,18.655,,,,"LINESTRING (124.7459686 6.3744514, 124.7460248 6.3746096)",
168235741,False,residential,True,173.641,,,,"LINESTRING (124.7459686 6.3744514, 124.7451506 6.3731181)",
168235739,False,residential,False,18.187,,,,"LINESTRING (124.7459686 6.3744514, 124.7460202 6.3744594, 124.7460709 6.374466, 124.7461321 6.3744646)",
168235457,False,unclassified,False,135.943,,,,"LINESTRING (124.7452062 6.3745074, 124.7445626 6.3734655)",
168235457,False,unclassified,True,75.465,,,,"LINESTRING (124.7452062 6.3745074, 124.7455613 6.3750871)",
168235742,False,residential,False,224.884,,,,"LINESTRING (124.7452062 6.3745074, 124.7438764 6.3760383)",
168235738,False,residential,False,73.774,,,,"LINESTRING (124.7460248 6.3746096, 124.7455613 6.3750871)",
168235738,False,residential,True,20.014,,,,"LINESTRING (124.7460248 6.3746096, 124.7461321 6.3744646)",
168235741,False,residential,True,18.655,,,,"LINESTRING (124.7460248 6.3746096, 124.7459686 6.3744514)",
168235457,False,unclassified,False,75.465,,,,"LINESTRING (124.7455613 6.3750871, 124.7452062 6.3745074)",
168235457,False,unclassified,True,86.345,,,,"LINESTRING (124.7455613 6.3750871, 124.7459472 6.3757623)",
168235734,False,unclassified,True,235.766,,,,"LINESTRING (124.7455613 6.3750871, 124.7442033 6.3767224)",
168235738,False,residential,True,73.774,,,,"LINESTRING (124.7455613 6.3750871, 124.7460248 6.3746096)",
168235737,False,residential,False,140.082,,,,"LINESTRING (124.7427946 6.3752379, 124.7434588 6.3763109)",
168235442,False,unclassified,True,122.53200000000001,,,,"LINESTRING (124.7427946 6.3752379, 124.7430854 6.3750538, 124.7431463 6.3750146, 124.743159 6.374999, 124.7431637 6.37498, 124.7431596 6.374955, 124.7431504 6.3749316, 124.7431255 6.3748772, 124.7428602 6.374409)",
168235743,False,residential,False,45.572,,,,"LINESTRING (124.7439454 6.3770422, 124.7442033 6.3767224)",
168235737,False,residential,True,97.667,,,,"LINESTRING (124.7439454 6.3770422, 124.7438869 6.3769824, 124.7434588 6.3763109)",
168235743,False,residential,True,85.59700000000001,,,,"LINESTRING (124.7439454 6.3770422, 124.7438955 6.3771054, 124.7434671 6.3776477)",
168235443,True,tertiary,False,113.607,2,,,"LINESTRING (124.7446033 6.3773875, 124.7452551 6.3765974)",
168235745,False,unclassified,False,8.471,,,,"LINESTRING (124.7446033 6.3773875, 124.7446467 6.3774503)",
168235745,False,unclassified,True,86.159,,,,"LINESTRING (124.7446033 6.3773875, 124.744539 6.3772797, 124.7442033 6.3767224)",
168235735,False,residential,True,126.691,,,,"LINESTRING (124.7434671 6.3776477, 124.742897 6.3766592)",
168235743,False,residential,True,81.693,,,,"LINESTRING (124.7434671 6.3776477, 124.7429698 6.3781913)",
168235743,False,residential,False,85.59700000000001,,,,"LINESTRING (124.7434671 6.3776477, 124.7438955 6.3771054, 124.7439454 6.3770422)",
251471246,True,trunk,False,35.166,2,1,Isulan-Surallah Road,"LINESTRING (124.7473173 6.3742715, 124.7472601 6.3739604)",
862939725,True,trunk,False,25.242,2,1,Surallah Roundball,"LINESTRING (124.7473173 6.3742715, 124.7473351 6.3742336, 124.7473655 6.3741992, 124.7474047 6.3741751, 124.7474492 6.3741635, 124.7474973 6.3741658)",circular
56434391,True,trunk,False,4.644,2,1,Surallah Roundball,"LINESTRING (124.7473104 6.3743127, 124.7473173 6.3742715)",circular
56434391,True,trunk,False,17.301000000000002,2,1,Surallah Roundball,"LINESTRING (124.7473795 6.3744458, 124.7473416 6.3744102, 124.7473177 6.3743641, 124.7473104 6.3743127)",circular
168235441,True,tertiary,False,57.435,2,,,"LINESTRING (124.7473795 6.3744458, 124.7472063 6.3745527, 124.7470767 6.3746577, 124.7469617 6.3747513)",
168236507,False,unclassified,False,10.662,,,,"LINESTRING (124.7465515 6.3750728, 124.7466213 6.375139)",
168235443,True,tertiary,False,57.614,2,,,"LINESTRING (124.7465515 6.3750728, 124.7466993 6.374911, 124.746895 6.3746831)",
168235441,True,tertiary,False,103.69,2,,,"LINESTRING (124.7466213 6.375139, 124.7460204 6.3758552)",
