osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,junction,geometry
113779404,True,2,1,Narra Avenue,trunk,60,False,72.909,,"LINESTRING (125.750486 8.7141335, 125.7511436 8.7140474)"
397916642,False,2,,Lawaan Street,tertiary,,False,99.711,,"LINESTRING (125.750486 8.7141335, 125.7503785 8.7132431)"
727914126,False,2,,,tertiary,,False,10.877,,"LINESTRING (125.750486 8.7141335, 125.750498 8.7142306)"
727914131,False,2,,Molave Street,residential,,False,89.142,,"LINESTRING (125.7485129 8.7139471, 125.7488142 8.7132028)"
770761763,True,2,1,Bayugan City Circle,trunk,60,False,35.738,circular,"LINESTRING (125.7485129 8.7139471, 125.748645 8.7140408, 125.7487496 8.7141638)"
308625016,True,2,1,Narra Avenue,trunk,60,False,122.578,,"LINESTRING (125.7476404 8.7148424, 125.7474652 8.7147651, 125.7473559 8.7147313, 125.7472144 8.714714, 125.7470246 8.7147352, 125.7465613 8.71484)"
770761764,True,2,1,Bayugan City Circle,trunk,60,False,61.857,circular,"LINESTRING (125.7476404 8.7148424, 125.7475825 8.7147166, 125.7475531 8.7145814, 125.7475536 8.7144415, 125.7475846 8.714305)"
113779404,True,2,1,Narra Avenue,trunk,60,False,194.561,,"LINESTRING (125.7487496 8.7141638, 125.748857 8.7142065, 125.7490133 8.714273, 125.7491777 8.7142909, 125.7493199 8.7142887, 125.750486 8.7141335)"
770761765,True,2,1,Bayugan Rotunda,trunk,60,False,60.080000000000005,circular,"LINESTRING (125.7487496 8.7141638, 125.7488096 8.7142797, 125.7488448 8.7144051, 125.7488534 8.7145448, 125.7488313 8.7146831)"
770761763,True,2,1,Bayugan City Circle,trunk,60,False,5.664,circular,"LINESTRING (125.7475846 8.714305, 125.7476032 8.7142575)"
728171816,False,,,,tertiary,,False,9.443,,"LINESTRING (125.7450988 8.7151091, 125.7450941 8.7151939)"
113779405,True,2,1,Narra Avenue,trunk,60,False,28.043,,"LINESTRING (125.7450988 8.7151091, 125.7452048 8.715072, 125.7453428 8.7150361)"
728171816,False,,,,tertiary,,True,41.951,,"LINESTRING (125.7450988 8.7151091, 125.7451223 8.7149606, 125.7452176 8.7147541)"
113778904,False,,,,tertiary,,False,88.531,,"LINESTRING (125.7459367 8.7123183, 125.7457049 8.7130808)"
728238357,False,4,,Bayugan-Esperanza Road,primary,,False,0.211,,"LINESTRING (125.7459367 8.7123183, 125.7459361 8.7123165)"
728238357,False,4,,Bayugan-Esperanza Road,primary,,True,134.356,,"LINESTRING (125.7459367 8.7123183, 125.7468299 8.7131432)"
728238357,False,4,,Bayugan-Esperanza Road,primary,,False,99.157,,"LINESTRING (125.7474825 8.7137589, 125.7468299 8.7131432)"
