osmid,oneway,ref,name,highway,reversed,length,geometry,lanes,maxspeed
259877139,False,670,Borongan-Guiuan Road,primary,False,75.708,"LINESTRING (125.5421829 11.2491551, 125.5418213 11.2485739)",,
259877139,False,670,Borongan-Guiuan Road,primary,True,73.30799999999999,"LINESTRING (125.5421829 11.2491551, 125.5421586 11.2493406, 125.5420902 11.2494425, 125.5418346 11.2496871)",,
352542739,False,,,residential,False,74.267,"LINESTRING (125.5421829 11.2491551, 125.5424014 11.249469, 125.5425572 11.2497129)",,
259877139,False,670,Borongan-Guiuan Road,primary,True,42.952,"LINESTRING (125.5395269 11.2434567, 125.5396369 11.2438276)",,
276436771,False,,,residential,False,64.743,"LINESTRING (125.5395269 11.2434567, 125.5400942 11.2432852)",,
276436771,False,,,residential,True,64.743,"LINESTRING (125.5400942 11.2432852, 125.5395269 11.2434567)",,
259877139,False,670,Borongan-Guiuan Road,primary,False,42.952,"LINESTRING (125.5396369 11.2438276, 125.5395269 11.2434567)",,
259877139,False,670,Borongan-Guiuan Road,primary,True,71.4,"LINESTRING (125.5396369 11.2438276, 125.5398139 11.2444458)",,
276436809,False,,,residential,False,77.042,"LINESTRING (125.5396369 11.2438276, 125.5389558 11.2440114)",,
276436809,False,,,residential,True,50.518,"LINESTRING (125.5396369 11.2438276, 125.5400873 11.2437215)",,
276436805,False,,,residential,True,68.063,"LINESTRING (125.5389558 11.2440114, 125.5390967 11.2446077)",,
276436809,False,,,residential,True,77.042,"LINESTRING (125.5389558 11.2440114, 125.5396369 11.2438276)",,
276436809,False,,,residential,False,102.843,"LINESTRING (125.5389558 11.2440114, 125.5386382 11.2440933, 125.5387602 11.2446841)",,
259877139,False,670,Borongan-Guiuan Road,primary,False,71.4,"LINESTRING (125.5398139 11.2444458, 125.5396369 11.2438276)",,
259877139,False,670,Borongan-Guiuan Road,primary,True,69.706,"LINESTRING (125.5398139 11.2444458, 125.5399199 11.245064)",,
276436783,False,,,residential,True,80.263,"LINESTRING (125.5398139 11.2444458, 125.5390967 11.2446077)",,
276436783,False,,,residential,False,80.263,"LINESTRING (125.5390967 11.2446077, 125.5398139 11.2444458)",,
276436783,False,,,residential,True,37.669,"LINESTRING (125.5390967 11.2446077, 125.5387602 11.2446841)",,
276436805,False,,,residential,False,68.063,"LINESTRING (125.5390967 11.2446077, 125.5389558 11.2440114)",,
276436805,False,,,residential,True,64.277,"LINESTRING (125.5390967 11.2446077, 125.5392109 11.2451748)",,
276436783,False,,,residential,False,37.669,"LINESTRING (125.5387602 11.2446841, 125.5390967 11.2446077)",,
276436809,False,,,residential,False,62.879,"LINESTRING (125.5387602 11.2446841, 125.5388753 11.2452382)",,
276436809,False,,,residential,True,102.843,"LINESTRING (125.5387602 11.2446841, 125.5386382 11.2440933, 125.5389558 11.2440114)",,
