osmid,lanes,highway,maxspeed,oneway,reversed,length,name,geometry
961847343,2,residential,30,False,False,44.004,,"LINESTRING (120.9242273 14.1723253, 120.9246281 14.1724001)"
"[69643338, 625045901]",2,tertiary,,True,False,184.52300000000002,B. Villanueva Street,"LINESTRING (120.9242273 14.1723253, 120.9240989 14.1721607, 120.9236454 14.1714278, 120.9234724 14.1711364, 120.9234374 14.1710774, 120.9233458 14.1709048)"
"[1232815020, 1232815022, 1232815023]",4,secondary,60,False,True,77.822,Crisanto M. delos Reyes Avenue,"LINESTRING (120.9242273 14.1723253, 120.9242428 14.1723748, 120.9242893 14.1724538, 120.9243489 14.172562, 120.9244419 14.1727447, 120.9245526 14.172949)"
"[1232815024, 578070874]",4,secondary,60,False,True,296.36400000000003,Crisanto M. delos Reyes Avenue,"LINESTRING (120.9242273 14.1723253, 120.924212 14.1722546, 120.9242048 14.1721627, 120.9242101 14.1720221, 120.9242167 14.1719308, 120.9242318 14.171786, 120.9242416 14.1716851, 120.9242478 14.1716051, 120.9242673 14.1714136, 120.924287 14.1711445, 120.9242947 14.1711038, 120.9243198 14.1707304, 120.9243253 14.1706618, 120.9243417 14.1704663, 120.9243785 14.1700269, 120.9244398 14.1696739)"
33106298,4,secondary,60,False,True,193.44899999999998,Crisanto M. delos Reyes Avenue,"LINESTRING (120.9244398 14.1696739, 120.9246228 14.1689696, 120.924682 14.1687102, 120.9247468 14.1683742, 120.9248232 14.1679751)"
"[1232815024, 578070874]",4,secondary,60,False,False,296.364,Crisanto M. delos Reyes Avenue,"LINESTRING (120.9244398 14.1696739, 120.9243785 14.1700269, 120.9243417 14.1704663, 120.9243253 14.1706618, 120.9243198 14.1707304, 120.9242947 14.1711038, 120.924287 14.1711445, 120.9242673 14.1714136, 120.9242478 14.1716051, 120.9242416 14.1716851, 120.9242318 14.171786, 120.9242167 14.1719308, 120.9242101 14.1720221, 120.9242048 14.1721627, 120.924212 14.1722546, 120.9242273 14.1723253)"
880046668,2,tertiary,,True,False,135.159,J. Ambagan Street,"LINESTRING (120.9232176 14.1695258, 120.9237054 14.1696707, 120.9238294 14.1697048, 120.9240014 14.1697241, 120.9244398 14.1696739)"
918958720,2,tertiary,,False,True,60.509,J. Ambagan Street,"LINESTRING (120.9232176 14.1695258, 120.9230379 14.1694787, 120.9226758 14.1693838)"
77095911,1,residential,30,False,False,98.243,,"LINESTRING (120.9249305 14.174318, 120.9249911 14.1742066, 120.9250261 14.1741187, 120.9250607 14.1740235, 120.9250879 14.1739489, 120.9251112 14.173841, 120.9250965 14.1737206, 120.9250147 14.1734816)"
79080843,,residential,,False,False,209.28999999999996,,"LINESTRING (120.9249305 14.174318, 120.9243358 14.1741604, 120.9242549 14.1741456, 120.9241988 14.1741528, 120.9241262 14.1741873, 120.92405 14.1741873, 120.9235201 14.1739692, 120.9234004 14.1739058, 120.9233714 14.1738847, 120.923354 14.1738453, 120.9233514 14.1738038, 120.9234015 14.1736227)"
77389478,,tertiary,,False,False,66.473,,"LINESTRING (120.920312 14.1681455, 120.9201345 14.168718)"
77389478,,tertiary,,False,True,54.825,,"LINESTRING (120.920312 14.1681455, 120.9205079 14.1676905)"
918958713,,residential,,False,False,57.406,B. Villanueva,"LINESTRING (120.920312 14.1681455, 120.9208424 14.1681909)"
918958713,,residential,,False,True,40.942,B. Villanueva,"LINESTRING (120.920312 14.1681455, 120.9199494 14.1680361)"
77095914,,residential,,False,False,80.705,P. Gomez,"LINESTRING (120.9207038 14.171146, 120.9208974 14.1704449)"
880048959,,tertiary,,False,False,49.169,C. Bayani,"LINESTRING (120.9207038 14.171146, 120.9202657 14.1710231)"
880048959,,tertiary,,False,True,103.165,C. Bayani,"LINESTRING (120.9207038 14.171146, 120.921624 14.1714005)"
77095914,,residential,,False,True,334.57000000000005,P. Gomez,"LINESTRING (120.9207038 14.171146, 120.9206101 14.1714259, 120.9204372 14.1720381, 120.9201546 14.1730387, 120.9200615 14.1733684, 120.920733 14.1736271)"
80794114,2,secondary,30,False,False,23.678,A. Mabini,"LINESTRING (120.921624 14.1714005, 120.9215672 14.1716062)"
880048959,,tertiary,,False,False,103.165,C. Bayani,"LINESTRING (120.921624 14.1714005, 120.9207038 14.171146)"
77095916,2,tertiary,,True,False,92.276,C. Bayani,"LINESTRING (120.921624 14.1714005, 120.9224094 14.1716777, 120.9224283 14.1716843)"
