osmid,ref,name,highway,oneway,reversed,length,lanes,maxspeed,geometry,bridge
25800034,826,Rafols Street,tertiary,False,False,76.394,,,"LINESTRING (123.6354756 10.3759641, 123.6358759 10.3754011)",
242002750,820,Diosdado Macapagal Highway,trunk,False,True,52.871,2,50,"LINESTRING (123.6354756 10.3759641, 123.6353844 10.3759026, 123.6350768 10.3756954)",
332535044,81;820,Diosdado Macapagal Highway,trunk,False,False,111.17999999999999,,50,"LINESTRING (123.6354756 10.3759641, 123.6355198 10.3759943, 123.6363101 10.376535)",
1010191358,826,Rafols Street,trunk,False,True,50.421,2,20,"LINESTRING (123.6354756 10.3759641, 123.6353414 10.3761562, 123.6352145 10.3763378)",
25800040,,Saint John Drive,unclassified,False,False,72.188,,,"LINESTRING (123.6345511 10.3753685, 123.6348524 10.3747909)",
242002750,820,Diosdado Macapagal Highway,trunk,False,False,68.028,2,50,"LINESTRING (123.6345511 10.3753685, 123.634609 10.3754064, 123.6350768 10.3756954)",
242002750,820,Diosdado Macapagal Highway,trunk,False,True,125.39500000000001,2,50,"LINESTRING (123.6345511 10.3753685, 123.6344081 10.3752713, 123.6339035 10.3749285, 123.6336078 10.3747276)",
25800040,,Saint John Drive,unclassified,False,True,72.188,,,"LINESTRING (123.6348524 10.3747909, 123.6345511 10.3753685)",
79585679,,Sergio Osmeña Street,secondary,False,False,16.664,,30,"LINESTRING (123.6348524 10.3747909, 123.6347237 10.3747107)",
286090669,,Sergio Osmeña Street,secondary,False,False,13.347,,30,"LINESTRING (123.6348524 10.3747909, 123.6349557 10.3748548)",
25800034,826,Rafols Street,tertiary,False,False,169.092,,,"LINESTRING (123.6358759 10.3754011, 123.6367245 10.37413)",
25800034,826,Rafols Street,tertiary,False,True,76.394,,,"LINESTRING (123.6358759 10.3754011, 123.6354756 10.3759641)",
286090669,,Sergio Osmeña Street,secondary,False,False,109.243,,30,"LINESTRING (123.6358759 10.3754011, 123.6367136 10.3759361)",
286090669,,Sergio Osmeña Street,secondary,False,True,65.609,,30,"LINESTRING (123.6358759 10.3754011, 123.635358 10.3751034)",
221302176,,Hinulawan Street Extension,unclassified,False,False,87.202,,,"LINESTRING (123.638395 10.3770016, 123.6380016 10.3776837)",
286090669,,Sergio Osmeña Street,secondary,False,True,173.421,,30,"LINESTRING (123.638395 10.3770016, 123.637063 10.3761556)",
25800041,,Rodriguez Street,unclassified,False,False,72.658,,,"LINESTRING (123.635358 10.3751034, 123.6350768 10.3756954)",
286090669,,Sergio Osmeña Street,secondary,False,False,65.609,,30,"LINESTRING (123.635358 10.3751034, 123.6358759 10.3754011)",
286090669,,Sergio Osmeña Street,secondary,False,True,51.965,,30,"LINESTRING (123.635358 10.3751034, 123.6349557 10.3748548)",
25800041,,Rodriguez Street,unclassified,False,True,72.658,,,"LINESTRING (123.6350768 10.3756954, 123.635358 10.3751034)",
242002750,820,Diosdado Macapagal Highway,trunk,False,False,52.871,2,50,"LINESTRING (123.6350768 10.3756954, 123.6353844 10.3759026, 123.6354756 10.3759641)",
242002750,820,Diosdado Macapagal Highway,trunk,False,True,68.028,2,50,"LINESTRING (123.6350768 10.3756954, 123.634609 10.3754064, 123.6345511 10.3753685)",
221302176,,Hinulawan Street Extension,unclassified,False,False,104.475,,,"LINESTRING (123.6380016 10.3776837, 123.637504 10.3784857)",
221302176,,Hinulawan Street Extension,unclassified,False,True,87.202,,,"LINESTRING (123.6380016 10.3776837, 123.638395 10.3770016)",
332535044,81;820,Diosdado Macapagal Highway,trunk,False,True,122.049,,50,"LINESTRING (123.6380016 10.3776837, 123.6370865 10.3770556)",
221302173,,Climaco Street,unclassified,False,False,66.905,,,"LINESTRING (123.6336078 10.3747276, 123.6339402 10.3742225)",
242002750,820,Diosdado Macapagal Highway,trunk,False,True,94.087,2,50,"LINESTRING (123.6336078 10.3747276, 123.6328884 10.3742637)",
242002750,820,Diosdado Macapagal Highway,trunk,False,False,125.39500000000001,2,50,"LINESTRING (123.6336078 10.3747276, 123.6339035 10.3749285, 123.6344081 10.3752713, 123.6345511 10.3753685)",
"[897930872, 69281914, 1038710268, 1038710269]",826,"['Rafols Street', 'Toledo Wharf Road']",trunk,False,"[False, True]",254.20100000000002,1,20,"LINESTRING (123.6336555 10.3787381, 123.6336729 10.3787103, 123.6338589 10.3784162, 123.6338216 10.3783595, 123.6338087 10.3783155, 123.6338179 10.378274, 123.6338606 10.3781876, 123.6339624 10.3780557, 123.6339991 10.3780081, 123.6347901 10.3769089, 123.634816 10.3768769, 123.6348427 10.3768438)",yes
79585679,,Sergio Osmeña Street,secondary,False,True,95.582,,30,"LINESTRING (123.6331915 10.3737792, 123.6339402 10.3742225)",
221302166,,Libre Street,secondary,False,False,63.257,,30,"LINESTRING (123.6331915 10.3737792, 123.6328884 10.3742637)",
221302167,,Sergio Osmeña Street,tertiary,False,False,190.195,,30,"LINESTRING (123.6331915 10.3737792, 123.632682 10.3734289, 123.6317494 10.3728237)",
221302174,,Libre Street,tertiary,False,False,182.011,,,"LINESTRING (123.6331915 10.3737792, 123.6334139 10.3734099, 123.6338068 10.3731703, 123.6343045 10.3725983)",
221302166,,Libre Street,secondary,False,True,63.257,,30,"LINESTRING (123.6328884 10.3742637, 123.6331915 10.3737792)",
242002750,820,Diosdado Macapagal Highway,trunk,False,False,94.087,2,50,"LINESTRING (123.6328884 10.3742637, 123.6336078 10.3747276)",
242002750,820,Diosdado Macapagal Highway,trunk,False,True,323.371,2,50,"LINESTRING (123.6328884 10.3742637, 123.6325951 10.3740833, 123.6306925 10.3728115, 123.6304358 10.3726402)",
25800032,,R G Espinosa Street,tertiary,False,True,127.202,,,"LINESTRING (123.6365275 10.3778644, 123.637504 10.3784857)",
221302197,,Peñalosa Street,unclassified,False,True,65.111,,,"LINESTRING (123.6365275 10.3778644, 123.6368624 10.3773803)",
25800032,,R G Espinosa Street,tertiary,False,False,216.41899999999998,,,"LINESTRING (123.6365275 10.3778644, 123.6353539 10.3771508, 123.6348427 10.3768438)",
79585679,,Sergio Osmeña Street,secondary,False,False,95.582,,30,"LINESTRING (123.6339402 10.3742225, 123.6331915 10.3737792)",
79585679,,Sergio Osmeña Street,secondary,False,True,101.444,,30,"LINESTRING (123.6339402 10.3742225, 123.6347237 10.3747107)",
