osmid,name,highway,maxspeed,oneway,reversed,length,lanes,ref,geometry,junction
1017064452,Mencio Street,tertiary,30,False,False,126.69,,,"LINESTRING (121.447233 17.4128608, 121.4469266 17.413962)",
1017064452,Mencio Street,tertiary,30,False,True,17.174,,,"LINESTRING (121.447233 17.4128608, 121.447283 17.4127139)",
"[804534353, 804534351]",Kalinga-Cagayan Road,trunk,60,True,False,207.288,3,52,"LINESTRING (121.447233 17.4128608, 121.4457713 17.4124004, 121.4455369 17.4123384, 121.4453709 17.4122985)",
522288764,Kalinga-Cagayan Road,trunk,60,True,False,57.531,3,52,"LINESTRING (121.4460696 17.4123356, 121.4465888 17.4124848)",
513471430,,residential,,False,False,289.78499999999997,,,"LINESTRING (121.4460696 17.4123356, 121.4464492 17.410219, 121.4465404 17.4097686)",
522288763,Cagayan Provincial Road,secondary,40,True,False,54.373,2,,"LINESTRING (121.4453709 17.4122985, 121.4452328 17.4127694)",
522288765,Kalinga-Cagayan Road,trunk,60,True,False,14.051,3,52,"LINESTRING (121.4453709 17.4122985, 121.4452457 17.4122573)",
42272303,Viloria Street,tertiary,30,False,True,211.561,,,"LINESTRING (121.4418277 17.4170689, 121.4437415 17.4176032)",
318915739,,residential,30,False,False,118.893,,,"LINESTRING (121.4418277 17.4170689, 121.4421355 17.4160408)",
42272303,Viloria Street,tertiary,30,False,False,208.44400000000002,,,"LINESTRING (121.4418277 17.4170689, 121.44085 17.4168085, 121.4399381 17.4165558)",
42272288,Silao Street,residential,30,False,False,212.307,,,"LINESTRING (121.4421355 17.4160408, 121.4402144 17.4155065)",
42272288,Silao Street,residential,30,False,True,209.163,,,"LINESTRING (121.4421355 17.4160408, 121.4440295 17.4165628)",
318915739,,residential,30,False,False,120.73,,,"LINESTRING (121.4421355 17.4160408, 121.4424255 17.4149909)",
318915739,,residential,30,False,True,118.893,,,"LINESTRING (121.4421355 17.4160408, 121.4418277 17.4170689)",
42272289,Molintas Street,residential,30,False,True,206.654,,,"LINESTRING (121.4427142 17.4139351, 121.4408433 17.4134182)",
318915739,,residential,30,False,False,120.839,,,"LINESTRING (121.4427142 17.4139351, 121.4430253 17.4128897)",
318915739,,residential,30,False,True,121.33,,,"LINESTRING (121.4427142 17.4139351, 121.4424255 17.4149909)",
42272289,Molintas Street,residential,30,False,False,208.864,,,"LINESTRING (121.4427142 17.4139351, 121.4444411 17.4143818, 121.4446135 17.414429)",
42272287,Balinag Street,residential,30,False,True,206.82,,,"LINESTRING (121.4430253 17.4128897, 121.4411505 17.4123804)",
318915739,,residential,30,False,False,132.532,,,"LINESTRING (121.4430253 17.4128897, 121.4433566 17.4117405)",
318915739,,residential,30,False,True,120.839,,,"LINESTRING (121.4430253 17.4128897, 121.4427142 17.4139351)",
42272287,Balinag Street,residential,30,False,False,209.63400000000001,,,"LINESTRING (121.4430253 17.4128897, 121.4447232 17.4133644, 121.4449203 17.4134233)",
318915739,,residential,30,False,False,12.871,,,"LINESTRING (121.4433566 17.4117405, 121.4433847 17.4116279)",
318915739,,residential,30,False,True,132.532,,,"LINESTRING (121.4433566 17.4117405, 121.4430253 17.4128897)",
522288765,Kalinga-Cagayan Road,trunk,60,True,False,193.412,3,52,"LINESTRING (121.4433566 17.4117405, 121.4431884 17.4116982, 121.4422989 17.4114693, 121.4416786 17.4113094, 121.4415967 17.4112871)",
42272288,Silao Street,residential,30,False,False,8.571,,,"LINESTRING (121.4441072 17.4165839, 121.4440295 17.4165628)",
42272288,Silao Street,residential,30,False,True,211.261,,,"LINESTRING (121.4441072 17.4165839, 121.446024 17.4170984)",
42272293,Cagayan Provincial Road,secondary,40,True,False,119.631,2,,"LINESTRING (121.4441072 17.4165839, 121.4438253 17.4176256)",
42272289,Molintas Street,residential,30,False,False,212.479,,,"LINESTRING (121.4447097 17.4144521, 121.4466222 17.415019)",
42272289,Molintas Street,residential,30,False,True,10.525,,,"LINESTRING (121.4447097 17.4144521, 121.4446135 17.414429)",
522288763,Cagayan Provincial Road,secondary,40,True,False,124.825,2,,"LINESTRING (121.4447097 17.4144521, 121.4444241 17.4155411)",
42272287,Balinag Street,residential,30,False,False,211.288,,,"LINESTRING (121.4450088 17.4134501, 121.4469266 17.413962)",
42272287,Balinag Street,residential,30,False,True,9.851,,,"LINESTRING (121.4450088 17.4134501, 121.4449203 17.4134233)",
522288763,Cagayan Provincial Road,secondary,40,True,False,115.849,2,,"LINESTRING (121.4450088 17.4134501, 121.4447097 17.4144521)",
318915740,,secondary,,False,False,15.089,,,"LINESTRING (121.4395237 17.4179954, 121.4394569 17.4178756)",
42272296,,residential,30,False,True,14.227,,,"LINESTRING (121.43947 17.4106644, 121.4395022 17.4105402)",
1206380549,Kalinga-Cagayan Road,trunk,60,False,True,3.18,,52,"LINESTRING (121.4486895 17.4133017, 121.4487173 17.4133124)",
804534353,Kalinga-Cagayan Road,trunk,60,True,False,163.821,3,52,"LINESTRING (121.4486895 17.4133017, 121.448601 17.4133196, 121.4485031 17.4133113, 121.4484092 17.4132851, 121.447233 17.4128608)",
42272295,,tertiary,40,True,False,120.168,2,,"LINESTRING (121.4395532 17.4175737, 121.4398566 17.4165325)",
42272300,,residential,30,False,True,7.419,,,"LINESTRING (121.4395532 17.4175737, 121.4396209 17.4175904)",
42272287,Balinag Street,residential,30,False,True,196.308,,,"LINESTRING (121.4487049 17.4144495, 121.4469266 17.413962)",
42272294,Lammawin Street,residential,30,False,False,120.305,,,"LINESTRING (121.4487049 17.4144495, 121.4484031 17.4154924)",
42272294,Lammawin Street,residential,30,False,True,131.68,,,"LINESTRING (121.4487049 17.4144495, 121.4488028 17.4141271, 121.4488604 17.4139646, 121.4487626 17.4137624, 121.4487317 17.4136523, 121.4487223 17.41355, 121.4487173 17.4133124)",
42272289,Molintas Street,residential,30,False,True,196.145,,,"LINESTRING (121.4484031 17.4154924, 121.4466222 17.415019)",
42272294,Lammawin Street,residential,30,False,False,120.722,,,"LINESTRING (121.4484031 17.4154924, 121.4481162 17.416543)",
42272294,Lammawin Street,residential,30,False,True,120.305,,,"LINESTRING (121.4484031 17.4154924, 121.4487049 17.4144495)",
42272294,Lammawin Street,residential,30,False,False,120.574,,,"LINESTRING (121.4481162 17.416543, 121.4477956 17.4175833)",
