osmid,highway,oneway,reversed,length,lanes,ref,name,maxspeed,access,geometry
492998947,residential,False,True,54.248,,,,,,"LINESTRING (125.2774842 9.9111577, 125.2774713 9.9116454)"
492998947,residential,False,False,54.248,,,,,,"LINESTRING (125.2774713 9.9116454, 125.2774842 9.9111577)"
492998947,residential,False,True,91.632,,,,,,"LINESTRING (125.2774713 9.9116454, 125.2773462 9.9124602)"
1032737931,primary,False,False,57.129,2,691,Rizal Street,60,yes,"LINESTRING (125.2774713 9.9116454, 125.277992 9.9116749)"
1032737931,primary,False,True,237.998,2,691,Rizal Street,60,yes,"LINESTRING (125.2774713 9.9116454, 125.2763902 9.9116242, 125.275299 9.9116486)"
492998947,residential,False,False,61.511,,,,,,"LINESTRING (125.2772253 9.9137191, 125.2772716 9.9131678)"
492998952,residential,False,True,67.803,,,,,,"LINESTRING (125.2772253 9.9137191, 125.2766066 9.9136999)"
492998952,residential,False,False,51.081,,,,,,"LINESTRING (125.2772253 9.9137191, 125.2772712 9.9137209, 125.2776913 9.9137368)"
492998948,residential,False,True,57.158,,,,,,"LINESTRING (125.2777932 9.9131828, 125.2772716 9.9131678)"
1032737927,residential,False,False,76.893,,,,,,"LINESTRING (125.2777932 9.9131828, 125.2778856 9.9124973)"
"[492998952, 1032737927]",residential,False,True,62.623000000000005,,,,,,"LINESTRING (125.2777932 9.9131828, 125.2777018 9.9136989, 125.2776913 9.9137368)"
492998947,residential,False,False,79.105,,,,,,"LINESTRING (125.2772716 9.9131678, 125.2773462 9.9124602)"
492998947,residential,False,True,61.511,,,,,,"LINESTRING (125.2772716 9.9131678, 125.2772253 9.9137191)"
492998948,residential,False,False,57.158,,,,,,"LINESTRING (125.2772716 9.9131678, 125.2777932 9.9131828)"
492998948,residential,False,True,67.279,,,,,,"LINESTRING (125.2772716 9.9131678, 125.2766574 9.9131735)"
492998948,residential,False,False,67.279,,,,,,"LINESTRING (125.2766574 9.9131735, 125.2772716 9.9131678)"
492998948,residential,False,True,34.279,,,,,,"LINESTRING (125.2766574 9.9131735, 125.2763452 9.9131521)"
