osmid,oneway,name,highway,reversed,length,lanes,ref,geometry,bridge
248928729,False,Abenis Street,tertiary,True,9.441,,,"LINESTRING (125.4331237 11.6067587, 125.4332023 11.6067945)",
896524676,True,Real Street,primary,False,7.355,2,670,"LINESTRING (125.4331237 11.6067587, 125.4331426 11.6066952)",
166958696,False,F. Limbauan Street,tertiary,True,70.327,,,"LINESTRING (125.4331237 11.6067587, 125.4326762 11.6065474, 125.4325332 11.6065068)",
166958687,False,E. Cinco Street,tertiary,False,48.44,,,"LINESTRING (125.4316873 11.6089637, 125.4321094 11.6091009)",
166958687,False,E. Cinco Street,tertiary,True,60.717,,,"LINESTRING (125.4316873 11.6089637, 125.4311672 11.6087672)",
247417089,False,Balud II Street,residential,False,69.264,,,"LINESTRING (125.4316873 11.6089637, 125.4319063 11.6083789)",
247422540,False,Balud II Street,tertiary,False,234.026,,,"LINESTRING (125.4316873 11.6089637, 125.4315462 11.6092413, 125.4315242 11.6092918, 125.4313562 11.6096673, 125.4311313 11.6101577, 125.4309023 11.6106868, 125.4308206 11.6108889)",
166958700,False,,living_street,True,89.214,,,"LINESTRING (125.4322586 11.6074164, 125.4314645 11.6072198)",
247417089,False,Balud II Street,residential,False,105.473,,,"LINESTRING (125.4322586 11.6074164, 125.4325332 11.6065068)",
166958700,False,,living_street,False,72.556,,,"LINESTRING (125.4322586 11.6074164, 125.4326504 11.607562, 125.4328814 11.6076479)",
247417089,False,Balud II Street,residential,True,113.70600000000002,,,"LINESTRING (125.4322586 11.6074164, 125.4321035 11.6078207, 125.4319063 11.6083789)",
111104973,False,,residential,False,69.2,,,"LINESTRING (125.4323539 11.6085265, 125.4321094 11.6091009)",
111104973,False,,residential,True,30.4,,,"LINESTRING (125.4323539 11.6085265, 125.4326205 11.6086074)",
707352234,False,,residential,False,51.441,,,"LINESTRING (125.4323539 11.6085265, 125.4319063 11.6083789)",
247417096,False,Abogado Street,unclassified,True,279.029,,,"LINESTRING (125.4384208 11.6105005, 125.4361151 11.6094069)",
609393533,True,Baybay Boulevard,tertiary,False,44.458,2,,"LINESTRING (125.4384208 11.6105005, 125.4385956 11.6101392)",
618424611,True,Baybay Boulevard,residential,False,8.163,2,,"LINESTRING (125.4384208 11.6105005, 125.4384882 11.6105326)",
"[609393531, 316177125, 316177126]",False,"['Loom Bridge II', 'Baybay Boulevard']",tertiary,True,213.31200000000004,2,,"LINESTRING (125.4395734 11.6059687, 125.4395261 11.6060666, 125.4389677 11.6070492, 125.4389471 11.6071041, 125.4389423 11.6071641, 125.4389625 11.6072389, 125.4390081 11.6073473, 125.4391257 11.6075516, 125.4391813 11.607678)",yes
166958687,False,E. Cinco Street,tertiary,False,20.636,,,"LINESTRING (125.4324599 11.6092213, 125.4326369 11.6092875)",
166958687,False,E. Cinco Street,tertiary,True,40.456,,,"LINESTRING (125.4324599 11.6092213, 125.4321094 11.6091009)",
316415086,False,Real Street,primary,False,70.468,2,670,"LINESTRING (125.4324599 11.6092213, 125.4326205 11.6086074)",
316415086,False,Real Street,primary,True,169.79000000000002,2,670,"LINESTRING (125.4324599 11.6092213, 125.4324404 11.6095183, 125.432453 11.6097821, 125.4324814 11.6100084, 125.432516 11.6102115, 125.4325728 11.6104153, 125.4326926 11.6107131)",
166958695,False,,residential,False,86.131,,,"LINESTRING (125.4315682 11.6064519, 125.4314645 11.6072198)",
166958696,False,F. Limbauan Street,tertiary,False,105.361,,,"LINESTRING (125.4315682 11.6064519, 125.4321153 11.6065008, 125.4325332 11.6065068)",
247417090,False,Abenis Street,tertiary,False,72.533,,,"LINESTRING (125.4359538 11.6076077, 125.4366038 11.6077495)",
247417094,False,A. Palana Street,residential,False,176.31,,,"LINESTRING (125.4359538 11.6076077, 125.4357583 11.6082699, 125.4354952 11.6091283)",
