osmid,lanes,name,highway,maxspeed,width,oneway,reversed,length,geometry
209921469,2,Naguilian-San Mariano-Palanan Road,secondary,50,6.1,False,False,172.343,"LINESTRING (122.0128817 16.9837449, 122.0134274 16.9852043)"
849746572,2,,tertiary,60,6.1,False,True,31.139,"LINESTRING (122.0128817 16.9837449, 122.0128264 16.9834699)"
28501629,2,Naguilian-San Mariano-Palanan Road,secondary,50,6.1,False,False,36.013000000000005,"LINESTRING (122.0128817 16.9837449, 122.0127225 16.9836782, 122.0125676 16.9836243)"
28501657,,,residential,,,False,False,226.076,"LINESTRING (122.0128817 16.9837449, 122.012805 16.9837725, 122.0127657 16.9838018, 122.0127356 16.9838334, 122.0123389 16.984426, 122.0119815 16.9849474, 122.0118129 16.9851827, 122.0117307 16.9853039, 122.0116578 16.9853858)"
28501631,2,Baua Street,secondary,50,6.1,False,True,122.689,"LINESTRING (122.0125676 16.9836243, 122.011613 16.9842439)"
849746571,2,Baua Street,tertiary,60,6.1,False,False,32.438,"LINESTRING (122.0125676 16.9836243, 122.0128264 16.9834699)"
28501629,2,Naguilian-San Mariano-Palanan Road,secondary,50,6.1,False,True,36.013000000000005,"LINESTRING (122.0125676 16.9836243, 122.0127225 16.9836782, 122.0128817 16.9837449)"
209921472,,,residential,,,False,True,9.416,"LINESTRING (122.0108885 16.9860594, 122.0109294 16.9859843)"
"[28501633, 28501634]",,,residential,,,False,False,274.57199999999995,"LINESTRING (122.0108885 16.9860594, 122.0113787 16.9862165, 122.0118467 16.9863576, 122.0121787 16.9864929, 122.0122585 16.9865436, 122.012351 16.9866308, 122.0126273 16.9870002, 122.0127299 16.9870906, 122.0128137 16.9871214, 122.0129377 16.9871182, 122.0130953 16.9870951)"
209921469,2,Naguilian-San Mariano-Palanan Road,secondary,50,6.1,False,False,50.766,"LINESTRING (122.0140059 16.9867722, 122.0141588 16.9872047)"
209921469,2,Naguilian-San Mariano-Palanan Road,secondary,50,6.1,False,True,69.042,"LINESTRING (122.0140059 16.9867722, 122.0138052 16.9861817)"
28501634,,,residential,,,False,True,67.92399999999999,"LINESTRING (122.0140059 16.9867722, 122.0138289 16.9868289, 122.0136224 16.9869117, 122.0134065 16.9869822)"
28501658,,E. Gabriel Street,residential,,,False,False,92.086,"LINESTRING (122.0156802 16.9829809, 122.0157277 16.982154)"
