osmid,name,highway,oneway,reversed,length,lanes,ref,geometry,junction,access,bridge
102121650,11th Street,tertiary,False,False,33.716,,,"LINESTRING (120.2806959 14.8331268, 120.2803853 14.8331691)",,,
301498542,Rizal Avenue,primary,False,False,38.95,4,305,"LINESTRING (120.2806959 14.8331268, 120.2807417 14.8332497, 120.2807857 14.8333393, 120.2808466 14.8334444)",,,
301498542,Rizal Avenue,primary,False,True,114.045,4,305,"LINESTRING (120.2806959 14.8331268, 120.2806867 14.8330558, 120.2806916 14.8329867, 120.2806965 14.8328416, 120.2807193 14.8325394, 120.2807341 14.8322802, 120.2807125 14.8321044)",,,
301498542,Rizal Avenue,primary,False,True,17.521,4,305,"LINESTRING (120.2809399 14.8335736, 120.2808466 14.8334444)",,,
103282018,,residential,False,False,166.488,,,"LINESTRING (120.2809399 14.8335736, 120.2813119 14.8333242, 120.2812847 14.8324985, 120.2813914 14.832289)",,,
301498542,Rizal Avenue,primary,False,False,95.341,4,305,"LINESTRING (120.2809399 14.8335736, 120.2809634 14.8336041, 120.2810291 14.8336894, 120.2811072 14.8338351, 120.2811632 14.8340031, 120.2811713 14.8341613, 120.2811793 14.8343752)",,,
301498542,Rizal Avenue,primary,False,False,71.368,4,305,"LINESTRING (120.2811832 14.8344937, 120.2812243 14.8351343)",,,
301498542,Rizal Avenue,primary,False,True,13.183,4,305,"LINESTRING (120.2811832 14.8344937, 120.2811793 14.8343752)",,,
148064828,14th Street,secondary,False,True,195.21699999999998,2,,"LINESTRING (120.2811832 14.8344937, 120.2818457 14.8344567, 120.2828751 14.8343333, 120.2829888 14.834315)",,,
148064828,14th Street,secondary,False,False,85.792,2,,"LINESTRING (120.2847059 14.8332403, 120.2842533 14.8338758)",,,
148064828,14th Street,secondary,False,True,16.406,2,,"LINESTRING (120.2847059 14.8332403, 120.2848352 14.8331619)",,,
102121998,,residential,False,True,134.494,,,"LINESTRING (120.2847059 14.8332403, 120.2845296 14.8331537, 120.2844465 14.8331278, 120.2843652 14.8331173, 120.2834812 14.8331321)",,,
148017890,Fendler Extension,residential,True,False,170.947,2,,"LINESTRING (120.2809337 14.8270491, 120.2809767 14.8285859)",,,
148017852,Fendler Street,secondary,False,True,100.325,2,,"LINESTRING (120.2832707 14.8311059, 120.282434 14.8307061)",,,
148017856,10th Street,residential,False,True,74.07,,,"LINESTRING (120.2832707 14.8311059, 120.2836105 14.8305264)",,,
836322114,Donor Street,residential,False,False,44.533,,,"LINESTRING (120.2832707 14.8311059, 120.2833415 14.8315005)",,,
148017852,Fendler Street,secondary,False,False,96.492,2,,"LINESTRING (120.2832707 14.8311059, 120.2834763 14.8312248, 120.2836096 14.8313154, 120.2837409 14.8314164, 120.2838349 14.8315099, 120.2839595 14.8316517)",,,
836322114,Donor Street,residential,False,False,80.26,,,"LINESTRING (120.2834694 14.8324104, 120.2834812 14.8331321)",,,
102238368,Espiritu Street,residential,False,False,137.256,,,"LINESTRING (120.2834694 14.8324104, 120.2839074 14.8324277, 120.2839529 14.832407, 120.283979 14.8323609, 120.2839595 14.8316517)",,,
836322114,Donor Street,residential,False,True,102.29899999999999,,,"LINESTRING (120.2834694 14.8324104, 120.2834589 14.8322439, 120.283446 14.8321114, 120.2834366 14.8319918, 120.2834246 14.8318962, 120.2834058 14.8317873, 120.2833415 14.8315005)",,,
836322114,Donor Street,residential,False,False,64.95,,,"LINESTRING (120.2834812 14.8331321, 120.2834847 14.8337162)",,,
836322114,Donor Street,residential,False,True,80.26,,,"LINESTRING (120.2834812 14.8331321, 120.2834694 14.8324104)",,,
