osmid,highway,oneway,reversed,length,geometry,name,junction,ref
168949253,residential,False,False,75.992,"LINESTRING (122.1349419 7.7042756, 122.1356157 7.7044212)",,,
168949291,residential,False,False,11.38,"LINESTRING (122.1349419 7.7042756, 122.1349224 7.7043761)",,,
848741158,residential,False,True,57.583,"LINESTRING (122.1349419 7.7042756, 122.1350607 7.7037713)",,,
168949291,residential,False,False,104.215,"LINESTRING (122.1349224 7.7043761, 122.1347851 7.7053034)",,,
168949291,residential,False,True,11.38,"LINESTRING (122.1349224 7.7043761, 122.1349419 7.7042756)",,,
"[1015162852, 168949268]",unclassified,False,True,164.74400000000003,"LINESTRING (122.1349224 7.7043761, 122.1348332 7.7043583, 122.1343696 7.704266, 122.1339697 7.7041812, 122.1339181 7.7041885, 122.1338819 7.7042045, 122.133847 7.7042331, 122.1338147 7.7042662, 122.1337437 7.7043387, 122.1337169 7.7043533, 122.1336753 7.7043606, 122.1336317 7.7043554, 122.1335774 7.7043553, 122.1335186 7.7043845)",,,
848741160,residential,False,True,61.34,"LINESTRING (122.1335186 7.7043845, 122.1338254 7.7039242)",,,
1015162855,residential,False,True,76.964,"LINESTRING (122.1335186 7.7043845, 122.1330254 7.7048746)",,,
"[168949268, 1015162852]",unclassified,False,False,164.744,"LINESTRING (122.1335186 7.7043845, 122.1335774 7.7043553, 122.1336317 7.7043554, 122.1336753 7.7043606, 122.1337169 7.7043533, 122.1337437 7.7043387, 122.1338147 7.7042662, 122.133847 7.7042331, 122.1338819 7.7042045, 122.1339181 7.7041885, 122.1339697 7.7041812, 122.1343696 7.704266, 122.1348332 7.7043583, 122.1349224 7.7043761)",,,
168949253,residential,False,False,70.47,"LINESTRING (122.1368538 7.7046565, 122.1374842 7.7047632)",,,
168949253,residential,False,True,138.914,"LINESTRING (122.1368538 7.7046565, 122.1356157 7.7044212)",,,
168949294,residential,False,True,113.039,"LINESTRING (122.1368538 7.7046565, 122.136657 7.7056542)",Cubero Street,,
168949253,residential,False,False,73.309,"LINESTRING (122.1374842 7.7047632, 122.1381355 7.7048977)",,,
168949253,residential,False,True,70.47,"LINESTRING (122.1374842 7.7047632, 122.1368538 7.7046565)",,,
168949285,residential,False,True,113.531,"LINESTRING (122.1374842 7.7047632, 122.1372942 7.7057667)",,,
"[168949296, 848720241, 168949285]",residential,False,"[False, True]",536.6510000000001,"LINESTRING (122.1374842 7.7047632, 122.1375384 7.7044464, 122.1375887 7.7040942, 122.1376162 7.7039334, 122.1376363 7.7037819, 122.1376625 7.7035676, 122.1376873 7.7033367, 122.1376873 7.703122, 122.1376849 7.7031004, 122.1376806 7.7030838, 122.1376574 7.7030559, 122.1375525 7.7029719, 122.1373694 7.7028187, 122.1373349 7.7027974, 122.1372997 7.7027815, 122.1372786 7.7027762, 122.1370657 7.7027798, 122.1367988 7.7028011, 122.1367331 7.7028144, 122.1366942 7.7028317, 122.1364877 7.7029832, 122.1358573 7.7034842, 122.1358089 7.703538, 122.1357624 7.703602, 122.135734 7.7036942, 122.1356157 7.7044212)",,,
168949253,residential,False,True,73.309,"LINESTRING (122.1381355 7.7048977, 122.1374842 7.7047632)",,,
168949284,residential,False,True,110.872,"LINESTRING (122.1381355 7.7048977, 122.1379306 7.7058739)",,,
168949253,residential,False,False,68.186,"LINESTRING (122.1381355 7.7048977, 122.1382346 7.7049276, 122.138557 7.7050325, 122.1387201 7.7050977)",,,
168949253,residential,False,False,79.175,"LINESTRING (122.1387201 7.7050977, 122.1388465 7.7051728, 122.1389285 7.7052132, 122.1393792 7.7053756)",,,
168949253,residential,False,True,68.186,"LINESTRING (122.1387201 7.7050977, 122.138557 7.7050325, 122.1382346 7.7049276, 122.1381355 7.7048977)",,,
