osmid,ref,name,highway,oneway,reversed,length,geometry,bridge,width
244908754,224,Banaue-Mayoyao-Alfonso Lista-Isabela Boundary Road,primary,False,False,285.33199999999994,"LINESTRING (121.0609654 16.9134232, 121.0610011 16.9133863, 121.0610298 16.9133379, 121.0610801 16.9132327, 121.0611257 16.9131403, 121.0611545 16.9130396, 121.0611693 16.9130101, 121.0612035 16.9129722, 121.0612471 16.9129434, 121.0613074 16.9129171, 121.0613765 16.9128978, 121.0614543 16.9128818, 121.0616192 16.9128657, 121.061763 16.9128544, 121.0619142 16.9128555, 121.0619867 16.9128734, 121.0620725 16.9129145, 121.0621288 16.9129273, 121.0621873 16.9129365, 121.0622549 16.9129324, 121.062338 16.9129068, 121.0624346 16.9128811, 121.0625419 16.9128709, 121.0626679 16.9128657, 121.0627618 16.9128888, 121.0628396 16.9129196, 121.0628927 16.9129571, 121.0629657 16.9130325, 121.0630402 16.9131239, 121.0630676 16.9131762, 121.0630998 16.9132686)",,
"[244908752, 244908754, 255674802]",224,"['Banaue Bridge', 'Banaue-Mayoyao-Alfonso Lista-Isabela Boundary Road']",primary,False,True,570.6650000000001,"LINESTRING (121.0609654 16.9134232, 121.0609299 16.9134463, 121.0608883 16.9134585, 121.0608398 16.9134679, 121.060633 16.9134482, 121.0605899 16.913456, 121.0605517 16.9134662, 121.0605249 16.9134823, 121.0605014 16.9135086, 121.0604679 16.9135535, 121.0604551 16.9135823, 121.0604424 16.9136266, 121.060439 16.9136773, 121.0604478 16.9137267, 121.0604846 16.9138133, 121.0605651 16.9139782, 121.0605933 16.9140667, 121.0606107 16.9141565, 121.0606121 16.9142733, 121.0605906 16.9144606, 121.0605651 16.9145415, 121.0605302 16.9146114, 121.0605004 16.9146592, 121.0604769 16.9146868, 121.0604494 16.9147028, 121.060427 16.9147092, 121.0604075 16.9147073, 121.0603871 16.9146967, 121.0603713 16.9146807, 121.0603546 16.9146499, 121.0603371 16.914603, 121.060311 16.9145081, 121.0602815 16.9143843, 121.06025 16.9142335, 121.0601963 16.9140167, 121.0601333 16.9137562, 121.0600998 16.9136042, 121.0600937 16.9134925, 121.0600897 16.9134091, 121.0600877 16.9132962, 121.0600917 16.913114, 121.0601044 16.9129876, 121.0601266 16.9128978, 121.060148 16.9128362, 121.0601749 16.9127721, 121.060205 16.9127201, 121.060264 16.9126476, 121.0603666 16.9125308, 121.0604612 16.9124231, 121.0605752 16.9123076, 121.0606617 16.9122146, 121.06072 16.9121472, 121.0607777 16.9120972, 121.0608387 16.9120567, 121.0609849 16.9119797, 121.0610412 16.9119464, 121.0611373 16.9119044, 121.0611928 16.9118976)",yes,8.75
245021158,,,residential,False,True,57.218999999999994,"LINESTRING (121.0609654 16.9134232, 121.0610118 16.9134914, 121.0610359 16.9135428, 121.0610587 16.9135945, 121.0610909 16.9136304, 121.0611432 16.9136762, 121.0613243 16.9137869)",,
1250558987,224,Banaue-Mayoyao-Alfonso Lista-Isabela Boundary Road,primary,False,False,140.041,"LINESTRING (121.0610083 16.9110168, 121.0610935 16.9110097, 121.0611344 16.9110059, 121.06117 16.9110136, 121.0611968 16.9110335, 121.0612102 16.9110585, 121.0612129 16.9110906, 121.0612088 16.9111233, 121.0611592 16.9111906, 121.0611136 16.911249, 121.0610298 16.9113382, 121.0609621 16.9114075, 121.0609312 16.9114498, 121.0609138 16.9114941, 121.0609064 16.9115326, 121.0609058 16.9115724, 121.0609232 16.9116179, 121.0609594 16.9116667, 121.0610157 16.9117148, 121.0611928 16.9118976)",,
244910542,,,residential,False,True,146.029,"LINESTRING (121.0611928 16.9118976, 121.06129 16.9118809, 121.0613772 16.9118604, 121.0614711 16.9118502, 121.0616185 16.9118656, 121.0617232 16.9118501, 121.0617741 16.911836, 121.0618063 16.9118245, 121.0618788 16.9117757, 121.0619995 16.9117116, 121.0621148 16.9116654, 121.0622838 16.911591, 121.0624769 16.9115114)",,
"[244908752, 244908754, 255674802]",224,"['Banaue Bridge', 'Banaue-Mayoyao-Alfonso Lista-Isabela Boundary Road']",primary,False,False,570.6650000000002,"LINESTRING (121.0611928 16.9118976, 121.0611373 16.9119044, 121.0610412 16.9119464, 121.0609849 16.9119797, 121.0608387 16.9120567, 121.0607777 16.9120972, 121.06072 16.9121472, 121.0606617 16.9122146, 121.0605752 16.9123076, 121.0604612 16.9124231, 121.0603666 16.9125308, 121.060264 16.9126476, 121.060205 16.9127201, 121.0601749 16.9127721, 121.060148 16.9128362, 121.0601266 16.9128978, 121.0601044 16.9129876, 121.0600917 16.913114, 121.0600877 16.9132962, 121.0600897 16.9134091, 121.0600937 16.9134925, 121.0600998 16.9136042, 121.0601333 16.9137562, 121.0601963 16.9140167, 121.06025 16.9142335, 121.0602815 16.9143843, 121.060311 16.9145081, 121.0603371 16.914603, 121.0603546 16.9146499, 121.0603713 16.9146807, 121.0603871 16.9146967, 121.0604075 16.9147073, 121.060427 16.9147092, 121.0604494 16.9147028, 121.0604769 16.9146868, 121.0605004 16.9146592, 121.0605302 16.9146114, 121.0605651 16.9145415, 121.0605906 16.9144606, 121.0606121 16.9142733, 121.0606107 16.9141565, 121.0605933 16.9140667, 121.0605651 16.9139782, 121.0604846 16.9138133, 121.0604478 16.9137267, 121.060439 16.9136773, 121.0604424 16.9136266, 121.0604551 16.9135823, 121.0604679 16.9135535, 121.0605014 16.9135086, 121.0605249 16.9134823, 121.0605517 16.9134662, 121.0605899 16.913456, 121.060633 16.9134482, 121.0608398 16.9134679, 121.0608883 16.9134585, 121.0609299 16.9134463, 121.0609654 16.9134232)",yes,8.75
1250558987,224,Banaue-Mayoyao-Alfonso Lista-Isabela Boundary Road,primary,False,True,140.041,"LINESTRING (121.0611928 16.9118976, 121.0610157 16.9117148, 121.0609594 16.9116667, 121.0609232 16.9116179, 121.0609058 16.9115724, 121.0609064 16.9115326, 121.0609138 16.9114941, 121.0609312 16.9114498, 121.0609621 16.9114075, 121.0610298 16.9113382, 121.0611136 16.911249, 121.0611592 16.9111906, 121.0612088 16.9111233, 121.0612129 16.9110906, 121.0612102 16.9110585, 121.0611968 16.9110335, 121.06117 16.9110136, 121.0611344 16.9110059, 121.0610935 16.9110097, 121.0610083 16.9110168)",,
244910542,,,residential,False,False,146.029,"LINESTRING (121.0624769 16.9115114, 121.0622838 16.911591, 121.0621148 16.9116654, 121.0619995 16.9117116, 121.0618788 16.9117757, 121.0618063 16.9118245, 121.0617741 16.911836, 121.0617232 16.9118501, 121.0616185 16.9118656, 121.0614711 16.9118502, 121.0613772 16.9118604, 121.06129 16.9118809, 121.0611928 16.9118976)",,
244908754,224,Banaue-Mayoyao-Alfonso Lista-Isabela Boundary Road,primary,False,True,285.332,"LINESTRING (121.0630998 16.9132686, 121.0630676 16.9131762, 121.0630402 16.9131239, 121.0629657 16.9130325, 121.0628927 16.9129571, 121.0628396 16.9129196, 121.0627618 16.9128888, 121.0626679 16.9128657, 121.0625419 16.9128709, 121.0624346 16.9128811, 121.062338 16.9129068, 121.0622549 16.9129324, 121.0621873 16.9129365, 121.0621288 16.9129273, 121.0620725 16.9129145, 121.0619867 16.9128734, 121.0619142 16.9128555, 121.061763 16.9128544, 121.0616192 16.9128657, 121.0614543 16.9128818, 121.0613765 16.9128978, 121.0613074 16.9129171, 121.0612471 16.9129434, 121.0612035 16.9129722, 121.0611693 16.9130101, 121.0611545 16.9130396, 121.0611257 16.9131403, 121.0610801 16.9132327, 121.0610298 16.9133379, 121.0610011 16.9133863, 121.0609654 16.9134232)",,
244911179,,,residential,False,True,43.553,"LINESTRING (121.0630998 16.9132686, 121.0630354 16.9133045, 121.0629925 16.9133482, 121.0629603 16.9134046, 121.0629415 16.9134611, 121.0629335 16.9135227, 121.0629415 16.9135971)",,
