osmid,highway,maxspeed,oneway,reversed,length,lanes,ref,name,geometry,bridge
99295705,residential,30,False,True,52.667,,,,"LINESTRING (120.344359 16.4336283, 120.3438709 16.4335564)",
777459782,trunk,30,False,True,98.659,2,2,Route 2,"LINESTRING (120.344359 16.4336283, 120.3446764 16.4327949)",
777459782,trunk,30,False,False,102.306,2,2,Route 2,"LINESTRING (120.344359 16.4336283, 120.3442034 16.4340245, 120.3440425 16.4344966)",
78485900,tertiary,,False,False,30.501,,,,"LINESTRING (120.349908 16.4277279, 120.3501455 16.4278807)",
84619231,trunk,60,False,False,44.816,2,2,Route 2,"LINESTRING (120.349908 16.4277279, 120.3498776 16.4278501, 120.3498521 16.4279157, 120.3498173 16.4279852, 120.3497296 16.4280847)",
78485900,tertiary,,False,True,30.501,,,,"LINESTRING (120.3501455 16.4278807, 120.349908 16.4277279)",
836363489,tertiary,,False,True,49.822,,,,"LINESTRING (120.3501455 16.4278807, 120.3497296 16.4280847)",
169088319,residential,30,False,False,89.787,,,Camacho Street,"LINESTRING (120.3461748 16.4299751, 120.3459206 16.4299418, 120.3453407 16.4298658)",
777459782,trunk,30,False,False,109.364,2,2,Route 2,"LINESTRING (120.3461748 16.4299751, 120.3460916 16.4300443, 120.3459985 16.4301218, 120.3459616 16.4301572, 120.345912 16.4302048, 120.3458932 16.4302228, 120.3458527 16.4302732, 120.3457396 16.4304138, 120.3456869 16.4305081, 120.3456585 16.4305591, 120.3455597 16.4307474)",
777459782,trunk,30,False,True,89.80699999999999,2,2,Route 2,"LINESTRING (120.3461748 16.4299751, 120.3464631 16.4297976, 120.3468016 16.4295892, 120.3468834 16.4295388)",
859129043,tertiary,30,False,False,34.286,,,Barangay Road,"LINESTRING (120.3455597 16.4307474, 120.3452383 16.4307408)",
99295707,residential,30,False,True,345.75500000000005,,,Barangay Road,"LINESTRING (120.3455597 16.4307474, 120.3459007 16.4307628, 120.3462768 16.4308023, 120.3464746 16.4308261, 120.3465651 16.4308544, 120.3466241 16.4308794, 120.3467073 16.4309463, 120.3468266 16.4310299, 120.3470191 16.4311354, 120.3471082 16.4311843, 120.347235 16.4312891, 120.347347 16.4314274, 120.3473677 16.4314834, 120.347406 16.4317329, 120.3474173 16.431898, 120.3473965 16.4320819, 120.3473791 16.4322803, 120.3473832 16.4323812, 120.3474113 16.4325112, 120.3474496 16.4325903)",
777459782,trunk,30,False,False,90.085,2,2,Route 2,"LINESTRING (120.3455597 16.4307474, 120.3454987 16.4308947, 120.3453212 16.4313236, 120.3453125 16.4313446, 120.3452481 16.4315004)",
777459782,trunk,30,False,True,109.364,2,2,Route 2,"LINESTRING (120.3455597 16.4307474, 120.3456585 16.4305591, 120.3456869 16.4305081, 120.3457396 16.4304138, 120.3458527 16.4302732, 120.3458932 16.4302228, 120.345912 16.4302048, 120.3459616 16.4301572, 120.3459985 16.4301218, 120.3460916 16.4300443, 120.3461748 16.4299751)",
836363489,tertiary,,False,False,49.822,,,,"LINESTRING (120.3497296 16.4280847, 120.3501455 16.4278807)",
"[777459782, 169235974, 84619231]",trunk,"['60', '30']",False,False,172.11900000000003,2,2,Route 2,"LINESTRING (120.3497296 16.4280847, 120.3495443 16.4281727, 120.3492441 16.4283134, 120.3487422 16.4285219, 120.3483388 16.428707, 120.3482681 16.4287403)",yes
84619231,trunk,60,False,True,44.816,2,2,Route 2,"LINESTRING (120.3497296 16.4280847, 120.3498173 16.4279852, 120.3498521 16.4279157, 120.3498776 16.4278501, 120.349908 16.4277279)",
97391674,residential,30,False,False,91.523,,,,"LINESTRING (120.3431287 16.4325906, 120.3439854 16.4326382)",
452600183,residential,30,False,False,98.733,,,,"LINESTRING (120.3431287 16.4325906, 120.3430323 16.4334737)",
452600183,residential,30,False,True,146.797,,,,"LINESTRING (120.3431287 16.4325906, 120.3432003 16.4317674, 120.3432868 16.4312803)",
99295705,residential,30,False,False,52.667,,,,"LINESTRING (120.3438709 16.4335564, 120.344359 16.4336283)",
99295705,residential,30,False,True,89.91,,,,"LINESTRING (120.3438709 16.4335564, 120.3430323 16.4334737)",
452600185,residential,30,False,True,102.827,,,,"LINESTRING (120.3438709 16.4335564, 120.3439854 16.4326382)",
97391674,residential,30,False,False,75.729,,,,"LINESTRING (120.3439854 16.4326382, 120.3446764 16.4327949)",
97391674,residential,30,False,True,91.523,,,,"LINESTRING (120.3439854 16.4326382, 120.3431287 16.4325906)",
452600185,residential,30,False,False,102.827,,,,"LINESTRING (120.3439854 16.4326382, 120.3438709 16.4335564)",
452600185,residential,30,False,True,142.164,,,,"LINESTRING (120.3439854 16.4326382, 120.3441692 16.4313719)",
99295705,residential,30,False,False,89.91,,,,"LINESTRING (120.3430323 16.4334737, 120.3438709 16.4335564)",
452600183,residential,30,False,True,98.733,,,,"LINESTRING (120.3430323 16.4334737, 120.3431287 16.4325906)",
"[99295705, 342788428]",residential,30,False,"[False, True]",186.23200000000003,,,,"LINESTRING (120.3430323 16.4334737, 120.3423887 16.4333456, 120.3423583 16.4333459, 120.3423309 16.4333556, 120.3423155 16.4333682, 120.3423047 16.4333833, 120.3423081 16.4334087, 120.3423171 16.433437, 120.3423376 16.4334669, 120.3423607 16.43349, 120.3423762 16.433518, 120.3423849 16.4335495, 120.3423845 16.4335897, 120.3423139 16.4338414, 120.3421949 16.4342884)",
169088319,residential,30,False,False,164.495,,,Camacho Street,"LINESTRING (120.3435999 16.4297475, 120.3427711 16.4297423, 120.3420576 16.4297419)",
169088319,residential,30,False,True,80.11,,,Camacho Street,"LINESTRING (120.3435999 16.4297475, 120.3438388 16.4297521, 120.3443495 16.4297893)",
342788425,residential,30,False,True,97.988,,,,"LINESTRING (120.3435999 16.4297475, 120.3434578 16.4302839, 120.3433801 16.4306031)",
452600183,residential,30,False,False,75.956,,,,"LINESTRING (120.3433801 16.4306031, 120.3432868 16.4312803)",
859129043,tertiary,30,False,False,192.374,,,Barangay Road,"LINESTRING (120.3433801 16.4306031, 120.3415787 16.4305154)",
859129043,tertiary,30,False,True,94.196,,,Barangay Road,"LINESTRING (120.3433801 16.4306031, 120.34426 16.4306762)",
342788425,residential,30,False,False,97.988,,,,"LINESTRING (120.3433801 16.4306031, 120.3434578 16.4302839, 120.3435999 16.4297475)",
97391674,residential,30,False,True,75.729,,,,"LINESTRING (120.3446764 16.4327949, 120.3439854 16.4326382)",
777459782,trunk,30,False,False,98.659,2,2,Route 2,"LINESTRING (120.3446764 16.4327949, 120.344359 16.4336283)",
777459782,trunk,30,False,True,156.326,2,2,Route 2,"LINESTRING (120.3446764 16.4327949, 120.345008 16.4320376, 120.3450227 16.432004, 120.3450977 16.4318328, 120.3451147 16.4317939, 120.3452481 16.4315004)",
342788426,residential,30,False,False,198.406,,,,"LINESTRING (120.3421949 16.4342884, 120.3440425 16.4344966)",
"[99295705, 342788428]",residential,30,False,"[False, True]",186.23200000000003,,,,"LINESTRING (120.3421949 16.4342884, 120.3423139 16.4338414, 120.3423845 16.4335897, 120.3423849 16.4335495, 120.3423762 16.433518, 120.3423607 16.43349, 120.3423376 16.4334669, 120.3423171 16.433437, 120.3423081 16.4334087, 120.3423047 16.4333833, 120.3423155 16.4333682, 120.3423309 16.4333556, 120.3423583 16.4333459, 120.3423887 16.4333456, 120.3430323 16.4334737)",
342788426,residential,30,False,True,198.406,,,,"LINESTRING (120.3440425 16.4344966, 120.3421949 16.4342884)",
777459782,trunk,30,False,True,102.306,2,2,Route 2,"LINESTRING (120.3440425 16.4344966, 120.3442034 16.4340245, 120.344359 16.4336283)",
99295707,residential,30,False,False,345.755,,,Barangay Road,"LINESTRING (120.3474496 16.4325903, 120.3474113 16.4325112, 120.3473832 16.4323812, 120.3473791 16.4322803, 120.3473965 16.4320819, 120.3474173 16.431898, 120.347406 16.4317329, 120.3473677 16.4314834, 120.347347 16.4314274, 120.347235 16.4312891, 120.3471082 16.4311843, 120.3470191 16.4311354, 120.3468266 16.4310299, 120.3467073 16.4309463, 120.3466241 16.4308794, 120.3465651 16.4308544, 120.3464746 16.4308261, 120.3462768 16.4308023, 120.3459007 16.4307628, 120.3455597 16.4307474)",
99295707,residential,30,False,True,173.07099999999997,,,Barangay Road,"LINESTRING (120.3474496 16.4325903, 120.3474971 16.4326533, 120.3477036 16.4328606, 120.3477795 16.4329292, 120.34786 16.4329747, 120.3479633 16.4330036, 120.3481826 16.4330312, 120.3485941 16.4330336, 120.3487704 16.4330218, 120.3488587 16.4330096, 120.3488919 16.4329903)",
452599267,residential,,False,False,190.216,,,,"LINESTRING (120.3474496 16.4325903, 120.3472738 16.4328205, 120.3470914 16.4331485, 120.3467776 16.4338972, 120.3466756 16.4341236)",
452599267,residential,,False,True,190.216,,,,"LINESTRING (120.3466756 16.4341236, 120.3467776 16.4338972, 120.3470914 16.4331485, 120.3472738 16.4328205, 120.3474496 16.4325903)",
169088319,residential,30,False,True,36.877,,,Camacho Street,"LINESTRING (120.3443495 16.4297893, 120.3446948 16.4298065)",
452600185,residential,30,False,False,99.08,,,,"LINESTRING (120.3443495 16.4297893, 120.34426 16.4306762)",
169088319,residential,30,False,False,80.11,,,Camacho Street,"LINESTRING (120.3443495 16.4297893, 120.3438388 16.4297521, 120.3435999 16.4297475)",
169088319,residential,30,False,False,36.877,,,Camacho Street,"LINESTRING (120.3446948 16.4298065, 120.3443495 16.4297893)",
169088319,residential,30,False,True,69.203,,,Camacho Street,"LINESTRING (120.3446948 16.4298065, 120.3448764 16.4298225, 120.3453407 16.4298658)",
452600184,residential,30,False,True,99.493,,,,"LINESTRING (120.3446948 16.4298065, 120.34465 16.430297, 120.3446316 16.430699)",
169088319,residential,30,False,False,69.203,,,Camacho Street,"LINESTRING (120.3453407 16.4298658, 120.3448764 16.4298225, 120.3446948 16.4298065)",
169088319,residential,30,False,True,89.787,,,Camacho Street,"LINESTRING (120.3453407 16.4298658, 120.3459206 16.4299418, 120.3461748 16.4299751)",
452600182,residential,30,False,True,97.933,,,,"LINESTRING (120.3453407 16.4298658, 120.3453165 16.4301591, 120.3452383 16.4307408)",
452600185,residential,30,False,False,77.962,,,,"LINESTRING (120.34426 16.4306762, 120.3441692 16.4313719)",
452600185,residential,30,False,True,99.08,,,,"LINESTRING (120.34426 16.4306762, 120.3443495 16.4297893)",
859129043,tertiary,30,False,False,94.196,,,Barangay Road,"LINESTRING (120.34426 16.4306762, 120.3433801 16.4306031)",
859129043,tertiary,30,False,True,39.714,,,Barangay Road,"LINESTRING (120.34426 16.4306762, 120.3446316 16.430699)",
452600184,residential,30,False,True,80.299,,,,"LINESTRING (120.3446316 16.430699, 120.3445592 16.4314178)",
859129043,tertiary,30,False,False,39.714,,,Barangay Road,"LINESTRING (120.3446316 16.430699, 120.34426 16.4306762)",
859129043,tertiary,30,False,True,64.874,,,Barangay Road,"LINESTRING (120.3446316 16.430699, 120.3452383 16.4307408)",
452600184,residential,30,False,False,99.493,,,,"LINESTRING (120.3446316 16.430699, 120.34465 16.430297, 120.3446948 16.4298065)",
859129043,tertiary,30,False,False,64.874,,,Barangay Road,"LINESTRING (120.3452383 16.4307408, 120.3446316 16.430699)",
859129043,tertiary,30,False,True,34.286,,,Barangay Road,"LINESTRING (120.3452383 16.4307408, 120.3455597 16.4307474)",
452600182,residential,30,False,False,97.933,,,,"LINESTRING (120.3452383 16.4307408, 120.3453165 16.4301591, 120.3453407 16.4298658)",
97391675,residential,30,False,False,94.661,,,,"LINESTRING (120.3432868 16.4312803, 120.3441692 16.4313719)",
452600183,residential,30,False,True,75.956,,,,"LINESTRING (120.3432868 16.4312803, 120.3433801 16.4306031)",
452600183,residential,30,False,False,146.797,,,,"LINESTRING (120.3432868 16.4312803, 120.3432003 16.4317674, 120.3431287 16.4325906)",
97391675,residential,30,False,False,41.907,,,,"LINESTRING (120.3441692 16.4313719, 120.3445592 16.4314178)",
97391675,residential,30,False,True,94.661,,,,"LINESTRING (120.3441692 16.4313719, 120.3432868 16.4312803)",
452600185,residential,30,False,False,142.164,,,,"LINESTRING (120.3441692 16.4313719, 120.3439854 16.4326382)",
452600185,residential,30,False,True,77.962,,,,"LINESTRING (120.3441692 16.4313719, 120.34426 16.4306762)",
97391675,residential,30,False,False,74.046,,,,"LINESTRING (120.3445592 16.4314178, 120.3452481 16.4315004)",
97391675,residential,30,False,True,41.907,,,,"LINESTRING (120.3445592 16.4314178, 120.3441692 16.4313719)",
452600184,residential,30,False,False,80.299,,,,"LINESTRING (120.3445592 16.4314178, 120.3446316 16.430699)",
97391675,residential,30,False,True,74.046,,,,"LINESTRING (120.3452481 16.4315004, 120.3445592 16.4314178)",
777459782,trunk,30,False,False,156.326,2,2,Route 2,"LINESTRING (120.3452481 16.4315004, 120.3451147 16.4317939, 120.3450977 16.4318328, 120.3450227 16.432004, 120.345008 16.4320376, 120.3446764 16.4327949)",
777459782,trunk,30,False,True,90.085,2,2,Route 2,"LINESTRING (120.3452481 16.4315004, 120.3453125 16.4313446, 120.3453212 16.4313236, 120.3454987 16.4308947, 120.3455597 16.4307474)",
169088319,residential,30,False,True,48.272,,,Camacho Street,"LINESTRING (120.341605 16.4297417, 120.3420576 16.4297419)",
452601220,residential,,False,True,86.077,,,,"LINESTRING (120.341605 16.4297417, 120.3415787 16.4305154)",
452601220,residential,,False,False,86.077,,,,"LINESTRING (120.3415787 16.4305154, 120.341605 16.4297417)",
859129043,tertiary,30,False,True,192.374,,,Barangay Road,"LINESTRING (120.3415787 16.4305154, 120.3433801 16.4306031)",
822235067,residential,,False,False,99.926,,,,"LINESTRING (120.3473456 16.4285833, 120.3482681 16.4287403)",
453640944,residential,,False,False,63.159,,,,"LINESTRING (120.3473456 16.4285833, 120.347074 16.4288676, 120.3469419 16.4289988)",
822235067,residential,,False,True,99.926,,,,"LINESTRING (120.3482681 16.4287403, 120.3473456 16.4285833)",
