osmid,highway,maxspeed,oneway,reversed,length,lanes,ref,name,geometry,bridge
777459782,trunk,30,False,False,172.531,2,2,Route 2,"LINESTRING (120.3482681 16.4287403, 120.3479223 16.4289043, 120.3476313 16.4290689, 120.3469989 16.4294677, 120.3468834 16.4295388)",
"[84619231, 777459782, 169235974]",trunk,"['60', '30']",False,True,172.119,2,2,Route 2,"LINESTRING (120.3482681 16.4287403, 120.3483388 16.428707, 120.3487422 16.4285219, 120.3492441 16.4283134, 120.3495443 16.4281727, 120.3497296 16.4280847)",yes
453640944,residential,,False,True,63.159,,,,"LINESTRING (120.3469419 16.4289988, 120.347074 16.4288676, 120.3473456 16.4285833)",
99295707,residential,30,False,False,173.071,,,Barangay Road,"LINESTRING (120.3488919 16.4329903, 120.3488587 16.4330096, 120.3487704 16.4330218, 120.3485941 16.4330336, 120.3481826 16.4330312, 120.3479633 16.4330036, 120.34786 16.4329747, 120.3477795 16.4329292, 120.3477036 16.4328606, 120.3474971 16.4326533, 120.3474496 16.4325903)",
840507328,residential,,False,False,79.99499999999999,,,,"LINESTRING (120.3488919 16.4329903, 120.3489201 16.4330996, 120.3489134 16.4331614, 120.3488892 16.4332309, 120.348676 16.4335081, 120.3485915 16.4336058)",
840500204,residential,,False,True,74.494,,,,"LINESTRING (120.3420469 16.4290721, 120.3420509 16.4291455, 120.3420576 16.4297419)",
169088319,residential,30,False,False,48.272,,,Camacho Street,"LINESTRING (120.3420576 16.4297419, 120.341605 16.4297417)",
169088319,residential,30,False,True,164.495,,,Camacho Street,"LINESTRING (120.3420576 16.4297419, 120.3427711 16.4297423, 120.3435999 16.4297475)",
840500204,residential,,False,False,74.494,,,,"LINESTRING (120.3420576 16.4297419, 120.3420509 16.4291455, 120.3420469 16.4290721)",
840507326,residential,,False,False,38.788,,,,"LINESTRING (120.3485915 16.4336058, 120.3487149 16.4336624, 120.3489087 16.4337756)",
840507326,residential,,False,True,65.164,,,,"LINESTRING (120.3485915 16.4336058, 120.3484728 16.4336142, 120.3482475 16.4336097, 120.3481845 16.4336238, 120.3481556 16.4336418, 120.3481335 16.4336682, 120.3480678 16.4337782)",
840507328,residential,,False,False,150.543,,,,"LINESTRING (120.3485915 16.4336058, 120.3485586 16.4336296, 120.3485137 16.4336817, 120.3482053 16.4340772, 120.3480604 16.4343294, 120.348047 16.4343654, 120.3480484 16.434404, 120.3480564 16.4344348, 120.3480725 16.4344644, 120.3483836 16.4345879)",
840507328,residential,,False,True,79.995,,,,"LINESTRING (120.3485915 16.4336058, 120.348676 16.4335081, 120.3488892 16.4332309, 120.3489134 16.4331614, 120.3489201 16.4330996, 120.3488919 16.4329903)",
840507326,residential,,False,False,65.164,,,,"LINESTRING (120.3480678 16.4337782, 120.3481335 16.4336682, 120.3481556 16.4336418, 120.3481845 16.4336238, 120.3482475 16.4336097, 120.3484728 16.4336142, 120.3485915 16.4336058)",
840507326,residential,,False,True,38.788,,,,"LINESTRING (120.3489087 16.4337756, 120.3487149 16.4336624, 120.3485915 16.4336058)",
840507327,residential,,False,True,106.63899999999998,,,,"LINESTRING (120.3489087 16.4337756, 120.3488664 16.4338219, 120.3488302 16.4338534, 120.3487283 16.4340026, 120.3485754 16.4342638, 120.3483836 16.4345879)",
840507327,residential,,False,False,22.208,,,,"LINESTRING (120.3483166 16.434777, 120.3483836 16.4345879)",
840507327,residential,,False,True,22.208,,,,"LINESTRING (120.3483836 16.4345879, 120.3483166 16.434777)",
840507327,residential,,False,False,106.63899999999998,,,,"LINESTRING (120.3483836 16.4345879, 120.3485754 16.4342638, 120.3487283 16.4340026, 120.3488302 16.4338534, 120.3488664 16.4338219, 120.3489087 16.4337756)",
840507328,residential,,False,True,150.543,,,,"LINESTRING (120.3483836 16.4345879, 120.3480725 16.4344644, 120.3480564 16.4344348, 120.3480484 16.434404, 120.348047 16.4343654, 120.3480604 16.4343294, 120.3482053 16.4340772, 120.3485137 16.4336817, 120.3485586 16.4336296, 120.3485915 16.4336058)",
958243994,residential,,False,True,69.025,,,,"LINESTRING (120.3473456 16.4298697, 120.3472766 16.4298452, 120.3472015 16.4298562, 120.3471089 16.4298465, 120.3470472 16.4298221, 120.3468834 16.4295388)",
777459782,trunk,30,False,False,89.80699999999999,2,2,Route 2,"LINESTRING (120.3468834 16.4295388, 120.3468016 16.4295892, 120.3464631 16.4297976, 120.3461748 16.4299751)",
777459782,trunk,30,False,True,172.531,2,2,Route 2,"LINESTRING (120.3468834 16.4295388, 120.3469989 16.4294677, 120.3476313 16.4290689, 120.3479223 16.4289043, 120.3482681 16.4287403)",
958243994,residential,,False,False,69.025,,,,"LINESTRING (120.3468834 16.4295388, 120.3470472 16.4298221, 120.3471089 16.4298465, 120.3472015 16.4298562, 120.3472766 16.4298452, 120.3473456 16.4298697)",
