osmid,highway,oneway,reversed,length,geometry,lanes,maxspeed,name,bridge,ref
128988452,residential,False,True,17.93,"LINESTRING (125.9218649 7.5093084, 125.9218037 7.509159)",,,,,
128988452,residential,False,False,44.934,"LINESTRING (125.9218649 7.5093084, 125.9219262 7.5095264, 125.9219825 7.5096952)",,,,,
128988454,residential,False,False,66.023,"LINESTRING (125.9218649 7.5093084, 125.9221829 7.5094046, 125.9223224 7.5094419, 125.9224404 7.5094724)",,,,,
128988444,residential,False,False,235.907,"LINESTRING (125.9224404 7.5094724, 125.9224129 7.5099032, 125.9223639 7.510048, 125.9223076 7.5101065, 125.9222244 7.5101464, 125.9221332 7.5101491, 125.9220045 7.5101198, 125.9218631 7.5100588, 125.9217297 7.5099644, 125.9214762 7.509757, 125.921322 7.509612, 125.9212448 7.5095163, 125.9211598 7.50937)",,,,,
128988444,residential,False,True,67.174,"LINESTRING (125.9224404 7.5094724, 125.9224465 7.5093202, 125.9224572 7.5091473, 125.9224518 7.5090463, 125.9224445 7.5089698, 125.922423 7.5088715)",,,,,
128988454,residential,False,False,61.913,"LINESTRING (125.9224404 7.5094724, 125.9228669 7.5095642, 125.9229896 7.5095888)",,,,,
128988454,residential,False,True,66.023,"LINESTRING (125.9224404 7.5094724, 125.9223224 7.5094419, 125.9221829 7.5094046, 125.9218649 7.5093084)",,,,,
128988435,residential,False,False,45.617,"LINESTRING (125.9229755 7.5076148, 125.9230962 7.5080072)",,,,,
128988435,residential,False,False,48.253,"LINESTRING (125.9230962 7.5080072, 125.9232082 7.5084267)",,,,,
128988435,residential,False,True,45.617,"LINESTRING (125.9230962 7.5080072, 125.9229755 7.5076148)",,,,,
1268552812,secondary,False,False,126.834,"LINESTRING (125.9230962 7.5080072, 125.9241986 7.5076808)",2,40,,,
1268552812,secondary,False,True,104.029,"LINESTRING (125.9230962 7.5080072, 125.922199 7.5082971)",2,40,,,
128988440,residential,False,True,63.113,"LINESTRING (125.9238406 7.5101678, 125.9239747 7.5107196)",,,,,
1161593693,unclassified,False,False,37.841,"LINESTRING (125.9238406 7.5101678, 125.9235066 7.5102463)",2,,,,
1161593693,unclassified,False,True,107.137,"LINESTRING (125.9238406 7.5101678, 125.9247866 7.5099471)",2,,,,
128988452,residential,False,False,67.173,"LINESTRING (125.9215754 7.5084819, 125.9217681 7.509055)",,,,,
128988452,residential,False,True,81.218,"LINESTRING (125.9215754 7.5084819, 125.921361 7.5077831)",,,,,
1268552812,secondary,False,False,41.62,"LINESTRING (125.9215754 7.5084819, 125.9219389 7.5083808)",2,40,,,
1268552812,secondary,False,True,44.016,"LINESTRING (125.9215754 7.5084819, 125.9211946 7.5086009)",2,40,,,
197309223,primary,False,False,81.771,"LINESTRING (125.9203356 7.508099, 125.9205629 7.508799)",2,40,Mawab-Maco Road,,
197309223,primary,False,True,84.633,"LINESTRING (125.9203356 7.508099, 125.9202314 7.5077933, 125.9201813 7.5076462, 125.9201036 7.5073737)",2,40,Mawab-Maco Road,,
1000632700,residential,False,False,118.375,"LINESTRING (125.9203356 7.508099, 125.9208227 7.5079504, 125.921361 7.5077831)",,,,,
128988453,residential,False,False,5.097,"LINESTRING (125.9211598 7.50937, 125.9211154 7.5093828)",,,,,
128988453,residential,False,True,29.668,"LINESTRING (125.9211598 7.50937, 125.9214153 7.5092862)",,,,,
128988444,residential,False,True,235.90699999999995,"LINESTRING (125.9211598 7.50937, 125.9212448 7.5095163, 125.921322 7.509612, 125.9214762 7.509757, 125.9217297 7.5099644, 125.9218631 7.5100588, 125.9220045 7.5101198, 125.9221332 7.5101491, 125.9222244 7.5101464, 125.9223076 7.5101065, 125.9223639 7.510048, 125.9224129 7.5099032, 125.9224404 7.5094724)",,,,,
1000632698,residential,False,True,112.657,"LINESTRING (125.9199366 7.506754, 125.9208816 7.5063684)",,,,,
197309223,primary,False,False,10.850999999999999,"LINESTRING (125.9199366 7.506754, 125.9199513 7.5068026, 125.9199637 7.5068478)",2,40,Mawab-Maco Road,,
"[864595459, 1199519973, 197309223]",primary,False,True,350.45099999999996,"LINESTRING (125.9199366 7.506754, 125.919917 7.5067018, 125.9194511 7.5057236, 125.9194264 7.505652, 125.9194176 7.5055926, 125.9194377 7.5054969, 125.9194679 7.5053992, 125.9195289 7.5052682, 125.9196047 7.5051472, 125.9196978 7.5050294, 125.9198166 7.5048953, 125.9198749 7.5048321, 125.9199185 7.5047696, 125.9199681 7.5046639, 125.9200137 7.5045442, 125.9200714 7.5043601, 125.9201297 7.5041706, 125.9201501 7.5040968, 125.9201572 7.504049, 125.9201593 7.5040025, 125.9201539 7.5039546, 125.9201411 7.5039093)","['2', '4']",40,Mawab-Maco Road,yes,
128988451,tertiary,False,False,57.707,"LINESTRING (125.9205629 7.508799, 125.9207597 7.5092799)",2,,,,
197309223,primary,False,True,81.771,"LINESTRING (125.9205629 7.508799, 125.9203356 7.508099)",2,40,Mawab-Maco Road,,
1145060204,primary,False,True,158.573,"LINESTRING (125.9205629 7.508799, 125.9203199 7.5088813, 125.9200198 7.5089829, 125.91968 7.5090976, 125.9194082 7.5091813, 125.9191949 7.5092384)",2,40,,,
1268552812,secondary,False,False,73.051,"LINESTRING (125.9205629 7.508799, 125.9210323 7.5086468, 125.9211946 7.5086009)",2,40,,,
128988450,residential,False,True,73.584,"LINESTRING (125.9232974 7.509739, 125.9234114 7.5096572, 125.923573 7.5095748, 125.9238982 7.5094605)",,,,,
128988454,residential,False,False,61.601,"LINESTRING (125.9232974 7.509739, 125.9233819 7.509864, 125.9234141 7.5099311, 125.9234463 7.5100029, 125.9235066 7.5102463)",,,,,
128988454,residential,False,True,38.482,"LINESTRING (125.9232974 7.509739, 125.9232639 7.5096998, 125.9232163 7.5096705, 125.9229896 7.5095888)",,,,,
128988436,unclassified,False,False,74.593,"LINESTRING (125.9246338 7.5092936, 125.9247866 7.5099471)",2,,,,
128988436,unclassified,False,True,92.103,"LINESTRING (125.9246338 7.5092936, 125.9244325 7.5084897)",2,,,,
128988450,residential,False,False,83.19,"LINESTRING (125.9246338 7.5092936, 125.9238982 7.5094605)",,,,,
128988435,residential,False,False,77.654,"LINESTRING (125.9232371 7.5089359, 125.9231536 7.5091407, 125.9231298 7.5092039, 125.9231086 7.5092667, 125.9230865 7.5093342, 125.9230198 7.5095326, 125.9229896 7.5095888)",,,,,
128988435,residential,False,True,57.812999999999995,"LINESTRING (125.9232371 7.5089359, 125.9232572 7.5088429, 125.9232706 7.5087305, 125.9232699 7.5086694, 125.9232612 7.5086175, 125.9232411 7.5085497, 125.9232082 7.5084267)",,,,,
128988455,residential,False,False,96.779,"LINESTRING (125.9232371 7.5089359, 125.9234731 7.5090177, 125.9236428 7.5091275, 125.9237413 7.5092238, 125.9238145 7.509311, 125.9238982 7.5094605)",,,,,
128988455,residential,False,True,90.772,"LINESTRING (125.9232371 7.5089359, 125.9230533 7.5088861, 125.9228595 7.5088588, 125.922645 7.5088555, 125.922423 7.5088715)",,,,,
1000632698,residential,False,True,43.254,"LINESTRING (125.9215284 7.5061044, 125.9218912 7.5059563)",,,,,
